TAD7	TAD9	TAD10	TAH1	TAH3	TAH4	TAH5	TAD6	TAD2	TAD3	TAD4	TAH6	TAH8	TAH10	species	ID
bacOTU_29	2.18388294387421	8.87648998224702	419.965114718905	2.29805814087096	5.38140723799274	357.659434582512	115.028383627129	12.7108851398197	17.3385348938015	5.20156046814044	2.46578720256442	172.619838002921	83.5412824129326	10.6518960374947	bac	bacOTU_29
bacOTU_40	74.2520200917231	38.0420999239158	80.5044948342949	128.691255888774	20.1802771424728	35.5029585798817	38.8407529130565	19.644095216085	49.8482878196792	31.2093628088427	57.9459992602638	49.1302615854468	32.5485515894543	57.5202386024712	bac	bacOTU_40
bacOTU_35	42.5857174055471	136.951559726097	18.7843821280021	6.89417442261289	18.8349253329746	34.1880341880342	34.3591275769346	21.9551652415068	80.1907238838318	45.5136540962289	54.2473184564172	26.5568981542956	15.1893240750787	21.3037920749893	bac	bacOTU_35
bacOTU_102	6.55164883162263	13.9487699721025	17.4426405474306	22.9805814087096	6.72675904749092	1.31492439184747	0	1.15553501271089	8.66926744690074	2.60078023407022	2.46578720256442	0	1.08495171964848	8.52151682999574	bac	bacOTU_102
bacOTU_14	122.297444856956	48.1866599036267	143.566349121159	124.095139607032	12.1081662854837	17.0940170940171	4.4816253361219	122.486711347354	61.7685305591678	23.407022106632	65.3433608679571	15.9341388925773	80.2864272539872	111.844908393694	bac	bacOTU_14
bacOTU_17	122.297444856956	44.3824499112351	37.5687642560043	213.719407101	13.4535180949818	56.5417488494412	32.8652524648939	10.399815114398	96.4456003467707	40.3120936280884	62.8775736653927	65.0644004780242	28.2087447108604	174.691095014913	bac	bacOTU_17
bacOTU_36	31.666302686176	7.60841998478316	21.4678652891453	186.142709410548	0	1.31492439184747	1.49387511204063	9.24428010168708	7.58560901603815	13.0039011703511	8.63025520897547	3.98353472314434	1.08495171964848	83.0847890924585	bac	bacOTU_36
bacOTU_41	61.1487224284778	39.3101699213797	28.1765731920032	55.1533953809031	25.5616843804655	47.3372781065089	74.6937556020317	11.5553501271089	85.6090160381448	26.0078023407022	64.1104672666749	111.538972248041	52.0776825431268	59.6506178099702	bac	bacOTU_41
bacOTU_64	44.7696003494213	38.0420999239158	44.2774721588622	47.1101918878548	134.535180949818	131.492439184747	32.8652524648939	85.5095909406055	57.4338968357174	33.8101430429129	57.9459992602638	91.6212986323197	65.0971031789085	19.1734128674904	bac	bacOTU_64
bacOTU_91	38.2179515177986	20.2891199594218	28.1765731920032	41.3650465356774	24.2163325709673	32.8731097961867	76.1876307140723	9.24428010168708	68.2704811443433	10.4031209362809	44.3841696461595	35.851812508299	72.6917652164479	63.911376224968	bac	bacOTU_91
bacOTU_112	63.332605372352	29.1656099416688	18.7843821280021	65.4946570148225	20.1802771424728	18.4089414858646	40.3346280250971	10.399815114398	69.3541395752059	23.407022106632	75.2065096782148	59.753020847165	41.2281653466421	36.2164465274819	bac	bacOTU_112
bacOTU_146	9.82747324743394	6.3403499873193	17.4426405474306	3.44708721130645	4.03605542849455	5.25969756738987	14.9387511204063	4.62214005084354	6.50195058517555	15.6046814044213	18.4934040192331	2.65568981542956	35.8034067483997	1.06518960374947	bac	bacOTU_146
bacOTU_18	489.189779427823	5.07227998985544	167.717697571448	3.44708721130645	1.34535180949818	2.62984878369494	0	70.487635775364	14.0875596012137	81.924577373212	50.5486376525706	1.32784490771478	69.4369100575024	2.13037920749893	bac	bacOTU_18
bacOTU_369	46.9534832932955	25.3613999492772	33.5435395142895	56.3024244513386	40.3605542849455	71.0059171597633	52.2856289214222	10.399815114398	35.7607282184655	20.8062418725618	28.3565528294908	42.4910370468729	44.4830205055875	24.4993608862378	bac	bacOTU_369
bacOTU_61	55.6890150687923	26.6294699467411	30.8600563531464	42.5140756061128	29.59773980896	35.5029585798817	62.7427547057066	56.6212156228334	48.7646293888167	32.5097529258778	28.3565528294908	45.1467268623025	34.7184550287512	36.2164465274819	bac	bacOTU_61
bacOTU_69	3.27582441581131	22.8252599543495	52.3279216422917	6.89417442261289	32.2884434279564	18.4089414858646	34.3591275769346	27.7328403050612	10.8365843086259	33.8101430429129	12.3289360128221	30.5404328774399	0	4.26075841499787	bac	bacOTU_69
bacOTU_72	10.919414719371	29.1656099416688	22.8096068697169	18.3844651269677	5.38140723799274	2.62984878369494	4.4816253361219	3.46660503813266	11.9202427394885	16.9050715214564	34.5210208359019	5.31137963085912	3.25485515894543	19.1734128674904	bac	bacOTU_72
bacOTU_77	46.9534832932955	45.650519908699	60.3783711257212	36.7689302539354	60.5408314274183	169.625246548323	73.199880489991	16.1774901779524	37.9280450801907	40.3120936280884	43.1512760448773	98.2605231708936	86.796137571878	50.063911376225	bac	bacOTU_77
bacOTU_81	34.9421271019873	35.5059599289881	25.4930900308601	37.9179593243709	16.1442217139782	17.0940170940171	44.816253361219	9.24428010168708	33.5934113567404	20.8062418725618	51.7815312538528	87.6377639091754	20.614082673321	38.3468257349808	bac	bacOTU_81
bacOTU_97	17.4710635509937	39.3101699213797	33.5435395142895	33.321843042629	75.3397013318983	60.4865220249836	119.510008963251	15.0219551652415	14.0875596012137	18.2054616384915	41.9183824435951	42.4910370468729	71.6068134967994	42.6075841499787	bac	bacOTU_97
bacOTU_109	103.734439834025	41.8463099163074	45.6192137394338	64.345627944387	76.6850531413965	65.7462195923734	80.6692560501942	15.0219551652415	59.6012136974426	15.6046814044213	39.4525952410307	108.883282432612	52.0776825431268	133.148700468683	bac	bacOTU_109
bacOTU_117	10.919414719371	20.2891199594218	13.4174158057158	13.7883488452258	8.0721108569891	2.62984878369494	8.9632506722438	3.46660503813266	13.0039011703511	9.10273081924577	23.424978424362	14.6062939848626	6.50971031789085	10.6518960374947	bac	bacOTU_117
bacOTU_133	25.1146538545534	35.5059599289881	17.4426405474306	25.2786395495806	20.1802771424728	24.9835634451019	70.2121302659098	9.24428010168708	32.5097529258778	26.0078023407022	56.7131056589816	99.5883680786084	29.2936964305088	38.3468257349808	bac	bacOTU_133
bacOTU_24	43.6776588774842	40.5782399188435	57.694887964578	63.1965988739515	44.3966097134401	97.3044049967127	236.03226770242	9.24428010168708	99.6965756393585	28.6085825747724	70.2749352730859	385.075023237286	137.788868395356	156.582871751172	bac	bacOTU_24
bacOTU_30	215.11246997161	68.4757798630484	26.8348316114316	16.0864069860967	84.7571639983856	40.7626561472715	59.7550044816253	12.7108851398197	138.708279150412	36.4109232769831	51.7815312538528	77.0150046474572	18.4441792340241	74.5632722624627	bac	bacOTU_30
bacOTU_340	15.2871806071195	19.0210499619579	41.593988997719	49.4082500287257	36.324498856451	28.9283366206443	35.8530026889752	5.77767506355443	14.0875596012137	10.4031209362809	6.16446800641105	13.2784490771478	34.7184550287512	21.3037920749893	bac	bacOTU_340
bacOTU_39	27.2985367984276	129.343139741314	142.224607540588	16.0864069860967	20.1802771424728	161.735700197239	35.8530026889752	353.593713889531	47.6809709579541	135.240572171652	66.5762544692393	17.2619838002921	42.3131170662906	5.32594801874734	bac	bacOTU_39
bacOTU_46	5.45970735968552	24.0933299518133	44.2774721588622	8.04320349304837	33.6337952374546	31.5581854043392	32.8652524648939	60.087820660966	7.58560901603815	31.2093628088427	8.63025520897547	35.851812508299	0	2.13037920749893	bac	bacOTU_46
bacOTU_47	22.9307709106792	31.7017499365965	59.0366295451496	11.4902907043548	4.03605542849455	9.20447074293228	7.46937556020317	17.3330251906633	14.0875596012137	15.6046814044213	19.7262976205153	3.98353472314434	14.1043723554302	7.45632722624627	bac	bacOTU_47
bacOTU_63	40.4018344616729	30.4336799391326	22.8096068697169	52.8553372400322	9.41746266648729	23.6686390532544	44.816253361219	5.77767506355443	58.51755526658	18.2054616384915	60.4117864628283	91.6212986323197	24.9538895519149	80.9544098849595	bac	bacOTU_63
bacOTU_67	28.3904782703647	129.343139741314	13.4174158057158	9.19223256348386	10.7628144759855	11.8343195266272	86.6447564983567	4.62214005084354	36.8443866493281	16.9050715214564	27.1236592282086	46.4745717700173	15.1893240750787	17.0430336599915	bac	bacOTU_67
bacOTU_83	24.0227123826163	8.87648998224702	5.36696632228633	31.023784901758	2.69070361899637	7.88954635108481	10.4571257842844	1.15553501271089	11.9202427394885	0	4.93157440512884	10.6227592617182	3.25485515894543	15.977844056242	bac	bacOTU_83
bacOTU_89	22.9307709106792	19.0210499619579	21.4678652891453	22.9805814087096	1.34535180949818	5.25969756738987	8.9632506722438	3.46660503813266	34.6770697876029	10.4031209362809	34.5210208359019	17.2619838002921	9.76456547683628	47.933532168726	bac	bacOTU_89
bacOTU_103	63.332605372352	12.6806999746386	12.0756742251442	62.047569803516	13.4535180949818	9.20447074293228	25.3958769046908	5.77767506355443	13.0039011703511	5.20156046814044	20.9591912217976	17.2619838002921	33.6335033091027	28.7601193012356	bac	bacOTU_103
bacOTU_105	26.2065953264905	20.2891199594218	14.7591573862874	18.3844651269677	8.0721108569891	14.4641683103222	13.4448760083657	67.0210307372313	23.840485478977	23.407022106632	18.4934040192331	30.5404328774399	4.3398068785939	23.4341712824883	bac	bacOTU_105
bacOTU_135	7.64359030355973	8.87648998224702	6.70870790285791	13.7883488452258	2.69070361899637	3.94477317554241	10.4571257842844	3.46660503813266	8.66926744690074	3.90117035110533	16.0276168166687	18.5898287080069	4.3398068785939	11.7170856412441	bac	bacOTU_135
bacOTU_145	18.5630050229308	24.0933299518133	12.0756742251442	2.29805814087096	8.0721108569891	22.353714661407	5.97550044816253	10.399815114398	14.0875596012137	9.10273081924577	22.1920848230798	3.98353472314434	43.398068785939	42.6075841499787	bac	bacOTU_145
bacOTU_165	2.18388294387421	2.53613999492772	2.68348316114316	1.14902907043548	0	14.4641683103222	16.432626232447	0	44.4299956653663	0	1.23289360128221	2.65568981542956	8.67961375718781	9.58670643374521	bac	bacOTU_165
bacOTU_176	5.45970735968552	6.3403499873193	6.70870790285791	5.74514535217741	2.69070361899637	2.62984878369494	5.97550044816253	1.15553501271089	6.50195058517555	2.60078023407022	9.86314881025767	3.98353472314434	4.3398068785939	4.26075841499787	bac	bacOTU_176
bacOTU_205	36.0340685739244	13.9487699721025	4.02522474171475	4.59611628174193	13.4535180949818	19.723865877712	47.8040035853003	10.399815114398	9.75292587776333	118.335500650195	8.63025520897547	55.7694861240207	19.5291309536726	7.45632722624627	bac	bacOTU_205
bacOTU_21	113.561913081459	43.1143799137712	28.1765731920032	109.157761691371	32.2884434279564	22.353714661407	112.040633403047	2.31107002542177	120.286085825748	11.703511053316	34.5210208359019	126.145266232904	122.599544320278	171.495526203664	bac	bacOTU_21
bacOTU_242	12.0113561913081	19.0210499619579	95.2636522205823	21.8315523382742	108.973496569353	48.6522024983563	38.8407529130565	2.31107002542177	11.9202427394885	58.51755526658	14.7947232153865	42.4910370468729	170.337419984811	75.6284618662122	bac	bacOTU_242
bacOTU_31	32.7582441581131	32.9698199340604	30.8600563531464	78.1339767896128	6.72675904749092	7.88954635108481	13.4448760083657	4.62214005084354	48.7646293888167	11.703511053316	51.7815312538528	26.5568981542956	15.1893240750787	139.53983809118	bac	bacOTU_31
bacOTU_314	16.3791220790566	16.4849099670302	12.0756742251442	14.9373779156613	13.4535180949818	14.4641683103222	25.3958769046908	4.62214005084354	11.9202427394885	10.4031209362809	13.5618296141043	30.5404328774399	17.3592275143756	14.9126544524925	bac	bacOTU_314
bacOTU_33	48.0454247652326	34.2378899315242	40.2522474171475	39.0669883948064	6.72675904749092	13.1492439184747	47.8040035853003	5.77767506355443	91.0273081924577	36.4109232769831	50.5486376525706	154.030009294914	27.1237929912119	95.8670643374521	bac	bacOTU_33
bacOTU_43	45.8615418213584	16.4849099670302	48.3026969005769	41.3650465356774	0	2.62984878369494	2.98775022408127	24.2662352669286	59.6012136974426	49.4148244473342	32.0552336333374	1.32784490771478	14.1043723554302	55.3898593949723	bac	bacOTU_43
bacOTU_474	6.55164883162263	6.3403499873193	4.02522474171475	8.04320349304837	1.34535180949818	6.57462195923734	1.49387511204063	1.15553501271089	7.58560901603815	3.90117035110533	8.63025520897547	6.63922453857389	2.16990343929695	4.26075841499787	bac	bacOTU_474
bacOTU_51	13.1032976632453	232.056809535886	34.8852810948611	41.3650465356774	20.1802771424728	11.8343195266272	22.4081266806095	6.93321007626531	18.4221933246641	9.10273081924577	16.0276168166687	22.5733634311512	20.614082673321	24.4993608862378	bac	bacOTU_51
bacOTU_599	10.919414719371	19.0210499619579	18.7843821280021	11.4902907043548	5.38140723799274	7.88954635108481	7.46937556020317	5.77767506355443	9.75292587776333	9.10273081924577	19.7262976205153	10.6227592617182	11.9344689161332	8.52151682999574	bac	bacOTU_599
bacOTU_677	5.45970735968552	3.80420999239158	0	27.5766976904516	0	0	0	0	2.16731686172518	1.30039011703511	4.93157440512884	0	0	5.32594801874734	bac	bacOTU_677
bacOTU_699	0	1.26806999746386	171.742922313162	1.14902907043548	1.34535180949818	103.87902695595	1.49387511204063	2.31107002542177	4.33463372345037	1.30039011703511	0	2.65568981542956	41.2281653466421	8.52151682999574	bac	bacOTU_699
bacOTU_75	20.746887966805	13.9487699721025	30.8600563531464	73.5378605078708	8.0721108569891	6.57462195923734	37.3468778010158	6.93321007626531	29.25877763329	7.80234070221066	11.0960424115399	27.8847430620104	21.6990343929695	34.086067319983	bac	bacOTU_75
bacOTU_76	16.3791220790566	8.87648998224702	14.7591573862874	24.1296104791451	45.7419615229383	43.3925049309665	121.003884075291	2.31107002542177	14.0875596012137	9.10273081924577	18.4934040192331	90.293453724605	206.14082673321	67.1069450362164	bac	bacOTU_76
bacOTU_78	15.2871806071195	25.3613999492772	6.70870790285791	2.29805814087096	6.72675904749092	5.25969756738987	23.9020017926501	35.8215853940374	11.9202427394885	32.5097529258778	22.1920848230798	17.2619838002921	11.9344689161332	3.1955688112484	bac	bacOTU_78
bacOTU_846	21.8388294387421	19.0210499619579	5.36696632228633	8.04320349304837	4.03605542849455	3.94477317554241	8.9632506722438	10.399815114398	10.8365843086259	5.20156046814044	8.63025520897547	9.29491435400345	4.3398068785939	5.32594801874734	bac	bacOTU_846
bacOTU_85	18.5630050229308	10.1445599797109	18.7843821280021	22.9805814087096	14.79886990448	113.083497698882	104.571257842844	3.46660503813266	50.9319462505418	15.6046814044213	51.7815312538528	71.7036250165981	213.73548877075	41.5423945462292	bac	bacOTU_85
bacOTU_86	28.3904782703647	17.752979964494	21.4678652891453	87.3262093530966	1.34535180949818	3.94477317554241	4.4816253361219	12.7108851398197	14.0875596012137	16.9050715214564	16.0276168166687	11.950604169433	2.16990343929695	62.8461866212186	bac	bacOTU_86
bacOTU_880	9.82747324743394	3.80420999239158	65.7453374480075	4.59611628174193	9.41746266648729	5.25969756738987	10.4571257842844	21.9551652415068	8.66926744690074	10.4031209362809	13.5618296141043	122.16173150976	7.59466203753933	46.8683425649766	bac	bacOTU_880
bacOTU_93	9.82747324743394	8.87648998224702	4.02522474171475	9.19223256348386	2.69070361899637	2.62984878369494	4.4816253361219	2.31107002542177	15.1712180320763	2.60078023407022	17.2605104179509	5.31137963085912	5.42475859824238	8.52151682999574	bac	bacOTU_93
bacOTU_933	24.0227123826163	63.403499873193	55.0114048034349	10.3412616339193	5.38140723799274	5.25969756738987	1.49387511204063	18.4885602033742	18.4221933246641	22.1066319895969	16.0276168166687	6.63922453857389	16.2742757947271	5.32594801874734	bac	bacOTU_933
bacOTU_100	7.64359030355973	15.2168399695663	5.36696632228633	6.89417442261289	6.72675904749092	11.8343195266272	4.4816253361219	10.399815114398	13.0039011703511	15.6046814044213	9.86314881025767	1.32784490771478	3.25485515894543	5.32594801874734	bac	bacOTU_100
bacOTU_101	6.55164883162263	27.8975399442049	34.8852810948611	4.59611628174193	2.69070361899637	19.723865877712	4.4816253361219	28.8883753177721	22.7568270481144	66.3198959687906	8.63025520897547	13.2784490771478	5.42475859824238	5.32594801874734	bac	bacOTU_101
bacOTU_106	6.55164883162263	5.07227998985544	2.68348316114316	4.59611628174193	4.03605542849455	6.57462195923734	8.9632506722438	1.15553501271089	8.66926744690074	3.90117035110533	8.63025520897547	13.2784490771478	5.42475859824238	11.7170856412441	bac	bacOTU_106
bacOTU_108	5.45970735968552	5.07227998985544	4.02522474171475	8.04320349304837	1.34535180949818	1.31492439184747	2.98775022408127	1.15553501271089	5.41829215431296	1.30039011703511	9.86314881025767	3.98353472314434	2.16990343929695	4.26075841499787	bac	bacOTU_108
bacOTU_111	1.0919414719371	3.80420999239158	16.100898966859	3.44708721130645	43.0512579039419	1.31492439184747	5.97550044816253	1.15553501271089	5.41829215431296	10.4031209362809	6.16446800641105	2.65568981542956	4.3398068785939	2.13037920749893	bac	bacOTU_111
bacOTU_114	20.746887966805	6.3403499873193	2.68348316114316	5.74514535217741	5.38140723799274	2.62984878369494	4.4816253361219	0	22.7568270481144	6.50195058517555	4.93157440512884	7.96706944628867	56.4174894217207	21.3037920749893	bac	bacOTU_114
bacOTU_116	10.919414719371	30.4336799391326	45.6192137394338	3.44708721130645	4.03605542849455	52.5969756738988	4.4816253361219	43.9103304830136	7.58560901603815	33.8101430429129	18.4934040192331	5.31137963085912	7.59466203753933	2.13037920749893	bac	bacOTU_116
bacOTU_119	10.919414719371	12.6806999746386	6.70870790285791	6.89417442261289	5.38140723799274	9.20447074293228	10.4571257842844	8.0887450889762	8.66926744690074	10.4031209362809	7.39736160769326	18.5898287080069	8.67961375718781	4.26075841499787	bac	bacOTU_119
bacOTU_121	15.2871806071195	55.7950798884098	14.7591573862874	10.3412616339193	6.72675904749092	3.94477317554241	10.4571257842844	13.8664201525306	29.25877763329	13.0039011703511	9.86314881025767	19.9176736157217	3.25485515894543	8.52151682999574	bac	bacOTU_121
bacOTU_123	9.82747324743394	11.4126299771747	14.7591573862874	6.89417442261289	6.72675904749092	13.1492439184747	11.9510008963251	4.62214005084354	9.75292587776333	6.50195058517555	11.0960424115399	13.2784490771478	6.50971031789085	9.58670643374521	bac	bacOTU_123
bacOTU_124	7.64359030355973	40.5782399188435	22.8096068697169	6.89417442261289	16.1442217139782	60.4865220249836	62.7427547057066	15.0219551652415	13.0039011703511	40.3120936280884	14.7947232153865	13.2784490771478	33.6335033091027	4.26075841499787	bac	bacOTU_124
bacOTU_126	3.27582441581131	7.60841998478316	4.02522474171475	5.74514535217741	5.38140723799274	1.31492439184747	20.9142515685689	1.15553501271089	2.16731686172518	2.60078023407022	8.63025520897547	14.6062939848626	9.76456547683628	6.3911376224968	bac	bacOTU_126
bacOTU_127	6.55164883162263	5.07227998985544	9.39219106400107	10.3412616339193	4.03605542849455	2.62984878369494	10.4571257842844	1.15553501271089	6.50195058517555	5.20156046814044	12.3289360128221	13.2784490771478	3.25485515894543	9.58670643374521	bac	bacOTU_127
bacOTU_128	16.3791220790566	8.87648998224702	10.7339326445727	33.321843042629	2.69070361899637	5.25969756738987	10.4571257842844	1.15553501271089	18.4221933246641	6.50195058517555	13.5618296141043	19.9176736157217	5.42475859824238	79.8892202812101	bac	bacOTU_128
bacOTU_132	6.55164883162263	7.60841998478316	8.05044948342949	4.59611628174193	1.34535180949818	1.31492439184747	1.49387511204063	2.31107002542177	3.25097529258778	5.20156046814044	8.63025520897547	2.65568981542956	1.08495171964848	8.52151682999574	bac	bacOTU_132
bacOTU_134	13.1032976632453	7.60841998478316	14.7591573862874	22.9805814087096	12.1081662854837	18.4089414858646	17.9265013444876	1.15553501271089	6.50195058517555	2.60078023407022	8.63025520897547	37.1796574160138	20.614082673321	42.6075841499787	bac	bacOTU_134
bacOTU_136	4.36776588774842	7.60841998478316	8.05044948342949	11.4902907043548	0	2.62984878369494	0	30.043910330483	14.0875596012137	6.50195058517555	3.69868080384663	1.32784490771478	0	1.06518960374947	bac	bacOTU_136
bacOTU_141	3.27582441581131	8.87648998224702	6.70870790285791	3.44708721130645	1.34535180949818	0	1.49387511204063	2.31107002542177	3.25097529258778	1.30039011703511	6.16446800641105	0	0	7.45632722624627	bac	bacOTU_141
bacOTU_143	6.55164883162263	5.07227998985544	2.68348316114316	6.89417442261289	1.34535180949818	2.62984878369494	4.4816253361219	1.15553501271089	10.8365843086259	2.60078023407022	7.39736160769326	5.31137963085912	4.3398068785939	8.52151682999574	bac	bacOTU_143
