TAD1	TAD2	TAD3	TAD4	TAD5	TAD6	TAD7	TAD8	TAD9	TAD10	TAH1	TAH2	TAH3	TAH4	TAH5	TAH6	TAH7	TAH8	TAH9	TAH10
OTU_3	0.141033105589435	6.89166143903208	7.47300738818268	1.8315901466469	0.234111092949766	3.02494515302233	4.90414314209932	11.9673595589065	1.84128799146456	2.42842323607296	0.16034890720703	0.0875433977319433	0.431376533393096	0.166793052183637	0.00772655820208917	0.0336170694774649	0.358376131308953	0.041183677233963	0.00260417317709961	0.296068049849487
OTU_29	0.134855373400154	0.0821573168501191	0.0403041387514001	0.0442292459949786	0.0084505341038017	0.0116868454076845	0.0438751343511458	0.126995337979859	0.0323907224479556	0.0259518810108727	0.0192510909443379	0.0172677344150163	0	0.00113080035378737	0.000191567558729484	0.00126591475019742	0.0664657486638158	0.00409015972529085	0.000137061746163137	0.0130394242987837
OTU_7	0.0904560623812581	0.0350283133857097	0.150675472562927	1.0151325330783	0.653090660367885	0.0860930945032757	1.11260028192114	1.02447635778165	0.0657780825096946	0.951088380009577	0.00645545564600554	0.00120472565686161	0.00118023675346948	0.00016154290768391	0.00134097291110638	0.0718054977750871	0.000299395264251423	0.00169247988632725	0.00580228058757281	0.0244336875879078
OTU_180	0.0288294168833105	0	0.00186019101929539	0	0.000417310326113664	0.000389561513589483	0.0164531753816797	0.0134799520760744	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4	0.0256149871262863	6.11275912501894	2.3010562908684	3.1705949003981	0.441097014702143	2.60850389499518	0.252647648638681	1.05853097355279	1.42270019367559	3.0075346549267	0.00265134785460942	0.0628465217662804	0.295452600618527	0.0423242418131843	0.0216471341364316	0.0218018651422889	0.0209576684975996	0.233844304294215	0.0148026685856188	0.00493548302897889
OTU_9	0.0253136343365653	0.152213943621538	0.119672288908003	0.266088850905274	0.052894083834907	0.272693059512638	0.0332719768829522	0.0929407222087233	0.171421669570719	0.0643991121380916	0.00662836963652354	0.0441732740849255	0.00963860015333411	0.00799637393035353	0.00338436020422088	0.0127998046964406	2.63946864964054	0.0500691966371811	0.00324379465919425	0.0316845824082595
OTU_20	0.0153689922757718	0.4222503959041	0.442105398919204	0.0667005564601693	0.00511205149489239	0.0907678326663495	1.27164764394404	1.84604396326029	0.0862091535922512	0.0908315835380545	0.00270898585144875	0.0128504070065238	0	0.0075117452073018	0.000127711705819656	0.00175821493082975	0.0982016466744666	0.0115652792232362	4.56872487210458e-05	0.0107240125074109
OTU_17	0.0147160612313763	1.99916137668623	0.700671950601263	0.120917051550788	0.00271251711973882	0.210363217338321	0.334913525547079	0.142603703541629	0.495328894050276	0.361403972595857	0	0.000602362828430803	0	0	0.000319279264549139	0.000351642986165951	0.000299395264251423	0.00155143989579998	0	0
OTU_5	0.0136613264673527	0.0655984777950563	0.130833435023776	0.0831081799744356	0.011789016712711	0.176471365656036	0.1078597052799	0.0503724524948043	0.0276566937824852	0.145138297505251	0.0679551982735761	2.31869531423964	0.00845836339986463	0.0193851489220692	0.00989765720102332	0.0295380108379398	0.361070688687216	1.53804109669989	0.0105537544545616	0.0562401337746606
OTU_45	0.0131088463528642	0.0267488938581783	0.0248025469239385	0.017834373385072	0.198431060067047	0.0880409020712231	0.0387563686768454	0.0383114427425272	0.0127071295757364	0.0610349794144599	0.00317008982616343	0.0124488317875699	0	0.000242314361525865	0	0.000703285972331901	0.0161673442695768	0.0166427188822179	0.000182748994884183	0.00286379879459269
OTU_12	0.0103464457804215	0.0713303836218088	1.35917957143183	0.452636396513128	0.00563368940253447	0.124659684348634	0.589754930903318	0.214969762055291	0.0964246891335295	0.535858283835613	0.00801168156066758	0.0933662384067744	0.21657344426165	0.0516129590050092	0.24118355644042	0.0679374249272617	0.0272449690468795	0.138078150726198	0.117370541964367	0.0339999941996323
OTU_26	0.00823697625237443	0.00827941952753138	0.0985901240226557	0.0214012480620864	0.00459041358725031	0.021815444761011	0.0511876567430034	0.46825096685311	0.0194344334687734	0.0105729885599852	0.0372341459582105	0.0357401944868943	0	0	6.38558529098279e-05	0.00014065719446638	0.163769209545528	0.000282079981054541	0.000502559735931504	0.186207853537771
