TAD2	TAD3	TAD4	TAD6	TAD7	TAD9	TAD10	TAH1	TAH3	TAH4	TAH5	TAH6	TAH8	TAH10	species	ID
bacOTU_25	15.4444210706316	3.70624054013186	5.42172653032343	4.03189798434292	17.5319536847275	2.94872673975428	5.98901958905095	7.41982196122462	0.850291063437686	1.10901816906833	0.187670020592075	0.461367875797848	1.03118429657427	5.61810665763683	bac	bacOTU_25
bacOTU_15	79.898721005401	15.0364416199636	12.1041964397919	9.70161389982514	28.9874262628164	12.7365293897719	6.29225602393961	4.06697689088044	2.9086483749184	0.637138097124357	1.4131274884603	2.48385010044995	14.9904793886566	5.15423454829067	bac	bacOTU_15
bacOTU_4	57.4529743827497	37.802733509345	21.4344374454647	72.9504447792046	18.8269201500767	13.5965455222003	45.2581379071319	9.71714173164563	177.018828787341	13.3071180288199	1.62570684513131	7.85939496070949	28.8704603040794	10.0506623691668	bac	bacOTU_4
bacOTU_368	3.91266133789335	0.211879459436106	0.0631421689572492	1e-04	1.59390488042977	0.327725193306031	1e-04	0.0311448617624461	1e-04	1e-04	0.0251093360789433	0.0178410721460711	1e-04	0.15472403644872	bac	bacOTU_368
bacOTU_46	12.7674054183888	8.89483729631647	4.60217833387919	1.51202424412859	12.9497646534919	3.27635193306031	2.57760969655357	1.36607391754763	1.78997592302671	0.707920107915952	0.162660684513131	0.638778597258559	3.92615174464817	2.21637785576499	bac	bacOTU_46
bacOTU_37	10.5022383280295	2.85912270238744	2.90003977203347	1.89000530516074	14.2447311188411	2.08871060732595	1.21304573955462	7.85445002589887	1.02927865574036	0.613544093527159	0.262698028828904	0.49685002008999	2.22089694646765	5.10269320280776	bac	bacOTU_37
bacOTU_266	1.23564568565053	1.05899729718053	3.34133495473421	0.630068435053581	0.398551220107442	0.0820062983265077	0.0759091087221639	1e-04	0.134340694227003	0.0708820107915953	1e-04	0.0533232164382132	0.555299236616912	1e-04	bac	bacOTU_266
bacOTU_107	6.38375270919441	3.60035081041381	1.57615422393123	2.26798636619289	3.58616098096698	2.29347635314222	2.19856415294275	0.465772926436692	0.0448468980756677	1e-04	0.112642012355245	0.0888053607303554	0.0794141766595589	0.7732201822436	bac	bacOTU_107
bacOTU_58	7.41337411390319	1.5884459457708	3.21525061681971	0.378081061032148	8.36757562225629	0.982975579918092	3.5631281099417	0.776221544061153	0.402822082681009	0.471980071943968	0.225184024710489	0.319439298629279	1.98295441648897	1.34017498255557	bac	bacOTU_58
bacOTU_125	18.7392095656997	0.529548648590266	0.0631421689572492	1.00804949608573	3.68577378599384	1.43346022071388	1.44047306572111	1.6144328116472	0.313328286529674	0.306822046763579	0.0626233401973582	0.425885731505706	0.832898854925369	2.01021247383336	bac	bacOTU_125
bacOTU_69	1.64749424753404	2.43556378351522	15.7606422393123	0.630068435053581	11.3559597730621	1.47441336987714	1.21304573955462	2.20428518513367	1e-04	1e-04	1e-04	0.0178410721460711	0.277699618308456	1.08246825514104	bac	bacOTU_69
bacOTU_198	1.02972140470878	1e-04	0.0631421689572492	15.1193424412859	0.298938415080582	1.31060077322412	0.37914554361082	0.155324308812231	1.02927865574036	0.283228043166381	1e-04	1e-04	0.436327971627574	0.206265381931627	bac	bacOTU_198
bacOTU_68	5.9719041473109	1.48255621605275	3.15220844786246	0.756062122064297	8.46718842728315	1.10583502740785	3.25989167505305	0.683086958773814	1.83472282110238	0.566356086332762	0.350230705105206	0.532332164382132	4.52100806959486	1.13400960062395	bac	bacOTU_68
bacOTU_98	10.2963140470878	0.63543837830832	2.26961808246097	0.630068435053581	4.38306342118187	0.655350386612062	0.37914554361082	1.24189447049784	0.671303471135015	0.188852028777587	0.312716700986791	0.443626803651777	2.02261150481875	2.01021247383336	bac	bacOTU_98
bacOTU_100	5.56005558542739	1.80022540520691	0.81964819644424	0.504074748042864	6.37531952171908	0.491537789959046	0.303336434888656	3.35294507034418	0.895037961513354	0.354010053957976	0.125146680394716	0.177510721460711	0.75358467826581	2.73179131059405	bac	bacOTU_100
bacOTU_32	12.1496325755636	2.32967405379717	2.33266025141822	4.6618664193965	13.6470542886799	0.819162983265077	4.32121919716334	6.24011721425167	1.56624143264837	0.637138097124357	0.212679356671018	1.01134111232605	3.48992377302059	4.84498647539323	bac	bacOTU_32
bacOTU_51	6.79560127107792	3.70624054013186	3.90871447534945	1.00804949608573	5.87725549658477	1.43346022071388	1.66790039188761	2.23533004689612	13.468916320776	5.30875080936964	0.0501186721578866	0.638778597258559	0.991527208244487	1.64942305545301	bac	bacOTU_51
bacOTU_84	5.14820702354388	1.37666648633469	1.45006988601673	1.76401161815003	4.98074025134303	0.655350386612062	0.985618413388131	2.8251824203826	1.61098833072404	1.01464215467953	0.400249377263092	0.372662515067493	1.90364023982941	1.03092690965813	bac	bacOTU_84
bacOTU_47	5.35413130448563	1.69433567548885	1.57615422393123	0.756062122064297	5.17996586139675	1.14678817657111	0.606572869777312	2.63891324980792	11.0973307227656	7.59736915829789	0.0251093360789433	1.01134111232605	1.82432606316986	1.90712978286755	bac	bacOTU_47
bacOTU_54	21.6221494988843	4.65924810759434	6.74561207842567	4.78786010640721	7.96912440214885	8.92788651758934	1.8953277180541	0.341593479386907	1.5214945345727	1.34495820504031	0.587819397855167	0.727483957988914	1.42775517987206	1.85558843738464	bac	bacOTU_54
bacOTU_56	3.91266133789335	0.211879459436106	0.0631421689572492	0.252087374021432	0.0997128050268606	0.122959447489762	18.8007589630967	0.0311448617624461	0.358075184605342	10.0983335396009	0.712866078249883	1.41938577168569	0.238042529978677	1e-04	bac	bacOTU_56
bacOTU_12	64.0425513728859	67.663637289836	39.5905821051525	5.66981591548222	40.741737255986	12.2860447489762	12.1295573955462	1.64547767340964	5.45922156523146	4.5065546870649	7.20278879073566	0.248475010044995	0.357013794968015	1.85558843738464	bac	bacOTU_12
bacOTU_21	16.4740424753404	2.54145351323328	9.96076269524538	11.5915192049859	0.498164025134303	15.1118120412407	2.19856415294275	1e-04	43.1361097449437	0.424792064749571	0.0251093360789433	0.195251793606782	1.90364023982941	0.257806727414533	bac	bacOTU_21
bacOTU_30	28.2117264890205	30.0727832399271	9.14121449880114	3.9059042973322	10.9575085529547	7.33071370022244	19.862086485207	0.0311448617624461	1e-04	1e-04	1e-04	0.0178410721460711	0.158728353319118	0.7732201822436	bac	bacOTU_30
bacOTU_17	6.38375270919441	89.1592524226008	0.945732534358738	2.77196111423575	1.29506646534919	2.58014839728499	14.8586853095441	0.403683202911799	1.02927865574036	11.4431917446412	0.0251093360789433	0.904894679449625	7.41597551766876	0.61859614579488	bac	bacOTU_17
bacOTU_172	3.29488849506808	0.105989729718053	0.630521689572492	0.126093687010716	5.27957866642361	0.491537789959046	0.758191087221639	1.64547767340964	0.134340694227003	0.165258025180389	0.225184024710489	0.195251793606782	0.277699618308456	1.28863363707267	bac	bacOTU_172
bacOTU_38	36.8605462885742	1.5884459457708	1.89136506871748	2.64596742722504	18.0300177098618	2.25252320397896	2.7292279139979	2.04906087632144	2.55067319031306	2.972944453247	1.27557614002611	1.54357327670818	3.64855212633971	10.6176171694788	bac	bacOTU_38
bacOTU_55	3.50081277600984	38.7557410768075	5.35868436136619	3.27593586227862	4.58228903123559	1.88394486150968	7.58101087221639	0.0932345852873383	1e-04	2.26512434533105	0.100137344315773	0.106546432876426	1.03118429657427	1e-04	bac	bacOTU_55
bacOTU_867	0.617872842825265	0.211879459436106	1e-04	0.126093687010716	0.0997128050268606	0.163912596653015	1e-04	0.0311448617624461	0.134340694227003	0.0236940035971984	1e-04	0.0888053607303554	0.0397570883297795	1e-04	bac	bacOTU_867
bacOTU_16	23.6813923083018	29.5433345913369	13.6172084947658	50.5235684912972	6.17609391166536	11.4669817657111	12.3569847217127	2.08010573808389	1.29776004419436	1.27417619424871	0.875426762763015	2.07580544109032	7.733232224307	0.876302873209414	bac	bacOTU_16
bacOTU_23	33.5657577935061	4.12979945900408	6.49344340259667	0.504074748042864	22.8114323511511	2.08871060732595	4.01798276227469	12.107596087354	0.58180967498368	0.920266140290738	0.450268049420979	0.922635751595696	1.38809809154228	15.8232930632524	bac	bacOTU_23
bacOTU_247	1.64749424753404	0.211879459436106	0.126184337914498	0.252087374021432	0.896615245241745	0.163912596653015	2.12275504422059	1.11771502344806	0.402822082681009	0.118070017985992	1e-04	1e-04	1e-04	0.721678836760694	bac	bacOTU_247
bacOTU_139	10.7081626089713	0.953107567462479	2.20657591350372	1.38603055711788	3.7853865910207	0.737256684938569	1.36466395699895	0.683086958773814	0.671303471135015	0.377604057555175	0.462772717460451	0.745225030134985	0.912213031584928	0.876302873209414	bac	bacOTU_139
bacOTU_19	24.0932408701854	2.22378432407912	6.24127472676767	10.5835697089002	19.6238225902915	3.15349248557055	14.4038306572111	4.53264981731713	0.0448468980756677	0.377604057555175	0.0126046680394716	0.0178410721460711	4.00546592130773	8.5044220046796	bac	bacOTU_19
bacOTU_24	3.91266133789335	13.3422059444747	4.85434700970819	0.378081061032148	91.0462037945506	0.163912596653015	1.81951860933193	0.0932345852873383	0.0448468980756677	1e-04	1e-04	1e-04	0.277699618308456	1e-04	bac	bacOTU_24
bacOTU_33	12.7674054183888	6.24759405336514	11.6629012570911	8.31568334270726	10.3598317227935	5.324009391223	18.7249498543745	0.745176682298707	0.939784859589022	1.22698818705432	0.0876326762763015	0.975858968033909	2.73643909475478	0.567054800311974	bac	bacOTU_33
bacOTU_57	14.6207239468646	2.85912270238744	5.48476869928068	3.77991061032148	7.37144757198768	1.10583502740785	0.454954652332984	0.589952373486476	4.4300429094911	0.731514111513151	0.437763381381507	1.13552861734855	6.34523413276471	2.52562592866243	bac	bacOTU_57
bacOTU_137	7.41337411390319	1.27077675661664	0.567479520615243	1e-04	10.0609933077129	0.655350386612062	0.606572869777312	0.807266405823599	0.134340694227003	0.495574075541167	0.112642012355245	0.33718037077535	0.991527208244487	0.670137491277787	bac	bacOTU_137
bacOTU_333	1.64749424753404	0.847217837744426	1.82832289976023	2.26798636619289	2.7892585407521	1.63822596653015	1e-04	1e-04	0.0448468980756677	1e-04	1e-04	0.0178410721460711	0.396670883297795	0.0516413454829067	bac	bacOTU_333
bacOTU_63	14.0029511040394	2.11789459436106	1.82832289976023	2.26798636619289	8.86563964739059	1.0648818782446	3.94217365355252	3.10458617624461	1.56624143264837	1.79324427338708	0.550305393736752	0.692001813696772	2.10192568147831	2.11329516479917	bac	bacOTU_63
bacOTU_857	2.47119137130106	1.16488702689859	1e-04	1e-04	1e-04	0.0820062983265077	0.606572869777312	1e-04	1e-04	1e-04	0.0251093360789433	1e-04	1e-04	0.103182690965813	bac	bacOTU_857
bacOTU_167	2.88303993318457	4.23568918872213	2.26961808246097	7.55972122064297	2.59003293069838	1.22869447489762	0.682381978499475	1e-04	0.223834490378339	0.0944760143887936	0.15015601647366	0.0888053607303554	0.396670883297795	0.0516413454829067	bac	bacOTU_167
bacOTU_235	2.05934280941755	6.35348378308319	0.252268675828997	4.53587273238578	0.996228050268606	0.696303535775316	1.0614275221103	1e-04	1e-04	1e-04	0.0126046680394716	0.142028577168569	0.634613413276471	1e-04	bac	bacOTU_235
bacOTU_292	5.76597986636915	0.63543837830832	0.81964819644424	0.756062122064297	0.697389635188024	0.286772044142777	0.454954652332984	0.279503755862015	0.313328286529674	0.0944760143887936	0.162660684513131	0.0355821442921422	0.317356706638236	0.61859614579488	bac	bacOTU_292
bacOTU_330	2.47119137130106	1.37666648633469	0.693563858529742	1e-04	1.29506646534919	0.491537789959046	0.303336434888656	0.155324308812231	1e-04	1e-04	1e-04	0.0178410721460711	1e-04	0.0516413454829067	bac	bacOTU_330
bacOTU_41	1.64749424753404	1e-04	0.0631421689572492	2.89795480124647	0.0997128050268606	0.450584640795792	12.508602939157	0.0311448617624461	0.0448468980756677	0.613544093527159	1.32559481218399	2.90963583195566	1.26912682655294	1e-04	bac	bacOTU_41
bacOTU_654	0.206024280941755	1e-04	0.252268675828997	1e-04	0.597776830161164	0.163912596653015	1e-04	0.683086958773814	1e-04	1e-04	1e-04	1e-04	1e-04	0.15472403644872	bac	bacOTU_654
bacOTU_72	19.7688309704085	2.43556378351522	3.27829278577696	1.63801793113931	5.67802988653105	1.14678817657111	2.42599147910925	1.67652253517209	0.850291063437686	1.06183016187393	0.462772717460451	0.780707174427127	2.06226859314853	3.0925807289744	bac	bacOTU_72
bacOTU_90	2.05934280941755	5.61225567505682	0.756606027486991	6.42577803754652	0.896615245241745	1.51536651904039	4.85188295821849	0.310548617624461	2.59542008838873	0.943860143887937	0.61282873393411	0.851671463011412	1e-04	0.206265381931627	bac	bacOTU_90
bacOTU_94	5.35413130448563	1.5884459457708	1.51311205497398	1.76401161815003	3.2873225658864	0.737256684938569	1.74370950060977	1.92488142927166	8.77049202283087	0.471980071943968	0.0751280082368298	0.461367875797848	0.912213031584928	1.5463403644872	bac	bacOTU_94
bacOTU_95	7.8252226757867	1.5884459457708	1.26094337914498	2.39398005320361	5.97686830161164	0.860116132428331	2.65341880527574	4.71891898789181	0.179087592302671	0.471980071943968	0.162660684513131	0.887153607303554	2.18123985813787	0.876302873209414	bac	bacOTU_95
bacOTU_109	6.17782842825265	4.7651378373124	1.57615422393123	8.18968965569655	4.18383781112814	2.49824209895849	1.44047306572111	0.465772926436692	1.34250694227003	0.118070017985992	0.112642012355245	0.0888053607303554	0.594956324946692	0.412430763863253	bac	bacOTU_109
bacOTU_150	3.08896421412633	0.741328108026373	2.08049157558923	0.378081061032148	2.19158171059093	0.819162983265077	0.530763761055148	0.776221544061153	0.134340694227003	0.0708820107915953	0.225184024710489	0.479108947943919	0.555299236616912	0.824761527726507	bac	bacOTU_150
bacOTU_210	2.05934280941755	0.741328108026373	1.32398554810223	0.630068435053581	0.996228050268606	2.33442950230547	0.682381978499475	0.248458894099569	1e-04	0.0236940035971984	0.0126046680394716	0.0355821442921422	0.0397570883297795	0.257806727414533	bac	bacOTU_210
bacOTU_22	7.20744983296143	2.32967405379717	3.21525061681971	8.31568334270726	3.98461220107442	2.33442950230547	17.6636223322642	5.52608539371541	3.93782703065876	3.27966650001058	0.850417426684071	0.390403587213564	3.45026668469081	7.57667778598728	bac	bacOTU_22
bacOTU_225	4.73635846166037	1.80022540520691	3.53046146160596	0.630068435053581	3.18770976085954	0.655350386612062	0.454954652332984	0.0621897235248922	0.0895937961513354	0.14166402158319	1e-04	1e-04	0.0397570883297795	0.15472403644872	bac	bacOTU_225
bacOTU_44	23.4754680273601	2.85912270238744	2.83699760307622	0.504074748042864	22.5125939360705	1.22869447489762	1.28885484827679	0.745176682298707	4.2958022152641	1.4629282230263	0.650342738052525	1.20649290593283	1.38809809154228	6.1850614579488	bac	bacOTU_44
bacOTU_66	7.61929839484494	12.6009778364483	1.26094337914498	16.0012982503609	1.59390488042977	3.76778972301936	4.24541008844118	0.434728064674246	0.716050369210683	2.54825238849743	0.225184024710489	0.33718037077535	1.82432606316986	0.46397210934616	bac	bacOTU_66
bacOTU_70	7.8252226757867	2.54145351323328	1.95440723767473	1.38603055711788	5.67802988653105	1.31060077322412	4.32121919716334	3.13563103800706	0.179087592302671	0.283228043166381	0.15015601647366	0.283957154337137	0.75358467826581	2.21637785576499	bac	bacOTU_70
bacOTU_74	0.823797123767021	6.24759405336514	0.0631421689572492	1e-04	0.996228050268606	0.819162983265077	0.0759091087221639	0.0311448617624461	6.80162850750149	1.32136420144311	0.225184024710489	0.745225030134985	8.8832877858706	4.12340763863253	bac	bacOTU_74
bacOTU_102	3.50081277600984	0.423658918872213	0.126184337914498	0.504074748042864	1.79313049048349	1.0648818782446	2.80503702272007	2.17324032337123	2.05845731148071	0.967454147485135	0.53780072569728	0.425885731505706	2.37952529978677	1.44325767352139	bac	bacOTU_102
bacOTU_138	11.1200111708548	1.80022540520691	2.14353374454647	2.64596742722504	4.68190183626245	0.737256684938569	1.8953277180541	1.67652253517209	1e-04	0.259634039569183	0.0751280082368298	0.15976964931464	0.912213031584928	1.85558843738464	bac	bacOTU_138
bacOTU_234	4.53043418071861	1.90611513492496	1.51311205497398	0.504074748042864	1.69351768545663	0.901069281591585	0.758191087221639	0.124279447049784	0.0448468980756677	0.0944760143887936	0.0126046680394716	0.0178410721460711	0.555299236616912	0.30934807289744	bac	bacOTU_234
bacOTU_34	5.35413130448563	9.42428594490674	5.79997954406693	3.1499421752679	2.98848415080582	6.55260386612062	9.93109324260348	5.09145732904116	0.850291063437686	3.0201324604414	0.450268049420979	0.514591092236061	4.2434084512864	3.29874611090603	bac	bacOTU_34
bacOTU_35	11.5318597327383	2.01200486464301	1.07181687227324	1.00804949608573	4.78151464128931	1.31060077322412	0.682381978499475	10.7416221698064	6.44365332289615	1.06183016187393	0.162660684513131	1.01134111232605	1.7450118865103	14.7924661535942	bac	bacOTU_35
bacOTU_39	13.5911025421558	1.69433567548885	3.08916627890521	2.39398005320361	15.8385359992708	0.614397237448808	3.5631281099417	1.42816364107252	1e-04	1e-04	1e-04	0.0178410721460711	0.0397570883297795	3.19566341994021	bac	bacOTU_39
bacOTU_461	0.617872842825265	0.423658918872213	0.567479520615243	0.252087374021432	0.697389635188024	0.327725193306031	0.0759091087221639	0.0932345852873383	0.0895937961513354	1e-04	1e-04	0.0178410721460711	1e-04	0.15472403644872	bac	bacOTU_461
bacOTU_506	1.44156996659229	0.105989729718053	0.630521689572492	0.252087374021432	0.298938415080582	0.163912596653015	0.454954652332984	0.0311448617624461	1e-04	1e-04	0.0376140041184149	1e-04	0.0397570883297795	0.103182690965813	bac	bacOTU_506
bacOTU_62	2.67711565224282	1.5884459457708	0.81964819644424	1.38603055711788	3.88499939604756	0.286772044142777	2.35018237038708	8.97206504934693	1e-04	0.0472880071943968	1e-04	0.0178410721460711	1e-04	7.00972298567531	bac	bacOTU_62
bacOTU_73	7.41337411390319	2.01200486464301	2.52178675828997	2.64596742722504	2.09196890556407	1.47441336987714	2.88084613144223	0.496817788199138	1.96896351532938	1.5573042374151	0.975464107078788	1.57905542100033	7.01940463437096	1.90712978286755	bac	bacOTU_73
bacOTU_79	10.7081626089713	0.529548648590266	3.27829278577696	4.15789167135363	0.697389635188024	6.47069756779411	2.95665524016439	2.14219546160878	0.268581388454006	3.58638854677416	0.0376140041184149	0.0178410721460711	0.238042529978677	0.206265381931627	bac	bacOTU_79
bacOTU_803	1e-04	1e-04	0.504437351657994	0.378081061032148	0.199325610053721	1e-04	0.0759091087221639	1e-04	1e-04	0.0236940035971984	0.0251093360789433	0.0178410721460711	0.277699618308456	1e-04	bac	bacOTU_803
bacOTU_85	1.23564568565053	1.90611513492496	1e-04	40.4440735304399	0.199325610053721	0.163912596653015	0.151718217444328	1e-04	0.358075184605342	0.471980071943968	0.262698028828904	0.230733937898924	1.98295441648897	0.567054800311974	bac	bacOTU_85
bacOTU_92	4.94228274260212	4.7651378373124	2.45874458933272	7.93770228167512	3.58616098096698	1.0648818782446	0.606572869777312	0.279503755862015	7.29384438633384	2.31231235252545	1e-04	0.177510721460711	0.515642148287133	2.47408458317952	bac	bacOTU_92
bacOTU_972	0.206024280941755	1e-04	0.378353013743495	0.630068435053581	0.597776830161164	0.286772044142777	0.151718217444328	0.0311448617624461	1e-04	1e-04	1e-04	1e-04	0.0794141766595589	0.0516413454829067	bac	bacOTU_972
bacOTU_99	1e-04	0.423658918872213	0.126184337914498	0.252087374021432	2.29119451561779	1e-04	2.35018237038708	1.2108496087354	0.760797267286351	0.306822046763579	0.0751280082368298	0.479108947943919	2.33986821145699	0.515513454829067	bac	bacOTU_99
bacOTU_1073	0.206024280941755	0.211879459436106	0.126184337914498	0.252087374021432	0.0997128050268606	1e-04	0.0759091087221639	0.0932345852873383	1e-04	1e-04	1e-04	1e-04	0.0397570883297795	0.0516413454829067	bac	bacOTU_1073
bacOTU_11	484.951781617833	10.8008524312414	21.1822687696357	11.969500266018	14.6431823389485	13.064154583078	5.76159226288446	0.620997235248922	2.68491388454006	0.802296122304746	3.33884636653893	4.32892160364134	4.83826477623309	5.20577589377358	bac	bacOTU_11
bacOTU_114	5.76597986636915	2.96501243210549	0.315310844786246	21.0410457307896	1.99235610053721	0.655350386612062	1.66790039188761	0.683086958773814	0.179087592302671	0.471980071943968	0.100137344315773	0.106546432876426	0.277699618308456	0.567054800311974	bac	bacOTU_114
bacOTU_128	1.8534185284758	0.529548648590266	0.756606027486991	23.0569447229611	8.86563964739059	0.122959447489762	0.227527326166492	0.124279447049784	0.0448468980756677	0.0472880071943968	0.53780072569728	0.33718037077535	0.158728353319118	0.567054800311974	bac	bacOTU_128
bacOTU_129	7.00152555201968	1.48255621605275	2.77395543411897	4.91385379341793	2.39080732064465	0.450584640795792	0.834000195943803	0.962490714635829	0.805544165362019	1.27417619424871	0.0876326762763015	0.638778597258559	1.58638353319118	0.61859614579488	bac	bacOTU_129
bacOTU_135	2.47119137130106	0.63543837830832	0.945732534358738	6.67776541156795	2.09196890556407	0.5324909391223	1.36466395699895	0.869356129348491	1e-04	1e-04	1e-04	1e-04	0.277699618308456	5.87581338505136	bac	bacOTU_135
bacOTU_164	2.47119137130106	1.27077675661664	2.14353374454647	0.756062122064297	2.88887134577896	0.696303535775316	2.42599147910925	1.02458043816072	0.537062776908012	0.259634039569183	0.100137344315773	0.283957154337137	1.07084138490405	0.92784421869232	bac	bacOTU_164
bacOTU_192	1.44156996659229	0.953107567462479	0.882690365401489	1e-04	0.597776830161164	0.655350386612062	1.28885484827679	0.217414032337123	0.268581388454006	1e-04	1e-04	1e-04	1e-04	1.03092690965813	bac	bacOTU_192
bacOTU_1939	0.823797123767021	0.31776918915416	0.0631421689572492	0.126093687010716	1.29506646534919	1e-04	0.0759091087221639	1e-04	1e-04	1e-04	1e-04	1e-04	1e-04	1e-04	bac	bacOTU_1939
bacOTU_211	2.05934280941755	0.211879459436106	1.19790121018774	1e-04	2.39080732064465	0.163912596653015	0.834000195943803	0.620997235248922	1e-04	0.0236940035971984	0.0126046680394716	0.0178410721460711	1e-04	3.04103938349149	bac	bacOTU_211
bacOTU_220	4.1185856188351	0.953107567462479	0.252268675828997	0.504074748042864	0.298938415080582	0.204865745816269	0.0759091087221639	0.155324308812231	0.179087592302671	0.118070017985992	0.125146680394716	0.65651966940463	0.634613413276471	0.46397210934616	bac	bacOTU_220
bacOTU_256	2.47119137130106	0.529548648590266	0.693563858529742	0.252087374021432	0.697389635188024	0.163912596653015	0.151718217444328	0.217414032337123	0.313328286529674	0.188852028777587	0.0751280082368298	0.248475010044995	0.238042529978677	1.08246825514104	bac	bacOTU_256
bacOTU_2667	0.206024280941755	1e-04	0.0631421689572492	1e-04	0.298938415080582	1e-04	0.0759091087221639	1e-04	1e-04	0.0472880071943968	1e-04	1e-04	1e-04	0.0516413454829067	bac	bacOTU_2667
bacOTU_288	0.617872842825265	0.847217837744426	0.441395182700745	0.252087374021432	1.29506646534919	1e-04	1.59209128316544	0.155324308812231	0.179087592302671	0.0236940035971984	1e-04	1e-04	1.03118429657427	1.03092690965813	bac	bacOTU_288
bacOTU_301	1.44156996659229	3.07090216182354	0.315310844786246	1.00804949608573	0.597776830161164	0.655350386612062	0.454954652332984	0.186369170574677	1e-04	0.0236940035971984	0.15015601647366	0.514591092236061	0.119071264989338	0.515513454829067	bac	bacOTU_301
bacOTU_392	1e-04	1.27077675661664	0.126184337914498	0.252087374021432	1e-04	0.368678342469285	5.23092850182931	0.0932345852873383	0.0448468980756677	0.0472880071943968	1e-04	1e-04	0.0794141766595589	1e-04	bac	bacOTU_392
bacOTU_40	7.61929839484494	2.64734324295133	2.08049157558923	3.9059042973322	4.98074025134303	1.67917911569341	2.50180058783141	2.20428518513367	2.46117939416172	3.0437264640386	1.91331421003916	1.56131434885425	8.01083184261545	2.47408458317952	bac	bacOTU_40
bacOTU_528	1.44156996659229	0.31776918915416	0.189226506871748	1e-04	0.498164025134303	0.122959447489762	0.0759091087221639	0.248458894099569	0.223834490378339	0.0472880071943968	0.112642012355245	0.124287505022498	0.674270501606251	0.206265381931627	bac	bacOTU_528
bacOTU_647	2.26526709035931	0.63543837830832	0.315310844786246	1e-04	0.398551220107442	0.0410531491632539	0.37914554361082	0.0311448617624461	0.0448468980756677	0.0708820107915953	1e-04	1e-04	0.0397570883297795	0.103182690965813	bac	bacOTU_647
