TAD7	TAD9	TAD10	TAH1	TAH3	TAH4	TAH5	TAD6	TAD2	TAD3	TAD4	TAH6	TAH8	TAH10	species	ID
bacOTU_7	182.749272015263	318.685783943809	101.97227819503	24.8204478242501	267.531665122027	103.29089598847	193.390785098731	229.011689691817	205.605615572261	98.650977595531	247.742663656885	168.12333090556	467.205750224618	106.079952853354	bac	bacOTU_7
bacOTU_29	81.3334672155839	57.4679282521623	32.9730719912072	2.64047317279256	35.8356502934816	44.439106413644	19.6783605889937	95.6429330499469	53.7661173893563	306.055743745171	47.9683972911964	15.1735858218014	38.4346610761705	4.91110892839603	bac	bacOTU_29
bacOTU_14	108.946681393714	26.1217855691647	100.751053306466	103.506548373469	56.8427556379364	10.8095123708864	14.9284114813056	10.0956429330499	38.33325036093	66.5596957271053	36.117381489842	72.8332119446468	195.667365478686	222.47323445634	bac	bacOTU_14
bacOTU_25	88.3622853700171	41.7948569106635	48.2383830982475	126.214617659485	11.7392647513129	28.2248378573144	10.1784623736174	17.0031880977683	37.3375815203863	20.7999049147204	48.5327313769752	15.7805292546735	12.9779375062394	53.5310873195167	bac	bacOTU_25
bacOTU_15	146.09900592429	180.530562489116	50.680832875374	69.1803971271652	40.1606425702811	16.2142685563296	76.6777498812513	40.9139213602551	193.159755065465	84.3881856540084	108.352144469526	84.9720806020879	188.679245283019	49.1110892839603	bac	bacOTU_15
bacOTU_4	94.8890450848479	192.720729088059	364.535629236124	165.293620616815	2444.23849243126	338.698054287773	88.213340571351	307.651434643996	138.895803255837	212.159030130148	191.873589164786	268.875940762321	363.382250174703	95.7666241037226	bac	bacOTU_4
bacOTU_368	8.03293503363792	4.64387299007372	0	0.528094634558513	0	0	1.35712831648232	0	9.45885398516453	1.18856599512688	0.564334085778781	0.606943432872056	0	1.47333267851881	bac	bacOTU_368
bacOTU_46	65.2675971483081	46.4387299007372	20.7608231055749	23.2361639205746	24.7142415817115	18.0158539514773	8.8213340571351	6.37619553666312	30.8657340568527	49.9197717953289	41.196388261851	21.849963583394	49.4159928122192	21.1177683921029	bac	bacOTU_46
bacOTU_37	71.7943568631389	29.60469031172	9.76979910850583	133.607942543304	14.2106889094841	15.6137400912803	14.2498473230644	7.97024442082891	25.3895554338627	16.0456409342129	25.9593679458239	16.9944161204176	27.9524807826695	48.6199783911207	bac	bacOTU_37
bacOTU_266	2.00823375840948	1.16096824751843	0.610612444281614	0	1.85356811862836	1.80158539514773	0	2.6567481402763	2.98700652163091	5.9428299756344	29.9097065462754	1.82083029861617	6.98812019566737	0	bac	bacOTU_266
bacOTU_107	18.0741038256853	32.507110930516	17.7077608841668	7.92141951837769	0.617856039542787	0	6.10707742417046	9.56429330499469	15.4328670284263	20.205621917157	14.1083521444695	3.03471716436028	0.998302885095338	7.36666339259405	bac	bacOTU_107
bacOTU_58	42.1729089265991	13.9316189702212	28.6987848812359	13.2023658639628	5.56070435588508	12.0105693009849	12.2141548483409	1.59404888416578	17.9220391297854	8.9142449634516	28.7810383747178	10.924981791697	24.9575721273834	12.7688832138297	bac	bacOTU_58
bacOTU_125	18.5761622652877	20.3169443315725	11.6016364413507	27.4609209970427	4.32499227679951	7.80687004564016	3.39282079120581	4.25079702444208	45.3029322447354	2.9714149878172	0.564334085778781	14.5666423889294	10.482180293501	19.1533248207445	bac	bacOTU_125
bacOTU_69	57.2346621146702	20.8974284553317	9.76979910850583	37.4947190536544	0	0	0	2.6567481402763	3.98267536217454	13.6685089439591	141.083521444695	0.606943432872056	3.49406009783368	10.3133287496317	bac	bacOTU_69
bacOTU_198	1.50617531880711	18.5754919602949	3.05306222140807	2.64047317279256	14.2106889094841	7.20634158059092	0	63.7619553666312	2.48917210135909	0	0.564334085778781	0	5.49066586802436	1.96444357135841	bac	bacOTU_198
bacOTU_68	42.6749673662014	15.6730713414988	26.2563351041094	11.6180819602873	25.3320976212542	14.4126831611818	18.9997964307525	3.18809776833156	14.4371981878827	8.31996196588816	28.2167042889391	18.2083029861617	56.9032644504343	10.8044396424713	bac	bacOTU_68
bacOTU_98	22.0905713425043	9.28774598014744	3.05306222140807	21.1237853823405	9.2678405931418	4.80422772039395	16.964103956029	2.6567481402763	24.8917210135909	3.56569798538064	20.3160270880361	15.1735858218014	25.4567235699311	19.1533248207445	bac	bacOTU_98
bacOTU_100	32.1317401345517	6.96580948511058	2.44244977712646	57.0342205323194	12.3571207908557	9.00792697573865	6.78564158241162	2.12539851222104	13.4415293473391	10.1028109585785	7.33634311512415	6.06943432872056	9.48387740840571	26.028877320499	bac	bacOTU_100
bacOTU_32	68.7820062255247	11.6096824751843	34.804909324052	106.147021546261	21.6249613839975	16.2142685563296	11.5355906900998	19.6599362380446	29.3722307960372	13.0742259463957	20.8803611738149	34.5957756737072	43.9253269441949	46.1644239269227	bac	bacOTU_32
bacOTU_51	29.6214479365398	20.3169443315725	13.4334737741955	38.0228136882129	185.974667902379	135.11890463608	2.71425663296465	4.25079702444208	16.42853586897	20.7999049147204	34.9887133182844	21.849963583394	12.4787860636917	15.7155485708673	bac	bacOTU_51
bacOTU_84	25.1029219801185	9.28774598014744	7.93796177566099	48.0566117448247	22.2428174235403	25.8227239971175	21.7140530637172	7.43889479277365	12.4458605067954	7.72567896832472	12.979683972912	12.7458120903132	23.9592692422881	9.82221785679206	bac	bacOTU_84
bacOTU_47	26.1070388593232	16.253555465258	4.88489955425292	44.8880439374736	153.228297806611	193.370165745856	1.35712831648232	3.18809776833156	12.9436949270673	9.50852796101504	14.1083521444695	34.5957756737072	22.9609663571928	18.1711030350653	bac	bacOTU_47
bacOTU_54	40.1646751681896	126.545538979509	15.2653111070404	5.80904098014364	21.0071053444547	34.2301225078069	31.8925154373346	20.1912858660999	52.2726141285408	26.1484518927913	60.3837471783296	24.8846807477543	17.9694519317161	17.6799921422257	bac	bacOTU_54
bacOTU_56	0.50205843960237	1.74145237127765	151.43188618184	0.528094634558513	4.94284831634229	257.026183041076	38.6781570197462	1.06269925611052	9.45885398516453	1.18856599512688	0.564334085778781	48.5554746297645	2.99490865528601	0	bac	bacOTU_56
bacOTU_12	205.341901797369	174.145237127765	97.6979910850583	27.9890156316012	75.37843682422	114.700936824405	390.852955146909	23.9107332624867	154.826504704535	379.746835443038	354.401805869074	8.49720806020879	4.49236298292902	17.6799921422257	bac	bacOTU_12
bacOTU_21	2.51029219801185	214.19864166715	17.7077608841668	0	595.613222119246	10.8095123708864	1.35712831648232	48.884165781084	39.8267536217454	14.2627919415226	89.1647855530474	6.67637776159262	23.9592692422881	2.45555446419802	bac	bacOTU_21
bacOTU_30	55.2264283562607	103.9066581529	159.980460401783	0.528094634558513	0	0	0	16.4718384697131	68.203315577239	168.776371308017	81.8284424379232	0.606943432872056	1.99660577019068	7.36666339259405	bac	bacOTU_30
bacOTU_17	6.52675971483081	36.5704997968306	119.680039079196	6.86523024926067	14.2106889094841	291.256305548883	1.35712831648232	11.6896918172157	15.4328670284263	500.386283948416	8.46501128668172	30.9541150764749	93.3413197564141	5.89333071407524	bac	bacOTU_17
bacOTU_172	26.6090972989256	6.96580948511058	6.10612444281614	27.9890156316012	1.85356811862836	4.2036992553447	12.2141548483409	0.53134962805526	7.96535072434908	0.59428299756344	5.64334085778781	6.67637776159262	3.49406009783368	12.2777723209901	bac	bacOTU_172
bacOTU_38	90.8725775680289	31.9266268067568	21.9820479941381	34.8542458808619	35.2177942539388	75.6665865962047	69.2135441405985	11.1583421891605	89.1123612286553	8.9142449634516	16.9300225733634	52.8040786598689	45.9219327143855	101.168843924958	bac	bacOTU_38
bacOTU_55	23.094688221709	26.7022696929239	61.0612444281615	1.58428390367554	0	57.6507326447274	5.42851326592929	13.8150903294368	8.4631851446209	217.507577108219	47.9683972911964	3.64166059723234	12.9779375062394	0	bac	bacOTU_55
bacOTU_867	0.50205843960237	2.32193649503686	0	0.528094634558513	1.85356811862836	0.600528465049243	0	0.53134962805526	1.49350326081545	1.18856599512688	0	3.03471716436028	0.499151442547669	0	bac	bacOTU_867
bacOTU_16	31.1276232553469	162.53555465258	99.5298284179031	35.3823405154204	17.9178251467408	32.4285371126591	47.4994910768813	213.071200850159	57.250958331259	165.8049563202	121.896162528217	71.0123816460306	97.3345312967954	8.34888517827325	bac	bacOTU_16
bacOTU_23	114.971382668943	29.60469031172	32.3624595469256	205.95690747782	8.03212851405623	23.4206101369205	24.4283096966818	2.12539851222104	81.1470105043063	23.1770369049741	58.1264108352144	31.5610585093469	17.4703004891684	150.771044101758	bac	bacOTU_23
bacOTU_247	4.51852595642133	2.32193649503686	17.0971484398852	19.0114068441065	5.56070435588508	3.00264232524622	0	1.06269925611052	3.98267536217454	1.18856599512688	1.12866817155756	0	0	6.87555249975444	bac	bacOTU_247
bacOTU_139	19.07822070489	10.4487142276659	10.9910239970691	11.6180819602873	9.2678405931418	9.60845544078789	25.106873854923	5.84484590860786	25.8873898541345	5.34854697807096	19.7516930022573	25.4916241806264	11.4804831785964	8.34888517827325	bac	bacOTU_139
bacOTU_19	98.9055126016668	44.6972775294596	116.016364413507	77.1018166455429	0.617856039542787	9.60845544078789	0.678564158241162	44.6333687566419	58.2466271718027	12.4799429488322	55.8690744920993	0.606943432872056	50.4142956973146	81.0332973185345	bac	bacOTU_19
bacOTU_24	458.881413796566	2.32193649503686	14.6546986627587	1.58428390367554	0.617856039542787	0	0	1.59404888416578	9.45885398516453	74.8796576929934	43.4537246049661	0	3.49406009783368	0	bac	bacOTU_24
bacOTU_33	52.2140777186465	75.462936088698	150.821273737559	12.6742712294043	12.9749768303985	31.2274801825607	4.74994910768813	35.0690754516472	30.8657340568527	35.0626968562429	104.401805869074	33.3818888079631	34.4414495357892	5.40221982123563	bac	bacOTU_33
bacOTU_57	37.1523245305754	15.6730713414988	3.66367466568969	10.0337980566117	61.1677479147359	18.6163824165265	23.7497455384407	15.9404888416578	35.346243839299	16.0456409342129	49.097065462754	38.8443797038116	79.864230807627	24.0644337491406	bac	bacOTU_57
bacOTU_137	50.7079023998393	9.28774598014744	4.88489955425292	13.7304604985213	1.85356811862836	12.6110977660341	6.10707742417046	0	17.9220391297854	7.13139597076128	5.07900677200903	11.5319252245691	12.4787860636917	6.38444160691484	bac	bacOTU_137
bacOTU_333	14.0576363088664	23.2193649503686	0	0	0.617856039542787	0	0	9.56429330499469	3.98267536217454	4.75426398050752	16.3656884875846	0.606943432872056	4.99151442547669	0.491110892839603	bac	bacOTU_333
bacOTU_377	20.5843960236972	0	0	0	0	0	0	0	0	0	0	0	0	8.83999607111286	bac	bacOTU_377
bacOTU_63	44.6832011246109	15.0925872177396	31.751847102644	52.8094634558513	21.6249613839975	45.6401633437425	29.8568229626111	9.56429330499469	33.8527405784836	11.8856599512688	16.3656884875846	23.6707938820102	26.4550264550265	20.1355466064237	bac	bacOTU_63
bacOTU_857	0	1.16096824751843	4.88489955425292	0	0	0	1.35712831648232	0	5.97401304326181	6.53711297319784	0	0	0	0.982221785679206	bac	bacOTU_857
bacOTU_167	13.0535194296616	17.4145237127765	5.49551199853453	0	3.08928019771393	2.40211386019697	8.14276989889394	31.8809776833156	6.96968188380545	23.7713199025376	20.3160270880361	3.03471716436028	4.99151442547669	0.491110892839603	bac	bacOTU_167
bacOTU_235	5.0205843960237	9.86823010390666	8.5485742199426	0	0	0	0.678564158241162	19.1285866099894	4.97834420271818	35.6569798538064	2.25733634311512	4.85554746297645	7.9864230807627	0	bac	bacOTU_235
bacOTU_292	3.51440907721659	4.06338886631451	3.66367466568969	4.75285171102662	4.32499227679951	2.40211386019697	8.8213340571351	3.18809776833156	13.9393637676109	3.56569798538064	7.33634311512415	1.21388686574411	3.99321154038135	5.89333071407524	bac	bacOTU_292
bacOTU_330	6.52675971483081	6.96580948511058	2.44244977712646	2.64047317279256	0	0	0	0	5.97401304326181	7.72567896832472	6.20767494356659	0.606943432872056	0	0.491110892839603	bac	bacOTU_330
bacOTU_41	0.50205843960237	6.38532536135137	100.751053306466	0.528094634558513	0.617856039542787	15.6137400912803	71.9278007735631	12.221041445271	3.98267536217454	0	0.564334085778781	99.5387229910172	15.9728461615254	0	bac	bacOTU_41
bacOTU_654	3.01235063761422	2.32193649503686	0	11.6180819602873	0	0	0	0	0.497834420271818	0	2.25733634311512	0	0	1.47333267851881	bac	bacOTU_654
bacOTU_72	28.6173310573351	16.253555465258	19.5395982170117	28.5171102661597	11.7392647513129	27.0237809272159	25.106873854923	6.90754516471839	47.7921043460945	13.6685089439591	29.3453724604966	26.7055110463705	25.9558750124788	29.4666535703762	bac	bacOTU_72
bacOTU_90	4.51852595642133	21.477912579091	39.0791964340233	5.28094634558513	35.8356502934816	24.0211386019697	33.2496437538169	27.0988310308183	4.97834420271818	31.4969988708623	6.77200902934537	29.1332847778587	0	1.96444357135841	bac	bacOTU_90
bacOTU_94	16.5679285068782	10.4487142276659	14.0440862184771	32.7418673426278	121.099783750386	12.0105693009849	4.07138494944697	7.43889479277365	12.9436949270673	8.9142449634516	13.5440180586907	15.7805292546735	11.4804831785964	14.7333267851881	bac	bacOTU_94
bacOTU_95	30.1235063761422	12.1901665989435	21.3714355498565	80.270384452894	2.47142415817115	12.0105693009849	8.8213340571351	10.0956429330499	18.9177079703291	8.9142449634516	11.2866817155756	30.3471716436028	27.4533293401218	8.34888517827325	bac	bacOTU_95
bacOTU_109	21.0864544632995	35.4095315493121	11.6016364413507	7.92141951837769	18.5356811862836	3.00264232524622	6.10707742417046	34.5377258235919	14.9350326081545	26.7427348903548	14.1083521444695	3.03471716436028	7.48727163821504	3.92888714271683	bac	bacOTU_109
bacOTU_150	11.0452856712521	11.6096824751843	4.2742871099713	13.2023658639628	1.85356811862836	1.80158539514773	12.2141548483409	1.59404888416578	7.46751630407726	4.15998098294408	18.6230248306998	16.3874726875455	6.98812019566737	7.85777428543365	bac	bacOTU_150
bacOTU_210	5.0205843960237	33.0875950542753	5.49551199853453	4.2247570764681	0	0.600528465049243	0.678564158241162	2.6567481402763	4.97834420271818	4.15998098294408	11.8510158013544	1.21388686574411	0.499151442547669	2.45555446419802	bac	bacOTU_210
bacOTU_22	20.0823375840948	33.0875950542753	142.272699517616	94.0008449514153	54.3713314797652	83.4734566418448	46.142362760399	35.0690754516472	17.4242047095136	13.0742259463957	28.7810383747178	13.3527555231852	43.4261755016472	72.1933012474217	bac	bacOTU_22
bacOTU_225	16.0658700672758	9.28774598014744	3.66367466568969	1.05618926911703	1.23571207908557	3.60317079029546	0	2.6567481402763	11.4501916662518	10.1028109585785	31.6027088036117	0	0.499151442547669	1.47333267851881	bac	bacOTU_225
bacOTU_44	113.465207350136	17.4145237127765	10.3804115527874	12.6742712294043	59.3141797961075	37.2327648330531	35.2853362285404	2.12539851222104	56.7531239109872	16.0456409342129	25.3950338600451	41.2721534352998	17.4703004891684	58.9333071407524	bac	bacOTU_44
bacOTU_66	8.03293503363792	53.4045393858478	34.1942968797704	7.39332488381918	9.88569663268458	64.8570742253183	12.2141548483409	67.4814027630181	18.4198735500573	70.7196767100493	11.2866817155756	11.5319252245691	22.9609663571928	4.41999803555643	bac	bacOTU_66
bacOTU_70	28.6173310573351	18.5754919602949	34.804909324052	53.3375580904098	2.47142415817115	7.20634158059092	8.14276989889394	5.84484590860786	18.9177079703291	14.2627919415226	17.4943566591422	9.7110949259529	9.48387740840571	21.1177683921029	bac	bacOTU_70
bacOTU_74	5.0205843960237	11.6096824751843	0.610612444281614	0.528094634558513	93.9141180105036	33.6295940427576	12.2141548483409	0	1.99133768108727	35.0626968562429	0.564334085778781	25.4916241806264	111.809923130678	39.2888714271683	bac	bacOTU_74
bacOTU_102	9.03705191284265	15.0925872177396	22.5926604384197	36.9666244190959	28.4213778189682	24.621667067019	29.17825880437	2.12539851222104	8.4631851446209	2.37713199025376	1.12866817155756	14.5666423889294	29.9490865528601	13.7511049995089	bac	bacOTU_102
bacOTU_138	23.5967466613114	10.4487142276659	15.2653111070404	28.5171102661597	0	6.60581311554168	4.07138494944697	11.1583421891605	26.8830586946781	10.1028109585785	19.1873589164786	5.46249089584851	11.4804831785964	17.6799921422257	bac	bacOTU_138
bacOTU_234	8.53499347324029	12.7706507227027	6.10612444281614	2.11237853823405	0.617856039542787	2.40211386019697	0.678564158241162	2.12539851222104	10.95235724598	10.6970939561419	13.5440180586907	0.606943432872056	6.98812019566737	2.94666535703762	bac	bacOTU_234
bacOTU_34	15.0617531880711	92.8774598014744	79.9902302008915	86.6075200675961	11.7392647513129	76.8676435263031	24.4283096966818	13.2837407013815	12.9436949270673	52.8911867831461	51.9187358916478	17.6013595532896	53.4092043526006	31.4310971417346	bac	bacOTU_34
bacOTU_35	24.0988051009137	18.5754919602949	5.49551199853453	182.720743557245	88.9712696941613	27.0237809272159	8.8213340571351	4.25079702444208	27.8787275352218	11.2913769537054	9.59367945823928	34.5957756737072	21.9626634720974	140.948826244966	bac	bacOTU_35
bacOTU_39	79.8272918967768	8.70726185638823	28.6987848812359	24.2923531896916	0	0	0	10.0956429330499	32.85707173794	9.50852796101504	27.6523702031603	0.606943432872056	0.499151442547669	30.4488753560554	bac	bacOTU_39
bacOTU_461	3.51440907721659	4.64387299007372	0.610612444281614	1.58428390367554	1.23571207908557	0	0	1.06269925611052	1.49350326081545	2.37713199025376	5.07900677200903	0.606943432872056	0	1.47333267851881	bac	bacOTU_461
bacOTU_506	1.50617531880711	2.32193649503686	3.66367466568969	0.528094634558513	0	0	2.03569247472349	1.06269925611052	3.48484094190272	0.59428299756344	5.64334085778781	0	0.499151442547669	0.982221785679206	bac	bacOTU_506
bacOTU_62	19.5802791444924	4.06338886631451	18.92898577273	152.61934938741	0	1.20105693009849	0	5.84484590860786	6.47184746353363	8.9142449634516	7.33634311512415	0.606943432872056	0	66.791081426186	bac	bacOTU_62
bacOTU_73	10.5432272316498	20.8974284553317	23.2032728827013	8.44951415293621	27.1856657398826	39.6348786932501	52.9280043428106	11.1583421891605	17.9220391297854	11.2913769537054	22.5733634311512	54.017965525613	88.3498053309374	18.1711030350653	bac	bacOTU_73
bacOTU_79	3.51440907721659	91.716491553956	23.813885326983	36.4385297845374	3.70713623725672	91.280326687485	2.03569247472349	17.5345377258236	25.8873898541345	2.9714149878172	29.3453724604966	0.606943432872056	2.99490865528601	1.96444357135841	bac	bacOTU_79
bacOTU_803	1.00411687920474	0	0.610612444281614	0	0	0.600528465049243	1.35712831648232	1.59404888416578	0	0	4.51467268623025	0.606943432872056	3.49406009783368	0	bac	bacOTU_803
bacOTU_85	1.00411687920474	2.32193649503686	1.22122488856323	0	4.94284831634229	12.0105693009849	14.2498473230644	170.563230605739	2.98700652163091	10.6970939561419	0	7.89026462733673	24.9575721273834	5.40221982123563	bac	bacOTU_85
bacOTU_92	18.0741038256853	15.0925872177396	4.88489955425292	4.75285171102662	100.710534445474	58.8517895748259	0	33.4750265674814	11.9480260865236	26.7427348903548	22.0090293453725	6.06943432872056	6.4889687531197	23.573322856301	bac	bacOTU_92
bacOTU_972	3.01235063761422	4.06338886631451	1.22122488856323	0.528094634558513	0	0	0	2.6567481402763	0.497834420271818	0	3.38600451467269	0	0.998302885095338	0.491110892839603	bac	bacOTU_972
bacOTU_99	11.5473441108545	0	18.92898577273	20.595690747782	10.5035526722274	7.80687004564016	4.07138494944697	1.06269925611052	0	2.37713199025376	1.12866817155756	16.3874726875455	29.4499351103125	4.91110892839603	bac	bacOTU_99
bacOTU_1073	0.50205843960237	0	0.610612444281614	1.58428390367554	0	0	0	1.06269925611052	0.497834420271818	1.18856599512688	1.12866817155756	0	0.499151442547669	0.491110892839603	bac	bacOTU_1073
bacOTU_11	73.8025906215483	185.17443547919	46.4065457654027	10.5618926911703	37.0713623725672	20.4179678116743	181.17663025039	50.4782146652497	1172.40005974013	60.6168657514708	189.61625282167	148.094197620782	60.8964759908156	49.6022001767999	bac	bacOTU_11
bacOTU_114	10.0411687920474	9.28774598014744	13.4334737741955	11.6180819602873	2.47142415817115	12.0105693009849	5.42851326592929	88.7353878852285	13.9393637676109	16.6399239317763	2.8216704288939	3.64166059723234	3.49406009783368	5.40221982123563	bac	bacOTU_114
bacOTU_128	44.6832011246109	1.74145237127765	1.83183733284484	2.11237853823405	0.617856039542787	1.20105693009849	29.17825880437	97.2369819341126	4.48050978244636	2.9714149878172	6.77200902934537	11.5319252245691	1.99660577019068	5.40221982123563	bac	bacOTU_128
bacOTU_129	12.0494025504569	6.38532536135137	6.71673688709776	16.3709336713139	11.1214087117702	32.4285371126591	4.74994910768813	20.7226354941552	16.9263702892418	8.31996196588816	24.8306997742664	21.849963583394	19.9660577019068	5.89333071407524	bac	bacOTU_129
bacOTU_135	10.5432272316498	7.5462936088698	10.9910239970691	14.7866497676384	0	0	0	28.1615302869288	5.97401304326181	3.56569798538064	8.46501128668172	0	3.49406009783368	55.9866417837148	bac	bacOTU_135
bacOTU_164	14.5596947484687	9.86823010390666	19.5395982170117	17.4271229404309	7.41427247451344	6.60581311554168	5.42851326592929	3.18809776833156	5.97401304326181	7.13139597076128	19.1873589164786	9.7110949259529	13.4770889487871	8.83999607111286	bac	bacOTU_164
bacOTU_192	3.01235063761422	9.28774598014744	10.3804115527874	3.69666244190959	3.70713623725672	0	0	0	3.48484094190272	5.34854697807096	7.90067720090294	0	0	9.82221785679206	bac	bacOTU_192
bacOTU_1939	6.52675971483081	0	0.610612444281614	0	0	0	0	0.53134962805526	1.99133768108727	1.78284899269032	0.564334085778781	0	0	0	bac	bacOTU_1939
bacOTU_211	12.0494025504569	2.32193649503686	6.71673688709776	10.5618926911703	0	0.600528465049243	0.678564158241162	0	4.97834420271818	1.18856599512688	10.7223476297968	0.606943432872056	0	28.9755426775366	bac	bacOTU_211
bacOTU_220	1.50617531880711	2.90242061879608	0.610612444281614	2.64047317279256	2.47142415817115	3.00264232524622	6.78564158241162	2.12539851222104	9.95668840543635	5.34854697807096	2.25733634311512	22.4569070162661	7.9864230807627	4.41999803555643	bac	bacOTU_220
bacOTU_256	3.51440907721659	2.32193649503686	1.22122488856323	3.69666244190959	4.32499227679951	4.80422772039395	4.07138494944697	1.06269925611052	5.97401304326181	2.9714149878172	6.20767494356659	8.49720806020879	2.99490865528601	10.3133287496317	bac	bacOTU_256
bacOTU_2667	1.50617531880711	0	0.610612444281614	0	0	1.20105693009849	0	0	0.497834420271818	0	0.564334085778781	0	0	0.491110892839603	bac	bacOTU_2667
bacOTU_288	6.52675971483081	0	12.8228613299139	2.64047317279256	2.47142415817115	0.600528465049243	0	1.06269925611052	1.49350326081545	4.75426398050752	3.95033860045147	0	12.9779375062394	9.82221785679206	bac	bacOTU_288
bacOTU_301	3.01235063761422	9.28774598014744	3.66367466568969	3.16856780735108	0	0.600528465049243	8.14276989889394	4.25079702444208	3.48484094190272	17.2342069293398	2.8216704288939	17.6013595532896	1.49745432764301	4.91110892839603	bac	bacOTU_301
bacOTU_392	0	5.22435711383294	42.1322586554314	1.58428390367554	0.617856039542787	1.20105693009849	0	1.06269925611052	0	7.13139597076128	1.12866817155756	0	0.998302885095338	0	bac	bacOTU_392
bacOTU_40	25.1029219801185	23.7998490741278	20.1502106612933	37.4947190536544	33.9820821748533	77.4681719913524	103.820316210898	16.4718384697131	18.4198735500573	14.857074939086	18.6230248306998	53.411022092741	100.828591394629	23.573322856301	bac	bacOTU_40
bacOTU_528	2.51029219801185	1.74145237127765	0.610612444281614	4.2247570764681	3.08928019771393	1.20105693009849	6.10707742417046	0	3.48484094190272	1.78284899269032	1.69300225733634	4.24860403010439	8.48557452331037	1.96444357135841	bac	bacOTU_528
bacOTU_647	2.00823375840948	0.580484123759215	3.05306222140807	0.528094634558513	0.617856039542787	1.80158539514773	0	0	5.47617862298999	3.56569798538064	2.8216704288939	0	0.499151442547669	0.982221785679206	bac	bacOTU_647
bacOTU_651	9.53911035244502	1.74145237127765	0	0.528094634558513	0	0	0	7.43889479277365	0.497834420271818	1.18856599512688	0.564334085778781	0	0	0	bac	bacOTU_651
bacOTU_71	32.633798574154	19.7364602078133	33.5836844354888	24.8204478242501	15.4464009885697	18.0158539514773	28.4996946461288	8.50159404888417	21.4068800716882	14.2627919415226	29.9097065462754	22.4569070162661	15.4736947189777	15.7155485708673	bac	bacOTU_71
bacOTU_711	1.50617531880711	2.32193649503686	1.22122488856323	1.05618926911703	0.617856039542787	0	2.03569247472349	1.06269925611052	0.497834420271818	0.59428299756344	4.51467268623025	0	2.49575721273834	0	bac	bacOTU_711
bacOTU_828	1.00411687920474	0	0	12.1461765948458	0	0	0	0	0.995668840543635	0.59428299756344	0	0	0	1.47333267851881	bac	bacOTU_828
bacOTU_86	8.03293503363792	5.22435711383294	63.5036942052879	3.16856780735108	8.64998455359901	1.20105693009849	15.6069756395467	17.0031880977683	7.46751630407726	9.50852796101504	16.3656884875846	120.174799708667	5.98981731057203	48.1288674982811	bac	bacOTU_86
bacOTU_91	18.5761622652877	31.9266268067568	55.5657324296269	7.39332488381918	3.08928019771393	6.00528465049243	5.42851326592929	14.346439957492	14.9350326081545	17.8284899269032	24.2663656884876	4.24860403010439	6.4889687531197	6.38444160691484	bac	bacOTU_91
