bacOTU_ID	Fun2DBS01	Fun2DBS02	Fun2DBS03	Fun2DBS04	Fun2DBS05	Fun2DBS06	Fun2DMH6301	Fun2DMH6302	Fun2DMH6303	Fun2DMH6304	Fun2DMH6305	Fun2DMH6306	Fun2DMH6307	Fun2DMH6308	Fun2DMH6309	Fun2DMH6310	Fun2DMH6311	Fun2DMH6312	Fun2DMH63ZH01	Fun2DMH63ZH02	Fun2DMH63ZH03	Fun2DMH63ZH04	Fun2DMH63ZH05	Fun2DMH63ZH06	Fun2DMH63ZH07	Fun2DMH63ZH08	Fun2DMH63ZH09	Fun2DMH63ZH10	Fun2DMH63ZH11	Fun2DMH63ZH12	Fun2DMH63ZH13	Fun2DMH63ZH14	Fun2DMH63ZH15	Fun2DWYJ01	Fun2DWYJ02	Fun2DWYJ03	Fun2DWYJ04	Fun2DWYJ05	Fun2DWYJ06	Fun2DWYJ07	Fun2DWYJ08	Fun2DWYJ09	Fun2DWYJ10	Fun2DWYJ11	Fun2DWYJ12	Fun2DWYJ13	Fun2DWYJ14	Fun2DWYJ15	Fun2WBS01	Fun2WBS02	Fun2WBS03	Fun2WBS04	Fun2WBS05	Fun2WBS06	Fun2WMH6301	Fun2WMH6302	Fun2WMH6303	Fun2WMH6304	Fun2WMH6305	Fun2WMH6306	Fun2WMH6307	Fun2WMH6308	Fun2WMH6309	Fun2WMH6310	Fun2WMH6311	Fun2WMH6312	Fun2WMH63ZH01	Fun2WMH63ZH02	Fun2WMH63ZH03	Fun2WMH63ZH04	Fun2WMH63ZH05	Fun2WMH63ZH06	Fun2WMH63ZH07	Fun2WMH63ZH08	Fun2WMH63ZH09	Fun2WMH63ZH10	Fun2WMH63ZH11	Fun2WMH63ZH12	Fun2WMH63ZH13	Fun2WMH63ZH14	Fun2WMH63ZH15	Fun2WWYJ01	Fun2WWYJ02	Fun2WWYJ03	Fun2WWYJ04	Fun2WWYJ05	Fun2WWYJ06	Fun2WWYJ07	Fun2WWYJ08	Fun2WWYJ09	Fun2WWYJ10	Fun2WWYJ11	Fun2WWYJ12	Fun2WWYJ13	Fun2WWYJ14	Fun2WWYJ15	FunDBS01	FunDBS02	FunDBS03	FunDBS04	FunDBS05	FunDBS06	FunDMH6301	FunDMH6302	FunDMH6303	FunDMH6304	FunDMH6305	FunDMH6306	FunDMH6307	FunDMH6308	FunDMH6309	FunDMH6310	FunDMH6311	FunDMH6312	FunDMH6313	FunDMH6314	FunDMH6315	FunDMH63ZH01	FunDMH63ZH02	FunDMH63ZH03	FunDMH63ZH04	FunDMH63ZH05	FunDMH63ZH06	FunDMH63ZH07	FunDMH63ZH08	FunDMH63ZH09	FunDMH63ZH10	FunDMH63ZH11	FunDMH63ZH12	FunDMH63ZH13	FunDMH63ZH14	FunDMH63ZH15	FunDWYJ01	FunDWYJ02	FunDWYJ03	FunDWYJ04	FunDWYJ05	FunDWYJ06	FunDWYJ07	FunDWYJ08	FunDWYJ09	FunDWYJ10	FunDWYJ11	FunDWYJ12	FunDWYJ13	FunDWYJ14	FunDWYJ15	FunWBS01	FunWBS02	FunWBS03	FunWBS04	FunWBS05	FunWBS06	FunWMH6301	FunWMH6302	FunWMH6303	FunWMH6304	FunWMH6305	FunWMH6306	FunWMH6307	FunWMH6308	FunWMH6309	FunWMH6310	FunWMH6311	FunWMH6312	FunWMH6313	FunWMH6314	FunWMH6315	FunWMH63ZH01	FunWMH63ZH02	FunWMH63ZH03	FunWMH63ZH04	FunWMH63ZH05	FunWMH63ZH06	FunWMH63ZH07	FunWMH63ZH08	FunWMH63ZH09	FunWMH63ZH10	FunWMH63ZH11	FunWMH63ZH12	FunWMH63ZH13	FunWMH63ZH14	FunWMH63ZH15	FunWWYJ01	FunWWYJ02	FunWWYJ03	FunWWYJ04	FunWWYJ05	FunWWYJ06	FunWWYJ07	FunWWYJ08	FunWWYJ09	FunWWYJ10	FunWWYJ11	FunWWYJ12	FunWWYJ13	FunWWYJ14	FunWWYJ15
bacOTU_1045	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	11	0	1	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	1	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacOTU_1046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacOTU_1048	0	0	0	0	0	0	0	1	1	1	3	3	2	1	1	3	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	4	2	0	4	0	7	3	1	3	3	3	2	8	2	0	0	0	0	0	0	2	0	1	1	0	2	1	3	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	4	1	2	3	3	4	6	6	1	5	1	1	4	0	0	0	0	0	0	2	0	0	1	1	0	2	0	0	1	2	2	0	0	0	2	1	0	3	1	7	4	0	0	2	1	0	0	1	2	2	1	0	0	0	0	0	1	1	0	1	2	0	1	0	0	0	0	0	0	0	1	2	0	2	0	0	1	1	0	0	0	1	3	0	5	0	0	1	0	2	1	2	3	0	1	2	0	1	3	1	3	0	2	0	0	3	4	5	3	1	1	1	2	3	1
bacOTU_1049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	14	0	30	0	0	0	0	0	0	1	0	0	0	0	245	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0
bacOTU_105	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	11	0	12	1	2	6	275	136	1576	0	51	0	9	177	755	41	457	35	987	4	28	10	5	75	4	25	2	19	246	4	0	27	2	4	123	5	2	1	0	1	0	57	3	8	9	11	1239	0	0	3	1	2	1	3	3	24	0	4	0	4	0	2	6	50	1	0	0	3	2	4	0	5	10	9	0	1	0	1	137	1030	1	36	1	1	0	5	0	0	0	0	0	0	6	0	224	2	1	0	9	155
bacOTU_1050	39	9	33	47	10	41	9	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	6	10	0	29	15	269	5	30	20	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacOTU_1051	39	11	92	6	4	45	1	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	11	5	10	35	9	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacOTU_1052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	28	31	20	33	20	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	63	5	0	5	2	0	0	0	0	0	0	9	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
bacOTU_1053	0	0	0	0	0	0	1	1	0	14	1	0	1	3	36	1	1	0	1	0	0	0	0	0	2	0	0	2	0	14	4	0	5	0	0	0	0	4	0	1	0	1	0	0	4	2	0	0	0	0	0	0	0	0	8	11	5	4	0	1	3	0	13	0	1	2	0	6	77	0	0	1	0	0	3	1	2	4	1	0	0	1	1	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacOTU_1054	0	0	0	0	0	0	0	2	1	3	2	3	3	0	2	1	4	2	3	1	3	5	2	3	2	1	4	0	1	1	2	1	1	1	0	0	0	2	0	2	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	3	4	2	1	1	1	2	1	3	2	2	2	3	0	1	1	0	0	3	0	1	0	2	1	2	2	1	1	1	1	1	3	4	2	3	0	0	1	0	2	0	0	0	0	0	0	0	1	2	3	1	1	2	1	0	0	1	1	1	1	0	2	1	1	1	0	10	0	1	3	1	2	2	1	1	1	0	2	0	0	1	0	0	0	3	0	0	1	1	1	1	0	0	0	0	0	0	0	2	2	3	2	0	2	2	1	2	2	0	3	0	0	2	2	3	0	1	0	1	1	4	3	5	1	1	2	2	1	2	0	1	1	0	1	1	3	1	0	0	3	2	0
bacOTU_1055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	16	0	0	0	0	0	95	0	0	1	0	0	0	4	2	3	3	0	9	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	11	0	0	0	0	2	0	0	7	0	0	0	5	8	0	4	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	37	52
bacOTU_1058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	10	8	1	1	2	3	0	7	3	12	11	14	8	11	17	13	6	5	22	10	4	0	7	3	3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	6	1	4	5	3	0	0	1	2	13	0	0	8	0	1	0	1	1	0	1	0	2	0	4	1	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0
bacOTU_1059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	5	0	73	3	1	17	8	0	0	0	0	1	1	50	10	0	0	0	4	0	7	0	0	3	0	34	0	0	3	0	3	3	2	0	3	0	0	2	0	10	10	3	0	0	0	0	3	2	0	7	4	0	0	0	0	0	0	0	2	0	0	0	60	0	4	0	17	60	0	0	0	0	2	1	0	0	2	8	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	113	1	0	2
bacOTU_106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	121	29	136	24	128	23	48	158	213	29	24	164	21	305	31	2	132	25	184	33	56	27	99	131	88	167	31	97	6	57	157	132	20	27	9	0	0	1	0	0	4	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	6125	0	13	15	2	36	52	56	0	25	6	17	0	0	0	0	0	2	9	0	0	0	9	0	0	0	0	0	0	1	0	0	1	0	5	0	0	0	1	0	1	2	8	4	0
bacOTU_1060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	149	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
bacOTU_1061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	1	0	38	0	3	0	1	2	1	0	0	0	21	0	1	0	0	35	1	0	13	1	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	139	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacOTU_1062	0	0	0	0	0	0	0	0	0	5	0	48	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	2	0	7	0	0	0	0	2	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	6	7	10	3	0	5	0	0	1	1	17	0	3	0	5	0	12	0	0	0	31	0	0	3	0	4	0	0	2	0	3	3	7	0	0	1	0	5	0	0	6	12	0	11	0	0	0	0	0	0	0	0	0	1	0	1	11	5	0	0	0	0	4	0	0	0	0	1	1	0	3	0	0	0	25	3	0	0	9	4	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
bacOTU_1063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	118	8	77	22	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0
bacOTU_1064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1	0	0	103	4	0	0	10	0	0	2	5	1	1	0	60	9	0	0	0	0	0	5	0	0	0	4	12	0	2	0	5	0	0	0	0	0	140	0	1	0	0	0	0	0	0	0	0	0	0	13	4	15	29	54	1	38	90	6	1	18	52	9	64	12	25	18	60	32	6	12	11	44	42	843	15	5	17	15	7	2	3	5	2	1	3	6	11	6	2	7	10	12	27	61
bacOTU_1065	1	0	0	0	0	0	2	2	6	2	0	3	8	5	3	11	1	4	4	4	4	5	2	1	6	4	4	5	3	5	1	7	3	1	4	2	2	0	0	5	1	0	2	2	0	0	5	0	0	1	0	1	0	0	1	1	2	4	4	4	2	2	1	8	2	1	9	1	5	0	3	0	8	5	0	2	1	1	7	3	2	3	0	3	1	4	2	2	1	0	0	4	0	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacOTU_1067	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	2	8	4	6	7	5	2	8	1	6	6	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	6	2	2	4	4	3	5	3	2	4	7	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	2	3	2	1	3	0	2	3	2	2	7	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	2	10	3	9	3	9	8	2	3	2	5	5	2
bacOTU_1068	0	0	0	0	0	0	0	1	3	1	3	0	9	6	0	2	1	0	1	0	3	1	1	5	3	1	3	1	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	4	0	3	4	6	3	5	2	3	1	0	8	2	3	1	1	3	5	6	3	4	2	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0	1	0	4	1	0	0	3	2	1	3	0	1	1	3	0	3	11	3	0	2	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	2	2	13	1	8	0	0	1	3	0	0	0	1	0	1	0	1	0	4	1	2	0	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacOTU_1071	2	4	3	0	2	12	0	19	0	7	0	2	2	8	1	0	3	3	1	0	0	0	0	0	1	0	1	0	3	0	0	0	0	1	1	2	0	0	11	0	5	2	1	1	1	6	1	7	8	1	2	0	5	2	2	2	0	4	0	0	0	1	1	37	5	0	0	5	0	0	9	2	1	4	1	3	0	0	13	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacOTU_1076	0	0	0	0	0	0	1	1	2	2	0	2	1	2	1	2	3	0	1	1	2	1	1	0	1	0	0	0	3	4	2	1	0	1	5	0	1	1	1	1	2	2	2	2	3	4	1	0	0	0	0	0	0	0	3	0	0	1	1	12	2	1	1	0	4	1	2	3	2	0	2	0	2	1	1	2	1	1	4	2	2	5	2	1	3	1	3	1	0	0	0	1	2	2	2	1	0	0	0	0	0	0	2	2	2	0	3	1	2	0	0	1	4	0	2	4	0	1	0	0	2	1	9	8	1	0	1	3	2	4	2	1	0	0	1	0	0	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	4	4	3	5	3	4	1	1	0	2	4	3	5	1	3	4	4	2	0	2	1	2	2	3	2	2	1	3	6	6	1	0	0	2	0	1	0	0	3	1	1	1	1	1	4
bacOTU_1079	0	0	0	0	0	0	1	2	3	2	6	5	8	5	5	2	2	1	6	1	2	3	1	3	1	5	5	3	1	12	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	10	4	2	2	8	7	0	2	3	4	2	1	0	1	2	5	5	5	2	2	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	2	4	1	3	5	1	4	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	3	4	1	4	0	1	0	4	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacOTU_108	744	79	1642	633	1028	71	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	0	0	0	0	0	0	0	0	0	0	4	110	0	935	16722	20	16	1	0	1	4	2	0	2	0	3	5	2	9	0	3	0	0	1	2	0	0	2	3	0	2	0	0	3	4	5	1	5	2	2	2	4	0	2	1	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	4	1
bacOTU_1080	0	0	0	0	0	0	0	0	0	1	3	3	0	2	4	3	0	0	0	0	2	0	0	0	0	0	2	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	7	4	2	8	0	0	0	0	0	59	0	0	0	0	0	17	9	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	1	0	3	0	7	0	3	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bacOTU_1082	0	0	0	0	0	0	2	1	1	1	0	4	10	7	2	1	1	4	0	0	3	0	4	2	3	2	3	0	1	0	0	1	0	5	0	1	0	0	0	0	0	2	2	2	2	1	0	0	0	0	0	0	0	0	2	1	1	0	2	0	3	4	1	2	2	2	0	2	3	1	1	0	0	0	0	0	1	2	0	3	10	0	0	0	1	1	2	3	0	2	1	0	2	0	1	0	0	0	0	0	0	0	1	0	2	3	1	2	3	0	1	1	1	3	0	2	0	0	0	0	0	0	8	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	1	2	1	2	2	6	4	1	2	2	2	2	3	0	2	1	1	3	0	1	0	3	1	1	0	2	1	3	3	4	0	1	2	0	0	3	0	0	4	0	1	2	0	0	1
bacOTU_1083	0	0	0	0	0	0	1	4	3	0	4	9	7	2	1	1	2	3	3	2	4	7	5	1	4	1	2	5	2	5	2	6	1	1	3	2	1	3	2	5	1	4	2	3	8	3	1	1	0	0	0	0	0	0	2	7	4	3	2	1	1	3	3	9	3	3	4	2	1	1	1	2	3	1	3	3	6	1	1	1	1	4	1	3	3	5	3	3	1	2	3	3	0	1	2	0	1	0	0	0	0	0	2	1	1	0	0	0	0	2	3	1	2	3	0	1	1	2	0	0	2	0	5	3	0	0	0	2	2	3	0	0	0	0	0	0	0	1	1	3	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	2	2	0	1	0	1	0	0	2	1	1	1	1	0	0	0	0	2	2	1	0	1	2	0	1	1	0	1	0	0	3	1	0	1	0	0	0	1
