Agromyces	Arthrobacter	Solirubrobacter	Bradyrhizobium	Gaiella	Conexibacter	g__Exophiala	Terrabacter	Dactylosporangium	Paenibacillus	Saccharibacteria_genera_incertae_sedis	Aquabacterium	Phenylobacterium	g__Mortierella	Chryseolinea	Hyphomicrobium	Ideonella	Marmoricola	Dissulfuribacter	Geobacter	Gemmatimonas	Dongia	Aquihabitans	Haliangium	Rhizocola	g__Apodus	Knoellia	Asticcacaulis	Sporichthya	Ilumatobacter	Nitrospira	Cellvibrio	Arenimonas	Niastella	Catellatospora	Peredibacter	Rhodoligotrophos	Pseudolabrys	Ramlibacter	Ohtaekwangia	Chitinimonas	Oscillochloris	Methyloceanibacter	Streptosporangium	Povalibacter	Labilithrix	Variibacter	Lautropia	Thiomonas	Tumebacillus	Clavibacter	Ardenticatena	Gp22	Chelativorans	Luteivirga	Nakamurella	Roseiflexus	Acidiphilium	Armatimonadetes_gp5	Aciditerrimonas	Skermanella	Sneathiella	Terrimonas
Gemmatimonas	0.976190476190476	0.952380952380953	0.976190476190476	0.952380952380953	0.952380952380953	0.976190476190476	0.952380952380953	1	0.80952380952381	0.904761904761905	0.976190476190476	0.904761904761905	0.833333333333333	0.952380952380953	0.880952380952381	0.904761904761905	1	1	0.976190476190476	0.976190476190476	1	0.952380952380953	0.904761904761905	0.976190476190476	0.904761904761905	0.946124746911475	0.952380952380953	0.904761904761905	0.976190476190476	0.976190476190476	0.952380952380953	0.928571428571429	0.880952380952381	0.833333333333333	0.833333333333333	0.904761904761905	0.976190476190476	0.952380952380953	0.904761904761905	0.910195959054077	0.904761904761905	0.958101009530607	0.976190476190476	0.833333333333333	0.833333333333333	0.976190476190476	0.904761904761905	0.833333333333333	0.904761904761905	0.952380952380953	0.833333333333333	0.976190476190476	0.952380952380953	0.80952380952381	0.928571428571429	0.880952380952381	0.934148484292342	0.958101009530607	0.874267171196679	0.886243433815812	0.934148484292342	0.934148484292342	0.934148484292342
Dongia	0.904761904761905	0.928571428571429	0.904761904761905	1	0.928571428571429	0.976190476190476	0.857142857142857	0.952380952380953	0.928571428571429	0.785714285714286	0.904761904761905	0.928571428571429	0.833333333333333	0.857142857142857	0.928571428571429	0.976190476190476	0.952380952380953	0.952380952380953	0.904761904761905	0.976190476190476	0.952380952380953	1	0.904761904761905	0.904761904761905	0.976190476190476	0.97007727214974	0.857142857142857	0.904761904761905	0.904761904761905	0.976190476190476	0.857142857142857	0.80952380952381	0.928571428571429	0.904761904761905	0.833333333333333	0.761904761904762	0.904761904761905	1	0.904761904761905	0.802409595481884	0.928571428571429	0.898219696434944	0.904761904761905	0.761904761904762	0.833333333333333	0.904761904761905	0.976190476190476	0.761904761904762	0.976190476190476	0.857142857142857	0.833333333333333	0.976190476190476	0.857142857142857	0.904761904761905	0.880952380952381	0.785714285714286	0.922172221673209	0.898219696434944	0.802409595481884	0.898219696434944	0.922172221673209	0.922172221673209	0.922172221673209
Aquihabitans	0.928571428571429	0.80952380952381	0.928571428571429	0.904761904761905	0.904761904761905	0.880952380952381	0.761904761904762	0.904761904761905	0.904761904761905	0.857142857142857	0.833333333333333	0.761904761904762	0.880952380952381	0.857142857142857	0.928571428571429	0.857142857142857	0.904761904761905	0.904761904761905	0.833333333333333	0.928571428571429	0.904761904761905	0.904761904761905	1	0.928571428571429	0.952380952380953	0.898219696434944	0.857142857142857	0.80952380952381	0.833333333333333	0.928571428571429	0.857142857142857	0.880952380952381	0.928571428571429	0.690476190476191	0.928571428571429	0.80952380952381	0.833333333333333	0.904761904761905	0.952380952380953	0.742528282386221	0.952380952380953	0.790433332862751	0.928571428571429	0.785714285714286	0.928571428571429	0.833333333333333	0.80952380952381	0.785714285714286	0.952380952380953	0.857142857142857	0.738095238095238	0.928571428571429	0.761904761904762	0.714285714285714	0.976190476190476	0.833333333333333	0.814385858101016	0.790433332862751	0.826362120720149	0.766480807624486	0.814385858101016	0.814385858101016	0.814385858101016
Haliangium	1	0.928571428571429	1	0.904761904761905	0.976190476190476	0.952380952380953	0.904761904761905	0.976190476190476	0.785714285714286	0.952380952380953	0.952380952380953	0.857142857142857	0.904761904761905	0.976190476190476	0.833333333333333	0.833333333333333	0.976190476190476	0.976190476190476	0.952380952380953	0.928571428571429	0.976190476190476	0.904761904761905	0.928571428571429	1	0.880952380952381	0.898219696434944	0.976190476190476	0.833333333333333	0.928571428571429	0.928571428571429	0.976190476190476	0.976190476190476	0.833333333333333	0.714285714285714	0.904761904761905	0.952380952380953	0.952380952380953	0.904761904761905	0.952380952380953	0.874267171196679	0.880952380952381	0.898219696434944	1	0.904761904761905	0.904761904761905	0.928571428571429	0.833333333333333	0.904761904761905	0.880952380952381	0.976190476190476	0.80952380952381	0.928571428571429	0.904761904761905	0.714285714285714	0.976190476190476	0.928571428571429	0.850314645958414	0.898219696434944	0.922172221673209	0.778457070243618	0.850314645958414	0.850314645958414	0.850314645958414
Rhizocola	0.880952380952381	0.857142857142857	0.880952380952381	0.976190476190476	0.904761904761905	0.928571428571429	0.761904761904762	0.904761904761905	0.976190476190476	0.761904761904762	0.833333333333333	0.857142857142857	0.857142857142857	0.80952380952381	0.952380952380953	0.952380952380953	0.904761904761905	0.904761904761905	0.833333333333333	0.952380952380953	0.904761904761905	0.976190476190476	0.952380952380953	0.880952380952381	1	0.946124746911475	0.80952380952381	0.857142857142857	0.833333333333333	0.952380952380953	0.80952380952381	0.785714285714286	0.952380952380953	0.833333333333333	0.880952380952381	0.714285714285714	0.833333333333333	0.976190476190476	0.928571428571429	0.718575757147955	0.952380952380953	0.814385858101016	0.880952380952381	0.738095238095238	0.880952380952381	0.833333333333333	0.928571428571429	0.738095238095238	1	0.80952380952381	0.785714285714286	0.952380952380953	0.761904761904762	0.857142857142857	0.904761904761905	0.761904761904762	0.862290908577547	0.814385858101016	0.778457070243618	0.838338383339281	0.862290908577547	0.862290908577547	0.862290908577547
g__Apodus	0.898219696434944	0.874267171196679	0.898219696434944	0.97007727214974	0.898219696434944	0.946124746911475	0.838338383339281	0.946124746911475	0.886243433815812	0.838338383339281	0.874267171196679	0.934148484292342	0.790433332862751	0.826362120720149	0.898219696434944	0.922172221673209	0.946124746911475	0.946124746911475	0.874267171196679	0.97007727214974	0.946124746911475	0.97007727214974	0.898219696434944	0.898219696434944	0.946124746911475	1	0.826362120720149	0.850314645958414	0.910195959054077	0.97007727214974	0.826362120720149	0.814385858101016	0.898219696434944	0.850314645958414	0.778457070243618	0.742528282386221	0.874267171196679	0.97007727214974	0.874267171196679	0.813253012048193	0.97007727214974	0.897590361445783	0.898219696434944	0.730552019767088	0.778457070243618	0.910195959054077	0.934148484292342	0.730552019767088	0.946124746911475	0.826362120720149	0.730552019767088	0.97007727214974	0.838338383339281	0.934148484292342	0.874267171196679	0.730552019767088	0.921686746987952	0.897590361445783	0.734939759036145	0.873493975903614	0.921686746987952	0.921686746987952	0.921686746987952
Knoellia	0.976190476190476	0.952380952380953	0.976190476190476	0.857142857142857	0.952380952380953	0.928571428571429	0.928571428571429	0.952380952380953	0.690476190476191	0.904761904761905	0.976190476190476	0.80952380952381	0.857142857142857	1	0.785714285714286	0.80952380952381	0.952380952380953	0.952380952380953	0.976190476190476	0.880952380952381	0.952380952380953	0.857142857142857	0.857142857142857	0.976190476190476	0.80952380952381	0.826362120720149	1	0.857142857142857	0.904761904761905	0.880952380952381	1	0.952380952380953	0.785714285714286	0.690476190476191	0.880952380952381	0.976190476190476	0.976190476190476	0.857142857142857	0.904761904761905	0.850314645958414	0.785714285714286	0.874267171196679	0.976190476190476	0.880952380952381	0.880952380952381	0.904761904761905	0.785714285714286	0.880952380952381	0.80952380952381	1	0.880952380952381	0.880952380952381	0.928571428571429	0.642857142857143	0.928571428571429	0.976190476190476	0.802409595481884	0.874267171196679	0.97007727214974	0.754504545005353	0.802409595481884	0.802409595481884	0.802409595481884
Asticcacaulis	0.833333333333333	0.904761904761905	0.833333333333333	0.904761904761905	0.80952380952381	0.880952380952381	0.904761904761905	0.904761904761905	0.761904761904762	0.666666666666667	0.928571428571429	0.761904761904762	0.642857142857143	0.857142857142857	0.928571428571429	0.952380952380953	0.904761904761905	0.904761904761905	0.928571428571429	0.928571428571429	0.904761904761905	0.904761904761905	0.80952380952381	0.833333333333333	0.857142857142857	0.850314645958414	0.857142857142857	1	0.880952380952381	0.928571428571429	0.857142857142857	0.738095238095238	0.928571428571429	0.880952380952381	0.738095238095238	0.761904761904762	0.928571428571429	0.904761904761905	0.761904761904762	0.766480807624486	0.80952380952381	0.862290908577547	0.833333333333333	0.595238095238095	0.738095238095238	0.880952380952381	0.857142857142857	0.595238095238095	0.857142857142857	0.857142857142857	0.928571428571429	0.928571428571429	0.904761904761905	0.761904761904762	0.785714285714286	0.833333333333333	0.886243433815812	0.862290908577547	0.826362120720149	0.934148484292342	0.886243433815812	0.886243433815812	0.886243433815812
Sporichthya	0.928571428571429	0.904761904761905	0.928571428571429	0.904761904761905	0.880952380952381	0.928571428571429	0.976190476190476	0.976190476190476	0.738095238095238	0.880952380952381	0.952380952380953	0.880952380952381	0.738095238095238	0.904761904761905	0.833333333333333	0.857142857142857	0.976190476190476	0.976190476190476	0.952380952380953	0.952380952380953	0.976190476190476	0.904761904761905	0.833333333333333	0.928571428571429	0.833333333333333	0.910195959054077	0.904761904761905	0.880952380952381	1	0.952380952380953	0.904761904761905	0.904761904761905	0.833333333333333	0.857142857142857	0.714285714285714	0.880952380952381	0.952380952380953	0.904761904761905	0.80952380952381	0.97007727214974	0.857142857142857	0.994029797388005	0.928571428571429	0.785714285714286	0.714285714285714	1	0.880952380952381	0.785714285714286	0.833333333333333	0.904761904761905	0.761904761904762	0.952380952380953	0.976190476190476	0.785714285714286	0.857142857142857	0.80952380952381	0.97007727214974	0.994029797388005	0.790433332862751	0.922172221673209	0.97007727214974	0.97007727214974	0.97007727214974
Ilumatobacter	0.928571428571429	0.904761904761905	0.928571428571429	0.976190476190476	0.904761904761905	0.952380952380953	0.904761904761905	0.976190476190476	0.880952380952381	0.833333333333333	0.928571428571429	0.880952380952381	0.785714285714286	0.880952380952381	0.952380952380953	0.952380952380953	0.976190476190476	0.976190476190476	0.928571428571429	1	0.976190476190476	0.976190476190476	0.928571428571429	0.928571428571429	0.952380952380953	0.97007727214974	0.880952380952381	0.928571428571429	0.952380952380953	1	0.880952380952381	0.857142857142857	0.952380952380953	0.880952380952381	0.80952380952381	0.80952380952381	0.928571428571429	0.976190476190476	0.880952380952381	0.862290908577547	0.952380952380953	0.934148484292342	0.928571428571429	0.738095238095238	0.80952380952381	0.952380952380953	0.928571428571429	0.738095238095238	0.952380952380953	0.880952380952381	0.80952380952381	1	0.904761904761905	0.857142857142857	0.904761904761905	0.80952380952381	0.958101009530607	0.934148484292342	0.802409595481884	0.934148484292342	0.958101009530607	0.958101009530607	0.958101009530607
Nitrospira	0.976190476190476	0.952380952380953	0.976190476190476	0.857142857142857	0.952380952380953	0.928571428571429	0.928571428571429	0.952380952380953	0.690476190476191	0.904761904761905	0.976190476190476	0.80952380952381	0.857142857142857	1	0.785714285714286	0.80952380952381	0.952380952380953	0.952380952380953	0.976190476190476	0.880952380952381	0.952380952380953	0.857142857142857	0.857142857142857	0.976190476190476	0.80952380952381	0.826362120720149	1	0.857142857142857	0.904761904761905	0.880952380952381	1	0.952380952380953	0.785714285714286	0.690476190476191	0.880952380952381	0.976190476190476	0.976190476190476	0.857142857142857	0.904761904761905	0.850314645958414	0.785714285714286	0.874267171196679	0.976190476190476	0.880952380952381	0.880952380952381	0.904761904761905	0.785714285714286	0.880952380952381	0.80952380952381	1	0.880952380952381	0.880952380952381	0.928571428571429	0.642857142857143	0.928571428571429	0.976190476190476	0.802409595481884	0.874267171196679	0.97007727214974	0.754504545005353	0.802409595481884	0.802409595481884	0.802409595481884
Cellvibrio	0.976190476190476	0.857142857142857	0.976190476190476	0.80952380952381	0.928571428571429	0.880952380952381	0.880952380952381	0.928571428571429	0.690476190476191	0.976190476190476	0.904761904761905	0.785714285714286	0.880952380952381	0.952380952380953	0.738095238095238	0.714285714285714	0.928571428571429	0.928571428571429	0.904761904761905	0.857142857142857	0.928571428571429	0.80952380952381	0.880952380952381	0.976190476190476	0.785714285714286	0.814385858101016	0.952380952380953	0.738095238095238	0.904761904761905	0.857142857142857	0.952380952380953	1	0.738095238095238	0.619047619047619	0.857142857142857	0.976190476190476	0.904761904761905	0.80952380952381	0.904761904761905	0.898219696434944	0.80952380952381	0.874267171196679	0.976190476190476	0.928571428571429	0.857142857142857	0.904761904761905	0.738095238095238	0.928571428571429	0.785714285714286	0.952380952380953	0.714285714285714	0.857142857142857	0.880952380952381	0.595238095238095	0.952380952380953	0.904761904761905	0.802409595481884	0.874267171196679	0.886243433815812	0.706599494528823	0.802409595481884	0.802409595481884	0.802409595481884
Arenimonas	0.833333333333333	0.80952380952381	0.833333333333333	0.928571428571429	0.80952380952381	0.857142857142857	0.785714285714286	0.880952380952381	0.904761904761905	0.690476190476191	0.833333333333333	0.738095238095238	0.714285714285714	0.785714285714286	1	0.952380952380953	0.880952380952381	0.880952380952381	0.833333333333333	0.952380952380953	0.880952380952381	0.928571428571429	0.928571428571429	0.833333333333333	0.952380952380953	0.898219696434944	0.785714285714286	0.928571428571429	0.833333333333333	0.952380952380953	0.785714285714286	0.738095238095238	1	0.833333333333333	0.80952380952381	0.690476190476191	0.833333333333333	0.928571428571429	0.833333333333333	0.706599494528823	0.928571428571429	0.802409595481884	0.833333333333333	0.595238095238095	0.80952380952381	0.833333333333333	0.857142857142857	0.595238095238095	0.952380952380953	0.785714285714286	0.80952380952381	0.952380952380953	0.785714285714286	0.785714285714286	0.857142857142857	0.761904761904762	0.874267171196679	0.802409595481884	0.754504545005353	0.898219696434944	0.874267171196679	0.874267171196679	0.874267171196679
Niastella	0.714285714285714	0.833333333333333	0.714285714285714	0.904761904761905	0.738095238095238	0.857142857142857	0.833333333333333	0.833333333333333	0.80952380952381	0.571428571428572	0.80952380952381	0.857142857142857	0.595238095238095	0.690476190476191	0.833333333333333	0.928571428571429	0.833333333333333	0.833333333333333	0.80952380952381	0.880952380952381	0.833333333333333	0.904761904761905	0.690476190476191	0.714285714285714	0.833333333333333	0.850314645958414	0.690476190476191	0.880952380952381	0.857142857142857	0.880952380952381	0.690476190476191	0.619047619047619	0.833333333333333	1	0.571428571428572	0.595238095238095	0.80952380952381	0.904761904761905	0.666666666666667	0.790433332862751	0.761904761904762	0.886243433815812	0.714285714285714	0.571428571428572	0.571428571428572	0.857142857142857	0.952380952380953	0.571428571428572	0.833333333333333	0.690476190476191	0.761904761904762	0.880952380952381	0.833333333333333	0.880952380952381	0.642857142857143	0.595238095238095	0.934148484292342	0.886243433815812	0.610789393575762	0.958101009530607	0.934148484292342	0.934148484292342	0.934148484292342
Catellatospora	0.904761904761905	0.833333333333333	0.904761904761905	0.833333333333333	0.928571428571429	0.857142857142857	0.690476190476191	0.833333333333333	0.833333333333333	0.80952380952381	0.80952380952381	0.714285714285714	0.952380952380953	0.880952380952381	0.80952380952381	0.785714285714286	0.833333333333333	0.833333333333333	0.80952380952381	0.80952380952381	0.833333333333333	0.833333333333333	0.928571428571429	0.904761904761905	0.880952380952381	0.778457070243618	0.880952380952381	0.738095238095238	0.714285714285714	0.80952380952381	0.880952380952381	0.857142857142857	0.80952380952381	0.571428571428572	1	0.833333333333333	0.80952380952381	0.833333333333333	0.976190476190476	0.622765656194895	0.80952380952381	0.670670706671425	0.904761904761905	0.857142857142857	1	0.714285714285714	0.738095238095238	0.857142857142857	0.880952380952381	0.880952380952381	0.80952380952381	0.80952380952381	0.690476190476191	0.595238095238095	0.952380952380953	0.904761904761905	0.64671818143316	0.670670706671425	0.922172221673209	0.59881313095663	0.64671818143316	0.64671818143316	0.64671818143316
Peredibacter	0.952380952380953	0.880952380952381	0.952380952380953	0.761904761904762	0.904761904761905	0.857142857142857	0.904761904761905	0.904761904761905	0.595238095238095	0.928571428571429	0.928571428571429	0.738095238095238	0.833333333333333	0.976190476190476	0.690476190476191	0.690476190476191	0.904761904761905	0.904761904761905	0.928571428571429	0.80952380952381	0.904761904761905	0.761904761904762	0.80952380952381	0.952380952380953	0.714285714285714	0.742528282386221	0.976190476190476	0.761904761904762	0.880952380952381	0.80952380952381	0.976190476190476	0.976190476190476	0.690476190476191	0.595238095238095	0.833333333333333	1	0.928571428571429	0.761904761904762	0.857142857142857	0.874267171196679	0.714285714285714	0.850314645958414	0.952380952380953	0.904761904761905	0.833333333333333	0.880952380952381	0.690476190476191	0.904761904761905	0.714285714285714	0.976190476190476	0.785714285714286	0.80952380952381	0.904761904761905	0.523809523809524	0.904761904761905	0.952380952380953	0.754504545005353	0.850314645958414	0.934148484292342	0.682646969290558	0.754504545005353	0.754504545005353	0.754504545005353
Rhodoligotrophos	0.952380952380953	0.976190476190476	0.952380952380953	0.904761904761905	0.928571428571429	0.952380952380953	0.976190476190476	0.976190476190476	0.714285714285714	0.857142857142857	1	0.857142857142857	0.785714285714286	0.976190476190476	0.833333333333333	0.880952380952381	0.976190476190476	0.976190476190476	1	0.928571428571429	0.976190476190476	0.904761904761905	0.833333333333333	0.952380952380953	0.833333333333333	0.874267171196679	0.976190476190476	0.928571428571429	0.952380952380953	0.928571428571429	0.976190476190476	0.904761904761905	0.833333333333333	0.80952380952381	0.80952380952381	0.928571428571429	1	0.904761904761905	0.857142857142857	0.886243433815812	0.80952380952381	0.934148484292342	0.952380952380953	0.80952380952381	0.80952380952381	0.952380952380953	0.857142857142857	0.80952380952381	0.833333333333333	0.976190476190476	0.904761904761905	0.928571428571429	0.976190476190476	0.738095238095238	0.880952380952381	0.928571428571429	0.886243433815812	0.934148484292342	0.922172221673209	0.862290908577547	0.886243433815812	0.886243433815812	0.886243433815812
Pseudolabrys	0.904761904761905	0.928571428571429	0.904761904761905	1	0.928571428571429	0.976190476190476	0.857142857142857	0.952380952380953	0.928571428571429	0.785714285714286	0.904761904761905	0.928571428571429	0.833333333333333	0.857142857142857	0.928571428571429	0.976190476190476	0.952380952380953	0.952380952380953	0.904761904761905	0.976190476190476	0.952380952380953	1	0.904761904761905	0.904761904761905	0.976190476190476	0.97007727214974	0.857142857142857	0.904761904761905	0.904761904761905	0.976190476190476	0.857142857142857	0.80952380952381	0.928571428571429	0.904761904761905	0.833333333333333	0.761904761904762	0.904761904761905	1	0.904761904761905	0.802409595481884	0.928571428571429	0.898219696434944	0.904761904761905	0.761904761904762	0.833333333333333	0.904761904761905	0.976190476190476	0.761904761904762	0.976190476190476	0.857142857142857	0.833333333333333	0.976190476190476	0.857142857142857	0.904761904761905	0.880952380952381	0.785714285714286	0.922172221673209	0.898219696434944	0.802409595481884	0.898219696434944	0.922172221673209	0.922172221673209	0.922172221673209
Ramlibacter	0.952380952380953	0.880952380952381	0.952380952380953	0.904761904761905	0.976190476190476	0.928571428571429	0.761904761904762	0.904761904761905	0.880952380952381	0.880952380952381	0.857142857142857	0.833333333333333	0.976190476190476	0.904761904761905	0.833333333333333	0.833333333333333	0.904761904761905	0.904761904761905	0.857142857142857	0.880952380952381	0.904761904761905	0.904761904761905	0.952380952380953	0.952380952380953	0.928571428571429	0.874267171196679	0.904761904761905	0.761904761904762	0.80952380952381	0.880952380952381	0.904761904761905	0.904761904761905	0.833333333333333	0.666666666666667	0.976190476190476	0.857142857142857	0.857142857142857	0.904761904761905	1	0.730552019767088	0.880952380952381	0.778457070243618	0.952380952380953	0.904761904761905	0.976190476190476	0.80952380952381	0.833333333333333	0.904761904761905	0.928571428571429	0.904761904761905	0.785714285714286	0.880952380952381	0.761904761904762	0.714285714285714	0.976190476190476	0.880952380952381	0.754504545005353	0.778457070243618	0.898219696434944	0.682646969290558	0.754504545005353	0.754504545005353	0.754504545005353
Ohtaekwangia	0.874267171196679	0.826362120720149	0.874267171196679	0.802409595481884	0.814385858101016	0.850314645958414	0.946124746911475	0.910195959054077	0.634741918814027	0.874267171196679	0.886243433815812	0.826362120720149	0.69462323190969	0.850314645958414	0.706599494528823	0.730552019767088	0.910195959054077	0.910195959054077	0.886243433815812	0.862290908577547	0.910195959054077	0.802409595481884	0.742528282386221	0.874267171196679	0.718575757147955	0.813253012048193	0.850314645958414	0.766480807624486	0.97007727214974	0.862290908577547	0.850314645958414	0.898219696434944	0.706599494528823	0.790433332862751	0.622765656194895	0.874267171196679	0.886243433815812	0.802409595481884	0.730552019767088	1	0.754504545005353	0.975903614457831	0.874267171196679	0.802409595481884	0.622765656194895	0.97007727214974	0.802409595481884	0.802409595481884	0.718575757147955	0.850314645958414	0.64671818143316	0.862290908577547	0.946124746911475	0.682646969290558	0.790433332862751	0.742528282386221	0.927710843373494	0.975903614457831	0.716867469879518	0.855421686746988	0.927710843373494	0.927710843373494	0.927710843373494
Chitinimonas	0.880952380952381	0.785714285714286	0.880952380952381	0.928571428571429	0.857142857142857	0.880952380952381	0.761904761904762	0.904761904761905	0.904761904761905	0.833333333333333	0.80952380952381	0.833333333333333	0.785714285714286	0.785714285714286	0.928571428571429	0.880952380952381	0.904761904761905	0.904761904761905	0.80952380952381	0.952380952380953	0.904761904761905	0.928571428571429	0.952380952380953	0.880952380952381	0.952380952380953	0.97007727214974	0.785714285714286	0.80952380952381	0.857142857142857	0.952380952380953	0.785714285714286	0.80952380952381	0.928571428571429	0.761904761904762	0.80952380952381	0.714285714285714	0.80952380952381	0.928571428571429	0.880952380952381	0.754504545005353	1	0.826362120720149	0.880952380952381	0.690476190476191	0.80952380952381	0.857142857142857	0.857142857142857	0.690476190476191	0.952380952380953	0.785714285714286	0.666666666666667	0.952380952380953	0.761904761904762	0.857142857142857	0.904761904761905	0.714285714285714	0.874267171196679	0.826362120720149	0.706599494528823	0.826362120720149	0.874267171196679	0.874267171196679	0.874267171196679
Oscillochloris	0.898219696434944	0.898219696434944	0.898219696434944	0.898219696434944	0.862290908577547	0.922172221673209	0.97007727214974	0.958101009530607	0.730552019767088	0.850314645958414	0.934148484292342	0.898219696434944	0.718575757147955	0.874267171196679	0.802409595481884	0.850314645958414	0.958101009530607	0.958101009530607	0.934148484292342	0.934148484292342	0.958101009530607	0.898219696434944	0.790433332862751	0.898219696434944	0.814385858101016	0.897590361445783	0.874267171196679	0.862290908577547	0.994029797388005	0.934148484292342	0.874267171196679	0.874267171196679	0.802409595481884	0.886243433815812	0.670670706671425	0.850314645958414	0.934148484292342	0.898219696434944	0.778457070243618	0.975903614457831	0.826362120720149	1	0.898219696434944	0.778457070243618	0.670670706671425	0.994029797388005	0.898219696434944	0.778457070243618	0.814385858101016	0.874267171196679	0.742528282386221	0.934148484292342	0.97007727214974	0.802409595481884	0.814385858101016	0.766480807624486	0.975903614457831	1	0.753012048192771	0.927710843373494	0.975903614457831	0.975903614457831	0.975903614457831
Methyloceanibacter	1	0.928571428571429	1	0.904761904761905	0.976190476190476	0.952380952380953	0.904761904761905	0.976190476190476	0.785714285714286	0.952380952380953	0.952380952380953	0.857142857142857	0.904761904761905	0.976190476190476	0.833333333333333	0.833333333333333	0.976190476190476	0.976190476190476	0.952380952380953	0.928571428571429	0.976190476190476	0.904761904761905	0.928571428571429	1	0.880952380952381	0.898219696434944	0.976190476190476	0.833333333333333	0.928571428571429	0.928571428571429	0.976190476190476	0.976190476190476	0.833333333333333	0.714285714285714	0.904761904761905	0.952380952380953	0.952380952380953	0.904761904761905	0.952380952380953	0.874267171196679	0.880952380952381	0.898219696434944	1	0.904761904761905	0.904761904761905	0.928571428571429	0.833333333333333	0.904761904761905	0.880952380952381	0.976190476190476	0.80952380952381	0.928571428571429	0.904761904761905	0.714285714285714	0.976190476190476	0.928571428571429	0.850314645958414	0.898219696434944	0.922172221673209	0.778457070243618	0.850314645958414	0.850314645958414	0.850314645958414
Streptosporangium	0.904761904761905	0.833333333333333	0.904761904761905	0.761904761904762	0.928571428571429	0.857142857142857	0.761904761904762	0.833333333333333	0.690476190476191	0.904761904761905	0.80952380952381	0.80952380952381	0.952380952380953	0.880952380952381	0.595238095238095	0.642857142857143	0.833333333333333	0.833333333333333	0.80952380952381	0.738095238095238	0.833333333333333	0.761904761904762	0.785714285714286	0.904761904761905	0.738095238095238	0.730552019767088	0.880952380952381	0.595238095238095	0.785714285714286	0.738095238095238	0.880952380952381	0.928571428571429	0.595238095238095	0.571428571428572	0.857142857142857	0.904761904761905	0.80952380952381	0.761904761904762	0.904761904761905	0.802409595481884	0.690476190476191	0.778457070243618	0.904761904761905	1	0.857142857142857	0.785714285714286	0.738095238095238	1	0.738095238095238	0.880952380952381	0.666666666666667	0.738095238095238	0.761904761904762	0.571428571428572	0.880952380952381	0.833333333333333	0.682646969290558	0.778457070243618	0.850314645958414	0.562884343099232	0.682646969290558	0.682646969290558	0.682646969290558
Povalibacter	0.904761904761905	0.833333333333333	0.904761904761905	0.833333333333333	0.928571428571429	0.857142857142857	0.690476190476191	0.833333333333333	0.833333333333333	0.80952380952381	0.80952380952381	0.714285714285714	0.952380952380953	0.880952380952381	0.80952380952381	0.785714285714286	0.833333333333333	0.833333333333333	0.80952380952381	0.80952380952381	0.833333333333333	0.833333333333333	0.928571428571429	0.904761904761905	0.880952380952381	0.778457070243618	0.880952380952381	0.738095238095238	0.714285714285714	0.80952380952381	0.880952380952381	0.857142857142857	0.80952380952381	0.571428571428572	1	0.833333333333333	0.80952380952381	0.833333333333333	0.976190476190476	0.622765656194895	0.80952380952381	0.670670706671425	0.904761904761905	0.857142857142857	1	0.714285714285714	0.738095238095238	0.857142857142857	0.880952380952381	0.880952380952381	0.80952380952381	0.80952380952381	0.690476190476191	0.595238095238095	0.952380952380953	0.904761904761905	0.64671818143316	0.670670706671425	0.922172221673209	0.59881313095663	0.64671818143316	0.64671818143316	0.64671818143316
Labilithrix	0.928571428571429	0.904761904761905	0.928571428571429	0.904761904761905	0.880952380952381	0.928571428571429	0.976190476190476	0.976190476190476	0.738095238095238	0.880952380952381	0.952380952380953	0.880952380952381	0.738095238095238	0.904761904761905	0.833333333333333	0.857142857142857	0.976190476190476	0.976190476190476	0.952380952380953	0.952380952380953	0.976190476190476	0.904761904761905	0.833333333333333	0.928571428571429	0.833333333333333	0.910195959054077	0.904761904761905	0.880952380952381	1	0.952380952380953	0.904761904761905	0.904761904761905	0.833333333333333	0.857142857142857	0.714285714285714	0.880952380952381	0.952380952380953	0.904761904761905	0.80952380952381	0.97007727214974	0.857142857142857	0.994029797388005	0.928571428571429	0.785714285714286	0.714285714285714	1	0.880952380952381	0.785714285714286	0.833333333333333	0.904761904761905	0.761904761904762	0.952380952380953	0.976190476190476	0.785714285714286	0.857142857142857	0.80952380952381	0.97007727214974	0.994029797388005	0.790433332862751	0.922172221673209	0.97007727214974	0.97007727214974	0.97007727214974
Variibacter	0.833333333333333	0.904761904761905	0.833333333333333	0.976190476190476	0.880952380952381	0.952380952380953	0.833333333333333	0.904761904761905	0.904761904761905	0.714285714285714	0.857142857142857	0.952380952380953	0.785714285714286	0.785714285714286	0.857142857142857	0.952380952380953	0.904761904761905	0.904761904761905	0.857142857142857	0.928571428571429	0.904761904761905	0.976190476190476	0.80952380952381	0.833333333333333	0.928571428571429	0.934148484292342	0.785714285714286	0.857142857142857	0.880952380952381	0.928571428571429	0.785714285714286	0.738095238095238	0.857142857142857	0.952380952380953	0.738095238095238	0.690476190476191	0.857142857142857	0.976190476190476	0.833333333333333	0.802409595481884	0.857142857142857	0.898219696434944	0.833333333333333	0.738095238095238	0.738095238095238	0.880952380952381	1	0.738095238095238	0.928571428571429	0.785714285714286	0.785714285714286	0.928571428571429	0.833333333333333	0.928571428571429	0.785714285714286	0.690476190476191	0.922172221673209	0.898219696434944	0.718575757147955	0.898219696434944	0.922172221673209	0.922172221673209	0.922172221673209
