Steroidobacter	Arthrobacter	Umezawaea	Shinella	Lysobacter	Solirubrobacter	Cellulomonas	Bradyrhizobium	Amycolatopsis	Galbitalea	Gaiella	Conexibacter	Micromonospora	Terrabacter	Dactylosporangium	Rudaibacter	Aquabacterium	Phenylobacterium	Polaromonas	Chryseolinea	Hyphomicrobium	Ideonella	Marmoricola	Geobacter	Gemmatimonas	Dongia	Aquihabitans	Haliangium	Rhizocola	g__Apodus	Asticcacaulis	Kinneretia	Ilumatobacter	Arenimonas	Curtobacterium	Catellatospora	Aquimonas	Pseudolabrys	Ramlibacter	Chitinimonas	Methyloceanibacter	Povalibacter	Variibacter	Parachlamydia	Thiomonas	Halobacteriovorax	Ardenticatena	Chelativorans	Luteivirga	Roseiflexus	Sanguibacter	Tahibacter	Sulfurisoma	Methylosinus	Aciditerrimonas	Skermanella	Sneathiella	Terrimonas
Hyphomicrobium	0.952380952380953	0.904761904761905	0.880952380952381	0.785714285714286	0.833333333333333	0.833333333333333	0.80952380952381	0.976190476190476	0.833333333333333	0.952380952380953	0.857142857142857	0.928571428571429	0.928571428571429	0.904761904761905	0.904761904761905	0.928571428571429	0.857142857142857	0.738095238095238	0.857142857142857	0.952380952380953	1	0.904761904761905	0.904761904761905	0.952380952380953	0.904761904761905	0.976190476190476	0.857142857142857	0.833333333333333	0.952380952380953	0.922172221673209	0.952380952380953	0.904761904761905	0.952380952380953	0.952380952380953	0.80952380952381	0.785714285714286	0.833333333333333	0.976190476190476	0.833333333333333	0.880952380952381	0.833333333333333	0.785714285714286	0.952380952380953	0.714285714285714	0.952380952380953	0.833333333333333	0.952380952380953	0.880952380952381	0.80952380952381	0.898219696434944	0.826362120720149	0.730552019767088	0.826362120720149	0.898219696434944	0.922172221673209	0.898219696434944	0.898219696434944	0.898219696434944
Ideonella	0.904761904761905	0.952380952380953	0.880952380952381	0.690476190476191	0.642857142857143	0.976190476190476	0.928571428571429	0.952380952380953	0.785714285714286	0.880952380952381	0.952380952380953	0.976190476190476	0.785714285714286	1	0.80952380952381	0.785714285714286	0.904761904761905	0.833333333333333	0.690476190476191	0.880952380952381	0.904761904761905	1	1	0.976190476190476	1	0.952380952380953	0.904761904761905	0.976190476190476	0.904761904761905	0.946124746911475	0.904761904761905	0.714285714285714	0.976190476190476	0.880952380952381	0.666666666666667	0.833333333333333	0.738095238095238	0.952380952380953	0.904761904761905	0.904761904761905	0.976190476190476	0.833333333333333	0.904761904761905	0.642857142857143	0.904761904761905	0.785714285714286	0.976190476190476	0.80952380952381	0.928571428571429	0.934148484292342	0.826362120720149	0.730552019767088	0.826362120720149	0.730552019767088	0.886243433815812	0.934148484292342	0.934148484292342	0.934148484292342
Marmoricola	0.904761904761905	0.952380952380953	0.880952380952381	0.690476190476191	0.642857142857143	0.976190476190476	0.928571428571429	0.952380952380953	0.785714285714286	0.880952380952381	0.952380952380953	0.976190476190476	0.785714285714286	1	0.80952380952381	0.785714285714286	0.904761904761905	0.833333333333333	0.690476190476191	0.880952380952381	0.904761904761905	1	1	0.976190476190476	1	0.952380952380953	0.904761904761905	0.976190476190476	0.904761904761905	0.946124746911475	0.904761904761905	0.714285714285714	0.976190476190476	0.880952380952381	0.666666666666667	0.833333333333333	0.738095238095238	0.952380952380953	0.904761904761905	0.904761904761905	0.976190476190476	0.833333333333333	0.904761904761905	0.642857142857143	0.904761904761905	0.785714285714286	0.976190476190476	0.80952380952381	0.928571428571429	0.934148484292342	0.826362120720149	0.730552019767088	0.826362120720149	0.730552019767088	0.886243433815812	0.934148484292342	0.934148484292342	0.934148484292342
Geobacter	0.952380952380953	0.904761904761905	0.904761904761905	0.738095238095238	0.761904761904762	0.928571428571429	0.904761904761905	0.976190476190476	0.833333333333333	0.952380952380953	0.904761904761905	0.952380952380953	0.857142857142857	0.976190476190476	0.880952380952381	0.857142857142857	0.880952380952381	0.785714285714286	0.80952380952381	0.952380952380953	0.952380952380953	0.976190476190476	0.976190476190476	1	0.976190476190476	0.976190476190476	0.928571428571429	0.928571428571429	0.952380952380953	0.97007727214974	0.928571428571429	0.80952380952381	1	0.952380952380953	0.761904761904762	0.80952380952381	0.833333333333333	0.976190476190476	0.880952380952381	0.952380952380953	0.928571428571429	0.80952380952381	0.928571428571429	0.714285714285714	0.952380952380953	0.833333333333333	1	0.857142857142857	0.904761904761905	0.958101009530607	0.850314645958414	0.754504545005353	0.850314645958414	0.826362120720149	0.934148484292342	0.958101009530607	0.958101009530607	0.958101009530607
Gemmatimonas	0.904761904761905	0.952380952380953	0.880952380952381	0.690476190476191	0.642857142857143	0.976190476190476	0.928571428571429	0.952380952380953	0.785714285714286	0.880952380952381	0.952380952380953	0.976190476190476	0.785714285714286	1	0.80952380952381	0.785714285714286	0.904761904761905	0.833333333333333	0.690476190476191	0.880952380952381	0.904761904761905	1	1	0.976190476190476	1	0.952380952380953	0.904761904761905	0.976190476190476	0.904761904761905	0.946124746911475	0.904761904761905	0.714285714285714	0.976190476190476	0.880952380952381	0.666666666666667	0.833333333333333	0.738095238095238	0.952380952380953	0.904761904761905	0.904761904761905	0.976190476190476	0.833333333333333	0.904761904761905	0.642857142857143	0.904761904761905	0.785714285714286	0.976190476190476	0.80952380952381	0.928571428571429	0.934148484292342	0.826362120720149	0.730552019767088	0.826362120720149	0.730552019767088	0.886243433815812	0.934148484292342	0.934148484292342	0.934148484292342
Dongia	0.976190476190476	0.928571428571429	0.928571428571429	0.833333333333333	0.80952380952381	0.904761904761905	0.880952380952381	1	0.880952380952381	0.928571428571429	0.928571428571429	0.976190476190476	0.880952380952381	0.952380952380953	0.928571428571429	0.880952380952381	0.928571428571429	0.833333333333333	0.833333333333333	0.928571428571429	0.976190476190476	0.952380952380953	0.952380952380953	0.976190476190476	0.952380952380953	1	0.904761904761905	0.904761904761905	0.976190476190476	0.97007727214974	0.904761904761905	0.880952380952381	0.976190476190476	0.928571428571429	0.833333333333333	0.833333333333333	0.785714285714286	1	0.904761904761905	0.928571428571429	0.904761904761905	0.833333333333333	0.976190476190476	0.738095238095238	0.976190476190476	0.880952380952381	0.976190476190476	0.904761904761905	0.880952380952381	0.922172221673209	0.850314645958414	0.754504545005353	0.850314645958414	0.826362120720149	0.898219696434944	0.922172221673209	0.922172221673209	0.922172221673209
Aquihabitans	0.952380952380953	0.80952380952381	0.976190476190476	0.738095238095238	0.738095238095238	0.928571428571429	0.976190476190476	0.904761904761905	0.928571428571429	0.928571428571429	0.904761904761905	0.880952380952381	0.880952380952381	0.904761904761905	0.904761904761905	0.880952380952381	0.761904761904762	0.880952380952381	0.833333333333333	0.928571428571429	0.857142857142857	0.904761904761905	0.904761904761905	0.928571428571429	0.904761904761905	0.904761904761905	1	0.928571428571429	0.952380952380953	0.898219696434944	0.80952380952381	0.761904761904762	0.928571428571429	0.928571428571429	0.714285714285714	0.928571428571429	0.880952380952381	0.904761904761905	0.952380952380953	0.952380952380953	0.928571428571429	0.928571428571429	0.80952380952381	0.880952380952381	0.952380952380953	0.928571428571429	0.928571428571429	0.714285714285714	0.976190476190476	0.814385858101016	0.97007727214974	0.922172221673209	0.97007727214974	0.826362120720149	0.766480807624486	0.814385858101016	0.814385858101016	0.814385858101016
Haliangium	0.880952380952381	0.928571428571429	0.904761904761905	0.666666666666667	0.571428571428572	1	0.976190476190476	0.904761904761905	0.80952380952381	0.833333333333333	0.976190476190476	0.952380952380953	0.761904761904762	0.976190476190476	0.785714285714286	0.761904761904762	0.857142857142857	0.904761904761905	0.642857142857143	0.833333333333333	0.833333333333333	0.976190476190476	0.976190476190476	0.928571428571429	0.976190476190476	0.904761904761905	0.928571428571429	1	0.880952380952381	0.898219696434944	0.833333333333333	0.642857142857143	0.928571428571429	0.833333333333333	0.595238095238095	0.904761904761905	0.714285714285714	0.904761904761905	0.952380952380953	0.880952380952381	1	0.904761904761905	0.833333333333333	0.690476190476191	0.880952380952381	0.80952380952381	0.928571428571429	0.714285714285714	0.976190476190476	0.850314645958414	0.874267171196679	0.802409595481884	0.874267171196679	0.682646969290558	0.778457070243618	0.850314645958414	0.850314645958414	0.850314645958414
Rhizocola	1	0.857142857142857	0.976190476190476	0.857142857142857	0.857142857142857	0.880952380952381	0.904761904761905	0.976190476190476	0.952380952380953	0.952380952380953	0.904761904761905	0.928571428571429	0.928571428571429	0.904761904761905	0.976190476190476	0.928571428571429	0.857142857142857	0.857142857142857	0.904761904761905	0.952380952380953	0.952380952380953	0.904761904761905	0.904761904761905	0.952380952380953	0.904761904761905	0.976190476190476	0.952380952380953	0.880952380952381	1	0.946124746911475	0.857142857142857	0.904761904761905	0.952380952380953	0.952380952380953	0.857142857142857	0.880952380952381	0.857142857142857	0.976190476190476	0.928571428571429	0.952380952380953	0.880952380952381	0.880952380952381	0.928571428571429	0.857142857142857	1	0.952380952380953	0.952380952380953	0.857142857142857	0.904761904761905	0.862290908577547	0.922172221673209	0.850314645958414	0.922172221673209	0.874267171196679	0.838338383339281	0.862290908577547	0.862290908577547	0.862290908577547
g__Apodus	0.946124746911475	0.874267171196679	0.898219696434944	0.766480807624486	0.742528282386221	0.898219696434944	0.874267171196679	0.97007727214974	0.838338383339281	0.898219696434944	0.898219696434944	0.946124746911475	0.802409595481884	0.946124746911475	0.886243433815812	0.802409595481884	0.934148484292342	0.790433332862751	0.778457070243618	0.898219696434944	0.922172221673209	0.946124746911475	0.946124746911475	0.97007727214974	0.946124746911475	0.97007727214974	0.898219696434944	0.898219696434944	0.946124746911475	1	0.850314645958414	0.802409595481884	0.97007727214974	0.898219696434944	0.850314645958414	0.778457070243618	0.742528282386221	0.97007727214974	0.874267171196679	0.97007727214974	0.898219696434944	0.778457070243618	0.934148484292342	0.682646969290558	0.946124746911475	0.838338383339281	0.97007727214974	0.934148484292342	0.874267171196679	0.921686746987952	0.807228915662651	0.734939759036145	0.807228915662651	0.783132530120482	0.873493975903614	0.921686746987952	0.921686746987952	0.921686746987952
Asticcacaulis	0.857142857142857	0.904761904761905	0.785714285714286	0.595238095238095	0.690476190476191	0.833333333333333	0.785714285714286	0.904761904761905	0.690476190476191	0.928571428571429	0.80952380952381	0.880952380952381	0.880952380952381	0.904761904761905	0.761904761904762	0.880952380952381	0.761904761904762	0.642857142857143	0.738095238095238	0.928571428571429	0.952380952380953	0.904761904761905	0.904761904761905	0.928571428571429	0.904761904761905	0.904761904761905	0.80952380952381	0.833333333333333	0.857142857142857	0.850314645958414	1	0.761904761904762	0.928571428571429	0.928571428571429	0.619047619047619	0.738095238095238	0.833333333333333	0.904761904761905	0.761904761904762	0.80952380952381	0.833333333333333	0.738095238095238	0.857142857142857	0.595238095238095	0.857142857142857	0.690476190476191	0.928571428571429	0.761904761904762	0.785714285714286	0.886243433815812	0.778457070243618	0.682646969290558	0.778457070243618	0.874267171196679	0.934148484292342	0.886243433815812	0.886243433815812	0.886243433815812
Kinneretia	0.904761904761905	0.714285714285714	0.833333333333333	0.928571428571429	0.976190476190476	0.642857142857143	0.666666666666667	0.880952380952381	0.880952380952381	0.857142857142857	0.714285714285714	0.785714285714286	0.880952380952381	0.714285714285714	0.952380952380953	0.880952380952381	0.761904761904762	0.690476190476191	0.952380952380953	0.857142857142857	0.904761904761905	0.714285714285714	0.714285714285714	0.80952380952381	0.714285714285714	0.880952380952381	0.761904761904762	0.642857142857143	0.904761904761905	0.802409595481884	0.761904761904762	1	0.80952380952381	0.857142857142857	0.904761904761905	0.690476190476191	0.785714285714286	0.880952380952381	0.738095238095238	0.785714285714286	0.642857142857143	0.690476190476191	0.904761904761905	0.80952380952381	0.904761904761905	0.880952380952381	0.80952380952381	0.833333333333333	0.666666666666667	0.778457070243618	0.754504545005353	0.658694444052292	0.754504545005353	0.826362120720149	0.802409595481884	0.778457070243618	0.778457070243618	0.778457070243618
Ilumatobacter	0.952380952380953	0.904761904761905	0.904761904761905	0.738095238095238	0.761904761904762	0.928571428571429	0.904761904761905	0.976190476190476	0.833333333333333	0.952380952380953	0.904761904761905	0.952380952380953	0.857142857142857	0.976190476190476	0.880952380952381	0.857142857142857	0.880952380952381	0.785714285714286	0.80952380952381	0.952380952380953	0.952380952380953	0.976190476190476	0.976190476190476	1	0.976190476190476	0.976190476190476	0.928571428571429	0.928571428571429	0.952380952380953	0.97007727214974	0.928571428571429	0.80952380952381	1	0.952380952380953	0.761904761904762	0.80952380952381	0.833333333333333	0.976190476190476	0.880952380952381	0.952380952380953	0.928571428571429	0.80952380952381	0.928571428571429	0.714285714285714	0.952380952380953	0.833333333333333	1	0.857142857142857	0.904761904761905	0.958101009530607	0.850314645958414	0.754504545005353	0.850314645958414	0.826362120720149	0.934148484292342	0.958101009530607	0.958101009530607	0.958101009530607
Arenimonas	0.952380952380953	0.80952380952381	0.904761904761905	0.714285714285714	0.833333333333333	0.833333333333333	0.857142857142857	0.928571428571429	0.857142857142857	1	0.80952380952381	0.857142857142857	0.952380952380953	0.880952380952381	0.904761904761905	0.952380952380953	0.738095238095238	0.714285714285714	0.904761904761905	1	0.952380952380953	0.880952380952381	0.880952380952381	0.952380952380953	0.880952380952381	0.928571428571429	0.928571428571429	0.833333333333333	0.952380952380953	0.898219696434944	0.928571428571429	0.857142857142857	0.952380952380953	1	0.761904761904762	0.80952380952381	0.952380952380953	0.928571428571429	0.833333333333333	0.928571428571429	0.833333333333333	0.80952380952381	0.857142857142857	0.80952380952381	0.952380952380953	0.857142857142857	0.952380952380953	0.785714285714286	0.857142857142857	0.874267171196679	0.898219696434944	0.826362120720149	0.898219696434944	0.946124746911475	0.898219696434944	0.874267171196679	0.874267171196679	0.874267171196679
Curtobacterium	0.857142857142857	0.619047619047619	0.785714285714286	0.880952380952381	0.880952380952381	0.595238095238095	0.619047619047619	0.833333333333333	0.833333333333333	0.761904761904762	0.666666666666667	0.738095238095238	0.738095238095238	0.666666666666667	0.904761904761905	0.738095238095238	0.80952380952381	0.642857142857143	0.857142857142857	0.761904761904762	0.80952380952381	0.666666666666667	0.666666666666667	0.761904761904762	0.666666666666667	0.833333333333333	0.714285714285714	0.595238095238095	0.857142857142857	0.850314645958414	0.619047619047619	0.904761904761905	0.761904761904762	0.761904761904762	1	0.595238095238095	0.642857142857143	0.833333333333333	0.690476190476191	0.833333333333333	0.595238095238095	0.595238095238095	0.857142857142857	0.714285714285714	0.857142857142857	0.833333333333333	0.761904761904762	0.928571428571429	0.619047619047619	0.730552019767088	0.658694444052292	0.610789393575762	0.658694444052292	0.730552019767088	0.706599494528823	0.730552019767088	0.730552019767088	0.730552019767088
Catellatospora	0.880952380952381	0.833333333333333	0.952380952380953	0.714285714285714	0.619047619047619	0.904761904761905	0.952380952380953	0.833333333333333	0.904761904761905	0.80952380952381	0.928571428571429	0.857142857142857	0.857142857142857	0.833333333333333	0.833333333333333	0.857142857142857	0.714285714285714	0.952380952380953	0.714285714285714	0.80952380952381	0.785714285714286	0.833333333333333	0.833333333333333	0.80952380952381	0.833333333333333	0.833333333333333	0.928571428571429	0.904761904761905	0.880952380952381	0.778457070243618	0.738095238095238	0.690476190476191	0.80952380952381	0.80952380952381	0.595238095238095	1	0.761904761904762	0.833333333333333	0.976190476190476	0.80952380952381	0.904761904761905	1	0.738095238095238	0.857142857142857	0.880952380952381	0.904761904761905	0.80952380952381	0.595238095238095	0.952380952380953	0.64671818143316	0.97007727214974	0.946124746911475	0.97007727214974	0.754504545005353	0.59881313095663	0.64671818143316	0.64671818143316	0.64671818143316
Aquimonas	0.857142857142857	0.642857142857143	0.833333333333333	0.619047619047619	0.80952380952381	0.714285714285714	0.785714285714286	0.785714285714286	0.80952380952381	0.952380952380953	0.666666666666667	0.690476190476191	0.928571428571429	0.738095238095238	0.833333333333333	0.928571428571429	0.523809523809524	0.619047619047619	0.904761904761905	0.952380952380953	0.833333333333333	0.738095238095238	0.738095238095238	0.833333333333333	0.738095238095238	0.785714285714286	0.880952380952381	0.714285714285714	0.857142857142857	0.742528282386221	0.833333333333333	0.785714285714286	0.833333333333333	0.952380952380953	0.642857142857143	0.761904761904762	1	0.785714285714286	0.738095238095238	0.833333333333333	0.714285714285714	0.761904761904762	0.690476190476191	0.857142857142857	0.857142857142857	0.80952380952381	0.833333333333333	0.595238095238095	0.785714285714286	0.742528282386221	0.886243433815812	0.838338383339281	0.886243433815812	0.934148484292342	0.790433332862751	0.742528282386221	0.742528282386221	0.742528282386221
Pseudolabrys	0.976190476190476	0.928571428571429	0.928571428571429	0.833333333333333	0.80952380952381	0.904761904761905	0.880952380952381	1	0.880952380952381	0.928571428571429	0.928571428571429	0.976190476190476	0.880952380952381	0.952380952380953	0.928571428571429	0.880952380952381	0.928571428571429	0.833333333333333	0.833333333333333	0.928571428571429	0.976190476190476	0.952380952380953	0.952380952380953	0.976190476190476	0.952380952380953	1	0.904761904761905	0.904761904761905	0.976190476190476	0.97007727214974	0.904761904761905	0.880952380952381	0.976190476190476	0.928571428571429	0.833333333333333	0.833333333333333	0.785714285714286	1	0.904761904761905	0.928571428571429	0.904761904761905	0.833333333333333	0.976190476190476	0.738095238095238	0.976190476190476	0.880952380952381	0.976190476190476	0.904761904761905	0.880952380952381	0.922172221673209	0.850314645958414	0.754504545005353	0.850314645958414	0.826362120720149	0.898219696434944	0.922172221673209	0.922172221673209	0.922172221673209
Ramlibacter	0.928571428571429	0.880952380952381	0.976190476190476	0.785714285714286	0.666666666666667	0.952380952380953	0.976190476190476	0.904761904761905	0.928571428571429	0.833333333333333	0.976190476190476	0.928571428571429	0.833333333333333	0.904761904761905	0.880952380952381	0.833333333333333	0.833333333333333	0.976190476190476	0.738095238095238	0.833333333333333	0.833333333333333	0.904761904761905	0.904761904761905	0.880952380952381	0.904761904761905	0.904761904761905	0.952380952380953	0.952380952380953	0.928571428571429	0.874267171196679	0.761904761904762	0.738095238095238	0.880952380952381	0.833333333333333	0.690476190476191	0.976190476190476	0.738095238095238	0.904761904761905	1	0.880952380952381	0.952380952380953	0.976190476190476	0.833333333333333	0.833333333333333	0.928571428571429	0.928571428571429	0.880952380952381	0.714285714285714	0.976190476190476	0.754504545005353	0.946124746911475	0.898219696434944	0.946124746911475	0.730552019767088	0.682646969290558	0.754504545005353	0.754504545005353	0.754504545005353
Chitinimonas	0.952380952380953	0.785714285714286	0.928571428571429	0.738095238095238	0.761904761904762	0.880952380952381	0.904761904761905	0.928571428571429	0.880952380952381	0.928571428571429	0.857142857142857	0.880952380952381	0.833333333333333	0.904761904761905	0.904761904761905	0.833333333333333	0.833333333333333	0.785714285714286	0.833333333333333	0.928571428571429	0.880952380952381	0.904761904761905	0.904761904761905	0.952380952380953	0.904761904761905	0.928571428571429	0.952380952380953	0.880952380952381	0.952380952380953	0.97007727214974	0.80952380952381	0.785714285714286	0.952380952380953	0.928571428571429	0.833333333333333	0.80952380952381	0.833333333333333	0.928571428571429	0.880952380952381	1	0.880952380952381	0.80952380952381	0.857142857142857	0.785714285714286	0.952380952380953	0.880952380952381	0.952380952380953	0.857142857142857	0.904761904761905	0.874267171196679	0.874267171196679	0.826362120720149	0.874267171196679	0.826362120720149	0.826362120720149	0.874267171196679	0.874267171196679	0.874267171196679
Methyloceanibacter	0.880952380952381	0.928571428571429	0.904761904761905	0.666666666666667	0.571428571428572	1	0.976190476190476	0.904761904761905	0.80952380952381	0.833333333333333	0.976190476190476	0.952380952380953	0.761904761904762	0.976190476190476	0.785714285714286	0.761904761904762	0.857142857142857	0.904761904761905	0.642857142857143	0.833333333333333	0.833333333333333	0.976190476190476	0.976190476190476	0.928571428571429	0.976190476190476	0.904761904761905	0.928571428571429	1	0.880952380952381	0.898219696434944	0.833333333333333	0.642857142857143	0.928571428571429	0.833333333333333	0.595238095238095	0.904761904761905	0.714285714285714	0.904761904761905	0.952380952380953	0.880952380952381	1	0.904761904761905	0.833333333333333	0.690476190476191	0.880952380952381	0.80952380952381	0.928571428571429	0.714285714285714	0.976190476190476	0.850314645958414	0.874267171196679	0.802409595481884	0.874267171196679	0.682646969290558	0.778457070243618	0.850314645958414	0.850314645958414	0.850314645958414
Povalibacter	0.880952380952381	0.833333333333333	0.952380952380953	0.714285714285714	0.619047619047619	0.904761904761905	0.952380952380953	0.833333333333333	0.904761904761905	0.80952380952381	0.928571428571429	0.857142857142857	0.857142857142857	0.833333333333333	0.833333333333333	0.857142857142857	0.714285714285714	0.952380952380953	0.714285714285714	0.80952380952381	0.785714285714286	0.833333333333333	0.833333333333333	0.80952380952381	0.833333333333333	0.833333333333333	0.928571428571429	0.904761904761905	0.880952380952381	0.778457070243618	0.738095238095238	0.690476190476191	0.80952380952381	0.80952380952381	0.595238095238095	1	0.761904761904762	0.833333333333333	0.976190476190476	0.80952380952381	0.904761904761905	1	0.738095238095238	0.857142857142857	0.880952380952381	0.904761904761905	0.80952380952381	0.595238095238095	0.952380952380953	0.64671818143316	0.97007727214974	0.946124746911475	0.97007727214974	0.754504545005353	0.59881313095663	0.64671818143316	0.64671818143316	0.64671818143316
Variibacter	0.928571428571429	0.904761904761905	0.857142857142857	0.880952380952381	0.833333333333333	0.833333333333333	0.785714285714286	0.976190476190476	0.833333333333333	0.857142857142857	0.880952380952381	0.952380952380953	0.80952380952381	0.904761904761905	0.904761904761905	0.80952380952381	0.952380952380953	0.785714285714286	0.80952380952381	0.857142857142857	0.952380952380953	0.904761904761905	0.904761904761905	0.928571428571429	0.904761904761905	0.976190476190476	0.80952380952381	0.833333333333333	0.928571428571429	0.934148484292342	0.857142857142857	0.904761904761905	0.928571428571429	0.857142857142857	0.857142857142857	0.738095238095238	0.690476190476191	0.976190476190476	0.833333333333333	0.857142857142857	0.833333333333333	0.738095238095238	1	0.666666666666667	0.928571428571429	0.833333333333333	0.928571428571429	0.928571428571429	0.785714285714286	0.922172221673209	0.742528282386221	0.622765656194895	0.742528282386221	0.742528282386221	0.898219696434944	0.922172221673209	0.922172221673209	0.922172221673209
Parachlamydia	0.857142857142857	0.571428571428572	0.904761904761905	0.80952380952381	0.833333333333333	0.690476190476191	0.80952380952381	0.738095238095238	0.952380952380953	0.80952380952381	0.714285714285714	0.666666666666667	0.857142857142857	0.642857142857143	0.904761904761905	0.857142857142857	0.547619047619048	0.80952380952381	0.904761904761905	0.80952380952381	0.714285714285714	0.642857142857143	0.642857142857143	0.714285714285714	0.642857142857143	0.738095238095238	0.880952380952381	0.690476190476191	0.857142857142857	0.682646969290558	0.595238095238095	0.80952380952381	0.714285714285714	0.80952380952381	0.714285714285714	0.857142857142857	0.857142857142857	0.738095238095238	0.833333333333333	0.785714285714286	0.690476190476191	0.857142857142857	0.666666666666667	1	0.857142857142857	0.952380952380953	0.714285714285714	0.547619047619048	0.80952380952381	0.586836868337497	0.922172221673209	0.898219696434944	0.922172221673209	0.778457070243618	0.562884343099232	0.586836868337497	0.586836868337497	0.586836868337497
Thiomonas	1	0.857142857142857	0.976190476190476	0.857142857142857	0.857142857142857	0.880952380952381	0.904761904761905	0.976190476190476	0.952380952380953	0.952380952380953	0.904761904761905	0.928571428571429	0.928571428571429	0.904761904761905	0.976190476190476	0.928571428571429	0.857142857142857	0.857142857142857	0.904761904761905	0.952380952380953	0.952380952380953	0.904761904761905	0.904761904761905	0.952380952380953	0.904761904761905	0.976190476190476	0.952380952380953	0.880952380952381	1	0.946124746911475	0.857142857142857	0.904761904761905	0.952380952380953	0.952380952380953	0.857142857142857	0.880952380952381	0.857142857142857	0.976190476190476	0.928571428571429	0.952380952380953	0.880952380952381	0.880952380952381	0.928571428571429	0.857142857142857	1	0.952380952380953	0.952380952380953	0.857142857142857	0.904761904761905	0.862290908577547	0.922172221673209	0.850314645958414	0.922172221673209	0.874267171196679	0.838338383339281	0.862290908577547	0.862290908577547	0.862290908577547
Halobacteriovorax	0.952380952380953	0.738095238095238	0.976190476190476	0.904761904761905	0.857142857142857	0.80952380952381	0.880952380952381	0.880952380952381	1	0.857142857142857	0.857142857142857	0.833333333333333	0.880952380952381	0.785714285714286	0.976190476190476	0.880952380952381	0.761904761904762	0.904761904761905	0.904761904761905	0.857142857142857	0.833333333333333	0.785714285714286	0.785714285714286	0.833333333333333	0.785714285714286	0.880952380952381	0.928571428571429	0.80952380952381	0.952380952380953	0.838338383339281	0.690476190476191	0.880952380952381	0.833333333333333	0.857142857142857	0.833333333333333	0.904761904761905	0.80952380952381	0.880952380952381	0.928571428571429	0.880952380952381	0.80952380952381	0.904761904761905	0.833333333333333	0.952380952380953	0.952380952380953	1	0.833333333333333	0.738095238095238	0.880952380952381	0.718575757147955	0.934148484292342	0.886243433815812	0.934148484292342	0.790433332862751	0.670670706671425	0.718575757147955	0.718575757147955	0.718575757147955
Ardenticatena	0.952380952380953	0.904761904761905	0.904761904761905	0.738095238095238	0.761904761904762	0.928571428571429	0.904761904761905	0.976190476190476	0.833333333333333	0.952380952380953	0.904761904761905	0.952380952380953	0.857142857142857	0.976190476190476	0.880952380952381	0.857142857142857	0.880952380952381	0.785714285714286	0.80952380952381	0.952380952380953	0.952380952380953	0.976190476190476	0.976190476190476	1	0.976190476190476	0.976190476190476	0.928571428571429	0.928571428571429	0.952380952380953	0.97007727214974	0.928571428571429	0.80952380952381	1	0.952380952380953	0.761904761904762	0.80952380952381	0.833333333333333	0.976190476190476	0.880952380952381	0.952380952380953	0.928571428571429	0.80952380952381	0.928571428571429	0.714285714285714	0.952380952380953	0.833333333333333	1	0.857142857142857	0.904761904761905	0.958101009530607	0.850314645958414	0.754504545005353	0.850314645958414	0.826362120720149	0.934148484292342	0.958101009530607	0.958101009530607	0.958101009530607
Chelativorans	0.857142857142857	0.785714285714286	0.761904761904762	0.785714285714286	0.761904761904762	0.714285714285714	0.666666666666667	0.904761904761905	0.738095238095238	0.785714285714286	0.761904761904762	0.857142857142857	0.714285714285714	0.80952380952381	0.833333333333333	0.714285714285714	0.928571428571429	0.642857142857143	0.738095238095238	0.785714285714286	0.880952380952381	0.80952380952381	0.80952380952381	0.857142857142857	0.80952380952381	0.904761904761905	0.714285714285714	0.714285714285714	0.857142857142857	0.934148484292342	0.761904761904762	0.833333333333333	0.857142857142857	0.785714285714286	0.928571428571429	0.595238095238095	0.595238095238095	0.904761904761905	0.714285714285714	0.857142857142857	0.714285714285714	0.595238095238095	0.928571428571429	0.547619047619048	0.857142857142857	0.738095238095238	0.857142857142857	1	0.666666666666667	0.850314645958414	0.622765656194895	0.550908080480099	0.622765656194895	0.718575757147955	0.826362120720149	0.850314645958414	0.850314645958414	0.850314645958414
Luteivirga	0.904761904761905	0.857142857142857	0.952380952380953	0.690476190476191	0.619047619047619	0.976190476190476	1	0.880952380952381	0.880952380952381	0.857142857142857	0.952380952380953	0.904761904761905	0.80952380952381	0.928571428571429	0.833333333333333	0.80952380952381	0.785714285714286	0.928571428571429	0.714285714285714	0.857142857142857	0.80952380952381	0.928571428571429	0.928571428571429	0.904761904761905	0.928571428571429	0.880952380952381	0.976190476190476	0.976190476190476	0.904761904761905	0.874267171196679	0.785714285714286	0.666666666666667	0.904761904761905	0.857142857142857	0.619047619047619	0.952380952380953	0.785714285714286	0.880952380952381	0.976190476190476	0.904761904761905	0.976190476190476	0.952380952380953	0.785714285714286	0.80952380952381	0.904761904761905	0.880952380952381	0.904761904761905	0.666666666666667	1	0.790433332862751	0.946124746911475	0.898219696434944	0.946124746911475	0.730552019767088	0.718575757147955	0.790433332862751	0.790433332862751	0.790433332862751
