Aeromicrobium	Sorangium	Agromyces	Umezawaea	Solirubrobacter	Cellulomonas	Bradyrhizobium	Bacillus	Amycolatopsis	Galbitalea	Phycicoccus	Blastococcus	Gaiella	Conexibacter	Terrabacter	Paenibacillus	Saccharibacteria_genera_incertae_sedis	Phenylobacterium	g__Mortierella	Chryseolinea	Ideonella	Marmoricola	Dissulfuribacter	Geobacter	Gemmatimonas	Dongia	Aquihabitans	Haliangium	Rhizocola	g__Apodus	Knoellia	Saccharothrix	Sporosarcina	Sporichthya	Ilumatobacter	Nitrospira	Cellvibrio	Arenimonas	Catellatospora	Peredibacter	Panacagrimonas	Rhodoligotrophos	Neptunomonas	Pseudolabrys	Ramlibacter	Chitinimonas	Nannocystis	Methyloceanibacter	Streptosporangium	Amaricoccus	Povalibacter	Labilithrix	Adhaeribacter	Nitrincola	Lautropia	Thiomonas	Halobacteriovorax	Tumebacillus	Ardenticatena	Rubrobacter	Luteivirga	Nakamurella	Sanguibacter	Tahibacter	Sandaracinus	Sulfurisoma	Polyangium	Armatimonadetes_gp5
Amaricoccus	0.880952380952381	0.928571428571429	0.928571428571429	0.738095238095238	0.928571428571429	0.880952380952381	0.761904761904762	0.904761904761905	0.642857142857143	0.690476190476191	0.928571428571429	0.952380952380953	0.857142857142857	0.833333333333333	0.904761904761905	0.952380952380953	0.880952380952381	0.785714285714286	0.904761904761905	0.690476190476191	0.904761904761905	0.904761904761905	0.880952380952381	0.833333333333333	0.904761904761905	0.761904761904762	0.80952380952381	0.928571428571429	0.714285714285714	0.778457070243618	0.904761904761905	0.714285714285714	0.952380952380953	0.928571428571429	0.833333333333333	0.904761904761905	0.976190476190476	0.690476190476191	0.738095238095238	0.952380952380953	0.690476190476191	0.880952380952381	0.690476190476191	0.761904761904762	0.80952380952381	0.761904761904762	1	0.928571428571429	0.880952380952381	1	0.738095238095238	0.928571428571429	0.874267171196679	0.994029797388005	0.880952380952381	0.714285714285714	0.642857142857143	0.904761904761905	0.833333333333333	0.880952380952381	0.880952380952381	0.833333333333333	0.706599494528823	0.610789393575762	0.826362120720149	0.706599494528823	0.833333333333333	0.802409595481884
Povalibacter	0.952380952380953	0.904761904761905	0.904761904761905	0.952380952380953	0.904761904761905	0.952380952380953	0.833333333333333	0.880952380952381	0.904761904761905	0.80952380952381	0.714285714285714	0.833333333333333	0.928571428571429	0.857142857142857	0.833333333333333	0.80952380952381	0.80952380952381	0.952380952380953	0.880952380952381	0.80952380952381	0.833333333333333	0.833333333333333	0.80952380952381	0.80952380952381	0.833333333333333	0.833333333333333	0.928571428571429	0.904761904761905	0.880952380952381	0.778457070243618	0.880952380952381	0.976190476190476	0.833333333333333	0.714285714285714	0.80952380952381	0.880952380952381	0.857142857142857	0.80952380952381	1	0.833333333333333	0.904761904761905	0.80952380952381	0.904761904761905	0.833333333333333	0.976190476190476	0.80952380952381	0.738095238095238	0.904761904761905	0.857142857142857	0.738095238095238	1	0.714285714285714	0.850314645958414	0.730552019767088	0.857142857142857	0.880952380952381	0.904761904761905	0.880952380952381	0.80952380952381	0.857142857142857	0.952380952380953	0.904761904761905	0.97007727214974	0.946124746911475	0.850314645958414	0.97007727214974	0.80952380952381	0.922172221673209
Labilithrix	0.857142857142857	0.833333333333333	0.928571428571429	0.785714285714286	0.928571428571429	0.857142857142857	0.904761904761905	0.761904761904762	0.690476190476191	0.833333333333333	1	0.880952380952381	0.880952380952381	0.928571428571429	0.976190476190476	0.880952380952381	0.952380952380953	0.738095238095238	0.904761904761905	0.833333333333333	0.976190476190476	0.976190476190476	0.952380952380953	0.952380952380953	0.976190476190476	0.904761904761905	0.833333333333333	0.928571428571429	0.833333333333333	0.910195959054077	0.904761904761905	0.690476190476191	0.833333333333333	1	0.952380952380953	0.904761904761905	0.904761904761905	0.833333333333333	0.714285714285714	0.880952380952381	0.642857142857143	0.952380952380953	0.690476190476191	0.904761904761905	0.80952380952381	0.857142857142857	0.928571428571429	0.928571428571429	0.785714285714286	0.928571428571429	0.714285714285714	1	0.754504545005353	0.898219696434944	0.785714285714286	0.833333333333333	0.690476190476191	0.904761904761905	0.952380952380953	0.785714285714286	0.857142857142857	0.80952380952381	0.718575757147955	0.59881313095663	0.658694444052292	0.718575757147955	0.761904761904762	0.790433332862751
Adhaeribacter	0.862290908577547	0.898219696434944	0.886243433815812	0.718575757147955	0.886243433815812	0.862290908577547	0.658694444052292	0.898219696434944	0.610789393575762	0.610789393575762	0.754504545005353	0.97007727214974	0.850314645958414	0.766480807624486	0.802409595481884	0.850314645958414	0.850314645958414	0.826362120720149	0.934148484292342	0.610789393575762	0.802409595481884	0.802409595481884	0.850314645958414	0.69462323190969	0.802409595481884	0.658694444052292	0.754504545005353	0.886243433815812	0.634741918814027	0.608433734939759	0.934148484292342	0.898219696434944	0.922172221673209	0.754504545005353	0.69462323190969	0.934148484292342	0.922172221673209	0.610789393575762	0.850314645958414	0.97007727214974	0.718575757147955	0.850314645958414	0.874267171196679	0.658694444052292	0.826362120720149	0.59881313095663	0.874267171196679	0.886243433815812	0.886243433815812	0.874267171196679	0.850314645958414	0.754504545005353	1	0.879518072289157	0.886243433815812	0.634741918814027	0.610789393575762	0.934148484292342	0.69462323190969	0.994029797388005	0.862290908577547	0.958101009530607	0.765060240963855	0.716867469879518	0.855421686746988	0.765060240963855	0.718575757147955	0.94578313253012
Nitrincola	0.862290908577547	0.922172221673209	0.910195959054077	0.718575757147955	0.910195959054077	0.862290908577547	0.730552019767088	0.922172221673209	0.634741918814027	0.634741918814027	0.898219696434944	0.946124746911475	0.850314645958414	0.814385858101016	0.874267171196679	0.946124746911475	0.850314645958414	0.802409595481884	0.886243433815812	0.634741918814027	0.874267171196679	0.874267171196679	0.850314645958414	0.790433332862751	0.874267171196679	0.730552019767088	0.778457070243618	0.910195959054077	0.682646969290558	0.740963855421687	0.886243433815812	0.706599494528823	0.97007727214974	0.898219696434944	0.790433332862751	0.886243433815812	0.97007727214974	0.634741918814027	0.730552019767088	0.946124746911475	0.718575757147955	0.850314645958414	0.658694444052292	0.730552019767088	0.802409595481884	0.718575757147955	0.994029797388005	0.910195959054077	0.910195959054077	0.994029797388005	0.730552019767088	0.898219696434944	0.879518072289157	1	0.910195959054077	0.682646969290558	0.634741918814027	0.886243433815812	0.790433332862751	0.874267171196679	0.862290908577547	0.814385858101016	0.680722891566265	0.58433734939759	0.831325301204819	0.680722891566265	0.814385858101016	0.789156626506024
Lautropia	0.880952380952381	0.904761904761905	0.904761904761905	0.80952380952381	0.904761904761905	0.880952380952381	0.761904761904762	0.952380952380953	0.761904761904762	0.595238095238095	0.785714285714286	0.904761904761905	0.928571428571429	0.857142857142857	0.833333333333333	0.904761904761905	0.80952380952381	0.952380952380953	0.880952380952381	0.595238095238095	0.833333333333333	0.833333333333333	0.80952380952381	0.738095238095238	0.833333333333333	0.761904761904762	0.785714285714286	0.904761904761905	0.738095238095238	0.730552019767088	0.880952380952381	0.833333333333333	0.976190476190476	0.785714285714286	0.738095238095238	0.880952380952381	0.928571428571429	0.595238095238095	0.857142857142857	0.904761904761905	0.904761904761905	0.80952380952381	0.690476190476191	0.761904761904762	0.904761904761905	0.690476190476191	0.880952380952381	0.904761904761905	1	0.880952380952381	0.857142857142857	0.785714285714286	0.886243433815812	0.910195959054077	1	0.738095238095238	0.761904761904762	0.880952380952381	0.738095238095238	0.857142857142857	0.880952380952381	0.833333333333333	0.754504545005353	0.682646969290558	0.814385858101016	0.754504545005353	0.738095238095238	0.850314645958414
Thiomonas	0.904761904761905	0.80952380952381	0.880952380952381	0.976190476190476	0.880952380952381	0.904761904761905	0.976190476190476	0.738095238095238	0.952380952380953	0.952380952380953	0.833333333333333	0.714285714285714	0.904761904761905	0.928571428571429	0.904761904761905	0.761904761904762	0.833333333333333	0.857142857142857	0.80952380952381	0.952380952380953	0.904761904761905	0.904761904761905	0.833333333333333	0.952380952380953	0.904761904761905	0.976190476190476	0.952380952380953	0.880952380952381	1	0.946124746911475	0.80952380952381	0.80952380952381	0.714285714285714	0.833333333333333	0.952380952380953	0.80952380952381	0.785714285714286	0.952380952380953	0.880952380952381	0.714285714285714	0.833333333333333	0.833333333333333	0.761904761904762	0.976190476190476	0.928571428571429	0.952380952380953	0.714285714285714	0.880952380952381	0.738095238095238	0.714285714285714	0.880952380952381	0.833333333333333	0.634741918814027	0.682646969290558	0.738095238095238	1	0.952380952380953	0.80952380952381	0.952380952380953	0.666666666666667	0.904761904761905	0.761904761904762	0.922172221673209	0.850314645958414	0.682646969290558	0.922172221673209	0.80952380952381	0.778457070243618
Halobacteriovorax	0.880952380952381	0.80952380952381	0.80952380952381	0.976190476190476	0.80952380952381	0.880952380952381	0.880952380952381	0.785714285714286	1	0.857142857142857	0.690476190476191	0.642857142857143	0.857142857142857	0.833333333333333	0.785714285714286	0.714285714285714	0.690476190476191	0.904761904761905	0.714285714285714	0.857142857142857	0.785714285714286	0.785714285714286	0.690476190476191	0.833333333333333	0.785714285714286	0.880952380952381	0.928571428571429	0.80952380952381	0.952380952380953	0.838338383339281	0.714285714285714	0.80952380952381	0.714285714285714	0.690476190476191	0.833333333333333	0.714285714285714	0.738095238095238	0.857142857142857	0.904761904761905	0.642857142857143	0.928571428571429	0.690476190476191	0.714285714285714	0.880952380952381	0.928571428571429	0.880952380952381	0.642857142857143	0.80952380952381	0.761904761904762	0.642857142857143	0.904761904761905	0.690476190476191	0.610789393575762	0.634741918814027	0.761904761904762	0.952380952380953	1	0.714285714285714	0.833333333333333	0.619047619047619	0.880952380952381	0.690476190476191	0.934148484292342	0.886243433815812	0.754504545005353	0.934148484292342	0.833333333333333	0.718575757147955
Tumebacillus	0.928571428571429	0.904761904761905	0.976190476190476	0.833333333333333	0.976190476190476	0.928571428571429	0.857142857142857	0.857142857142857	0.714285714285714	0.785714285714286	0.904761904761905	0.976190476190476	0.952380952380953	0.928571428571429	0.952380952380953	0.904761904761905	0.976190476190476	0.857142857142857	1	0.785714285714286	0.952380952380953	0.952380952380953	0.976190476190476	0.880952380952381	0.952380952380953	0.857142857142857	0.857142857142857	0.976190476190476	0.80952380952381	0.826362120720149	1	0.904761904761905	0.904761904761905	0.904761904761905	0.880952380952381	1	0.952380952380953	0.785714285714286	0.880952380952381	0.976190476190476	0.738095238095238	0.976190476190476	0.880952380952381	0.857142857142857	0.904761904761905	0.785714285714286	0.904761904761905	0.976190476190476	0.880952380952381	0.904761904761905	0.880952380952381	0.904761904761905	0.934148484292342	0.886243433815812	0.880952380952381	0.80952380952381	0.714285714285714	1	0.880952380952381	0.952380952380953	0.928571428571429	0.976190476190476	0.826362120720149	0.754504545005353	0.766480807624486	0.826362120720149	0.738095238095238	0.97007727214974
Ardenticatena	0.904761904761905	0.833333333333333	0.928571428571429	0.904761904761905	0.928571428571429	0.904761904761905	0.976190476190476	0.738095238095238	0.833333333333333	0.952380952380953	0.952380952380953	0.80952380952381	0.904761904761905	0.952380952380953	0.976190476190476	0.833333333333333	0.928571428571429	0.785714285714286	0.880952380952381	0.952380952380953	0.976190476190476	0.976190476190476	0.928571428571429	1	0.976190476190476	0.976190476190476	0.928571428571429	0.928571428571429	0.952380952380953	0.97007727214974	0.880952380952381	0.761904761904762	0.761904761904762	0.952380952380953	1	0.880952380952381	0.857142857142857	0.952380952380953	0.80952380952381	0.80952380952381	0.714285714285714	0.928571428571429	0.761904761904762	0.976190476190476	0.880952380952381	0.952380952380953	0.833333333333333	0.928571428571429	0.738095238095238	0.833333333333333	0.80952380952381	0.952380952380953	0.69462323190969	0.790433332862751	0.738095238095238	0.952380952380953	0.833333333333333	0.880952380952381	1	0.738095238095238	0.904761904761905	0.80952380952381	0.850314645958414	0.754504545005353	0.670670706671425	0.850314645958414	0.80952380952381	0.802409595481884
Rubrobacter	0.880952380952381	0.904761904761905	0.904761904761905	0.738095238095238	0.904761904761905	0.880952380952381	0.690476190476191	0.880952380952381	0.619047619047619	0.666666666666667	0.785714285714286	0.976190476190476	0.857142857142857	0.785714285714286	0.833333333333333	0.857142857142857	0.880952380952381	0.80952380952381	0.952380952380953	0.666666666666667	0.833333333333333	0.833333333333333	0.880952380952381	0.738095238095238	0.833333333333333	0.690476190476191	0.785714285714286	0.904761904761905	0.666666666666667	0.64671818143316	0.952380952380953	0.904761904761905	0.904761904761905	0.785714285714286	0.738095238095238	0.952380952380953	0.928571428571429	0.666666666666667	0.857142857142857	0.976190476190476	0.690476190476191	0.880952380952381	0.904761904761905	0.690476190476191	0.833333333333333	0.642857142857143	0.880952380952381	0.904761904761905	0.857142857142857	0.880952380952381	0.857142857142857	0.785714285714286	0.994029797388005	0.874267171196679	0.857142857142857	0.666666666666667	0.619047619047619	0.952380952380953	0.738095238095238	1	0.880952380952381	0.976190476190476	0.790433332862751	0.742528282386221	0.850314645958414	0.790433332862751	0.738095238095238	0.958101009530607
Luteivirga	1	0.976190476190476	0.976190476190476	0.952380952380953	0.976190476190476	1	0.880952380952381	0.928571428571429	0.880952380952381	0.857142857142857	0.857142857142857	0.904761904761905	0.952380952380953	0.904761904761905	0.928571428571429	0.928571428571429	0.880952380952381	0.928571428571429	0.928571428571429	0.857142857142857	0.928571428571429	0.928571428571429	0.880952380952381	0.904761904761905	0.928571428571429	0.880952380952381	0.976190476190476	0.976190476190476	0.904761904761905	0.874267171196679	0.928571428571429	0.904761904761905	0.904761904761905	0.857142857142857	0.904761904761905	0.928571428571429	0.952380952380953	0.857142857142857	0.952380952380953	0.904761904761905	0.857142857142857	0.880952380952381	0.857142857142857	0.880952380952381	0.976190476190476	0.904761904761905	0.880952380952381	0.976190476190476	0.880952380952381	0.880952380952381	0.952380952380953	0.857142857142857	0.862290908577547	0.862290908577547	0.880952380952381	0.904761904761905	0.880952380952381	0.928571428571429	0.904761904761905	0.880952380952381	1	0.904761904761905	0.946124746911475	0.898219696434944	0.886243433815812	0.946124746911475	0.904761904761905	0.898219696434944
Nakamurella	0.904761904761905	0.880952380952381	0.928571428571429	0.80952380952381	0.928571428571429	0.904761904761905	0.785714285714286	0.833333333333333	0.690476190476191	0.761904761904762	0.80952380952381	0.952380952380953	0.904761904761905	0.857142857142857	0.880952380952381	0.833333333333333	0.928571428571429	0.833333333333333	0.976190476190476	0.761904761904762	0.880952380952381	0.880952380952381	0.928571428571429	0.80952380952381	0.880952380952381	0.785714285714286	0.833333333333333	0.928571428571429	0.761904761904762	0.730552019767088	0.976190476190476	0.952380952380953	0.857142857142857	0.80952380952381	0.80952380952381	0.976190476190476	0.904761904761905	0.761904761904762	0.904761904761905	0.952380952380953	0.714285714285714	0.928571428571429	0.952380952380953	0.785714285714286	0.880952380952381	0.714285714285714	0.833333333333333	0.928571428571429	0.833333333333333	0.833333333333333	0.904761904761905	0.80952380952381	0.958101009530607	0.814385858101016	0.833333333333333	0.761904761904762	0.690476190476191	0.976190476190476	0.80952380952381	0.976190476190476	0.904761904761905	1	0.850314645958414	0.802409595481884	0.790433332862751	0.850314645958414	0.714285714285714	0.994029797388005
Sanguibacter	0.946124746911475	0.886243433815812	0.874267171196679	0.97007727214974	0.874267171196679	0.946124746911475	0.850314645958414	0.826362120720149	0.934148484292342	0.898219696434944	0.718575757147955	0.766480807624486	0.874267171196679	0.826362120720149	0.826362120720149	0.766480807624486	0.778457070243618	0.886243433815812	0.826362120720149	0.898219696434944	0.826362120720149	0.826362120720149	0.778457070243618	0.850314645958414	0.826362120720149	0.850314645958414	0.97007727214974	0.874267171196679	0.922172221673209	0.807228915662651	0.826362120720149	0.922172221673209	0.754504545005353	0.718575757147955	0.850314645958414	0.826362120720149	0.814385858101016	0.898219696434944	0.97007727214974	0.766480807624486	0.850314645958414	0.778457070243618	0.898219696434944	0.850314645958414	0.946124746911475	0.874267171196679	0.706599494528823	0.874267171196679	0.754504545005353	0.706599494528823	0.97007727214974	0.718575757147955	0.765060240963855	0.680722891566265	0.754504545005353	0.922172221673209	0.934148484292342	0.826362120720149	0.850314645958414	0.790433332862751	0.946124746911475	0.850314645958414	1	0.975903614457831	0.849397590361446	1	0.874267171196679	0.855421686746988
Tahibacter	0.898219696434944	0.838338383339281	0.802409595481884	0.922172221673209	0.802409595481884	0.898219696434944	0.754504545005353	0.778457070243618	0.886243433815812	0.826362120720149	0.59881313095663	0.69462323190969	0.802409595481884	0.730552019767088	0.730552019767088	0.718575757147955	0.682646969290558	0.838338383339281	0.754504545005353	0.826362120720149	0.730552019767088	0.730552019767088	0.682646969290558	0.754504545005353	0.730552019767088	0.754504545005353	0.922172221673209	0.802409595481884	0.850314645958414	0.734939759036145	0.754504545005353	0.898219696434944	0.682646969290558	0.59881313095663	0.754504545005353	0.754504545005353	0.742528282386221	0.826362120720149	0.946124746911475	0.69462323190969	0.802409595481884	0.682646969290558	0.874267171196679	0.754504545005353	0.898219696434944	0.826362120720149	0.610789393575762	0.802409595481884	0.682646969290558	0.610789393575762	0.946124746911475	0.59881313095663	0.716867469879518	0.58433734939759	0.682646969290558	0.850314645958414	0.886243433815812	0.754504545005353	0.754504545005353	0.742528282386221	0.898219696434944	0.802409595481884	0.975903614457831	1	0.825301204819277	0.975903614457831	0.826362120720149	0.807228915662651
Sandaracinus	0.886243433815812	0.946124746911475	0.814385858101016	0.790433332862751	0.814385858101016	0.886243433815812	0.610789393575762	0.946124746911475	0.754504545005353	0.658694444052292	0.658694444052292	0.826362120720149	0.754504545005353	0.64671818143316	0.706599494528823	0.826362120720149	0.658694444052292	0.826362120720149	0.766480807624486	0.658694444052292	0.706599494528823	0.706599494528823	0.658694444052292	0.670670706671425	0.706599494528823	0.610789393575762	0.850314645958414	0.814385858101016	0.682646969290558	0.596385542168675	0.766480807624486	0.802409595481884	0.874267171196679	0.658694444052292	0.670670706671425	0.766480807624486	0.874267171196679	0.658694444052292	0.850314645958414	0.826362120720149	0.790433332862751	0.658694444052292	0.778457070243618	0.610789393575762	0.826362120720149	0.69462323190969	0.826362120720149	0.814385858101016	0.814385858101016	0.826362120720149	0.850314645958414	0.658694444052292	0.855421686746988	0.831325301204819	0.814385858101016	0.682646969290558	0.754504545005353	0.766480807624486	0.670670706671425	0.850314645958414	0.886243433815812	0.790433332862751	0.849397590361446	0.825301204819277	1	0.849397590361446	0.934148484292342	0.765060240963855
Sulfurisoma	0.946124746911475	0.886243433815812	0.874267171196679	0.97007727214974	0.874267171196679	0.946124746911475	0.850314645958414	0.826362120720149	0.934148484292342	0.898219696434944	0.718575757147955	0.766480807624486	0.874267171196679	0.826362120720149	0.826362120720149	0.766480807624486	0.778457070243618	0.886243433815812	0.826362120720149	0.898219696434944	0.826362120720149	0.826362120720149	0.778457070243618	0.850314645958414	0.826362120720149	0.850314645958414	0.97007727214974	0.874267171196679	0.922172221673209	0.807228915662651	0.826362120720149	0.922172221673209	0.754504545005353	0.718575757147955	0.850314645958414	0.826362120720149	0.814385858101016	0.898219696434944	0.97007727214974	0.766480807624486	0.850314645958414	0.778457070243618	0.898219696434944	0.850314645958414	0.946124746911475	0.874267171196679	0.706599494528823	0.874267171196679	0.754504545005353	0.706599494528823	0.97007727214974	0.718575757147955	0.765060240963855	0.680722891566265	0.754504545005353	0.922172221673209	0.934148484292342	0.826362120720149	0.850314645958414	0.790433332862751	0.946124746911475	0.850314645958414	1	0.975903614457831	0.849397590361446	1	0.874267171196679	0.855421686746988
Polyangium	0.904761904761905	0.928571428571429	0.833333333333333	0.857142857142857	0.833333333333333	0.904761904761905	0.738095238095238	0.880952380952381	0.833333333333333	0.80952380952381	0.761904761904762	0.761904761904762	0.761904761904762	0.714285714285714	0.785714285714286	0.833333333333333	0.690476190476191	0.785714285714286	0.738095238095238	0.80952380952381	0.785714285714286	0.785714285714286	0.690476190476191	0.80952380952381	0.785714285714286	0.738095238095238	0.928571428571429	0.833333333333333	0.80952380952381	0.754504545005353	0.738095238095238	0.714285714285714	0.80952380952381	0.761904761904762	0.80952380952381	0.738095238095238	0.857142857142857	0.80952380952381	0.80952380952381	0.761904761904762	0.761904761904762	0.690476190476191	0.714285714285714	0.738095238095238	0.833333333333333	0.857142857142857	0.833333333333333	0.833333333333333	0.738095238095238	0.833333333333333	0.80952380952381	0.761904761904762	0.718575757147955	0.814385858101016	0.738095238095238	0.80952380952381	0.833333333333333	0.738095238095238	0.80952380952381	0.738095238095238	0.904761904761905	0.714285714285714	0.874267171196679	0.826362120720149	0.934148484292342	0.874267171196679	1	0.682646969290558
Armatimonadetes_gp5	0.898219696434944	0.862290908577547	0.922172221673209	0.826362120720149	0.922172221673209	0.898219696434944	0.802409595481884	0.826362120720149	0.718575757147955	0.754504545005353	0.790433332862751	0.934148484292342	0.922172221673209	0.874267171196679	0.874267171196679	0.814385858101016	0.922172221673209	0.862290908577547	0.97007727214974	0.754504545005353	0.874267171196679	0.874267171196679	0.922172221673209	0.802409595481884	0.874267171196679	0.802409595481884	0.826362120720149	0.922172221673209	0.778457070243618	0.734939759036145	0.97007727214974	0.97007727214974	0.850314645958414	0.790433332862751	0.802409595481884	0.97007727214974	0.886243433815812	0.754504545005353	0.922172221673209	0.934148484292342	0.754504545005353	0.922172221673209	0.946124746911475	0.802409595481884	0.898219696434944	0.706599494528823	0.802409595481884	0.922172221673209	0.850314645958414	0.802409595481884	0.922172221673209	0.790433332862751	0.94578313253012	0.789156626506024	0.850314645958414	0.778457070243618	0.718575757147955	0.97007727214974	0.802409595481884	0.958101009530607	0.898219696434944	0.994029797388005	0.855421686746988	0.807228915662651	0.765060240963855	0.855421686746988	0.682646969290558	1
