g__Lachnella	Agromyces	Arthrobacter	Solirubrobacter	Blastococcus	Gaiella	Terrabacter	Saccharibacteria_genera_incertae_sedis	g__Mortierella	Ideonella	Marmoricola	Dissulfuribacter	Gemmatimonas	Haliangium	Knoellia	Saccharothrix	Asticcacaulis	Sporosarcina	Sporichthya	Ilumatobacter	Nitrospira	Cellvibrio	Catellatospora	Peredibacter	Rhodoligotrophos	Neptunomonas	Pseudolabrys	Ramlibacter	Ohtaekwangia	Oscillochloris	Nannocystis	Methyloceanibacter	Streptosporangium	Amaricoccus	Povalibacter	Labilithrix	Adhaeribacter	Uliginosibacterium	Nitrincola	Lautropia	Tumebacillus	Clavibacter	Ardenticatena	Gp22	Rubrobacter	Luteivirga	Nakamurella	Acidiphilium	Armatimonadetes_gp5
Marmoricola	0.928571428571429	0.976190476190476	0.952380952380953	0.976190476190476	0.904761904761905	0.952380952380953	1	0.976190476190476	0.952380952380953	1	1	0.976190476190476	1	0.976190476190476	0.952380952380953	0.80952380952381	0.904761904761905	0.857142857142857	0.976190476190476	0.976190476190476	0.952380952380953	0.928571428571429	0.833333333333333	0.904761904761905	0.976190476190476	0.785714285714286	0.952380952380953	0.904761904761905	0.910195959054077	0.958101009530607	0.904761904761905	0.976190476190476	0.833333333333333	0.904761904761905	0.833333333333333	0.976190476190476	0.802409595481884	0.857142857142857	0.874267171196679	0.833333333333333	0.952380952380953	0.833333333333333	0.976190476190476	0.952380952380953	0.833333333333333	0.928571428571429	0.880952380952381	0.958101009530607	0.874267171196679
Dissulfuribacter	0.976190476190476	0.952380952380953	0.976190476190476	0.952380952380953	0.928571428571429	0.928571428571429	0.976190476190476	1	0.976190476190476	0.976190476190476	0.976190476190476	1	0.976190476190476	0.952380952380953	0.976190476190476	0.833333333333333	0.928571428571429	0.833333333333333	0.952380952380953	0.928571428571429	0.976190476190476	0.904761904761905	0.80952380952381	0.928571428571429	1	0.833333333333333	0.904761904761905	0.857142857142857	0.886243433815812	0.934148484292342	0.880952380952381	0.952380952380953	0.80952380952381	0.880952380952381	0.80952380952381	0.952380952380953	0.850314645958414	0.904761904761905	0.850314645958414	0.80952380952381	0.976190476190476	0.904761904761905	0.928571428571429	0.976190476190476	0.880952380952381	0.880952380952381	0.928571428571429	0.934148484292342	0.922172221673209
Gemmatimonas	0.928571428571429	0.976190476190476	0.952380952380953	0.976190476190476	0.904761904761905	0.952380952380953	1	0.976190476190476	0.952380952380953	1	1	0.976190476190476	1	0.976190476190476	0.952380952380953	0.80952380952381	0.904761904761905	0.857142857142857	0.976190476190476	0.976190476190476	0.952380952380953	0.928571428571429	0.833333333333333	0.904761904761905	0.976190476190476	0.785714285714286	0.952380952380953	0.904761904761905	0.910195959054077	0.958101009530607	0.904761904761905	0.976190476190476	0.833333333333333	0.904761904761905	0.833333333333333	0.976190476190476	0.802409595481884	0.857142857142857	0.874267171196679	0.833333333333333	0.952380952380953	0.833333333333333	0.976190476190476	0.952380952380953	0.833333333333333	0.928571428571429	0.880952380952381	0.958101009530607	0.874267171196679
Haliangium	0.904761904761905	1	0.928571428571429	1	0.952380952380953	0.976190476190476	0.976190476190476	0.952380952380953	0.976190476190476	0.976190476190476	0.976190476190476	0.952380952380953	0.976190476190476	1	0.976190476190476	0.880952380952381	0.833333333333333	0.928571428571429	0.928571428571429	0.928571428571429	0.976190476190476	0.976190476190476	0.904761904761905	0.952380952380953	0.952380952380953	0.833333333333333	0.904761904761905	0.952380952380953	0.874267171196679	0.898219696434944	0.928571428571429	1	0.904761904761905	0.928571428571429	0.904761904761905	0.928571428571429	0.886243433815812	0.833333333333333	0.910195959054077	0.904761904761905	0.976190476190476	0.80952380952381	0.928571428571429	0.904761904761905	0.904761904761905	0.976190476190476	0.928571428571429	0.898219696434944	0.922172221673209
Knoellia	0.952380952380953	0.976190476190476	0.952380952380953	0.976190476190476	0.976190476190476	0.952380952380953	0.952380952380953	0.976190476190476	1	0.952380952380953	0.952380952380953	0.976190476190476	0.952380952380953	0.976190476190476	1	0.904761904761905	0.857142857142857	0.904761904761905	0.904761904761905	0.880952380952381	1	0.952380952380953	0.880952380952381	0.976190476190476	0.976190476190476	0.880952380952381	0.857142857142857	0.904761904761905	0.850314645958414	0.874267171196679	0.904761904761905	0.976190476190476	0.880952380952381	0.904761904761905	0.880952380952381	0.904761904761905	0.934148484292342	0.880952380952381	0.886243433815812	0.880952380952381	1	0.880952380952381	0.880952380952381	0.928571428571429	0.952380952380953	0.928571428571429	0.976190476190476	0.874267171196679	0.97007727214974
Saccharothrix	0.785714285714286	0.880952380952381	0.857142857142857	0.880952380952381	0.857142857142857	0.904761904761905	0.80952380952381	0.833333333333333	0.904761904761905	0.80952380952381	0.80952380952381	0.833333333333333	0.80952380952381	0.880952380952381	0.904761904761905	1	0.761904761904762	0.80952380952381	0.690476190476191	0.761904761904762	0.904761904761905	0.833333333333333	0.976190476190476	0.857142857142857	0.833333333333333	0.952380952380953	0.785714285714286	0.928571428571429	0.59881313095663	0.64671818143316	0.714285714285714	0.880952380952381	0.833333333333333	0.714285714285714	0.976190476190476	0.690476190476191	0.898219696434944	0.619047619047619	0.706599494528823	0.833333333333333	0.904761904761905	0.880952380952381	0.761904761904762	0.714285714285714	0.904761904761905	0.904761904761905	0.952380952380953	0.64671818143316	0.97007727214974
Asticcacaulis	0.880952380952381	0.833333333333333	0.904761904761905	0.833333333333333	0.761904761904762	0.80952380952381	0.904761904761905	0.928571428571429	0.857142857142857	0.904761904761905	0.904761904761905	0.928571428571429	0.904761904761905	0.833333333333333	0.857142857142857	0.761904761904762	1	0.619047619047619	0.880952380952381	0.928571428571429	0.857142857142857	0.738095238095238	0.738095238095238	0.761904761904762	0.928571428571429	0.833333333333333	0.904761904761905	0.761904761904762	0.766480807624486	0.862290908577547	0.714285714285714	0.833333333333333	0.595238095238095	0.714285714285714	0.738095238095238	0.880952380952381	0.682646969290558	0.761904761904762	0.658694444052292	0.595238095238095	0.857142857142857	0.928571428571429	0.928571428571429	0.904761904761905	0.738095238095238	0.785714285714286	0.833333333333333	0.862290908577547	0.826362120720149
Sporosarcina	0.785714285714286	0.928571428571429	0.80952380952381	0.928571428571429	0.952380952380953	0.904761904761905	0.857142857142857	0.833333333333333	0.904761904761905	0.857142857142857	0.857142857142857	0.833333333333333	0.857142857142857	0.928571428571429	0.904761904761905	0.80952380952381	0.619047619047619	1	0.833333333333333	0.761904761904762	0.904761904761905	0.976190476190476	0.833333333333333	0.952380952380953	0.833333333333333	0.714285714285714	0.738095238095238	0.880952380952381	0.862290908577547	0.814385858101016	0.952380952380953	0.928571428571429	0.976190476190476	0.952380952380953	0.833333333333333	0.833333333333333	0.922172221673209	0.80952380952381	0.97007727214974	0.976190476190476	0.904761904761905	0.642857142857143	0.761904761904762	0.80952380952381	0.904761904761905	0.904761904761905	0.857142857142857	0.814385858101016	0.850314645958414
Sporichthya	0.904761904761905	0.928571428571429	0.904761904761905	0.928571428571429	0.880952380952381	0.880952380952381	0.976190476190476	0.952380952380953	0.904761904761905	0.976190476190476	0.976190476190476	0.952380952380953	0.976190476190476	0.928571428571429	0.904761904761905	0.690476190476191	0.880952380952381	0.833333333333333	1	0.952380952380953	0.904761904761905	0.904761904761905	0.714285714285714	0.880952380952381	0.952380952380953	0.690476190476191	0.904761904761905	0.80952380952381	0.97007727214974	0.994029797388005	0.928571428571429	0.928571428571429	0.785714285714286	0.928571428571429	0.714285714285714	1	0.754504545005353	0.904761904761905	0.898219696434944	0.785714285714286	0.904761904761905	0.761904761904762	0.952380952380953	0.976190476190476	0.785714285714286	0.857142857142857	0.80952380952381	0.994029797388005	0.790433332862751
Ilumatobacter	0.857142857142857	0.928571428571429	0.904761904761905	0.928571428571429	0.80952380952381	0.904761904761905	0.976190476190476	0.928571428571429	0.880952380952381	0.976190476190476	0.976190476190476	0.928571428571429	0.976190476190476	0.928571428571429	0.880952380952381	0.761904761904762	0.928571428571429	0.761904761904762	0.952380952380953	1	0.880952380952381	0.857142857142857	0.80952380952381	0.80952380952381	0.928571428571429	0.761904761904762	0.976190476190476	0.880952380952381	0.862290908577547	0.934148484292342	0.833333333333333	0.928571428571429	0.738095238095238	0.833333333333333	0.80952380952381	0.952380952380953	0.69462323190969	0.761904761904762	0.790433332862751	0.738095238095238	0.880952380952381	0.80952380952381	1	0.904761904761905	0.738095238095238	0.904761904761905	0.80952380952381	0.934148484292342	0.802409595481884
Nitrospira	0.952380952380953	0.976190476190476	0.952380952380953	0.976190476190476	0.976190476190476	0.952380952380953	0.952380952380953	0.976190476190476	1	0.952380952380953	0.952380952380953	0.976190476190476	0.952380952380953	0.976190476190476	1	0.904761904761905	0.857142857142857	0.904761904761905	0.904761904761905	0.880952380952381	1	0.952380952380953	0.880952380952381	0.976190476190476	0.976190476190476	0.880952380952381	0.857142857142857	0.904761904761905	0.850314645958414	0.874267171196679	0.904761904761905	0.976190476190476	0.880952380952381	0.904761904761905	0.880952380952381	0.904761904761905	0.934148484292342	0.880952380952381	0.886243433815812	0.880952380952381	1	0.880952380952381	0.880952380952381	0.928571428571429	0.952380952380953	0.928571428571429	0.976190476190476	0.874267171196679	0.97007727214974
Cellvibrio	0.857142857142857	0.976190476190476	0.857142857142857	0.976190476190476	0.976190476190476	0.928571428571429	0.928571428571429	0.904761904761905	0.952380952380953	0.928571428571429	0.928571428571429	0.904761904761905	0.928571428571429	0.976190476190476	0.952380952380953	0.833333333333333	0.738095238095238	0.976190476190476	0.904761904761905	0.857142857142857	0.952380952380953	1	0.857142857142857	0.976190476190476	0.904761904761905	0.785714285714286	0.80952380952381	0.904761904761905	0.898219696434944	0.874267171196679	0.976190476190476	0.976190476190476	0.928571428571429	0.976190476190476	0.857142857142857	0.904761904761905	0.922172221673209	0.857142857142857	0.97007727214974	0.928571428571429	0.952380952380953	0.714285714285714	0.857142857142857	0.880952380952381	0.928571428571429	0.952380952380953	0.904761904761905	0.874267171196679	0.886243433815812
Catellatospora	0.738095238095238	0.904761904761905	0.833333333333333	0.904761904761905	0.833333333333333	0.928571428571429	0.833333333333333	0.80952380952381	0.880952380952381	0.833333333333333	0.833333333333333	0.80952380952381	0.833333333333333	0.904761904761905	0.880952380952381	0.976190476190476	0.738095238095238	0.833333333333333	0.714285714285714	0.80952380952381	0.880952380952381	0.857142857142857	1	0.833333333333333	0.80952380952381	0.904761904761905	0.833333333333333	0.976190476190476	0.622765656194895	0.670670706671425	0.738095238095238	0.904761904761905	0.857142857142857	0.738095238095238	1	0.714285714285714	0.850314645958414	0.571428571428572	0.730552019767088	0.857142857142857	0.880952380952381	0.80952380952381	0.80952380952381	0.690476190476191	0.857142857142857	0.952380952380953	0.904761904761905	0.670670706671425	0.922172221673209
Peredibacter	0.904761904761905	0.952380952380953	0.880952380952381	0.952380952380953	1	0.904761904761905	0.904761904761905	0.928571428571429	0.976190476190476	0.904761904761905	0.904761904761905	0.928571428571429	0.904761904761905	0.952380952380953	0.976190476190476	0.857142857142857	0.761904761904762	0.952380952380953	0.880952380952381	0.80952380952381	0.976190476190476	0.976190476190476	0.833333333333333	1	0.928571428571429	0.833333333333333	0.761904761904762	0.857142857142857	0.874267171196679	0.850314645958414	0.952380952380953	0.952380952380953	0.904761904761905	0.952380952380953	0.833333333333333	0.880952380952381	0.97007727214974	0.904761904761905	0.946124746911475	0.904761904761905	0.976190476190476	0.785714285714286	0.80952380952381	0.904761904761905	0.976190476190476	0.904761904761905	0.952380952380953	0.850314645958414	0.934148484292342
Rhodoligotrophos	0.976190476190476	0.952380952380953	0.976190476190476	0.952380952380953	0.928571428571429	0.928571428571429	0.976190476190476	1	0.976190476190476	0.976190476190476	0.976190476190476	1	0.976190476190476	0.952380952380953	0.976190476190476	0.833333333333333	0.928571428571429	0.833333333333333	0.952380952380953	0.928571428571429	0.976190476190476	0.904761904761905	0.80952380952381	0.928571428571429	1	0.833333333333333	0.904761904761905	0.857142857142857	0.886243433815812	0.934148484292342	0.880952380952381	0.952380952380953	0.80952380952381	0.880952380952381	0.80952380952381	0.952380952380953	0.850314645958414	0.904761904761905	0.850314645958414	0.80952380952381	0.976190476190476	0.904761904761905	0.928571428571429	0.976190476190476	0.880952380952381	0.880952380952381	0.928571428571429	0.934148484292342	0.922172221673209
Neptunomonas	0.785714285714286	0.833333333333333	0.80952380952381	0.833333333333333	0.833333333333333	0.80952380952381	0.785714285714286	0.833333333333333	0.880952380952381	0.785714285714286	0.785714285714286	0.833333333333333	0.785714285714286	0.833333333333333	0.880952380952381	0.952380952380953	0.833333333333333	0.714285714285714	0.690476190476191	0.761904761904762	0.880952380952381	0.785714285714286	0.904761904761905	0.833333333333333	0.833333333333333	1	0.738095238095238	0.833333333333333	0.586836868337497	0.634741918814027	0.690476190476191	0.833333333333333	0.690476190476191	0.690476190476191	0.904761904761905	0.690476190476191	0.874267171196679	0.642857142857143	0.658694444052292	0.690476190476191	0.880952380952381	0.904761904761905	0.761904761904762	0.738095238095238	0.904761904761905	0.857142857142857	0.952380952380953	0.634741918814027	0.946124746911475
Pseudolabrys	0.833333333333333	0.904761904761905	0.928571428571429	0.904761904761905	0.761904761904762	0.928571428571429	0.952380952380953	0.904761904761905	0.857142857142857	0.952380952380953	0.952380952380953	0.904761904761905	0.952380952380953	0.904761904761905	0.857142857142857	0.785714285714286	0.904761904761905	0.738095238095238	0.904761904761905	0.976190476190476	0.857142857142857	0.80952380952381	0.833333333333333	0.761904761904762	0.904761904761905	0.738095238095238	1	0.904761904761905	0.802409595481884	0.898219696434944	0.761904761904762	0.904761904761905	0.761904761904762	0.761904761904762	0.833333333333333	0.904761904761905	0.658694444052292	0.690476190476191	0.730552019767088	0.761904761904762	0.857142857142857	0.833333333333333	0.976190476190476	0.857142857142857	0.690476190476191	0.880952380952381	0.785714285714286	0.898219696434944	0.802409595481884
Ramlibacter	0.785714285714286	0.952380952380953	0.880952380952381	0.952380952380953	0.857142857142857	0.976190476190476	0.904761904761905	0.857142857142857	0.904761904761905	0.904761904761905	0.904761904761905	0.857142857142857	0.904761904761905	0.952380952380953	0.904761904761905	0.928571428571429	0.761904761904762	0.880952380952381	0.80952380952381	0.880952380952381	0.904761904761905	0.904761904761905	0.976190476190476	0.857142857142857	0.857142857142857	0.833333333333333	0.904761904761905	1	0.730552019767088	0.778457070243618	0.80952380952381	0.952380952380953	0.904761904761905	0.80952380952381	0.976190476190476	0.80952380952381	0.826362120720149	0.642857142857143	0.802409595481884	0.904761904761905	0.904761904761905	0.785714285714286	0.880952380952381	0.761904761904762	0.833333333333333	0.976190476190476	0.880952380952381	0.778457070243618	0.898219696434944
Ohtaekwangia	0.838338383339281	0.874267171196679	0.826362120720149	0.874267171196679	0.874267171196679	0.814385858101016	0.910195959054077	0.886243433815812	0.850314645958414	0.910195959054077	0.910195959054077	0.886243433815812	0.910195959054077	0.874267171196679	0.850314645958414	0.59881313095663	0.766480807624486	0.862290908577547	0.97007727214974	0.862290908577547	0.850314645958414	0.898219696434944	0.622765656194895	0.874267171196679	0.886243433815812	0.586836868337497	0.802409595481884	0.730552019767088	1	0.975903614457831	0.958101009530607	0.874267171196679	0.802409595481884	0.958101009530607	0.622765656194895	0.97007727214974	0.753012048192771	0.922172221673209	0.94578313253012	0.802409595481884	0.850314645958414	0.64671818143316	0.862290908577547	0.946124746911475	0.766480807624486	0.790433332862751	0.742528282386221	0.975903614457831	0.716867469879518
Oscillochloris	0.886243433815812	0.898219696434944	0.898219696434944	0.898219696434944	0.850314645958414	0.862290908577547	0.958101009530607	0.934148484292342	0.874267171196679	0.958101009530607	0.958101009530607	0.934148484292342	0.958101009530607	0.898219696434944	0.874267171196679	0.64671818143316	0.862290908577547	0.814385858101016	0.994029797388005	0.934148484292342	0.874267171196679	0.874267171196679	0.670670706671425	0.850314645958414	0.934148484292342	0.634741918814027	0.898219696434944	0.778457070243618	0.975903614457831	1	0.910195959054077	0.898219696434944	0.778457070243618	0.910195959054077	0.670670706671425	0.994029797388005	0.716867469879518	0.898219696434944	0.885542168674699	0.778457070243618	0.874267171196679	0.742528282386221	0.934148484292342	0.97007727214974	0.742528282386221	0.814385858101016	0.766480807624486	1	0.753012048192771
Nannocystis	0.833333333333333	0.928571428571429	0.80952380952381	0.928571428571429	0.952380952380953	0.857142857142857	0.904761904761905	0.880952380952381	0.904761904761905	0.904761904761905	0.904761904761905	0.880952380952381	0.904761904761905	0.928571428571429	0.904761904761905	0.714285714285714	0.714285714285714	0.952380952380953	0.928571428571429	0.833333333333333	0.904761904761905	0.976190476190476	0.738095238095238	0.952380952380953	0.880952380952381	0.690476190476191	0.761904761904762	0.80952380952381	0.958101009530607	0.910195959054077	1	0.928571428571429	0.880952380952381	1	0.738095238095238	0.928571428571429	0.874267171196679	0.904761904761905	0.994029797388005	0.880952380952381	0.904761904761905	0.642857142857143	0.833333333333333	0.904761904761905	0.880952380952381	0.880952380952381	0.833333333333333	0.910195959054077	0.802409595481884
Methyloceanibacter	0.904761904761905	1	0.928571428571429	1	0.952380952380953	0.976190476190476	0.976190476190476	0.952380952380953	0.976190476190476	0.976190476190476	0.976190476190476	0.952380952380953	0.976190476190476	1	0.976190476190476	0.880952380952381	0.833333333333333	0.928571428571429	0.928571428571429	0.928571428571429	0.976190476190476	0.976190476190476	0.904761904761905	0.952380952380953	0.952380952380953	0.833333333333333	0.904761904761905	0.952380952380953	0.874267171196679	0.898219696434944	0.928571428571429	1	0.904761904761905	0.928571428571429	0.904761904761905	0.928571428571429	0.886243433815812	0.833333333333333	0.910195959054077	0.904761904761905	0.976190476190476	0.80952380952381	0.928571428571429	0.904761904761905	0.904761904761905	0.976190476190476	0.928571428571429	0.898219696434944	0.922172221673209
Streptosporangium	0.761904761904762	0.904761904761905	0.833333333333333	0.904761904761905	0.904761904761905	0.928571428571429	0.833333333333333	0.80952380952381	0.880952380952381	0.833333333333333	0.833333333333333	0.80952380952381	0.833333333333333	0.904761904761905	0.880952380952381	0.833333333333333	0.595238095238095	0.976190476190476	0.785714285714286	0.738095238095238	0.880952380952381	0.928571428571429	0.857142857142857	0.904761904761905	0.80952380952381	0.690476190476191	0.761904761904762	0.904761904761905	0.802409595481884	0.778457070243618	0.880952380952381	0.904761904761905	1	0.880952380952381	0.857142857142857	0.785714285714286	0.886243433815812	0.738095238095238	0.910195959054077	1	0.880952380952381	0.666666666666667	0.738095238095238	0.761904761904762	0.857142857142857	0.880952380952381	0.833333333333333	0.778457070243618	0.850314645958414
Amaricoccus	0.833333333333333	0.928571428571429	0.80952380952381	0.928571428571429	0.952380952380953	0.857142857142857	0.904761904761905	0.880952380952381	0.904761904761905	0.904761904761905	0.904761904761905	0.880952380952381	0.904761904761905	0.928571428571429	0.904761904761905	0.714285714285714	0.714285714285714	0.952380952380953	0.928571428571429	0.833333333333333	0.904761904761905	0.976190476190476	0.738095238095238	0.952380952380953	0.880952380952381	0.690476190476191	0.761904761904762	0.80952380952381	0.958101009530607	0.910195959054077	1	0.928571428571429	0.880952380952381	1	0.738095238095238	0.928571428571429	0.874267171196679	0.904761904761905	0.994029797388005	0.880952380952381	0.904761904761905	0.642857142857143	0.833333333333333	0.904761904761905	0.880952380952381	0.880952380952381	0.833333333333333	0.910195959054077	0.802409595481884
