Agromyces	Arthrobacter	Chondromyces	Solirubrobacter	Bradyrhizobium	Phycicoccus	Gaiella	Conexibacter	g__Exophiala	Terrabacter	Saccharibacteria_genera_incertae_sedis	g__Mortierella	Ideonella	Marmoricola	Dissulfuribacter	Geobacter	Gemmatimonas	Dongia	Aquihabitans	Haliangium	Rhizocola	g__Apodus	Knoellia	Asticcacaulis	Sporosarcina	Sporichthya	Ilumatobacter	Nitrospira	Cellvibrio	Arenimonas	Peredibacter	Rhodoligotrophos	Pseudolabrys	Ramlibacter	Ohtaekwangia	Chitinimonas	Oscillochloris	Nannocystis	Methyloceanibacter	Amaricoccus	Labilithrix	Variibacter	Uliginosibacterium	Nitrincola	Thiomonas	Tumebacillus	Ardenticatena	Gp22	Luteivirga	Nakamurella	Roseiflexus	Acidiphilium	Armatimonadetes_gp5	Aciditerrimonas	Skermanella	Sneathiella	Terrimonas
Arenimonas	0.833333333333333	0.80952380952381	0.833333333333333	0.833333333333333	0.928571428571429	0.833333333333333	0.80952380952381	0.857142857142857	0.785714285714286	0.880952380952381	0.833333333333333	0.785714285714286	0.880952380952381	0.880952380952381	0.833333333333333	0.952380952380953	0.880952380952381	0.928571428571429	0.928571428571429	0.833333333333333	0.952380952380953	0.898219696434944	0.785714285714286	0.928571428571429	0.619047619047619	0.833333333333333	0.952380952380953	0.785714285714286	0.738095238095238	1	0.690476190476191	0.833333333333333	0.928571428571429	0.833333333333333	0.706599494528823	0.928571428571429	0.802409595481884	0.690476190476191	0.833333333333333	0.690476190476191	0.833333333333333	0.857142857142857	0.595238095238095	0.634741918814027	0.952380952380953	0.785714285714286	0.952380952380953	0.785714285714286	0.857142857142857	0.761904761904762	0.874267171196679	0.802409595481884	0.754504545005353	0.898219696434944	0.874267171196679	0.874267171196679	0.874267171196679
Peredibacter	0.952380952380953	0.880952380952381	0.880952380952381	0.952380952380953	0.761904761904762	0.880952380952381	0.904761904761905	0.857142857142857	0.904761904761905	0.904761904761905	0.928571428571429	0.976190476190476	0.904761904761905	0.904761904761905	0.928571428571429	0.80952380952381	0.904761904761905	0.761904761904762	0.80952380952381	0.952380952380953	0.714285714285714	0.742528282386221	0.976190476190476	0.761904761904762	0.952380952380953	0.880952380952381	0.80952380952381	0.976190476190476	0.976190476190476	0.690476190476191	1	0.928571428571429	0.761904761904762	0.857142857142857	0.874267171196679	0.714285714285714	0.850314645958414	0.952380952380953	0.952380952380953	0.952380952380953	0.880952380952381	0.690476190476191	0.904761904761905	0.946124746911475	0.714285714285714	0.976190476190476	0.80952380952381	0.904761904761905	0.904761904761905	0.952380952380953	0.754504545005353	0.850314645958414	0.934148484292342	0.682646969290558	0.754504545005353	0.754504545005353	0.754504545005353
Rhodoligotrophos	0.952380952380953	0.976190476190476	0.952380952380953	0.952380952380953	0.904761904761905	0.952380952380953	0.928571428571429	0.952380952380953	0.976190476190476	0.976190476190476	1	0.976190476190476	0.976190476190476	0.976190476190476	1	0.928571428571429	0.976190476190476	0.904761904761905	0.833333333333333	0.952380952380953	0.833333333333333	0.874267171196679	0.976190476190476	0.928571428571429	0.833333333333333	0.952380952380953	0.928571428571429	0.976190476190476	0.904761904761905	0.833333333333333	0.928571428571429	1	0.904761904761905	0.857142857142857	0.886243433815812	0.80952380952381	0.934148484292342	0.880952380952381	0.952380952380953	0.880952380952381	0.952380952380953	0.857142857142857	0.904761904761905	0.850314645958414	0.833333333333333	0.976190476190476	0.928571428571429	0.976190476190476	0.880952380952381	0.928571428571429	0.886243433815812	0.934148484292342	0.922172221673209	0.862290908577547	0.886243433815812	0.886243433815812	0.886243433815812
Pseudolabrys	0.904761904761905	0.928571428571429	0.904761904761905	0.904761904761905	1	0.904761904761905	0.928571428571429	0.976190476190476	0.857142857142857	0.952380952380953	0.904761904761905	0.857142857142857	0.952380952380953	0.952380952380953	0.904761904761905	0.976190476190476	0.952380952380953	1	0.904761904761905	0.904761904761905	0.976190476190476	0.97007727214974	0.857142857142857	0.904761904761905	0.738095238095238	0.904761904761905	0.976190476190476	0.857142857142857	0.80952380952381	0.928571428571429	0.761904761904762	0.904761904761905	1	0.904761904761905	0.802409595481884	0.928571428571429	0.898219696434944	0.761904761904762	0.904761904761905	0.761904761904762	0.904761904761905	0.976190476190476	0.690476190476191	0.730552019767088	0.976190476190476	0.857142857142857	0.976190476190476	0.857142857142857	0.880952380952381	0.785714285714286	0.922172221673209	0.898219696434944	0.802409595481884	0.898219696434944	0.922172221673209	0.922172221673209	0.922172221673209
Ramlibacter	0.952380952380953	0.880952380952381	0.80952380952381	0.952380952380953	0.904761904761905	0.80952380952381	0.976190476190476	0.928571428571429	0.761904761904762	0.904761904761905	0.857142857142857	0.904761904761905	0.904761904761905	0.904761904761905	0.857142857142857	0.880952380952381	0.904761904761905	0.904761904761905	0.952380952380953	0.952380952380953	0.928571428571429	0.874267171196679	0.904761904761905	0.761904761904762	0.880952380952381	0.80952380952381	0.880952380952381	0.904761904761905	0.904761904761905	0.833333333333333	0.857142857142857	0.857142857142857	0.904761904761905	1	0.730552019767088	0.880952380952381	0.778457070243618	0.80952380952381	0.952380952380953	0.80952380952381	0.80952380952381	0.833333333333333	0.642857142857143	0.802409595481884	0.928571428571429	0.904761904761905	0.880952380952381	0.761904761904762	0.976190476190476	0.880952380952381	0.754504545005353	0.778457070243618	0.898219696434944	0.682646969290558	0.754504545005353	0.754504545005353	0.754504545005353
Ohtaekwangia	0.874267171196679	0.826362120720149	0.97007727214974	0.874267171196679	0.802409595481884	0.97007727214974	0.814385858101016	0.850314645958414	0.946124746911475	0.910195959054077	0.886243433815812	0.850314645958414	0.910195959054077	0.910195959054077	0.886243433815812	0.862290908577547	0.910195959054077	0.802409595481884	0.742528282386221	0.874267171196679	0.718575757147955	0.813253012048193	0.850314645958414	0.766480807624486	0.862290908577547	0.97007727214974	0.862290908577547	0.850314645958414	0.898219696434944	0.706599494528823	0.874267171196679	0.886243433815812	0.802409595481884	0.730552019767088	1	0.754504545005353	0.975903614457831	0.958101009530607	0.874267171196679	0.958101009530607	0.97007727214974	0.802409595481884	0.922172221673209	0.94578313253012	0.718575757147955	0.850314645958414	0.862290908577547	0.946124746911475	0.790433332862751	0.742528282386221	0.927710843373494	0.975903614457831	0.716867469879518	0.855421686746988	0.927710843373494	0.927710843373494	0.927710843373494
Chitinimonas	0.880952380952381	0.785714285714286	0.857142857142857	0.880952380952381	0.928571428571429	0.857142857142857	0.857142857142857	0.880952380952381	0.761904761904762	0.904761904761905	0.80952380952381	0.785714285714286	0.904761904761905	0.904761904761905	0.80952380952381	0.952380952380953	0.904761904761905	0.928571428571429	0.952380952380953	0.880952380952381	0.952380952380953	0.97007727214974	0.785714285714286	0.80952380952381	0.714285714285714	0.857142857142857	0.952380952380953	0.785714285714286	0.80952380952381	0.928571428571429	0.714285714285714	0.80952380952381	0.928571428571429	0.880952380952381	0.754504545005353	1	0.826362120720149	0.761904761904762	0.880952380952381	0.761904761904762	0.857142857142857	0.857142857142857	0.619047619047619	0.718575757147955	0.952380952380953	0.785714285714286	0.952380952380953	0.761904761904762	0.904761904761905	0.714285714285714	0.874267171196679	0.826362120720149	0.706599494528823	0.826362120720149	0.874267171196679	0.874267171196679	0.874267171196679
Oscillochloris	0.898219696434944	0.898219696434944	0.994029797388005	0.898219696434944	0.898219696434944	0.994029797388005	0.862290908577547	0.922172221673209	0.97007727214974	0.958101009530607	0.934148484292342	0.874267171196679	0.958101009530607	0.958101009530607	0.934148484292342	0.934148484292342	0.958101009530607	0.898219696434944	0.790433332862751	0.898219696434944	0.814385858101016	0.897590361445783	0.874267171196679	0.862290908577547	0.814385858101016	0.994029797388005	0.934148484292342	0.874267171196679	0.874267171196679	0.802409595481884	0.850314645958414	0.934148484292342	0.898219696434944	0.778457070243618	0.975903614457831	0.826362120720149	1	0.910195959054077	0.898219696434944	0.910195959054077	0.994029797388005	0.898219696434944	0.898219696434944	0.885542168674699	0.814385858101016	0.874267171196679	0.934148484292342	0.97007727214974	0.814385858101016	0.766480807624486	0.975903614457831	1	0.753012048192771	0.927710843373494	0.975903614457831	0.975903614457831	0.975903614457831
Nannocystis	0.928571428571429	0.80952380952381	0.928571428571429	0.928571428571429	0.761904761904762	0.928571428571429	0.857142857142857	0.833333333333333	0.904761904761905	0.904761904761905	0.880952380952381	0.904761904761905	0.904761904761905	0.904761904761905	0.880952380952381	0.833333333333333	0.904761904761905	0.761904761904762	0.80952380952381	0.928571428571429	0.714285714285714	0.778457070243618	0.904761904761905	0.714285714285714	0.952380952380953	0.928571428571429	0.833333333333333	0.904761904761905	0.976190476190476	0.690476190476191	0.952380952380953	0.880952380952381	0.761904761904762	0.80952380952381	0.958101009530607	0.761904761904762	0.910195959054077	1	0.928571428571429	1	0.928571428571429	0.714285714285714	0.904761904761905	0.994029797388005	0.714285714285714	0.904761904761905	0.833333333333333	0.904761904761905	0.880952380952381	0.833333333333333	0.838338383339281	0.910195959054077	0.802409595481884	0.742528282386221	0.838338383339281	0.838338383339281	0.838338383339281
Methyloceanibacter	1	0.928571428571429	0.928571428571429	1	0.904761904761905	0.928571428571429	0.976190476190476	0.952380952380953	0.904761904761905	0.976190476190476	0.952380952380953	0.976190476190476	0.976190476190476	0.976190476190476	0.952380952380953	0.928571428571429	0.976190476190476	0.904761904761905	0.928571428571429	1	0.880952380952381	0.898219696434944	0.976190476190476	0.833333333333333	0.928571428571429	0.928571428571429	0.928571428571429	0.976190476190476	0.976190476190476	0.833333333333333	0.952380952380953	0.952380952380953	0.904761904761905	0.952380952380953	0.874267171196679	0.880952380952381	0.898219696434944	0.928571428571429	1	0.928571428571429	0.928571428571429	0.833333333333333	0.833333333333333	0.910195959054077	0.880952380952381	0.976190476190476	0.928571428571429	0.904761904761905	0.976190476190476	0.928571428571429	0.850314645958414	0.898219696434944	0.922172221673209	0.778457070243618	0.850314645958414	0.850314645958414	0.850314645958414
Amaricoccus	0.928571428571429	0.80952380952381	0.928571428571429	0.928571428571429	0.761904761904762	0.928571428571429	0.857142857142857	0.833333333333333	0.904761904761905	0.904761904761905	0.880952380952381	0.904761904761905	0.904761904761905	0.904761904761905	0.880952380952381	0.833333333333333	0.904761904761905	0.761904761904762	0.80952380952381	0.928571428571429	0.714285714285714	0.778457070243618	0.904761904761905	0.714285714285714	0.952380952380953	0.928571428571429	0.833333333333333	0.904761904761905	0.976190476190476	0.690476190476191	0.952380952380953	0.880952380952381	0.761904761904762	0.80952380952381	0.958101009530607	0.761904761904762	0.910195959054077	1	0.928571428571429	1	0.928571428571429	0.714285714285714	0.904761904761905	0.994029797388005	0.714285714285714	0.904761904761905	0.833333333333333	0.904761904761905	0.880952380952381	0.833333333333333	0.838338383339281	0.910195959054077	0.802409595481884	0.742528282386221	0.838338383339281	0.838338383339281	0.838338383339281
Labilithrix	0.928571428571429	0.904761904761905	1	0.928571428571429	0.904761904761905	1	0.880952380952381	0.928571428571429	0.976190476190476	0.976190476190476	0.952380952380953	0.904761904761905	0.976190476190476	0.976190476190476	0.952380952380953	0.952380952380953	0.976190476190476	0.904761904761905	0.833333333333333	0.928571428571429	0.833333333333333	0.910195959054077	0.904761904761905	0.880952380952381	0.833333333333333	1	0.952380952380953	0.904761904761905	0.904761904761905	0.833333333333333	0.880952380952381	0.952380952380953	0.904761904761905	0.80952380952381	0.97007727214974	0.857142857142857	0.994029797388005	0.928571428571429	0.928571428571429	0.928571428571429	1	0.880952380952381	0.904761904761905	0.898219696434944	0.833333333333333	0.904761904761905	0.952380952380953	0.976190476190476	0.857142857142857	0.80952380952381	0.97007727214974	0.994029797388005	0.790433332862751	0.922172221673209	0.97007727214974	0.97007727214974	0.97007727214974
Variibacter	0.833333333333333	0.904761904761905	0.880952380952381	0.833333333333333	0.976190476190476	0.880952380952381	0.880952380952381	0.952380952380953	0.833333333333333	0.904761904761905	0.857142857142857	0.785714285714286	0.904761904761905	0.904761904761905	0.857142857142857	0.928571428571429	0.904761904761905	0.976190476190476	0.80952380952381	0.833333333333333	0.928571428571429	0.934148484292342	0.785714285714286	0.857142857142857	0.690476190476191	0.880952380952381	0.928571428571429	0.785714285714286	0.738095238095238	0.857142857142857	0.690476190476191	0.857142857142857	0.976190476190476	0.833333333333333	0.802409595481884	0.857142857142857	0.898219696434944	0.714285714285714	0.833333333333333	0.714285714285714	0.880952380952381	1	0.666666666666667	0.69462323190969	0.928571428571429	0.785714285714286	0.928571428571429	0.833333333333333	0.785714285714286	0.690476190476191	0.922172221673209	0.898219696434944	0.718575757147955	0.898219696434944	0.922172221673209	0.922172221673209	0.922172221673209
Uliginosibacterium	0.833333333333333	0.833333333333333	0.904761904761905	0.833333333333333	0.690476190476191	0.904761904761905	0.761904761904762	0.785714285714286	0.952380952380953	0.857142857142857	0.904761904761905	0.880952380952381	0.857142857142857	0.857142857142857	0.904761904761905	0.761904761904762	0.857142857142857	0.690476190476191	0.619047619047619	0.833333333333333	0.571428571428572	0.706599494528823	0.880952380952381	0.761904761904762	0.80952380952381	0.904761904761905	0.761904761904762	0.880952380952381	0.857142857142857	0.595238095238095	0.904761904761905	0.904761904761905	0.690476190476191	0.642857142857143	0.922172221673209	0.619047619047619	0.898219696434944	0.904761904761905	0.833333333333333	0.904761904761905	0.904761904761905	0.666666666666667	1	0.886243433815812	0.571428571428572	0.880952380952381	0.761904761904762	0.952380952380953	0.714285714285714	0.80952380952381	0.802409595481884	0.898219696434944	0.778457070243618	0.754504545005353	0.802409595481884	0.802409595481884	0.802409595481884
Nitrincola	0.910195959054077	0.790433332862751	0.898219696434944	0.910195959054077	0.730552019767088	0.898219696434944	0.850314645958414	0.814385858101016	0.874267171196679	0.874267171196679	0.850314645958414	0.886243433815812	0.874267171196679	0.874267171196679	0.850314645958414	0.790433332862751	0.874267171196679	0.730552019767088	0.778457070243618	0.910195959054077	0.682646969290558	0.740963855421687	0.886243433815812	0.658694444052292	0.97007727214974	0.898219696434944	0.790433332862751	0.886243433815812	0.97007727214974	0.634741918814027	0.946124746911475	0.850314645958414	0.730552019767088	0.802409595481884	0.94578313253012	0.718575757147955	0.885542168674699	0.994029797388005	0.910195959054077	0.994029797388005	0.898219696434944	0.69462323190969	0.886243433815812	1	0.682646969290558	0.886243433815812	0.790433332862751	0.874267171196679	0.862290908577547	0.814385858101016	0.801204819277108	0.885542168674699	0.789156626506024	0.692771084337349	0.801204819277108	0.801204819277108	0.801204819277108
Thiomonas	0.880952380952381	0.857142857142857	0.833333333333333	0.880952380952381	0.976190476190476	0.833333333333333	0.904761904761905	0.928571428571429	0.761904761904762	0.904761904761905	0.833333333333333	0.80952380952381	0.904761904761905	0.904761904761905	0.833333333333333	0.952380952380953	0.904761904761905	0.976190476190476	0.952380952380953	0.880952380952381	1	0.946124746911475	0.80952380952381	0.857142857142857	0.714285714285714	0.833333333333333	0.952380952380953	0.80952380952381	0.785714285714286	0.952380952380953	0.714285714285714	0.833333333333333	0.976190476190476	0.928571428571429	0.718575757147955	0.952380952380953	0.814385858101016	0.714285714285714	0.880952380952381	0.714285714285714	0.833333333333333	0.928571428571429	0.571428571428572	0.682646969290558	1	0.80952380952381	0.952380952380953	0.761904761904762	0.904761904761905	0.761904761904762	0.862290908577547	0.814385858101016	0.778457070243618	0.838338383339281	0.862290908577547	0.862290908577547	0.862290908577547
Tumebacillus	0.976190476190476	0.952380952380953	0.904761904761905	0.976190476190476	0.857142857142857	0.904761904761905	0.952380952380953	0.928571428571429	0.928571428571429	0.952380952380953	0.976190476190476	1	0.952380952380953	0.952380952380953	0.976190476190476	0.880952380952381	0.952380952380953	0.857142857142857	0.857142857142857	0.976190476190476	0.80952380952381	0.826362120720149	1	0.857142857142857	0.904761904761905	0.904761904761905	0.880952380952381	1	0.952380952380953	0.785714285714286	0.976190476190476	0.976190476190476	0.857142857142857	0.904761904761905	0.850314645958414	0.785714285714286	0.874267171196679	0.904761904761905	0.976190476190476	0.904761904761905	0.904761904761905	0.785714285714286	0.880952380952381	0.886243433815812	0.80952380952381	1	0.880952380952381	0.928571428571429	0.928571428571429	0.976190476190476	0.802409595481884	0.874267171196679	0.97007727214974	0.754504545005353	0.802409595481884	0.802409595481884	0.802409595481884
Ardenticatena	0.928571428571429	0.904761904761905	0.952380952380953	0.928571428571429	0.976190476190476	0.952380952380953	0.904761904761905	0.952380952380953	0.904761904761905	0.976190476190476	0.928571428571429	0.880952380952381	0.976190476190476	0.976190476190476	0.928571428571429	1	0.976190476190476	0.976190476190476	0.928571428571429	0.928571428571429	0.952380952380953	0.97007727214974	0.880952380952381	0.928571428571429	0.761904761904762	0.952380952380953	1	0.880952380952381	0.857142857142857	0.952380952380953	0.80952380952381	0.928571428571429	0.976190476190476	0.880952380952381	0.862290908577547	0.952380952380953	0.934148484292342	0.833333333333333	0.928571428571429	0.833333333333333	0.952380952380953	0.928571428571429	0.761904761904762	0.790433332862751	0.952380952380953	0.880952380952381	1	0.904761904761905	0.904761904761905	0.80952380952381	0.958101009530607	0.934148484292342	0.802409595481884	0.934148484292342	0.958101009530607	0.958101009530607	0.958101009530607
Gp22	0.904761904761905	0.928571428571429	0.976190476190476	0.904761904761905	0.857142857142857	0.976190476190476	0.857142857142857	0.904761904761905	1	0.952380952380953	0.976190476190476	0.928571428571429	0.952380952380953	0.952380952380953	0.976190476190476	0.904761904761905	0.952380952380953	0.857142857142857	0.761904761904762	0.904761904761905	0.761904761904762	0.838338383339281	0.928571428571429	0.904761904761905	0.80952380952381	0.976190476190476	0.904761904761905	0.928571428571429	0.880952380952381	0.785714285714286	0.904761904761905	0.976190476190476	0.857142857142857	0.761904761904762	0.946124746911475	0.761904761904762	0.97007727214974	0.904761904761905	0.904761904761905	0.904761904761905	0.976190476190476	0.833333333333333	0.952380952380953	0.874267171196679	0.761904761904762	0.928571428571429	0.904761904761905	1	0.80952380952381	0.857142857142857	0.922172221673209	0.97007727214974	0.838338383339281	0.898219696434944	0.922172221673209	0.922172221673209	0.922172221673209
Luteivirga	0.976190476190476	0.857142857142857	0.857142857142857	0.976190476190476	0.880952380952381	0.857142857142857	0.952380952380953	0.904761904761905	0.80952380952381	0.928571428571429	0.880952380952381	0.928571428571429	0.928571428571429	0.928571428571429	0.880952380952381	0.904761904761905	0.928571428571429	0.880952380952381	0.976190476190476	0.976190476190476	0.904761904761905	0.874267171196679	0.928571428571429	0.785714285714286	0.904761904761905	0.857142857142857	0.904761904761905	0.928571428571429	0.952380952380953	0.857142857142857	0.904761904761905	0.880952380952381	0.880952380952381	0.976190476190476	0.790433332862751	0.904761904761905	0.814385858101016	0.880952380952381	0.976190476190476	0.880952380952381	0.857142857142857	0.785714285714286	0.714285714285714	0.862290908577547	0.904761904761905	0.928571428571429	0.904761904761905	0.80952380952381	1	0.904761904761905	0.790433332862751	0.814385858101016	0.898219696434944	0.718575757147955	0.790433332862751	0.790433332862751	0.790433332862751
Nakamurella	0.928571428571429	0.904761904761905	0.80952380952381	0.928571428571429	0.785714285714286	0.80952380952381	0.904761904761905	0.857142857142857	0.857142857142857	0.880952380952381	0.928571428571429	0.976190476190476	0.880952380952381	0.880952380952381	0.928571428571429	0.80952380952381	0.880952380952381	0.785714285714286	0.833333333333333	0.928571428571429	0.761904761904762	0.730552019767088	0.976190476190476	0.833333333333333	0.857142857142857	0.80952380952381	0.80952380952381	0.976190476190476	0.904761904761905	0.761904761904762	0.952380952380953	0.928571428571429	0.785714285714286	0.880952380952381	0.742528282386221	0.714285714285714	0.766480807624486	0.833333333333333	0.928571428571429	0.833333333333333	0.80952380952381	0.690476190476191	0.80952380952381	0.814385858101016	0.761904761904762	0.976190476190476	0.80952380952381	0.857142857142857	0.904761904761905	1	0.69462323190969	0.766480807624486	0.994029797388005	0.670670706671425	0.69462323190969	0.69462323190969	0.69462323190969
Roseiflexus	0.850314645958414	0.850314645958414	0.97007727214974	0.850314645958414	0.922172221673209	0.97007727214974	0.814385858101016	0.898219696434944	0.922172221673209	0.934148484292342	0.886243433815812	0.802409595481884	0.934148484292342	0.934148484292342	0.886243433815812	0.958101009530607	0.934148484292342	0.922172221673209	0.814385858101016	0.850314645958414	0.862290908577547	0.921686746987952	0.802409595481884	0.886243433815812	0.718575757147955	0.97007727214974	0.958101009530607	0.802409595481884	0.802409595481884	0.874267171196679	0.754504545005353	0.886243433815812	0.922172221673209	0.754504545005353	0.927710843373494	0.874267171196679	0.975903614457831	0.838338383339281	0.850314645958414	0.838338383339281	0.97007727214974	0.922172221673209	0.802409595481884	0.801204819277108	0.862290908577547	0.802409595481884	0.958101009530607	0.922172221673209	0.790433332862751	0.69462323190969	1	0.975903614457831	0.680722891566265	0.975903614457831	1	1	1
Acidiphilium	0.898219696434944	0.898219696434944	0.994029797388005	0.898219696434944	0.898219696434944	0.994029797388005	0.862290908577547	0.922172221673209	0.97007727214974	0.958101009530607	0.934148484292342	0.874267171196679	0.958101009530607	0.958101009530607	0.934148484292342	0.934148484292342	0.958101009530607	0.898219696434944	0.790433332862751	0.898219696434944	0.814385858101016	0.897590361445783	0.874267171196679	0.862290908577547	0.814385858101016	0.994029797388005	0.934148484292342	0.874267171196679	0.874267171196679	0.802409595481884	0.850314645958414	0.934148484292342	0.898219696434944	0.778457070243618	0.975903614457831	0.826362120720149	1	0.910195959054077	0.898219696434944	0.910195959054077	0.994029797388005	0.898219696434944	0.898219696434944	0.885542168674699	0.814385858101016	0.874267171196679	0.934148484292342	0.97007727214974	0.814385858101016	0.766480807624486	0.975903614457831	1	0.753012048192771	0.927710843373494	0.975903614457831	0.975903614457831	0.975903614457831
Armatimonadetes_gp5	0.922172221673209	0.922172221673209	0.790433332862751	0.922172221673209	0.802409595481884	0.790433332862751	0.922172221673209	0.874267171196679	0.838338383339281	0.874267171196679	0.922172221673209	0.97007727214974	0.874267171196679	0.874267171196679	0.922172221673209	0.802409595481884	0.874267171196679	0.802409595481884	0.826362120720149	0.922172221673209	0.778457070243618	0.734939759036145	0.97007727214974	0.826362120720149	0.850314645958414	0.790433332862751	0.802409595481884	0.97007727214974	0.886243433815812	0.754504545005353	0.934148484292342	0.922172221673209	0.802409595481884	0.898219696434944	0.716867469879518	0.706599494528823	0.753012048192771	0.802409595481884	0.922172221673209	0.802409595481884	0.790433332862751	0.718575757147955	0.778457070243618	0.789156626506024	0.778457070243618	0.97007727214974	0.802409595481884	0.838338383339281	0.898219696434944	0.994029797388005	0.680722891566265	0.753012048192771	1	0.656626506024096	0.680722891566265	0.680722891566265	0.680722891566265
Aciditerrimonas	0.778457070243618	0.826362120720149	0.922172221673209	0.778457070243618	0.898219696434944	0.922172221673209	0.742528282386221	0.850314645958414	0.898219696434944	0.886243433815812	0.862290908577547	0.754504545005353	0.886243433815812	0.886243433815812	0.862290908577547	0.934148484292342	0.886243433815812	0.898219696434944	0.766480807624486	0.778457070243618	0.838338383339281	0.873493975903614	0.754504545005353	0.934148484292342	0.59881313095663	0.922172221673209	0.934148484292342	0.754504545005353	0.706599494528823	0.898219696434944	0.682646969290558	0.862290908577547	0.898219696434944	0.682646969290558	0.855421686746988	0.826362120720149	0.927710843373494	0.742528282386221	0.778457070243618	0.742528282386221	0.922172221673209	0.898219696434944	0.754504545005353	0.692771084337349	0.838338383339281	0.754504545005353	0.934148484292342	0.898219696434944	0.718575757147955	0.670670706671425	0.975903614457831	0.927710843373494	0.656626506024096	1	0.975903614457831	0.975903614457831	0.975903614457831
Skermanella	0.850314645958414	0.850314645958414	0.97007727214974	0.850314645958414	0.922172221673209	0.97007727214974	0.814385858101016	0.898219696434944	0.922172221673209	0.934148484292342	0.886243433815812	0.802409595481884	0.934148484292342	0.934148484292342	0.886243433815812	0.958101009530607	0.934148484292342	0.922172221673209	0.814385858101016	0.850314645958414	0.862290908577547	0.921686746987952	0.802409595481884	0.886243433815812	0.718575757147955	0.97007727214974	0.958101009530607	0.802409595481884	0.802409595481884	0.874267171196679	0.754504545005353	0.886243433815812	0.922172221673209	0.754504545005353	0.927710843373494	0.874267171196679	0.975903614457831	0.838338383339281	0.850314645958414	0.838338383339281	0.97007727214974	0.922172221673209	0.802409595481884	0.801204819277108	0.862290908577547	0.802409595481884	0.958101009530607	0.922172221673209	0.790433332862751	0.69462323190969	1	0.975903614457831	0.680722891566265	0.975903614457831	1	1	1
Sneathiella	0.850314645958414	0.850314645958414	0.97007727214974	0.850314645958414	0.922172221673209	0.97007727214974	0.814385858101016	0.898219696434944	0.922172221673209	0.934148484292342	0.886243433815812	0.802409595481884	0.934148484292342	0.934148484292342	0.886243433815812	0.958101009530607	0.934148484292342	0.922172221673209	0.814385858101016	0.850314645958414	0.862290908577547	0.921686746987952	0.802409595481884	0.886243433815812	0.718575757147955	0.97007727214974	0.958101009530607	0.802409595481884	0.802409595481884	0.874267171196679	0.754504545005353	0.886243433815812	0.922172221673209	0.754504545005353	0.927710843373494	0.874267171196679	0.975903614457831	0.838338383339281	0.850314645958414	0.838338383339281	0.97007727214974	0.922172221673209	0.802409595481884	0.801204819277108	0.862290908577547	0.802409595481884	0.958101009530607	0.922172221673209	0.790433332862751	0.69462323190969	1	0.975903614457831	0.680722891566265	0.975903614457831	1	1	1
Terrimonas	0.850314645958414	0.850314645958414	0.97007727214974	0.850314645958414	0.922172221673209	0.97007727214974	0.814385858101016	0.898219696434944	0.922172221673209	0.934148484292342	0.886243433815812	0.802409595481884	0.934148484292342	0.934148484292342	0.886243433815812	0.958101009530607	0.934148484292342	0.922172221673209	0.814385858101016	0.850314645958414	0.862290908577547	0.921686746987952	0.802409595481884	0.886243433815812	0.718575757147955	0.97007727214974	0.958101009530607	0.802409595481884	0.802409595481884	0.874267171196679	0.754504545005353	0.886243433815812	0.922172221673209	0.754504545005353	0.927710843373494	0.874267171196679	0.975903614457831	0.838338383339281	0.850314645958414	0.838338383339281	0.97007727214974	0.922172221673209	0.802409595481884	0.801204819277108	0.862290908577547	0.802409595481884	0.958101009530607	0.922172221673209	0.790433332862751	0.69462323190969	1	0.975903614457831	0.680722891566265	0.975903614457831	1	1	1
