g__Lachnella	Agromyces	Arthrobacter	Chondromyces	Solirubrobacter	Phycicoccus	Blastococcus	Gaiella	Conexibacter	g__Exophiala	Terrabacter	Saccharibacteria_genera_incertae_sedis	g__Mortierella	Ideonella	Marmoricola	Dissulfuribacter	Geobacter	Gemmatimonas	Haliangium	Knoellia	Asticcacaulis	Sporichthya	Ilumatobacter	Nitrospira	Cellvibrio	Peredibacter	Rhodoligotrophos	Ohtaekwangia	Oscillochloris	Methyloceanibacter	Labilithrix	Uliginosibacterium	Tumebacillus	Clavibacter	Ardenticatena	Gp22	Rubrobacter	Nakamurella	Acidiphilium	Armatimonadetes_gp5	g__Ustilago
Asticcacaulis	0.880952380952381	0.833333333333333	0.904761904761905	0.880952380952381	0.833333333333333	0.880952380952381	0.761904761904762	0.80952380952381	0.880952380952381	0.904761904761905	0.904761904761905	0.928571428571429	0.857142857142857	0.904761904761905	0.904761904761905	0.928571428571429	0.928571428571429	0.904761904761905	0.833333333333333	0.857142857142857	1	0.880952380952381	0.928571428571429	0.857142857142857	0.738095238095238	0.761904761904762	0.928571428571429	0.766480807624486	0.862290908577547	0.833333333333333	0.880952380952381	0.761904761904762	0.857142857142857	0.928571428571429	0.928571428571429	0.904761904761905	0.738095238095238	0.833333333333333	0.862290908577547	0.826362120720149	0.714285714285714
Sporichthya	0.904761904761905	0.928571428571429	0.904761904761905	1	0.928571428571429	1	0.880952380952381	0.880952380952381	0.928571428571429	0.976190476190476	0.976190476190476	0.952380952380953	0.904761904761905	0.976190476190476	0.976190476190476	0.952380952380953	0.952380952380953	0.976190476190476	0.928571428571429	0.904761904761905	0.880952380952381	1	0.952380952380953	0.904761904761905	0.904761904761905	0.880952380952381	0.952380952380953	0.97007727214974	0.994029797388005	0.928571428571429	1	0.904761904761905	0.904761904761905	0.761904761904762	0.952380952380953	0.976190476190476	0.785714285714286	0.80952380952381	0.994029797388005	0.790433332862751	0.80952380952381
Ilumatobacter	0.857142857142857	0.928571428571429	0.904761904761905	0.952380952380953	0.928571428571429	0.952380952380953	0.80952380952381	0.904761904761905	0.952380952380953	0.904761904761905	0.976190476190476	0.928571428571429	0.880952380952381	0.976190476190476	0.976190476190476	0.928571428571429	1	0.976190476190476	0.928571428571429	0.880952380952381	0.928571428571429	0.952380952380953	1	0.880952380952381	0.857142857142857	0.80952380952381	0.928571428571429	0.862290908577547	0.934148484292342	0.928571428571429	0.952380952380953	0.761904761904762	0.880952380952381	0.80952380952381	1	0.904761904761905	0.738095238095238	0.80952380952381	0.934148484292342	0.802409595481884	0.714285714285714
Nitrospira	0.952380952380953	0.976190476190476	0.952380952380953	0.904761904761905	0.976190476190476	0.904761904761905	0.976190476190476	0.952380952380953	0.928571428571429	0.928571428571429	0.952380952380953	0.976190476190476	1	0.952380952380953	0.952380952380953	0.976190476190476	0.880952380952381	0.952380952380953	0.976190476190476	1	0.857142857142857	0.904761904761905	0.880952380952381	1	0.952380952380953	0.976190476190476	0.976190476190476	0.850314645958414	0.874267171196679	0.976190476190476	0.904761904761905	0.880952380952381	1	0.880952380952381	0.880952380952381	0.928571428571429	0.952380952380953	0.976190476190476	0.874267171196679	0.97007727214974	0.690476190476191
Cellvibrio	0.857142857142857	0.976190476190476	0.857142857142857	0.904761904761905	0.976190476190476	0.904761904761905	0.976190476190476	0.928571428571429	0.880952380952381	0.880952380952381	0.928571428571429	0.904761904761905	0.952380952380953	0.928571428571429	0.928571428571429	0.904761904761905	0.857142857142857	0.928571428571429	0.976190476190476	0.952380952380953	0.738095238095238	0.904761904761905	0.857142857142857	0.952380952380953	1	0.976190476190476	0.904761904761905	0.898219696434944	0.874267171196679	0.976190476190476	0.904761904761905	0.857142857142857	0.952380952380953	0.714285714285714	0.857142857142857	0.880952380952381	0.928571428571429	0.904761904761905	0.874267171196679	0.886243433815812	0.619047619047619
Peredibacter	0.904761904761905	0.952380952380953	0.880952380952381	0.880952380952381	0.952380952380953	0.880952380952381	1	0.904761904761905	0.857142857142857	0.904761904761905	0.904761904761905	0.928571428571429	0.976190476190476	0.904761904761905	0.904761904761905	0.928571428571429	0.80952380952381	0.904761904761905	0.952380952380953	0.976190476190476	0.761904761904762	0.880952380952381	0.80952380952381	0.976190476190476	0.976190476190476	1	0.928571428571429	0.874267171196679	0.850314645958414	0.952380952380953	0.880952380952381	0.904761904761905	0.976190476190476	0.785714285714286	0.80952380952381	0.904761904761905	0.976190476190476	0.952380952380953	0.850314645958414	0.934148484292342	0.642857142857143
Rhodoligotrophos	0.976190476190476	0.952380952380953	0.976190476190476	0.952380952380953	0.952380952380953	0.952380952380953	0.928571428571429	0.928571428571429	0.952380952380953	0.976190476190476	0.976190476190476	1	0.976190476190476	0.976190476190476	0.976190476190476	1	0.928571428571429	0.976190476190476	0.952380952380953	0.976190476190476	0.928571428571429	0.952380952380953	0.928571428571429	0.976190476190476	0.904761904761905	0.928571428571429	1	0.886243433815812	0.934148484292342	0.952380952380953	0.952380952380953	0.904761904761905	0.976190476190476	0.904761904761905	0.928571428571429	0.976190476190476	0.880952380952381	0.928571428571429	0.934148484292342	0.922172221673209	0.785714285714286
Ohtaekwangia	0.838338383339281	0.874267171196679	0.826362120720149	0.97007727214974	0.874267171196679	0.97007727214974	0.874267171196679	0.814385858101016	0.850314645958414	0.946124746911475	0.910195959054077	0.886243433815812	0.850314645958414	0.910195959054077	0.910195959054077	0.886243433815812	0.862290908577547	0.910195959054077	0.874267171196679	0.850314645958414	0.766480807624486	0.97007727214974	0.862290908577547	0.850314645958414	0.898219696434944	0.874267171196679	0.886243433815812	1	0.975903614457831	0.874267171196679	0.97007727214974	0.922172221673209	0.850314645958414	0.64671818143316	0.862290908577547	0.946124746911475	0.766480807624486	0.742528282386221	0.975903614457831	0.716867469879518	0.778457070243618
Oscillochloris	0.886243433815812	0.898219696434944	0.898219696434944	0.994029797388005	0.898219696434944	0.994029797388005	0.850314645958414	0.862290908577547	0.922172221673209	0.97007727214974	0.958101009530607	0.934148484292342	0.874267171196679	0.958101009530607	0.958101009530607	0.934148484292342	0.934148484292342	0.958101009530607	0.898219696434944	0.874267171196679	0.862290908577547	0.994029797388005	0.934148484292342	0.874267171196679	0.874267171196679	0.850314645958414	0.934148484292342	0.975903614457831	1	0.898219696434944	0.994029797388005	0.898219696434944	0.874267171196679	0.742528282386221	0.934148484292342	0.97007727214974	0.742528282386221	0.766480807624486	1	0.753012048192771	0.826362120720149
Methyloceanibacter	0.904761904761905	1	0.928571428571429	0.928571428571429	1	0.928571428571429	0.952380952380953	0.976190476190476	0.952380952380953	0.904761904761905	0.976190476190476	0.952380952380953	0.976190476190476	0.976190476190476	0.976190476190476	0.952380952380953	0.928571428571429	0.976190476190476	1	0.976190476190476	0.833333333333333	0.928571428571429	0.928571428571429	0.976190476190476	0.976190476190476	0.952380952380953	0.952380952380953	0.874267171196679	0.898219696434944	1	0.928571428571429	0.833333333333333	0.976190476190476	0.80952380952381	0.928571428571429	0.904761904761905	0.904761904761905	0.928571428571429	0.898219696434944	0.922172221673209	0.666666666666667
Labilithrix	0.904761904761905	0.928571428571429	0.904761904761905	1	0.928571428571429	1	0.880952380952381	0.880952380952381	0.928571428571429	0.976190476190476	0.976190476190476	0.952380952380953	0.904761904761905	0.976190476190476	0.976190476190476	0.952380952380953	0.952380952380953	0.976190476190476	0.928571428571429	0.904761904761905	0.880952380952381	1	0.952380952380953	0.904761904761905	0.904761904761905	0.880952380952381	0.952380952380953	0.97007727214974	0.994029797388005	0.928571428571429	1	0.904761904761905	0.904761904761905	0.761904761904762	0.952380952380953	0.976190476190476	0.785714285714286	0.80952380952381	0.994029797388005	0.790433332862751	0.80952380952381
Uliginosibacterium	0.928571428571429	0.833333333333333	0.833333333333333	0.904761904761905	0.833333333333333	0.904761904761905	0.904761904761905	0.761904761904762	0.785714285714286	0.952380952380953	0.857142857142857	0.904761904761905	0.880952380952381	0.857142857142857	0.857142857142857	0.904761904761905	0.761904761904762	0.857142857142857	0.833333333333333	0.880952380952381	0.761904761904762	0.904761904761905	0.761904761904762	0.880952380952381	0.857142857142857	0.904761904761905	0.904761904761905	0.922172221673209	0.898219696434944	0.833333333333333	0.904761904761905	1	0.880952380952381	0.714285714285714	0.761904761904762	0.952380952380953	0.833333333333333	0.80952380952381	0.898219696434944	0.778457070243618	0.857142857142857
Tumebacillus	0.952380952380953	0.976190476190476	0.952380952380953	0.904761904761905	0.976190476190476	0.904761904761905	0.976190476190476	0.952380952380953	0.928571428571429	0.928571428571429	0.952380952380953	0.976190476190476	1	0.952380952380953	0.952380952380953	0.976190476190476	0.880952380952381	0.952380952380953	0.976190476190476	1	0.857142857142857	0.904761904761905	0.880952380952381	1	0.952380952380953	0.976190476190476	0.976190476190476	0.850314645958414	0.874267171196679	0.976190476190476	0.904761904761905	0.880952380952381	1	0.880952380952381	0.880952380952381	0.928571428571429	0.952380952380953	0.976190476190476	0.874267171196679	0.97007727214974	0.690476190476191
Clavibacter	0.880952380952381	0.80952380952381	0.928571428571429	0.761904761904762	0.80952380952381	0.761904761904762	0.785714285714286	0.833333333333333	0.857142857142857	0.833333333333333	0.833333333333333	0.904761904761905	0.880952380952381	0.833333333333333	0.833333333333333	0.904761904761905	0.80952380952381	0.833333333333333	0.80952380952381	0.880952380952381	0.928571428571429	0.761904761904762	0.80952380952381	0.880952380952381	0.714285714285714	0.785714285714286	0.904761904761905	0.64671818143316	0.742528282386221	0.80952380952381	0.761904761904762	0.714285714285714	0.880952380952381	1	0.80952380952381	0.833333333333333	0.80952380952381	0.904761904761905	0.742528282386221	0.922172221673209	0.619047619047619
Ardenticatena	0.857142857142857	0.928571428571429	0.904761904761905	0.952380952380953	0.928571428571429	0.952380952380953	0.80952380952381	0.904761904761905	0.952380952380953	0.904761904761905	0.976190476190476	0.928571428571429	0.880952380952381	0.976190476190476	0.976190476190476	0.928571428571429	1	0.976190476190476	0.928571428571429	0.880952380952381	0.928571428571429	0.952380952380953	1	0.880952380952381	0.857142857142857	0.80952380952381	0.928571428571429	0.862290908577547	0.934148484292342	0.928571428571429	0.952380952380953	0.761904761904762	0.880952380952381	0.80952380952381	1	0.904761904761905	0.738095238095238	0.80952380952381	0.934148484292342	0.802409595481884	0.714285714285714
Gp22	0.952380952380953	0.904761904761905	0.928571428571429	0.976190476190476	0.904761904761905	0.976190476190476	0.904761904761905	0.857142857142857	0.904761904761905	1	0.952380952380953	0.976190476190476	0.928571428571429	0.952380952380953	0.952380952380953	0.976190476190476	0.904761904761905	0.952380952380953	0.904761904761905	0.928571428571429	0.904761904761905	0.976190476190476	0.904761904761905	0.928571428571429	0.880952380952381	0.904761904761905	0.976190476190476	0.946124746911475	0.97007727214974	0.904761904761905	0.976190476190476	0.952380952380953	0.928571428571429	0.833333333333333	0.904761904761905	1	0.833333333333333	0.857142857142857	0.97007727214974	0.838338383339281	0.833333333333333
Rubrobacter	0.857142857142857	0.904761904761905	0.833333333333333	0.785714285714286	0.904761904761905	0.785714285714286	0.976190476190476	0.857142857142857	0.785714285714286	0.833333333333333	0.833333333333333	0.880952380952381	0.952380952380953	0.833333333333333	0.833333333333333	0.880952380952381	0.738095238095238	0.833333333333333	0.904761904761905	0.952380952380953	0.738095238095238	0.785714285714286	0.738095238095238	0.952380952380953	0.928571428571429	0.976190476190476	0.880952380952381	0.766480807624486	0.742528282386221	0.904761904761905	0.785714285714286	0.833333333333333	0.952380952380953	0.80952380952381	0.738095238095238	0.833333333333333	1	0.976190476190476	0.742528282386221	0.958101009530607	0.523809523809524
Nakamurella	0.904761904761905	0.928571428571429	0.904761904761905	0.80952380952381	0.928571428571429	0.80952380952381	0.952380952380953	0.904761904761905	0.857142857142857	0.857142857142857	0.880952380952381	0.928571428571429	0.976190476190476	0.880952380952381	0.880952380952381	0.928571428571429	0.80952380952381	0.880952380952381	0.928571428571429	0.976190476190476	0.833333333333333	0.80952380952381	0.80952380952381	0.976190476190476	0.904761904761905	0.952380952380953	0.928571428571429	0.742528282386221	0.766480807624486	0.928571428571429	0.80952380952381	0.80952380952381	0.976190476190476	0.904761904761905	0.80952380952381	0.857142857142857	0.976190476190476	1	0.766480807624486	0.994029797388005	0.571428571428572
Acidiphilium	0.886243433815812	0.898219696434944	0.898219696434944	0.994029797388005	0.898219696434944	0.994029797388005	0.850314645958414	0.862290908577547	0.922172221673209	0.97007727214974	0.958101009530607	0.934148484292342	0.874267171196679	0.958101009530607	0.958101009530607	0.934148484292342	0.934148484292342	0.958101009530607	0.898219696434944	0.874267171196679	0.862290908577547	0.994029797388005	0.934148484292342	0.874267171196679	0.874267171196679	0.850314645958414	0.934148484292342	0.975903614457831	1	0.898219696434944	0.994029797388005	0.898219696434944	0.874267171196679	0.742528282386221	0.934148484292342	0.97007727214974	0.742528282386221	0.766480807624486	1	0.753012048192771	0.826362120720149
Armatimonadetes_gp5	0.898219696434944	0.922172221673209	0.922172221673209	0.790433332862751	0.922172221673209	0.790433332862751	0.934148484292342	0.922172221673209	0.874267171196679	0.838338383339281	0.874267171196679	0.922172221673209	0.97007727214974	0.874267171196679	0.874267171196679	0.922172221673209	0.802409595481884	0.874267171196679	0.922172221673209	0.97007727214974	0.826362120720149	0.790433332862751	0.802409595481884	0.97007727214974	0.886243433815812	0.934148484292342	0.922172221673209	0.716867469879518	0.753012048192771	0.922172221673209	0.790433332862751	0.778457070243618	0.97007727214974	0.922172221673209	0.802409595481884	0.838338383339281	0.958101009530607	0.994029797388005	0.753012048192771	1	0.562884343099232
