Nocardioides	Aeromicrobium	Agromyces	Arthrobacter	Solirubrobacter	Cellulomonas	Gaiella	Conexibacter	g__Exophiala	Terrabacter	Paenibacillus	Saccharibacteria_genera_incertae_sedis	Aquabacterium	Phenylobacterium	g__Mortierella	Hyphomicrobium	Ideonella	Marmoricola	Dissulfuribacter	Geobacter	Gemmatimonas	Dongia	Aquihabitans	Haliangium	Rhizocola	g__Apodus	Knoellia	Saccharothrix	Sporosarcina	Sporichthya	Ilumatobacter	Nitrospira	Cellvibrio	Catellatospora	Peredibacter	Panacagrimonas	Rhodoligotrophos	Pseudolabrys	Ramlibacter	Chitinimonas	Oscillochloris	Nannocystis	Methyloceanibacter	Streptosporangium	Amaricoccus	Povalibacter	Labilithrix	Variibacter	Adhaeribacter	Nitrincola	Lautropia	Thiomonas	Halobacteriovorax	Tumebacillus	Cohnella	Ardenticatena	Gp22	Rubrobacter	Luteivirga	Nakamurella	Sanguibacter	Acidiphilium	Sulfurisoma	Armatimonadetes_gp5
g__Apodus	0.814385858101016	0.874267171196679	0.898219696434944	0.874267171196679	0.898219696434944	0.874267171196679	0.898219696434944	0.946124746911475	0.838338383339281	0.946124746911475	0.838338383339281	0.874267171196679	0.934148484292342	0.790433332862751	0.826362120720149	0.922172221673209	0.946124746911475	0.946124746911475	0.874267171196679	0.97007727214974	0.946124746911475	0.97007727214974	0.898219696434944	0.898219696434944	0.946124746911475	1	0.826362120720149	0.706599494528823	0.730552019767088	0.910195959054077	0.97007727214974	0.826362120720149	0.814385858101016	0.778457070243618	0.742528282386221	0.730552019767088	0.874267171196679	0.97007727214974	0.874267171196679	0.97007727214974	0.897590361445783	0.778457070243618	0.898219696434944	0.730552019767088	0.778457070243618	0.778457070243618	0.910195959054077	0.934148484292342	0.608433734939759	0.740963855421687	0.730552019767088	0.946124746911475	0.838338383339281	0.826362120720149	0.718575757147955	0.97007727214974	0.838338383339281	0.64671818143316	0.874267171196679	0.730552019767088	0.807228915662651	0.897590361445783	0.807228915662651	0.734939759036145
Knoellia	0.904761904761905	0.928571428571429	0.976190476190476	0.952380952380953	0.976190476190476	0.928571428571429	0.952380952380953	0.928571428571429	0.928571428571429	0.952380952380953	0.904761904761905	0.976190476190476	0.80952380952381	0.857142857142857	1	0.80952380952381	0.952380952380953	0.952380952380953	0.976190476190476	0.880952380952381	0.952380952380953	0.857142857142857	0.857142857142857	0.976190476190476	0.80952380952381	0.826362120720149	1	0.904761904761905	0.904761904761905	0.904761904761905	0.880952380952381	1	0.952380952380953	0.880952380952381	0.976190476190476	0.738095238095238	0.976190476190476	0.857142857142857	0.904761904761905	0.785714285714286	0.874267171196679	0.904761904761905	0.976190476190476	0.880952380952381	0.904761904761905	0.880952380952381	0.904761904761905	0.785714285714286	0.934148484292342	0.886243433815812	0.880952380952381	0.80952380952381	0.714285714285714	1	0.714285714285714	0.880952380952381	0.928571428571429	0.952380952380953	0.928571428571429	0.976190476190476	0.826362120720149	0.874267171196679	0.826362120720149	0.97007727214974
Saccharothrix	0.880952380952381	0.904761904761905	0.880952380952381	0.857142857142857	0.880952380952381	0.904761904761905	0.904761904761905	0.833333333333333	0.714285714285714	0.80952380952381	0.761904761904762	0.833333333333333	0.666666666666667	0.904761904761905	0.904761904761905	0.761904761904762	0.80952380952381	0.80952380952381	0.833333333333333	0.761904761904762	0.80952380952381	0.785714285714286	0.857142857142857	0.880952380952381	0.80952380952381	0.706599494528823	0.904761904761905	1	0.80952380952381	0.690476190476191	0.761904761904762	0.904761904761905	0.833333333333333	0.976190476190476	0.857142857142857	0.833333333333333	0.833333333333333	0.785714285714286	0.928571428571429	0.714285714285714	0.64671818143316	0.714285714285714	0.880952380952381	0.833333333333333	0.714285714285714	0.976190476190476	0.690476190476191	0.690476190476191	0.898219696434944	0.706599494528823	0.833333333333333	0.80952380952381	0.80952380952381	0.904761904761905	0.714285714285714	0.761904761904762	0.714285714285714	0.904761904761905	0.904761904761905	0.952380952380953	0.922172221673209	0.64671818143316	0.922172221673209	0.97007727214974
Sporosarcina	0.928571428571429	0.904761904761905	0.928571428571429	0.80952380952381	0.928571428571429	0.904761904761905	0.904761904761905	0.833333333333333	0.80952380952381	0.857142857142857	0.952380952380953	0.833333333333333	0.761904761904762	0.904761904761905	0.904761904761905	0.619047619047619	0.857142857142857	0.857142857142857	0.833333333333333	0.761904761904762	0.857142857142857	0.738095238095238	0.80952380952381	0.928571428571429	0.714285714285714	0.730552019767088	0.904761904761905	0.80952380952381	1	0.833333333333333	0.761904761904762	0.904761904761905	0.976190476190476	0.833333333333333	0.952380952380953	0.833333333333333	0.833333333333333	0.738095238095238	0.880952380952381	0.714285714285714	0.814385858101016	0.952380952380953	0.928571428571429	0.976190476190476	0.952380952380953	0.833333333333333	0.833333333333333	0.690476190476191	0.922172221673209	0.97007727214974	0.976190476190476	0.714285714285714	0.714285714285714	0.904761904761905	0.80952380952381	0.761904761904762	0.80952380952381	0.904761904761905	0.904761904761905	0.857142857142857	0.754504545005353	0.814385858101016	0.754504545005353	0.850314645958414
Sporichthya	0.80952380952381	0.857142857142857	0.928571428571429	0.904761904761905	0.928571428571429	0.857142857142857	0.880952380952381	0.928571428571429	0.976190476190476	0.976190476190476	0.880952380952381	0.952380952380953	0.880952380952381	0.738095238095238	0.904761904761905	0.857142857142857	0.976190476190476	0.976190476190476	0.952380952380953	0.952380952380953	0.976190476190476	0.904761904761905	0.833333333333333	0.928571428571429	0.833333333333333	0.910195959054077	0.904761904761905	0.690476190476191	0.833333333333333	1	0.952380952380953	0.904761904761905	0.904761904761905	0.714285714285714	0.880952380952381	0.642857142857143	0.952380952380953	0.904761904761905	0.80952380952381	0.857142857142857	0.994029797388005	0.928571428571429	0.928571428571429	0.785714285714286	0.928571428571429	0.714285714285714	1	0.880952380952381	0.754504545005353	0.898219696434944	0.785714285714286	0.833333333333333	0.690476190476191	0.904761904761905	0.690476190476191	0.952380952380953	0.976190476190476	0.785714285714286	0.857142857142857	0.80952380952381	0.718575757147955	0.994029797388005	0.718575757147955	0.790433332862751
Ilumatobacter	0.80952380952381	0.904761904761905	0.928571428571429	0.904761904761905	0.928571428571429	0.904761904761905	0.904761904761905	0.952380952380953	0.904761904761905	0.976190476190476	0.833333333333333	0.928571428571429	0.880952380952381	0.785714285714286	0.880952380952381	0.952380952380953	0.976190476190476	0.976190476190476	0.928571428571429	1	0.976190476190476	0.976190476190476	0.928571428571429	0.928571428571429	0.952380952380953	0.97007727214974	0.880952380952381	0.761904761904762	0.761904761904762	0.952380952380953	1	0.880952380952381	0.857142857142857	0.80952380952381	0.80952380952381	0.714285714285714	0.928571428571429	0.976190476190476	0.880952380952381	0.952380952380953	0.934148484292342	0.833333333333333	0.928571428571429	0.738095238095238	0.833333333333333	0.80952380952381	0.952380952380953	0.928571428571429	0.69462323190969	0.790433332862751	0.738095238095238	0.952380952380953	0.833333333333333	0.880952380952381	0.690476190476191	1	0.904761904761905	0.738095238095238	0.904761904761905	0.80952380952381	0.850314645958414	0.934148484292342	0.850314645958414	0.802409595481884
Nitrospira	0.904761904761905	0.928571428571429	0.976190476190476	0.952380952380953	0.976190476190476	0.928571428571429	0.952380952380953	0.928571428571429	0.928571428571429	0.952380952380953	0.904761904761905	0.976190476190476	0.80952380952381	0.857142857142857	1	0.80952380952381	0.952380952380953	0.952380952380953	0.976190476190476	0.880952380952381	0.952380952380953	0.857142857142857	0.857142857142857	0.976190476190476	0.80952380952381	0.826362120720149	1	0.904761904761905	0.904761904761905	0.904761904761905	0.880952380952381	1	0.952380952380953	0.880952380952381	0.976190476190476	0.738095238095238	0.976190476190476	0.857142857142857	0.904761904761905	0.785714285714286	0.874267171196679	0.904761904761905	0.976190476190476	0.880952380952381	0.904761904761905	0.880952380952381	0.904761904761905	0.785714285714286	0.934148484292342	0.886243433815812	0.880952380952381	0.80952380952381	0.714285714285714	1	0.714285714285714	0.880952380952381	0.928571428571429	0.952380952380953	0.928571428571429	0.976190476190476	0.826362120720149	0.874267171196679	0.826362120720149	0.97007727214974
Cellvibrio	0.904761904761905	0.952380952380953	0.976190476190476	0.857142857142857	0.976190476190476	0.952380952380953	0.928571428571429	0.880952380952381	0.880952380952381	0.928571428571429	0.976190476190476	0.904761904761905	0.785714285714286	0.880952380952381	0.952380952380953	0.714285714285714	0.928571428571429	0.928571428571429	0.904761904761905	0.857142857142857	0.928571428571429	0.80952380952381	0.880952380952381	0.976190476190476	0.785714285714286	0.814385858101016	0.952380952380953	0.833333333333333	0.976190476190476	0.904761904761905	0.857142857142857	0.952380952380953	1	0.857142857142857	0.976190476190476	0.785714285714286	0.904761904761905	0.80952380952381	0.904761904761905	0.80952380952381	0.874267171196679	0.976190476190476	0.976190476190476	0.928571428571429	0.976190476190476	0.857142857142857	0.904761904761905	0.738095238095238	0.922172221673209	0.97007727214974	0.928571428571429	0.785714285714286	0.738095238095238	0.952380952380953	0.738095238095238	0.857142857142857	0.880952380952381	0.928571428571429	0.952380952380953	0.904761904761905	0.814385858101016	0.874267171196679	0.814385858101016	0.886243433815812
Catellatospora	0.904761904761905	0.952380952380953	0.904761904761905	0.833333333333333	0.904761904761905	0.952380952380953	0.928571428571429	0.857142857142857	0.690476190476191	0.833333333333333	0.80952380952381	0.80952380952381	0.714285714285714	0.952380952380953	0.880952380952381	0.785714285714286	0.833333333333333	0.833333333333333	0.80952380952381	0.80952380952381	0.833333333333333	0.833333333333333	0.928571428571429	0.904761904761905	0.880952380952381	0.778457070243618	0.880952380952381	0.976190476190476	0.833333333333333	0.714285714285714	0.80952380952381	0.880952380952381	0.857142857142857	1	0.833333333333333	0.904761904761905	0.80952380952381	0.833333333333333	0.976190476190476	0.80952380952381	0.670670706671425	0.738095238095238	0.904761904761905	0.857142857142857	0.738095238095238	1	0.714285714285714	0.738095238095238	0.850314645958414	0.730552019767088	0.857142857142857	0.880952380952381	0.904761904761905	0.880952380952381	0.761904761904762	0.80952380952381	0.690476190476191	0.857142857142857	0.952380952380953	0.904761904761905	0.97007727214974	0.670670706671425	0.97007727214974	0.922172221673209
Peredibacter	0.880952380952381	0.904761904761905	0.952380952380953	0.880952380952381	0.952380952380953	0.904761904761905	0.904761904761905	0.857142857142857	0.904761904761905	0.904761904761905	0.928571428571429	0.928571428571429	0.738095238095238	0.833333333333333	0.976190476190476	0.690476190476191	0.904761904761905	0.904761904761905	0.928571428571429	0.80952380952381	0.904761904761905	0.761904761904762	0.80952380952381	0.952380952380953	0.714285714285714	0.742528282386221	0.976190476190476	0.857142857142857	0.952380952380953	0.880952380952381	0.80952380952381	0.976190476190476	0.976190476190476	0.833333333333333	1	0.714285714285714	0.928571428571429	0.761904761904762	0.857142857142857	0.714285714285714	0.850314645958414	0.952380952380953	0.952380952380953	0.904761904761905	0.952380952380953	0.833333333333333	0.880952380952381	0.690476190476191	0.97007727214974	0.946124746911475	0.904761904761905	0.714285714285714	0.642857142857143	0.976190476190476	0.690476190476191	0.80952380952381	0.904761904761905	0.976190476190476	0.904761904761905	0.952380952380953	0.766480807624486	0.850314645958414	0.766480807624486	0.934148484292342
Panacagrimonas	0.928571428571429	0.857142857142857	0.80952380952381	0.738095238095238	0.80952380952381	0.857142857142857	0.880952380952381	0.80952380952381	0.571428571428572	0.738095238095238	0.761904761904762	0.666666666666667	0.761904761904762	0.976190476190476	0.738095238095238	0.690476190476191	0.738095238095238	0.738095238095238	0.666666666666667	0.714285714285714	0.738095238095238	0.785714285714286	0.833333333333333	0.80952380952381	0.833333333333333	0.730552019767088	0.738095238095238	0.833333333333333	0.833333333333333	0.642857142857143	0.714285714285714	0.738095238095238	0.785714285714286	0.904761904761905	0.714285714285714	1	0.666666666666667	0.785714285714286	0.928571428571429	0.738095238095238	0.634741918814027	0.690476190476191	0.80952380952381	0.904761904761905	0.690476190476191	0.904761904761905	0.642857142857143	0.761904761904762	0.718575757147955	0.718575757147955	0.904761904761905	0.833333333333333	0.928571428571429	0.738095238095238	0.928571428571429	0.714285714285714	0.571428571428572	0.690476190476191	0.857142857142857	0.714285714285714	0.850314645958414	0.634741918814027	0.850314645958414	0.754504545005353
Rhodoligotrophos	0.857142857142857	0.880952380952381	0.952380952380953	0.976190476190476	0.952380952380953	0.880952380952381	0.928571428571429	0.952380952380953	0.976190476190476	0.976190476190476	0.857142857142857	1	0.857142857142857	0.785714285714286	0.976190476190476	0.880952380952381	0.976190476190476	0.976190476190476	1	0.928571428571429	0.976190476190476	0.904761904761905	0.833333333333333	0.952380952380953	0.833333333333333	0.874267171196679	0.976190476190476	0.833333333333333	0.833333333333333	0.952380952380953	0.928571428571429	0.976190476190476	0.904761904761905	0.80952380952381	0.928571428571429	0.666666666666667	1	0.904761904761905	0.857142857142857	0.80952380952381	0.934148484292342	0.880952380952381	0.952380952380953	0.80952380952381	0.880952380952381	0.80952380952381	0.952380952380953	0.857142857142857	0.850314645958414	0.850314645958414	0.80952380952381	0.833333333333333	0.690476190476191	0.976190476190476	0.690476190476191	0.928571428571429	0.976190476190476	0.880952380952381	0.880952380952381	0.928571428571429	0.778457070243618	0.934148484292342	0.778457070243618	0.922172221673209
Pseudolabrys	0.857142857142857	0.880952380952381	0.904761904761905	0.928571428571429	0.904761904761905	0.880952380952381	0.928571428571429	0.976190476190476	0.857142857142857	0.952380952380953	0.785714285714286	0.904761904761905	0.928571428571429	0.833333333333333	0.857142857142857	0.976190476190476	0.952380952380953	0.952380952380953	0.904761904761905	0.976190476190476	0.952380952380953	1	0.904761904761905	0.904761904761905	0.976190476190476	0.97007727214974	0.857142857142857	0.785714285714286	0.738095238095238	0.904761904761905	0.976190476190476	0.857142857142857	0.80952380952381	0.833333333333333	0.761904761904762	0.785714285714286	0.904761904761905	1	0.904761904761905	0.928571428571429	0.898219696434944	0.761904761904762	0.904761904761905	0.761904761904762	0.761904761904762	0.833333333333333	0.904761904761905	0.976190476190476	0.658694444052292	0.730552019767088	0.761904761904762	0.976190476190476	0.880952380952381	0.857142857142857	0.785714285714286	0.976190476190476	0.857142857142857	0.690476190476191	0.880952380952381	0.785714285714286	0.850314645958414	0.898219696434944	0.850314645958414	0.802409595481884
Ramlibacter	0.952380952380953	0.976190476190476	0.952380952380953	0.880952380952381	0.952380952380953	0.976190476190476	0.976190476190476	0.928571428571429	0.761904761904762	0.904761904761905	0.880952380952381	0.857142857142857	0.833333333333333	0.976190476190476	0.904761904761905	0.833333333333333	0.904761904761905	0.904761904761905	0.857142857142857	0.880952380952381	0.904761904761905	0.904761904761905	0.952380952380953	0.952380952380953	0.928571428571429	0.874267171196679	0.904761904761905	0.928571428571429	0.880952380952381	0.80952380952381	0.880952380952381	0.904761904761905	0.904761904761905	0.976190476190476	0.857142857142857	0.928571428571429	0.857142857142857	0.904761904761905	1	0.880952380952381	0.778457070243618	0.80952380952381	0.952380952380953	0.904761904761905	0.80952380952381	0.976190476190476	0.80952380952381	0.833333333333333	0.826362120720149	0.802409595481884	0.904761904761905	0.928571428571429	0.928571428571429	0.904761904761905	0.833333333333333	0.880952380952381	0.761904761904762	0.833333333333333	0.976190476190476	0.880952380952381	0.946124746911475	0.778457070243618	0.946124746911475	0.898219696434944
Chitinimonas	0.761904761904762	0.904761904761905	0.880952380952381	0.785714285714286	0.880952380952381	0.904761904761905	0.857142857142857	0.880952380952381	0.761904761904762	0.904761904761905	0.833333333333333	0.80952380952381	0.833333333333333	0.785714285714286	0.785714285714286	0.880952380952381	0.904761904761905	0.904761904761905	0.80952380952381	0.952380952380953	0.904761904761905	0.928571428571429	0.952380952380953	0.880952380952381	0.952380952380953	0.97007727214974	0.785714285714286	0.714285714285714	0.714285714285714	0.857142857142857	0.952380952380953	0.785714285714286	0.80952380952381	0.80952380952381	0.714285714285714	0.738095238095238	0.80952380952381	0.928571428571429	0.880952380952381	1	0.826362120720149	0.761904761904762	0.880952380952381	0.690476190476191	0.761904761904762	0.80952380952381	0.857142857142857	0.857142857142857	0.59881313095663	0.718575757147955	0.690476190476191	0.952380952380953	0.880952380952381	0.785714285714286	0.642857142857143	0.952380952380953	0.761904761904762	0.642857142857143	0.904761904761905	0.714285714285714	0.874267171196679	0.826362120720149	0.874267171196679	0.706599494528823
Oscillochloris	0.802409595481884	0.814385858101016	0.898219696434944	0.898219696434944	0.898219696434944	0.814385858101016	0.862290908577547	0.922172221673209	0.97007727214974	0.958101009530607	0.850314645958414	0.934148484292342	0.898219696434944	0.718575757147955	0.874267171196679	0.850314645958414	0.958101009530607	0.958101009530607	0.934148484292342	0.934148484292342	0.958101009530607	0.898219696434944	0.790433332862751	0.898219696434944	0.814385858101016	0.897590361445783	0.874267171196679	0.64671818143316	0.814385858101016	0.994029797388005	0.934148484292342	0.874267171196679	0.874267171196679	0.670670706671425	0.850314645958414	0.634741918814027	0.934148484292342	0.898219696434944	0.778457070243618	0.826362120720149	1	0.910195959054077	0.898219696434944	0.778457070243618	0.910195959054077	0.670670706671425	0.994029797388005	0.898219696434944	0.716867469879518	0.885542168674699	0.778457070243618	0.814385858101016	0.670670706671425	0.874267171196679	0.718575757147955	0.934148484292342	0.97007727214974	0.742528282386221	0.814385858101016	0.766480807624486	0.668674698795181	1	0.668674698795181	0.753012048192771
Nannocystis	0.833333333333333	0.880952380952381	0.928571428571429	0.80952380952381	0.928571428571429	0.880952380952381	0.857142857142857	0.833333333333333	0.904761904761905	0.904761904761905	0.952380952380953	0.880952380952381	0.761904761904762	0.785714285714286	0.904761904761905	0.666666666666667	0.904761904761905	0.904761904761905	0.880952380952381	0.833333333333333	0.904761904761905	0.761904761904762	0.80952380952381	0.928571428571429	0.714285714285714	0.778457070243618	0.904761904761905	0.714285714285714	0.952380952380953	0.928571428571429	0.833333333333333	0.904761904761905	0.976190476190476	0.738095238095238	0.952380952380953	0.690476190476191	0.880952380952381	0.761904761904762	0.80952380952381	0.761904761904762	0.910195959054077	1	0.928571428571429	0.880952380952381	1	0.738095238095238	0.928571428571429	0.714285714285714	0.874267171196679	0.994029797388005	0.880952380952381	0.714285714285714	0.642857142857143	0.904761904761905	0.690476190476191	0.833333333333333	0.904761904761905	0.880952380952381	0.880952380952381	0.833333333333333	0.706599494528823	0.910195959054077	0.706599494528823	0.802409595481884
Methyloceanibacter	0.928571428571429	0.976190476190476	1	0.928571428571429	1	0.976190476190476	0.976190476190476	0.952380952380953	0.904761904761905	0.976190476190476	0.952380952380953	0.952380952380953	0.857142857142857	0.904761904761905	0.976190476190476	0.833333333333333	0.976190476190476	0.976190476190476	0.952380952380953	0.928571428571429	0.976190476190476	0.904761904761905	0.928571428571429	1	0.880952380952381	0.898219696434944	0.976190476190476	0.880952380952381	0.928571428571429	0.928571428571429	0.928571428571429	0.976190476190476	0.976190476190476	0.904761904761905	0.952380952380953	0.80952380952381	0.952380952380953	0.904761904761905	0.952380952380953	0.880952380952381	0.898219696434944	0.928571428571429	1	0.904761904761905	0.928571428571429	0.904761904761905	0.928571428571429	0.833333333333333	0.886243433815812	0.910195959054077	0.904761904761905	0.880952380952381	0.80952380952381	0.976190476190476	0.761904761904762	0.928571428571429	0.904761904761905	0.904761904761905	0.976190476190476	0.928571428571429	0.874267171196679	0.898219696434944	0.874267171196679	0.922172221673209
Streptosporangium	0.976190476190476	0.880952380952381	0.904761904761905	0.833333333333333	0.904761904761905	0.880952380952381	0.928571428571429	0.857142857142857	0.761904761904762	0.833333333333333	0.904761904761905	0.80952380952381	0.80952380952381	0.952380952380953	0.880952380952381	0.642857142857143	0.833333333333333	0.833333333333333	0.80952380952381	0.738095238095238	0.833333333333333	0.761904761904762	0.785714285714286	0.904761904761905	0.738095238095238	0.730552019767088	0.880952380952381	0.833333333333333	0.976190476190476	0.785714285714286	0.738095238095238	0.880952380952381	0.928571428571429	0.857142857142857	0.904761904761905	0.904761904761905	0.80952380952381	0.761904761904762	0.904761904761905	0.690476190476191	0.778457070243618	0.880952380952381	0.904761904761905	1	0.880952380952381	0.857142857142857	0.785714285714286	0.738095238095238	0.886243433815812	0.910195959054077	1	0.738095238095238	0.761904761904762	0.880952380952381	0.904761904761905	0.738095238095238	0.761904761904762	0.857142857142857	0.880952380952381	0.833333333333333	0.754504545005353	0.778457070243618	0.754504545005353	0.850314645958414
Amaricoccus	0.833333333333333	0.880952380952381	0.928571428571429	0.80952380952381	0.928571428571429	0.880952380952381	0.857142857142857	0.833333333333333	0.904761904761905	0.904761904761905	0.952380952380953	0.880952380952381	0.761904761904762	0.785714285714286	0.904761904761905	0.666666666666667	0.904761904761905	0.904761904761905	0.880952380952381	0.833333333333333	0.904761904761905	0.761904761904762	0.80952380952381	0.928571428571429	0.714285714285714	0.778457070243618	0.904761904761905	0.714285714285714	0.952380952380953	0.928571428571429	0.833333333333333	0.904761904761905	0.976190476190476	0.738095238095238	0.952380952380953	0.690476190476191	0.880952380952381	0.761904761904762	0.80952380952381	0.761904761904762	0.910195959054077	1	0.928571428571429	0.880952380952381	1	0.738095238095238	0.928571428571429	0.714285714285714	0.874267171196679	0.994029797388005	0.880952380952381	0.714285714285714	0.642857142857143	0.904761904761905	0.690476190476191	0.833333333333333	0.904761904761905	0.880952380952381	0.880952380952381	0.833333333333333	0.706599494528823	0.910195959054077	0.706599494528823	0.802409595481884
Povalibacter	0.904761904761905	0.952380952380953	0.904761904761905	0.833333333333333	0.904761904761905	0.952380952380953	0.928571428571429	0.857142857142857	0.690476190476191	0.833333333333333	0.80952380952381	0.80952380952381	0.714285714285714	0.952380952380953	0.880952380952381	0.785714285714286	0.833333333333333	0.833333333333333	0.80952380952381	0.80952380952381	0.833333333333333	0.833333333333333	0.928571428571429	0.904761904761905	0.880952380952381	0.778457070243618	0.880952380952381	0.976190476190476	0.833333333333333	0.714285714285714	0.80952380952381	0.880952380952381	0.857142857142857	1	0.833333333333333	0.904761904761905	0.80952380952381	0.833333333333333	0.976190476190476	0.80952380952381	0.670670706671425	0.738095238095238	0.904761904761905	0.857142857142857	0.738095238095238	1	0.714285714285714	0.738095238095238	0.850314645958414	0.730552019767088	0.857142857142857	0.880952380952381	0.904761904761905	0.880952380952381	0.761904761904762	0.80952380952381	0.690476190476191	0.857142857142857	0.952380952380953	0.904761904761905	0.97007727214974	0.670670706671425	0.97007727214974	0.922172221673209
Labilithrix	0.80952380952381	0.857142857142857	0.928571428571429	0.904761904761905	0.928571428571429	0.857142857142857	0.880952380952381	0.928571428571429	0.976190476190476	0.976190476190476	0.880952380952381	0.952380952380953	0.880952380952381	0.738095238095238	0.904761904761905	0.857142857142857	0.976190476190476	0.976190476190476	0.952380952380953	0.952380952380953	0.976190476190476	0.904761904761905	0.833333333333333	0.928571428571429	0.833333333333333	0.910195959054077	0.904761904761905	0.690476190476191	0.833333333333333	1	0.952380952380953	0.904761904761905	0.904761904761905	0.714285714285714	0.880952380952381	0.642857142857143	0.952380952380953	0.904761904761905	0.80952380952381	0.857142857142857	0.994029797388005	0.928571428571429	0.928571428571429	0.785714285714286	0.928571428571429	0.714285714285714	1	0.880952380952381	0.754504545005353	0.898219696434944	0.785714285714286	0.833333333333333	0.690476190476191	0.904761904761905	0.690476190476191	0.952380952380953	0.976190476190476	0.785714285714286	0.857142857142857	0.80952380952381	0.718575757147955	0.994029797388005	0.718575757147955	0.790433332862751
Variibacter	0.833333333333333	0.785714285714286	0.833333333333333	0.904761904761905	0.833333333333333	0.785714285714286	0.880952380952381	0.952380952380953	0.833333333333333	0.904761904761905	0.714285714285714	0.857142857142857	0.952380952380953	0.785714285714286	0.785714285714286	0.952380952380953	0.904761904761905	0.904761904761905	0.857142857142857	0.928571428571429	0.904761904761905	0.976190476190476	0.80952380952381	0.833333333333333	0.928571428571429	0.934148484292342	0.785714285714286	0.690476190476191	0.690476190476191	0.880952380952381	0.928571428571429	0.785714285714286	0.738095238095238	0.738095238095238	0.690476190476191	0.761904761904762	0.857142857142857	0.976190476190476	0.833333333333333	0.857142857142857	0.898219696434944	0.714285714285714	0.833333333333333	0.738095238095238	0.714285714285714	0.738095238095238	0.880952380952381	1	0.574860605718364	0.69462323190969	0.738095238095238	0.928571428571429	0.833333333333333	0.785714285714286	0.833333333333333	0.928571428571429	0.833333333333333	0.595238095238095	0.785714285714286	0.690476190476191	0.742528282386221	0.898219696434944	0.742528282386221	0.718575757147955
Adhaeribacter	0.850314645958414	0.862290908577547	0.886243433815812	0.814385858101016	0.886243433815812	0.862290908577547	0.850314645958414	0.766480807624486	0.802409595481884	0.802409595481884	0.850314645958414	0.850314645958414	0.610789393575762	0.826362120720149	0.934148484292342	0.59881313095663	0.802409595481884	0.802409595481884	0.850314645958414	0.69462323190969	0.802409595481884	0.658694444052292	0.754504545005353	0.886243433815812	0.634741918814027	0.608433734939759	0.934148484292342	0.898219696434944	0.922172221673209	0.754504545005353	0.69462323190969	0.934148484292342	0.922172221673209	0.850314645958414	0.97007727214974	0.718575757147955	0.850314645958414	0.658694444052292	0.826362120720149	0.59881313095663	0.716867469879518	0.874267171196679	0.886243433815812	0.886243433815812	0.874267171196679	0.850314645958414	0.754504545005353	0.574860605718364	1	0.879518072289157	0.886243433815812	0.634741918814027	0.610789393575762	0.934148484292342	0.658694444052292	0.69462323190969	0.802409595481884	0.994029797388005	0.862290908577547	0.958101009530607	0.765060240963855	0.716867469879518	0.765060240963855	0.94578313253012
Nitrincola	0.850314645958414	0.862290908577547	0.910195959054077	0.790433332862751	0.910195959054077	0.862290908577547	0.850314645958414	0.814385858101016	0.874267171196679	0.874267171196679	0.946124746911475	0.850314645958414	0.754504545005353	0.802409595481884	0.886243433815812	0.622765656194895	0.874267171196679	0.874267171196679	0.850314645958414	0.790433332862751	0.874267171196679	0.730552019767088	0.778457070243618	0.910195959054077	0.682646969290558	0.740963855421687	0.886243433815812	0.706599494528823	0.97007727214974	0.898219696434944	0.790433332862751	0.886243433815812	0.97007727214974	0.730552019767088	0.946124746911475	0.718575757147955	0.850314645958414	0.730552019767088	0.802409595481884	0.718575757147955	0.885542168674699	0.994029797388005	0.910195959054077	0.910195959054077	0.994029797388005	0.730552019767088	0.898219696434944	0.69462323190969	0.879518072289157	1	0.910195959054077	0.682646969290558	0.634741918814027	0.886243433815812	0.730552019767088	0.790433332862751	0.874267171196679	0.874267171196679	0.862290908577547	0.814385858101016	0.680722891566265	0.885542168674699	0.680722891566265	0.789156626506024
Lautropia	0.976190476190476	0.880952380952381	0.904761904761905	0.833333333333333	0.904761904761905	0.880952380952381	0.928571428571429	0.857142857142857	0.761904761904762	0.833333333333333	0.904761904761905	0.80952380952381	0.80952380952381	0.952380952380953	0.880952380952381	0.642857142857143	0.833333333333333	0.833333333333333	0.80952380952381	0.738095238095238	0.833333333333333	0.761904761904762	0.785714285714286	0.904761904761905	0.738095238095238	0.730552019767088	0.880952380952381	0.833333333333333	0.976190476190476	0.785714285714286	0.738095238095238	0.880952380952381	0.928571428571429	0.857142857142857	0.904761904761905	0.904761904761905	0.80952380952381	0.761904761904762	0.904761904761905	0.690476190476191	0.778457070243618	0.880952380952381	0.904761904761905	1	0.880952380952381	0.857142857142857	0.785714285714286	0.738095238095238	0.886243433815812	0.910195959054077	1	0.738095238095238	0.761904761904762	0.880952380952381	0.904761904761905	0.738095238095238	0.761904761904762	0.857142857142857	0.880952380952381	0.833333333333333	0.754504545005353	0.778457070243618	0.754504545005353	0.850314645958414
