Aeromicrobium	Sorangium	Agromyces	Solirubrobacter	Cellulomonas	Blastococcus	Gaiella	Conexibacter	Terrabacter	Paenibacillus	Saccharibacteria_genera_incertae_sedis	g__Mortierella	Ideonella	Marmoricola	Dissulfuribacter	Gemmatimonas	Haliangium	Rhizocola	g__Apodus	Knoellia	Saccharothrix	Sporosarcina	Sporichthya	Ilumatobacter	Nitrospira	Cellvibrio	Catellatospora	Peredibacter	Rhodoligotrophos	Pseudolabrys	Ramlibacter	Ohtaekwangia	Chitinimonas	Oscillochloris	Nannocystis	Methyloceanibacter	Streptosporangium	Amaricoccus	Povalibacter	Labilithrix	Adhaeribacter	Nitrincola	Lautropia	Thiomonas	Tumebacillus	Ardenticatena	Gp22	Rubrobacter	Luteivirga	Nakamurella	Roseiflexus	Sanguibacter	Acidiphilium	Sulfurisoma	Armatimonadetes_gp5	Skermanella	Sneathiella	Terrimonas
Saccharothrix	0.904761904761905	0.857142857142857	0.880952380952381	0.880952380952381	0.904761904761905	0.857142857142857	0.904761904761905	0.833333333333333	0.80952380952381	0.761904761904762	0.833333333333333	0.904761904761905	0.80952380952381	0.80952380952381	0.833333333333333	0.80952380952381	0.880952380952381	0.80952380952381	0.706599494528823	0.904761904761905	1	0.80952380952381	0.690476190476191	0.761904761904762	0.904761904761905	0.833333333333333	0.976190476190476	0.857142857142857	0.833333333333333	0.785714285714286	0.928571428571429	0.59881313095663	0.714285714285714	0.64671818143316	0.714285714285714	0.880952380952381	0.833333333333333	0.714285714285714	0.976190476190476	0.690476190476191	0.898219696434944	0.706599494528823	0.833333333333333	0.80952380952381	0.904761904761905	0.761904761904762	0.714285714285714	0.904761904761905	0.904761904761905	0.952380952380953	0.59881313095663	0.922172221673209	0.64671818143316	0.922172221673209	0.97007727214974	0.59881313095663	0.59881313095663	0.59881313095663
Sporosarcina	0.904761904761905	0.952380952380953	0.928571428571429	0.928571428571429	0.904761904761905	0.952380952380953	0.904761904761905	0.833333333333333	0.857142857142857	0.952380952380953	0.833333333333333	0.904761904761905	0.857142857142857	0.857142857142857	0.833333333333333	0.857142857142857	0.928571428571429	0.714285714285714	0.730552019767088	0.904761904761905	0.80952380952381	1	0.833333333333333	0.761904761904762	0.904761904761905	0.976190476190476	0.833333333333333	0.952380952380953	0.833333333333333	0.738095238095238	0.880952380952381	0.862290908577547	0.714285714285714	0.814385858101016	0.952380952380953	0.928571428571429	0.976190476190476	0.952380952380953	0.833333333333333	0.833333333333333	0.922172221673209	0.97007727214974	0.976190476190476	0.714285714285714	0.904761904761905	0.761904761904762	0.80952380952381	0.904761904761905	0.904761904761905	0.857142857142857	0.718575757147955	0.754504545005353	0.814385858101016	0.754504545005353	0.850314645958414	0.718575757147955	0.718575757147955	0.718575757147955
Sporichthya	0.857142857142857	0.833333333333333	0.928571428571429	0.928571428571429	0.857142857142857	0.880952380952381	0.880952380952381	0.928571428571429	0.976190476190476	0.880952380952381	0.952380952380953	0.904761904761905	0.976190476190476	0.976190476190476	0.952380952380953	0.976190476190476	0.928571428571429	0.833333333333333	0.910195959054077	0.904761904761905	0.690476190476191	0.833333333333333	1	0.952380952380953	0.904761904761905	0.904761904761905	0.714285714285714	0.880952380952381	0.952380952380953	0.904761904761905	0.80952380952381	0.97007727214974	0.857142857142857	0.994029797388005	0.928571428571429	0.928571428571429	0.785714285714286	0.928571428571429	0.714285714285714	1	0.754504545005353	0.898219696434944	0.785714285714286	0.833333333333333	0.904761904761905	0.952380952380953	0.976190476190476	0.785714285714286	0.857142857142857	0.80952380952381	0.97007727214974	0.718575757147955	0.994029797388005	0.718575757147955	0.790433332862751	0.97007727214974	0.97007727214974	0.97007727214974
Ilumatobacter	0.904761904761905	0.833333333333333	0.928571428571429	0.928571428571429	0.904761904761905	0.80952380952381	0.904761904761905	0.952380952380953	0.976190476190476	0.833333333333333	0.928571428571429	0.880952380952381	0.976190476190476	0.976190476190476	0.928571428571429	0.976190476190476	0.928571428571429	0.952380952380953	0.97007727214974	0.880952380952381	0.761904761904762	0.761904761904762	0.952380952380953	1	0.880952380952381	0.857142857142857	0.80952380952381	0.80952380952381	0.928571428571429	0.976190476190476	0.880952380952381	0.862290908577547	0.952380952380953	0.934148484292342	0.833333333333333	0.928571428571429	0.738095238095238	0.833333333333333	0.80952380952381	0.952380952380953	0.69462323190969	0.790433332862751	0.738095238095238	0.952380952380953	0.880952380952381	1	0.904761904761905	0.738095238095238	0.904761904761905	0.80952380952381	0.958101009530607	0.850314645958414	0.934148484292342	0.850314645958414	0.802409595481884	0.958101009530607	0.958101009530607	0.958101009530607
Nitrospira	0.928571428571429	0.904761904761905	0.976190476190476	0.976190476190476	0.928571428571429	0.976190476190476	0.952380952380953	0.928571428571429	0.952380952380953	0.904761904761905	0.976190476190476	1	0.952380952380953	0.952380952380953	0.976190476190476	0.952380952380953	0.976190476190476	0.80952380952381	0.826362120720149	1	0.904761904761905	0.904761904761905	0.904761904761905	0.880952380952381	1	0.952380952380953	0.880952380952381	0.976190476190476	0.976190476190476	0.857142857142857	0.904761904761905	0.850314645958414	0.785714285714286	0.874267171196679	0.904761904761905	0.976190476190476	0.880952380952381	0.904761904761905	0.880952380952381	0.904761904761905	0.934148484292342	0.886243433815812	0.880952380952381	0.80952380952381	1	0.880952380952381	0.928571428571429	0.952380952380953	0.928571428571429	0.976190476190476	0.802409595481884	0.826362120720149	0.874267171196679	0.826362120720149	0.97007727214974	0.802409595481884	0.802409595481884	0.802409595481884
Cellvibrio	0.952380952380953	0.976190476190476	0.976190476190476	0.976190476190476	0.952380952380953	0.976190476190476	0.928571428571429	0.880952380952381	0.928571428571429	0.976190476190476	0.904761904761905	0.952380952380953	0.928571428571429	0.928571428571429	0.904761904761905	0.928571428571429	0.976190476190476	0.785714285714286	0.814385858101016	0.952380952380953	0.833333333333333	0.976190476190476	0.904761904761905	0.857142857142857	0.952380952380953	1	0.857142857142857	0.976190476190476	0.904761904761905	0.80952380952381	0.904761904761905	0.898219696434944	0.80952380952381	0.874267171196679	0.976190476190476	0.976190476190476	0.928571428571429	0.976190476190476	0.857142857142857	0.904761904761905	0.922172221673209	0.97007727214974	0.928571428571429	0.785714285714286	0.952380952380953	0.857142857142857	0.880952380952381	0.928571428571429	0.952380952380953	0.904761904761905	0.802409595481884	0.814385858101016	0.874267171196679	0.814385858101016	0.886243433815812	0.802409595481884	0.802409595481884	0.802409595481884
Catellatospora	0.952380952380953	0.904761904761905	0.904761904761905	0.904761904761905	0.952380952380953	0.833333333333333	0.928571428571429	0.857142857142857	0.833333333333333	0.80952380952381	0.80952380952381	0.880952380952381	0.833333333333333	0.833333333333333	0.80952380952381	0.833333333333333	0.904761904761905	0.880952380952381	0.778457070243618	0.880952380952381	0.976190476190476	0.833333333333333	0.714285714285714	0.80952380952381	0.880952380952381	0.857142857142857	1	0.833333333333333	0.80952380952381	0.833333333333333	0.976190476190476	0.622765656194895	0.80952380952381	0.670670706671425	0.738095238095238	0.904761904761905	0.857142857142857	0.738095238095238	1	0.714285714285714	0.850314645958414	0.730552019767088	0.857142857142857	0.880952380952381	0.880952380952381	0.80952380952381	0.690476190476191	0.857142857142857	0.952380952380953	0.904761904761905	0.64671818143316	0.97007727214974	0.670670706671425	0.97007727214974	0.922172221673209	0.64671818143316	0.64671818143316	0.64671818143316
Peredibacter	0.904761904761905	0.928571428571429	0.952380952380953	0.952380952380953	0.904761904761905	1	0.904761904761905	0.857142857142857	0.904761904761905	0.928571428571429	0.928571428571429	0.976190476190476	0.904761904761905	0.904761904761905	0.928571428571429	0.904761904761905	0.952380952380953	0.714285714285714	0.742528282386221	0.976190476190476	0.857142857142857	0.952380952380953	0.880952380952381	0.80952380952381	0.976190476190476	0.976190476190476	0.833333333333333	1	0.928571428571429	0.761904761904762	0.857142857142857	0.874267171196679	0.714285714285714	0.850314645958414	0.952380952380953	0.952380952380953	0.904761904761905	0.952380952380953	0.833333333333333	0.880952380952381	0.97007727214974	0.946124746911475	0.904761904761905	0.714285714285714	0.976190476190476	0.80952380952381	0.904761904761905	0.976190476190476	0.904761904761905	0.952380952380953	0.754504545005353	0.766480807624486	0.850314645958414	0.766480807624486	0.934148484292342	0.754504545005353	0.754504545005353	0.754504545005353
Rhodoligotrophos	0.880952380952381	0.833333333333333	0.952380952380953	0.952380952380953	0.880952380952381	0.928571428571429	0.928571428571429	0.952380952380953	0.976190476190476	0.857142857142857	1	0.976190476190476	0.976190476190476	0.976190476190476	1	0.976190476190476	0.952380952380953	0.833333333333333	0.874267171196679	0.976190476190476	0.833333333333333	0.833333333333333	0.952380952380953	0.928571428571429	0.976190476190476	0.904761904761905	0.80952380952381	0.928571428571429	1	0.904761904761905	0.857142857142857	0.886243433815812	0.80952380952381	0.934148484292342	0.880952380952381	0.952380952380953	0.80952380952381	0.880952380952381	0.80952380952381	0.952380952380953	0.850314645958414	0.850314645958414	0.80952380952381	0.833333333333333	0.976190476190476	0.928571428571429	0.976190476190476	0.880952380952381	0.880952380952381	0.928571428571429	0.886243433815812	0.778457070243618	0.934148484292342	0.778457070243618	0.922172221673209	0.886243433815812	0.886243433815812	0.886243433815812
Pseudolabrys	0.880952380952381	0.785714285714286	0.904761904761905	0.904761904761905	0.880952380952381	0.761904761904762	0.928571428571429	0.976190476190476	0.952380952380953	0.785714285714286	0.904761904761905	0.857142857142857	0.952380952380953	0.952380952380953	0.904761904761905	0.952380952380953	0.904761904761905	0.976190476190476	0.97007727214974	0.857142857142857	0.785714285714286	0.738095238095238	0.904761904761905	0.976190476190476	0.857142857142857	0.80952380952381	0.833333333333333	0.761904761904762	0.904761904761905	1	0.904761904761905	0.802409595481884	0.928571428571429	0.898219696434944	0.761904761904762	0.904761904761905	0.761904761904762	0.761904761904762	0.833333333333333	0.904761904761905	0.658694444052292	0.730552019767088	0.761904761904762	0.976190476190476	0.857142857142857	0.976190476190476	0.857142857142857	0.690476190476191	0.880952380952381	0.785714285714286	0.922172221673209	0.850314645958414	0.898219696434944	0.850314645958414	0.802409595481884	0.922172221673209	0.922172221673209	0.922172221673209
Ramlibacter	0.976190476190476	0.928571428571429	0.952380952380953	0.952380952380953	0.976190476190476	0.857142857142857	0.976190476190476	0.928571428571429	0.904761904761905	0.880952380952381	0.857142857142857	0.904761904761905	0.904761904761905	0.904761904761905	0.857142857142857	0.904761904761905	0.952380952380953	0.928571428571429	0.874267171196679	0.904761904761905	0.928571428571429	0.880952380952381	0.80952380952381	0.880952380952381	0.904761904761905	0.904761904761905	0.976190476190476	0.857142857142857	0.857142857142857	0.904761904761905	1	0.730552019767088	0.880952380952381	0.778457070243618	0.80952380952381	0.952380952380953	0.904761904761905	0.80952380952381	0.976190476190476	0.80952380952381	0.826362120720149	0.802409595481884	0.904761904761905	0.928571428571429	0.904761904761905	0.880952380952381	0.761904761904762	0.833333333333333	0.976190476190476	0.880952380952381	0.754504545005353	0.946124746911475	0.778457070243618	0.946124746911475	0.898219696434944	0.754504545005353	0.754504545005353	0.754504545005353
Ohtaekwangia	0.790433332862751	0.814385858101016	0.874267171196679	0.874267171196679	0.790433332862751	0.874267171196679	0.814385858101016	0.850314645958414	0.910195959054077	0.874267171196679	0.886243433815812	0.850314645958414	0.910195959054077	0.910195959054077	0.886243433815812	0.910195959054077	0.874267171196679	0.718575757147955	0.813253012048193	0.850314645958414	0.59881313095663	0.862290908577547	0.97007727214974	0.862290908577547	0.850314645958414	0.898219696434944	0.622765656194895	0.874267171196679	0.886243433815812	0.802409595481884	0.730552019767088	1	0.754504545005353	0.975903614457831	0.958101009530607	0.874267171196679	0.802409595481884	0.958101009530607	0.622765656194895	0.97007727214974	0.753012048192771	0.94578313253012	0.802409595481884	0.718575757147955	0.850314645958414	0.862290908577547	0.946124746911475	0.766480807624486	0.790433332862751	0.742528282386221	0.927710843373494	0.608433734939759	0.975903614457831	0.608433734939759	0.716867469879518	0.927710843373494	0.927710843373494	0.927710843373494
Chitinimonas	0.904761904761905	0.833333333333333	0.880952380952381	0.880952380952381	0.904761904761905	0.714285714285714	0.857142857142857	0.880952380952381	0.904761904761905	0.833333333333333	0.80952380952381	0.785714285714286	0.904761904761905	0.904761904761905	0.80952380952381	0.904761904761905	0.880952380952381	0.952380952380953	0.97007727214974	0.785714285714286	0.714285714285714	0.714285714285714	0.857142857142857	0.952380952380953	0.785714285714286	0.80952380952381	0.80952380952381	0.714285714285714	0.80952380952381	0.928571428571429	0.880952380952381	0.754504545005353	1	0.826362120720149	0.761904761904762	0.880952380952381	0.690476190476191	0.761904761904762	0.80952380952381	0.857142857142857	0.59881313095663	0.718575757147955	0.690476190476191	0.952380952380953	0.785714285714286	0.952380952380953	0.761904761904762	0.642857142857143	0.904761904761905	0.714285714285714	0.874267171196679	0.874267171196679	0.826362120720149	0.874267171196679	0.706599494528823	0.874267171196679	0.874267171196679	0.874267171196679
Oscillochloris	0.814385858101016	0.790433332862751	0.898219696434944	0.898219696434944	0.814385858101016	0.850314645958414	0.862290908577547	0.922172221673209	0.958101009530607	0.850314645958414	0.934148484292342	0.874267171196679	0.958101009530607	0.958101009530607	0.934148484292342	0.958101009530607	0.898219696434944	0.814385858101016	0.897590361445783	0.874267171196679	0.64671818143316	0.814385858101016	0.994029797388005	0.934148484292342	0.874267171196679	0.874267171196679	0.670670706671425	0.850314645958414	0.934148484292342	0.898219696434944	0.778457070243618	0.975903614457831	0.826362120720149	1	0.910195959054077	0.898219696434944	0.778457070243618	0.910195959054077	0.670670706671425	0.994029797388005	0.716867469879518	0.885542168674699	0.778457070243618	0.814385858101016	0.874267171196679	0.934148484292342	0.97007727214974	0.742528282386221	0.814385858101016	0.766480807624486	0.975903614457831	0.668674698795181	1	0.668674698795181	0.753012048192771	0.975903614457831	0.975903614457831	0.975903614457831
Nannocystis	0.880952380952381	0.928571428571429	0.928571428571429	0.928571428571429	0.880952380952381	0.952380952380953	0.857142857142857	0.833333333333333	0.904761904761905	0.952380952380953	0.880952380952381	0.904761904761905	0.904761904761905	0.904761904761905	0.880952380952381	0.904761904761905	0.928571428571429	0.714285714285714	0.778457070243618	0.904761904761905	0.714285714285714	0.952380952380953	0.928571428571429	0.833333333333333	0.904761904761905	0.976190476190476	0.738095238095238	0.952380952380953	0.880952380952381	0.761904761904762	0.80952380952381	0.958101009530607	0.761904761904762	0.910195959054077	1	0.928571428571429	0.880952380952381	1	0.738095238095238	0.928571428571429	0.874267171196679	0.994029797388005	0.880952380952381	0.714285714285714	0.904761904761905	0.833333333333333	0.904761904761905	0.880952380952381	0.880952380952381	0.833333333333333	0.838338383339281	0.706599494528823	0.910195959054077	0.706599494528823	0.802409595481884	0.838338383339281	0.838338383339281	0.838338383339281
Methyloceanibacter	0.976190476190476	0.952380952380953	1	1	0.976190476190476	0.952380952380953	0.976190476190476	0.952380952380953	0.976190476190476	0.952380952380953	0.952380952380953	0.976190476190476	0.976190476190476	0.976190476190476	0.952380952380953	0.976190476190476	1	0.880952380952381	0.898219696434944	0.976190476190476	0.880952380952381	0.928571428571429	0.928571428571429	0.928571428571429	0.976190476190476	0.976190476190476	0.904761904761905	0.952380952380953	0.952380952380953	0.904761904761905	0.952380952380953	0.874267171196679	0.880952380952381	0.898219696434944	0.928571428571429	1	0.904761904761905	0.928571428571429	0.904761904761905	0.928571428571429	0.886243433815812	0.910195959054077	0.904761904761905	0.880952380952381	0.976190476190476	0.928571428571429	0.904761904761905	0.904761904761905	0.976190476190476	0.928571428571429	0.850314645958414	0.874267171196679	0.898219696434944	0.874267171196679	0.922172221673209	0.850314645958414	0.850314645958414	0.850314645958414
Streptosporangium	0.880952380952381	0.904761904761905	0.904761904761905	0.904761904761905	0.880952380952381	0.904761904761905	0.928571428571429	0.857142857142857	0.833333333333333	0.904761904761905	0.80952380952381	0.880952380952381	0.833333333333333	0.833333333333333	0.80952380952381	0.833333333333333	0.904761904761905	0.738095238095238	0.730552019767088	0.880952380952381	0.833333333333333	0.976190476190476	0.785714285714286	0.738095238095238	0.880952380952381	0.928571428571429	0.857142857142857	0.904761904761905	0.80952380952381	0.761904761904762	0.904761904761905	0.802409595481884	0.690476190476191	0.778457070243618	0.880952380952381	0.904761904761905	1	0.880952380952381	0.857142857142857	0.785714285714286	0.886243433815812	0.910195959054077	1	0.738095238095238	0.880952380952381	0.738095238095238	0.761904761904762	0.857142857142857	0.880952380952381	0.833333333333333	0.682646969290558	0.754504545005353	0.778457070243618	0.754504545005353	0.850314645958414	0.682646969290558	0.682646969290558	0.682646969290558
Amaricoccus	0.880952380952381	0.928571428571429	0.928571428571429	0.928571428571429	0.880952380952381	0.952380952380953	0.857142857142857	0.833333333333333	0.904761904761905	0.952380952380953	0.880952380952381	0.904761904761905	0.904761904761905	0.904761904761905	0.880952380952381	0.904761904761905	0.928571428571429	0.714285714285714	0.778457070243618	0.904761904761905	0.714285714285714	0.952380952380953	0.928571428571429	0.833333333333333	0.904761904761905	0.976190476190476	0.738095238095238	0.952380952380953	0.880952380952381	0.761904761904762	0.80952380952381	0.958101009530607	0.761904761904762	0.910195959054077	1	0.928571428571429	0.880952380952381	1	0.738095238095238	0.928571428571429	0.874267171196679	0.994029797388005	0.880952380952381	0.714285714285714	0.904761904761905	0.833333333333333	0.904761904761905	0.880952380952381	0.880952380952381	0.833333333333333	0.838338383339281	0.706599494528823	0.910195959054077	0.706599494528823	0.802409595481884	0.838338383339281	0.838338383339281	0.838338383339281
Povalibacter	0.952380952380953	0.904761904761905	0.904761904761905	0.904761904761905	0.952380952380953	0.833333333333333	0.928571428571429	0.857142857142857	0.833333333333333	0.80952380952381	0.80952380952381	0.880952380952381	0.833333333333333	0.833333333333333	0.80952380952381	0.833333333333333	0.904761904761905	0.880952380952381	0.778457070243618	0.880952380952381	0.976190476190476	0.833333333333333	0.714285714285714	0.80952380952381	0.880952380952381	0.857142857142857	1	0.833333333333333	0.80952380952381	0.833333333333333	0.976190476190476	0.622765656194895	0.80952380952381	0.670670706671425	0.738095238095238	0.904761904761905	0.857142857142857	0.738095238095238	1	0.714285714285714	0.850314645958414	0.730552019767088	0.857142857142857	0.880952380952381	0.880952380952381	0.80952380952381	0.690476190476191	0.857142857142857	0.952380952380953	0.904761904761905	0.64671818143316	0.97007727214974	0.670670706671425	0.97007727214974	0.922172221673209	0.64671818143316	0.64671818143316	0.64671818143316
Labilithrix	0.857142857142857	0.833333333333333	0.928571428571429	0.928571428571429	0.857142857142857	0.880952380952381	0.880952380952381	0.928571428571429	0.976190476190476	0.880952380952381	0.952380952380953	0.904761904761905	0.976190476190476	0.976190476190476	0.952380952380953	0.976190476190476	0.928571428571429	0.833333333333333	0.910195959054077	0.904761904761905	0.690476190476191	0.833333333333333	1	0.952380952380953	0.904761904761905	0.904761904761905	0.714285714285714	0.880952380952381	0.952380952380953	0.904761904761905	0.80952380952381	0.97007727214974	0.857142857142857	0.994029797388005	0.928571428571429	0.928571428571429	0.785714285714286	0.928571428571429	0.714285714285714	1	0.754504545005353	0.898219696434944	0.785714285714286	0.833333333333333	0.904761904761905	0.952380952380953	0.976190476190476	0.785714285714286	0.857142857142857	0.80952380952381	0.97007727214974	0.718575757147955	0.994029797388005	0.718575757147955	0.790433332862751	0.97007727214974	0.97007727214974	0.97007727214974
Adhaeribacter	0.862290908577547	0.898219696434944	0.886243433815812	0.886243433815812	0.862290908577547	0.97007727214974	0.850314645958414	0.766480807624486	0.802409595481884	0.850314645958414	0.850314645958414	0.934148484292342	0.802409595481884	0.802409595481884	0.850314645958414	0.802409595481884	0.886243433815812	0.634741918814027	0.608433734939759	0.934148484292342	0.898219696434944	0.922172221673209	0.754504545005353	0.69462323190969	0.934148484292342	0.922172221673209	0.850314645958414	0.97007727214974	0.850314645958414	0.658694444052292	0.826362120720149	0.753012048192771	0.59881313095663	0.716867469879518	0.874267171196679	0.886243433815812	0.886243433815812	0.874267171196679	0.850314645958414	0.754504545005353	1	0.879518072289157	0.886243433815812	0.634741918814027	0.934148484292342	0.69462323190969	0.802409595481884	0.994029797388005	0.862290908577547	0.958101009530607	0.608433734939759	0.765060240963855	0.716867469879518	0.765060240963855	0.94578313253012	0.608433734939759	0.608433734939759	0.608433734939759
Nitrincola	0.862290908577547	0.922172221673209	0.910195959054077	0.910195959054077	0.862290908577547	0.946124746911475	0.850314645958414	0.814385858101016	0.874267171196679	0.946124746911475	0.850314645958414	0.886243433815812	0.874267171196679	0.874267171196679	0.850314645958414	0.874267171196679	0.910195959054077	0.682646969290558	0.740963855421687	0.886243433815812	0.706599494528823	0.97007727214974	0.898219696434944	0.790433332862751	0.886243433815812	0.97007727214974	0.730552019767088	0.946124746911475	0.850314645958414	0.730552019767088	0.802409595481884	0.94578313253012	0.718575757147955	0.885542168674699	0.994029797388005	0.910195959054077	0.910195959054077	0.994029797388005	0.730552019767088	0.898219696434944	0.879518072289157	1	0.910195959054077	0.682646969290558	0.886243433815812	0.790433332862751	0.874267171196679	0.874267171196679	0.862290908577547	0.814385858101016	0.801204819277108	0.680722891566265	0.885542168674699	0.680722891566265	0.789156626506024	0.801204819277108	0.801204819277108	0.801204819277108
Lautropia	0.880952380952381	0.904761904761905	0.904761904761905	0.904761904761905	0.880952380952381	0.904761904761905	0.928571428571429	0.857142857142857	0.833333333333333	0.904761904761905	0.80952380952381	0.880952380952381	0.833333333333333	0.833333333333333	0.80952380952381	0.833333333333333	0.904761904761905	0.738095238095238	0.730552019767088	0.880952380952381	0.833333333333333	0.976190476190476	0.785714285714286	0.738095238095238	0.880952380952381	0.928571428571429	0.857142857142857	0.904761904761905	0.80952380952381	0.761904761904762	0.904761904761905	0.802409595481884	0.690476190476191	0.778457070243618	0.880952380952381	0.904761904761905	1	0.880952380952381	0.857142857142857	0.785714285714286	0.886243433815812	0.910195959054077	1	0.738095238095238	0.880952380952381	0.738095238095238	0.761904761904762	0.857142857142857	0.880952380952381	0.833333333333333	0.682646969290558	0.754504545005353	0.778457070243618	0.754504545005353	0.850314645958414	0.682646969290558	0.682646969290558	0.682646969290558
Thiomonas	0.904761904761905	0.80952380952381	0.880952380952381	0.880952380952381	0.904761904761905	0.714285714285714	0.904761904761905	0.928571428571429	0.904761904761905	0.761904761904762	0.833333333333333	0.80952380952381	0.904761904761905	0.904761904761905	0.833333333333333	0.904761904761905	0.880952380952381	1	0.946124746911475	0.80952380952381	0.80952380952381	0.714285714285714	0.833333333333333	0.952380952380953	0.80952380952381	0.785714285714286	0.880952380952381	0.714285714285714	0.833333333333333	0.976190476190476	0.928571428571429	0.718575757147955	0.952380952380953	0.814385858101016	0.714285714285714	0.880952380952381	0.738095238095238	0.714285714285714	0.880952380952381	0.833333333333333	0.634741918814027	0.682646969290558	0.738095238095238	1	0.80952380952381	0.952380952380953	0.761904761904762	0.666666666666667	0.904761904761905	0.761904761904762	0.862290908577547	0.922172221673209	0.814385858101016	0.922172221673209	0.778457070243618	0.862290908577547	0.862290908577547	0.862290908577547
Tumebacillus	0.928571428571429	0.904761904761905	0.976190476190476	0.976190476190476	0.928571428571429	0.976190476190476	0.952380952380953	0.928571428571429	0.952380952380953	0.904761904761905	0.976190476190476	1	0.952380952380953	0.952380952380953	0.976190476190476	0.952380952380953	0.976190476190476	0.80952380952381	0.826362120720149	1	0.904761904761905	0.904761904761905	0.904761904761905	0.880952380952381	1	0.952380952380953	0.880952380952381	0.976190476190476	0.976190476190476	0.857142857142857	0.904761904761905	0.850314645958414	0.785714285714286	0.874267171196679	0.904761904761905	0.976190476190476	0.880952380952381	0.904761904761905	0.880952380952381	0.904761904761905	0.934148484292342	0.886243433815812	0.880952380952381	0.80952380952381	1	0.880952380952381	0.928571428571429	0.952380952380953	0.928571428571429	0.976190476190476	0.802409595481884	0.826362120720149	0.874267171196679	0.826362120720149	0.97007727214974	0.802409595481884	0.802409595481884	0.802409595481884
Ardenticatena	0.904761904761905	0.833333333333333	0.928571428571429	0.928571428571429	0.904761904761905	0.80952380952381	0.904761904761905	0.952380952380953	0.976190476190476	0.833333333333333	0.928571428571429	0.880952380952381	0.976190476190476	0.976190476190476	0.928571428571429	0.976190476190476	0.928571428571429	0.952380952380953	0.97007727214974	0.880952380952381	0.761904761904762	0.761904761904762	0.952380952380953	1	0.880952380952381	0.857142857142857	0.80952380952381	0.80952380952381	0.928571428571429	0.976190476190476	0.880952380952381	0.862290908577547	0.952380952380953	0.934148484292342	0.833333333333333	0.928571428571429	0.738095238095238	0.833333333333333	0.80952380952381	0.952380952380953	0.69462323190969	0.790433332862751	0.738095238095238	0.952380952380953	0.880952380952381	1	0.904761904761905	0.738095238095238	0.904761904761905	0.80952380952381	0.958101009530607	0.850314645958414	0.934148484292342	0.850314645958414	0.802409595481884	0.958101009530607	0.958101009530607	0.958101009530607
Gp22	0.80952380952381	0.785714285714286	0.904761904761905	0.904761904761905	0.80952380952381	0.904761904761905	0.857142857142857	0.904761904761905	0.952380952380953	0.833333333333333	0.976190476190476	0.928571428571429	0.952380952380953	0.952380952380953	0.976190476190476	0.952380952380953	0.904761904761905	0.761904761904762	0.838338383339281	0.928571428571429	0.714285714285714	0.80952380952381	0.976190476190476	0.904761904761905	0.928571428571429	0.880952380952381	0.690476190476191	0.904761904761905	0.976190476190476	0.857142857142857	0.761904761904762	0.946124746911475	0.761904761904762	0.97007727214974	0.904761904761905	0.904761904761905	0.761904761904762	0.904761904761905	0.690476190476191	0.976190476190476	0.802409595481884	0.874267171196679	0.761904761904762	0.761904761904762	0.928571428571429	0.904761904761905	1	0.833333333333333	0.80952380952381	0.857142857142857	0.922172221673209	0.670670706671425	0.97007727214974	0.670670706671425	0.838338383339281	0.922172221673209	0.922172221673209	0.922172221673209
Rubrobacter	0.880952380952381	0.904761904761905	0.904761904761905	0.904761904761905	0.880952380952381	0.976190476190476	0.857142857142857	0.785714285714286	0.833333333333333	0.857142857142857	0.880952380952381	0.952380952380953	0.833333333333333	0.833333333333333	0.880952380952381	0.833333333333333	0.904761904761905	0.666666666666667	0.64671818143316	0.952380952380953	0.904761904761905	0.904761904761905	0.785714285714286	0.738095238095238	0.952380952380953	0.928571428571429	0.857142857142857	0.976190476190476	0.880952380952381	0.690476190476191	0.833333333333333	0.766480807624486	0.642857142857143	0.742528282386221	0.880952380952381	0.904761904761905	0.857142857142857	0.880952380952381	0.857142857142857	0.785714285714286	0.994029797388005	0.874267171196679	0.857142857142857	0.666666666666667	0.952380952380953	0.738095238095238	0.833333333333333	1	0.880952380952381	0.976190476190476	0.64671818143316	0.790433332862751	0.742528282386221	0.790433332862751	0.958101009530607	0.64671818143316	0.64671818143316	0.64671818143316
Luteivirga	1	0.976190476190476	0.976190476190476	0.976190476190476	1	0.904761904761905	0.952380952380953	0.904761904761905	0.928571428571429	0.928571428571429	0.880952380952381	0.928571428571429	0.928571428571429	0.928571428571429	0.880952380952381	0.928571428571429	0.976190476190476	0.904761904761905	0.874267171196679	0.928571428571429	0.904761904761905	0.904761904761905	0.857142857142857	0.904761904761905	0.928571428571429	0.952380952380953	0.952380952380953	0.904761904761905	0.880952380952381	0.880952380952381	0.976190476190476	0.790433332862751	0.904761904761905	0.814385858101016	0.880952380952381	0.976190476190476	0.880952380952381	0.880952380952381	0.952380952380953	0.857142857142857	0.862290908577547	0.862290908577547	0.880952380952381	0.904761904761905	0.928571428571429	0.904761904761905	0.80952380952381	0.880952380952381	1	0.904761904761905	0.790433332862751	0.946124746911475	0.814385858101016	0.946124746911475	0.898219696434944	0.790433332862751	0.790433332862751	0.790433332862751
