#OTU ID	TABS1	TABS2	TABS3	TABS4	TABS5	TAD10	TAD1	TAD2	TAD3	TAD4	TAD5	TAD6	TAD7	TAD8	TAD9	TAE0BS1	TAE0BS2	TAE0BS3	TAE0BS4	TAE0BS5	TAE0D1	TAE0D4	TAE0D5	TAE0D7	TAE0D9	TAE0H10	TAE0H6	TAE0H7	TAE0H8	TAE0H9	TAH10	TAH1	TAH2	TAH3	TAH4	TAH5	TAH6	TAH7	TAH8	TAH9
OTU_1032	2	11	18	3	17	0	0	0	0	0	0	0	0	0	0	3	9	13	13	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
OTU_1125	10	23	0	1	0	0	0	0	0	0	0	0	0	0	0	12	26	2	4	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0
OTU_3706	6	0	1	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2131	18	2	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_620	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2483	3	3	4	2	3	0	0	0	0	0	0	0	0	0	0	0	1	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2050	7	0	0	0	0	0	2	0	0	1	0	0	0	1	0	15	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1292	8	6	15	3	13	0	0	0	0	0	0	0	0	0	0	2	8	10	3	9	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
OTU_895	6	57	77	21	94	0	0	0	0	0	0	0	0	0	0	28	57	141	30	92	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_804	21	5	16	21	3	0	0	3	0	0	0	0	1	0	0	24	1	16	24	25	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_550	1	94	0	4	7	0	0	0	11	0	0	0	0	6	0	3	134	0	5	0	0	0	0	0	0	4	0	0	0	0	0	20	4	0	0	0	0	0	0	0
OTU_467	21	3	47	72	14	0	0	0	0	0	0	0	0	0	0	32	3	74	67	20	0	0	0	0	0	1	0	0	0	0	9	4	0	0	0	0	0	0	0	1
OTU_3476	1	0	0	3	11	0	0	0	0	0	0	5	0	0	0	3	1	0	1	21	4	0	0	0	0	2	1	1	15	2	0	0	16	0	4	0	0	0	7	0
OTU_281	33	0	174	281	0	0	0	0	0	0	0	0	0	0	0	25	0	167	309	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1011	4	0	1	0	0	0	3	22	0	0	0	4	20	3	2	11	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	4	0	8	0	0	0	2
OTU_1175	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	2	0	0	0	0	0	12	0	0
OTU_864	29	0	6	6	22	0	0	0	0	0	0	0	0	0	0	34	4	13	5	29	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_1228	24	0	0	0	0	0	0	1	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	1	1	0	17	0	0	3	20	0	0	0	0	0	34	0	0
OTU_1105	14	4	4	5	13	0	1	0	1	0	1	0	0	1	0	6	2	1	13	19	0	2	1	0	0	0	0	0	5	0	0	2	1	0	0	0	0	0	7	0
OTU_1278	18	3	4	6	9	0	0	0	0	0	0	5	0	6	0	26	11	0	5	16	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_53	14	0	0	7300	0	0	0	133	2	0	0	0	160	0	0	17	0	0	7347	0	0	0	0	158	0	44	0	0	5	0	27	0	0	0	0	0	0	0	16	0
OTU_2378	7	2	8	5	3	0	0	0	0	0	0	0	0	0	0	4	8	4	8	5	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0
OTU_1574	133	84	187	127	264	0	0	0	0	0	0	0	1	0	0	76	85	171	133	255	0	1	0	0	0	7	1	2	3	0	2	0	0	0	0	0	0	2	3	0
OTU_3249	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_199	22	79	470	67	147	0	0	0	15	5	3	0	0	38	33	35	99	527	72	149	0	1	0	0	33	25	7	6	14	27	30	0	0	10	3	72	4	0	14	9
OTU_140	60	107	83	143	196	556	131	120	398	317	34	246	3842	431	535	76	190	124	128	197	236	483	47	3665	689	292	9	293	627	5	271	312	424	658	24	11	20	229	687	13
OTU_40	22	8031	29	73	294	0	5	28	0	0	0	3	3	3	3	26	10986	67	78	279	0	5	0	1	13	33	0	0	0	0	25	4	0	0	0	0	0	2	3	0
OTU_303	124	25	15	120	225	0	0	0	0	2	0	0	1	0	0	110	32	19	112	178	0	0	0	0	0	0	0	9	0	0	0	2	2	0	0	0	0	20	0	0
OTU_4331	3	1	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_29	73	39	262	26	24	32	6	8	20	22	72	766	60	19	5	57	44	362	27	29	40	42	127	42	14	455	21	218	8490	34	361	758	5222	1	22	22	16	160	10075	31
OTU_688	79	2	1	1	5	0	0	0	0	0	2	0	1	0	0	68	1	2	3	14	0	1	0	0	0	1	1	0	19	0	0	2	0	0	0	0	0	0	21	0
OTU_1048	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_426	10	36	0	8	5	5	0	0	28	0	0	5	5	2	1	6	40	14	1	9	0	4	0	1	2	14	0	21	0	0	8	301	1	0	0	0	0	7	0	0
OTU_1164	13	8	22	5	11	0	0	0	0	0	0	0	0	0	0	5	7	15	6	8	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1180	10	3	2	17	17	0	0	0	0	1	0	0	0	0	0	10	0	16	11	13	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_795	27	4	7	15	37	0	0	0	0	0	0	0	0	0	0	21	10	10	18	30	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1341	39	1	0	0	10	0	0	0	0	0	0	0	0	0	0	24	6	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3282	5	1	2	2	5	0	0	0	0	0	0	0	0	0	0	0	3	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_379	37	13	6	8	1	2	0	2	3	1	0	1	0	0	17	36	19	6	1	4	0	0	0	0	29	2	0	0	143	0	0	32	19	0	2	0	8	0	119	0
OTU_3756	81	17	185	14	133	0	0	5	0	0	0	0	0	0	0	98	31	248	11	121	0	0	0	0	0	9	0	21	0	0	2	0	8	0	0	0	0	24	0	0
OTU_2167	3	1	8	3	4	0	0	0	0	0	0	0	0	0	0	0	1	4	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_1082	47	6	2	0	1	3	0	0	0	0	0	0	1	1	0	4	6	1	3	1	0	0	0	2	0	10	0	7	0	0	12	5	6	0	0	0	0	3	0	0
OTU_1233	35	18	44	15	56	25	3	19	1122	2	1	0	6	21	11	25	34	54	5	56	14	0	6	3	13	2	3	0	1	0	15	6	3	0	0	0	4	1	2	0
OTU_319	45	21	162	96	17	0	0	1	0	5	4	0	0	0	0	33	37	197	104	19	0	6	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	24	0
OTU_593	40	22	11	0	12	4	0	0	0	1	10	0	22	29	0	58	35	24	0	1	0	3	2	18	0	1	0	0	0	5	1	0	0	0	0	18	0	0	0	10
OTU_400	64	6	43	23	30	3	0	0	0	5	0	0	3	4	0	36	15	33	38	19	1	9	7	2	6	0	0	1	0	0	1	150	0	0	0	0	0	5	0	0
OTU_566	37	4	0	27	11	2	0	0	4	1	1	0	26	49	0	35	8	0	26	3	0	3	1	22	2	15	0	15	0	1	9	1	24	0	0	0	0	13	4	0
OTU_700	8	2	7	0	0	0	0	0	0	0	0	0	0	0	0	6	1	6	0	0	0	0	0	0	0	3	78	0	3	0	1	0	0	0	0	2	102	0	1	0
OTU_2718	1	0	1	6	2	0	0	0	0	0	0	0	0	0	0	1	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_1153	10	0	1	1	0	0	0	0	0	2	0	0	0	0	0	3	1	0	2	0	0	2	0	3	0	17	0	20	0	0	12	13	8	0	0	0	0	5	0	0
OTU_2284	13	9	36	7	28	0	0	0	0	0	0	0	0	0	0	9	10	28	16	44	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1136	20	12	0	0	0	0	0	16	0	0	0	12	0	0	0	13	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1555	8	1	0	13	0	0	0	0	0	0	0	0	0	0	0	5	1	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_722	7	0	0	0	135	0	0	0	0	0	0	0	0	0	0	4	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_812	5	18	51	62	55	0	0	0	0	0	0	2	0	0	0	12	8	46	77	62	0	0	0	0	0	31	6	4	136	9	28	116	6815	13	189	16	13	4	161	1
OTU_1080	21	7	13	4	17	0	0	0	0	0	0	0	0	0	0	10	8	9	4	15	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_195	28	19	0	16	0	13	3	1693	68	0	0	76	28	0	115	26	10	1	19	3	16	0	2	27	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_448	70	17	46	35	36	0	5	0	0	0	3	0	0	2	1	78	26	50	46	35	0	2	0	0	0	8	4	4	0	1	9	0	1	0	0	3	5	0	2	0
OTU_2147	1	1	3	3	6	0	0	0	0	0	0	0	0	0	0	0	1	3	5	3	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_334	39	169	9	13	86	0	0	0	0	0	0	2	0	1	38	52	241	18	9	81	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_431	76	0	2	0	0	14	0	2	4	10	0	0	0	25	6	56	0	4	0	1	0	15	0	1	2	0	0	148	0	0	0	2	1	0	0	0	0	138	0	0
OTU_1190	31	0	3	0	7	0	0	0	0	0	0	0	0	0	0	38	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1928	26	1	5	6	0	1	0	0	0	2	0	0	0	0	0	21	3	5	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_508	54	20	64	30	75	0	0	0	0	0	0	0	0	0	3	43	13	79	36	65	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0
OTU_2354	4	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	3	0	1	0	0	2	2	1	0	0	0	0	0	0	0
OTU_1442	30	130	58	14	6	0	0	0	3	1	0	3	2	59	55	41	173	59	14	8	0	0	7	1	90	34	175	0	36	41	8	7	10	0	14	5	206	6	26	32
OTU_3167	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1019	22	1	3	32	2	0	0	0	0	0	0	0	0	0	0	32	3	2	26	3	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_4206	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_186	109	295	425	180	241	0	0	2	0	13	27	0	0	1	0	125	356	458	179	177	0	10	7	0	2	6	1	0	0	0	8	20	9	0	0	0	0	3	1	2
OTU_261	33	136	0	445	0	14	0	0	0	0	0	0	0	0	29	30	183	0	498	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2035	4	0	1	2	9	0	0	0	0	0	0	0	0	0	0	3	3	3	1	11	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
OTU_659	13	9	12	85	12	0	0	0	0	0	0	0	0	0	0	14	3	12	88	9	0	0	0	0	0	4	0	0	3	0	2	0	0	0	0	0	0	0	0	0
OTU_278	20	17	11	37	52	0	0	0	0	0	0	0	0	0	0	9	35	45	27	34	0	0	0	0	0	7	2	0	198	0	4	6	279	0	0	0	5	0	203	0
OTU_3330	17	0	0	0	34	2	0	0	0	0	0	1	0	0	0	24	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3776	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0
OTU_1536	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	3	0	0	0	0	0	2	0	0	26	0	0	0	2	0	0	0	0	0	15	0
OTU_2795	14	1	0	0	2	0	0	0	0	0	0	0	0	0	0	8	0	2	0	2	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_2518	2	2	3	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	2	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
OTU_1969	5	3	6	7	20	0	0	0	0	0	0	0	0	0	0	3	1	6	4	17	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_1542	16	5	0	1	0	0	0	0	0	0	0	0	0	0	1	2	1	2	0	0	0	1	0	0	0	4	0	2	0	0	10	3	2	0	0	0	0	1	0	0
OTU_330	75	7	19	5	4	52	0	4	41	17	0	152	3	11	3	66	13	25	5	9	0	29	4	1	8	108	0	22	0	0	89	10	0	0	0	0	0	19	0	0
OTU_428	47	16	32	37	75	3	6	1	0	21	1	4	12	34	10	40	31	57	36	32	4	21	1	12	20	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1
OTU_794	21	0	66	0	0	0	0	0	0	0	0	0	0	0	0	20	0	66	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_310	4	5	2	0	80	0	0	0	0	1	0	0	38	671	0	2	2	5	0	53	0	0	0	43	0	0	0	0	0	0	0	44	10	0	0	0	0	0	0	0
OTU_322	21	14	181	39	13	0	0	0	0	1	0	0	1	5	0	14	13	190	50	17	0	0	0	0	0	4	11	0	21	148	1	0	1	1	0	18	13	0	21	78
OTU_2389	17	13	33	8	134	0	0	0	0	0	0	0	0	0	0	9	19	46	11	131	0	0	0	1	0	1	0	0	0	0	0	5	10	0	0	0	0	2	0	0
OTU_3577	7	0	0	0	0	0	0	0	0	0	1	0	0	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_413	9	0	205	8	10	5	0	0	0	0	0	0	0	0	1	8	2	262	4	8	0	1	0	0	5	0	0	2	0	0	0	0	0	0	0	1	1	1	1	0
OTU_2228	3	0	2	0	4	0	0	0	0	0	0	0	0	0	0	1	1	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2689	2	0	3	2	4	0	0	0	0	0	0	0	0	0	0	1	2	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_940	20	0	0	8	8	0	0	0	0	0	0	0	0	0	4	26	3	0	4	8	0	0	0	0	0	14	0	0	0	0	11	27	0	0	0	0	0	0	0	0
OTU_1058	12	4	6	7	23	0	0	0	0	4	0	0	0	0	0	14	0	14	2	27	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1056	5	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	10	5	0	20	5	5	0	7	0	0	0	12	2	27	0
OTU_260	16	341	35	45	42	0	0	5	0	22	0	0	0	0	3	8	517	86	45	25	0	35	0	0	0	0	0	4	0	0	3	0	3	0	0	0	0	0	0	0
OTU_1815	3	2	4	3	2	0	0	0	1	0	0	0	0	0	0	1	3	7	1	6	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
OTU_25	115	71	69	254	127	3330	1	11	101	74	1237	368	19	16	8786	112	110	46	279	63	5	139	1553	14	11632	12	11	16	58	4	11	8	3	0	0	1	17	1	73	0
OTU_3609	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3041	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	5	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2633	6	1	4	0	1	0	0	0	0	0	0	0	0	0	0	7	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_296	23	25	240	91	32	0	1	0	0	2	2	0	0	3	2	18	65	239	88	35	0	0	0	1	0	8	8	0	0	0	7	9	0	0	7	4	3	2	0	0
OTU_3298	1	8	27	10	12	0	0	0	0	0	0	0	0	0	0	3	4	24	11	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_2864	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	1	3	0	0	0	0	3	0	0
OTU_242	41	11	71	221	54	5	3	0	2	2	0	6	8	1	0	43	28	91	218	24	0	0	0	3	4	117	5	5	398	25	111	8	22	0	18	24	12	4	430	43
OTU_4148	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1
OTU_1047	2	0	0	56	2	0	0	0	0	0	0	0	0	0	0	1	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_205	27	32	109	79	5	0	0	1	0	0	4	0	0	0	0	34	28	119	68	22	2	6	8	0	0	5	3	0	604	47	12	1	11	0	6	59	1	3	713	30
OTU_71	13	1	15	3	46	122	316	142	350	130	27	196	972	2136	730	15	0	6	1	27	481	206	36	797	996	197	31	780	230	1	151	33	98	0	197	5	46	720	289	0
OTU_585	5	0	0	0	0	0	208	1	0	1	1	0	0	2	1	0	0	0	0	0	76	1	2	0	0	1	0	1	0	0	2	60	2	1	0	0	0	6	0	0
OTU_968	24	14	52	28	44	0	0	0	1	1	7	0	1	0	0	27	18	47	31	36	0	6	1	4	2	4	0	2	0	0	1	0	1	0	0	0	0	1	0	0
OTU_693	21	6	51	18	29	0	0	0	0	0	0	0	0	0	0	13	6	49	26	28	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_978	17	0	0	4	0	0	0	1	0	0	0	0	10	7	18	6	0	1	5	0	0	0	0	14	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1431	27	0	0	0	0	2	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2628	1	0	0	2	3	0	0	0	0	0	0	0	2	2	0	1	1	0	1	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_327	120	10	69	3	175	0	0	0	0	0	0	0	0	0	0	85	1	116	9	123	0	0	0	0	0	2	0	4	0	0	0	3	0	0	0	0	0	0	0	0
OTU_745	13	10	23	11	32	0	0	0	0	0	0	0	0	0	0	7	13	19	25	24	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_993	28	1	6	6	20	0	1	0	0	1	0	0	0	0	0	4	7	6	8	16	1	3	0	0	0	3	0	2	4	0	0	0	1	0	0	0	0	0	1	0
OTU_802	19	21	3	0	0	1	0	0	1	7	8	0	0	0	2	26	41	0	7	0	0	23	0	0	0	4	0	3	0	0	7	0	0	0	0	0	0	1	0	0
OTU_1900	1	3	4	5	6	0	0	0	0	0	0	0	0	0	0	6	2	10	4	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1264	24	0	4	5	4	0	0	0	0	0	0	0	0	0	0	19	1	8	5	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1309	14	0	8	4	1	0	0	0	0	0	0	0	0	0	0	8	0	22	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_397	24	11	43	8	13	3	0	1	0	0	0	0	0	0	0	20	11	35	4	8	0	0	0	0	0	7	7	1	31	15	1	5	21	0	0	207	13	0	45	37
OTU_777	20	14	34	17	16	0	4	0	0	2	0	0	0	0	0	6	12	21	19	37	0	1	0	1	0	2	3	0	1	0	1	1	3	0	0	0	0	1	0	0
OTU_1545	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_955	4	1	0	0	0	0	0	0	0	0	0	0	0	0	21	9	3	1	5	0	0	0	0	0	39	8	5	0	0	0	15	0	3	0	0	0	8	0	0	1
OTU_180	43	71	301	151	246	13	0	1	0	10	4	0	9	33	2	40	115	276	134	145	0	22	9	6	2	2	0	10	1	0	4	846	2	0	0	0	0	13	9	0
OTU_1471	11	4	10	4	1	0	1	0	0	0	0	0	0	0	0	2	4	9	6	5	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0
OTU_2406	26	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2894	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3359	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1285	10	1	13	4	11	0	0	0	0	0	0	0	0	0	0	14	2	20	16	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1818	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3835	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OTU_3927	2	0	0	5	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
OTU_1835	5	5	2	4	2	0	0	0	0	0	0	0	0	0	0	0	6	2	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_789	4	10	19	7	26	2	0	1	0	0	1	0	0	0	3	11	3	19	14	25	0	0	0	0	0	2	0	0	2	0	2	0	0	0	1	0	0	1	0	1
OTU_1491	41	0	10	0	0	0	0	0	0	0	0	0	0	1	0	51	1	13	0	0	0	0	0	0	0	6	0	0	5	0	10	3	2	0	0	0	0	2	6	0
OTU_1714	6	8	22	6	10	0	0	0	0	0	0	0	0	0	0	1	3	8	6	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2713	1	1	4	0	2	0	0	0	0	0	0	0	0	0	0	2	1	2	3	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0
OTU_4037	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2213	3	5	2	1	3	0	0	0	0	0	0	0	0	1	0	3	2	2	2	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
OTU_143	13	1157	201	252	38	0	0	0	0	0	0	0	0	0	0	10	1761	194	235	41	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	3	0	1	0
OTU_987	3	1	7	1	32	0	0	0	0	0	0	0	0	0	0	6	0	3	1	16	0	0	0	0	0	9	0	0	10	5	3	0	0	0	0	0	0	0	6	3
OTU_1159	7	11	29	16	22	0	0	0	0	0	0	0	0	0	0	3	8	26	13	20	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
OTU_1598	2	1	0	1	0	0	3	0	1	1	2	1	4	1	2	1	0	0	1	2	2	1	3	1	3	2	1	0	3	0	2	0	1	1	1	2	0	0	3	0
OTU_1704	17	2	29	23	11	0	0	0	0	0	0	0	0	0	0	7	3	19	12	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2327	5	4	6	2	4	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_1386	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	4	1	7	0	0	0	0	1	0	6	0	34	0	0	4	4	0	0	0	8	0	37	3
OTU_658	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	16	0	40	50	0	0	12	0	0	0	11	3	41	50
OTU_2369	2	0	0	4	3	0	0	0	0	0	0	0	0	0	0	4	4	5	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2086	5	4	1	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	5	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	2	0
OTU_2888	4	3	4	2	4	0	0	0	0	0	0	0	0	0	0	2	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2113	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	3	3	7	0	1	1	1	0	5	0	0	2	2
OTU_3961	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
OTU_728	38	71	127	85	41	0	0	0	2	2	0	0	0	0	1	67	117	131	88	26	0	3	0	0	4	170	835	0	7	4	135	0	1	2	0	13	1199	0	9	9
OTU_3687	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_389	24	1	65	55	103	0	0	0	0	0	0	0	0	0	0	30	6	86	50	76	0	0	0	1	0	3	8	0	15	1	0	0	0	5	8	1	18	0	11	4
OTU_1481	2	11	5	0	1	0	0	0	0	0	0	0	1	0	0	0	19	8	4	0	0	1	0	0	0	5	0	0	0	0	1	2	0	0	0	0	0	0	0	0
