"TAD1"	"TAD2"	"TAD3"	"TAD4"	"TAD5"	"TAD6"	"TAD7"	"TAD8"	"TAD9"	"TAD10"	"TAH1"	"TAH2"	"TAH3"	"TAH4"	"TAH5"	"TAH6"	"TAH7"	"TAH8"	"TAH9"	"TAH10"	"TABS1"	"TABS2"	"TABS3"	"TABS4"	"TABS5"	"TAE0BS1"	"TAE0BS2"	"TAE0BS3"	"TAE0BS4"	"TAE0BS5"	"TAE0D1"	"TAE0D4"	"TAE0D5"	"TAE0D7"	"TAE0D9"	"TAE0H6"	"TAE0H7"	"TAE0H8"	"TAE0H9"	"TAE0H10"
"bacOTU_38"	0.00532687651331719	0.151566469093988	0.0033776176536816	0.0084554678692221	0.00307929176289453	0.00857843137254902	0.134074074074074	0.0602536997885835	0.0136104924523633	0.00736045798405234	0.0283018867924528	0.125461254612546	0.0112138500885304	0.0272963604852686	0.0156178226917777	0.0181552587646077	0.0226550079491256	0.0745542949756888	0.0112224448897796	0.227373068432671	0.0133715377268386	0.0333863275039746	0.0186046511627907	0.0478260869565217	0.0174897119341564	25	22	7	25	9	5.5	27	7	170	35	80	31	92	151	123
"bacOTU_55"	0.00532687651331719	0.0143945808636749	0.0824138707498311	0.0239571589627959	0.0454195535026944	0.0106209150326797	0.0340740740740741	0.1553911205074	0.0113833209601584	0.0204457166223676	0.00128644939965695	0.00615006150061501	0	0.0207972270363951	0.00122492726994335	0.00125208681135225	0	0.0210696920583468	0.000100200400801603	0	0.00286532951289398	0.0158982511923688	0	0.00869565217391304	0	2	13	0.5	1	0	12.5	112	72	59	69	14	0	35	5	1
"bacOTU_867"	0.00532687651331719	0.00254022015241321	0.00045034902049088	0	0	0.000408496732026144	0.000740740740740741	0.00105708245243129	0.000989853996535511	0	0.000428816466552316	0	0.000590202636238442	0.000216637781629116	0	0.00104340567612688	0	0.000810372771474878	0.00030060120240481	0	0	0.00158982511923688	0.000930232558139535	0.00217391304347826	0.00205761316872428	1	1	0	0	0	4	1	0	1	4	4	0	1	7	0
"bacOTU_16"	0.00484261501210654	0.0973751058425063	0.0628236883584778	0.0608793686583991	0.0161662817551963	0.163807189542484	0.0459259259259259	0.0898520084566596	0.0692897797574858	0.0333265180944592	0.0287307032590051	0.134071340713407	0.00570529215030494	0.0116984402079723	0.0107181136120043	0.0244156928213689	0.00317965023847377	0.158022690437601	0.0195390781563126	0.0187637969094923	0.0124164278892073	0.124006359300477	0.00465116279069767	0.00434782608695652	0.00925925925925926	9	113	6	13	2.5	1.5	208	44	70	506	301	7	256	424	99
"bacOTU_23"	0.00484261501210654	0.138018628281118	0.00878180589957217	0.0290304396843292	0.0069284064665127	0.00163398692810458	0.16962962962963	0.0930232558139535	0.0126206384558278	0.0108362298098548	0.167238421955403	0.0836408364083641	0.00255754475703325	0.00844887348353553	0.00551217271474506	0.0108514190317195	0.122019077901431	0.0283630470016207	0.0030060120240481	0.338852097130243	0.0248328557784145	0.0492845786963434	0.00651162790697674	0.0195652173913043	0.0123456790123457	15	31	4.5	4	3	3.5	82	11	215	49	55	287	42	64	207
"bacOTU_247"	0.00484261501210654	0.00677392040643522	0.00045034902049088	0.00056369785794814	0.00153964588144727	0.000816993464052288	0.00666666666666667	0.00845665961945032	0.000989853996535511	0.00572480065426293	0.0154373927958834	0.013530135301353	0.00177060790871533	0.00108318890814558	0	0	0.00635930047694754	0	0.000100200400801603	0.0154525386313466	0	0	0	0	0	0	0	0	0	0	8	4	2	27	12	0	42	4	1	34
"bacOTU_139"	0.00435835351089588	0.044030482641829	0.00202657059220896	0.00986471251409245	0.000769822940723634	0.00449346405228758	0.0281481481481481	0.0179704016913319	0.0044543429844098	0.00368022899202617	0.00943396226415094	0.015990159901599	0.00295101318119221	0.00346620450606586	0.00566528862348798	0.00876460767946578	0.0123211446740859	0.0186385737439222	0.00150300601202405	0.0187637969094923	0.0152817574021012	0.0476947535771065	0.0186046511627907	0.0608695652173913	0.0236625514403292	10	31	13.5	22	10	3	43	2	29	18	18	20	26	39	20
"bacOTU_19"	0.00435835351089588	0.0990685859441152	0.00472866471515424	0.0279030439684329	0.0200153964588145	0.0343137254901961	0.145925925925926	0.0687103594080338	0.0190546894333086	0.0388468615824985	0.0626072041166381	0.325953259532595	0.000196734212079481	0.00346620450606586	0.000153115908742918	0.000208681135225376	0.145468998410175	0.0818476499189627	0.000200400801603206	0.182119205298013	0.000955109837631328	0	0	0	0	1	3	0	0	0	1	143	18	252	93	16	456	117	9	249
"bacOTU_24"	0.00435835351089588	0.0160880609652837	0.0283719882909255	0.0217023675310034	0.0916089299461124	0.00122549019607843	0.677037037037037	0.0602536997885835	0.000989853996535511	0.00490697198936823	0.00128644939965695	0.280442804428044	0.000196734212079481	0	0	0	0.00357710651828299	0.00567260940032415	0.000200400801603206	0	0.00286532951289398	0.00476947535771065	0	0	0.00102880658436214	0	6	0	1	0	1.5	47	120	531	4	0	14	12	0	0
"bacOTU_33"	0.00435835351089588	0.052497883149873	0.013285296104481	0.0521420518602029	0.0508083140877598	0.0269607843137255	0.077037037037037	0.100422832980973	0.0321702548874041	0.050500920057248	0.0102915951972556	0.045510455104551	0.00413141845366909	0.011265164644714	0.00107181136120043	0.0114774624373957	0.0103338632750397	0.0559157212317666	0.00190380761523046	0.0121412803532009	0.00573065902578797	0.00317965023847377	0	0.00434782608695652	0.00411522633744856	8	3	0	2	4.5	3	163	63	112	156	66	20	70	25	20
"bacOTU_57"	0.00435835351089588	0.0601185436071126	0.00607971177662689	0.0245208568207441	0.0138568129330254	0.0122549019607843	0.0548148148148148	0.103594080338266	0.0066815144766147	0.00122674299734206	0.008147512864494	0.0959409594095941	0.0194766869958686	0.0067157712305026	0.00535905680600214	0.013355592654424	0.00238473767885533	0.129659643435981	0.00430861723446894	0.054083885209713	0.000955109837631328	0.00476947535771065	0.00186046511627907	0.00652173913043478	0.00102880658436214	1	0	0	2	0	4	117	20	69	29	48	4	128	52	35
"bacOTU_137"	0.00387409200968523	0.0304826418289585	0.00270209412294528	0.00253664036076663	0.00384911470361817	0	0.0748148148148148	0.025369978858351	0.00395941598614204	0.00163565732978941	0.0111492281303602	0.01230012300123	0.000590202636238442	0.00454939341421144	0.00137804317868627	0.00396494156928214	0.00397456279809221	0.020259319286872	0.000100200400801603	0.0143487858719647	0.00191021967526266	0.00794912559618442	0.00558139534883721	0.0217391304347826	0.00823045267489712	1	2	3	8	2.5	8	6	5	89	17	24	9	30	10	9
