TAD1	TAD2	TAD3	TAD4	TAD5	TAD6	TAD7	TAD8	TAD9	TAD10	TAH1	TAH2	TAH3	TAH4	TAH5	TAH6	TAH7	TAH8	TAH9	TAH10
bacOTU_1	713.548143038376	0.206024280941755	9.21250648547063	0.252268675828997	1555.6981900604	0.252087374021432	10.8578957479278	2148.12638442352	0.0410531491632539	0.0759091087221639	1e-04	1e-04	0.0448468980756677	0.0708820107915953	1e-04	0.0178410721460711	1e-04	1e-04	0.00668312314737748	0.15472403644872
bacOTU_8	8.94417574737751	70.632128363022	14.1893237822191	4.2239253201357	9.24167191745058	13.8594055711788	14.9420207540291	29.6817935187054	17.0366100519136	21.6056959858167	38.8682669265825	37.1095029825156	3.26662355952374	1.74605626619268	5.92731265070956	2.62577867761852	96.1185050592457	15.9025924202416	0.454335497169046	38.3984023847655
bacOTU_13	5.93415025547161	89.16531364778	15.6717799982719	15.7606422393123	1.60732989868706	19.0251467386181	60.3654598462775	187.063796362074	8.14977668348752	10.15852056877	6.58161069363858	10.5222598330171	1.43200073842137	2.972944453247	0.325221369026263	1.57905542100033	14.2398637124808	3.17266706638236	0.171261201831815	3.29874611090603
bacOTU_10	4.55813860202892	99.255603413926	8.1536091882901	17.6519073080298	3.81727100938176	12.9774497621038	72.5182220595545	79.7265093351273	12.6136699422822	10.7649934385473	13.1010316637523	25.7418124486311	1.61098833072404	0.731514111513151	1.12552012355245	2.1467697296746	58.7391253139835	3.76752339132905	0.546499221232331	18.5034430283635
bacOTU_3	3.91313313947766	215.190973584134	95.0890772868118	126.525733097199	71.622282360242	336.277250631601	125.910685553952	410.36676969466	75.8453322503461	32.2947803156418	10.4311735521819	11.0859469669287	2.46117939416172	1.4157402158319	1.68823018532867	5.53531450957418	53.3992139218031	2.77609618308456	0.855906009159073	5.61810665763683
bacOTU_5	3.82713241113749	127.261305622005	39.2851897253978	54.0272387963626	18.2823400975653	142.49896000912	74.7097037701455	262.30343807228	22.8929103822589	11.8263209606576	16.2676075635218	11.3677905338845	21.9260800570772	17.2237226259548	0.775389418447242	0.922635751595696	21.1372492607137	3.80718047965883	0.632079822148238	2.37100189221371
bacOTU_9	2.58012185020505	54.9818830114486	28.1667681050022	13.3019976499796	2.81275232270235	28.0966922033897	24.2060116215271	77.6556935082409	14.0060770138328	52.6874305619039	12.2938652579287	55.3353869789916	14.811323263046	9.67364147485135	2.83865964496006	2.92737690410173	37.935720515281	16.6560770985074	0.783491654537921	6.08197876698299
bacOTU_6	2.49412112186488	6.58967699013617	353.248238339426	4.4760939959647	27.4234601463479	18.7731593645967	11.5551853831158	11.3895870478753	3.27635193306031	49.3518297781287	1.2108496087354	15.5014961825698	23.5369683878012	65.4262719750312	0.0626233401973582	4.79018947943919	8.12121524227423	4.20375136295662	0.0527649851790199	4.27803167508125
bacOTU_18	2.4511207576948	27.1821050843117	12.8127572958844	8.95208799192939	1.707781767355	14.8673550672645	31.2785207784342	67.3016143738088	3.80874287218261	5.07931028438498	6.95414903478793	24.9902296034156	5.14599327870179	0.354010053957976	0.162660684513131	0.762966102281056	25.587175420864	2.93472453640368	0.118596216652795	5.61810665763683
bacOTU_52	2.06411748016404	5.56005558542739	0.211879459436106	0.126184337914498	1e-04	35.5303197370219	15.8385359992708	1e-04	0.5324909391223	2.80503702272007	0.496817788199138	10.4283119773651	0.0895937961513354	0.0472880071943968	0.0501186721578866	1e-04	1.55757415605259	1.1501555615636	0.138345586094927	3.35028745638894
bacOTU_7	1.50511274595295	85.0468280289449	17.5777951331968	27.6756121722324	14.8669765628553	54.3033791016187	36.2591610297773	143.576663997459	22.4833788906264	12.6602211566014	1.45920850283497	51.0137856190025	19.3755068667641	4.05826861871813	3.56393039124942	4.91437698446169	23.8072049568039	37.1191346766736	1.0533997035804	11.1330306243078
bacOTU_29	1.41911201761278	22.2399223417096	54.5333108047974	5.35868436136619	1.10507055534735	22.6789636619289	16.1373744143514	24.8498899226371	4.05446176716213	4.09379187099685	0.155324308812231	3.66406637042559	2.59542008838873	1.74605626619268	0.362735373144678	0.443626803651777	1e-04	3.05369580139302	0.164678078684437	0.515513454829067
bacOTU_14	1.29011092510252	15.8562696325151	11.859749728422	4.03479881326395	1.30597429268323	2.39398005320361	21.6160786908288	10.6993151055799	1.84299171234642	12.508602939157	6.08489290543944	32.2242144886148	4.11681462296143	0.424792064749571	0.275202696868376	2.12902865752853	69.3076999443403	15.5456786252736	0.144928709242305	23.3483295037567
bacOTU_25	1.29011092510252	15.4444210706316	3.70624054013186	5.42172653032343	1.707781767355	4.03189798434292	17.5319536847275	61.4343028642972	2.94872673975428	5.98901958905095	7.41982196122462	15.1257047599621	0.850291063437686	1.10901816906833	0.187670020592075	0.461367875797848	28.0346348089466	1.03118429657427	0.223926187010834	5.61810665763683
bacOTU_15	1.24711056093244	79.898721005401	15.0364416199636	12.1041964397919	1.60732989868706	9.70161389982514	28.9874262628164	55.5669913547857	12.7365293897719	6.29225602393961	4.06697689088044	13.0588519356194	2.9086483749184	0.637138097124357	1.4131274884603	2.48385010044995	8.23246339627798	14.9904793886566	0.296340541631987	5.15423454829067
bacOTU_4	1.24711056093244	57.4529743827497	37.802733509345	21.4344374454647	10.6479980788018	72.9504447792046	18.8269201500767	77.3105575370931	13.5965455222003	45.2581379071319	9.71714173164563	59.281196916373	177.018828787341	13.3071180288199	1.62570684513131	7.85939496070949	23.8072049568039	28.8704603040794	0.651829191590371	10.0506623691668
