"TAD1"	"TAD2"	"TAD3"	"TAD4"	"TAD5"	"TAD6"	"TAD7"	"TAD8"	"TAD9"	"TAD10"	"TAH1"	"TAH2"	"TAH3"	"TAH4"	"TAH5"	"TAH6"	"TAH7"	"TAH8"	"TAH9"	"TAH10"	"TABS1"	"TABS2"	"TABS3"	"TABS4"	"TABS5"	"TAE0BS1"	"TAE0BS2"	"TAE0BS3"	"TAE0BS4"	"TAE0BS5"	"TAE0D1"	"TAE0D4"	"TAE0D5"	"TAE0D7"	"TAE0D9"	"TAE0H6"	"TAE0H7"	"TAE0H8"	"TAE0H9"	"TAE0H10"
"bacOTU_221"	0.00103199174406605	0.010507880910683	0.000948316737790422	0.00177725118483412	0	0.000873362445414847	0.0171606864274571	0.0147783251231527	0.00156821745948772	0.000426257459505541	0.00182481751824818	0.00248138957816377	0.00084530853761623	0.000911577028258888	0.000644122383252818	0.00132275132275132	0	0	0.000208942749686586	0.0048661800486618	0.0112781954887218	0.0151515151515152	0.0130841121495327	0.0212765957446809	0.0120967741935484	3	7	7	9	3.5	2	6	0	7	7	8	0	0	4	2
"bacOTU_223"	0.00103199174406605	0.00875656742556918	0.00142247510668563	0.00296208530805687	0	0.000873362445414847	0.0062402496099844	0.00246305418719212	0.00104547830632514	0.000426257459505541	0.00364963503649635	0.00248138957816377	0.000422654268808115	0.00136736554238833	0.000322061191626409	0.0017636684303351	0.00164203612479475	0.00171821305841924	0.000208942749686586	0.0145985401459854	0.0469924812030075	0.154545454545455	0.11588785046729	0.451063829787234	0.173387096774194	33	49	61	76	41.5	1	11	1	4	2	3	1	2	0	3
"bacOTU_224"	0.00103199174406605	0.0157618213660245	0.00142247510668563	0.00355450236966825	0.00166666666666667	0.00349344978165939	0.0093603744149766	0.0320197044334975	0.00261369576581286	0.0051150895140665	0.00821167883211679	0.0173697270471464	0.000422654268808115	0.000455788514129444	0.000322061191626409	0.000881834215167548	0.00656814449917898	0.00171821305841924	0.000208942749686586	0.0145985401459854	0.0338345864661654	0.0484848484848485	0.0317757009345794	0.0468085106382979	0.0362903225806452	25	15	18	12	7.5	1	9	0	9	5	5	13	2	2	9
"bacOTU_228"	0.00103199174406605	0.00875656742556918	0.000474158368895211	0.00118483412322275	0	0.000873362445414847	0.0218408736349454	0.00492610837438424	0	0.000426257459505541	0.0182481751824818	0.0297766749379653	0.00126796280642434	0.00136736554238833	0.00128824476650564	0.000440917107583774	0.00738916256157635	0.0189003436426117	0	0.024330900243309	0.0018796992481203	0	0	0.00851063829787234	0	0	0	1	1	0.5	0	2	0	10	1	1	5	7	1	5
"bacOTU_229"	0.00103199174406605	0.010507880910683	0.00189663347558084	0.00355450236966825	0.00166666666666667	0.000873362445414847	0.0093603744149766	0.0246305418719212	0.00209095661265029	0.0051150895140665	0.0145985401459854	0.0471464019851117	0.00380388841927303	0.00273473108477666	0.0035426731078905	0.00220458553791887	0.0155993431855501	0.0292096219931271	0.00104471374843293	0.0267639902676399	0.0413533834586466	0.0606060606060606	0.0355140186915888	0.0723404255319149	0.0221774193548387	26	20	19	19	7.5	3	13	1	11	8	8	28	18	9	24
"bacOTU_236"	0.00103199174406605	0.00525394045534151	0.00189663347558084	0.00533175355450237	0.01	0.000873362445414847	0.0031201248049922	0.0123152709359606	0.003659174072138	0.000426257459505541	0.0072992700729927	0.00248138957816377	0.000422654268808115	0.004102096627165	0.00322061191626409	0.00485008818342152	0.00164203612479475	0	0.00167154199749269	0.0072992700729927	0.0300751879699248	0.103030303030303	0.0373831775700935	0.11063829787234	0.0201612903225806	19	22	22	37	5	0	9	5	4	9	21	2	0	14	2
"bacOTU_237"	0.00103199174406605	0.00350262697022767	0.000474158368895211	0.00118483412322275	0	0	0.0031201248049922	0.00246305418719212	0.000522739153162572	0	0.00182481751824818	0.00248138957816377	0.000422654268808115	0.000911577028258888	0.00128824476650564	0.00440917107583774	0.000821018062397373	0.00171821305841924	0	0.0024330900243309	0.0169172932330827	0.0151515151515152	0.00560747663551402	0.0297872340425532	0.00201612903225806	6	4	3	5	2.5	0	5	0	2	3	26	4	0	5	3
"bacOTU_239"	0.00103199174406605	0.00175131348511384	0.000474158368895211	0.0023696682464455	0.00166666666666667	0	0.0015600624024961	0.00492610837438424	0.00104547830632514	0.000426257459505541	0.000912408759124088	0.00248138957816377	0	0	0.000322061191626409	0.000440917107583774	0.000821018062397373	0.00171821305841924	0	0.0024330900243309	0.0676691729323308	0.151515151515152	0.125233644859813	0.268085106382979	0.179435483870968	31	55	70	61	44	1	7	0	2	4	1	3	0	0	2
"bacOTU_245"	0.00103199174406605	0.00350262697022767	0.00189663347558084	0.00592417061611374	0.00166666666666667	0.00698689956331878	0.0031201248049922	0.0123152709359606	0.00104547830632514	0.00127877237851662	0.000912408759124088	0.00248138957816377	0.000422654268808115	0.000455788514129444	0.000322061191626409	0.000440917107583774	0.000821018062397373	0.00171821305841924	0	0	0.0018796992481203	0	0	0.00425531914893617	0	0	1	1	1	0	0	7	0	4	4	2	2	0	0	1
"bacOTU_246"	0.00103199174406605	0.00525394045534151	0.000948316737790422	0.00296208530805687	0.00166666666666667	0.000873362445414847	0.0046801872074883	0.0147783251231527	0.00209095661265029	0.000852514919011083	0.00273722627737226	0.00496277915632754	0.000422654268808115	0	0.000322061191626409	0.00132275132275132	0.00246305418719212	0.00171821305841924	0.000208942749686586	0.0048661800486618	0.0808270676691729	0.118181818181818	0.0635514018691589	0.0680851063829787	0.0604838709677419	44	37	24	22	16	0	9	0	5	9	2	3	1	2	2
"bacOTU_271"	0.00103199174406605	0.010507880910683	0	0.0023696682464455	0.00166666666666667	0	0.0109204368174727	0.0123152709359606	0.00209095661265029	0.000426257459505541	0.00364963503649635	0.00744416873449132	0.00084530853761623	0	0.00161030595813205	0.00264550264550265	0.000821018062397373	0.00859106529209622	0.000835770998746344	0.0145985401459854	0.0225563909774436	0.00606060606060606	0.00747663551401869	0.0170212765957447	0.0141129032258065	9	5	4	4	3.5	1	15	0	12	9	16	2	8	14	15
"bacOTU_274"	0.00103199174406605	0.00700525394045534	0.00331910858226648	0.00118483412322275	0.00166666666666667	0.00174672489082969	0.0062402496099844	0.00246305418719212	0.003659174072138	0.00127877237851662	0.00456204379562044	0.0124069478908189	0.00126796280642434	0.00227894257064722	0.00225442834138486	0.00132275132275132	0.00574712643678161	0.00343642611683849	0.000626828249059758	0.0097323600973236	0.0056390977443609	0.00303030303030303	0.00186915887850467	0	0	2	0	1	1	0	1	4	1	4	14	8	15	2	8	9
"bacOTU_278"	0.00103199174406605	0.00525394045534151	0.000948316737790422	0.00177725118483412	0.00166666666666667	0.000873362445414847	0.0093603744149766	0.0123152709359606	0.00209095661265029	0	0.00273722627737226	0	0	0	0	0.000440917107583774	0.000821018062397373	0	0	0.0048661800486618	0.0206766917293233	0.0545454545454545	0.0280373831775701	0.0553191489361702	0.030241935483871	15	20	19	18	8	1	7	1	4	6	2	1	0	2	2
"bacOTU_294"	0.00103199174406605	0.00175131348511384	0.000474158368895211	0.00296208530805687	0	0	0.0031201248049922	0.00492610837438424	0.000522739153162572	0	0.00182481751824818	0	0.000422654268808115	0.000455788514129444	0.000644122383252818	0.000440917107583774	0	0.00171821305841924	0	0.0024330900243309	0.0131578947368421	0.0454545454545455	0.0598130841121495	0.136170212765957	0.0544354838709677	10	17	31	35	18.5	1	4	1	4	1	2	0	2	1	1
"bacOTU_300"	0.00103199174406605	0.0140105078809107	0.000474158368895211	0.00296208530805687	0	0.00174672489082969	0.0062402496099844	0.00492610837438424	0.00313643491897543	0.00341005967604433	0.00273722627737226	0.0223325062034739	0.00253592561284869	0.000455788514129444	0.00128824476650564	0.000440917107583774	0.00821018062397373	0.00859106529209622	0.000208942749686586	0.0072992700729927	0.0056390977443609	0.00909090909090909	0.00373831775700935	0.00425531914893617	0.00403225806451613	2	5	5	3	1.5	0	17	1	10	12	3	25	10	6	6
"bacOTU_307"	0.00103199174406605	0.00525394045534151	0.000474158368895211	0.00118483412322275	0	0.000873362445414847	0.0062402496099844	0.0172413793103448	0.000522739153162572	0.000426257459505541	0.00273722627737226	0.00248138957816377	0.000422654268808115	0	0	0.00132275132275132	0	0.00171821305841924	0.000208942749686586	0.0024330900243309	0.0056390977443609	0.00909090909090909	0.00934579439252336	0.00851063829787234	0.0141129032258065	1	4	4	4	2	1	3	0	5	2	1	2	1	2	1
"bacOTU_309"	0.00103199174406605	0.0472854640980736	0.00331910858226648	0.00710900473933649	0.00333333333333333	0.000873362445414847	0.0218408736349454	0.0270935960591133	0.00679560899111343	0.00596760443307758	0.010036496350365	0.0347394540942928	0.00253592561284869	0.00273473108477666	0.00611916264090177	0.00485008818342152	0.0114942528735632	0.0103092783505155	0.00417885499373172	0.0389294403892944	0.0150375939849624	0.0181818181818182	0.00186915887850467	0.0212765957446809	0.0100806451612903	11	4	6	7	4	0	10	1	13	15	13	15	8	31	14
"bacOTU_310"	0.00103199174406605	0.00525394045534151	0.000948316737790422	0.0023696682464455	0.00166666666666667	0.000873362445414847	0.0046801872074883	0.00492610837438424	0.00156821745948772	0.000426257459505541	0.00182481751824818	0.00992555831265509	0.00126796280642434	0.000455788514129444	0.00257648953301127	0.00705467372134039	0.000821018062397373	0.013745704467354	0.00125365649811952	0.0048661800486618	0.0056390977443609	0.0151515151515152	0.011214953271028	0.0212765957446809	0.00604838709677419	3	6	6	4	1.5	1	6	0	2	6	35	1	11	25	5
"bacOTU_316"	0.00103199174406605	0.00700525394045534	0.000474158368895211	0	0	0.000873362445414847	0.0015600624024961	0.00738916256157635	0.000522739153162572	0.000426257459505541	0	0.00496277915632754	0	0	0	0.000881834215167548	0	0	0	0	0.0018796992481203	0	0	0	0	0	1	0	0	0	0	0	0	1	2	2	1	0	0	0
"bacOTU_331"	0.00103199174406605	0.00350262697022767	0.000474158368895211	0.00177725118483412	0	0.000873362445414847	0.0031201248049922	0.00492610837438424	0.000522739153162572	0.000426257459505541	0.00456204379562044	0.00744416873449132	0.000422654268808115	0.00136736554238833	0.00257648953301127	0.00396825396825397	0.00164203612479475	0.0103092783505155	0.0014625992478061	0.0072992700729927	0.0225563909774436	0.0575757575757576	0.0355140186915888	0.0638297872340425	0.0423387096774194	16	19	26	26	12	1	5	0	1	2	18	1	7	5	5
"bacOTU_337"	0.00103199174406605	0.00700525394045534	0.000474158368895211	0.0023696682464455	0	0.000873362445414847	0.0031201248049922	0.00738916256157635	0.00156821745948772	0.00170502983802217	0.00273722627737226	0.00496277915632754	0.00126796280642434	0.00136736554238833	0.00128824476650564	0.00308641975308642	0.00246305418719212	0.00343642611683849	0.000835770998746344	0.0170316301703163	0.018796992481203	0.0787878787878788	0.0373831775700935	0.136170212765957	0.0443548387096774	14	26	26	31	14.5	0	4	0	4	3	6	3	1	7	9
"bacOTU_34"	0.00103199174406605	0.0893169877408056	0.00900900900900901	0.0100710900473934	0.00166666666666667	0.00349344978165939	0.0421216848673947	0.0270935960591133	0.00731834814427601	0.0281329923273657	0.239963503649635	0.364764267990074	0.0232459847844463	0.0341841385597083	0.021256038647343	0.0498236331569665	0.183908045977011	0.189003436426117	0.0148349352277476	0.951338199513382	0.0582706766917293	0.0787878787878788	0.0299065420560748	0.204255319148936	0.0262096774193548	28	19	22	33	8	2	18	2	25	13	109	246	107	151	295
"bacOTU_341"	0.00103199174406605	0.00525394045534151	0	0.00177725118483412	0	0	0.0078003120124805	0.00246305418719212	0.00418191322530057	0.00682011935208866	0.00456204379562044	0.0421836228287841	0	0.00182315405651778	0	0.000440917107583774	0.000821018062397373	0.00343642611683849	0.000417885499373172	0	0.0093984962406015	0.0212121212121212	0	0.00425531914893617	0.00201612903225806	2	4	1	1	0.5	1	3	0	4	8	2	2	1	4	1
"bacOTU_353"	0.00103199174406605	0.00175131348511384	0	0.00118483412322275	0	0	0.0015600624024961	0.00246305418719212	0.000522739153162572	0	0.00182481751824818	0	0	0	0	0	0	0.00171821305841924	0	0.0024330900243309	0.0451127819548872	0.0545454545454545	0.0560747663551402	0.119148936170213	0.0725806451612903	23	22	28	29	21.5	0	4	0	1	1	2	0	0	0	1
"bacOTU_358"	0.00103199174406605	0.0157618213660245	0.00284495021337127	0.00296208530805687	0.00166666666666667	0.00174672489082969	0.0171606864274571	0.0270935960591133	0.00209095661265029	0.00468883205456096	0.00638686131386861	0.00496277915632754	0	0.000455788514129444	0	0.000881834215167548	0.00574712643678161	0.00343642611683849	0	0.0072992700729927	0.0300751879699248	0.0303030303030303	0.0261682242990654	0.0808510638297872	0.0504032258064516	18	11	15	19	10.5	1	5	0	7	5	1	5	1	2	2
"bacOTU_375"	0.00103199174406605	0.00350262697022767	0.000948316737790422	0.00118483412322275	0	0.000873362445414847	0.0062402496099844	0.00738916256157635	0.00104547830632514	0.000852514919011083	0.00364963503649635	0.00992555831265509	0.000422654268808115	0.00136736554238833	0.000966183574879227	0.000881834215167548	0.00328407224958949	0	0.000835770998746344	0.0048661800486618	0.0037593984962406	0.00303030303030303	0.00373831775700935	0.00425531914893617	0.00201612903225806	2	2	1	2	1	0	4	0	5	4	6	5	1	2	10
"bacOTU_38"	0.00103199174406605	0.157618213660245	0.00616405879563774	0.00296208530805687	0.00666666666666667	0.0244541484716157	0.0514820592823713	0.00738916256157635	0.0386826973340303	0.0051150895140665	0.00273722627737226	0.28287841191067	0.00126796280642434	0.004102096627165	0.00257648953301127	0.0436507936507936	0	0.34192439862543	0.00188048474717927	0.223844282238443	0.0131578947368421	0.00303030303030303	0	0.025531914893617	0	5	2	1	8	0	1	5	7	34	61	119	2	241	24	87
"bacOTU_392"	0.00103199174406605	0.00175131348511384	0	0.00118483412322275	0	0	0.0015600624024961	0.00246305418719212	0.000522739153162572	0.000426257459505541	0.00273722627737226	0	0	0	0.000322061191626409	0.000440917107583774	0.000821018062397373	0.00171821305841924	0.000208942749686586	0.0024330900243309	0.0263157894736842	0.0575757575757576	0.0485981308411215	0.0808510638297872	0.0544354838709677	17	21	25	26	15.5	0	2	0	2	2	0	1	1	0	2
"bacOTU_396"	0.00103199174406605	0.00700525394045534	0.000474158368895211	0.00355450236966825	0.00166666666666667	0.000873362445414847	0.0046801872074883	0.0123152709359606	0.00156821745948772	0.00213128729752771	0.00273722627737226	0.00744416873449132	0.000422654268808115	0.00136736554238833	0.00225442834138486	0.00837742504409171	0.00246305418719212	0.00859106529209622	0.000835770998746344	0.0072992700729927	0.0338345864661654	0.0575757575757576	0.0542056074766355	0.0808510638297872	0.0262096774193548	19	20	32	22	11.5	1	6	0	2	2	25	3	6	10	5
"bacOTU_408"	0.00103199174406605	0	0	0	0	0	0	0	0	0.000426257459505541	0	0	0	0	0.000644122383252818	0.000440917107583774	0	0	0.000835770998746344	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	7	0
"bacOTU_420"	0.00103199174406605	0	0	0	0	0.000873362445414847	0.0015600624024961	0	0.000522739153162572	0.000426257459505541	0	0.00248138957816377	0	0.000455788514129444	0.000966183574879227	0.000440917107583774	0.000821018062397373	0.00171821305841924	0.00167154199749269	0.0072992700729927	0.0018796992481203	0	0	0	0.00201612903225806	1	0	0	0	1	1	2	1	1	1	0	1	0	21	2
"bacOTU_442"	0.00103199174406605	0.00350262697022767	0.000474158368895211	0.00296208530805687	0	0	0.0015600624024961	0.00738916256157635	0.00209095661265029	0	0.00182481751824818	0.00248138957816377	0	0.000455788514129444	0.000644122383252818	0.000440917107583774	0.000821018062397373	0	0	0.0072992700729927	0.0281954887218045	0.124242424242424	0.0953271028037383	0.170212765957447	0.108870967741935	20	38	37	48	34.5	1	7	0	2	4	0	2	0	0	3
"bacOTU_452"	0.00103199174406605	0	0	0.000592417061611374	0	0	0.0015600624024961	0	0	0.000426257459505541	0.00273722627737226	0	0.00084530853761623	0.000455788514129444	0.000966183574879227	0	0.000821018062397373	0	0.000417885499373172	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	5	5	0	17	0
"bacOTU_543"	0.00103199174406605	0.00350262697022767	0.000948316737790422	0.00296208530805687	0.00166666666666667	0.000873362445414847	0.0046801872074883	0.00985221674876847	0.00104547830632514	0.000852514919011083	0.00364963503649635	0.00248138957816377	0.000422654268808115	0	0.000644122383252818	0.000881834215167548	0.000821018062397373	0.00171821305841924	0.000208942749686586	0.0024330900243309	0.0432330827067669	0.0696969696969697	0.0485981308411215	0.0851063829787234	0.0725806451612903	19	21	28	31	18.5	1	6	2	3	4	4	3	3	6	3
"bacOTU_549"	0.00103199174406605	0.0122591943957968	0.0042674253200569	0.00947867298578199	0.00333333333333333	0.00698689956331878	0.0140405616224649	0.0246305418719212	0.00627286983795086	0.00255754475703325	0.0109489051094891	0.0272952853598015	0.00211327134404058	0.0109389243391067	0.00161030595813205	0.00485008818342152	0.00985221674876847	0.013745704467354	0.00271625574592562	0.0267639902676399	0.0394736842105263	0.0424242424242424	0.0261682242990654	0.0680851063829787	0.0342741935483871	30	27	18	24	8.5	1	23	2	7	19	8	11	13	26	15
"bacOTU_558"	0.00103199174406605	0	0	0.000592417061611374	0	0	0.0015600624024961	0	0	0	0.000912408759124088	0	0	0	0	0	0	0	0	0	0.0112781954887218	0.0333333333333333	0.0355140186915888	0.0808510638297872	0.0604838709677419	14	16	27	27	14.5	0	2	0	0	0	1	0	0	0	1
"bacOTU_56"	0.00103199174406605	0.0823117338003503	0.00568990042674253	0.0171800947867299	0.005	0.00349344978165939	0.0702028081123245	0.145320197044335	0.00940930475692629	0.0144927536231884	0.0264598540145985	0.114143920595533	0.0126796280642434	0.0173199635369189	0.0219001610305958	0.0207231040564374	0.0254515599343186	0.0738831615120275	0.0100292519849561	0.131386861313869	0.152255639097744	0.121212121212121	0.142056074766355	0.225531914893617	0.139112903225806	87	46	68	58	35	2	30	3	72	23	70	54	58	108	84
"bacOTU_57"	0.00103199174406605	0.0385288966725044	0.00758653390232338	0.004739336492891	0.00666666666666667	0.0820960698689956	0.0265210608424337	0.00738916256157635	0.00731834814427601	0.00554134697357204	0.0127737226277372	0.0124069478908189	0.00126796280642434	0.00455788514129444	0.00225442834138486	0.00485008818342152	0.00410509031198686	0.0120274914089347	0.00250731299623903	0.0316301703163017	0.0338345864661654	0.0818181818181818	0.0186915887850467	0.0595744680851064	0.0141129032258065	13	28	10	15	2	2	10	3	15	11	6	3	5	28	6
"bacOTU_573"	0.00103199174406605	0.00525394045534151	0.000474158368895211	0.000592417061611374	0	0.00524017467248908	0.015600624024961	0.00738916256157635	0	0.000426257459505541	0	0.00496277915632754	0	0.000455788514129444	0.000644122383252818	0.0017636684303351	0.000821018062397373	0.00171821305841924	0.000626828249059758	0.0024330900243309	0.0018796992481203	0	0	0.00425531914893617	0	0	1	1	1	0	1	0	0	12	1	3	2	3	5	2
"bacOTU_577"	0.00103199174406605	0.00875656742556918	0.000948316737790422	0.00296208530805687	0	0.000873362445414847	0.015600624024961	0.0221674876847291	0.00418191322530057	0.000852514919011083	0.00273722627737226	0.00248138957816377	0.00126796280642434	0.000455788514129444	0.000322061191626409	0.00264550264550265	0.000821018062397373	0.00171821305841924	0	0.0072992700729927	0.0300751879699248	0.0333333333333333	0.0317757009345794	0.0553191489361702	0.0282258064516129	14	13	17	19	8	0	9	0	12	11	10	1	0	0	3
"bacOTU_58"	0.00103199174406605	0.031523642732049	0.00663821716453295	0.00592417061611374	0.005	0.14410480349345	0.0280811232449298	0.00738916256157635	0.00261369576581286	0.000852514919011083	0.00273722627737226	0.0173697270471464	0.00422654268808115	0.00319051959890611	0.00386473429951691	0.00617283950617284	0	0.013745704467354	0.00355202674467196	0.0145985401459854	0	0	0.00186915887850467	0.0127659574468085	0.00201612903225806	1	2	0	2	0.5	2	8	2	14	14	25	1	7	29	6
"bacOTU_60"	0.00103199174406605	0.0245183887915937	0.00284495021337127	0.0225118483412322	0	0.000873362445414847	0.0655226209048362	0.0197044334975369	0.00104547830632514	0.00682011935208866	0.0319343065693431	0.223325062034739	0.00422654268808115	0.00455788514129444	0.00579710144927536	0.00837742504409171	0.0459770114942529	0.276632302405498	0.00250731299623903	0.119221411192214	0.0319548872180451	0.0272727272727273	0.0205607476635514	0.051063829787234	0.0161290322580645	14	6	15	6	6.5	1	39	1	34	3	27	55	158	24	36
"bacOTU_65"	0.00103199174406605	0.0770577933450088	0.00806069227121859	0.0213270142180095	0.005	0.00262008733624454	0.046801872074883	0.041871921182266	0.0115002613695766	0.00682011935208866	0.0127737226277372	0.0272952853598015	0.00126796280642434	0.00227894257064722	0.00225442834138486	0.00573192239858906	0.0155993431855501	0.0120274914089347	0.00188048474717927	0.0340632603406326	0.056390977443609	0.0333333333333333	0.0168224299065421	0.0638297872340425	0.0141129032258065	31	10	9	15	5.5	1	41	2	26	29	14	22	6	7	6
"bacOTU_656"	0.00103199174406605	0.00350262697022767	0.000474158368895211	0.000592417061611374	0.00166666666666667	0.000873362445414847	0.0015600624024961	0.00738916256157635	0.00104547830632514	0	0.00273722627737226	0.00496277915632754	0.000422654268808115	0.000455788514129444	0.000644122383252818	0.0017636684303351	0.000821018062397373	0.00171821305841924	0.000208942749686586	0.0048661800486618	0.0263157894736842	0.0666666666666667	0.0467289719626168	0.123404255319149	0.0161290322580645	28	12	21	17	24	0	7	0	2	3	2	1	0	3	4
"bacOTU_667"	0.00103199174406605	0.0192644483362522	0.0123281175912755	0.0177725118483412	0.00666666666666667	0.00349344978165939	0.0140405616224649	0.0221674876847291	0.00679560899111343	0.00298380221653879	0.00273722627737226	0.0173697270471464	0.00126796280642434	0.00455788514129444	0.00257648953301127	0.00573192239858906	0.000821018062397373	0.0223367697594502	0.00208942749686586	0.0072992700729927	0.0018796992481203	0.0272727272727273	0	0	0	2	5	0	1	0	1	38	3	11	21	20	2	15	17	7
"bacOTU_68"	0.00103199174406605	0.0945709281961471	0.0146989094357515	0.0118483412322275	0.005	0.110917030567686	0.0405616224648986	0.0123152709359606	0.0209095661265029	0.00809889173060529	0.000912408759124088	0.054590570719603	0.0029585798816568	0.00319051959890611	0.00289855072463768	0.0017636684303351	0.00985221674876847	0.0549828178694158	0.0014625992478061	0.0145985401459854	0.0169172932330827	0.0454545454545455	0	0.00851063829787234	0	12	28	0	1	0	3	21	2	22	20	3	11	34	6	5
"bacOTU_79"	0.00103199174406605	0.0350262697022767	0.00189663347558084	0.014218009478673	0.00166666666666667	0.00262008733624454	0.0124804992199688	0.0147783251231527	0.003659174072138	0.00468883205456096	0.0127737226277372	0.0397022332506203	0.00211327134404058	0.00273473108477666	0.00611916264090177	0.00573192239858906	0.0377668308702791	0.0429553264604811	0.00250731299623903	0.0802919708029197	0.0714285714285714	0.0606060606060606	0.0411214953271028	0.11063829787234	0.0362903225806452	39	16	17	19	8.5	1	26	0	6	6	18	34	14	16	19
"bacOTU_80"	0.00103199174406605	0.0612959719789842	0.00806069227121859	0.00592417061611374	0.00166666666666667	0.00349344978165939	0.0202808112324493	0.0123152709359606	0.00470465237846315	0.0110826939471441	0.0355839416058394	0.0719602977667494	0.00338123415046492	0.00546946216955333	0.0273752012882448	0.0401234567901235	0.0090311986863711	0.0910652920962199	0.0117007939824488	0.104622871046229	0.114661654135338	0.0848484848484849	0.0261682242990654	0.2	0.0705645161290323	65	34	21	38	12.5	1	12	1	10	13	83	9	58	100	25
"bacOTU_813"	0.00103199174406605	0.00350262697022767	0	0.00118483412322275	0	0.000873362445414847	0.0031201248049922	0.00246305418719212	0.00104547830632514	0	0.000912408759124088	0.00248138957816377	0.000422654268808115	0.000455788514129444	0.00225442834138486	0.00308641975308642	0.00164203612479475	0.00515463917525773	0.000835770998746344	0.0072992700729927	0.0601503759398496	0.13030303030303	0.0897196261682243	0.131914893617021	0.0362903225806452	31	37	47	25	14.5	0	5	0	2	0	8	0	4	12	4
"bacOTU_817"	0.00103199174406605	0.0122591943957968	0.000948316737790422	0.0023696682464455	0.00166666666666667	0	0.0748829953198128	0.0172413793103448	0	0.000852514919011083	0.00456204379562044	0.0992555831265509	0	0.00227894257064722	0.00128824476650564	0.000440917107583774	0.00821018062397373	0.0274914089347079	0	0.0194647201946472	0	0.00303030303030303	0.00373831775700935	0.00425531914893617	0	0	0	0	1	0	0	6	2	37	0	2	9	18	6	5
"bacOTU_82"	0.00103199174406605	0.00350262697022767	0.000948316737790422	0.0023696682464455	0	0.000873362445414847	0.0031201248049922	0.00492610837438424	0.000522739153162572	0.00127877237851662	0.0155109489051095	0.032258064516129	0.00084530853761623	0.00136736554238833	0.0473429951690821	0.00308641975308642	0.00164203612479475	0.0292096219931271	0.00271625574592562	0.0754257907542579	0.0037593984962406	0.00909090909090909	0.00373831775700935	0.00851063829787234	0.0120967741935484	2	3	1	4	0.5	0	5	0	2	3	14	5	16	24	32
"bacOTU_84"	0.00103199174406605	0.00525394045534151	0.00189663347558084	0.00118483412322275	0.00166666666666667	0.00349344978165939	0.015600624024961	0.00492610837438424	0.000522739153162572	0.00383631713554987	0.00456204379562044	0.347394540942928	0.00169061707523246	0.0323609845031905	0.00257648953301127	0.0158730158730159	0.00410509031198686	0.0652920962199313	0.00710405348934392	0.0194647201946472	0.0037593984962406	0.00303030303030303	0.00186915887850467	0.00425531914893617	0.00403225806451613	4	4	1	2	0.5	0	1	1	7	1	27	2	35	59	6
"bacOTU_853"	0.00103199174406605	0.00525394045534151	0.00142247510668563	0.00355450236966825	0	0.000873362445414847	0.0046801872074883	0.0123152709359606	0.00313643491897543	0	0.00456204379562044	0.00248138957816377	0.000422654268808115	0.000911577028258888	0.000322061191626409	0.0017636684303351	0.00164203612479475	0.00171821305841924	0.000208942749686586	0.0121654501216545	0.037593984962406	0.0878787878787879	0.0598130841121495	0.119148936170213	0.0645161290322581	22	30	38	35	16	1	8	0	3	4	3	4	1	3	3
"bacOTU_879"	0.00103199174406605	0.00700525394045534	0.00189663347558084	0.00118483412322275	0.00166666666666667	0.00349344978165939	0.0078003120124805	0.0221674876847291	0.00313643491897543	0.00341005967604433	0.00182481751824818	0.00992555831265509	0.00126796280642434	0.000911577028258888	0.00128824476650564	0.00220458553791887	0.00164203612479475	0.00687285223367698	0.00271625574592562	0.0048661800486618	0.0169172932330827	0.0242424242424242	0.0355140186915888	0.0340425531914894	0.0443548387096774	7	11	17	14	6.5	2	6	0	6	9	7	2	9	12	9
"bacOTU_88"	0.00103199174406605	0.0577933450087566	0.00521574205784732	0.0100710900473934	0.00333333333333333	0.00174672489082969	0.031201248049922	0.0270935960591133	0.00575013068478829	0.00767263427109974	0.0611313868613139	0.0570719602977667	0.00211327134404058	0.00455788514129444	0.00450885668276973	0.0167548500881834	0.0747126436781609	0.0223367697594502	0.00459674049310489	0.177615571776156	0.0770676691729323	0.0424242424242424	0.0242990654205607	0.0723404255319149	0.030241935483871	39	20	16	14	6.5	1	18	1	23	8	38	80	11	22	50
"bacOTU_90"	0.00103199174406605	0.0192644483362522	0.0042674253200569	0.00592417061611374	0.00333333333333333	0.00349344978165939	0.015600624024961	0.0246305418719212	0.00522739153162572	0.00255754475703325	0.0237226277372263	0.0694789081885856	0.00253592561284869	0.00364630811303555	0.000966183574879227	0.00529100529100529	0.0164203612479475	0.0274914089347079	0.000835770998746344	0.0340632603406326	0.0150375939849624	0.0181818181818182	0.011214953271028	0.0340425531914894	0.0100806451612903	9	8	4	13	4	3	18	1	13	17	19	25	20	13	23
"bacOTU_92"	0.00103199174406605	0.0192644483362522	0.00189663347558084	0.00355450236966825	0.00166666666666667	0.000873362445414847	0.0093603744149766	0.00738916256157635	0.003659174072138	0.00255754475703325	0.00364963503649635	0.00496277915632754	0.000422654268808115	0.000455788514129444	0.000322061191626409	0.000881834215167548	0.00821018062397373	0.00171821305841924	0.000208942749686586	0.0535279805352798	0.139097744360902	0.151515151515152	0.0542056074766355	0.131914893617021	0.0967741935483871	74	38	32	30	18	0	6	0	4	10	2	9	3	1	12
