"FunDMH6301"	"FunDMH6302"	"FunDMH6303"	"FunDMH6304"	"FunDMH6305"	"FunDMH6306"	"FunDMH6307"	"FunDMH6308"	"FunDMH6309"	"FunDMH6310"	"FunDMH6311"	"FunDMH6312"	"FunDMH6313"	"FunDMH6314"	"FunDMH6315"	"FunWMH6301"	"FunWMH6302"	"FunWMH6303"	"FunWMH6304"	"FunWMH6305"	"FunWMH6306"	"FunWMH6307"	"FunWMH6308"	"FunWMH6309"	"FunWMH6310"	"FunWMH6311"	"FunWMH6312"	"FunWMH6313"	"FunWMH6314"	"FunWMH6315"	"FunDWYJ01"	"FunDWYJ02"	"FunDWYJ03"	"FunDWYJ04"	"FunDWYJ05"	"FunDWYJ06"	"FunDWYJ07"	"FunDWYJ08"	"FunDWYJ09"	"FunDWYJ10"	"FunDWYJ11"	"FunDWYJ12"	"FunDWYJ13"	"FunDWYJ14"	"FunDWYJ15"	"FunWWYJ01"	"FunWWYJ02"	"FunWWYJ03"	"FunWWYJ04"	"FunWWYJ05"	"FunWWYJ06"	"FunWWYJ07"	"FunWWYJ08"	"FunWWYJ09"	"FunWWYJ10"	"FunWWYJ11"	"FunWWYJ12"	"FunWWYJ13"	"FunWWYJ14"	"FunWWYJ15"	"Fun2DWYJ01"	"Fun2DWYJ02"	"Fun2DWYJ03"	"Fun2DWYJ04"	"Fun2DWYJ05"	"Fun2DWYJ06"	"Fun2DWYJ07"	"Fun2DWYJ08"	"Fun2DWYJ09"	"Fun2DWYJ10"	"Fun2DWYJ11"	"Fun2DWYJ12"	"Fun2DWYJ13"	"Fun2DWYJ14"	"Fun2DWYJ15"	"Fun2WWYJ01"	"Fun2WWYJ02"	"Fun2WWYJ03"	"Fun2WWYJ04"	"Fun2WWYJ05"	"Fun2WWYJ06"	"Fun2WWYJ07"	"Fun2WWYJ08"	"Fun2WWYJ09"	"Fun2WWYJ10"	"Fun2WWYJ11"	"Fun2WWYJ12"	"Fun2WWYJ13"	"Fun2WWYJ14"	"Fun2WWYJ15"	"Fun2DMH6301"	"Fun2DMH6302"	"Fun2DMH6303"	"Fun2DMH6304"	"Fun2DMH6305"	"Fun2DMH6306"	"Fun2DMH6307"	"Fun2DMH6308"	"Fun2DMH6309"	"Fun2DMH6310"	"Fun2DMH6311"	"Fun2DMH6312"	"Fun2WMH6301"	"Fun2WMH6302"	"Fun2WMH6303"	"Fun2WMH6304"	"Fun2WMH6305"	"Fun2WMH6306"	"Fun2WMH6307"	"Fun2WMH6308"	"Fun2WMH6309"	"Fun2WMH6310"	"Fun2WMH6311"	"Fun2WMH6312"
"OTU_4"	0.0218957025540397	0.0826707854492594	0.214172516716327	0.00746555223652917	0	0.0065086834785359	0.0185461171086673	0.00625776134248372	0.119916631591914	0.0000756227597673618	0.0142363320094331	0.0582426420202887	0.00595627634874514	0.255677880583074	0.0293457423090723	0.0189923133523699	0.0172718460458498	0.097988792909934	0.00762076723994479	0.326068781560787	0.113706766479562	0.0345689963918412	0.205981166011146	0.00197164632491161	0.0334335784080479	0.00365034618524233	0.012322815629666	0.0109140498870138	0.00517309081160228	0.0516696807591416	0.0354752886630849	0.0000818758844787278	0.00976452989464118	0.0159059235391782	0.00623616908640767	0.0806110588062553	0.000784751313396369	0.000329010233751761	0.00686341621654971	0.010509920719203	0.00126688978112226	0.00345858306442203	0.00622445503573733	0.00499264273285486	0.0210055360359524	0.0920543539110354	0.368411326269769	0.706419529306988	0.176339214402629	0.92783723130621	0.324596782431893	0.739806647416431	0.306331644259478	0.163106750587635	0.709879740027296	0.308145590834237	0.0239701089418367	0.052935855121936	0.0259375339130455	0.053575636860742	0.193612287979385	0.294159195985285	0.551811710255668	0.426861004547128	0.568157215522016	0.186559621193803	0.439459050165023	0.130658992561129	0.253548804392323	0.228465689953504	0.108932366739802	0.157125786216433	0.218062208485981	0.227155452340669	0.214019797775782	0.306522063615387	0.199592004003543	0.162223883180387	0.384925646575893	0.310105756671121	0.253486614850984	0.615747202170173	0.283417046398946	0.201485054305518	0.0710420536458981	0.252328150323303	0.145414009395311	0.29306578508346	0.0973999325911286	0.23023884222436	0.0325994551810697	0.0211061127214661	0.00734122424368805	0.0135949645148175	0.0336036993998121	0.010158251672142	0.0129225231467187	0.0254804630721387	0.10352313865668	0.115392345836127	0.0163647649389531	0.0224629325516503	0.332549501636646	0.23918311832841	0.00974507288826332	0.15342640003925	0.383871866352416	0.0647961722028767	0.935281467076045	0.0982009559061811	0.30121633846175	0.109491873999258	0.454500371793806	0.674727962920418
"OTU_3"	0.407969928181548	0.570199968379305	0.428195087679993	0.220397668953534	0.302575732963635	0.400021260994489	0.322578043002887	0.299134029173519	0.754173587465548	0.35788471059904	0.135940325735192	0.227019426754393	0.52451113051781	0.624063717844428	0.61167232910669	0.0866855866418224	0.206914821094065	0.090041700275795	0.146901835166966	0.0622411540266848	0.104827401974567	0.0378411762029773	0.0191616584761306	0.0909878266977727	0.108064461435499	0.0874069100355958	0.148074859139693	0.127252176484364	0.221502342933152	0.0712869023833147	1.19756642163892	0.559130415105232	0.26319163654479	0.493450689488505	0.241651552098297	1.3165630607542	1.45335943241008	0.364411734903451	0.483265247718235	0.514010194031308	0.747549430180876	0.939145514817517	0.784838748386701	0.367271281035635	0.45899596897608	0.0384486398725685	0.0856614281013869	0.0448899634449382	0.0135262426983435	0.121246497001273	0.118581652841281	0.0260504803779185	0.0609263961694053	0.0146363446531447	0.0121865502338217	0.102678368261725	0.0735446524351807	0.0988058101117659	0.160242044885255	0.0718817980733878	0	0	0	0	0	0	0.0000757622705223728	0.0000300780369615858	0.000156030033472199	0.0000564879935600207	0	0	0.000836361329618476	0	0.00010296013363171	0	0	0	0.0000810028717541862	0.0000256816361632398	0	0.0000442633313327707	0	0.0000555769734200584	0	0	0	0	0	0.0000230954802110903	0.0000477997876555274	0.000515750874772668	0.00112941911441355	0.0000757379638708494	0.000177127933583347	0	0.000210122327588921	0.0114439870483879	0.00214278165395456	0.000344454763689931	0	0	0	0	0.0000206026910956941	0	0	0	0	0	0	0	0	0.0000487907992566648
"OTU_5"	0.0250950746167304	0.103873914359821	0.0417848830746439	0.0466505971463116	0.126844630901739	0.0190409311701268	0.247941230248494	0.00697479649630998	0.0255802432372395	0.0289635169908996	0.0482899514927952	0.0118418649750795	0.0498030817593871	0.0489274850696408	0.077713643313602	0.00696738497284334	0.0376065240230477	0.00992435970100612	0.00614857356859182	0.00315609625371161	0.00435484755977431	0.0115054064327044	0.00588974481672444	0.10347492008888	0.0150649325633101	0.0169426412597799	0.0280638481822463	0.0556052024415964	0.0304742076901662	0.0135772491189297	0.371719329034933	0.126457303577395	0.475908164711127	0.192828734598037	1.87708689500871	0.0725246830012391	1.11120785976926	0.343618288130339	0.0319619872829521	0.6947808304016	0.177111191400892	0.228453432687769	0.180880805292248	0.245653624464999	0.0684555415457379	0.00333572674693517	0.0386652171547829	0.00917427960138946	0.00201845094529544	0.679075602969173	0.0103827253639831	0.00737871983070575	0.01935001423406	0.0248621209559175	0.0037984052676847	0.00309360937373921	0.00875045170177844	0.00823381750931382	0.00172388498887315	0.00339661243643481	0.00038766069423979	0.000225360005679873	0.0000833615394298161	0.000881792400510506	0.000343479008854842	0.015115212123482	0.000151524541044746	0.000210546258731101	0	0.000649611925940238	0.000422956190020586	0.000147496379712355	0.000709639916039919	0.000299875184608144	0.000137280178175614	0.00038307277269159	0.000547277225126248	0.000183019470517994	0.000162005743508372	0	0	0.0000442633313327707	0	0	0.000182836283332309	0.000130458328473918	0	0.0000937610488696149	0.000615746700288744	0.0000923819208443614	0.00143399362966582	0.000198365721066411	0.00042353216790508	0.000984593530321042	0.000278343895630974	0.00187275030827199	0.00140081551725948	0	0.00120531468034944	0.000172227381844966	0	0.000431979472147122	0.000517515701924476	0.000244420704861149	0.000247232293148329	0.0000254227671978872	0.0000297667390161613	0.000269035528149919	0.00171146513518527	0.000747050216709598	0.0031368214851981	0.000237724351002551	0.0021596495818023	0.00214679516729325
"OTU_19"	0.00644873431386101	0.00820996573977965	0.0104962026862144	0.0988002108180665	0.00120089591386262	0.00529588531483356	0.0562603247656219	0.00335702822018658	0.049460065681252	0.0183007078637015	0.00248695208417883	0.00296046624376986	0.00322930645413893	0.0378076020992679	0.00563973549262302	0.00304159953129202	0.0223239399532281	0.00532341133387302	0.00626403973889402	0.00150465053956019	0.00313888363074642	0.0029555172487681	0.00341125491647388	0.00193513435593176	0.00637616663315538	0.00198880930092513	0.00985250760134134	0.00338711893045257	0.00296277019209949	0.00116738964387059	0.21836031717464	0.00605881545142586	0.0730086389045479	0.0232471190187989	2.39287004653034	0.149345253148893	0.751399382577024	0.305518903061885	0.010025970747705	0.0542011625661756	0.17812470322579	0.0389791658882158	0.0522111004490206	0.0312040170803429	0.0116280645913308	0.000497432935946472	0.00483735123396067	0.00448046213091113	0.00427282472835269	0.00166634583575048	0.00498644047086031	0.000809859493614046	0.00261486678838649	0.0113775807764368	0.00664720921844822	0.00184143415103524	0.00493702527921352	0.00172267813138126	0.000673702179559624	0.00244872059370881	0.0000969151735599474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000279884863767611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000263885468640009	0	0	0	0	0	0	0	0	0	0.0000409379422393639	0.0000751117684203168	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000335927169025047	0	0	0	0	0	0	0	0.000685823173331959	0.00128900390572467	0.000578823653425033	0.000175187606581145	0.000138703389909334	0.000157981973787665	0.000726863801699605	0.00196385147806746	0.00583530776008713	0.0172684345099974	0.00609675240717345	0.509895733743517	0.00625038731809576	0.108581713431325	0.0887550840401025	0.00220303174884081	0.0084379759909107	0.00530986966964477	0.0236462157737587	0.0033286145491504	0.0746804169275339	0.0303585172358085	0.00514440591618673	0.00121250399218171	0.00757376850901641	0.00444292305624049	0.0581194195414928	0.0132789993998312	0.00347293285502929	0.00298263090687646	0.032971476427593	0.0132415203401027	0.0198642832830804	0.0108137743029623	0.0227826279106835	0.016628745751985	0.0228482984993421	0.0740697602461977	0.200683658892357	0.054569202968947	0.0165235058042751	0.00334825055115295	0.0337596539659534	0.00055553335186349	0.123879564369248	0.00576961729180635	0.0749087472542315	0.107562888564633	0.00608842002264089	0.0155730906240103	0.0293794375024598	0.0421255252468992	0.0131568986451433	0.00422178828789104	0.00800965683266705	0.00884411063007814	0.00272944207153601	0.0055270911608093	0.0845227561819097	0.00565973271377312
"OTU_21"	0.0249950942397714	0.0229165130649502	0.0144447741729331	0.00844882009207204	0.023417470320321	0.0148365642026253	0.0246527654249358	0.0148947756953909	0.0275763893858102	0.0124021326018473	0.00883161724381616	0.0194544924590591	0.0274132236773571	0.0146147033324901	0.022463353233329	0.0117066214518332	0.0116829671608125	0.00912584800092517	0.0122394140520325	0.0113032284435253	0.00907731212134774	0.0165456188837286	0.0107134724720508	0.0105519590351751	0.0143711527742103	0.0115552337863878	0.0133568980601275	0.0168885513337843	0.00973481634546975	0.00743576447074091	0.105764835765719	0.0174805013362084	0.0359785370733317	0.0504095422933955	0.0626215312426771	0.0308293077566243	0.0812217609365242	0.0115153581813116	0.020657537043929	0.00938385778500271	0.0266046854035675	0.0462702328888893	0.0354886839350994	0.0271474948598983	0.0313832711013337	0.0117920866580252	0.00752476858616104	0.00772346329233252	0.0218883966145675	0.007855630368538	0.0121928715623091	0.0106181578051619	0.0121264447311424	0.0153105716621187	0.0151936210707388	0.0166097360423379	0.00909093620379316	0.0123799241984009	0.0105810871730835	0.0062797834580597	0.014803792761282	0.0152922860997056	0.0159637348008098	0.0184074163606568	0.0224549402038853	0.0193678100297828	0.0218574150457046	0.0168437006984881	0.00985589711432723	0.0140937543932252	0.0102989832270013	0.0114204339720137	0.0118864685936686	0.0175127107811156	0.0187387443209713	0.0107898830974798	0.0028732054319128	0.00793846953371801	0.0199267064515298	0.0121474139052124	0.00915162014688043	0.0146954260024799	0.00823213713784721	0.00602083878717299	0.00938559587772518	0.00354411792354144	0.0104380684275704	0.0111888184984407	0.013238554056208	0.0102082022533019	0.0290144711069051	0.0330080559854507	0.00998830029309479	0.00999741123095212	0.00926126052735786	0.0123431270317926	0.0129575435346502	0.0279248098203381	0.0259812275541991	0.00826691432855835	0.0179351211704688	0.00672653749486232	0.00371393621381095	0.00611051762152871	0.00412053821913882	0.00536420387875421	0.0118769288674483	0.0163076920140105	0.0163616066923712	0.00662705837403676	0.0094512023969605	0.0036252963527889	0.0112640546815571	0.0172719429368593
"OTU_23"	0	0.00178477516082166	0.00119956602128164	0.00160236243125504	0.00140104523283972	0.000727678898221405	0.0189419183884255	0.000293332562928924	0.00813244727195474	0.000831850357440979	0.00242820518455256	0.000181253035332849	0.0340153613169301	0.000397138677513318	0.431774325765732	0.000884185910259307	0.000789389673027869	0.00129282846679773	0.00294438734270594	0.00110096380943428	0.00831379988684186	0.000395828202960014	0.00271834376156512	0.00397980461880306	0.0183686458447378	0.0046069886337886	0.00114898047829054	0.0882532654656809	0.0589262071539787	0.0017764625015422	0.0412042172670613	0.00298846978347357	0.00841251806307548	0.0155388637651972	0.00337792492180416	0.00467493601227499	0.0349214334461384	0.0059221842075317	0.00127847949131808	0.160651645279246	0.00633444890561131	0.00729106700067347	0.00956893833852157	0.039317061521232	0.0011252965733546	0.000351129131256333	0.00050389075353757	0.000341368543307515	0.000786409459206017	0.000317399206809616	0.000512305527828114	0.000179968776358677	0.000751774201661117	0.000449484672649356	0.00269053706460999	0.000478772879269163	0.000374532952216198	0.000116791737720763	0.000217962469857525	0.000552936908256829	0.0000484575867799737	0.00270432006815847	0.00137546540059197	0.00143291265082957	0.000386413884961698	0.00060091057371641	0.000303049082089491	0.00117304344150185	0.000312060066944398	0.00392591555242144	0.00750747237286541	0.00191745293626061	0.00248373970613972	0.00824656757672397	0.000789361024509779	0.000925759200671342	0.00777133659679272	0.00384340888087788	0.00170106030683791	0.000154089816979439	0.00259959065041821	0.000885266626655413	0.00020580342844618	0.000703974996654072	0.00402239823331079	0.00530530535793934	0.000852087218577177	0.000218775780695768	0.00341459533796485	0.00069286440633271	0.0149135337485245	0.00134888690325159	0.00162353997696947	0.0196918706064208	0.000733815724845295	0.00499400082205863	0.0258450462934373	0.00188881339633587	0.0425877853723469	0.00335843394597683	0.000661202623796085	0.0108611981568419	0.0210050490781111	0.00307271743254015	0.0007004914972536	0.000355918740770421	0.000625101519339387	0.000227645446896086	0.00807811543807446	0.00843443793059224	0.0173951009633713	0.000554690152339285	0.00385349239105901	0.000927025185876632
"OTU_14"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000380243666705215	0.000346398510906582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0140045146386778	0	0	0	0	0	0	0	0	0	0	0.0000253442827157114	0	0	0	0	0	0	0	0	0	0.0000257254285557725	0.0000185256578066861	0	0	0.0000266277255805368	0	0	0	0.0901025997306691	0.0213044784425325	0.0000705886946508466	0.0107547908696606	0.0365642662897052	0.00218487535965065	0.000560326206903791	0.00051849779507259	0.2275366268793	0.000947250600147311	0.0245471474084297	0.789658475084938	0.0000608842002264089	0.00108243455009937	0.0119083554533112	0.0000762683015936617	0	0.00132448260012268	0	0	0.000977710592789018	0.000198103625835459	0	0
"OTU_13"	0.00244951923549759	0.0143495922930062	0.00759725146811708	0.00935925329164877	0.00550410627187033	0.0022638899055777	0.0141357599913623	0.00101036771675518	0.00436194899132118	0.00567170698255213	0.00656007045826699	0.00229587178088275	0.0235380559323904	0.00190626565206393	0.0185442150096418	0.00346600876821648	0.00148405258529239	0.00311799806698277	0.000635063936662066	0.00341298780924628	0.0118203005193874	0.000633325124736022	0.0225729133926045	0.00617052275759373	0.00171793090634238	0.0074769159794274	0.00183836876526486	0.000470433184785079	0.00691313044823214	0.026012486629725	0.096951099451909	0.00241533859212247	0.00450670610521901	0.0261835972106472	0.00467712681480575	0.0069492292074358	0.118105072666154	0.122786619236157	0.000134576788559798	0.0611076818959376	0.00295607615595194	0.0404747693755335	0.0365106093887279	0.0925979206859174	0.0173170639344013	0.00854414219390411	0.000302334452122542	0.000426710679134393	0.000183495540481404	0.00174569563745289	0.00201506840945725	0.000404929746807023	0.00317052598091862	0.000168556752243508	0.00253227017845647	0.000147314732082819	0.0013619380080589	0.00035037521316229	0.0107594201029669	0.00238947735353844	0.000678406214919632	0.00280090292773556	0.00200067694631559	0.00066134430038288	0.000858697522137106	0.000277343341715266	0.00181829449253695	0.00210546258731101	0.000130025027893499	0.00166639581002061	0.000359512761517499	0.0012221128604738	0.0013432469839327	0.00116951321997176	0.00236808307352934	0.00156421382182399	0.0342048265703905	0.00846465051145724	0.0000405014358770931	0.0000256816361632398	0.000212211481666793	0.00641818304325175	0.000231528857001953	0.000296410524906978	0.00824794789254637	0.00958868714283298	0.000479299060449662	0.000218775780695768	0.000531781241158461	0.000161668361477632	0.00291578704698717	0.00257875437386334	0.000458826515230503	0.00363542226580077	0.00144232745917868	0.00178762529425962	0.00630366982766764	0.000962924476563382	0.0210260449794291	0.00439179823704662	0.00228665907396146	0.00623284666955132	0.055830811607617	0.0115576076155772	0.000576875350679435	0.00599977305870139	0.00794771931731506	0.000269035528149919	0.0395690739254834	0.00877181544781593	0.0217540606895556	0.000178293263251913	0.0213424193966345	0.00170767797398327
"OTU_75"	0.000349931319356799	0	0.000149945752660205	0.0000364173279830691	0.000100074659488551	0.000121279816370234	0.00226172159861797	0.0000977775209763081	0.000221794016507857	0.000189056899418404	0.000176240698878815	0.0000302088392221415	0.0000717623656475318	0.0000794277355026636	0.000764709897304817	0.0000707348728207445	0.000284180282290033	0.000152097466682086	0.000635063936662066	0.0000366987936478094	0	0.000263885468640009	0.000159902574209713	0	0.000165185664071383	0.000100699205110133	0.000143622559786317	0.0000470433184785079	0.00014108429486188	0.0000253780357363171	0.000220343407845248	0.0000409379422393639	0.000976452989464118	0.00110117932194311	0.00025984037860032	0.000252699243906756	1.05392101389132	0.000723822514253874	0.000336441971399496	0.0000750708622800216	0.00219594228727859	0.00962794744960727	0.00139353470949343	0.00101413055511114	0.00137536247854451	0.000175564565628167	0.0000671854338050093	0.000341368543307515	0.0000524272972804011	0.000079349801702404	0.000170768509276038	0.000449921940896692	0.000261486678838649	0.0000561855840811695	0.000263778143589215	0.0000368286830207048	0.0000680969004029451	0.000116791737720763	0.0000990738499352388	0	0	0	0	0	0	0.0000462238902858777	0.000113643405783559	0	0	0	0	0	0	0	0.0000686400890878069	0.000063845462115265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000477997876555274	0	0	0	0	0	0	0	0.00040177156011648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
