funOTUID	Kindom	Phylum	Class	Order	Family	Genus	Species
funOTU_1258	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1250	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1257	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1243	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1244	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1263	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1264	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1268	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1265	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1261	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1269	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1270	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1271	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1259	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1260	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1272	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1283	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1274	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1286	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1284	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1277	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1285	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1276	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1275	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1290	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1300	Fungi	Basidiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1293	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1296	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1278	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Unassigned	Unassigned	Unassigned
funOTU_1294	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1295	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1288	Fungi	Ascomycota	Sordariomycetes	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1301	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1306	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1287	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Unassigned	Unassigned	Unassigned
funOTU_1308	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1315	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1279	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Unassigned
funOTU_1302	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1314	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1303	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1321	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1311	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1297	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Hannaella_sinensis_SH180504.07FU
funOTU_1318	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Syncephalis	Unassigned
funOTU_1324	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1323	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1325	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1320	Fungi	Basidiomycota	Agaricomycetes	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1328	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1299	Fungi	Ascomycota	Sordariomycetes	Sordariales	Unassigned	Unassigned	Unassigned
funOTU_1316	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1336	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1335	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1322	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1327	Fungi	Ascomycota	Eurotiomycetes	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1334	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1337	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1317	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1344	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1350	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1351	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1330	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Unassigned	Unassigned
funOTU_1342	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1332	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Unassigned	Unassigned
funOTU_1341	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1348	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1339	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1357	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1355	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1358	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1352	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1345	Fungi	Basidiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1356	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1346	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Unassigned	Unassigned
funOTU_1347	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Unassigned	Unassigned	Unassigned
funOTU_1354	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	Unassigned
funOTU_1361	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1338	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Unassigned	Unassigned
funOTU_1331	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1363	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1353	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_1360	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Bullera	Bullera_alba_SH215453.07FU
funOTU_1362	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces_carnicolor_SH194979.07FU
