funOTUID	Kindom	Phylum	Class	Order	Family	Genus	Species
funOTU_395	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_397	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_362	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_383	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_385	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_363	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_379	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_338	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_373	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Unassigned
funOTU_353	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Madurella	Unassigned
funOTU_352	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Unassigned	Unassigned	Unassigned
funOTU_392	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_376	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	Ochroconis_minima_SH207896.07FU
funOTU_365	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_396	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Unassigned	Unassigned	Unassigned
funOTU_399	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Unassigned	Unassigned
funOTU_400	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Unassigned	Unassigned
funOTU_414	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_420	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_408	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_413	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_410	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Unassigned	Unassigned
funOTU_415	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_443	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_407	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_441	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_427	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_403	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_416	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Unassigned	Unassigned
funOTU_423	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_402	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_446	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_417	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	Unassigned
funOTU_426	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_422	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Unassigned
funOTU_447	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_445	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_454	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_456	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_430	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Unassigned	Unassigned	Unassigned
funOTU_459	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_444	Fungi	Ascomycota	Sordariomycetes	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_451	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	Ramicandelaber_longisporus_SH001831.07FU
funOTU_425	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Unassigned	Unassigned
funOTU_455	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_467	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_449	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	Unassigned
funOTU_457	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_452	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_480	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_466	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_460	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_477	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_478	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_481	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_465	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Unassigned	Unassigned
funOTU_485	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_483	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_486	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_464	Fungi	Ascomycota	Leotiomycetes	Helotiales	Unassigned	Unassigned	Unassigned
funOTU_463	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria_fuckelii_SH205222.07FU
funOTU_450	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Unassigned	Unassigned
funOTU_472	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_490	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_488	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_493	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_479	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_474	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_498	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_500	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_495	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_496	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_482	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_489	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Unassigned	Unassigned
funOTU_492	Fungi	Ascomycota	Sordariomycetes	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_494	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_502	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_499	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	Rhizophlyctis_rosea_SH202562.07FU
funOTU_484	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Unassigned	Unassigned
funOTU_487	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Beauveria	Unassigned
funOTU_513	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_514	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_497	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Unassigned	Unassigned
funOTU_507	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_515	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_518	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_522	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_510	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	Rhizophlyctis_rosea_SH006430.07FU
funOTU_526	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_530	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_516	Fungi	Ascomycota	Sordariomycetes	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_525	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_523	Fungi	Basidiomycota	Agaricomycetes	Tremellodendropsidales	Unassigned	Unassigned	Unassigned
funOTU_511	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus_SH007927.07FU
funOTU_506	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_529	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_537	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_531	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_532	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	Conocybe_velutipes_SH220674.07FU
funOTU_521	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Unassigned
funOTU_548	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_556	Fungi	Basidiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_568	Fungi	Ascomycota	Xylonomycetes	Xylonomycetales	Xylonomycetales_fam_Incertae_sedis	Symbiotaphrina	Symbiotaphrina_buchneri_SH643910.07FU
funOTU_547	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_550	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_535	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Syncephalis	Unassigned
funOTU_539	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_554	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_570	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_549	Fungi	Aphelidiomycota	Aphelidiomycetes	GS16	Unassigned	Unassigned	Unassigned
funOTU_533	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Unassigned	Unassigned
funOTU_563	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_555	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_544	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Unassigned
funOTU_561	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_553	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_572	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_562	Fungi	Ascomycota	Sordariomycetes	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_577	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_560	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Unassigned	Unassigned	Unassigned
funOTU_579	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_567	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Unassigned	Unassigned	Unassigned
funOTU_573	Fungi	Rozellomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_576	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_574	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_545	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Unassigned	Unassigned	Unassigned
funOTU_581	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_595	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_569	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_fimbricystis_SH187864.07FU
funOTU_584	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_578	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_593	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_582	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Unassigned	Unassigned	Unassigned
funOTU_598	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_605	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_592	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_588	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_608	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_601	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_624	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_602	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cladorrhinum	Cladorrhinum_bulbillosum_SH207742.07FU
funOTU_627	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_621	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_603	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_622	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_630	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_607	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Unassigned	Unassigned	Unassigned
funOTU_611	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	Rhizophlyctis_rosea_SH192223.07FU
funOTU_636	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_614	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_600	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_599	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellales_fam_Incertae_sedis	Minimedusa	Minimedusa_polyspora_SH201127.07FU
funOTU_613	Fungi	Ascomycota	Sordariomycetes	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_618	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_632	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_626	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_643	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Unassigned	Unassigned	Unassigned
funOTU_609	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia_zsoltii_var._yunnanensis_SH182100.07FU
funOTU_639	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Unassigned
funOTU_619	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_nematophilum_SH209886.07FU
funOTU_648	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_642	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_641	Fungi	Ascomycota	Eurotiomycetes	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_645	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_661	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_664	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_657	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_633	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_656	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_640	Fungi	Ascomycota	Sordariomycetes	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_670	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_672	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_666	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_650	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_673	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_646	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_674	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_677	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_669	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	Unassigned
funOTU_676	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_662	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomidium	Chaetomidium_gallecicum_SH195324.07FU
funOTU_682	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_660	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Microbotryomycetes_fam_Incertae_sedis	Colacogloea	Colacogloea_terpenoidalis_SH194980.07FU
funOTU_678	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_683	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_654	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_655	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_melinii_SH207150.07FU
funOTU_691	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_688	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_681	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_680	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_697	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_685	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Unassigned	Unassigned
funOTU_694	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_687	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_689	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum_chlorophyti_SH195664.07FU
funOTU_698	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_686	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_692	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_690	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_705	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_706	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_707	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_703	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_711	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_700	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_675	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_709	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_713	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_717	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_696	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Unassigned	Unassigned
funOTU_712	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_721	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_704	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Trichothecium	Trichothecium_roseum_SH022604.07FU
funOTU_702	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	Candida_intermedia_SH024156.07FU
funOTU_715	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_723	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_725	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_731	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_716	Fungi	Ascomycota	Sordariomycetes	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_720	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_735	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_734	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_724	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliales_fam_Incertae_sedis	Vermispora	Vermispora_spermatophaga_SH474577.07FU
funOTU_743	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_714	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	Hannaella_luteola_SH180500.07FU
funOTU_740	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_737	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_738	Fungi	Aphelidiomycota	Aphelidiomycetes	GS16	Unassigned	Unassigned	Unassigned
funOTU_745	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_753	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_736	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Unassigned
funOTU_742	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_759	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_749	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_741	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Unassigned	Unassigned
funOTU_762	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_729	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Tetracladium	Unassigned
funOTU_746	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Unassigned	Unassigned	Unassigned
funOTU_727	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	Ochroconis_mirabilis_SH533472.07FU
funOTU_751	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_744	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Unassigned
funOTU_757	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_765	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_764	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_752	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	Sporobolomyces_symmetricus_SH205939.07FU
funOTU_767	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_766	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_747	Fungi	Rozellomycota	Rozellomycota_cls_Incertae_sedis	GS05	Unassigned	Unassigned	Unassigned
funOTU_761	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_763	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_768	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_770	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_774	Fungi	Basidiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_776	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_780	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_779	Fungi	Basidiomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_777	Fungi	Ascomycota	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_771	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Unassigned	Unassigned
funOTU_773	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Unassigned	Unassigned	Unassigned
funOTU_798	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
funOTU_775	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Setosphaeria	Setosphaeria_pedicellata_SH187640.07FU
