ZH11BacBI05501	ZH11BacBI05502	ZH11BacBI05503	ZH11BacBI05504	ZH11BacBI05505	ZH11BacBI05506	ZH11BacBI05507	ZH11BacBI05508	ZH11BacBI05509	ZH11BacBI0401	ZH11BacBI0402	ZH11BacBI0403	ZH11BacBI0404	ZH11BacBI0405	ZH11BacBI0406	ZH11BacBI0407	ZH11BacBI0408	ZH11BacBI0409	ZH11BacBI0301	ZH11BacBI0302	ZH11BacBI0303	ZH11BacBI0304	ZH11BacBI0305	ZH11BacBI0306	ZH11BacBI0307	ZH11BacBI0308	ZH11BacBI0309	ZH11BacBI0001	ZH11BacBI0002	ZH11BacBI0003	ZH11BacBI0004	ZH11BacBI0005	ZH11BacBI0006	ZH11BacBI0007	ZH11BacBI0008	ZH11BacBI0009
OTU_16	0.00806252989408109	0.0102290698331879	0.0118411159067631	0.00565081266077325	0.00578782287817793	0.00610157299661229	0.0088157545644561	0.00927229969327096	0.00990259049576531	0.0372386528952713	0.0316327140246543	0.0277731180415287	0.0186826616059656	0.0238894092850254	0.0245451303398985	0.0204180914376068	0.024886313656798	0.0212196027042317	0.0419471684169517	0.0330372670684284	0.028732313139685	0.0220849510720963	0.0292881162297196	0.033580691102616	0.0305959939663942	0.0496528414744648	0.0261999891881797	0	0	0	0	0	0	0	0	0
OTU_24	0.00729058554252013	0.00684827556628683	0.00795046353739805	0.00370693310546725	0.00381261348324419	0.00420638744463423	0.00581839801254103	0.00609062822989367	0.00543327974103937	0.028601550892946	0.02012990892478	0.0204025597920461	0.0130025850004889	0.017113504106	0.0180051449532808	0.0163576755267191	0.0173486321165179	0.0136487896791038	0.0259780051054044	0.0243892765711045	0.0187865124374864	0.0155963805414804	0.0233513359128846	0.0216337144603392	0.0234913062288795	0.0298850958090823	0.0191683744428227	0	0	0	0	0	0	0	0	0
OTU_31	0.00729058554252013	0.00684827556628683	0.00702009014472381	0.00311924858874683	0.00303171674571225	0.00402149129322174	0.00555392537560735	0.00572700863407912	0.00464457784314656	0.0263360815152869	0.0200148808737812	0.0171979692487927	0.0133447582899754	0.0178953393189644	0.015663668703751	0.0131093427980089	0.015195008819295	0.0107697481061679	0.0235039093810802	0.0213770551619243	0.0164184646512486	0.0135128945912826	0.0190768540847633	0.0205843178633824	0.018449269769998	0.022569473397484	0.0163749932426123	0	0	0	0	0	0	0	0	0
OTU_21	0.00677595597481283	0.00589471820895575	0.00727382834272588	0.0025767705733126	0.00339919756337434	0.00332813072542489	0.00493682255609542	0.00509067434140367	0.00525801265261875	0.0278935917124276	0.0204749930777762	0.0220048550636727	0.0142344088426405	0.0176347275813096	0.0175207015913091	0.014733509162364	0.0142378429094181	0.0129023714935278	0.0268776762778859	0.0196280233759486	0.0183129028802388	0.0127985565512148	0.0169396131707027	0.0180819105937163	0.0198243706224202	0.0275503226989977	0.0149301408976759	0	0	0	0	0	0	0	0	0
OTU_25	0.00643286959634129	0.00641484040386362	0.0054130815573774	0.00293842258360209	0.00330732735895882	0.00332813072542489	0.00599471310383015	0.00581791353303276	0.00543327974103937	0.0281767753846349	0.0203599650267775	0.0173047889335679	0.0123866730794131	0.0204145861162944	0.0160673715053941	0.0167057111762238	0.0166307576841102	0.0127957403241598	0.0256406284157238	0.0217657288921411	0.0192601219947339	0.0130961974012431	0.0196309535810013	0.0216337144603392	0.0214286549502461	0.024592943426224	0.0159896992839626	0	0	0	0	0	0	0	0	0
OTU_23	0.00608978321786976	0.00684827556628683	0.00642803434938566	0.00271239007717116	0.00339919756337434	0.00305078649830615	0.00405524709964981	0.00454524494768184	0.00455694429893625	0.0274688162041165	0.0189796284147926	0.0190139038899696	0.0110179799214669	0.0178084687397462	0.0140488574971787	0.0141534497465229	0.0132806769995413	0.0116227974611119	0.0236163682776404	0.0228345816502373	0.0186286425850705	0.0116675213211075	0.0171770843833761	0.0157409489543512	0.0202827375732276	0.0244372918855516	0.014255876470039	0	0	0	0	0	0	0	0	0
OTU_161	0.00566092524478034	0.00572134414398647	0.00566681975537946	0.00325486809260539	0.00362887307441315	0.00254232208192179	0.00449603482787261	0.00445434004872821	0.00473221138735687	0.0223715101043835	0.0194397406187875	0.0168775101944674	0.0101283293688019	0.0150286102047614	0.0146947819798076	0.0148495210455322	0.0165111119453756	0.0118360597998479	0.0245160394501219	0.0182676653201898	0.0179971631754071	0.0119651621711357	0.0178894980213963	0.0200192581573288	0.0177617193437869	0.0289511865650484	0.0157007288149754	0	0	0	0	0	0	0	0	0
OTU_29	0.0053178388663088	0.00485447381914003	0.00405981116803305	0.00239594456816786	0.00183740408831045	0.00226497785480305	0.00343814428013788	0.00454524494768184	0.00385587594525375	0.0250617549903537	0.0194397406187875	0.0133524605968888	0.0111548492372615	0.00999011661010151	0.010657753963377	0.0111371407841492	0.0132806769995413	0.0125824779854238	0.0219294848292375	0.0196280233759486	0.016023790020209	0.0105960142610058	0.0119527177045613	0.0116240853816748	0.0162720267536628	0.0213242610721056	0.0115588187594911	0	0	0	0	0	0	0	0	0
OTU_27	0.00514629567707304	0.0059814052414404	0.00414439056736707	0.00248635757074023	0.00298578164350449	0.0021725297790968	0.00431971973658349	0.00536338903826458	0.004206410122095	0.0191148978739986	0.0194397406187875	0.0129251818577883	0.0104705026582884	0.0151154807839797	0.0129992302129068	0.0102090457188034	0.013041385522072	0.0106631169367999	0.0202426013808346	0.0171988125620936	0.0142082867174267	0.0100007325609493	0.015910571249118	0.0139650470210398	0.0148969259012406	0.0222581703161394	0.0118477892284783	0	0	0	0	0	0	0	0	0
OTU_36	0.00497475248783727	0.00450772568920146	0.0046518669633712	0.00235073806688167	0.00225082000818031	0.0021725297790968	0.0031736716432042	0.00463614984663548	0.00324244113578156	0.0210971835794503	0.0157588429868278	0.0130320015425634	0.00862276689506105	0.0129437163035228	0.010657753963377	0.00800481993860722	0.0101698877924415	0.0083172312107039	0.0212547314498763	0.014963938613347	0.0118402389311889	0.00964356354091535	0.014169115689513	0.0133192644998357	0.0123759076717999	0.0182112302586595	0.0118477892284783	0	0	0	0	0	0	0	0	0
OTU_37	0.00454589451474785	0.00511453491659396	0.00524392275870935	0.00230553156559549	0.00353700286999763	0.0023574259305093	0.00405524709964981	0.00436343514977457	0.00297954050315062	0.021238775415554	0.0159888990888252	0.0153820346076159	0.00944398278982877	0.0119881399321218	0.0127570085319209	0.0125292833821678	0.0138789056932143	0.00981006758185588	0.0217045670361171	0.0190450127806234	0.0139714819388029	0.009703091710921	0.0148023722566421	0.0148529979876955	0.013063458098011	0.0272390196176531	0.0112698482905038	0	0	0	0	0	0	0	0	0
OTU_32	0.0042885797308942	0.00416097755926289	0.00515934335937533	0.00212470556045074	0.00229675511038807	0.00281966630904053	0.00440787728222805	0.00463614984663548	0.00315480759157125	0.0195396733823097	0.0136883380688504	0.0141001983903146	0.0069119004476283	0.0115537870360304	0.0117881218079776	0.00951297441979409	0.00981095057623768	0.00874375588817589	0.0183308001393113	0.0160327913714432	0.011682369078773	0.0107150706010171	0.0160688853909002	0.0149337208028461	0.0119175407209925	0.0172773210146257	0.0123294066767905	0	0	0	0	0	0	0	0	0
OTU_34	0.0042885797308942	0.00528790898156325	0.00431354936603511	0.00176305355016125	0.0026183008258424	0.00147916921129995	0.003614459371427	0.00299986166547002	0.00429404366630531	0.0191148978739986	0.0181744320578014	0.0105751487927359	0.0089649401845476	0.0106850812438477	0.0121918246096206	0.0119492239663267	0.0116056366572568	0.0110896416142719	0.0188930946221123	0.0190450127806234	0.0146818962746742	0.0106555424310114	0.0123485030590169	0.0137228785755883	0.0122613159340981	0.0217912156941225	0.0134852885527396	0	0	0	0	0	0	0	0	0
OTU_28	0.00385972175780478	0.00390091646180896	0.00321401717469283	0.00144660804115795	0.00169959878168717	0.0015716172870062	0.00282104146062595	0.0024544322717482	0.0021032050610475	0.0121768979049176	0.0112727489978768	0.0083319354124586	0.00780155100029333	0.00946889313479186	0.00912368331713332	0.00881690312078477	0.0111270537023184	0.00885038705754389	0.0166439166909084	0.0165186335342142	0.0101036705546145	0.00690526772065544	0.0110819899247588	0.0102517975241159	0.0114591737701851	0.0119851686317674	0.0109808778215165	0	0	0	0	0	0	0	0	0
OTU_65	0.00368817856856901	0.00390091646180896	0.00346775537269489	0.00153702104373032	0.00183740408831045	0.0015716172870062	0.00308551409755964	0.00363619595814548	0.00289190695894031	0.0157166938075099	0.0119629173038693	0.0101478700536355	0.00732250839501216	0.00842644618417258	0.0107384945237056	0.00893291500395299	0.00849484745015702	0.00885038705754389	0.0139449031734638	0.0132149068273714	0.00970899592357488	0.00827441563078539	0.00799486416000455	0.00952529218776127	0.0132926415734147	0.0124521232537843	0.0102102899042171	0	0	0	0	0	0	0	0	0
OTU_59	0.00360240697395112	0.00433435162423217	0.00312943777535881	0.00185346655273363	0.00197520939493374	0.00143294517344683	0.00299735655191507	0.00290895676651638	0.00289190695894031	0.016141469315821	0.0104675526408856	0.0108956078470612	0.0075962470266014	0.0101638577685381	0.0100925700410767	0.0073087486395979	0.00825555597268781	0.0085304935494399	0.0124829375181813	0.0121460540692751	0.0100247356284066	0.00767913393072889	0.0102904192158474	0.0107361344150191	0.011573765507887	0.0182112302586595	0.0100176429248923	0	0	0	0	0	0	0	0	0
OTU_41	0.0031735490008617	0.00303404613696252	0.003890652369365	0.00198908605659218	0.00156179347506389	0.00231120189265617	0.00211578109546946	0.00290895676651638	0.00219083860525781	0.0150087346269915	0.0112727489978768	0.0105751487927359	0.00725407373711485	0.0108588224022842	0.0101733106014053	0.00904892688712121	0.00825555597268781	0.0079973377025999	0.0134950675872231	0.0115630434739499	0.0091564514401194	0.00851252831080799	0.0097363197196095	0.0117855310119758	0.00951111422925363	0.0155651540672303	0.00818749662130617	0	0	0	0	0	0	0	0	0
OTU_42	0.00291623421700805	0.00355416833187038	0.00228364378201859	0.00180826005144744	0.00174553388389493	0.00203385766553743	0.003614459371427	0.00218171757488729	0.00315480759157125	0.0134512244298509	0.0117328612018718	0.00993423068408525	0.00602224989496327	0.00920828139713704	0.00863923995516164	0.00893291500395299	0.00873413892762623	0.00863712471880789	0.0159691633115473	0.014478096450576	0.00986686577599073	0.00785771844074584	0.011240304066541	0.0110590256756211	0.0101986646554647	0.0157208056079027	0.00953602547658012	0	0	0	0	0	0	0	0	0
OTU_43	0.0026589194331544	0.00268729800702395	0.00202990558401652	0.00117536903344084	0.00156179347506389	0.00129427305988746	0.00167499336724666	0.00254533717070183	0.00131450316315469	0.0128848570854361	0.00678665500892582	0.00779783698858305	0.00526946865809287	0.00642842286215228	0.0054096175420171	0.00707672487326146	0.0061019326754649	0.00533155846839993	0.0112458896560192	0.00932816952520331	0.00592011946559444	0.00619092968058763	0.00767823587644001	0.00912167811200867	0.0058441786227944	0.010273001684372	0.00626102682805766	0	0	0	0	0	0	0	0	0
OTU_35	0.00257314783853652	0.0019938017471468	0.00296027897669076	0.00131098853729939	0.00156179347506389	0.000924480757062469	0.0015868358216021	0.00199990777698001	0.00131450316315469	0.00934506118284375	0.00609648670293337	0.00512734486920529	0.00349016755276281	0.00564658764918781	0.00589406090398878	0.0039444040277195	0.00466618381064963	0.00383872209724795	0.00899671172481538	0.00884232736243231	0.00584118453938651	0.00416697190039552	0.00554099496237939	0.00766866743929933	0.0063025455736018	0.00824953165563208	0.00520146844177098	0	0	0	0	0	0	0	0	0
OTU_39	0.00231583305468287	0.00147367955223894	0.00152242918801239	0.00117536903344084	0.00101057224857075	0.000647136529943728	0.0015868358216021	0.00209081267593365	0.00148977025157531	0.00736277547739205	0.00586643060093588	0.00534098423875551	0.00396921015804398	0.00599406996606091	0.00371406577511622	0.00440845156039238	0.00490547528811884	0.00362545975851196	0.00742228717297268	0.00583010595325207	0.00560437976076274	0.00452414092042942	0.00554099496237939	0.0058927655059879	0.00504203645888144	0.00591475854554753	0.00558676240042068	0	0	0	0	0	0	0	0	0
OTU_40	0.00231583305468287	0.00173374064969287	0.00160700858734641	0.00067809751929279	0.000826831839739705	0.00129427305988746	0.00123420563902385	0.00163628818116546	0.00113923607473406	0.00523889793583665	0.00333581347896354	0.0041659677062293	0.00287425563168702	0.00443039954013197	0.00282591961150147	0.00348035649504662	0.00335008068456897	0.00330556625040796	0.00517310924176884	0.00660745341368568	0.00449929079385177	0.00321452118030512	0.00546183789148826	0.0058927655059879	0.00423989429496849	0.00715997087092596	0.00520146844177098	0	0	0	0	0	0	0	0	0
OTU_49	0.00223006146006498	0.00112693142230036	0.000845793993340218	0.000406858511575674	0.000872766941947466	0.000785808643503099	0.00088157545644561	0.00127266858535092	0.00122686961894437	0.00453093875531818	0.00345084152996228	0.00277731180415287	0.00225834371061123	0.00269298795576649	0.00266443849084424	0.00301630896237374	0.00394830937824199	0.00341219741977596	0.00539802703488922	0.00320655827428864	0.00307846212210911	0.00363121837034467	0.0034829111192099	0.00355180386662285	0.00332316039335368	0.0043582431388245	0.00221544026223579	0	0	0	0	0	0	0	0	0
OTU_33	0.0021442898654471	0.00312073316944716	0.00296027897669076	0.00135619503858558	0.00183740408831045	0.00143294517344683	0.00273288391498139	0.00281805186756274	0.00201557151683719	0.0151503264630952	0.008051963569912	0.0103615094231857	0.00574851126337403	0.00894766965948222	0.0083970182741758	0.00835285558811188	0.00681980710787254	0.00725091951702391	0.0134950675872231	0.0103970222832995	0.00805136247320844	0.00583376066055373	0.00902390608158929	0.00863734122110556	0.00710468773751476	0.0119851686317674	0.00789852615231889	0	0	0	0	0	0	0	0	0
OTU_46	0.0021442898654471	0.00164705361720823	0.00152242918801239	0.00108495603086846	0.00114837755519403	0.000785808643503099	0.00141052073031298	0.0017271930801191	0.001402136707365	0.010619387707777	0.00736179526391954	0.00555462360830573	0.00383234084224936	0.00564658764918781	0.00524813642135987	0.00638065357425213	0.00430724659444581	0.00415861560535195	0.00820949944889403	0.00544143222303526	0.00647266394904992	0.00416697190039552	0.00736160759287547	0.00661927084234258	0.00355234386875738	0.00747127395227057	0.00587573286940795	0	0	0	0	0	0	0	0	0
OTU_69	0.0021442898654471	0.00268729800702395	0.0019453261846825	0.00140140153987177	0.00146992327064836	0.00147916921129995	0.000528945273867366	0.0024544322717482	0.00245373923788875	0.0100530203633622	0.00816699162091074	0.00576826297785595	0.00431138344753053	0.00677590517902537	0.00565183922300294	0.00556857039207459	0.00562334972052648	0.00618460782334392	0.0109085129663386	0.00981401168797432	0.00655159887525785	0.00458366909043507	0.0067283510257464	0.00686143928779413	0.00744846295062031	0.0110512593877335	0.00732058521434434	0	0	0	0	0	0	0	0	0
OTU_393	0.00180120348697556	0.00190711471466216	0.00169158798668044	0.00067809751929279	0.00110244245298627	0.000924480757062469	0.00132236318466842	0.00163628818116546	0.00157740379578562	0.00679640813297727	0.00437106593795223	0.00576826297785595	0.00328486357907088	0.00521223475309644	0.00444073081807374	0.0039444040277195	0.00382866363950739	0.00319893508103996	0.00674753379361153	0.00641311654857727	0.00434142094143592	0.00345263386032772	0.00577846617505279	0.00387469512722492	0.00504203645888144	0.00809388011495978	0.00394926307615944	0	0	0	0	0	0	0	0	0
OTU_379	0.00162966029773979	0.00121361845478501	0.00109953219134228	0.000723304020578976	0.00110244245298627	0.000462240378531235	0.000969733002090171	0.00199990777698001	0.00166503733999594	0.00580526528025142	0.00471615009094846	0.0041659677062293	0.00212147439481661	0.00338795258951269	0.00306814129248731	0.00301630896237374	0.00370901790077278	0.00351882858914396	0.00618523931081057	0.00553860065558946	0.0045782257200597	0.00309546484029382	0.00411616768633898	0.00605421113628894	0.00492744472117959	0.00638171316756444	0.00250441073122306	0	0	0	0	0	0	0	0	0
