ZH11BacBI05501	ZH11BacBI05502	ZH11BacBI05503	ZH11BacBI05504	ZH11BacBI05505	ZH11BacBI05506	ZH11BacBI05507	ZH11BacBI05508	ZH11BacBI05509	ZH11BacBI0401	ZH11BacBI0402	ZH11BacBI0403	ZH11BacBI0404	ZH11BacBI0405	ZH11BacBI0406	ZH11BacBI0407	ZH11BacBI0408	ZH11BacBI0409	ZH11BacBI0301	ZH11BacBI0302	ZH11BacBI0303	ZH11BacBI0304	ZH11BacBI0305	ZH11BacBI0306	ZH11BacBI0307	ZH11BacBI0308	ZH11BacBI0309	ZH11BacBI0001	ZH11BacBI0002	ZH11BacBI0003	ZH11BacBI0004	ZH11BacBI0005	ZH11BacBI0006	ZH11BacBI0007	ZH11BacBI0008	ZH11BacBI0009
OTU_117	0.000514629567707303	0.000520122194907861	0.000507476396004131	0	0.000229675511038807	0.000277344227118741	0.000176315091289122	0.000181809797907274	0.000175267088420625	0.000991142852725853	0.000690168305992457	0.000961377162975992	0.00054747726317848	0.000694964633746192	0.000403702801643067	0.000696071299009324	0.000717874432407635	0.000426524677471995	0.000337376689680577	0.000971684325542011	0.000552544483455481	0.000297640850028252	0.000633256567129073	0.000161445630301038	0.000114591737701851	0.00108956078470612	0.000674264427636978	0	0	0	0	0	0	0	0	0
OTU_122	0.000514629567707303	0.00026006109745393	0.000253738198002065	0	9.18702044155227e-05	0.00013867211355937	0.000352630182578244	0.000272714696860911	0.000262900632630937	0.00113273468882955	0.000575140254993714	0.000320459054325331	0.00027373863158924	0.000347482316873096	0.000888146163614748	0.000464047532672882	0.000358937216203818	0.000639787016207992	0.00134950675872231	0.000971684325542011	0.000789349262079259	0.000416697190039552	0.000633256567129073	0.000887950966655712	0.00126050911472036	0.000778257703361517	0.000770587917299404	0	0	0	0	0	0	0	0	0
OTU_130	0.000514629567707303	0.000606809227392504	0.000507476396004131	0.00022603250643093	0.000183740408831045	0.000184896151412494	0.000440787728222805	0.000636334292675458	0.000262900632630937	0.00226546937765909	0.00184044881597988	0.00192275432595198	0.000752781236870409	0.00156367042592893	0.00129184896525781	0.000580059415841103	0.00143574886481527	0.00117294286304799	0.00191180124152327	0.00155469492086722	0.00221017793382192	0.00125009157011866	0.00118735606336701	0.000726505336354673	0.00160428432782591	0.00249042465075686	0.00105955838628668	0	0	0	0	0	0	0	0	0
OTU_193	0.000514629567707303	0.00026006109745393	0.000422896996670109	9.0413002572372e-05	9.18702044155227e-05	0.000231120189265617	0.000176315091289122	9.09048989536369e-05	0.000262900632630937	0.00113273468882955	0.000575140254993714	0.000961377162975992	0.00020530397369193	0.00086870579218274	0.000484443361971681	0.000928095065345765	0.000239291477469212	0.000426524677471995	0.000787212275921345	0.00106885275809621	0.000394674631039629	0.000595281700056503	0.000633256567129073	0.000968673781806231	0.000802142163912957	0.00155651540672303	0.000866911406961829	0	0	0	0	0	0	0	0	0
OTU_258	0.000514629567707303	0.000346748129938574	0.000253738198002065	0.000135619503858558	9.18702044155227e-05	0.00013867211355937	0.000176315091289122	0.000272714696860911	0.000175267088420625	0.000991142852725853	0.00149536466298366	0.00117501653252621	0.00041060794738386	0.000955576371401014	0.000484443361971681	0.000580059415841103	0.000478582954938424	0.000426524677471995	0.00101213006904173	0.00087451589298781	0.00102615404070304	0.000654809870062153	0.000316628283564537	0.000403614075752596	0.000916733901614808	0.00124521232537843	0.00134852885527396	0	0	0	0	0	0	0	0	0
OTU_431	0.000514629567707303	0.000693496259877148	0.000338317597336087	0.000271239007717116	0.000275610613246568	0.00013867211355937	0.000264472636933683	0.000363619595814548	0.000613434809472187	0.0021238775415554	0.00218553296897611	0.00160229527162665	0.00130025850004889	0.000955576371401014	0.0012111084049292	0.000580059415841103	0.00119645738734606	0.000746418185575991	0.00258655462088442	0.00233204238130083	0.00189443822899022	0.00172631693016386	0.00174145555960495	0.00258313008481661	0.00148969259012406	0.00108956078470612	0.00125220536561153	0	0	0	0	0	0	0	0	0
OTU_55	0.000514629567707303	0.000606809227392504	0.000422896996670109	0.000542478015434232	0.000505286124285375	0.000508464416384358	0.000440787728222805	0.00118176368639728	0.00122686961894437	0.00495571426362926	0.00437106593795223	0.00256367243460265	0.00150556247374082	0.00321421143107614	0.00234147624952979	0.00220422578019619	0.00323043494583436	0.00181272987925598	0.00348622579336596	0.00330372670684284	0.00221017793382192	0.00250018314023731	0.00197892677227835	0.00403614075752596	0.00240642649173887	0.00529215238285832	0.00163749932426123	0	0	0	0	0	0	0	0	0
OTU_80	0.000514629567707303	8.66870324846435e-05	0.000338317597336087	0.000180826005144744	0.000183740408831045	0.000323568264971864	0.000264472636933683	0.000727239191629095	0.000175267088420625	0.0021238775415554	0.0016103927139824	0.00128183621730132	0.00116338918425427	0.000694964633746192	0.00145333008591504	0.000696071299009324	0.00143574886481527	0.000533155846839994	0.00213671903464365	0.00145752648831302	0.00205230808140607	0.000654809870062153	0.00166229848871382	0.00201807037876298	0.00148969259012406	0.00280172773210146	0.00144485234493638	0	0	0	0	0	0	0	0	0
OTU_87	0.000514629567707303	0.0013869925197543	0.000507476396004131	0.00022603250643093	0.000413415919869852	0.000277344227118741	0.000352630182578244	0.000818144090582732	0.000262900632630937	0.00113273468882955	0.00172542076498114	0.0010681968477511	0.000684346578973099	0.000955576371401014	0.000726665042957521	0.00104410694851399	0.00059822869367303	0.00085304935494399	0.0014619656552825	0.00106885275809621	0.00142082867174267	0.000952450720090405	0.00134567020514928	0.000968673781806231	0.000916733901614808	0.00046695462201691	0.000770587917299404	0	0	0	0	0	0	0	0	0
OTU_92	0.000514629567707303	0.000433435162423217	0.000422896996670109	0.00022603250643093	0.00032154571545433	0.000277344227118741	8.8157545644561e-05	0.000181809797907274	0.00035053417684125	0.000566367344414773	0.00207050491797737	0.00117501653252621	0.000821215894767719	0.000781835212964466	0.000403702801643067	0.00104410694851399	0.000478582954938424	0.000213262338735997	0.00123704786216211	0.00126318962320461	0.000868284188287185	0.000416697190039552	0.00118735606336701	0.000887950966655712	0.00137510085242221	0.000933909244033821	0.00125220536561153	0	0	0	0	0	0	0	0	0
OTU_96	0.000514629567707303	0.000866870324846435	0.000169158798668044	0.000135619503858558	0.000229675511038807	0.000277344227118741	0.000440787728222805	0.000545429393721821	0.000262900632630937	0.0021238775415554	0.00149536466298366	0.0010681968477511	0.000958085210562339	0.000955576371401014	0.000968886723943361	0.00104410694851399	0.00107681164861145	0.000639787016207992	0.00134950675872231	0.00136035805575882	0.00142082867174267	0.00107150706010171	0.00134567020514928	0.00104939659695675	0.00206265127863332	0.00249042465075686	0.00154117583459881	0	0	0	0	0	0	0	0	0
OTU_103	0.00042885797308942	0.000780183292361791	0.000338317597336087	0.000361652010289488	0.000183740408831045	4.62240378531235e-05	0.000176315091289122	0.000454524494768184	0.00035053417684125	0.00184069386934801	0.0008051963569912	0.00160229527162665	0.000889650552665029	0.00112931752983756	0.00104962728427197	0.00150815448118687	0.000358937216203818	0.00106631169367999	0.00157442455184269	0.000971684325542011	0.00110508896691096	0.000595281700056503	0.00118735606336701	0.00153373348785986	0.000916733901614808	0.00233477311008455	0.000770587917299404	0	0	0	0	0	0	0	0	0
OTU_110	0.00042885797308942	0.00026006109745393	0	9.0413002572372e-05	0	9.24480757062469e-05	8.8157545644561e-05	0.000181809797907274	0.00035053417684125	0.00240706121376278	0.00103525245898869	0.000427278739100441	0.00061591192107579	0.000955576371401014	0.000888146163614748	0.000696071299009324	0.000837520171142241	0.000533155846839994	0.000899671172481538	0.000777347460433609	0.000789349262079259	0.000416697190039552	0.00118735606336701	0.00121084222725779	0.00126050911472036	0.00124521232537843	0.000385293958649702	0	0	0	0	0	0	0	0	0
OTU_119	0.00042885797308942	8.66870324846435e-05	0.000253738198002065	0	0.000275610613246568	0.00013867211355937	0.000176315091289122	9.09048989536369e-05	0.000262900632630937	0.00113273468882955	0.000920224407989942	0.000640918108650661	0.00041060794738386	0.00104244695061929	0.000484443361971681	0.000812083182177544	0.00059822869367303	0.000213262338735997	0.000787212275921345	0.00126318962320461	0.00094721911449511	0.000595281700056503	0.000870727779802476	0.00121084222725779	0.000572958688509255	0.000933909244033821	0.00105955838628668	0	0	0	0	0	0	0	0	0
OTU_124	0.00042885797308942	0.000780183292361791	0.000507476396004131	0.00022603250643093	9.18702044155227e-05	4.62240378531235e-05	0.000176315091289122	0.000272714696860911	0.000438167721051562	0.00311502039428125	0.0008051963569912	0.000747737793425772	0.00054747726317848	0.00130305868827411	0.000726665042957521	0.000812083182177544	0.000837520171142241	0.00138620520178398	0.00168688344840288	0.00116602119065041	0.00142082867174267	0.000714338040067804	0.00118735606336701	0.00145301067270935	0.00114591737701851	0.00249042465075686	0.00134852885527396	0	0	0	0	0	0	0	0	0
OTU_129	0.00042885797308942	0.000433435162423217	8.45793993340218e-05	0.000180826005144744	0.000137805306623284	9.24480757062469e-05	0.000176315091289122	0	0.00035053417684125	0.00184069386934801	0.0008051963569912	0.000961377162975992	0.00027373863158924	0.00121618810905584	0.000161481120657227	0.000580059415841103	0.000358937216203818	0.000426524677471995	0.00157442455184269	0.000971684325542011	0.000710414335871333	0.000476225360045203	0.000633256567129073	0.000968673781806231	0.000572958688509255	0.00155651540672303	0.000770587917299404	0	0	0	0	0	0	0	0	0
OTU_143	0.00042885797308942	0.000433435162423217	0.000422896996670109	9.0413002572372e-05	0.000275610613246568	0.00013867211355937	0	0.000545429393721821	0.000525801265261875	0.00141591836103693	0.00218553296897611	0.00202957401072709	0.00054747726317848	0.00138992926749238	0.00113036784460059	0.00116011883168221	0.000957165909876847	0.00117294286304799	0.00179934234496308	0.00184620021852982	0.00102615404070304	0.00119056340011301	0.00094988485069361	0.000968673781806231	0.00126050911472036	0.00249042465075686	0.00125220536561153	0	0	0	0	0	0	0	0	0
OTU_147	0.00042885797308942	0.00026006109745393	0.000253738198002065	0.000135619503858558	9.18702044155227e-05	4.62240378531235e-05	0.000352630182578244	0.000272714696860911	0.000262900632630937	0.00127432652493324	0.000690168305992457	0.000640918108650661	0.000821215894767719	0.000608094054527918	0.000565183922300294	0.000232023766336441	0.000837520171142241	0.00085304935494399	0.0014619656552825	0.000777347460433609	0.00094721911449511	0.000357169020033902	0.000395785354455671	0.000565059706053635	0.00103132563931666	0.000622606162689214	0.000481617448312127	0	0	0	0	0	0	0	0	0
OTU_149	0.00042885797308942	0.000433435162423217	0.000422896996670109	0.000180826005144744	4.59351022077614e-05	0.000277344227118741	0.000264472636933683	0.000454524494768184	0.000438167721051562	0.00311502039428125	0.00207050491797737	0.00192275432595198	0.00116338918425427	0.00121618810905584	0.000968886723943361	0.00127613071485043	0.00143574886481527	0.00106631169367999	0.002923931310565	0.00204053708363822	0.00110508896691096	0.00130961974012431	0.00110819899247588	0.00121084222725779	0.00183346780322962	0.00202347002873995	0.00173382281392366	0	0	0	0	0	0	0	0	0
OTU_159	0.00042885797308942	0.000346748129938574	0.000422896996670109	4.5206501286186e-05	0	0.00013867211355937	0.000176315091289122	9.09048989536369e-05	0.000262900632630937	0.00113273468882955	0.000920224407989942	0.000747737793425772	0.00034217328948655	0.000694964633746192	0.000484443361971681	0.00139214259801865	0.00059822869367303	0.000106631169367999	0.00123704786216211	0.00106885275809621	0.00118402389311889	0.000535753530050853	0.000791570708911342	0.000565059706053635	0.000572958688509255	0.000778257703361517	0.000192646979324851	0	0	0	0	0	0	0	0	0
OTU_173	0.00042885797308942	0.000173374064969287	8.45793993340218e-05	0	0.000229675511038807	9.24480757062469e-05	0.000264472636933683	9.09048989536369e-05	0	0.000849551016622159	0.000575140254993714	0.000961377162975992	0.00027373863158924	0.000347482316873096	0.00024222168098584	0.000464047532672882	0.000358937216203818	0.000639787016207992	0.000449835586240769	0.000777347460433609	0.000552544483455481	0.000178584510016951	0.000237471212673402	0.000403614075752596	0.000802142163912957	0.00108956078470612	0.000385293958649702	0	0	0	0	0	0	0	0	0
OTU_174	0.00042885797308942	0	0.000253738198002065	9.0413002572372e-05	4.59351022077614e-05	4.62240378531235e-05	0.000352630182578244	0.000545429393721821	0.000262900632630937	0.000849551016622159	0.000690168305992457	0.00021363936955022	0.00061591192107579	0.000260611737654822	0.000565183922300294	0.000348035649504662	0.000717874432407635	0.000319893508103996	0.00134950675872231	0.000680179027879408	0.000789349262079259	0.000535753530050853	0.000316628283564537	0.000242168445451558	0.000458366950807404	0.000622606162689214	0.000577940937974553	0	0	0	0	0	0	0	0	0
OTU_180	0.00042885797308942	0.000433435162423217	0.000592055795338153	0.00022603250643093	0.000275610613246568	0.000184896151412494	0.000352630182578244	0.000272714696860911	0.000175267088420625	0.0021238775415554	0.00195547686697863	0.00202957401072709	0.00054747726317848	0.00104244695061929	0.00161481120657227	0.00162416636435509	0.000239291477469212	0.000959680524311988	0.00202426013808346	0.00165186335342142	0.00149976359795059	0.00184537327017516	0.00150398434693155	0.00193734756361246	0.000802142163912957	0.00217912156941225	0.000963234896624255	0	0	0	0	0	0	0	0	0
OTU_235	0.00042885797308942	0.000173374064969287	0.000507476396004131	9.0413002572372e-05	0.000183740408831045	0.000231120189265617	0.000264472636933683	0.000181809797907274	0.000525801265261875	0.00184069386934801	0.00138033661198491	0.000854557478200882	0.000684346578973099	0.00130305868827411	0.0012111084049292	0.000464047532672882	0.000717874432407635	0.00085304935494399	0.00179934234496308	0.00155469492086722	0.000868284188287185	0.00113103523010736	0.00166229848871382	0.00153373348785986	0.00103132563931666	0.00217912156941225	0.000963234896624255	0	0	0	0	0	0	0	0	0
OTU_276	0.00042885797308942	0.000173374064969287	0.000169158798668044	0	4.59351022077614e-05	4.62240378531235e-05	0.000264472636933683	0	0	0.00042477550831108	0.000230056101997486	0.00021363936955022	0.00027373863158924	8.6870579218274e-05	0.000322962241314454	0	0.00059822869367303	0.000319893508103996	0.000337376689680577	0.000583010595325207	0.000394674631039629	5.95281700056503e-05	7.91570708911342e-05	0.000242168445451558	0.000114591737701851	0.00046695462201691	0.000192646979324851	0	0	0	0	0	0	0	0	0
OTU_280	0.00042885797308942	0.000173374064969287	0.000338317597336087	0.000271239007717116	9.18702044155227e-05	0.000323568264971864	0.000705260365156488	0.000181809797907274	0.00035053417684125	0.000991142852725853	0.00184044881597988	0.00149547558685154	0.000889650552665029	0.00086870579218274	0.000403702801643067	0.00104410694851399	0.000957165909876847	0.000746418185575991	0.000674753379361153	0.000971684325542011	0.00094721911449511	0.000773866210073454	0.00150398434693155	0.00201807037876298	0.00148969259012406	0.00171216694739534	0.00144485234493638	0	0	0	0	0	0	0	0	0
OTU_336	0.00042885797308942	0.00104024438981572	0.000422896996670109	0.00022603250643093	0.000367480817662091	0.000416016340678111	0.000264472636933683	0.000818144090582732	0.000438167721051562	0.00368138773869602	0.00126530856098617	0.00181593464117687	0.000684346578973099	0.00191115274280203	0.000484443361971681	0.00162416636435509	0.00143574886481527	0.00127957403241598	0.00179934234496308	0.00213770551619242	0.00157869852415852	0.00130961974012431	0.00158314141782268	0.0016951791181609	0.00137510085242221	0.00217912156941225	0.00144485234493638	0	0	0	0	0	0	0	0	0
OTU_72	0.00042885797308942	0.000520122194907861	0.000592055795338153	0.000135619503858558	0.000137805306623284	0.000231120189265617	0.000793417910801049	0.000909048989536369	0.000788701897892812	0.00198228570545171	0.00149536466298366	0.00192275432595198	0.00150556247374082	0.000955576371401014	0.000565183922300294	0.00174017824752331	0.00107681164861145	0.00181272987925598	0.00191180124152327	0.00145752648831302	0.00142082867174267	0.00178584510016951	0.00110819899247588	0.00121084222725779	0.00171887606552777	0.00186781848806764	0.00115588187594911	0	0	0	0	0	0	0	0	0
OTU_102	0.000343086378471536	0.000433435162423217	0.000253738198002065	0.00022603250643093	0.00032154571545433	0.000184896151412494	0.00088157545644561	0.000454524494768184	0.00122686961894437	0.00269024488597017	0.00138033661198491	0.00128183621730132	0.0013686931579462	0.00156367042592893	0.0017762923272295	0.00162416636435509	0.000837520171142241	0.00106631169367999	0.00191180124152327	0.00126318962320461	0.00299952719590118	0.00125009157011866	0.00166229848871382	0.00217951600906402	0.00137510085242221	0.00249042465075686	0.00183014630358608	0	0	0	0	0	0	0	0	0
OTU_113	0.000343086378471536	0.000606809227392504	0.000338317597336087	0.00022603250643093	0.000413415919869852	0.000184896151412494	0.000352630182578244	0.000999953888490006	0.000525801265261875	0.00184069386934801	0.00138033661198491	0.00181593464117687	0.000752781236870409	0.000955576371401014	0.000968886723943361	0.00116011883168221	0.00059822869367303	0.000426524677471995	0.00134950675872231	0.00165186335342142	0.00118402389311889	0.000833394380079104	0.00150398434693155	0.000968673781806231	0.00126050911472036	0.00171216694739534	0.000866911406961829	0	0	0	0	0	0	0	0	0
OTU_126	0.000343086378471536	0.000433435162423217	8.45793993340218e-05	9.0413002572372e-05	0	0.00013867211355937	0.000176315091289122	0	0.000262900632630937	0.00042477550831108	0.00253061712197234	0.000427278739100441	0.00034217328948655	0.000781835212964466	0.000322962241314454	0.000464047532672882	0.000717874432407635	0.00127957403241598	0.000449835586240769	0.00155469492086722	0.000394674631039629	0.000297640850028252	0.000712413638020207	0.000403614075752596	0.000458366950807404	0.000622606162689214	0.000385293958649702	0	0	0	0	0	0	0	0	0
OTU_127	0.000343086378471536	0.000346748129938574	0.000169158798668044	4.5206501286186e-05	9.18702044155227e-05	9.24480757062469e-05	8.8157545644561e-05	0.000272714696860911	0.000262900632630937	0.00254865304986648	0.000460112203994971	0.0010681968477511	0.00047904260528117	0.000955576371401014	0.000726665042957521	0.00127613071485043	0.000957165909876847	0.000533155846839994	0.0014619656552825	0.00087451589298781	0.00134189374553474	0.000476225360045203	0.000712413638020207	0.000565059706053635	0.00114591737701851	0.00155651540672303	0.00163749932426123	0	0	0	0	0	0	0	0	0
OTU_131	0.000343086378471536	0.000346748129938574	0.000338317597336087	0.000135619503858558	9.18702044155227e-05	0.000184896151412494	0.000264472636933683	0.000181809797907274	0.00035053417684125	0.00113273468882955	0.00103525245898869	0.000427278739100441	0.00034217328948655	0.000694964633746192	0.00024222168098584	0.000464047532672882	0.00059822869367303	0.000639787016207992	0.00134950675872231	0.000194336865108402	0.000631479409663407	0.000416697190039552	0.00094988485069361	0.000645782521204154	0.000916733901614808	0.000622606162689214	0.000770587917299404	0	0	0	0	0	0	0	0	0
OTU_132	0.000343086378471536	0	0.000169158798668044	9.0413002572372e-05	0.000183740408831045	9.24480757062469e-05	8.8157545644561e-05	0.000454524494768184	0	0.000141591836103693	0.000690168305992457	0.000427278739100441	0.00054747726317848	0.000173741158436548	8.07405603286134e-05	0.000580059415841103	0.000358937216203818	0.000426524677471995	0.000899671172481538	0.000194336865108402	0.000631479409663407	0.000357169020033902	0.000554099496237939	0.000484336890903115	0.000802142163912957	0.000933909244033821	0.000577940937974553	0	0	0	0	0	0	0	0	0
OTU_146	0.000343086378471536	0.000346748129938574	0.000422896996670109	0.000180826005144744	0.000137805306623284	9.24480757062469e-05	8.8157545644561e-05	0.000272714696860911	0.000175267088420625	0.00155751019714063	0.000230056101997486	0.000427278739100441	0.000889650552665029	0.00086870579218274	0.000565183922300294	0.00104410694851399	0.000478582954938424	0.00106631169367999	0.000787212275921345	0.00116602119065041	0.00118402389311889	0.000654809870062153	0.000712413638020207	0.000645782521204154	0.000802142163912957	0.00140086386605073	0.000674264427636978	0	0	0	0	0	0	0	0	0
OTU_171	0.000343086378471536	0.000346748129938574	8.45793993340218e-05	0.000180826005144744	0.000137805306623284	0.00013867211355937	8.8157545644561e-05	0.000272714696860911	8.76335442103124e-05	0.00155751019714063	0.000920224407989942	0.00138865590207643	0.00027373863158924	0.000608094054527918	0.000565183922300294	0.00150815448118687	0.00119645738734606	0.000533155846839994	0.000562294482800961	0.000777347460433609	0.00094721911449511	0.000357169020033902	0.000395785354455671	0.00137228785755883	0.000572958688509255	0.00108956078470612	0.000963234896624255	0	0	0	0	0	0	0	0	0
OTU_178	0.000343086378471536	0.00026006109745393	8.45793993340218e-05	0.000135619503858558	4.59351022077614e-05	9.24480757062469e-05	8.8157545644561e-05	0.000181809797907274	8.76335442103124e-05	0.000141591836103693	0.000920224407989942	0	0.00034217328948655	0.000260611737654822	0.000403702801643067	0.000464047532672882	0.000478582954938424	0.000319893508103996	0.000787212275921345	0.000485842162771006	0.000315739704831704	0.000238112680022601	0.000158314141782268	0.000161445630301038	0.000458366950807404	0.00046695462201691	0.000481617448312127	0	0	0	0	0	0	0	0	0
OTU_187	0.000343086378471536	0.000520122194907861	0.000338317597336087	0.000135619503858558	9.18702044155227e-05	4.62240378531235e-05	0.000440787728222805	0.000272714696860911	0.000262900632630937	0.00155751019714063	0.000575140254993714	0.000427278739100441	0.00054747726317848	0.00043435289609137	0.000322962241314454	0.000812083182177544	0.000478582954938424	0.000533155846839994	0.000787212275921345	0.000388673730216805	0.000394674631039629	0.000535753530050853	0.000395785354455671	0.000322891260602077	0.00103132563931666	0.000311303081344607	0.000192646979324851	0	0	0	0	0	0	0	0	0
OTU_216	0.000343086378471536	8.66870324846435e-05	8.45793993340218e-05	4.5206501286186e-05	9.18702044155227e-05	9.24480757062469e-05	0.000176315091289122	9.09048989536369e-05	0	0.00042477550831108	0.000230056101997486	0.00021363936955022	0.00013686931579462	0.000347482316873096	0.00024222168098584	0.000464047532672882	0.000239291477469212	0	0.000787212275921345	0.000291505297662603	0.000710414335871333	0.000238112680022601	0.000316628283564537	0.000565059706053635	0.000916733901614808	0.000622606162689214	0.000288970468987276	0	0	0	0	0	0	0	0	0
OTU_363	0.000343086378471536	0	0.000169158798668044	4.5206501286186e-05	4.59351022077614e-05	0	8.8157545644561e-05	0	8.76335442103124e-05	0.000566367344414773	0.000345084152996228	0.000320459054325331	0.00013686931579462	0.000173741158436548	0.00024222168098584	0.000116011883168221	0.000358937216203818	0.000319893508103996	0.000112458896560192	0.000388673730216805	0.000236804778623778	0.000357169020033902	0.000158314141782268	0.000403614075752596	0.000572958688509255	0.00124521232537843	0.000192646979324851	0	0	0	0	0	0	0	0	0
OTU_481	0.000343086378471536	8.66870324846435e-05	8.45793993340218e-05	4.5206501286186e-05	4.59351022077614e-05	0	0.000176315091289122	9.09048989536369e-05	8.76335442103124e-05	0.000283183672207386	0.000345084152996228	0	6.84346578973099e-05	8.6870579218274e-05	0.000161481120657227	0.000116011883168221	0.000119645738734606	0.000106631169367999	0	0.000485842162771006	7.89349262079259e-05	0.000297640850028252	0.000237471212673402	8.07228151505192e-05	0	0.000311303081344607	0	0	0	0	0	0	0	0	0	0
OTU_82	0.000343086378471536	0.000346748129938574	0.000761214594006196	0.000316445509003302	0.000229675511038807	0.000231120189265617	0	0.000545429393721821	0.00035053417684125	0.00155751019714063	0.0016103927139824	0.00160229527162665	0.00041060794738386	0.00130305868827411	0.0012111084049292	0.000928095065345765	0.000957165909876847	0.000639787016207992	0.00202426013808346	0.00106885275809621	0.00149976359795059	0.000654809870062153	0.00110819899247588	0.00137228785755883	0.00126050911472036	0.00171216694739534	0.00115588187594911	0	0	0	0	0	0	0	0	0
OTU_84	0.000343086378471536	0.000606809227392504	0.000507476396004131	0.000180826005144744	9.18702044155227e-05	0.000277344227118741	0.000176315091289122	0.000818144090582732	0.00035053417684125	0.00155751019714063	0.00103525245898869	0.000747737793425772	0.00102651986845965	0.000955576371401014	0.000807405603286134	0.000928095065345765	0.000837520171142241	0.00106631169367999	0.00168688344840288	0.000680179027879408	0.00094721911449511	0.000357169020033902	0.000474942425346805	0.000807228151505192	0.00171887606552777	0.00124521232537843	0.00163749932426123	0	0	0	0	0	0	0	0	0
OTU_88	0.000343086378471536	0.000346748129938574	0.000338317597336087	0.000135619503858558	0.000183740408831045	9.24480757062469e-05	0.000440787728222805	0.000363619595814548	0.000175267088420625	0.00184069386934801	0.00195547686697863	0.0021363936955022	0.000684346578973099	0.000781835212964466	0.00113036784460059	0.000928095065345765	0.00059822869367303	0.00085304935494399	0.00258655462088442	0.00155469492086722	0.00110508896691096	0.000535753530050853	0.00126651313425815	0.000726505336354673	0.00171887606552777	0.00233477311008455	0.00125220536561153	0	0	0	0	0	0	0	0	0
OTU_94	0.000343086378471536	0.000433435162423217	0.000507476396004131	0.000180826005144744	0.000229675511038807	4.62240378531235e-05	0.000528945273867366	0.000272714696860911	0.000438167721051562	0.00198228570545171	0.00138033661198491	0.000640918108650661	0.000752781236870409	0.00156367042592893	0.000807405603286134	0.000928095065345765	0.000957165909876847	0.00106631169367999	0.000899671172481538	0.00145752648831302	0.00118402389311889	0.000833394380079104	0.00126651313425815	0.000565059706053635	0.00183346780322962	0.000778257703361517	0.000577940937974553	0	0	0	0	0	0	0	0	0
OTU_105	0.000257314783853652	0.000173374064969287	0.000592055795338153	0.000180826005144744	0.000183740408831045	0.000231120189265617	0.000352630182578244	0.000727239191629095	0.000175267088420625	0.0021238775415554	0.0016103927139824	0.000961377162975992	0.000958085210562339	0.00086870579218274	0.00137258952558643	0.00104410694851399	0.00119645738734606	0.000959680524311988	0.00191180124152327	0.00145752648831302	0.00126295881932681	0.00119056340011301	0.000395785354455671	0.000968673781806231	0.00148969259012406	0.00108956078470612	0.00105955838628668	0	0	0	0	0	0	0	0	0
OTU_109	0.000257314783853652	0.000173374064969287	0.000169158798668044	0.000135619503858558	0.000229675511038807	0.000462240378531235	0.000264472636933683	0.000181809797907274	0.000438167721051562	0.00198228570545171	0.000920224407989942	0.000747737793425772	0.00164243178953544	0.00330108201029441	0.00347184409413038	0.00104410694851399	0.00119645738734606	0.00106631169367999	0.00168688344840288	0.00145752648831302	0.000868284188287185	0.000952450720090405	0.00284965455208083	0.00217951600906402	0.000802142163912957	0.000933909244033821	0.00105955838628668	0	0	0	0	0	0	0	0	0
OTU_114	0.000257314783853652	0.00026006109745393	0.000422896996670109	0.000271239007717116	9.18702044155227e-05	0.000462240378531235	0.000528945273867366	0.000272714696860911	0.000613434809472187	0.00283183672207386	0.00115028050998743	0.00160229527162665	0.00102651986845965	0.000781835212964466	0.00113036784460059	0.00162416636435509	0.00119645738734606	0.00085304935494399	0.00213671903464365	0.00174903178597562	0.00165763345036644	0.00136914791012996	0.00102904192158474	0.00137228785755883	0.00137510085242221	0.00140086386605073	0.00115588187594911	0	0	0	0	0	0	0	0	0
OTU_116	0.000257314783853652	0.00026006109745393	0.000169158798668044	9.0413002572372e-05	0.000229675511038807	9.24480757062469e-05	0.000264472636933683	0.000272714696860911	8.76335442103124e-05	0.000283183672207386	0.000690168305992457	0.000534098423875551	0.000752781236870409	0.000694964633746192	0.000645924482628907	0.000696071299009324	0.000478582954938424	0.000213262338735997	0.000449835586240769	0.00087451589298781	0.000710414335871333	0.000297640850028252	0.000791570708911342	0.000565059706053635	0.000916733901614808	0.000622606162689214	0.000577940937974553	0	0	0	0	0	0	0	0	0
OTU_142	0.000257314783853652	8.66870324846435e-05	0	4.5206501286186e-05	9.18702044155227e-05	4.62240378531235e-05	0.000176315091289122	0.000181809797907274	0	0.00127432652493324	0.000230056101997486	0.000747737793425772	0.00013686931579462	0.000608094054527918	0.000403702801643067	0.000464047532672882	0.00059822869367303	0.000533155846839994	0.00112458896560192	0.000291505297662603	0.000552544483455481	0.000119056340011301	0.000633256567129073	0.000403614075752596	0.000572958688509255	0.000778257703361517	0.000770587917299404	0	0	0	0	0	0	0	0	0
OTU_155	0.000257314783853652	8.66870324846435e-05	0.000253738198002065	0.000135619503858558	0.000137805306623284	4.62240378531235e-05	0.000264472636933683	0.000181809797907274	0.000175267088420625	0.000991142852725853	0	0.000640918108650661	0.00047904260528117	0.000347482316873096	0.000322962241314454	0.000464047532672882	0.000478582954938424	0.000106631169367999	0.00112458896560192	0.000485842162771006	0.00118402389311889	0.000714338040067804	0.000712413638020207	0.000645782521204154	0.000916733901614808	0.00124521232537843	0.000674264427636978	0	0	0	0	0	0	0	0	0
