bacOTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
bacOTU_361	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_sediminicola
bacOTU_375	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Halobacteriovorax	Halobacteriovorax_litoralis
bacOTU_356	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Gaiellaceae	Gaiella	Gaiella_occulta
bacOTU_370	Bacteria	Acidobacteria	Acidobacteria_Gp4	Unassigned	Unassigned	Gp4	Unassigned
bacOTU_376	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dermabacteraceae	Brachybacterium	Brachybacterium_ginsengisoli
bacOTU_367	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Ohtaekwangia	Ohtaekwangia_koreensis
bacOTU_377	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sulfuricellaceae	Sulfuriferula	Sulfuriferula_plumbophilus
bacOTU_382	Bacteria	Verrucomicrobia	Subdivision3	Puniceicoccales	Puniceicoccaceae	Subdivision3_genera_incertae_sedis	Limisphaera_ngatamarikiensis
bacOTU_388	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Peptococcaceae_1	Desulfitobacterium	Desulfitobacterium_aromaticivorans
bacOTU_384	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unassigned	Ohtaekwangia	Ohtaekwangia_koreensis
bacOTU_369	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	Devosia_epidermidihirudinis
bacOTU_374	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Pseudenhygromyxa	Pseudenhygromyxa_salsuginis
bacOTU_390	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Sphingobacteriaceae	Ohtaekwangia	Ohtaekwangia_koreensis
bacOTU_408	Bacteria	Bacteroidetes	Gammaproteobacteria	Actinomycetales	Flavobacteriaceae	Mycoplasma	Mycoplasma_imitans
bacOTU_389	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Gp3	Paludibaculum_fermentans
bacOTU_383	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Chondromyces	Phaselicystis_flava
bacOTU_392	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Gp22	Desulfuromusa_ferrireducens
bacOTU_373	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium_populi
bacOTU_393	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Kribbella	Kribbella_flavida
bacOTU_381	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter_luticola
bacOTU_394	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas_testosteroni
bacOTU_402	Bacteria	Acidobacteria	Acidobacteria_Gp25	Desulfovibrionales	Desulfohalobiaceae	Gp25	Desulfonauticus_submarinus
bacOTU_399	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter_nutrimenti
bacOTU_379	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Kaistia	Kaistia_defluvii
bacOTU_401	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Microlunatus	Microlunatus_soli
bacOTU_403	Bacteria	Acidobacteria	Acidobacteria_Gp10	Chromatiales	Ectothiorhodospiraceae	Gp10	Oceanithermus_profundus
bacOTU_387	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Dongia	Dongia_mobilis
bacOTU_385	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Nocardioides_dubius
bacOTU_386	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Nitrincola	Nitrincola_lacisaponensis
bacOTU_413	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	Microvirga_flocculans
bacOTU_416	Bacteria	Chloroflexi	Thermomicrobia	Actinomycetales	Thermomicrobiaceae	Thermomicrobium	Nitrolancea_hollandica
bacOTU_415	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis_xylanica
bacOTU_395	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Patulibacteraceae	Patulibacter	Patulibacter_minatonensis
bacOTU_400	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Adhaeribacter	Adhaeribacter_aquaticus
bacOTU_391	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Streptomyces_erringtonii
bacOTU_404	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Gaiellaceae	Gaiella	Gaiella_occulta
bacOTU_438	Bacteria	Firmicutes	Bacilli	Bacillales	Cytophagaceae	Hymenobacter	Thermobacillus_xylanilyticus
bacOTU_396	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	Microvirga_vignae
bacOTU_411	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Oceanibaculum	Dongia_rigui
bacOTU_407	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Microlunatus	Propioniferax_innocua
bacOTU_398	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobineae_incertae_sedis	Aciditerrimonas	Aciditerrimonas_ferrireducens
bacOTU_409	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Streptomyces_kebangsaanensis
bacOTU_418	Bacteria	Chloroflexi	Actinobacteria	Actinomycetales	Ardenticatenaceae	Ardenticatena	Ardenticatena_maritima
bacOTU_421	Bacteria	Acidobacteria	Acidobacteria_Gp11	Desulfuromonadales	Desulfuromonadaceae	Gp11	Pelobacter_seleniigenes
bacOTU_424	Bacteria	Acidobacteria	Acidobacteria_Gp1	Unassigned	Unassigned	Edaphobacter	Edaphobacter_aggregans
bacOTU_425	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	Nitrosospira_multiformis
bacOTU_406	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dokdonella	Chiayiivirga_flava
bacOTU_410	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Methyloceanibacter	Methyloceanibacter_caenitepidi
bacOTU_431	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	Armatimonadaceae	Armatimonas/Armatimonadetes_gp1	Unassigned
bacOTU_432	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Aquihabitans	Aquihabitans_daechungensis
bacOTU_414	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_psychrotolerans
bacOTU_452	Bacteria	Firmicutes	Actinobacteria	Actinomycetales	Paenibacillaceae_1	Hymenobacter	Thermobacillus_xylanilyticus
bacOTU_417	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Ferruginibacter	Ferruginibacter_yonginensis
bacOTU_423	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Rhodocyclaceae	Thiomonas	Thiomonas_islandica
bacOTU_433	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Nocardioides_rubriscoriae
bacOTU_428	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Sanguibacteraceae	Sanguibacter	Sanguibacter_suarezii
bacOTU_429	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Ohtaekwangia	Ohtaekwangia_kribbensis
bacOTU_422	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium_tarimense
bacOTU_443	Bacteria	Candidatus_Saccharibacteria	Unassigned	Unassigned	Unassigned	Saccharibacteria_genera_incertae_sedis	Unassigned
bacOTU_439	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Phenylobacterium_falsum
bacOTU_420	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinoplanes	Actinoplanes_derwentensis
bacOTU_442	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Oceanibacterium	Oceanibacterium_hippocampi
bacOTU_437	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Aciditerrimonas	Aciditerrimonas_ferrireducens
bacOTU_419	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter_fusiformis
bacOTU_444	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter	Conexibacter_arvalis
bacOTU_447	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium_aquiterrae
bacOTU_427	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	Turicibacter_sanguinis
bacOTU_455	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Geminicoccus	Geminicoccus_roseus
bacOTU_456	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia	Parachlamydia_acanthamoebae
bacOTU_440	Bacteria	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	Thermomicrobium_carboxidum
bacOTU_436	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Blastococcus	Saccharothrix_australiensis
bacOTU_445	Bacteria	Verrucomicrobia	Subdivision3	Unassigned	Unassigned	Subdivision3_genera_incertae_sedis	Unassigned
bacOTU_451	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter_anxifer
bacOTU_441	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
bacOTU_460	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Solirubrobacter_taibaiensis
bacOTU_467	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax	Bacteriovorax_stolpii
bacOTU_462	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Acidimicrobiaceae	Ilumatobacter	Ilumatobacter_nonamiense
bacOTU_484	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum	Methanocorpusculum_labreanum
bacOTU_464	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylovirgula	Methylovirgula_ligni
bacOTU_450	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Anaeromyxobacter	Anaeromyxobacter_dehalogenans
bacOTU_449	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter	Arthrobacter_agilis
bacOTU_470	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Oscillochloridaceae	Oscillochloris	Unassigned
bacOTU_453	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	Leptospirillum_ferriphilum
bacOTU_469	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Dactylosporangium	Polymorphospora_rubra
bacOTU_448	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Fictibacillus	Fictibacillus_barbaricus
bacOTU_479	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Olivibacter	Olivibacter_soli
bacOTU_475	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Paenibacillus_amylolyticus
bacOTU_478	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Gp3	Unassigned
bacOTU_474	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	Sporosarcina_contaminans
bacOTU_463	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_desiccabilis
bacOTU_482	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unassigned	Reyranella	Reyranella_graminifolii
bacOTU_457	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Povalibacter	Povalibacter_uvarum
bacOTU_458	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_indica
bacOTU_454	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales_Incertae_Sedis_XII	Exiguobacterium	Exiguobacterium_indicum
bacOTU_476	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Starkeya	Starkeya_koreensis
bacOTU_483	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Kitasatospora_mediocidica
bacOTU_461	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Skermanella	Ferrovibrio_denitrificans
bacOTU_481	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Blastopirellula	Blastopirellula_cremea
bacOTU_468	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia_caledonica
bacOTU_486	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Flavitalea	Flavitalea_gansuensis
bacOTU_466	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalicibacterium	Oxalicibacterium_horti
bacOTU_473	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	Chitinophaga_filiformis
bacOTU_498	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	Microvirga_guangxiensis
bacOTU_495	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_kyeonggiensis
bacOTU_497	Bacteria	Acidobacteria	Acidobacteria_Gp7	Unassigned	Unassigned	Gp7	Unassigned
bacOTU_471	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium_vulgare
bacOTU_521	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Photorhabdus	Photorhabdus_asymbiotica_subsp._asymbiotica
bacOTU_487	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_incertae_sedis	Unassigned	Geminicoccus	Geminicoccus_roseus
bacOTU_501	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Adhaeribacter	Adhaeribacter_aerolatus
bacOTU_477	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	Microvirga_subterranea
bacOTU_502	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Streptomyces_rubidus
bacOTU_492	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Sphingobacteriaceae	Luteivirga	Luteivirga_sdotyamensis
bacOTU_504	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromusa	Desulfuromusa_bakii
bacOTU_490	Bacteria	Actinobacteria	Thermoleophilia	Thermoleophilales	Thermoleophilaceae	Thermoleophilum	Thermoleophilum_album
bacOTU_511	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	Neoasaia_chiangmaiensis
bacOTU_514	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Geobacter	Novispirillum_itersonii_subsp._nipponicum
bacOTU_510	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Nocardioides_islandensis
bacOTU_506	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_incertae_sedis	Variibacter	Variibacter_gotjawalensis
bacOTU_525	Bacteria	Proteobacteria	Oligoflexia	Oligoflexales	Oligoflexaceae	Oligoflexus	Oligoflexus_tunisiensis
bacOTU_489	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Herpetosiphonaceae	Herpetosiphon	Roseiflexus_castenholzii
bacOTU_499	Bacteria	Acidobacteria	Deltaproteobacteria	Desulfovibrionales	Nitrospinaceae	Gp22	Gemmatimonas_aurantiaca
bacOTU_496	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis_contaminans
bacOTU_523	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_fennica
bacOTU_500	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Actinotalea	Luteimicrobium_xylanilyticum
bacOTU_507	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Herpetosiphon	Roseiflexus_castenholzii
bacOTU_503	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter_polytrichastri
bacOTU_508	Bacteria	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella	Gaiella_occulta
bacOTU_520	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Nocardia	Williamsia_faeni
bacOTU_528	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas_koreensis
bacOTU_509	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Reyranella	Reyranella_graminifolii
bacOTU_529	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	Hirschia_litorea
bacOTU_505	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Gp3	Unassigned
bacOTU_524	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Gp3	Bryobacter_aggregatus
bacOTU_530	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium_goesingense
bacOTU_526	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	Roseomonas_stagni
bacOTU_532	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	Pelobacter_seleniigenes
bacOTU_512	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Meganema	Ancylobacter_polymorphus
bacOTU_533	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	Pedomicrobium_manganicum
bacOTU_519	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter	Conexibacter_arvalis
bacOTU_515	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium_resinovorum
bacOTU_516	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Solirubrobacter_taibaiensis
bacOTU_522	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_fennica
bacOTU_540	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	Acidiphilium_multivorum
bacOTU_536	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Isoptericola_halotolerans
bacOTU_527	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia_parietis
bacOTU_538	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_incertae_sedis	Hyphomicrobiaceae	Rhizomicrobium	Rhizomicrobium_electricum
bacOTU_541	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenales	Ardenticatenaceae	Ardenticatena	Ardenticatena_maritima
bacOTU_534	Bacteria	Acidobacteria	Acidobacteria_Gp10	Unassigned	Unassigned	Gp10	Unassigned
bacOTU_544	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Castellaniella	Castellaniella_daejeonensis
bacOTU_537	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Thermogutta	Thermogutta_terrifontis
bacOTU_531	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Thiomonas	Pseudogulbenkiania_gefcensis
bacOTU_535	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Roseiflexus	Roseiflexus_castenholzii
bacOTU_543	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	Steroidobacter_denitrificans
bacOTU_556	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Armatimonadetes_gp5	Fimbriimonas_ginsengisoli
bacOTU_542	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas	Cellulomonas_cellasea
bacOTU_550	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas_salmonicida_subsp._achromogenes
bacOTU_555	Bacteria	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella	Gaiella_occulta
bacOTU_539	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus_sediminis
bacOTU_559	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_incertae_sedis	Alsobacter	Alsobacter_metallidurans
bacOTU_551	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	Phycisphaera_mikurensis
bacOTU_548	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	Leptospirillum_ferrooxidans
bacOTU_561	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Gp3	Bryobacter_aggregatus
bacOTU_565	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodoplanes	Rhodoplanes_piscinae
bacOTU_562	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pelagibacterium	Pelagibacterium_luteolum
bacOTU_568	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Skermanella	Skermanella_aerolata
bacOTU_558	Bacteria	Acidobacteria	Deltaproteobacteria	Desulfovibrionales	Nitrospinaceae	Gp9	Leptospirillum_ferriphilum
bacOTU_560	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis	Phaselicystis_flava
bacOTU_574	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Gp22	Desulfoglaeba_alkanexedens
bacOTU_545	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Kineosporiaceae	Kineococcus	Kineococcus_endophytica
bacOTU_549	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter_mirabilis
bacOTU_575	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
bacOTU_554	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_incertae_sedis	Bauldia	Bauldia_consociata
bacOTU_570	Bacteria	Candidatus_Saccharibacteria	Unassigned	Unassigned	Unassigned	Saccharibacteria_genera_incertae_sedis	Unassigned
bacOTU_553	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Beutenbergiaceae	Serinibacter	Serinibacter_tropicus
bacOTU_569	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Coriobacteriaceae	Slackia	Slackia_isoflavoniconvertens
bacOTU_579	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	Luteolibacter_luojiensis
bacOTU_580	Bacteria	Acidobacteria	Acidobacteria_Gp25	Spirochaetales	Acetobacteraceae	Gp25	Acidocella_aluminiidurans
bacOTU_572	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Chelatococcus	Chelatococcus_asaccharovorans
bacOTU_564	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_2	Ammoniphilus	Ammoniphilus_oxalivorans
bacOTU_577	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Paenibacillus_illinoisensis
bacOTU_583	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	Pelobacter_acetylenicus
bacOTU_585	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Catelliglobosispora	Catelliglobosispora_koreensis
bacOTU_563	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella	Rhizobium_alvei
bacOTU_576	Bacteria	Proteobacteria	Deltaproteobacteria	Rhizobiales	Syntrophobacteraceae	Syntrophobacter	Syntrophobacter_pfennigii
bacOTU_566	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Sneathiellaceae	Ferrovibrio	Ferrovibrio_denitrificans
bacOTU_592	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Lysobacter_korlensis
bacOTU_588	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Labrys	Labrys_wisconsinensis
bacOTU_578	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobacteraceae	Agaricicola	Agaricicola_taiwanensis
bacOTU_587	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Sinobacteraceae	Halothiobacillus	Povalibacter_uvarum
bacOTU_581	Bacteria	Proteobacteria	Planctomycetia	Candidatus_Brocadiales	Candidatus_Brocadiaceae	Candidatus_Kuenenia	Prochlorothrix_hollandica
bacOTU_595	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio_bacteriovorus
bacOTU_573	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium_vitis
bacOTU_603	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Granulicella_rosea
