Bacteria_Promicromonospora	Bacteria_Pseudomonas	Bacteria_Phyllobacterium	Bacteria_Variovorax	Bacteria_Flavobacterium	Bacteria_Rhizobium	Bacteria_Lentzea	Bacteria_Pseudoxanthomonas	Bacteria_Sphingomonas	Bacteria_Nocardioides	Bacteria_Actinoplanes	Bacteria_Streptomyces	Bacteria_Chryseobacterium	Bacteria_Herbaspirillum	Bacteria_Massilia	Bacteria_Devosia	Bacteria_Kribbella	Bacteria_Mycobacterium	Bacteria_Microbacterium	Bacteria_Mesorhizobium	Bacteria_Stenotrophomonas	Bacteria_Sphingopyxis	Bacteria_Aeromicrobium	Bacteria_Caulobacter	Bacteria_Steroidobacter	Bacteria_Arthrobacter	Bacteria_Umezawaea	Bacteria_Chondromyces	Bacteria_Sorangium	Bacteria_Agromyces	Bacteria_Rhodanobacter	Bacteria_Galbitalea	Bacteria_Pantoea	Bacteria_Shinella	Bacteria_Bosea	Bacteria_Solirubrobacter	Bacteria_Cellulomonas	Bacteria_Lysobacter	Bacteria_Bradyrhizobium	Bacteria_Rudaibacter	Bacteria_Glycomyces	Bacteria_Burkholderia	Bacteria_Altererythrobacter	Bacteria_Bacillus	Bacteria_Amycolatopsis	Bacteria_Rhodopseudomonas	Bacteria_Phycicoccus	Bacteria_Sphingobium	Bacteria_Gaiella	Bacteria_Blastococcus	Bacteria_Ideonella	Fungi_Acremonium	Fungi_Scytalidium	Fungi_Gibberella	Fungi_Holtermanniella	Fungi_Bipolaris
Bacteria_Promicromonospora	1	0.271428571428571	0.892857142857143	0.739285714285714	0.878571428571428	0.957142857142857	0.814285714285714	0.810714285714286	0.957142857142857	0.678571428571428	0.521428571428571	0.7	0.892857142857143	0.814285714285714	0.864285714285714	0.771428571428571	0.825	0.817857142857143	0.903571428571428	0.696428571428571	0.714285714285714	0.778571428571428	0.682142857142857	0.832142857142857	0.685714285714286	0.5	0.557142857142857	0.453571428571428	0.721428571428571	0.803571428571428	0.517857142857143	0.210714285714286	0.110714285714286	0.7	0.785714285714286	0.760714285714286	0.664285714285714	0.917857142857143	0.764285714285714	0.0285714285714286	0.867857142857143	0.846428571428571	0.671428571428571	0.903571428571428	0.807142857142857	0.835714285714286	0.7	0.696428571428571	0.782142857142857	0.735714285714286	0.142857142857143	0.860714285714286	0.753571428571428	0.885714285714286	0.436103838126217	0.871428571428571
Bacteria_Pseudomonas	0.271428571428571	1	0.3	0.564285714285714	0.257142857142857	0.464285714285714	0.339285714285714	0.553571428571428	0.4	0.0107142857142857	0.0892857142857143	0.1	0.503571428571428	0.657142857142857	0.0928571428571428	0.235714285714286	-0.0571428571428571	0.325	0.317857142857143	0.217857142857143	0.571428571428571	0.639285714285714	0.0964285714285714	0.25	0.45	0.203571428571429	0.142857142857143	-0.164285714285714	0.35	0.0571428571428571	0.357142857142857	0.110714285714286	0.589285714285714	0.271428571428571	0.503571428571428	0.025	0.0321428571428571	0.407142857142857	0.1	0.075	0.353571428571428	0.417857142857143	0.414285714285714	0.192857142857143	0.332142857142857	0.389285714285714	-0.0821428571428571	0.760714285714286	0.0892857142857143	-0.0321428571428571	0.0785714285714286	0.4	0.146428571428571	0.253571428571429	0.157283351455357	0.382142857142857
Bacteria_Phyllobacterium	0.892857142857143	0.3	1	0.7	0.775	0.878571428571428	0.671428571428571	0.792857142857143	0.860714285714286	0.5	0.385714285714286	0.664285714285714	0.825	0.867857142857143	0.764285714285714	0.796428571428571	0.735714285714286	0.735714285714286	0.835714285714286	0.732142857142857	0.725	0.807142857142857	0.682142857142857	0.753571428571428	0.571428571428571	0.357142857142857	0.378571428571429	0.314285714285714	0.628571428571428	0.696428571428571	0.535714285714286	0.142857142857143	-0.0428571428571429	0.657142857142857	0.860714285714286	0.632142857142857	0.45	0.817857142857143	0.728571428571428	-0.0571428571428571	0.8	0.775	0.489285714285714	0.85	0.710714285714286	0.760714285714286	0.607142857142857	0.685714285714286	0.671428571428571	0.546428571428571	-0.0571428571428571	0.689285714285714	0.646428571428571	0.75	0.332439811030641	0.764285714285714
Bacteria_Variovorax	0.739285714285714	0.564285714285714	0.7	1	0.767857142857143	0.839285714285714	0.807142857142857	0.982142857142857	0.75	0.328571428571429	0.364285714285714	0.482142857142857	0.714285714285714	0.817857142857143	0.621428571428571	0.532142857142857	0.446428571428571	0.542857142857143	0.692857142857143	0.575	0.867857142857143	0.714285714285714	0.35	0.632142857142857	0.607142857142857	0.332142857142857	0.507142857142857	0.260714285714286	0.6	0.457142857142857	0.407142857142857	0.310714285714286	0.228571428571429	0.660714285714286	0.885714285714286	0.389285714285714	0.303571428571428	0.742857142857143	0.532142857142857	0.232142857142857	0.6	0.7	0.771428571428571	0.507142857142857	0.489285714285714	0.717857142857143	0.371428571428571	0.675	0.467857142857143	0.346428571428571	0.239285714285714	0.55	0.457142857142857	0.653571428571428	0.350312919150568	0.671428571428571
Bacteria_Flavobacterium	0.878571428571428	0.257142857142857	0.775	0.767857142857143	1	0.892857142857143	0.871428571428571	0.810714285714286	0.825	0.710714285714286	0.585714285714286	0.692857142857143	0.842857142857143	0.739285714285714	0.939285714285714	0.785714285714286	0.810714285714286	0.732142857142857	0.682142857142857	0.735714285714286	0.560714285714286	0.6	0.671428571428571	0.903571428571428	0.8	0.725	0.7	0.617857142857143	0.667857142857143	0.753571428571428	0.467857142857143	0.453571428571428	0.210714285714286	0.871428571428571	0.828571428571429	0.689285714285714	0.621428571428571	0.839285714285714	0.792857142857143	0.275	0.678571428571428	0.717857142857143	0.8	0.725	0.753571428571428	0.792857142857143	0.725	0.560714285714286	0.775	0.65	0.410714285714286	0.628571428571428	0.6	0.7	0.609472986889509	0.789285714285714
Bacteria_Rhizobium	0.957142857142857	0.464285714285714	0.878571428571428	0.839285714285714	0.892857142857143	1	0.821428571428571	0.903571428571428	0.964285714285714	0.592857142857143	0.507142857142857	0.657142857142857	0.960714285714286	0.889285714285714	0.839285714285714	0.778571428571428	0.717857142857143	0.8	0.889285714285714	0.707142857142857	0.760714285714286	0.85	0.632142857142857	0.853571428571429	0.732142857142857	0.514285714285714	0.557142857142857	0.378571428571429	0.667857142857143	0.721428571428571	0.546428571428571	0.246428571428571	0.232142857142857	0.767857142857143	0.860714285714286	0.653571428571428	0.560714285714286	0.942857142857143	0.739285714285714	0.0464285714285714	0.8	0.835714285714286	0.714285714285714	0.832142857142857	0.796428571428571	0.821428571428571	0.603571428571428	0.796428571428571	0.714285714285714	0.596428571428571	0.114285714285714	0.817857142857143	0.710714285714286	0.839285714285714	0.520107446289874	0.925
Bacteria_Lentzea	0.814285714285714	0.339285714285714	0.671428571428571	0.807142857142857	0.871428571428571	0.821428571428571	1	0.8	0.739285714285714	0.617857142857143	0.432142857142857	0.45	0.75	0.667857142857143	0.814285714285714	0.514285714285714	0.589285714285714	0.571428571428571	0.664285714285714	0.510714285714286	0.717857142857143	0.564285714285714	0.410714285714286	0.65	0.657142857142857	0.571428571428571	0.607142857142857	0.457142857142857	0.671428571428571	0.557142857142857	0.282142857142857	0.292857142857143	0.260714285714286	0.725	0.807142857142857	0.5	0.525	0.689285714285714	0.489285714285714	0.225	0.685714285714286	0.539285714285714	0.753571428571428	0.589285714285714	0.539285714285714	0.885714285714286	0.478571428571428	0.546428571428571	0.553571428571428	0.575	0.517857142857143	0.639285714285714	0.425	0.703571428571428	0.418230730006291	0.617857142857143
Bacteria_Pseudoxanthomonas	0.810714285714286	0.553571428571428	0.792857142857143	0.982142857142857	0.810714285714286	0.903571428571428	0.8	1	0.825	0.375	0.417857142857143	0.546428571428571	0.796428571428571	0.871428571428571	0.689285714285714	0.639285714285714	0.528571428571428	0.632142857142857	0.767857142857143	0.642857142857143	0.85	0.782142857142857	0.435714285714286	0.717857142857143	0.621428571428571	0.353571428571428	0.5	0.278571428571429	0.596428571428571	0.521428571428571	0.485714285714286	0.292857142857143	0.225	0.721428571428571	0.921428571428571	0.45	0.342857142857143	0.817857142857143	0.614285714285714	0.185714285714286	0.642857142857143	0.767857142857143	0.742857142857143	0.603571428571428	0.578571428571428	0.742857142857143	0.428571428571428	0.725	0.528571428571428	0.382142857142857	0.157142857142857	0.614285714285714	0.525	0.696428571428571	0.396783000262378	0.760714285714286
Bacteria_Sphingomonas	0.957142857142857	0.4	0.860714285714286	0.75	0.825	0.964285714285714	0.739285714285714	0.825	1	0.675	0.589285714285714	0.746428571428571	0.925	0.867857142857143	0.821428571428571	0.803571428571428	0.767857142857143	0.835714285714286	0.921428571428571	0.742857142857143	0.735714285714286	0.835714285714286	0.735714285714286	0.828571428571429	0.746428571428571	0.532142857142857	0.617857142857143	0.446428571428571	0.703571428571428	0.825	0.585714285714286	0.314285714285714	0.210714285714286	0.725	0.760714285714286	0.771428571428571	0.692857142857143	0.957142857142857	0.8	0.103571428571429	0.835714285714286	0.878571428571428	0.671428571428571	0.917857142857143	0.875	0.771428571428571	0.7	0.760714285714286	0.807142857142857	0.714285714285714	0.0928571428571428	0.892857142857143	0.75	0.846428571428571	0.489723162485998	0.921428571428571
Bacteria_Nocardioides	0.678571428571428	0.0107142857142857	0.5	0.328571428571429	0.710714285714286	0.592857142857143	0.617857142857143	0.375	0.675	1	0.632142857142857	0.710714285714286	0.585714285714286	0.482142857142857	0.785714285714286	0.667857142857143	0.814285714285714	0.778571428571428	0.55	0.646428571428571	0.292857142857143	0.278571428571429	0.775	0.689285714285714	0.732142857142857	0.75	0.785714285714286	0.746428571428571	0.714285714285714	0.835714285714286	0.375	0.567857142857143	0.239285714285714	0.660714285714286	0.425	0.867857142857143	0.942857142857143	0.610714285714286	0.717857142857143	0.410714285714286	0.610714285714286	0.592857142857143	0.567857142857143	0.764285714285714	0.767857142857143	0.689285714285714	0.821428571428571	0.275	0.875	0.928571428571428	0.528571428571428	0.625	0.632142857142857	0.557142857142857	0.486148540862013	0.585714285714286
