microbial load
Promicromonospora	9.86130021305769e-06
Flavobacterium	4.03949766266113e-05
Variovorax	0.000460155969508635
Rhizobium	2.53846149849709e-09
Pseudomonas	0.060658929979929
Lentzea	0.00063529744700712
Pseudoxanthomonas	4.57441892508015e-05
Nocardioides	0.00290977279826139
Chryseobacterium	2.03666491450294e-05
Massilia	0.00016159102351566
Herbaspirillum	3.39843761493424e-06
Devosia	0.00011625251873129
g__Acremonium	0.0146416051641126
Kribbella	0.000428371214319837
g__Lachnella	0.00402565695026654
g__Scytalidium	0.0447526152727775
Mesorhizobium	0.000295502248803129
g__Magnaporthiopsis	0.00640636852595046
Umezawaea	0.00633415865714797
g__Podospora	0.304643364147486
Microbacterium	0.00571426264787687
g__Ophiosphaerella	0.00016159102351566
Aeromicrobium	0.00205399470201778
Stenotrophomonas	0.0196551495156868
Galbitalea	0.107896777924981
Arthrobacter	0.0146416051641126
Steroidobacter	0.000295502248803129
Chondromyces	0.0474377384751787
Shinella	0.000460155969508635
Pantoea	0.480034401339913
Agromyces	0.000460155969508635
Sorangium	0.000699221900093971
Rhodanobacter	0.00806873431967791
g__Gibberella	0.060658929979929
Bradyrhizobium	0.000420132199778401
Solirubrobacter	0.0012209936700473
Rudaibacter	0.34595015129746
Phyllobacterium	0.000239256215644586
Actinoplanes	0.0123657835446008
Sphingomonas	5.42164139356768e-07
Streptomyces	0.0012465198312575
Caulobacter	0.000129367388994009
Sphingopyxis	0.0123657835446008
Mycobacterium	1.8025134837491e-05
