Promicromonospora	Flavobacterium	Rhizobium	Sphingomonas	Chryseobacterium	g__Acremonium	Mycobacterium	Microbacterium	g__Ophiosphaerella	g__Gibberella	Lysobacter	g__Pyrenochaetopsis	Burkholderia	Bacillus	Amycolatopsis	Sphingobium	Luteimonas	Achromobacter	Microvirga	Novosphingobium	Kaistia	g__Bipolaris	Chitinophaga	g__Pseudogymnoascus	Hyphomicrobium	Iamia	Pseudorhodoferax	Dissulfuribacter	Nocardia	Methylophilus	Reyranella	Afipia	Rhizocola	Nonomuraea	g__Didymella	Haloactinopolyspora	Panacagrimonas	Povalibacter	Pedomicrobium	Variibacter	Pedobacter	Chelativorans	Chelatococcus
Kaistia	0.786764705882353	0.933823529411765	0.870098039215686	0.840686274509804	0.850490196078431	0.517156862745098	0.833333333333333	0.551470588235294	0.708333333333333	0.383293540239056	0.897058823529412	0.365196078431373	0.740196078431373	0.723039215686275	0.79656862745098	0.544117647058824	0.803921568627451	0.683823529411765	0.83578431372549	0.767156862745098	1	0.769607843137255	0.815450797047787	0.801470588235294	0.843137254901961	0.86764705882353	0.563725490196079	0.686274509803922	0.670754264639307	0.79656862745098	0.879901960784314	0.870098039215686	0.809319588047427	0.425408824806934	0.845588235294118	0.636419494237295	0.786764705882353	0.739841434446842	0.656862745098039	0.862745098039216	0.87063167805102	0.813725490196079	0.83301159966345
g__Bipolaris	0.865196078431373	0.71078431372549	0.865196078431373	0.860294117647059	0.879901960784314	0.791666666666667	0.737745098039216	0.730392156862745	0.83578431372549	0.764130070604784	0.855392156862745	0.740196078431373	0.737745098039216	0.737745098039216	0.786764705882353	0.757352941176471	0.904411764705882	0.799019607843137	0.791666666666667	0.848039215686275	0.769607843137255	1	0.803188379047068	0.808823529411765	0.752450980392157	0.833333333333333	0.708333333333333	0.71078431372549	0.841201874849296	0.735294117647059	0.848039215686275	0.745098039215686	0.832618182248793	0.72011232952826	0.754901960784314	0.733292596442972	0.794117647058824	0.771901229939539	0.79656862745098	0.74264705882353	0.717351453042038	0.779411764705882	0.810463917266544
Chitinophaga	0.842428116649368	0.68546916624017	0.859595501850374	0.858369260050302	0.781116026645775	0.69895782604096	0.821582006048146	0.619252109036289	0.830165698648649	0.614629194812088	0.918455108253823	0.47455557662781	0.898835239452673	0.846106842049583	0.832618182248793	0.686695408040241	0.896382755852529	0.826486973248433	0.871857919851092	0.827713215048505	0.815450797047787	0.803188379047068	1	0.852238051049942	0.874310403451236	0.848559325649727	0.506437863429678	0.825260731448362	0.764417177914111	0.832618182248793	0.933170009854685	0.916002624653679	0.912269938650307	0.586067022054122	0.635193252437223	0.731288343558282	0.82403448964829	0.824812219459328	0.755364948844266	0.822808247848218	0.777300613496933	0.855916776450158	0.89870019176207
g__Pseudogymnoascus	0.816176470588235	0.708333333333333	0.821078431372549	0.870098039215686	0.78921568627451	0.700980392156863	0.833333333333333	0.752450980392157	0.720588235294118	0.611795458458493	0.821078431372549	0.583333333333333	0.83578431372549	0.740196078431373	0.862745098039216	0.715686274509804	0.882352941176471	0.816176470588235	0.830882352941177	0.884803921568628	0.801470588235294	0.808823529411765	0.852238051049942	1	0.825980392156863	0.772058823529412	0.53921568627451	0.772058823529412	0.860821743650446	0.816176470588235	0.882352941176471	0.82843137254902	0.816677038847858	0.564745628294423	0.57843137254902	0.754138707044194	0.877450980392157	0.685586395920741	0.889705882352941	0.786764705882353	0.740650047243403	0.816176470588235	0.858064580104456
Hyphomicrobium	0.813725490196079	0.806372549019608	0.816176470588235	0.843137254901961	0.745098039215686	0.605392156862745	0.811274509803922	0.534313725490196	0.784313725490196	0.481573935172147	0.921568627450981	0.357843137254902	0.884803921568628	0.862745098039216	0.862745098039216	0.590686274509804	0.823529411764706	0.757352941176471	0.840686274509804	0.794117647058824	0.843137254901961	0.752450980392157	0.874310403451236	0.825980392156863	1	0.806372549019608	0.568627450980392	0.911764705882353	0.654813121238373	0.821078431372549	0.887254901960784	0.821078431372549	0.931943768054613	0.505558313538676	0.656862745098039	0.722256420242325	0.882352941176471	0.86068220207316	0.688725490196079	0.95343137254902	0.76517488324484	0.95343137254902	0.896896699788015
Iamia	0.924019607843137	0.825980392156863	0.955882352941177	0.955882352941177	0.919117647058824	0.713235294117647	0.852941176470588	0.764705882352941	0.901960784313726	0.597053399218529	0.924019607843137	0.595588235294118	0.779411764705882	0.845588235294118	0.786764705882353	0.681372549019608	0.887254901960784	0.875	0.852941176470588	0.852941176470588	0.86764705882353	0.833333333333333	0.848559325649727	0.772058823529412	0.806372549019608	1	0.66421568627451	0.732843137254902	0.757817432444409	0.911764705882353	0.904411764705882	0.879901960784314	0.838749391249152	0.620233735877936	0.764705882352941	0.697731584240888	0.884803921568628	0.868080616417628	0.740196078431373	0.794117647058824	0.919681350053895	0.75	0.786663585847589
Pseudorhodoferax	0.644607843137255	0.688725490196079	0.732843137254902	0.764705882352941	0.781862745098039	0.678921568627451	0.303921568627451	0.71078431372549	0.610294117647059	0.466831875932183	0.713235294117647	0.732843137254902	0.384803921568628	0.416666666666667	0.455882352941177	0.649509803921569	0.745098039215686	0.61764705882353	0.41421568627451	0.639705882352941	0.563725490196079	0.708333333333333	0.506437863429678	0.53921568627451	0.568627450980392	0.66421568627451	1	0.441176470588235	0.622930834436505	0.644607843137255	0.507352941176471	0.536764705882353	0.528510215830971	0.552414937720309	0.727941176470588	0.398528585023354	0.590686274509804	0.635030564566873	0.67156862745098	0.436274509803922	0.499080412629247	0.45343137254902	0.489785767621667
Dissulfuribacter	0.865196078431373	0.659313725490196	0.732843137254902	0.762254901960784	0.622549019607843	0.651960784313726	0.776960784313726	0.553921568627451	0.791666666666667	0.616709478205148	0.784313725490196	0.370098039215686	0.882352941176471	0.931372549019608	0.830882352941177	0.531862745098039	0.727941176470588	0.700980392156863	0.779411764705882	0.772058823529412	0.686274509803922	0.71078431372549	0.825260731448362	0.772058823529412	0.911764705882353	0.732843137254902	0.441176470588235	1	0.638871977837439	0.754901960784314	0.852941176470588	0.715686274509804	0.897608997652601	0.635030564566873	0.490196078431373	0.826486973248433	0.852941176470588	0.836020820924932	0.683823529411765	0.857843137254902	0.73819756364326	0.91421568627451	0.776642393671186
Nocardia	0.798283411846781	0.571428678833487	0.756591190644337	0.827713215048505	0.841201874849296	0.916002624653679	0.669528022839235	0.892704030452314	0.774984817645415	0.746159842501875	0.766401125044912	0.716125211241966	0.608215932835642	0.681790440839954	0.763948641444768	0.770079850445128	0.809319588047427	0.848559325649727	0.669528022839235	0.87676288705138	0.670754264639307	0.841201874849296	0.764417177914111	0.860821743650446	0.654813121238373	0.757817432444409	0.622930834436505	0.638871977837439	1	0.71244648584175	0.719803936642182	0.664623055638948	0.756441717791411	0.787180547516905	0.512569072430037	0.606134969325153	0.760269916044553	0.642206073640359	0.951563636855763	0.654813121238373	0.730674846625767	0.616799625436145	0.65491053025897
Methylophilus	0.887254901960784	0.774509803921569	0.928921568627451	0.938725490196079	0.855392156862745	0.649509803921569	0.825980392156863	0.727941176470588	0.857843137254902	0.459460846312202	0.860294117647059	0.512254901960784	0.825980392156863	0.823529411764706	0.79656862745098	0.767156862745098	0.884803921568628	0.882352941176471	0.813725490196079	0.892156862745098	0.79656862745098	0.735294117647059	0.832618182248793	0.816176470588235	0.821078431372549	0.911764705882353	0.644607843137255	0.754901960784314	0.71244648584175	1	0.884803921568628	0.892156862745098	0.794604686446565	0.50925752071091	0.644607843137255	0.749233739843906	0.909313725490196	0.840953097154578	0.757352941176471	0.754901960784314	0.853464292850014	0.754901960784314	0.796684778023991
Reyranella	0.911764705882353	0.801470588235294	0.921568627450981	0.899509803921569	0.811274509803922	0.612745098039216	0.926470588235294	0.637254901960784	0.825980392156863	0.584768349851893	0.899509803921569	0.495098039215686	0.941176470588235	0.875	0.855392156862745	0.656862745098039	0.906862745098039	0.803921568627451	0.933823529411765	0.852941176470588	0.879901960784314	0.848039215686275	0.933170009854685	0.882352941176471	0.887254901960784	0.904411764705882	0.507352941176471	0.852941176470588	0.719803936642182	0.884803921568628	1	0.936274509803922	0.901287723052817	0.52652048751467	0.698529411764706	0.832618182248793	0.91421568627451	0.850817649613869	0.727941176470588	0.862745098039216	0.844880600249511	0.899509803921569	0.926960276317222
Afipia	0.808823529411765	0.784313725490196	0.901960784313726	0.889705882352941	0.79656862745098	0.53921568627451	0.833333333333333	0.612745098039216	0.759803921568628	0.449632806818892	0.875	0.446078431372549	0.865196078431373	0.781862745098039	0.762254901960784	0.639705882352941	0.884803921568628	0.779411764705882	0.892156862745098	0.803921568627451	0.870098039215686	0.745098039215686	0.916002624653679	0.82843137254902	0.821078431372549	0.879901960784314	0.536764705882353	0.715686274509804	0.664623055638948	0.892156862745098	0.936274509803922	1	0.841201874849296	0.362522302878953	0.74264705882353	0.669528022839235	0.818627450980392	0.844652304326812	0.656862745098039	0.784313725490196	0.814224555247715	0.779411764705882	0.904412593920317
Rhizocola	0.844880600249511	0.71857769484211	0.830165698648649	0.859595501850374	0.777437301245559	0.717351453042038	0.836296907649008	0.599632240235139	0.862047985450517	0.604795127695095	0.898835239452673	0.405886035823786	0.864500469050661	0.928265042654398	0.900061481252745	0.616799625436145	0.826486973248433	0.800735895446924	0.897608997652601	0.816677038847858	0.809319588047427	0.832618182248793	0.912269938650307	0.816677038847858	0.931943768054613	0.838749391249152	0.528510215830971	0.897608997652601	0.756441717791411	0.794604686446565	0.901287723052817	0.841201874849296	1	0.612594266210256	0.663396813838876	0.72638036809816	0.865726710850733	0.92536898219072	0.700184067841032	0.933170009854685	0.78159509202454	0.900061481252745	0.904967278176031
Nonomuraea	0.729976881987551	0.361289233821541	0.567211766409246	0.631331357394639	0.635030564566873	0.923568724001142	0.478430794275625	0.707781638954146	0.760803608422836	0.81211930453204	0.598038492844531	0.664624221944747	0.452536344069985	0.659691945715101	0.668323429116981	0.552414937720309	0.586940871327828	0.669556498174392	0.489528415792327	0.639962840796519	0.425408824806934	0.72011232952826	0.586067022054122	0.564745628294423	0.505558313538676	0.620233735877936	0.552414937720309	0.635030564566873	0.787180547516905	0.50925752071091	0.52652048751467	0.362522302878953	0.612594266210256	1	0.388416753084592	0.571878030993865	0.57954245698336	0.531017369727047	0.776833506169185	0.477197725218213	0.582982458780153	0.516655935055378	0.391983107201517
g__Didymella	0.659313725490196	0.845588235294118	0.801470588235294	0.75	0.811274509803922	0.455882352941177	0.573529411764706	0.458333333333333	0.659313725490196	0.402949619225674	0.781862745098039	0.46078431372549	0.522058823529412	0.558823529411765	0.61764705882353	0.482843137254902	0.740196078431373	0.54656862745098	0.67156862745098	0.607843137254902	0.845588235294118	0.754901960784314	0.635193252437223	0.57843137254902	0.656862745098039	0.764705882352941	0.727941176470588	0.490196078431373	0.512569072430037	0.644607843137255	0.698529411764706	0.74264705882353	0.663396813838876	0.388416753084592	1	0.469650609427522	0.571078431372549	0.692984810265209	0.465686274509804	0.634803921568628	0.673206748239451	0.637254901960784	0.685199015061514
Haloactinopolyspora	0.851011809249871	0.606989691035571	0.762722399644697	0.71857769484211	0.64622942863787	0.533415183031259	0.808093346247356	0.570202437033415	0.728387629242685	0.623234003539457	0.664623055638948	0.463519400427163	0.851011809249871	0.798283411846781	0.7320663546429	0.71244648584175	0.746781256243762	0.71244648584175	0.750459981643978	0.815450797047787	0.636419494237295	0.733292596442972	0.731288343558282	0.754138707044194	0.722256420242325	0.697731584240888	0.398528585023354	0.826486973248433	0.606134969325153	0.749233739843906	0.832618182248793	0.669528022839235	0.72638036809816	0.571878030993865	0.469650609427522	1	0.816677038847858	0.687240697440308	0.647455670437942	0.667075539239092	0.63680981595092	0.760269916044553	0.726982024019527
Panacagrimonas	0.909313725490196	0.786764705882353	0.906862745098039	0.924019607843137	0.825980392156863	0.67156862745098	0.887254901960784	0.745098039215686	0.823529411764706	0.542999182005329	0.862745098039216	0.517156862745098	0.860294117647059	0.857843137254902	0.850490196078431	0.688725490196079	0.875	0.843137254901961	0.843137254901961	0.86764705882353	0.786764705882353	0.794117647058824	0.82403448964829	0.877450980392157	0.882352941176471	0.884803921568628	0.590686274509804	0.852941176470588	0.760269916044553	0.909313725490196	0.91421568627451	0.818627450980392	0.865726710850733	0.57954245698336	0.571078431372549	0.816677038847858	1	0.836020820924932	0.791666666666667	0.838235294117647	0.80441462084714	0.843137254901961	0.8342642486855
