OTU_5	OTU_38	bacOTU_31	bacOTU_41	bacOTU_206	bacOTU_89	OTU_20	OTU_31	bacOTU_23	bacOTU_65	bacOTU_208	bacOTU_209	bacOTU_203	bacOTU_57	OTU_45	bacOTU_834	bacOTU_806	bacOTU_243	bacOTU_176	bacOTU_178	bacOTU_173	OTU_678	bacOTU_93	bacOTU_207	OTU_22	OTU_111	bacOTU_106	bacOTU_358	bacOTU_204	bacOTU_250	bacOTU_331	bacOTU_153	bacOTU_143	bacOTU_179	OTU_130	bacOTU_589	bacOTU_336	bacOTU_108	bacOTU_194	bacOTU_271	bacOTU_519	bacOTU_952	bacOTU_736	bacOTU_279	bacOTU_149	bacOTU_802	bacOTU_348	bacOTU_313	bacOTU_187	bacOTU_298	OTU_125	bacOTU_359	bacOTU_940	bacOTU_506	bacOTU_653	bacOTU_486	OTU_56	bacOTU_37	bacOTU_332	bacOTU_366	bacOTU_864	bacOTU_399	OTU_23	bacOTU_798	bacOTU_762	bacOTU_630	bacOTU_357	bacOTU_540	bacOTU_531	bacOTU_107	bacOTU_508	OTU_52	bacOTU_819	bacOTU_239	bacOTU_436	OTU_236	OTU_537	OTU_59	OTU_420
OTU_5	1	0.883333333333333	0.9	0.933333333333333	1	0.9	0.883333333333333	0.883333333333333	0.933333333333333	0.9	0.9	0.916666666666667	0.85	0.9	0.928878423718853	0.866666666666667	0.883333333333333	0.883333333333333	0.866666666666667	0.833333333333333	0.85	0.912141875543738	0.866666666666667	0.833333333333333	0.8	0.828459134668166	0.85	0.861932231018395	0.966666666666667	0.883333333333333	0.933333333333333	0.811722586493051	0.866666666666667	0.816666666666667	0.866666666666667	0.7	0.816666666666667	0.816666666666667	0.866666666666667	0.933333333333333	0.816666666666667	0.85	0.866666666666667	0.8	0.895405327368624	0.833333333333333	0.933333333333333	0.85	0.8	0.866666666666667	0.866666666666667	0.833333333333333	0.9	0.783333333333333	0.9	0.9	0.778249490142822	0.833333333333333	0.9	0.833333333333333	0.866666666666667	0.945614971893967	0.816666666666667	0.895405327368624	0.945614971893967	0.820090860580609	0.878668779193509	0.794986038317937	0.761512941967708	0.828459134668166	0.878668779193509	0.928878423718853	0.878668779193509	0.895405327368624	0.895405327368624	0.85	0.866666666666667	0.928878423718853	0.828459134668166
OTU_38	0.883333333333333	1	0.916666666666667	0.9	0.883333333333333	0.983333333333333	0.95	1	0.966666666666667	0.916666666666667	0.883333333333333	0.85	0.966666666666667	0.983333333333333	0.928878423718853	0.883333333333333	0.883333333333333	0.766666666666667	0.833333333333333	0.883333333333333	0.916666666666667	0.979088068244196	0.883333333333333	0.733333333333333	0.95	0.945614971893967	0.733333333333333	0.962351520069081	0.883333333333333	0.883333333333333	0.816666666666667	0.912141875543738	0.95	0.983333333333333	0.95	0.733333333333333	0.866666666666667	0.866666666666667	0.833333333333333	0.766666666666667	0.85	0.833333333333333	0.833333333333333	0.933333333333333	0.912141875543738	0.733333333333333	0.816666666666667	0.783333333333333	0.8	0.683333333333333	0.716666666666667	0.816666666666667	0.866666666666667	0.933333333333333	0.933333333333333	0.75	0.895405327368624	0.8	0.933333333333333	0.783333333333333	0.716666666666667	0.962351520069081	0.95	0.99582461641931	0.962351520069081	0.920510149631295	0.861932231018395	0.84519568284328	0.761512941967708	0.828459134668166	0.861932231018395	0.895405327368624	0.861932231018395	0.912141875543738	0.912141875543738	0.966666666666667	0.883333333333333	0.912141875543738	0.979088068244196
bacOTU_31	0.9	0.916666666666667	1	0.983333333333333	0.9	0.95	0.833333333333333	0.916666666666667	0.933333333333333	1	0.866666666666667	0.95	0.933333333333333	0.95	0.920510149631295	0.983333333333333	0.883333333333333	0.9	0.95	0.8	0.866666666666667	0.970719794156639	0.983333333333333	0.883333333333333	0.85	0.887037053281066	0.866666666666667	0.953983245981524	0.966666666666667	0.883333333333333	0.816666666666667	0.928878423718853	0.966666666666667	0.866666666666667	0.933333333333333	0.866666666666667	0.966666666666667	0.966666666666667	0.95	0.866666666666667	0.966666666666667	0.85	0.85	0.833333333333333	0.928878423718853	0.883333333333333	0.866666666666667	0.916666666666667	0.933333333333333	0.816666666666667	0.866666666666667	0.916666666666667	0.966666666666667	0.883333333333333	0.916666666666667	0.883333333333333	0.861932231018395	0.883333333333333	0.916666666666667	0.916666666666667	0.866666666666667	0.953983245981524	0.866666666666667	0.93724669780641	0.953983245981524	0.828459134668166	0.895405327368624	0.895405327368624	0.794986038317937	0.878668779193509	0.895405327368624	0.912141875543738	0.895405327368624	0.928878423718853	0.928878423718853	0.933333333333333	0.883333333333333	0.920510149631295	0.887037053281066
bacOTU_41	0.933333333333333	0.9	0.983333333333333	1	0.933333333333333	0.933333333333333	0.866666666666667	0.9	0.95	0.983333333333333	0.916666666666667	0.983333333333333	0.9	0.933333333333333	0.953983245981524	0.966666666666667	0.916666666666667	0.933333333333333	0.966666666666667	0.816666666666667	0.883333333333333	0.953983245981524	0.966666666666667	0.933333333333333	0.833333333333333	0.836827408755723	0.933333333333333	0.920510149631295	0.983333333333333	0.916666666666667	0.866666666666667	0.895405327368624	0.933333333333333	0.833333333333333	0.916666666666667	0.85	0.933333333333333	0.933333333333333	0.933333333333333	0.883333333333333	0.933333333333333	0.883333333333333	0.866666666666667	0.816666666666667	0.912141875543738	0.933333333333333	0.9	0.95	0.916666666666667	0.9	0.916666666666667	0.933333333333333	0.983333333333333	0.833333333333333	0.933333333333333	0.933333333333333	0.811722586493051	0.916666666666667	0.933333333333333	0.933333333333333	0.916666666666667	0.93724669780641	0.85	0.920510149631295	0.93724669780641	0.811722586493051	0.928878423718853	0.878668779193509	0.828459134668166	0.895405327368624	0.928878423718853	0.928878423718853	0.928878423718853	0.945614971893967	0.945614971893967	0.9	0.866666666666667	0.953983245981524	0.853563956930838
bacOTU_206	1	0.883333333333333	0.9	0.933333333333333	1	0.9	0.883333333333333	0.883333333333333	0.933333333333333	0.9	0.9	0.916666666666667	0.85	0.9	0.928878423718853	0.866666666666667	0.883333333333333	0.883333333333333	0.866666666666667	0.833333333333333	0.85	0.912141875543738	0.866666666666667	0.833333333333333	0.8	0.828459134668166	0.85	0.861932231018395	0.966666666666667	0.883333333333333	0.933333333333333	0.811722586493051	0.866666666666667	0.816666666666667	0.866666666666667	0.7	0.816666666666667	0.816666666666667	0.866666666666667	0.933333333333333	0.816666666666667	0.85	0.866666666666667	0.8	0.895405327368624	0.833333333333333	0.933333333333333	0.85	0.8	0.866666666666667	0.866666666666667	0.833333333333333	0.9	0.783333333333333	0.9	0.9	0.778249490142822	0.833333333333333	0.9	0.833333333333333	0.866666666666667	0.945614971893967	0.816666666666667	0.895405327368624	0.945614971893967	0.820090860580609	0.878668779193509	0.794986038317937	0.761512941967708	0.828459134668166	0.878668779193509	0.928878423718853	0.878668779193509	0.895405327368624	0.895405327368624	0.85	0.866666666666667	0.928878423718853	0.828459134668166
bacOTU_89	0.9	0.983333333333333	0.95	0.933333333333333	0.9	1	0.916666666666667	0.983333333333333	0.983333333333333	0.95	0.916666666666667	0.9	0.983333333333333	0.966666666666667	0.945614971893967	0.9	0.933333333333333	0.783333333333333	0.866666666666667	0.85	0.866666666666667	0.99582461641931	0.9	0.8	0.933333333333333	0.928878423718853	0.783333333333333	0.979088068244196	0.916666666666667	0.933333333333333	0.866666666666667	0.953983245981524	0.966666666666667	0.95	0.983333333333333	0.75	0.916666666666667	0.916666666666667	0.866666666666667	0.816666666666667	0.916666666666667	0.866666666666667	0.9	0.883333333333333	0.953983245981524	0.766666666666667	0.866666666666667	0.8	0.883333333333333	0.733333333333333	0.783333333333333	0.866666666666667	0.916666666666667	0.95	0.9	0.8	0.853563956930838	0.783333333333333	0.966666666666667	0.866666666666667	0.75	0.979088068244196	0.933333333333333	0.979088068244196	0.979088068244196	0.895405327368624	0.920510149631295	0.920510149631295	0.836827408755723	0.903773601456181	0.920510149631295	0.93724669780641	0.920510149631295	0.953983245981524	0.953983245981524	0.983333333333333	0.933333333333333	0.945614971893967	0.945614971893967
OTU_20	0.883333333333333	0.95	0.833333333333333	0.866666666666667	0.883333333333333	0.916666666666667	1	0.95	0.95	0.833333333333333	0.916666666666667	0.85	0.866666666666667	0.933333333333333	0.928878423718853	0.8	0.883333333333333	0.766666666666667	0.783333333333333	0.866666666666667	0.916666666666667	0.912141875543738	0.8	0.75	0.883333333333333	0.828459134668166	0.783333333333333	0.861932231018395	0.85	0.883333333333333	0.833333333333333	0.78661776423038	0.85	0.933333333333333	0.866666666666667	0.633333333333333	0.733333333333333	0.733333333333333	0.733333333333333	0.7	0.733333333333333	0.883333333333333	0.816666666666667	0.933333333333333	0.820090860580609	0.766666666666667	0.783333333333333	0.783333333333333	0.716666666666667	0.75	0.733333333333333	0.75	0.816666666666667	0.85	0.933333333333333	0.783333333333333	0.778249490142822	0.816666666666667	0.9	0.75	0.75	0.895405327368624	0.883333333333333	0.945614971893967	0.895405327368624	0.853563956930838	0.853563956930838	0.769881216055265	0.769881216055265	0.803354312405494	0.853563956930838	0.853563956930838	0.853563956930838	0.870300505105952	0.870300505105952	0.866666666666667	0.833333333333333	0.928878423718853	0.928878423718853
OTU_31	0.883333333333333	1	0.916666666666667	0.9	0.883333333333333	0.983333333333333	0.95	1	0.966666666666667	0.916666666666667	0.883333333333333	0.85	0.966666666666667	0.983333333333333	0.928878423718853	0.883333333333333	0.883333333333333	0.766666666666667	0.833333333333333	0.883333333333333	0.916666666666667	0.979088068244196	0.883333333333333	0.733333333333333	0.95	0.945614971893967	0.733333333333333	0.962351520069081	0.883333333333333	0.883333333333333	0.816666666666667	0.912141875543738	0.95	0.983333333333333	0.95	0.733333333333333	0.866666666666667	0.866666666666667	0.833333333333333	0.766666666666667	0.85	0.833333333333333	0.833333333333333	0.933333333333333	0.912141875543738	0.733333333333333	0.816666666666667	0.783333333333333	0.8	0.683333333333333	0.716666666666667	0.816666666666667	0.866666666666667	0.933333333333333	0.933333333333333	0.75	0.895405327368624	0.8	0.933333333333333	0.783333333333333	0.716666666666667	0.962351520069081	0.95	0.99582461641931	0.962351520069081	0.920510149631295	0.861932231018395	0.84519568284328	0.761512941967708	0.828459134668166	0.861932231018395	0.895405327368624	0.861932231018395	0.912141875543738	0.912141875543738	0.966666666666667	0.883333333333333	0.912141875543738	0.979088068244196
bacOTU_23	0.933333333333333	0.966666666666667	0.933333333333333	0.95	0.933333333333333	0.983333333333333	0.95	0.966666666666667	1	0.933333333333333	0.966666666666667	0.933333333333333	0.95	0.95	0.979088068244196	0.883333333333333	0.966666666666667	0.816666666666667	0.883333333333333	0.866666666666667	0.883333333333333	0.979088068244196	0.883333333333333	0.85	0.916666666666667	0.878668779193509	0.85	0.945614971893967	0.933333333333333	0.966666666666667	0.916666666666667	0.920510149631295	0.933333333333333	0.916666666666667	0.966666666666667	0.733333333333333	0.883333333333333	0.883333333333333	0.85	0.833333333333333	0.883333333333333	0.9	0.916666666666667	0.866666666666667	0.93724669780641	0.816666666666667	0.9	0.833333333333333	0.866666666666667	0.816666666666667	0.833333333333333	0.883333333333333	0.933333333333333	0.9	0.916666666666667	0.85	0.803354312405494	0.816666666666667	0.983333333333333	0.883333333333333	0.8	0.962351520069081	0.916666666666667	0.962351520069081	0.962351520069081	0.878668779193509	0.953983245981524	0.903773601456181	0.870300505105952	0.920510149631295	0.953983245981524	0.953983245981524	0.953983245981524	0.970719794156639	0.970719794156639	0.95	0.916666666666667	0.979088068244196	0.912141875543738
bacOTU_65	0.9	0.916666666666667	1	0.983333333333333	0.9	0.95	0.833333333333333	0.916666666666667	0.933333333333333	1	0.866666666666667	0.95	0.933333333333333	0.95	0.920510149631295	0.983333333333333	0.883333333333333	0.9	0.95	0.8	0.866666666666667	0.970719794156639	0.983333333333333	0.883333333333333	0.85	0.887037053281066	0.866666666666667	0.953983245981524	0.966666666666667	0.883333333333333	0.816666666666667	0.928878423718853	0.966666666666667	0.866666666666667	0.933333333333333	0.866666666666667	0.966666666666667	0.966666666666667	0.95	0.866666666666667	0.966666666666667	0.85	0.85	0.833333333333333	0.928878423718853	0.883333333333333	0.866666666666667	0.916666666666667	0.933333333333333	0.816666666666667	0.866666666666667	0.916666666666667	0.966666666666667	0.883333333333333	0.916666666666667	0.883333333333333	0.861932231018395	0.883333333333333	0.916666666666667	0.916666666666667	0.866666666666667	0.953983245981524	0.866666666666667	0.93724669780641	0.953983245981524	0.828459134668166	0.895405327368624	0.895405327368624	0.794986038317937	0.878668779193509	0.895405327368624	0.912141875543738	0.895405327368624	0.928878423718853	0.928878423718853	0.933333333333333	0.883333333333333	0.920510149631295	0.887037053281066
