Promicromonospora	Phyllobacterium	Pseudomonas	Rhizobium	Flavobacterium	Sphingomonas	Variovorax	Pseudoxanthomonas	g__Acremonium	Chryseobacterium	Lentzea	Nocardioides	g__Lachnella	g__Scytalidium	Streptomyces	Actinoplanes	Herbaspirillum	g__Magnaporthiopsis	Mycobacterium	Kribbella	Massilia	g__Ophiosphaerella	Devosia	Microbacterium	Sphingopyxis	Stenotrophomonas	Mesorhizobium	g__Gibberella	Caulobacter	Aeromicrobium	Sorangium	Agromyces	Steroidobacter	Arthrobacter	g__Pyrenochaetopsis	Chondromyces	Umezawaea	Pantoea	Rhodanobacter	g__Sarocladium	Shinella	Lysobacter	Solirubrobacter	Bosea	Glycomyces	Cellulomonas	Bradyrhizobium	Burkholderia	Rhodopseudomonas	Bacillus	g__Bipolaris	g__Mycosphaerella	g__Didymella	Actinosynnema	Reyranella	Haliangium
Lentzea	1	1	0.238095238095238	0.857142857142857	0.904761904761905	0.666666666666667	0.666666666666667	0.666666666666667	0.333333333333333	0.80952380952381	1	0.833333333333333	0.476190476190476	0.166666666666667	0.476190476190476	0.571428571428572	0.761904761904762	0.333333333333333	0.857142857142857	0.857142857142857	0.952380952380953	0.523809523809524	0.80952380952381	0.619047619047619	0.476190476190476	0.523809523809524	0.738095238095238	-0.166666666666667	0.833333333333333	0.595238095238095	0.619047619047619	0.619047619047619	0.571428571428572	0.642857142857143	0.142857142857143	0.547619047619048	0.619047619047619	0.30952380952381	0.761904761904762	0.333333333333333	0.80952380952381	0.547619047619048	0.619047619047619	0.976190476190476	0.595238095238095	0.595238095238095	0.595238095238095	0.547619047619048	0.952380952380953	0.738095238095238	0.428571428571429	0.380952380952381	0.761904761904762	0.452380952380952	0.80952380952381	0.619047619047619
Nocardioides	0.833333333333333	0.833333333333333	0.238095238095238	0.666666666666667	0.880952380952381	0.642857142857143	0.476190476190476	0.476190476190476	0.404761904761905	0.642857142857143	0.833333333333333	1	0.80952380952381	0.428571428571429	0.642857142857143	0.690476190476191	0.738095238095238	0.428571428571429	0.666666666666667	0.833333333333333	0.928571428571429	0.595238095238095	0.785714285714286	0.357142857142857	0.214285714285714	0.380952380952381	0.833333333333333	-0.333333333333333	0.642857142857143	0.904761904761905	0.880952380952381	0.928571428571429	0.833333333333333	0.904761904761905	-0.0952380952380952	0.80952380952381	0.880952380952381	0.214285714285714	0.523809523809524	0.0952380952380952	0.785714285714286	0.571428571428572	0.928571428571429	0.857142857142857	0.619047619047619	0.904761904761905	0.857142857142857	0.523809523809524	0.714285714285714	0.904761904761905	0.30952380952381	0.285714285714286	0.595238095238095	0.380952380952381	0.619047619047619	0.928571428571429
g__Lachnella	0.476190476190476	0.476190476190476	0.0476190476190476	0.238095238095238	0.642857142857143	0.333333333333333	0.19047619047619	0.19047619047619	0.285714285714286	0.214285714285714	0.476190476190476	0.80952380952381	1	0.571428571428572	0.5	0.476190476190476	0.357142857142857	0.238095238095238	0.238095238095238	0.714285714285714	0.619047619047619	0.261904761904762	0.476190476190476	0.0952380952380952	-0.0476190476190476	0.142857142857143	0.476190476190476	-0.142857142857143	0.357142857142857	0.80952380952381	0.761904761904762	0.904761904761905	0.738095238095238	0.952380952380953	-0.166666666666667	0.904761904761905	0.714285714285714	0.142857142857143	0.0714285714285714	-0.0952380952380952	0.476190476190476	0.404761904761905	0.904761904761905	0.523809523809524	0.476190476190476	0.80952380952381	0.833333333333333	0.428571428571429	0.261904761904762	0.690476190476191	0.0952380952380952	0.214285714285714	0.238095238095238	0.261904761904762	0.261904761904762	0.904761904761905
g__Scytalidium	0.166666666666667	0.166666666666667	0.238095238095238	0.214285714285714	0.357142857142857	0.0714285714285714	0.119047619047619	0.119047619047619	-0.0952380952380952	0.357142857142857	0.166666666666667	0.428571428571429	0.571428571428572	1	0.238095238095238	0.261904761904762	0.119047619047619	0.0238095238095238	0.214285714285714	0.30952380952381	0.333333333333333	0.30952380952381	0.285714285714286	-0.0238095238095238	-0.0714285714285714	-0.142857142857143	0.428571428571429	0.238095238095238	0.285714285714286	0.404761904761905	0.333333333333333	0.452380952380952	0.428571428571429	0.476190476190476	0.166666666666667	0.428571428571429	0.404761904761905	0	0.0476190476190476	0.0238095238095238	0.285714285714286	0.19047619047619	0.452380952380952	0.238095238095238	0.0238095238095238	0.404761904761905	0.476190476190476	0.0952380952380952	0.166666666666667	0.285714285714286	0.5	0.666666666666667	0.380952380952381	0.333333333333333	0.238095238095238	0.452380952380952
Streptomyces	0.476190476190476	0.476190476190476	0.547619047619048	0.571428571428572	0.642857142857143	0.666666666666667	0.523809523809524	0.523809523809524	0.785714285714286	0.547619047619048	0.476190476190476	0.642857142857143	0.5	0.238095238095238	1	0.976190476190476	0.690476190476191	0.738095238095238	0.571428571428572	0.547619047619048	0.619047619047619	0.761904761904762	0.80952380952381	0.0952380952380952	0.285714285714286	0.30952380952381	0.80952380952381	0.0238095238095238	0.523809523809524	0.80952380952381	0.761904761904762	0.738095238095238	0.904761904761905	0.619047619047619	0	0.738095238095238	0.880952380952381	0.642857142857143	0.571428571428572	0.238095238095238	0.80952380952381	0.904761904761905	0.738095238095238	0.523809523809524	0.642857142857143	0.80952380952381	0.833333333333333	0.595238095238095	0.428571428571429	0.690476190476191	0.428571428571429	0.214285714285714	0.571428571428572	0.595238095238095	0.595238095238095	0.738095238095238
Actinoplanes	0.571428571428572	0.571428571428572	0.619047619047619	0.714285714285714	0.738095238095238	0.761904761904762	0.666666666666667	0.666666666666667	0.714285714285714	0.690476190476191	0.571428571428572	0.690476190476191	0.476190476190476	0.261904761904762	0.976190476190476	1	0.785714285714286	0.666666666666667	0.714285714285714	0.571428571428572	0.714285714285714	0.738095238095238	0.904761904761905	0.19047619047619	0.380952380952381	0.333333333333333	0.880952380952381	-0.0238095238095238	0.666666666666667	0.785714285714286	0.714285714285714	0.714285714285714	0.928571428571429	0.642857142857143	0.0714285714285714	0.690476190476191	0.904761904761905	0.690476190476191	0.690476190476191	0.333333333333333	0.904761904761905	0.952380952380953	0.714285714285714	0.642857142857143	0.547619047619048	0.785714285714286	0.857142857142857	0.690476190476191	0.547619047619048	0.666666666666667	0.571428571428572	0.357142857142857	0.714285714285714	0.714285714285714	0.738095238095238	0.714285714285714
Herbaspirillum	0.761904761904762	0.761904761904762	0.738095238095238	0.880952380952381	0.714285714285714	0.976190476190476	0.833333333333333	0.833333333333333	0.666666666666667	0.80952380952381	0.761904761904762	0.738095238095238	0.357142857142857	0.119047619047619	0.690476190476191	0.785714285714286	1	0.666666666666667	0.880952380952381	0.476190476190476	0.785714285714286	0.666666666666667	0.833333333333333	0.690476190476191	0.738095238095238	0.738095238095238	0.857142857142857	-0.0714285714285714	0.714285714285714	0.690476190476191	0.642857142857143	0.595238095238095	0.738095238095238	0.571428571428572	0.380952380952381	0.404761904761905	0.80952380952381	0.642857142857143	0.904761904761905	0.642857142857143	0.833333333333333	0.738095238095238	0.595238095238095	0.80952380952381	0.476190476190476	0.690476190476191	0.642857142857143	0.785714285714286	0.80952380952381	0.690476190476191	0.595238095238095	0.380952380952381	0.738095238095238	0.642857142857143	0.80952380952381	0.595238095238095
g__Magnaporthiopsis	0.333333333333333	0.333333333333333	0.619047619047619	0.380952380952381	0.238095238095238	0.642857142857143	0.333333333333333	0.333333333333333	0.952380952380953	0.333333333333333	0.333333333333333	0.428571428571429	0.238095238095238	0.0238095238095238	0.738095238095238	0.666666666666667	0.666666666666667	1	0.380952380952381	0.214285714285714	0.333333333333333	0.833333333333333	0.428571428571429	0.404761904761905	0.5	0.714285714285714	0.595238095238095	0.238095238095238	0.142857142857143	0.666666666666667	0.714285714285714	0.523809523809524	0.547619047619048	0.285714285714286	0.285714285714286	0.380952380952381	0.642857142857143	0.5	0.547619047619048	0.428571428571429	0.428571428571429	0.523809523809524	0.523809523809524	0.285714285714286	0.761904761904762	0.666666666666667	0.404761904761905	0.380952380952381	0.380952380952381	0.690476190476191	0.166666666666667	-0.0952380952380952	0.238095238095238	0.214285714285714	0.285714285714286	0.523809523809524
Mycobacterium	0.857142857142857	0.857142857142857	0.619047619047619	1	0.833333333333333	0.833333333333333	0.904761904761905	0.904761904761905	0.380952380952381	0.976190476190476	0.857142857142857	0.666666666666667	0.238095238095238	0.214285714285714	0.571428571428572	0.714285714285714	0.880952380952381	0.380952380952381	1	0.595238095238095	0.857142857142857	0.571428571428572	0.904761904761905	0.642857142857143	0.690476190476191	0.523809523809524	0.833333333333333	0	0.928571428571429	0.476190476190476	0.428571428571429	0.428571428571429	0.619047619047619	0.476190476190476	0.404761904761905	0.333333333333333	0.642857142857143	0.595238095238095	0.952380952380953	0.619047619047619	0.904761904761905	0.738095238095238	0.428571428571429	0.904761904761905	0.333333333333333	0.476190476190476	0.571428571428572	0.714285714285714	0.928571428571429	0.523809523809524	0.785714285714286	0.642857142857143	0.952380952380953	0.761904761904762	0.976190476190476	0.428571428571429
Kribbella	0.857142857142857	0.857142857142857	-0.0476190476190476	0.595238095238095	0.904761904761905	0.380952380952381	0.404761904761905	0.404761904761905	0.261904761904762	0.571428571428572	0.857142857142857	0.833333333333333	0.714285714285714	0.30952380952381	0.547619047619048	0.571428571428572	0.476190476190476	0.214285714285714	0.595238095238095	1	0.880952380952381	0.428571428571429	0.738095238095238	0.238095238095238	0.0952380952380952	0.19047619047619	0.619047619047619	-0.166666666666667	0.714285714285714	0.666666666666667	0.690476190476191	0.761904761904762	0.642857142857143	0.785714285714286	-0.166666666666667	0.833333333333333	0.619047619047619	0.19047619047619	0.428571428571429	-0.0238095238095238	0.738095238095238	0.547619047619048	0.761904761904762	0.833333333333333	0.666666666666667	0.666666666666667	0.738095238095238	0.404761904761905	0.690476190476191	0.738095238095238	0.238095238095238	0.285714285714286	0.595238095238095	0.357142857142857	0.619047619047619	0.761904761904762
Massilia	0.952380952380953	0.952380952380953	0.285714285714286	0.857142857142857	0.976190476190476	0.690476190476191	0.666666666666667	0.666666666666667	0.333333333333333	0.833333333333333	0.952380952380953	0.928571428571429	0.619047619047619	0.333333333333333	0.619047619047619	0.714285714285714	0.785714285714286	0.333333333333333	0.857142857142857	0.880952380952381	1	0.571428571428572	0.904761904761905	0.452380952380952	0.357142857142857	0.380952380952381	0.857142857142857	-0.261904761904762	0.857142857142857	0.738095238095238	0.714285714285714	0.761904761904762	0.761904761904762	0.785714285714286	0.0238095238095238	0.690476190476191	0.785714285714286	0.333333333333333	0.714285714285714	0.238095238095238	0.904761904761905	0.666666666666667	0.761904761904762	0.976190476190476	0.547619047619048	0.738095238095238	0.785714285714286	0.595238095238095	0.880952380952381	0.785714285714286	0.5	0.452380952380952	0.80952380952381	0.547619047619048	0.833333333333333	0.761904761904762
g__Ophiosphaerella	0.523809523809524	0.523809523809524	0.5	0.571428571428572	0.476190476190476	0.547619047619048	0.333333333333333	0.333333333333333	0.690476190476191	0.619047619047619	0.523809523809524	0.595238095238095	0.261904761904762	0.30952380952381	0.761904761904762	0.738095238095238	0.666666666666667	0.833333333333333	0.571428571428572	0.428571428571429	0.571428571428572	1	0.619047619047619	0.261904761904762	0.30952380952381	0.452380952380952	0.833333333333333	0.0714285714285714	0.357142857142857	0.714285714285714	0.761904761904762	0.595238095238095	0.619047619047619	0.333333333333333	0.119047619047619	0.452380952380952	0.714285714285714	0.285714285714286	0.619047619047619	0.238095238095238	0.619047619047619	0.547619047619048	0.595238095238095	0.476190476190476	0.738095238095238	0.714285714285714	0.5	0.214285714285714	0.595238095238095	0.785714285714286	0.357142857142857	0.142857142857143	0.523809523809524	0.261904761904762	0.476190476190476	0.595238095238095
Devosia	0.80952380952381	0.80952380952381	0.523809523809524	0.904761904761905	0.928571428571429	0.785714285714286	0.80952380952381	0.80952380952381	0.476190476190476	0.880952380952381	0.80952380952381	0.785714285714286	0.476190476190476	0.285714285714286	0.80952380952381	0.904761904761905	0.833333333333333	0.428571428571429	0.904761904761905	0.738095238095238	0.904761904761905	0.619047619047619	1	0.357142857142857	0.452380952380952	0.333333333333333	0.904761904761905	-0.119047619047619	0.904761904761905	0.690476190476191	0.619047619047619	0.666666666666667	0.857142857142857	0.690476190476191	0.119047619047619	0.642857142857143	0.833333333333333	0.619047619047619	0.80952380952381	0.380952380952381	1	0.904761904761905	0.666666666666667	0.880952380952381	0.452380952380952	0.690476190476191	0.833333333333333	0.738095238095238	0.785714285714286	0.642857142857143	0.690476190476191	0.547619047619048	0.904761904761905	0.785714285714286	0.928571428571429	0.666666666666667
Microbacterium	0.619047619047619	0.619047619047619	0.571428571428572	0.642857142857143	0.357142857142857	0.714285714285714	0.690476190476191	0.690476190476191	0.404761904761905	0.547619047619048	0.619047619047619	0.357142857142857	0.0952380952380952	-0.0238095238095238	0.0952380952380952	0.19047619047619	0.690476190476191	0.404761904761905	0.642857142857143	0.238095238095238	0.452380952380952	0.261904761904762	0.357142857142857	1	0.904761904761905	0.904761904761905	0.333333333333333	0.30952380952381	0.5	0.19047619047619	0.214285714285714	0.142857142857143	0.142857142857143	0.214285714285714	0.761904761904762	-0.0238095238095238	0.238095238095238	0.476190476190476	0.738095238095238	0.833333333333333	0.357142857142857	0.238095238095238	0.142857142857143	0.595238095238095	0.285714285714286	0.19047619047619	0.0952380952380952	0.595238095238095	0.714285714285714	0.333333333333333	0.428571428571429	0.357142857142857	0.452380952380952	0.380952380952381	0.547619047619048	0.142857142857143
Sphingopyxis	0.476190476190476	0.476190476190476	0.80952380952381	0.690476190476191	0.30952380952381	0.80952380952381	0.833333333333333	0.833333333333333	0.547619047619048	0.595238095238095	0.476190476190476	0.214285714285714	-0.0476190476190476	-0.0714285714285714	0.285714285714286	0.380952380952381	0.738095238095238	0.5	0.690476190476191	0.0952380952380952	0.357142857142857	0.30952380952381	0.452380952380952	0.904761904761905	1	0.857142857142857	0.380952380952381	0.452380952380952	0.547619047619048	0.142857142857143	0.119047619047619	0.0476190476190476	0.238095238095238	0.119047619047619	0.857142857142857	-0.0714285714285714	0.285714285714286	0.761904761904762	0.833333333333333	0.976190476190476	0.452380952380952	0.476190476190476	0.0476190476190476	0.5	0.19047619047619	0.142857142857143	0.142857142857143	0.738095238095238	0.619047619047619	0.19047619047619	0.619047619047619	0.452380952380952	0.547619047619048	0.619047619047619	0.642857142857143	0.0476190476190476
Stenotrophomonas	0.523809523809524	0.523809523809524	0.619047619047619	0.523809523809524	0.261904761904762	0.761904761904762	0.571428571428572	0.571428571428572	0.714285714285714	0.404761904761905	0.523809523809524	0.380952380952381	0.142857142857143	-0.142857142857143	0.30952380952381	0.333333333333333	0.738095238095238	0.714285714285714	0.523809523809524	0.19047619047619	0.380952380952381	0.452380952380952	0.333333333333333	0.904761904761905	0.857142857142857	1	0.380952380952381	0.285714285714286	0.30952380952381	0.380952380952381	0.428571428571429	0.285714285714286	0.261904761904762	0.238095238095238	0.642857142857143	0.0952380952380952	0.380952380952381	0.523809523809524	0.690476190476191	0.761904761904762	0.333333333333333	0.30952380952381	0.285714285714286	0.476190476190476	0.523809523809524	0.380952380952381	0.166666666666667	0.571428571428572	0.595238095238095	0.5	0.238095238095238	0.0714285714285714	0.285714285714286	0.261904761904762	0.404761904761905	0.285714285714286
Mesorhizobium	0.738095238095238	0.738095238095238	0.571428571428572	0.833333333333333	0.80952380952381	0.761904761904762	0.642857142857143	0.642857142857143	0.523809523809524	0.857142857142857	0.738095238095238	0.833333333333333	0.476190476190476	0.428571428571429	0.80952380952381	0.880952380952381	0.857142857142857	0.595238095238095	0.833333333333333	0.619047619047619	0.857142857142857	0.833333333333333	0.904761904761905	0.333333333333333	0.380952380952381	0.380952380952381	1	-0.166666666666667	0.714285714285714	0.80952380952381	0.761904761904762	0.738095238095238	0.857142857142857	0.642857142857143	0.0952380952380952	0.595238095238095	0.904761904761905	0.428571428571429	0.761904761904762	0.30952380952381	0.904761904761905	0.761904761904762	0.738095238095238	0.785714285714286	0.523809523809524	0.80952380952381	0.785714285714286	0.547619047619048	0.761904761904762	0.785714285714286	0.619047619047619	0.452380952380952	0.80952380952381	0.595238095238095	0.785714285714286	0.738095238095238
g__Gibberella	-0.166666666666667	-0.166666666666667	0.428571428571429	0	-0.214285714285714	0.0238095238095238	0.19047619047619	0.19047619047619	0.261904761904762	0.0238095238095238	-0.166666666666667	-0.333333333333333	-0.142857142857143	0.238095238095238	0.0238095238095238	-0.0238095238095238	-0.0714285714285714	0.238095238095238	0	-0.166666666666667	-0.261904761904762	0.0714285714285714	-0.119047619047619	0.30952380952381	0.452380952380952	0.285714285714286	-0.166666666666667	1	0.0238095238095238	-0.238095238095238	-0.214285714285714	-0.261904761904762	-0.166666666666667	-0.238095238095238	0.761904761904762	-0.142857142857143	-0.214285714285714	0.452380952380952	0.142857142857143	0.571428571428572	-0.119047619047619	0.0952380952380952	-0.261904761904762	-0.19047619047619	0.0476190476190476	-0.238095238095238	-0.19047619047619	0.142857142857143	-0.0476190476190476	-0.238095238095238	0.357142857142857	0.380952380952381	0.0714285714285714	0.285714285714286	0.0476190476190476	-0.261904761904762
Caulobacter	0.833333333333333	0.833333333333333	0.452380952380952	0.928571428571429	0.904761904761905	0.690476190476191	0.880952380952381	0.880952380952381	0.214285714285714	0.904761904761905	0.833333333333333	0.642857142857143	0.357142857142857	0.285714285714286	0.523809523809524	0.666666666666667	0.714285714285714	0.142857142857143	0.928571428571429	0.714285714285714	0.857142857142857	0.357142857142857	0.904761904761905	0.5	0.547619047619048	0.30952380952381	0.714285714285714	0.0238095238095238	1	0.404761904761905	0.333333333333333	0.428571428571429	0.619047619047619	0.571428571428572	0.30952380952381	0.452380952380952	0.571428571428572	0.595238095238095	0.80952380952381	0.5	0.904761904761905	0.761904761904762	0.428571428571429	0.904761904761905	0.238095238095238	0.404761904761905	0.642857142857143	0.738095238095238	0.833333333333333	0.404761904761905	0.785714285714286	0.738095238095238	0.952380952380953	0.833333333333333	0.976190476190476	0.428571428571429
