Promicromonospora	Flavobacterium	Variovorax	Rhizobium	Pseudomonas	Phyllobacterium	Lentzea	Pseudoxanthomonas	Actinoplanes	Sphingomonas	Nocardioides	Streptomyces	Chryseobacterium	Massilia	Herbaspirillum	Devosia	g__Acremonium	Kribbella	g__Lachnella	g__Scytalidium	Mesorhizobium	Mycobacterium	g__Magnaporthiopsis	Caulobacter	Umezawaea	g__Podospora	Microbacterium	g__Ophiosphaerella	Aeromicrobium	Stenotrophomonas	Galbitalea	Arthrobacter	Steroidobacter	Chondromyces	Sphingopyxis	Shinella	Pantoea	Agromyces	Sorangium	Rhodanobacter	g__Gibberella	Bradyrhizobium	Solirubrobacter	Rudaibacter	Bosea	g__Cladosporium	Lysobacter	g__Pyrenochaetopsis	Kineosporia	Cellulomonas	g__Bipolaris	Reyranella	Mucilaginibacter	g__Didymella
Mesorhizobium	0.0064537880533827	0.000460298412542638	0.00824232891210193	0.000869865321967388	0.427914853142708	0.00544554125241379	0.0288557225862862	0.00417478638766571	2.64641407093272e-05	0.00154335310856053	0.00138239120269041	3.28499476628525e-09	0.0100177746331803	3.6110599461333e-05	0.000492110824356531	9.65394243481922e-09	0.180850799570501	2.77727033795856e-06	0.0537227308401887	0.309208659898238	0	0.00418685670911299	0.205110111368996	0.000435078716498605	0.000761820738647834	0.20823621096236	0.367029686676827	0.028282654750661	0.000118231333908105	0.598321994104685	0.00565606878059174	0.0251690854378627	0.00335053436292838	0.00589947917816691	0.544521083363262	0.000239953979766976	0.905849776108836	0.00139912477464872	0.017935659434938	0.00520610778419288	0.663117172115588	3.5786027973048e-05	0.00148502748267143	0.053248000640912	0.0372489796300892	0.60921012945972	0.00457949951254156	0.905849776108836	0.0381923031863887	0.0267067335111415	0.0983868596707905	0.00205764520921946	0.00470016492190305	0.0196774469308977
Mycobacterium	5.34635170114489e-05	0.00146104977384656	0.0335113521388893	5.34635170114489e-05	0.251844416752926	0.000679919907958634	0.0325371669917594	0.0064537880533827	0.0116467313805442	7.73803618060897e-05	0.000209161804322107	0.000492110824356531	0.000679919907958634	0.00130725178033784	0.000119397063843866	2.37789242859457e-05	0.030654016087949	6.44925588968109e-05	0.000243315331064655	0.01253638966857	0.00040178888017887	0	0.020292529477274	0.00174513797782845	0.0557780040636246	0.451639806427624	0.0557780040636246	0.00251093273377094	0.00318615599050587	0.271790145899341	0.242313309795569	0.0926696370715018	0.0141769013084548	0.14110858525264	0.126520076739372	0.0196774469308977	0.68585911479247	0.00541924856404425	0.00418685670911299	0.0146358741532333	0.0917896413707625	0.00457949951254156	0.00174513797782845	0.533587552346694	0.0392147767492437	0.517993250215516	0.0022720341333066	0.268061326545817	0.451639806427624	0.00694313217480643	0.0061694292040827	2.78963481476785e-05	0.0323295373584433	0.0519448790519983
g__Magnaporthiopsis	0.00181343191554826	0.212591592370428	0.0898416849718557	0.00477608566555708	0.0155317656191702	0.000723824670499067	0.216326971668755	0.035526524116891	0.510266309871794	0.00398857681268207	0.171013148869103	0.0878045742079767	0.0092743376584506	0.338087647858881	0.000209161804322107	0.0642713028440202	0.00436797854042077	0.143675472730951	0.000165507060078119	0.0239449582902576	0.10973047964744	0.00417478638766571	0	0.315170353874775	0.675462509921759	0.751104565044027	0.0392147767492437	0.00205764520921946	0.128994395105654	0.017935659434938	0.984681491176947	0.756365875958383	0.102350932760852	0.816720731232729	0.00880123407167532	0.58743248523036	0.598321994104685	0.119753806704913	0.00785120180703154	0.299064213005542	0.0386420707180472	0.188904042642857	0.0870588590957592	0.620130321219518	0.0801416082243079	0.466876993856482	0.0237648001622949	0.138591659817987	0.471764093812786	0.157006252196185	0.0544980759584066	0.0244648427497504	0.817998619264716	0.544521083363262
Caulobacter	0.00146104977384656	1.48935156613795e-06	0.00315573053211054	7.06893364404458e-05	0.309208659898238	0.00964034773549731	0.00568479008886398	0.000679919907958634	0.000349610950046986	0.0002620675462425	0.000818701045408342	3.99231105590534e-05	0.000430216119060645	3.50590397951995e-07	0.00110173575409102	4.3263269874737e-08	0.135272639034476	2.38916465310971e-06	0.0376328810248356	0.227785653323252	1.06611261857741e-05	0.000100739403001067	0.198068931868772	0	0.00457949951254156	0.328003203991199	0.182548722220751	0.020292529477274	0.00367882558066406	0.59283688112507	0.0316170693100201	0.00541924856404425	0.00303805473225217	0.0151600926109995	0.28353627321649	6.39025448309949e-05	0.538999113556508	0.00541924856404425	0.0870588590957592	0.0141769013084548	0.3355904087689	0.00017172120944226	0.00694313217480643	0.136077614081377	0.0244648427497504	0.119753806704913	0.000535710019872797	0.412890520043951	0.0392147767492437	0.061242848244381	0.0123424453230094	0.00037452115514758	0.00105991433412904	0.000500366108482196
Umezawaea	0.0626776221113285	0.00110173575409102	0.0144767180850721	0.0144767180850721	0.612592598367419	0.243655337594556	0.00964034773549731	0.0231938433767333	2.77727033795856e-06	0.01300093934899	0.000129763581946097	1.20293791672691e-05	0.0551444817999355	0.000100739403001067	0.0255036803158819	0.000679919907958634	0.400295090711511	0.000325721658435161	0.277430325791221	0.573277290866	2.64641407093272e-05	0.0178228445091595	0.560415506280904	0.000460298412542638	0	0.652493331836018	0.6310962688622	0.138591659817987	0.00457949951254156	0.788964338756252	6.39025448309949e-05	0.00156138816996482	0.00139912477464872	0.000204713377952181	0.984681491176947	0.000580187228758013	0.658232698959173	0.00335053436292838	0.0381923031863887	0.0907693179128723	0.78862812392856	0.0013141714068705	0.00303805473225217	0.00156138816996482	0.159869247865604	0.211435522978318	0.0251690854378627	0.821982814512521	0.0035175827756176	0.00667007118738677	0.195416615288648	0.0402520545011082	0.023751540307643	0.00815528116372047
g__Podospora	0.146554291784015	0.405740688633927	0.888592867568345	0.2560026072263	0.216326971668755	0.114541775611076	0.977655893023622	0.808021077411703	0.264446347071011	0.243655337594556	0.373664866717298	0.0961571099142059	0.400295090711511	0.184211882852102	0.343046653099585	0.0799888724598652	0.353088659052	0.0709464396376372	0.299917912095903	0.895980810455174	0.112117908825948	0.32346003406511	0.652933439953992	0.208898183250939	0.535075506276651	0	0.884948293224945	0.192200973847654	0.133850039107052	0.549737733112961	0.95677379884378	0.68585911479247	0.636125525825778	0.501867734922614	0.95177359182185	0.491665234753649	0.064145616503525	0.14110858525264	0.718877470283858	0.620130321219518	0.827248001337978	0.146386678370548	0.205110111368996	0.663913568947692	0.843157337154256	0.28353627321649	0.319329693444577	0.735190218529241	0.911285610977988	0.555259262916631	0.451639806427624	0.260487923876145	0.782623667592925	0.501867734922614
Microbacterium	0.000100739403001067	0.0190634654032002	0.0335113521388893	0.000525730789939475	0.184211882852102	0.00247028949220901	0.00857557342459417	0.00672792962173472	0.468192284279852	3.26104938539924e-05	0.155427040254569	0.260203249066505	0.000129763581946097	0.0398329676232378	0.027987612204855	0.0983311879496131	1.70628083552245e-05	0.0781167127530595	0.00286506386532915	0.000374943967328615	0.243655337594556	0.0178228445091595	0.0108078897524504	0.0940176797007162	0.510266309871794	0.829848583535362	0	0.00949904174056454	0.311237511334721	0.00111040401386504	0.832533038217401	0.614786320451451	0.235205471131448	0.663913568947692	0.000221672610367529	0.328003203991199	0.336755568336527	0.0946162743459594	0.198580560772609	0.224784681395382	0.00735408199370824	0.201842373788706	0.20823621096236	0.614786320451451	0.0244648427497504	0.794511225537947	0.0162476596606231	0.000761820738647834	0.52318254791105	0.176704800727436	0.00694313217480643	0.0259428445729783	0.78831610719971	0.138591659817987
g__Ophiosphaerella	7.50399890111985e-07	0.00618869746669551	0.0580719248958362	7.32003455339806e-06	0.146554291784015	0.000119397063843866	0.0217465796864236	0.0139708299345223	0.0421293326577055	3.71678490515902e-06	0.0076069102745941	0.00417478638766571	7.32003455339806e-06	0.00398857681268207	0.000374943967328615	0.00123550880078635	8.45969510148163e-05	0.00191162935496684	9.23718755277427e-05	0.00544554125241379	0.00672792962173472	0.000179116588092182	0.000129763581946097	0.00417478638766571	0.0642713028440202	0.100540179430096	0.00138239120269041	0	0.0106701597849081	0.0888495489188306	0.577004609105064	0.143688857854164	0.0156953846781498	0.198580560772609	0.0146358741532333	0.0766514660104878	0.663913568947692	0.00382907231003841	0.0132543576489425	0.096565783041035	0.00703289597617168	0.0141769013084548	0.00694313217480643	0.921354655881183	0.0597976715819041	0.970848066675691	0.000435078716498605	0.0506581112660738	0.95677379884378	0.0216174646625424	0.000813990936641598	0.00104083834621246	0.267621848558508	0.0196774469308977
Aeromicrobium	0.00436797854042077	0.00568479008886398	0.164657973316417	0.0064537880533827	0.837151446108293	0.00417478638766571	0.138034843968049	0.0858010189515453	0.000165507060078119	0.003007537803846	8.45969510148163e-05	1.82755749063004e-08	0.0210498248670677	0.00059871519810121	0.00363634895773983	1.06622465404432e-06	0.0537227308401887	2.04831077698761e-06	0.00346996024341039	0.127215995315987	1.26271591843885e-06	0.0002620675462425	0.0580719248958362	0.000325721658435161	0.000460298412542638	0.0611133713020348	0.194542528266613	0.0016294297517689	0	0.713341331297642	0.0146358741532333	0.0106701597849081	0.00400577344799628	0.00589947917816691	0.461706853164291	0.0106701597849081	0.880072645756725	7.24149009623784e-05	0.00985384697098016	0.0190926265934916	0.365938067674208	6.39025448309949e-05	3.10669011206555e-05	0.119753806704913	0.179502782202696	0.745741122789394	0.0106701597849081	0.91616639071552	0.117422438343013	0.00184888810855302	0.0888495489188306	0.00520610778419288	0.0535010158807015	0.0571119209628237
Stenotrophomonas	0.0059324373230873	0.0919126286128184	0.00346996024341039	0.0076069102745941	0.0263119019523056	0.0092743376584506	0.0079195205707627	0.00247028949220901	0.992551188788469	0.00417478638766571	0.573277290866	0.573277290866	0.0100177746331803	0.286298378658792	0.0134789952898069	0.444950543678808	0.00672792962173472	0.480034401339913	0.0376328810248356	0.0376328810248356	0.474095139944086	0.161540912357608	0.00346996024341039	0.468192284279852	0.701166768751069	0.422312981800965	4.85755334493471e-05	0.0345076988320426	0.605966363012461	0	0.816720731232729	0.91616639071552	0.28353627321649	0.984681491176947	0.000870583719852118	0.6310962688622	0.389594280003116	0.353998732083703	0.0983868596707905	0.555259262916631	0.0810856452719346	0.549737733112961	0.52825383447335	0.702379437470021	0.00880123407167532	0.889826812607109	0.0907693179128723	0.0102532049946585	0.353998732083703	0.501867734922614	0.121961149938371	0.136077614081377	0.771111251161735	0.476842295896173
Galbitalea	0.528822562914127	0.035526524116891	0.0940176797007162	0.23168960494058	0.722186091025371	0.694204783099318	0.177530739680993	0.140835721892622	1.90947257374294e-05	0.201636943552964	0.00672792962173472	0.000225698556484369	0.405740688633927	0.0104068703955598	0.138034843968049	0.00568479008886398	0.918190900918974	0.0100177746331803	0.666592049963725	0.822558868171151	0.000638246691161088	0.138034843968049	0.977655893023622	0.0079195205707627	4.27441771444782e-07	0.933030449053075	0.757632908692156	0.450704980881877	0.00259660313572526	0.736305151542122	0	0.00438826312027971	0.0118962920175195	0.000535710019872797	0.669585964949732	0.00589947917816691	0.560834818202886	0.0446130168173068	0.182548722220751	0.131370902583534	0.767364945480348	0.00785120180703154	0.0274831365547108	1.51815806894742e-05	0.461706853164291	0.182548722220751	0.149087654145097	0.636125525825778	0.00017172120944226	0.053248000640912	0.669585964949732	0.238904424520427	0.038426785287201	0.0835592218012768
Arthrobacter	0.0675481801337168	0.000638246691161088	0.0898416849718557	0.0239449582902576	0.492020962904892	0.201636943552964	0.01253638966857	0.0762766829231364	0.000869865321967388	0.0247148017345798	0.000179116588092182	0.00330981324288434	0.0271397758044596	0.000193651643172682	0.0483081942842584	0.00234904091982681	0.313917161519425	0.0020141439758998	0.17425156925857	0.708151309718605	0.00568479008886398	0.0365681455312163	0.659750043107423	0.00059871519810121	8.45969510148163e-05	0.573277290866	0.492020962904892	0.0675481801337168	0.0016294297517689	0.873843532782525	0.000430216119060645	0	0.00117253728017774	0.0022720341333066	0.680889152117935	0.00318615599050587	0.28353627321649	0.00847229744709026	0.14110858525264	0.253098189700157	0.75621468958515	0.00694313217480643	0.0156953846781498	0.0216174646625424	0.170771975680164	0.053248000640912	0.0381923031863887	0.821982814512521	0.017935659434938	0.0196774469308977	0.106400522190384	0.0818693873366588	0.122427045782087	0.0027509990979022
Steroidobacter	0.00544554125241379	5.34635170114489e-05	0.00730426276898994	0.00059871519810121	0.102784346815144	0.0345076988320426	0.003007537803846	0.00477608566555708	0.00272814063463493	0.000561238152431941	0.000349610950046986	0.000119397063843866	0.00103947461159762	0.0002620675462425	0.000638246691161088	0.000243315331064655	0.0726918417890812	0.000430216119060645	0.0139708299345223	0.158463989982369	0.000282012647046926	0.00247028949220901	0.0421293326577055	0.000243315331064655	7.06893364404458e-05	0.516417623083982	0.132548902627589	0.00286506386532915	0.000374943967328615	0.171013148869103	0.00191162935496684	5.34635170114489e-05	0	0.00367882558066406	0.224784681395382	0.00418685670911299	0.253098189700157	0.00111040401386504	0.00565606878059174	0.146386678370548	0.470799102239306	0.000761820738647834	0.00216828711429609	0.108572903985957	0.0274831365547108	0.533587552346694	0.000761820738647834	0.52318254791105	0.11300972843986	0.00667007118738677	0.0334214866260904	0.0102532049946585	0.107992270174987	0.00914668367365871
Chondromyces	0.0940176797007162	0.0020141439758998	0.119499784613816	0.0692319858533618	0.708151309718605	0.290795938504419	0.027987612204855	0.117002321602297	2.64641407093272e-05	0.0509616000523244	0.000225698556484369	5.34635170114489e-05	0.0983311879496131	0.000225698556484369	0.152429892154134	0.0016294297517689	0.273059897379955	0.000100739403001067	0.191057627345904	0.439233876188868	0.000679919907958634	0.0658947203908874	0.736305151542122	0.00272814063463493	3.21790259657274e-06	0.373664866717298	0.547680584702937	0.10506394931044	0.000679919907958634	0.977655893023622	1.521727012972e-05	0.000152775345373964	0.000325721658435161	0	0.941947629488397	0.00457949951254156	0.59283688112507	0.00303805473225217	0.100402036753142	0.235205471131448	0.821869376271943	0.000982200498394705	0.00382907231003841	0.00642188435491219	0.275546065566259	0.303017508253253	0.0352473556462596	0.984681491176947	0.00400577344799628	0.00815528116372047	0.291156385515505	0.119753806704913	0.0907739028364981	0.0343381419966138
Sphingopyxis	0.0020141439758998	0.0709464396376372	0.0421293326577055	0.00212111925819105	0.0079195205707627	0.00286506386532915	0.0509616000523244	0.00857557342459417	0.800774094340852	0.000679919907958634	0.605966363012461	0.486009775519929	0.000243315331064655	0.198068931868772	0.0116467313805442	0.155427040254569	7.73803618060897e-05	0.318667647645399	0.0076069102745941	0.0108078897524504	0.416749848551334	0.0565941087969963	0.00123550880078635	0.171013148869103	0.977655893023622	0.925607776019925	3.71678490515902e-06	0.00259660313572526	0.333170135915476	3.26104938539924e-05	0.554031999092186	0.566830730716329	0.124606393508405	0.91078039911692	0	0.517993250215516	0.168036140770807	0.295155138486117	0.279672811624736	0.224784681395382	0.0218955788621098	0.371506024670446	0.486861260380245	0.412890520043951	0.0299448066900548	0.994435849819342	0.0237648001622949	0.00400577344799628	0.380390834021321	0.555259262916631	0.0118962920175195	0.0597976715819041	0.936284612346858	0.214621449127115
Shinella	0.0155317656191702	4.9145946739401e-06	0.00138239120269041	0.000374943967328615	0.290795938504419	0.0365681455312163	0.00110173575409102	0.00059871519810121	2.94016793168203e-05	0.00181343191554826	0.00234904091982681	0.000179116588092182	0.00181343191554826	5.64206509816855e-08	0.00417478638766571	3.21790259657274e-06	0.281843162514077	0.000109735338171724	0.273059897379955	0.579754799279412	4.28011558112778e-06	0.00398857681268207	0.462326120624514	4.27441771444782e-07	1.70628083552245e-05	0.363295114375383	0.208898183250939	0.027987612204855	0.0016294297517689	0.510266309871794	0.000679919907958634	0.0002620675462425	0.00040178888017887	0.000460298412542638	0.389522878396792	0	0.501867734922614	0.0168133184087857	0.151702066178414	0.0196774469308977	0.745220317249033	0.00104083834621246	0.0316170693100201	0.0299448066900548	0.0162476596606231	0.0766514660104878	0.00478248547614094	0.675462509921759	0.0102532049946585	0.0983868596707905	0.0597976715819041	0.00785120180703154	0.00385521790773612	0.000319897157499864
Pantoea	0.786326661978121	0.309208659898238	0.333170135915476	0.378910588269484	0.0134789952898069	0.639378272107459	0.180850799570501	0.264446347071011	0.486009775519929	0.290795938504419	0.566830730716329	0.962767575388697	0.10973047964744	0.510266309871794	0.646142698586307	0.701166768751069	0.260203249066505	0.962767575388697	0.76477988313521	0.516417623083982	0.859133376284092	0.573277290866	0.474095139944086	0.411225678209065	0.541361632626163	0.0217465796864236	0.216326971668755	0.547680584702937	0.822558868171151	0.264446347071011	0.43355523082632	0.171013148869103	0.146554291784015	0.468192284279852	0.0838307391247892	0.373664866717298	0	0.970848066675691	0.984681491176947	0.675462509921759	0.602955052452319	0.875294693832537	0.970848066675691	0.50724233304141	0.59283688112507	0.0870588590957592	0.303017508253253	0.170771975680164	0.517993250215516	0.740391818027408	0.345202919356798	0.827558749800366	0.735568108343633	0.291156385515505
Agromyces	0.000179116588092182	0.000430216119060645	0.0642713028440202	0.000818701045408342	0.844466903040607	0.00286506386532915	0.0184349895156923	0.0325371669917594	0.00181343191554826	0.000152775345373964	1.06611261857741e-05	4.28011558112778e-06	0.00436797854042077	0.000100739403001067	0.003007537803846	9.23718755277427e-05	0.0116467313805442	1.26271591843885e-06	0.000525730789939475	0.0210498248670677	7.06893364404458e-05	0.00059871519810121	0.0523285418908112	0.00059871519810121	0.000282012647046926	0.0658947203908874	0.0376328810248356	0.000349610950046986	5.18287251035083e-07	0.23168960494058	0.01300093934899	0.00116704244432829	4.85755334493471e-05	0.000243315331064655	0.180850799570501	0.00315573053211054	0.955327485542882	0	0.00457949951254156	0.124320398548663	0.172707404320709	5.10851071794644e-05	3.09035975516082e-06	0.224784681395382	0.0701822754081235	0.832533038217401	0.00251093273377094	0.403620362655126	0.245873185164815	0.00017172120944226	0.020292529477274	0.00251093273377094	0.151909314698811	0.0267067335111415
Sorangium	0.00103947461159762	0.0155317656191702	0.0297444194091824	0.00417478638766571	0.295335799471405	0.00499139592987034	0.0224611517681826	0.027987612204855	0.0523285418908112	0.00456834626692479	0.000869865321967388	0.00123550880078635	0.030654016087949	0.0271397758044596	0.00040178888017887	0.00964034773549731	0.0838307391247892	0.00259660313572526	0.00130725178033784	0.0642713028440202	0.00346996024341039	0.00040178888017887	0.00103947461159762	0.0335113521388893	0.0104068703955598	0.612592598367419	0.10506394931044	0.00223270171767582	0.00146104977384656	0.0398329676232378	0.0940176797007162	0.0658947203908874	0.000638246691161088	0.0409689559558362	0.1678153336374	0.0726918417890812	0.977655893023622	0.000460298412542638	0	0.198580560772609	0.241150457293273	0.0259428445729783	0.00124310931168237	0.417296916936174	0.0597976715819041	0.811467681046698	0.0251690854378627	0.512498357821295	0.658232698959173	0.0027509990979022	0.115204901928527	0.00914668367365871	0.380199810755372	0.291156385515505
Rhodanobacter	0.045759980280991	0.0376328810248356	0.0919126286128184	0.0139708299345223	0.208898183250939	0.0509616000523244	0.191057627345904	0.0335113521388893	0.000869865321967388	0.0104068703955598	0.10973047964744	0.00234904091982681	0.0224611517681826	0.0116467313805442	0.030654016087949	0.000193651643172682	0.0799888724598652	0.00456834626692479	0.260203249066505	0.309208659898238	0.000561238152431941	0.00259660313572526	0.184211882852102	0.00247028949220901	0.035526524116891	0.498067657323734	0.124606393508405	0.0387210488787062	0.00380915992772716	0.427914853142708	0.0595782421081178	0.146554291784015	0.0692319858533618	0.132548902627589	0.124606393508405	0.00398857681268207	0.560415506280904	0.0551444817999355	0.10506394931044	0	0.565446229511551	0.0362513285769308	0.100402036753142	0.192200973847654	0.228143363985846	0.52318254791105	0.0493805607467188	0.544521083363262	0.136077614081377	0.228143363985846	0.128994395105654	0.0196774469308977	0.00910073493330286	0.102350932760852
g__Gibberella	0.00118600282743473	0.242441109094123	0.336861950291674	0.019998793044316	0.553045534697774	0.0213587390791918	0.276200388773205	0.160438764787134	0.52156605724559	0.00978706499809257	0.218910407684102	0.317436565765908	0.0118225726450979	0.276200388773205	0.126203631616641	0.298685107559688	0.000121417688336387	0.200464962136089	0.00118600282743473	0.000355430234137609	0.546683554938101	0.0360322948935038	0.0105647507501604	0.215137021915795	0.700463543920136	0.749909074479335	0.000938731759509023	0.000884090691497345	0.242441109094123	0.0301725381035299	0.672697604491658	0.658960590822003	0.341822881918526	0.742783804453134	0.00463981229666647	0.645325901478661	0.478935869422829	0.0869428712319501	0.136990665572308	0.438085297281324	8.03458066078199e-119	0.3355904087689	0.169847838359811	0.480698889265284	0.455640249248539	0.989271796943056	0.0512378454621734	0.00158597454687852	0.668880409653889	0.158760790845584	0.0038720053439572	0.0463025132486289	0.788194650802657	0.203932318820263
Bradyrhizobium	0.00146104977384656	8.45969510148163e-05	0.0160814859673801	0.000638246691161088	0.625930150846739	0.00456834626692479	0.0297444194091824	0.00521447933995862	7.06893364404458e-05	0.000349610950046986	0.0002620675462425	4.79175684831827e-09	0.00417478638766571	1.521727012972e-05	0.00110173575409102	5.64206509816855e-08	0.045759980280991	1.18449054439957e-07	0.0059324373230873	0.10506394931044	1.49208187981271e-07	0.000460298412542638	0.0983311879496131	2.38916465310971e-06	6.44925588968109e-05	0.0692319858533618	0.107379242778117	0.00247028949220901	4.27441771444782e-07	0.422312981800965	0.00103947461159762	0.000869865321967388	2.64641407093272e-05	3.99231105590534e-05	0.247728666216701	4.40702791406345e-05	0.815282850275457	2.85894356790313e-07	0.0059324373230873	0.00964034773549731	0.215137021915795	0	0.000118231333908105	0.0835592218012768	0.0435244491824382	0.582169140393463	0.000465645609735888	0.620130321219518	0.0481055646525513	0.00724983323021421	0.028282654750661	0.000982200498394705	0.0214448116028055	0.0114681925285307
Solirubrobacter	0.000818701045408342	0.00363634895773983	0.112117908825948	0.00417478638766571	0.925607776019925	0.0092743376584506	0.0692319858533618	0.0658947203908874	0.000818701045408342	0.00123550880078635	1.26271591843885e-06	3.50590397951995e-07	0.0224611517681826	0.00103947461159762	0.00363634895773983	0.000109735338171724	0.0345076988320426	1.48935156613795e-06	0.00040178888017887	0.0345076988320426	7.73803618060897e-05	0.000100739403001067	0.0335113521388893	0.000869865321967388	0.000243315331064655	0.10973047964744	0.112117908825948	0.000869865321967388	1.18449054439957e-07	0.400295090711511	0.0064537880533827	0.00286506386532915	0.000140875554629218	0.000349610950046986	0.358171399916303	0.0079195205707627	0.955327485542882	1.44699118970741e-09	5.87601279992557e-05	0.0409689559558362	0.0849487411117371	1.26271591843885e-06	0	0.149087654145097	0.173772621711577	0.821982814512521	0.00541924856404425	0.555259262916631	0.176704800727436	3.10669011206555e-05	0.0435244491824382	0.00239915696331727	0.10572354184667	0.0718086547910918
Rudaibacter	0.98510295927032	0.140835721892622	0.155427040254569	0.605966363012461	0.829848583535362	0.750504450153402	0.260203249066505	0.264446347071011	0.0002620675462425	0.547680584702937	0.0387210488787062	0.0116467313805442	0.933030449053075	0.0580719248958362	0.439233876188868	0.0658947203908874	0.652933439953992	0.0726918417890812	0.673458997542294	0.405740688633927	0.0166463816496372	0.405740688633927	0.498067657323734	0.0626776221113285	8.45969510148163e-05	0.547680584702937	0.492020962904892	0.881213585700763	0.0523285418908112	0.592801081886075	3.28341878902788e-08	0.00456834626692479	0.045759980280991	0.000770053379280218	0.286298378658792	0.00730426276898994	0.378910588269484	0.124606393508405	0.290795938504419	0.100540179430096	0.351869443357398	0.0315848269163221	0.0709464396376372	0	0.68585911479247	0.0853037902367692	0.486861260380245	0.598321994104685	9.95227980548239e-05	0.162551016303804	0.994435849819342	0.538999113556508	0.0870332156888804	0.221561866035063
Bosea	0.000679919907958634	4.85755334493471e-05	2.77727033795856e-06	1.521727012972e-05	0.0345076988320426	0.000225698556484369	3.99231105590534e-05	2.31711655563698e-07	0.212591592370428	0.0002620675462425	0.0799888724598652	0.0595782421081178	0.000349610950046986	0.00171941119897264	3.6110599461333e-05	0.00730426276898994	0.0983311879496131	0.0197085659158017	0.0421293326577055	0.180850799570501	0.0100177746331803	0.0108078897524504	0.0297444194091824	0.00544554125241379	0.0781167127530595	0.771944851242543	0.00544554125241379	0.0197085659158017	0.0919126286128184	0.00123550880078635	0.333170135915476	0.0858010189515453	0.0064537880533827	0.164657973316417	0.00730426276898994	0.003007537803846	0.468192284279852	0.0247148017345798	0.0197085659158017	0.127215995315987	0.327065377576532	0.01253638966857	0.0878045742079767	0.573277290866	0	0.52318254791105	0.00785120180703154	0.195416615288648	0.756365875958383	0.34100252800964	0.0412702556666904	0.00755449817065484	0.305385687609162	0.0446130168173068
g__Cladosporium	0.79354244291606	0.0919126286128184	0.22010439650727	0.411225678209065	0.605966363012461	0.859133376284092	0.0878045742079767	0.247728666216701	0.135272639034476	0.492020962904892	0.0983311879496131	0.592801081886075	0.358171399916303	0.0551444817999355	0.750504450153402	0.268731899367844	0.646142698586307	0.309208659898238	0.701166768751069	0.599369052164823	0.486009775519929	0.389522878396792	0.338087647858881	0.0523285418908112	0.114541775611076	0.171013148869103	0.708151309718605	0.955327485542882	0.646142698586307	0.837151446108293	0.0940176797007162	0.0166463816496372	0.405740688633927	0.187614117874796	0.992551188788469	0.027987612204855	0.0335113521388893	0.757632908692156	0.729235337448989	0.39488908833634	0.985066315958208	0.456496928548754	0.743395026137277	0.0325371669917594	0.39488908833634	0	0.652493331836018	0.691358754259017	0.0656147109231413	0.713341331297642	0.658232698959173	0.6310962688622	0.124955133444701	0.0670951932047528
Lysobacter	8.31712531832754e-06	1.90947257374294e-05	0.00116704244432829	1.49208187981271e-07	0.0838307391247892	0.00103947461159762	0.00247028949220901	5.87601279992557e-05	0.00436797854042077	9.32988232363828e-08	0.00568479008886398	0.000303210145162489	7.50399890111985e-07	0.000100739403001067	5.87601279992557e-05	2.64641407093272e-05	0.00123550880078635	0.000152775345373964	0.00146104977384656	0.0217465796864236	0.000460298412542638	0.000152775345373964	0.00521447933995862	1.521727012972e-05	0.00568479008886398	0.201636943552964	0.003007537803846	1.06611261857741e-05	0.0016294297517689	0.035526524116891	0.0709464396376372	0.0104068703955598	2.64641407093272e-05	0.0092743376584506	0.00521447933995862	0.000492110824356531	0.187614117874796	0.000179116588092182	0.00568479008886398	0.0149969368546501	0.0157632060576827	1.20293791672691e-05	0.00059871519810121	0.358171399916303	0.00103947461159762	0.535075506276651	0	0.0670951932047528	0.32370899981819	0.0343381419966138	0.000465645609735888	9.95227980548239e-05	0.0738649597129918	0.0027509990979022
g__Pyrenochaetopsis	0.00568479008886398	0.135272639034476	0.0642713028440202	0.0112210900834503	0.0919126286128184	0.119499784613816	0.0409689559558362	0.0297444194091824	0.715157915429981	0.00363634895773983	0.522603153588037	0.786326661978121	0.00521447933995862	0.247728666216701	0.164657973316417	0.573277290866	0.000492110824356531	0.468192284279852	0.0658947203908874	0.00544554125241379	0.859133376284092	0.158463989982369	0.0642713028440202	0.286298378658792	0.743395026137277	0.632640608560034	2.64641407093272e-05	0.0155317656191702	0.873843532782525	0.00154335310856053	0.516417623083982	0.743395026137277	0.39488908833634	0.977655893023622	0.000374943967328615	0.560415506280904	0.0858010189515453	0.277430325791221	0.384196650761819	0.416749848551334	8.60351409711357e-05	0.498067657323734	0.427914853142708	0.474095139944086	0.102784346815144	0.579754799279412	0.0231938433767333	0	0.614786320451451	0.436842701330435	0.00589947917816691	0.104253063243029	0.864395377676989	0.136077614081377
