Promicromonospora	Phyllobacterium	Pseudomonas	Rhizobium	Flavobacterium	Sphingomonas	Variovorax	Pseudoxanthomonas	Streptomyces	Chryseobacterium	Lentzea	Nocardioides	Actinoplanes	Herbaspirillum	Mycobacterium	Kribbella	Massilia	Devosia	Microbacterium	Sphingopyxis	Stenotrophomonas	Mesorhizobium	Caulobacter	Aeromicrobium	Sorangium	Agromyces	Steroidobacter	Arthrobacter	Chondromyces	Umezawaea	Pantoea	Rhodanobacter	Shinella	Lysobacter	Solirubrobacter	Bosea	Glycomyces	Cellulomonas	Bradyrhizobium	Burkholderia	Rhodopseudomonas	Bacillus	Actinosynnema	Reyranella	Haliangium	g__Acremonium	g__Lachnella	g__Scytalidium	g__Magnaporthiopsis	g__Ophiosphaerella	g__Gibberella	g__Pyrenochaetopsis	g__Sarocladium	g__Mycosphaerella	g__Didymella	g__Bipolaris
Agromyces	0.0208151272535253	0.28940322484679	0.570156320815768	0.693238811728395	0.138959957160707	0.610344415645267	0.955374011815881	0.570156320815768	0.0579903181645727	0.735764859879812	0.160025642538896	0.000862968182899978	0.419753086419753	0.693238811728395	0.866526270675909	0.0280049391530719	0.0855588910126731	0.119529806138793	0.955374011815881	0.693238811728395	0.570156320815768	0.0855588910126731	0.651401495702482	0.0038503204637324	0.135734733424969	0	0.160025642538896	0.0625190436848857	0.135734733424969	0.583924207000872	0.955374011815881	0.900459293359297	0.792481427045816	0.673659049278275	0.0222573972064238	0.583924207000872	0.209384078745506	0.0885212851882095	0.417134937482782	0.86214658000047	0.750376677210764	0.259228722726075	1	0.951822830796759	0.135734733424969	0.385120643556256	0.0038503204637324	0.232935534650098	0.455644890737582	0.385120643556256	1	0.610344415645267	0.570156320815768	0.967761485066497	0.967761485066497	0.817491611258206
Steroidobacter	0.610344415645267	0.77888572605238	0.693238811728395	0.735764859879812	0.0709876543209876	0.385120643556256	0.492726245016957	0.866526270675909	0.0149026676862301	0.455644890737582	0.735764859879812	0.101733037454265	0.138959957160707	0.455644890737582	0.651401495702482	0.0465282322841672	0.28940322484679	0.0365527610528608	0.570156320815768	0.910849168519584	0.955374011815881	0.00026040002438725	0.0365527610528608	0.0280049391530719	0.366194151399936	0.442419591696345	0	0.187175911530876	0.259228722726075	0.135734733424969	0.232935534650098	0.951822830796759	0.234793344170654	0.209384078745506	0.391951032534517	0.7740442598996	0.836580812055786	0.209384078745506	0.00606757081482946	0.642375417977446	0.938653887925052	0.61315738849696	0.642375417977446	0.61315738849696	0.159154262521075	0.319888641228816	0.0280049391530719	0.101733037454265	0.530922861565801	0.419753086419753	0.610344415645267	0.822505430203611	0.866526270675909	0.642375417977446	0.69710669304468	0.750376677210764
Arthrobacter	0.0579903181645727	0.419753086419753	0.651401495702482	0.735764859879812	0.0855588910126731	0.735764859879812	0.910849168519584	0.735764859879812	0.0208151272535253	1	0.319888641228816	0.000862968182899978	0.260404767436885	0.77888572605238	0.651401495702482	0.0149026676862301	0.119529806138793	0.0709876543209876	0.651401495702482	0.651401495702482	0.910849168519584	0.0208151272535253	0.28940322484679	0.00200827550542945	0.0208151272535253	0.00200827550542945	0.0208151272535253	0	0.0885212851882095	0.417134937482782	0.530922861565801	0.967761485066497	0.52943033452252	0.28940322484679	0.0625190436848857	0.52943033452252	0.417134937482782	0.00606757081482946	0.209384078745506	0.836580812055786	0.792481427045816	0.503138854146027	0.883544535819056	0.918466893132046	0.0885212851882095	0.28940322484679	0.00200827550542945	0.260404767436885	0.570156320815768	0.455644890737582	0.955374011815881	0.570156320815768	0.610344415645267	0.900459293359297	0.883544535819056	0.900459293359297
Chondromyces	0.0579903181645727	0.385120643556256	0.77888572605238	1	0.28940322484679	0.955374011815881	1	0.77888572605238	0.00026040002438725	0.866526270675909	0.232935534650098	0.00200827550542945	0.0465282322841672	0.866526270675909	0.492726245016957	0.00026040002438725	0.138959957160707	0.0038503204637324	0.735764859879812	0.735764859879812	0.955374011815881	0.0465282322841672	0.455644890737582	0.00026040002438725	0.00026040002438725	0.0101755401234568	0.0465282322841672	0.0038503204637324	0	0.160025642538896	0.492726245016957	1	0.559613609285521	0.232935534650098	0.135734733424969	0.72608969823851	0.259228722726075	0.159154262521075	0.345091278433391	0.918466893132046	0.72608969823851	0.284057606808134	0.883544535819056	0.900459293359297	0.209384078745506	0.0855588910126731	0.0465282322841672	0.570156320815768	0.160025642538896	0.138959957160707	0.955374011815881	0.492726245016957	0.610344415645267	0.951822830796759	0.918466893132046	0.951822830796759
Umezawaea	0.955374011815881	0.822505430203611	0.28940322484679	0.319888641228816	0.232935534650098	0.160025642538896	0.866526270675909	1	0.0579903181645727	0.232935534650098	0.693238811728395	0.385120643556256	0.28940322484679	0.260404767436885	0.455644890737582	0.182720750539715	0.455644890737582	0.160025642538896	0.610344415645267	0.77888572605238	0.735764859879812	0.0101755401234568	0.138959957160707	0.0855588910126731	0.119529806138793	0.28940322484679	0.0101755401234568	0.138959957160707	0.442419591696345	0	0.455644890737582	0.7740442598996	0.366194151399936	0.0855588910126731	0.69710669304468	0.951822830796759	0.918466893132046	0.345091278433391	0.159154262521075	0.817491611258206	0.792481427045816	0.583924207000872	0.642375417977446	0.792481427045816	0.187175911530876	0.319888641228816	0.0579903181645727	0.101733037454265	0.319888641228816	0.0855588910126731	0.910849168519584	0.955374011815881	0.910849168519584	0.61315738849696	0.72608969823851	0.72608969823851
Pantoea	0.610344415645267	0.866526270675909	0.119529806138793	0.319888641228816	0.77888572605238	0.651401495702482	0.0855588910126731	0.0208151272535253	0.419753086419753	0.160025642538896	0.651401495702482	0.570156320815768	0.0579903181645727	0.160025642538896	0.119529806138793	0.570156320815768	1	0.419753086419753	0.385120643556256	0.119529806138793	0.610344415645267	0.570156320815768	0.20703125	0.900459293359297	0.918466893132046	0.967761485066497	0.52943033452252	0.7740442598996	0.750376677210764	0.72608969823851	0	0.31541353887849	0.503138854146027	0.673659049278275	0.900459293359297	0.72608969823851	0.883544535819056	0.792481427045816	0.673659049278275	0.503138854146027	0.817491611258206	0.918466893132046	0.52943033452252	0.442419591696345	0.951822830796759	0.0709876543209876	0.955374011815881	0.955374011815881	0.28940322484679	0.570156320815768	0.232935534650098	0.160025642538896	0.31541353887849	0.583924207000872	0.61315738849696	0.467200618249921
Rhodanobacter	0.735764859879812	0.351812553117565	0.0365527610528608	0.0280049391530719	1	0.610344415645267	0.492726245016957	0.0579903181645727	0.955374011815881	0.0208151272535253	1	0.822505430203611	0.530922861565801	0.232935534650098	0.0038503204637324	0.955374011815881	0.822505430203611	0.955374011815881	0.182720750539715	0.160025642538896	0.530922861565801	0.866526270675909	0.492726245016957	0.866526270675909	1	0.77888572605238	0.910849168519584	0.955374011815881	1	0.530922861565801	0.0709876543209876	0	0.385120643556256	0.822505430203611	0.651401495702482	0.642375417977446	0.910849168519584	0.938653887925052	0.951822830796759	0.77888572605238	0.284057606808134	0.86214658000047	0.467200618249921	0.61315738849696	0.967761485066497	0.260404767436885	0.866526270675909	0.866526270675909	0.351812553117565	0.182720750539715	0.651401495702482	0.0365527610528608	0.0101755401234568	0.417134937482782	0.467200618249921	0.442419591696345
Shinella	0.693238811728395	0.138959957160707	0.570156320815768	0.119529806138793	0.0280049391530719	0.866526270675909	0.530922861565801	0.492726245016957	0.119529806138793	0.0280049391530719	0.610344415645267	0.530922861565801	0.419753086419753	0.530922861565801	0.119529806138793	0.101733037454265	0.0579903181645727	0.0855588910126731	0.955374011815881	0.693238811728395	0.570156320815768	0.0365527610528608	0.00026040002438725	0.160025642538896	0.319888641228816	0.570156320815768	0.0365527610528608	0.232935534650098	0.260404767436885	0.101733037454265	0.20703125	0.673659049278275	0	0.260404767436885	0.570156320815768	0.366194151399936	0.822505430203611	0.559613609285521	0.259228722726075	0.77888572605238	0.467200618249921	0.883544535819056	0.417134937482782	0.159154262521075	0.391951032534517	0.77888572605238	0.20703125	0.28940322484679	0.955374011815881	0.385120643556256	0.570156320815768	0.77888572605238	0.735764859879812	0.187175911530876	0.284057606808134	0.284057606808134
Lysobacter	0.910849168519584	0.910849168519584	0.319888641228816	0.651401495702482	0.232935534650098	0.0709876543209876	0.101733037454265	0.492726245016957	0.101733037454265	0.651401495702482	0.455644890737582	0.28940322484679	0.101733037454265	0.0709876543209876	0.77888572605238	0.20703125	0.610344415645267	0.0709876543209876	0.735764859879812	0.455644890737582	0.260404767436885	0.0280049391530719	0.160025642538896	0.20703125	0.260404767436885	0.385120643556256	0.0280049391530719	0.583924207000872	0.52943033452252	0.345091278433391	0.385120643556256	0.918466893132046	0.559613609285521	0	0.52943033452252	0.967761485066497	0.750376677210764	0.673659049278275	0.159154262521075	0.234793344170654	0.836580812055786	0.345091278433391	0.69710669304468	0.559613609285521	0.503138854146027	0.351812553117565	0.232935534650098	0.0365527610528608	0.260404767436885	0.570156320815768	0.0709876543209876	0.693238811728395	0.77888572605238	0.7740442598996	0.792481427045816	0.559613609285521
Solirubrobacter	0.0149026676862301	0.419753086419753	0.570156320815768	0.530922861565801	0.138959957160707	0.610344415645267	0.651401495702482	0.822505430203611	0.0579903181645727	0.610344415645267	0.0709876543209876	3.31439602620011e-05	0.260404767436885	0.822505430203611	0.955374011815881	0.0280049391530719	0.138959957160707	0.0855588910126731	0.910849168519584	0.955374011815881	0.492726245016957	0.0855588910126731	0.570156320815768	0.0101755401234568	0.0280049391530719	0.00026040002438725	0.119529806138793	0.00200827550542945	0.0101755401234568	0.419753086419753	0.77888572605238	0.836580812055786	0.792481427045816	0.232935534650098	0	0.583924207000872	0.187175911530876	0.135734733424969	0.366194151399936	0.385120643556256	0.900459293359297	0.284057606808134	0.967761485066497	0.951822830796759	0.234793344170654	0.319888641228816	0.0149026676862301	0.232935534650098	0.455644890737582	0.651401495702482	0.651401495702482	0.693238811728395	0.651401495702482	0.951822830796759	0.967761485066497	0.86214658000047
Bosea	0.0709876543209876	0.00653001725471527	0.910849168519584	0.419753086419753	0.0365527610528608	0.822505430203611	0.530922861565801	0.419753086419753	0.610344415645267	0.260404767436885	0.101733037454265	0.319888641228816	1	0.822505430203611	0.138959957160707	0.28940322484679	0.0149026676862301	0.492726245016957	0.385120643556256	0.419753086419753	0.910849168519584	0.455644890737582	0.101733037454265	0.351812553117565	0.570156320815768	0.28940322484679	0.530922861565801	0.232935534650098	0.455644890737582	0.910849168519584	0.455644890737582	0.351812553117565	0.101733037454265	0.955374011815881	0.28940322484679	0	0.610344415645267	0.559613609285521	0.492726245016957	0.822505430203611	0.284057606808134	0.910849168519584	0.442419591696345	0.366194151399936	0.61315738849696	0.910849168519584	0.260404767436885	0.530922861565801	0.651401495702482	0.910849168519584	0.610344415645267	0.492726245016957	0.530922861565801	0.31541353887849	0.259228722726075	0.61315738849696
Glycomyces	0.0101755401234568	0.455644890737582	1	0.822505430203611	0.822505430203611	0.651401495702482	0.651401495702482	0.822505430203611	0.160025642538896	0.651401495702482	0.0465282322841672	0.0149026676862301	0.119529806138793	0.955374011815881	0.77888572605238	0.119529806138793	0.419753086419753	0.182720750539715	0.351812553117565	0.610344415645267	0.182720750539715	0.610344415645267	0.693238811728395	0.119529806138793	0.0465282322841672	0.0280049391530719	0.651401495702482	0.138959957160707	0.0465282322841672	0.822505430203611	0.735764859879812	0.951822830796759	0.918466893132046	0.492726245016957	0.0208151272535253	0.817491611258206	0	0.503138854146027	0.86214658000047	0.455644890737582	0.792481427045816	0.209384078745506	0.792481427045816	0.918466893132046	0.673659049278275	0.0709876543209876	0.319888641228816	0.77888572605238	0.0579903181645727	0.28940322484679	0.530922861565801	0.866526270675909	0.822505430203611	0.750376677210764	0.792481427045816	0.86214658000047
Cellulomonas	0.101733037454265	0.455644890737582	0.77888572605238	0.822505430203611	0.101733037454265	0.610344415645267	0.955374011815881	0.693238811728395	0.0465282322841672	0.910849168519584	0.530922861565801	0.00653001725471527	0.385120643556256	0.822505430203611	0.570156320815768	0.0465282322841672	0.160025642538896	0.160025642538896	0.610344415645267	0.570156320815768	0.866526270675909	0.0280049391530719	0.319888641228816	0.00653001725471527	0.0365527610528608	0.0038503204637324	0.0280049391530719	3.31439602620011e-05	0.0149026676862301	0.0855588910126731	0.570156320815768	0.866526270675909	0.260404767436885	0.385120643556256	0.0101755401234568	0.260404767436885	0.20703125	0	0.0365527610528608	0.735764859879812	0.750376677210764	0.28940322484679	0.817491611258206	0.967761485066497	0.0625190436848857	0.319888641228816	0.000862968182899978	0.232935534650098	0.610344415645267	0.385120643556256	0.77888572605238	0.651401495702482	0.693238811728395	0.86214658000047	0.836580812055786	0.883544535819056
Bradyrhizobium	0.651401495702482	0.735764859879812	0.735764859879812	0.77888572605238	0.0280049391530719	0.260404767436885	0.419753086419753	0.910849168519584	0.0365527610528608	0.530922861565801	0.651401495702482	0.119529806138793	0.260404767436885	0.419753086419753	0.866526270675909	0.0709876543209876	0.232935534650098	0.0579903181645727	0.651401495702482	0.955374011815881	0.822505430203611	3.31439602620011e-05	0.0280049391530719	0.0365527610528608	0.138959957160707	0.138959957160707	3.31439602620011e-05	0.0280049391530719	0.0855588910126731	0.0149026676862301	0.385120643556256	0.910849168519584	0.0465282322841672	0.0149026676862301	0.101733037454265	0.750376677210764	0.693238811728395	0.234793344170654	0	0.260404767436885	0.967761485066497	0.559613609285521	0.559613609285521	0.583924207000872	0.135734733424969	0.530922861565801	0.0149026676862301	0.0280049391530719	0.693238811728395	0.570156320815768	0.492726245016957	0.866526270675909	0.822505430203611	0.583924207000872	0.61315738849696	0.72608969823851
Burkholderia	0.735764859879812	0.77888572605238	0.160025642538896	0.822505430203611	0.492726245016957	0.0280049391530719	0.000862968182899978	0.0709876543209876	0.77888572605238	0.866526270675909	0.28940322484679	0.492726245016957	0.28940322484679	0.0280049391530719	0.735764859879812	0.910849168519584	0.910849168519584	0.651401495702482	0.119529806138793	0.0465282322841672	0.0208151272535253	0.455644890737582	0.419753086419753	0.910849168519584	1	0.693238811728395	0.351812553117565	0.651401495702482	0.822505430203611	0.610344415645267	0.20703125	0.900459293359297	0.900459293359297	0.0365527610528608	0.673659049278275	0.918466893132046	0.72608969823851	0.883544535819056	0.559613609285521	0	0.7740442598996	0.69710669304468	0.442419591696345	0.61315738849696	0.918466893132046	0.419753086419753	0.651401495702482	0.101733037454265	0.419753086419753	0.77888572605238	0.0038503204637324	0.101733037454265	0.160025642538896	0.750376677210764	0.642375417977446	0.583924207000872
Rhodopseudomonas	0.232935534650098	0.0038503204637324	0.570156320815768	0.0465282322841672	0.385120643556256	0.822505430203611	0.822505430203611	0.570156320815768	0.492726245016957	0.0465282322841672	0.455644890737582	0.693238811728395	0.822505430203611	1	0.0038503204637324	0.319888641228816	0.0579903181645727	0.492726245016957	0.419753086419753	0.610344415645267	0.910849168519584	0.735764859879812	0.385120643556256	0.385120643556256	0.319888641228816	0.492726245016957	0.866526270675909	0.570156320815768	0.455644890737582	0.570156320815768	0.610344415645267	0.0579903181645727	0.182720750539715	0.651401495702482	0.77888572605238	0.0579903181645727	0.570156320815768	0.492726245016957	0.955374011815881	0.530922861565801	0	0.693238811728395	0.750376677210764	0.583924207000872	0.69710669304468	0.651401495702482	0.530922861565801	1	0.610344415645267	0.0855588910126731	0.910849168519584	0.455644890737582	0.385120643556256	0.442419591696345	0.52943033452252	0.583924207000872
Bacillus	0.232935534650098	0.455644890737582	0.822505430203611	0.77888572605238	0.419753086419753	0.28940322484679	0.693238811728395	0.866526270675909	0.0579903181645727	0.955374011815881	0.138959957160707	0.0855588910126731	0.182720750539715	0.570156320815768	0.910849168519584	0.0579903181645727	0.232935534650098	0.0465282322841672	0.610344415645267	0.822505430203611	0.232935534650098	0.160025642538896	0.822505430203611	0.0465282322841672	0.0149026676862301	0.0465282322841672	0.319888641228816	0.20703125	0.0579903181645727	0.28940322484679	0.822505430203611	0.693238811728395	0.735764859879812	0.0855588910126731	0.0579903181645727	0.951822830796759	0.0280049391530719	0.583924207000872	0.260404767436885	0.419753086419753	0.86214658000047	0	0.883544535819056	0.918466893132046	0.417134937482782	0.28940322484679	0.160025642538896	0.20703125	0.0855588910126731	0.160025642538896	0.385120643556256	0.910849168519584	0.822505430203611	0.918466893132046	0.900459293359297	0.918466893132046
Actinosynnema	0.955374011815881	0.455644890737582	0.138959957160707	0.182720750539715	0.101733037454265	0.138959957160707	0.101733037454265	0.101733037454265	0.866526270675909	0.101733037454265	0.822505430203611	0.910849168519584	0.866526270675909	0.119529806138793	0.385120643556256	0.866526270675909	0.492726245016957	0.910849168519584	0.28940322484679	0.160025642538896	0.419753086419753	0.385120643556256	0.0365527610528608	0.955374011815881	0.651401495702482	1	0.351812553117565	0.735764859879812	0.735764859879812	0.351812553117565	0.232935534650098	0.182720750539715	0.138959957160707	0.419753086419753	0.955374011815881	0.160025642538896	0.570156320815768	0.610344415645267	0.260404767436885	0.160025642538896	0.492726245016957	0.735764859879812	0	0.31541353887849	0.7740442598996	0.822505430203611	0.455644890737582	0.0855588910126731	0.693238811728395	0.910849168519584	0.20703125	0.0579903181645727	0.101733037454265	0.0625190436848857	0.0222573972064238	0.0579903181645727
Reyranella	0.77888572605238	0.138959957160707	0.28940322484679	0.0579903181645727	0.101733037454265	0.693238811728395	0.0855588910126731	0.0709876543209876	0.530922861565801	0.0280049391530719	0.260404767436885	0.955374011815881	0.492726245016957	0.20703125	0.20703125	0.419753086419753	0.160025642538896	0.260404767436885	0.260404767436885	0.0855588910126731	0.910849168519584	0.319888641228816	0.00653001725471527	0.693238811728395	0.866526270675909	0.910849168519584	0.319888641228816	0.822505430203611	0.77888572605238	0.570156320815768	0.160025642538896	0.319888641228816	0.0149026676862301	0.260404767436885	0.910849168519584	0.101733037454265	0.822505430203611	0.955374011815881	0.28940322484679	0.319888641228816	0.28940322484679	0.822505430203611	0.0709876543209876	0	0.86214658000047	0.955374011815881	0.77888572605238	0.351812553117565	0.955374011815881	0.77888572605238	0.0709876543209876	0.20703125	0.232935534650098	0.0101755401234568	0.187175911530876	0.000862968182899978
Haliangium	0.28940322484679	0.319888641228816	0.866526270675909	0.822505430203611	0.0280049391530719	0.455644890737582	0.866526270675909	0.530922861565801	0.0280049391530719	0.651401495702482	0.610344415645267	0.0465282322841672	0.530922861565801	1	0.651401495702482	0.0280049391530719	0.0579903181645727	0.0855588910126731	0.530922861565801	0.492726245016957	0.955374011815881	0.00200827550542945	0.160025642538896	0.00200827550542945	0.0208151272535253	0.0101755401234568	0.0149026676862301	0.0038503204637324	0.0280049391530719	0.0208151272535253	0.910849168519584	0.955374011815881	0.119529806138793	0.20703125	0.0365527610528608	0.319888641228816	0.385120643556256	0.00200827550542945	0.0101755401234568	0.822505430203611	0.419753086419753	0.138959957160707	0.530922861565801	0.693238811728395	0	0.610344415645267	3.31439602620011e-05	0.0709876543209876	0.693238811728395	0.260404767436885	0.866526270675909	0.570156320815768	0.530922861565801	0.455644890737582	0.750376677210764	0.910849168519584
g__Acremonium	0.28940322484679	0.955374011815881	0.260404767436885	0.651401495702482	0.693238811728395	0.570156320815768	0.492726245016957	0.642375417977446	0.366194151399936	0.836580812055786	0.792481427045816	0.442419591696345	0.0625190436848857	0.642375417977446	0.583924207000872	0.52943033452252	0.951822830796759	0.467200618249921	0.792481427045816	0.750376677210764	0.61315738849696	0.792481427045816	1	0.583924207000872	0.417134937482782	0.673659049278275	0.61315738849696	0.583924207000872	0.345091278433391	0.61315738849696	0.31541353887849	0.559613609285521	0.900459293359297	0.642375417977446	0.61315738849696	0.951822830796759	0.31541353887849	0.61315738849696	0.7740442598996	0.69710669304468	0.836580812055786	0.583924207000872	0.918466893132046	0.967761485066497	0.817491611258206	0	0.86214658000047	0.938653887925052	0.0625190436848857	0.345091278433391	0.792481427045816	0.792481427045816	0.642375417977446	0.883544535819056	0.836580812055786	0.938653887925052
g__Lachnella	0.20703125	0.351812553117565	0.77888572605238	0.955374011815881	0.0208151272535253	0.385120643556256	1	0.792481427045816	0.31541353887849	0.938653887925052	0.750376677210764	0.209384078745506	0.836580812055786	0.967761485066497	0.918466893132046	0.284057606808134	0.31541353887849	0.442419591696345	0.836580812055786	0.792481427045816	0.900459293359297	0.115994100851137	0.503138854146027	0.115994100851137	0.259228722726075	0.0885212851882095	0.209384078745506	0.0625190436848857	0.259228722726075	0.284057606808134	0.967761485066497	0.938653887925052	0.503138854146027	0.52943033452252	0.159154262521075	0.559613609285521	0.61315738849696	0.0438291355998331	0.159154262521075	0.836580812055786	0.7740442598996	0.442419591696345	0.72608969823851	0.900459293359297	0.00606757081482946	0.693238811728395	0	0.259228722726075	0.918466893132046	0.72608969823851	0.967761485066497	0.836580812055786	0.792481427045816	0.750376677210764	0.72608969823851	0.967761485066497
g__Scytalidium	0.866526270675909	0.651401495702482	0.492726245016957	0.651401495702482	0.0280049391530719	0.0208151272535253	0.260404767436885	0.900459293359297	0.72608969823851	0.836580812055786	0.792481427045816	0.69710669304468	0.951822830796759	0.503138854146027	0.883544535819056	0.750376677210764	0.583924207000872	0.72608969823851	0.86214658000047	0.836580812055786	0.52943033452252	0.234793344170654	0.391951032534517	0.583924207000872	0.750376677210764	0.52943033452252	0.366194151399936	0.559613609285521	0.792481427045816	0.366194151399936	0.967761485066497	0.938653887925052	0.583924207000872	0.234793344170654	0.52943033452252	0.7740442598996	0.900459293359297	0.52943033452252	0.209384078745506	0.366194151399936	1	0.503138854146027	0.345091278433391	0.642375417977446	0.31541353887849	0.866526270675909	0.0465282322841672	0	0.967761485066497	0.938653887925052	0.52943033452252	0.792481427045816	0.918466893132046	0.467200618249921	0.417134937482782	0.642375417977446
g__Magnaporthiopsis	0.455644890737582	0.955374011815881	0.160025642538896	0.419753086419753	0.610344415645267	0.351812553117565	0.530922861565801	0.419753086419753	0.417134937482782	0.610344415645267	0.530922861565801	0.61315738849696	0.135734733424969	0.503138854146027	0.69710669304468	0.583924207000872	0.967761485066497	0.467200618249921	0.673659049278275	0.69710669304468	0.442419591696345	0.836580812055786	0.918466893132046	0.642375417977446	0.391951032534517	0.72608969823851	0.7740442598996	0.792481427045816	0.442419591696345	0.61315738849696	0.583924207000872	0.642375417977446	0.967761485066497	0.559613609285521	0.72608969823851	0.836580812055786	0.284057606808134	0.817491611258206	0.86214658000047	0.69710669304468	0.817491611258206	0.345091278433391	0.86214658000047	0.967761485066497	0.86214658000047	0.00200827550542945	0.822505430203611	0.955374011815881	0	0.209384078745506	0.69710669304468	0.750376677210764	0.642375417977446	0.86214658000047	0.792481427045816	0.86214658000047
g__Ophiosphaerella	0.570156320815768	0.351812553117565	0.260404767436885	0.101733037454265	0.910849168519584	0.610344415645267	0.735764859879812	0.866526270675909	0.0855588910126731	0.160025642538896	0.910849168519584	0.492726245016957	0.442419591696345	0.750376677210764	0.345091278433391	0.442419591696345	0.69710669304468	0.442419591696345	0.918466893132046	0.967761485066497	0.86214658000047	0.673659049278275	0.883544535819056	0.442419591696345	0.259228722726075	0.673659049278275	0.69710669304468	0.72608969823851	0.417134937482782	0.345091278433391	0.792481427045816	0.467200618249921	0.673659049278275	0.792481427045816	0.836580812055786	0.951822830796759	0.583924207000872	0.673659049278275	0.792481427045816	0.900459293359297	0.345091278433391	0.442419591696345	0.951822830796759	0.900459293359297	0.559613609285521	0.0855588910126731	0.455644890737582	0.866526270675909	0.0280049391530719	0	0.910849168519584	0.900459293359297	0.817491611258206	0.883544535819056	1	0.7740442598996
g__Gibberella	0.735764859879812	0.735764859879812	0.138959957160707	0.385120643556256	0.492726245016957	0.138959957160707	0.00026040002438725	0.0208151272535253	0.918466893132046	0.492726245016957	0.119529806138793	0.77888572605238	0.583924207000872	0.209384078745506	0.967761485066497	0.918466893132046	0.900459293359297	0.750376677210764	0.209384078745506	0.0885212851882095	0.31541353887849	0.836580812055786	0.61315738849696	0.967761485066497	0.967761485066497	1	0.817491611258206	0.967761485066497	0.967761485066497	0.951822830796759	0.52943033452252	0.836580812055786	0.792481427045816	0.31541353887849	0.836580812055786	0.817491611258206	0.7740442598996	0.900459293359297	0.750376677210764	0.0885212851882095	0.951822830796759	0.673659049278275	0.503138854146027	0.31541353887849	0.938653887925052	0.570156320815768	0.955374011815881	0.232935534650098	0.419753086419753	0.951822830796759	0	0.284057606808134	0.366194151399936	0.61315738849696	0.559613609285521	0.284057606808134
g__Pyrenochaetopsis	0.910849168519584	0.610344415645267	0.0101755401234568	0.101733037454265	0.910849168519584	0.138959957160707	0.0365527610528608	0.00200827550542945	0.530922861565801	0.160025642538896	0.570156320815768	0.651401495702482	0.735764859879812	0.0280049391530719	0.28940322484679	0.492726245016957	0.910849168519584	0.651401495702482	0.0038503204637324	0.00200827550542945	0.0579903181645727	0.693238811728395	0.792481427045816	0.69710669304468	0.750376677210764	0.817491611258206	0.918466893132046	0.792481427045816	0.750376677210764	0.967761485066497	0.442419591696345	0.234793344170654	0.900459293359297	0.86214658000047	0.86214658000047	0.750376677210764	0.938653887925052	0.836580812055786	0.938653887925052	0.366194151399936	0.72608969823851	0.951822830796759	0.284057606808134	0.503138854146027	0.792481427045816	0.570156320815768	0.651401495702482	0.570156320815768	0.492726245016957	0.77888572605238	0.0579903181645727	0	0.00606757081482946	0.417134937482782	0.366194151399936	0.31541353887849
g__Sarocladium	0.866526270675909	0.651401495702482	0.00653001725471527	0.0855588910126731	0.910849168519584	0.232935534650098	0.0579903181645727	0.000862968182899978	0.651401495702482	0.119529806138793	0.651401495702482	0.693238811728395	0.530922861565801	0.0365527610528608	0.160025642538896	0.570156320815768	0.822505430203611	0.735764859879812	0.0101755401234568	0.0038503204637324	0.101733037454265	0.651401495702482	0.610344415645267	0.72608969823851	0.792481427045816	0.792481427045816	0.938653887925052	0.817491611258206	0.817491611258206	0.951822830796759	0.0709876543209876	0.135734733424969	0.883544535819056	0.900459293359297	0.836580812055786	0.7740442598996	0.918466893132046	0.86214658000047	0.918466893132046	0.442419591696345	0.673659049278275	0.918466893132046	0.366194151399936	0.52943033452252	0.7740442598996	0.351812553117565	0.570156320815768	0.822505430203611	0.351812553117565	0.610344415645267	0.101733037454265	3.31439602620011e-05	0	0.467200618249921	0.442419591696345	0.345091278433391
g__Mycosphaerella	1	0.138959957160707	0.20703125	0.0365527610528608	0.0579903181645727	0.419753086419753	0.260404767436885	0.160025642538896	0.866526270675909	0.0101755401234568	0.735764859879812	0.822505430203611	0.910849168519584	0.232935534650098	0.138959957160707	0.77888572605238	0.182720750539715	0.735764859879812	0.385120643556256	0.232935534650098	0.866526270675909	0.319888641228816	0.00653001725471527	0.822505430203611	0.910849168519584	0.955374011815881	0.351812553117565	0.77888572605238	0.910849168519584	0.319888641228816	0.28940322484679	0.138959957160707	0.0208151272535253	0.530922861565801	0.910849168519584	0.0709876543209876	0.492726245016957	0.693238811728395	0.28940322484679	0.492726245016957	0.160025642538896	0.822505430203611	0.00200827550542945	0.135734733424969	0.72608969823851	0.735764859879812	0.492726245016957	0.182720750539715	0.693238811728395	0.735764859879812	0.319888641228816	0.138959957160707	0.182720750539715	0	0.00606757081482946	0.0101755401234568
