TAD1	TAD2	TAD3	TAD4	TAD5	TAD6	TAD7	TAD8	TAD9	TAD10	TAH1	TAH2	TAH3	TAH4	TAH5	TAH6	TAH7	TAH8	TAH9	TAH10	TABS1	TABS2	TABS3	TABS4	TABS5	TAE0BS1	TAE0BS2	TAE0BS3	TAE0BS4	TAE0BS5	TAE0D1	TAE0D4	TAE0D5	TAE0D7	TAE0D9	TAE0H6	TAE0H7	TAE0H8	TAE0H9	TAE0H10
OTU_57	0	2	48	2	8	1	1	5	24	67	17	23	0	1	0	0	0	0	0	3	1874	285	43	74	21	2008	354	44	99	17	0	3	10	1	39	0	3	0	0	1
OTU_812	0	0	0	0	0	0	0	0	0	0	0	1	2	0	8	0	0	15	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	27	2
OTU_313	0	0	0	1	0	0	0	0	0	1	45	19	0	0	1	0	7	0	0	33	38	0	38	19	45	42	0	37	20	49	0	2	0	0	0	0	6	0	0	41
OTU_40	0	58	19	3	125	1	8	13	3	17	2208	2265	416	167	718	656	12	336	267	159	159	141	24	1554	66	166	188	32	1706	71	6	6	196	7	5	1083	15	418	587	219
OTU_374	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	1	0	0	0	4	5	13	3	50	3	8	19	3	72	0	0	0	0	0	0	0	0	0	1
OTU_563	0	0	0	0	0	0	0	0	0	0	7	0	0	0	13	0	0	0	29	0	4	0	0	9	0	7	0	0	6	0	0	0	0	0	0	0	1	0	14	0
OTU_71	0	0	0	1	0	0	1	0	1	0	60	5	0	0	1	0	3	0	1	338	97	160	330	191	344	105	189	456	249	461	0	0	3	0	2	0	1	0	0	412
OTU_177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	43	26	46	49	128	47	30	64	42	144	6	0	0	0	0	0	3	0	0	2
OTU_109	0	0	0	0	0	0	0	0	0	0	68	177	13	99	0	0	561	0	0	142	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	757	2	0	191
OTU_74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3622	0	0	0
OTU_132	0	0	0	0	3	0	0	0	0	0	19	1120	0	0	1	0	0	45	0	0	13	0	0	13	19	6	0	0	6	25	7	0	0	0	0	0	3	34	0	0
OTU_272	0	0	0	2	0	0	1	4	0	0	4	0	0	0	0	0	2	0	0	0	1	20	6	16	27	3	37	8	8	36	0	2	10	3	1	0	0	0	0	2
OTU_282	0	2	0	5	0	0	2	1	0	0	7	9	0	0	0	1	3	0	0	5	57	11	18	55	39	49	10	25	47	77	0	10	0	1	2	2	6	0	5	11
OTU_193	0	0	0	0	0	0	0	1	7	6	0	0	0	0	0	0	0	0	0	0	41	165	1	527	5	52	199	3	590	2	0	0	0	0	19	0	0	0	0	0
OTU_85	0	1	1	0	0	0	0	2	156	0	0	0	0	0	0	1	0	0	0	6	198	126	321	232	565	197	168	347	257	656	0	0	0	1	218	1	3	1	0	2
OTU_275	0	1	0	0	3	0	0	0	1	12	0	0	0	5	0	0	0	0	0	2	31	17	24	10	12	39	13	32	3	25	0	0	0	0	8	0	0	0	0	1
OTU_119	0	3	3	2	3	0	0	0	0	2	1	7	1	0	1	11	3	7	0	6	90	25	187	42	57	116	50	257	56	85	0	4	10	0	1	68	2	11	2	5
OTU_249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	22	4	24	15	61	21	4	44	19	56	0	0	0	0	0	0	0	0	0	0
OTU_772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	1	0	3	17	0	7	0	0	0	0	0	0	0	0	0	0	0	0
OTU_765	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0
OTU_192	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	5	0	0	23	3	117	200	21	31	1	143	201	45	0	0	0	0	0	0	0	2	0	1
OTU_95	0	0	0	0	0	0	0	0	0	0	0	0	37	3	867	6	0	70	677	2	0	9	13	8	59	0	4	8	24	71	0	0	0	0	0	11	0	62	1494	0
OTU_233	0	1	0	3	1	0	0	0	0	0	2	0	0	0	0	0	0	6	0	0	14	7	54	40	11	15	13	80	48	10	0	2	0	0	0	0	0	8	0	1
OTU_656	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0
OTU_210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	62	102	0	12	0	66	123	2	0	0	0	0	0	0	0	0	0	0
OTU_29	0	4	5	4	0	31	0	0	16	115	33	1817	4154	83	26	1	0	686	62	2	0	1	8	234	0	0	4	9	286	2	0	1	4	1	36	0	0	707	119	0
OTU_1039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	3	0	0	2	22	0	0	0	0	0	0	0	0	0	0	0	0
OTU_80	0	0	0	1	0	0	0	0	2	0	2	2	0	0	0	4	0	0	0	2	55	39	466	118	424	53	44	568	139	515	0	1	0	0	0	5	0	0	0	11
OTU_48	0	1	2	3	275	0	2	10	2	107	54	7	1	3	311	65	2	0	43	60	299	434	432	562	618	321	472	578	574	754	3	0	383	4	1	103	4	3	53	70
OTU_742	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	5	0	3	0	0	18	0	0	0	0	0	1	0	0	0	1	2
OTU_75	0	0	0	0	0	0	0	0	0	0	46	0	2	8	1	113	0	75	18	12	350	162	254	104	92	414	228	381	127	129	0	0	0	0	0	176	2	97	28	32
OTU_529	0	1	123	11	0	344	5	102	172	1	0	1	0	6	2	0	0	0	0	3	8	1	1	12	1	17	0	7	13	2	0	13	5	2	296	0	0	0	0	8
OTU_513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	73	0	0	6	0	75	0	5	0	0	0	0	0	0	0	0	0	0
OTU_66	0	18	1	0	10	6	2	4	32	12	6	7	0	0	0	0	2	0	0	0	1026	388	104	86	133	1105	461	117	102	130	0	1	10	3	46	0	5	1	0	0
OTU_586	0	0	0	0	0	0	0	0	2	0	3	0	0	0	1	13	1	0	0	0	18	0	0	20	3	12	4	0	22	1	0	0	0	0	8	26	0	8	0	0
OTU_123	0	0	1	1	0	86	0	0	1	20	49	6	0	21	1	4	0	11	1	14	142	198	101	150	31	161	236	128	166	40	0	3	0	0	4	2	5	11	0	12
OTU_154	0	0	0	0	0	0	0	0	0	0	1	0	0	2	4	183	0	0	0	183	26	30	8	259	0	23	40	4	338	0	0	0	0	0	0	355	0	0	0	281
OTU_87	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1858	16	0	0	173	0	0	6	3	1	0	0	3	3	1	1	0	0	0	0	0	0	0	0	278	0
OTU_145	0	2	3	7	0	0	1	3	0	5	0	18	1	4	32	12	0	4	144	9	1	110	141	3	0	1	89	189	4	0	0	9	5	0	0	32	1	7	224	10
OTU_251	0	0	0	3	1	0	0	1	0	0	0	0	0	0	3	0	0	0	3	2	24	7	28	16	10	38	6	40	26	20	0	0	1	0	2	0	0	0	0	2
OTU_578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	8	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10
OTU_345	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	10	4	45	52	0	16	6	55	84	0	0	0	0	0	0	0	1	0	0
OTU_90	0	0	0	4	0	0	0	0	0	1	4	5	5	177	6	6	11	16	0	10	115	58	267	138	284	133	66	328	176	294	1	2	0	0	7	2	3	11	0	12
OTU_52	0	4	6	7	5	2	3	5	5	4	11	15	0	0	5	7	6	11	2	10	596	273	774	362	656	668	282	896	441	823	4	11	6	4	3	37	9	6	6	8
OTU_194	0	0	67	0	52	0	2	4	0	7	7	203	4	19	18	25	4	153	30	65	68	4	0	1	0	78	4	8	1	1	0	0	58	2	0	79	0	187	82	50
OTU_102	0	5	203	0	0	0	0	0	6	0	1	28	30	26	23	167	0	162	19	138	10	15	24	10	5	6	20	17	8	9	0	0	0	0	1	411	0	254	61	182
OTU_227	0	0	0	0	0	0	13	173	0	0	24	4	0	0	0	0	0	0	0	0	0	3	1	0	28	0	2	2	0	29	0	0	0	8	0	0	0	0	0	0
OTU_128	0	0	2	2	0	0	0	0	0	0	2	17	34	267	2	469	0	0	1	59	0	27	0	28	0	1	34	1	46	0	0	3	0	0	0	859	1	1	0	71
OTU_98	0	16	6	12	5	0	34	3	2	0	5	95	2	26	74	86	0	279	83	89	37	115	34	19	7	47	142	33	23	9	0	22	5	49	3	92	0	304	193	90
OTU_91	0	1	1	0	0	0	0	1	0	0	0	22	4	6	62	13	2	14	27	21	55	61	481	39	124	73	61	579	50	145	0	0	0	0	0	17	3	20	81	22
OTU_97	0	2	2	0	0	3	0	3	0	0	8	1	0	0	0	1	8	0	0	71	248	247	121	33	125	227	247	159	55	164	0	0	0	0	0	0	9	0	2	70
OTU_207	0	0	0	0	0	0	0	0	0	0	4	132	0	0	0	4	0	74	0	3	7	6	5	16	19	1	11	17	8	18	0	0	0	0	0	2	0	74	0	4
OTU_173	0	0	0	114	0	0	0	0	0	0	0	71	5	8	2	133	0	11	0	93	0	5	105	0	0	0	0	177	0	0	0	115	0	0	0	256	0	9	0	93
OTU_283	0	1	0	0	0	0	0	0	0	1	4	11	0	0	83	5	0	15	24	1	8	4	14	2	4	8	3	17	1	6	0	0	0	0	0	8	1	13	15	3
OTU_245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	124	20	2	23	9	123	17	7	19	0	0	0	0	0	0	0	0	0	0
OTU_613	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0
OTU_201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	75	18	100	4	3	119	19	101	6	0	0	0	0	0	4	0	0	0	0
OTU_101	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	30	0	0	0	169	35	33	9	548	2	27	49	11	678	1	0	0	0	0	0	86	1	0	0	238
OTU_329	0	0	0	0	0	0	0	0	0	0	3	41	0	40	16	37	0	46	35	9	0	1	2	0	0	0	2	2	0	1	0	0	3	0	0	10	0	49	122	9
OTU_161	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	7	0	22	1	10	40	313	9	2	14	39	277	5	0	0	0	0	0	0	0	13	0	11
OTU_350	0	0	0	0	0	0	0	0	0	0	4	1	0	7	0	53	0	9	1	13	0	1	6	0	14	0	1	6	1	7	0	0	0	0	0	61	0	13	0	14
OTU_426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	43	0	1	0	0	45	0	2	0	0	0	0	0	0	0	0	0	0	3
OTU_73	0	2872	3	0	0	3539	0	0	26	34	13	55	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	6	1
OTU_54	0	2	0	0	0	31	0	0	0	0	3	1	45	203	2460	928	0	0	2291	78	0	45	0	1	0	0	36	1	5	0	0	0	0	0	1	1369	0	0	3853	92
OTU_105	0	0	2	1	0	0	0	0	0	104	10	474	0	2	6	77	5	39	139	227	0	5	0	2	2	4	9	8	2	6	0	0	0	2	1	181	20	70	358	313
OTU_212	0	0	1	1	0	1	1	1	0	0	2	118	0	0	0	0	0	5	0	0	5	7	5	5	92	7	12	6	5	139	0	1	0	1	0	0	4	4	0	0
OTU_204	0	0	580	0	0	0	0	0	95	0	0	24	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	5	0	60	7	1
OTU_120	0	15	163	71	206	4	33	47	38	11	18	1	1	2	42	12	2	2	100	9	10	13	1	317	2	12	3	3	289	0	1	128	359	35	54	16	0	4	210	4
OTU_978	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	7	0	0	0	0	1	11	0	16	1	2	4	2	12	1	0	0	0	0	0	15	0	0	0	2
OTU_107	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	551	0	0	0	0	739	0	0	0	0	0	0	0	0	3	0	0
OTU_118	0	0	4	1	0	0	0	0	0	0	2	2	0	0	5	710	0	1	5	62	22	36	51	32	77	45	47	56	44	49	0	5	0	0	5	1105	0	4	4	86
OTU_234	0	0	0	1	0	0	0	1	0	0	0	1	1	0	6	7	0	5	54	0	3	10	79	21	8	2	3	84	21	8	0	0	0	0	0	10	0	9	140	3
OTU_269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24	0	0	21	0	0	0	8	97	4	0	0	2	76	6	0	0	0	0	0	44	0	0	41	0
OTU_440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	57	0	12	0	0	52	0	0	0	0	0	0	0	0	0	0	0
OTU_558	0	0	0	0	0	0	1	0	1	0	2	0	0	0	1	1	0	1	0	1	2	4	1	14	1	3	3	0	22	2	0	2	0	1	1	0	0	0	1	2
OTU_278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	58	12	6	26	19	67	8	3	24	0	0	0	0	0	0	0	0	0	0
OTU_59	0	1	1	1	0	1	0	0	3	2	5	5	0	1	0	8	4	4	1	4	1341	313	117	45	199	1316	334	139	36	272	0	1	0	0	3	20	1	7	0	4
OTU_491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	36	1	0	0	0	54	0	0	0	0	0	0	0	0	0	0
OTU_191	0	2	0	15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	7	143	14	8	17	4	181	35	22	11	0	9	0	0	0	0	1	0	0	0
OTU_106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	6	485	78	94	14	6	602	79	83	25	0	0	0	0	0	1	0	1	0	0
OTU_1120	0	0	0	0	0	0	0	0	0	0	0	0	0	5	936	4	0	0	140	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	1
OTU_190	0	0	0	1	0	0	0	0	1	0	0	1	101	0	90	1	10	0	68	0	0	0	129	0	1	8	0	157	0	0	0	2	0	0	2	0	20	1	235	0
OTU_197	0	5	0	6	0	0	2	7	2	68	5	0	1	1	0	0	5	0	0	5	2	66	7	6	29	10	103	14	6	35	0	13	0	1	4	0	8	0	0	1
OTU_933	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	2	5	8	8	4	3	3	6	5	6	0	0	0	0	0	0	0	0	0	1
OTU_306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	19	35	9	3	0	26	47	16	0	0	0	0	0	0	0	0	0	0
OTU_160	0	0	7	0	0	0	0	0	0	0	0	1	0	0	3	16	8	0	6	1	55	82	77	26	32	64	128	80	29	46	0	0	0	0	0	20	0	0	3	6
OTU_429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_304	0	1	0	6	0	0	0	7	1	8	1	0	0	0	0	0	49	0	0	0	23	0	0	0	0	19	0	2	0	1	0	4	0	0	1	0	75	0	0	0
OTU_356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	43	11	16	1	11	71	28	13	0	0	0	0	0	0	1	0	0	0
OTU_185	0	0	3	1	0	0	0	0	1	0	0	4	0	0	0	0	1	0	0	0	24	2	47	6	162	34	5	45	8	224	0	0	0	0	0	0	0	0	0	0
OTU_215	0	0	0	0	0	0	3	2	1	0	1	0	0	0	0	0	0	0	0	10	105	52	24	0	0	126	60	32	0	0	0	0	0	9	1	0	0	0	0	11
OTU_936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	1	0	0	10	5	2	0	0	0	0	0	0	0	0	0	0
OTU_94	0	1	2	7	0	0	0	16	3	28	148	164	0	0	0	0	271	1	0	0	0	0	3	25	435	0	1	0	30	566	0	18	3	0	6	0	449	3	0	0
OTU_195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	6	32	171	70	24	6	47	193	61	0	0	0	0	0	0	0	0	0	1
OTU_84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1089	0	0	0	0	1179	0	0	0	0	0	0	0	0	0	0	0
OTU_189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	165	1	5	11	4	191	0	12	10	0	0	0	0	0	0	0	0	0	0
OTU_391	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	3	0	7	16	42	17	16	7	18	58	15	18	0	0	0	0	0	4	0	1	0	1
OTU_224	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	9	0	0	2	29	2	60	4	47	37	9	91	4	66	0	0	0	0	0	0	10	0	0	6
OTU_866	0	0	0	0	0	0	1	0	0	0	2	4	0	0	0	4	0	9	3	0	0	0	0	1	0	2	0	3	0	2	0	0	0	3	0	9	0	14	5	0
OTU_115	0	0	0	0	0	0	3	9	0	0	9	85	33	248	43	55	0	394	45	33	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	55	0	482	78	31
OTU_137	0	0	0	8	17	0	0	0	0	0	9	5	0	0	0	0	1	0	2	1	39	119	150	67	91	55	124	174	68	93	0	1	5	0	0	1	0	0	0	2
OTU_139	0	0	0	0	0	0	0	0	1	0	1	23	0	0	0	0	1	476	0	0	0	0	0	19	0	0	0	0	40	0	0	0	0	0	0	0	0	660	0	3
OTU_104	0	0	0	0	6	0	0	0	1	12	0	0	0	1	0	0	0	7	0	0	128	65	208	44	250	85	66	234	65	357	0	0	5	0	1	0	0	6	1	5
OTU_142	0	4	0	1	0	0	2	3	0	3	0	0	0	0	0	0	4	0	0	1	67	48	164	38	118	74	41	191	53	221	0	0	2	5	0	1	2	0	0	1
OTU_264	0	0	0	0	0	0	0	110	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	46	0	0	0	0	0
OTU_117	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525	0	11	1	0	6	2	14	1	1	1	1	20	0	0	0	0	0	0	0	623	0	10
OTU_925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	15	15	8	1	0	5	5	16	0	0	0	0	0	0	0	0	0	0
OTU_153	0	1	0	0	1	0	0	0	0	0	0	5	0	6	24	1	2	223	25	6	15	14	34	26	0	16	5	43	26	13	2	5	5	0	0	3	0	246	43	0
OTU_801	0	0	0	0	22	0	17	0	0	0	3	8	480	1369	14	3	15	14	0	47	2	0	0	10	2	1	0	1	6	4	0	0	28	27	0	5	21	20	0	50
OTU_148	0	1	5	2	1	0	0	13	10	0	0	0	6	1	35	3	0	2	5	14	7	40	185	24	55	17	37	206	36	82	0	0	0	0	11	8	3	9	26	10
OTU_627	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	18	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	17	7	2
OTU_116	0	0	1	4	0	1	0	0	13	0	3	1	0	0	0	0	4	2	0	2	162	59	29	69	235	178	62	50	77	298	0	1	1	0	8	0	9	0	7	0
OTU_131	0	1	0	5	3	0	4	10	0	10	472	1	0	0	0	0	8	4	0	1	38	31	133	75	98	25	38	135	64	86	1	13	7	2	4	0	6	1	0	0
OTU_288	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	2	0	0	0	6	12	30	56	28	34	13	23	76	38	43	0	0	0	0	0	0	0	0	0	5
OTU_220	0	2	0	0	43	0	2	2	0	2	3	21	0	0	0	0	1	4	0	3	7	4	17	14	82	4	11	19	20	99	0	0	101	7	0	0	4	0	0	6
OTU_72	0	0	0	0	1	0	0	0	22	0	0	0	0	0	0	0	0	0	0	2	73	61	902	131	169	61	78	1083	178	207	0	0	0	0	26	0	0	0	0	7
OTU_124	0	0	0	0	0	0	0	0	0	0	35	1051	0	0	0	0	496	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	639	0	0	1
OTU_228	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	1	1	0	1	9	12	51	19	43	8	27	81	23	48	2	2	5	0	0	0	0	1	2	2
OTU_321	0	0	0	0	0	0	0	0	0	0	1	32	0	4	0	0	0	168	4	3	1	2	1	0	1	0	2	3	2	1	0	0	0	0	0	2	0	174	12	3
OTU_257	0	0	0	0	0	0	0	0	0	0	0	0	0	3	17	1	0	0	0	0	0	12	85	0	0	0	13	104	0	0	0	0	0	0	0	0	0	0	0	0
OTU_136	0	0	0	0	1	0	0	0	0	0	0	5	0	5	1	1	0	2	5	0	4	7	391	12	0	5	8	473	11	0	0	0	0	0	0	4	0	2	4	0
OTU_211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	5	50	32	59	87	4	49	47	66	0	0	0	0	0	0	0	0	0	0
OTU_589	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	24	0	17	5	11	27	1	30	11	0	0	0	0	0	0	0	0	0	0	0
OTU_287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	6	0	3	9	13	6	69	30	14	11	8	54	45	0	0	2	1	0	4	0	2	0	0
OTU_280	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	13	26	34	3	2	20	49	42	1	0	0	0	0	0	0	0	0	0	0
OTU_205	0	0	0	0	0	0	0	0	0	0	7	492	0	1	0	0	0	95	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0
OTU_241	0	0	0	0	0	0	0	1	0	4	3	81	1	0	0	0	0	21	4	0	1	0	0	0	63	0	0	0	1	89	0	0	0	0	0	2	0	27	17	0
OTU_590	0	10	2	6	0	0	3	2	19	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	0	0	0	0	12	0	3	29	5	0	0	8	6
OTU_295	0	0	0	0	0	1	0	0	0	0	0	0	0	0	315	2	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	185	0
OTU_556	0	0	0	0	0	0	1	0	0	17	2	0	1	1	0	8	0	0	3	0	1	5	2	3	1	1	10	3	2	4	3	0	1	0	0	4	2	0	0	1
OTU_441	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	38	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0
OTU_604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	15	0	3	7	0	19	0	8	0	0	0	0	0	0	0	0	0	0
OTU_111	0	0	1	1	1	0	1	0	1	2	603	7	0	1	0	1	6	7	0	3	150	27	123	34	97	150	24	208	51	87	2	0	0	1	1	0	13	5	3	9
OTU_617	0	0	0	1	1	0	2	0	0	0	5	1	1	0	0	0	0	5	0	1	5	17	18	4	1	10	8	14	8	7	0	0	0	1	0	0	0	3	0	0
OTU_144	0	0	0	0	0	0	0	10	0	1	499	0	0	10	0	0	0	0	0	140	1	0	0	4	17	2	0	1	1	30	0	0	0	0	0	4	0	0	0	186
OTU_231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	45	0	28	10	126	27	18	28	7	140	33	27	0	0	0	0	0	0	0	0	74	0
OTU_1083	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13	14	89	62	12	4	15	107	68	7	0	0	0	0	0	0	0	2	0	1
OTU_340	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	28	29	6	35	10	15	55	16	45	0	0	0	0	0	0	0	0	0	0
OTU_575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	18	5	14	1	1	22	9	27	0	0	0	0	0	0	0	0	0	1
OTU_196	0	0	0	0	0	0	0	0	0	0	0	0	241	206	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0
OTU_240	0	5	0	17	0	0	2	1	0	0	0	3	0	0	0	0	0	0	0	0	16	5	42	23	52	13	4	75	30	54	0	17	0	4	0	0	0	4	0	0
OTU_427	0	2	0	13	1	0	5	5	0	0	1	2	2	2	4	1	0	9	3	0	3	8	16	14	1	5	14	9	21	2	0	16	2	6	0	6	0	6	2	4
OTU_159	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	13	138	189	7	13	7	177	233	8	16	0	0	0	0	0	0	0	0	0	0
OTU_347	0	0	0	0	0	0	0	0	0	0	1	184	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
OTU_332	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	4	1	41	14	11	0	2	52	6	9	5	0	0	0	0	0	0	0	0	5	0
OTU_182	0	0	2	1	0	0	1	2	1	0	0	5	0	0	3	0	0	0	1	10	24	117	11	46	38	37	118	1	53	19	1	0	0	0	5	2	2	0	3	4
OTU_595	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	2	3	22	4	6	6	5	62	2	12	0	0	0	0	0	0	0	1	0	0
OTU_375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	58	17	2	9	9	68	16	8	12	0	0	0	0	0	0	0	0	0	0
OTU_263	0	0	0	0	0	0	0	0	0	0	3	26	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	3	0
OTU_108	0	0	0	3	0	0	0	0	0	0	1	0	1	0	2	6	0	0	7	0	132	380	28	15	59	166	473	33	19	66	0	2	0	3	0	1	0	1	4	1
OTU_317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	65	0	4	4	1	72	1	4	0	0	0	0	0	0	0	0	0	0
OTU_596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	2	0	17	0	13	0	0	19	0	0	0	0	0	0	0	0	0	0
OTU_172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	1	1	1	0	440	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_188	0	0	0	0	2	0	0	0	0	0	0	0	0	1	150	2	1	0	20	0	1	1	11	2	109	2	3	7	0	156	0	1	3	0	0	0	3	0	24	1
OTU_410	0	0	2	1	0	0	9	16	0	1	0	11	0	0	0	0	4	0	0	2	11	2	0	11	2	11	3	0	9	1	0	1	1	6	1	0	5	0	1	6
OTU_178	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	54	164	66	136	127	69	222	88	157	197	0	3	0	0	0	0	0	0	0	2
OTU_158	0	1	1	0	2	5	0	2	0	2	0	1	0	0	0	0	3	0	0	0	116	4	44	51	74	159	4	42	65	90	0	5	0	0	0	0	2	0	0	0
OTU_1006	0	0	0	0	0	0	0	0	0	0	0	0	13	0	2	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	1
OTU_548	0	0	0	0	1	0	0	0	0	1	9	0	0	0	0	0	5	0	0	1	15	6	5	13	14	8	4	5	11	23	0	0	0	0	0	0	0	0	0	4
