Promicromonospora	Flavobacterium	Rhizobium	Sphingomonas	Chryseobacterium	Mycobacterium	Microbacterium	Lysobacter	Burkholderia	Bacillus	Amycolatopsis	Sphingobium	Luteimonas	Achromobacter	Microvirga	Novosphingobium	Kaistia	Chitinophaga	Hyphomicrobium	Iamia	Pseudorhodoferax	Dissulfuribacter	Nocardia	Methylophilus	Reyranella	Afipia	Rhizocola	Nonomuraea	Haloactinopolyspora	Panacagrimonas	Povalibacter	Pedomicrobium	Variibacter	Pedobacter	Chelativorans	Chelatococcus	Mucilaginibacter	g__Acremonium	g__Ophiosphaerella	g__Gibberella	g__Pyrenochaetopsis	g__Pseudogymnoascus	g__Didymella	g__Bipolaris
Pseudorhodoferax	0.155427040254569	0.0675481801337168	0.114541775611076	0.000980147711372141	0.0112210900834503	0.363295114375383	0.0190634654032002	0.0016294297517689	0.822558868171151	0.786326661978121	0.384196650761819	0.0172267385253585	0.00891949507827314	0.304542220005761	0.822558868171151	0.124606393508405	0.264446347071011	0.694025751836222	0.779127287251723	0.10506394931044	0	0.924049825605554	0.514710470451313	0.470496692073796	0.995503294433053	0.959907438438384	0.771424627617092	0.248385297806584	0.566762097922177	0.682745187096299	0.664239878514831	0.264014490756772	0.847636721470172	0.992650199359092	0.913887109836366	0.674700407232562	0.854317313208004	0.0858010189515453	0.498067657323734	0.151348527190611	0.0692319858533618	0.708151309718605	0.235635841277305	0.243655337594556
Dissulfuribacter	0.0120850762092863	0.715157915429981	0.560415506280904	0.0365681455312163	0.918190900918974	0.2560026072263	0.177530739680993	0.12203439858783	0.0134789952898069	0.000243315331064655	0.0642713028440202	0.903376844718889	0.955327485542882	0.171013148869103	0.01300093934899	0.17425156925857	0.933030449053075	0.0314620148619126	0.000923646534614136	0.480034401339913	0.822558868171151	0	0.175742377801932	0.843275570534338	0.178320680664281	0.500891672462632	0.0530010020185283	0.139419667078012	0.369378505983838	0.0525329564402234	0.0686122492313373	0.0977548261218752	0.0298454950125677	0.0366552126352216	0.0734533910287995	0.378989527489083	0.771424627617092	0.0120850762092863	0.129863425822574	0.00978706499809257	0.498067657323734	0.212591592370428	0.566830730716329	0.750504450153402
Nocardia	0.00154335310856053	0.844466903040607	0.020370586624519	0.0387210488787062	0.0325371669917594	0.155427040254569	0.00171941119897264	0.10506394931044	0.389522878396792	0.074468490732616	0.0898416849718557	0.035526524116891	0.0409689559558362	0.00330981324288434	0.605966363012461	0.000374943967328615	0.646142698586307	0.00414370529019217	0.243655337594556	0.161540912357608	0.239624406310444	0.030654016087949	0	0.045759980280991	0.0692319858533618	0.143043809317313	0.197560184113743	0.0692404507451876	0.544303357503293	0.327991493121895	0.197022293317256	0.0273722844780932	0.305368730864435	0.0258983032617422	0.906343984727165	0.38366697177221	0.928338102055133	2.94016793168203e-05	0.0595782421081178	0.00226838865850557	0.045759980280991	0.0658947203908874	0.977655893023622	0.277430325791221
Methylophilus	0.0642713028440202	0.962767575388697	0.0217465796864236	0.273059897379955	0.030654016087949	0.729235337448989	0.138034843968049	0.268731899367844	0.474095139944086	0.0611133713020348	0.0799888724598652	0.0325371669917594	0.0079195205707627	0.0059324373230873	0.343046653099585	0.0335113521388893	0.480034401339913	0.0296260451303669	0.888592867568345	0.304542220005761	0.201636943552964	0.666592049963725	0.216994619962196	0	0.599369052164823	0.184596431273543	0.50551074049353	0.401136636178279	0.673758737037941	0.862373980652812	0.234026338083856	0.249984484848824	0.990442203747588	0.370833055369949	0.88104386229828	0.465624647774757	0.947323842899044	0.030654016087949	0.00618869746669551	0.388327055337483	0.535075506276651	0.22010439650727	0.808021077411703	0.652933439953992
Reyranella	0.020370586624519	0.299917912095903	0.0335113521388893	0.290795938504419	0.0642713028440202	0.00701134569659579	0.260203249066505	0.0726918417890812	0.00891949507827314	0.00891949507827314	0.00730426276898994	0.343046653099585	0.0709464396376372	0.0523285418908112	0.338087647858881	0.161540912357608	0.114541775611076	0.00140736401689747	0.184211882852102	0.895980810455174	0.992551188788469	0.0315848269163221	0.270947169766429	0.802627644973487	0	0.083124201557579	0.0431541071487972	0.457193498567126	0.873739813210945	0.374654229264277	0.289810600874557	0.115790255509453	0.190086266490592	0.177063830636149	0.0977548261218752	0.0525329564402234	0.10846711680927	0.0398329676232378	0.00436797854042077	0.00655354581200485	0.268731899367844	0.0116467313805442	0.363295114375383	0.00672792962173472
Afipia	0.127215995315987	0.405740688633927	0.00116704244432829	0.353088659052	0.0365681455312163	0.161540912357608	0.389522878396792	0.161540912357608	0.0878045742079767	0.0315848269163221	0.0134789952898069	0.554031999092186	0.0818934520336592	0.0255036803158819	0.962767575388697	0.290795938504419	0.786326661978121	1.2447453866587e-05	0.918190900918974	0.708151309718605	0.903376844718889	0.227785653323252	0.020370586624519	0.0335113521388893	0.00701134569659579	0	0.00395851374812839	0.686533196406393	0.995344780974865	0.877100616390548	0.0525329564402234	0.26037105343278	0.706450634991619	0.236314680088511	0.902219380683168	0.0129742963802273	0.0536547615363935	0.0551444817999355	0.0108078897524504	0.189900951723679	0.480034401339913	0.00223270171767582	0.247728666216701	0.0940176797007162
Rhizocola	0.02384159598514	0.413689869790135	0.0154537702157881	0.0594012357985765	0.0571561031248286	0.105982296006053	0.54111040511634	0.0165647173581562	0.0698926109472284	0.000268051248280082	4.1102579184704e-05	0.582771555353354	0.132291971144621	0.0168520141212493	0.347742243884023	0.245383286037315	0.764639442628814	0.000103800972979325	0.100310952994478	0.996273273818677	0.547431940181051	0.00291160470249599	0.0380363921922446	0.231388817938137	0.00194458083718437	0.0623382519675416	0	0.025364295665699	0.76122925527222	0.285084102425222	0.0133862020085309	0.140551626860185	0.0623382519675416	0.211873974010148	0.242453508410095	0.0135043909001716	0.226493487998411	0.00270541891063884	0.000144379514741986	0.0333665146193483	0.918140884728957	0.0209546382385683	0.690551540087258	0.194252415585133
Nonomuraea	0.000608581996861794	0.728592849209258	0.113571422462244	0.00577306122603	0.0719065359470302	0.189900951723679	0.00602441502885337	0.0105647507501604	0.200464962136089	0.0439230206479381	0.0603960165864985	0.0136811796113897	0.0250743525219791	0.00320567519629303	0.258979499416758	0.0109715919501196	0.829435770613539	0.110916790174168	0.0635344945679401	0.0193446730931208	0.0588706140445147	0.0193446730931208	0.00485069110906086	0.148398195484281	0.189900951723679	0.854675526887732	0.160629133853013	8.03458066078199e-119	0.213826426862526	0.157045605373523	0.168864064872041	0.0543040969783448	0.164292044017196	0.331765236031609	0.567858695845154	0.727026494735128	0.628657613351475	1.94246123592482e-05	0.0141800476728316	0.00197372690412942	0.0651481910582536	0.895726228966335	0.399108094426542	0.572323811360906
Haloactinopolyspora	0.00958394739886591	0.704482767681343	0.768221731986016	0.537961945227466	0.907020959374164	0.389224560555518	0.233356235511097	0.70797969646094	0.0733786689876477	0.586030838730278	0.757488449112755	0.091692562123804	0.464975812193537	0.167536806932775	0.43326718298958	0.0769903279760685	0.829745661337736	0.771671995798963	0.101427495621888	0.355321036101309	0.288234406108472	0.125654578947501	0.266277720369855	0.410932019418217	0.722022052457401	0.988820112845398	0.531434765035195	0.0443822421458352	0	0.00305604327253829	0.187870956259409	0.150676993136367	0.119253069851879	0.978725649786392	0.470496692073796	0.794997901666726	0.42735288548199	0.285990992369146	0.632430299352177	0.42928334194172	0.397290445319069	0.800654216642237	0.118000763668718	0.467914428286903
Panacagrimonas	0.0166463816496372	0.652933439953992	0.541361632626163	0.10973047964744	0.535075506276651	0.0692319858533618	0.135272639034476	0.439233876188868	0.0799888724598652	0.0961571099142059	0.194542528266613	0.498067657323734	0.474095139944086	0.112117908825948	0.313917161519425	0.0675481801337168	0.422312981800965	0.413689869790135	0.0166463816496372	0.348047032295588	0.422312981800965	0.00286506386532915	0.100540179430096	0.701166768751069	0.129863425822574	0.729235337448989	0.0760755084416905	0.0242939221868785	0.0543040969783448	0	0.418567632260227	0.204593884268929	0.0406995350268085	0.344034394420671	0.160629133853013	0.504975358376861	0.881938360611158	0.0838307391247892	0.343046653099585	0.0736735328540312	0.239624406310444	0.318667647645399	0.112117908825948	0.687265838956656
Povalibacter	0.00496441207369691	0.84720029868206	0.0137400552334109	0.0197735067047361	0.109711409944026	0.313196640717783	0.129973916475241	0.0104021019408729	0.0248260741565749	0.000152957886689826	0.0127771884207673	0.402772171061387	0.205936686714165	0.00590762633882422	0.383847230226159	0.219010272055605	0.477275107221592	0.00425940395357513	0.23063156193736	0.442082142462479	0.397314676051669	0.00474874484703867	0.0378801167285328	0.0527485451881762	0.0788659617318611	0.0028375724591877	0.000176743689995477	0.0281063599614222	0.4544039469468	0.160324935442552	8.03458066078199e-119	0.0513649517168866	0.107346036392841	0.252867902041554	0.71093402036926	0.0660760211595538	0.629307548672252	0.00839228484532651	0.00244365701925593	0.0520865006955529	0.551553561908972	0.289968048938258	0.85827044980275	0.671545477188828
Pedomicrobium	0.00181343191554826	0.573277290866	0.102784346815144	0.00568479008886398	0.0858010189515453	0.348047032295588	0.00618869746669551	0.0376328810248356	0.01253638966857	0.0387210488787062	0.00398857681268207	0.0496215896422583	0.0155317656191702	0.0116467313805442	0.384196650761819	0.0120850762092863	0.779127287251723	0.00174950897643386	0.119499784613816	0.687265838956656	0.0658947203908874	0.00964034773549731	0.000770053379280218	0.0595782421081178	0.0134789952898069	0.0642713028440202	0.0196173478458037	0.00305520507680526	0.404226770078123	0.0409689559558362	0.231273776177328	0	0.323894960307003	0.187210631742725	0.312507117980813	0.19797143353034	0.866331694194906	7.32003455339806e-06	0.0255036803158819	0.000229482638288663	0.0120850762092863	0.0112210900834503	0.851794399000938	0.129863425822574
Variibacter	0.107379242778117	0.859133376284092	0.673458997542294	0.194542528266613	0.586262862651232	0.0345076988320426	0.632640608560034	0.251844416752926	0.251844416752926	0.030654016087949	0.074468490732616	0.605966363012461	0.554031999092186	0.135272639034476	0.0112210900834503	0.124606393508405	0.0537227308401887	0.13777400793496	3.6110599461333e-05	0.205246662827868	0.673458997542294	0.000923646534614136	0.0878045742079767	0.977655893023622	0.035526524116891	0.456496928548754	0.00395851374812839	0.0266933361149009	0.359331768406845	0.00171941119897264	0.339918057495662	0.0983311879496131	0	0.136122699996509	0.0977548261218752	0.401955383757457	0.590346961891325	0.0611133713020348	0.191057627345904	0.176396771113156	0.837151446108293	0.273059897379955	0.98510295927032	0.599369052164823
Pedobacter	0.0521636339119715	0.589297673990946	0.121785591680908	0.121785591680908	0.196009784068743	0.110680436502841	0.0549747426788328	0.227485726644902	0.360424972301163	0.00204859941055002	0.159723030588263	0.482744606007788	0.473819187986403	0.0475048798849985	0.170733039561495	0.0199452401714957	0.410932019418217	0.0217284041557589	0.0230925539624039	0.156667821568729	0.985093823735474	0.00140736401689747	0.000693508633608748	0.126963075696257	0.030995053162194	0.0535554091156953	0.0436179088133154	0.102757293540068	0.947827025933344	0.109492353025194	0.0606826584096599	0.0343781200720227	0.0183476571037387	0	0.272753250434889	0.576330447502701	0.546833416139883	0.0160016672614287	0.09273964976996	0.0159603762728247	0.378610297763694	0.0816851216735333	0.907020959374164	0.639171258630891
Chelativorans	0.22010439650727	0.492020962904892	0.977655893023622	0.264446347071011	0.881213585700763	0.378910588269484	0.808021077411703	0.281843162514077	0.00272814063463493	0.0398329676232378	0.187614117874796	0.516417623083982	0.492020962904892	0.599369052164823	0.0271397758044596	0.313917161519425	0.212591592370428	0.162818330165277	0.00191162935496684	0.76477988313521	0.800774094340852	0.00544554125241379	0.786326661978121	0.736305151542122	0.00964034773549731	0.779127287251723	0.0564219493148997	0.289563620378566	0.201344339575018	0.0255036803158819	0.462447251345004	0.0919126286128184	0.00964034773549731	0.550846265943398	0	0.331765236031609	0.470496692073796	0.400295090711511	0.290795938504419	0.0810601470661587	0.652933439953992	0.290795938504419	0.829848583535362	0.223923936072404
