Variovorax	Flavobacterium	Actinoplanes	Lentzea	Streptomyces	Pseudoxanthomonas	Rhizobium	Promicromonospora	Nocardioides	g__Podospora	Pseudomonas	Massilia	Umezawaea	Devosia	Galbitalea	Sphingomonas	Mesorhizobium	Herbaspirillum	Caulobacter	Phyllobacterium	Kribbella	Arthrobacter	Shinella	Aeromicrobium	Kineosporia	g__Cladosporium	Chondromyces	Rudaibacter	g__Mycosphaerella	Steroidobacter	g__Nigrospora	Stenotrophomonas	Pantoea	g__Mortierella	Ideonella	Rhodanobacter	Bradyrhizobium	Phycicoccus	Chryseobacterium	Agromyces	Microbacterium	Solirubrobacter	Mycobacterium	Bosea	Altererythrobacter	Aquabacterium	g__Edenia	Curtobacterium	g__Metacordyceps	Dactylosporangium
Kribbella	0.648484848484848	0.854545454545454	0.951515151515151	0.587878787878788	0.939393939393939	0.696969696969697	0.806060606060606	0.915151515151515	0.890909090909091	-0.224242424242424	0.0424242424242424	0.927272727272727	0.975757575757576	0.854545454545454	0.963636363636364	0.890909090909091	0.903030303030303	0.587878787878788	0.915151515151515	0.539393939393939	1	0.757575757575757	0.878787878787879	0.842424242424242	0.939393939393939	0.696969696969697	0.975757575757576	0.951515151515151	0.781818181818182	0.793939393939394	0.587878787878788	0.103030303030303	0.0909090909090909	0.854545454545454	0.696969696969697	0.672727272727273	0.963636363636364	0.975757575757576	0.83030303030303	1	0.393939393939394	0.975757575757576	0.842424242424242	0.466666666666667	0.503030303030303	0.975757575757576	-0.0909090909090909	0.393939393939394	0.905779260083296	0.987878787878788
Arthrobacter	0.503030303030303	0.818181818181818	0.781818181818182	0.587878787878788	0.672727272727273	0.551515151515151	0.757575757575757	0.781818181818182	0.793939393939394	-0.175757575757576	0.321212121212121	0.818181818181818	0.793939393939394	0.793939393939394	0.757575757575757	0.781818181818182	0.696969696969697	0.515151515151515	0.854545454545454	0.478787878787879	0.757575757575757	1	0.83030303030303	0.781818181818182	0.76969696969697	0.842424242424242	0.781818181818182	0.696969696969697	0.915151515151515	0.854545454545454	0.83030303030303	0.115151515151515	0.393939393939394	0.854545454545454	0.684848484848485	0.515151515151515	0.745454545454545	0.76969696969697	0.818181818181818	0.757575757575757	0.260606060606061	0.672727272727273	0.6	0.43030303030303	0.551515151515151	0.721212121212121	0.0666666666666667	0.624242424242424	0.650458931737669	0.733333333333333
Shinella	0.806060606060606	0.963636363636364	0.781818181818182	0.733333333333333	0.842424242424242	0.878787878787879	0.951515151515151	0.915151515151515	0.709090909090909	-0.139393939393939	0.284848484848485	0.975757575757576	0.915151515151515	0.890909090909091	0.878787878787879	0.951515151515151	0.915151515151515	0.696969696969697	0.927272727272727	0.684848484848485	0.878787878787879	0.83030303030303	1	0.76969696969697	0.806060606060606	0.745454545454545	0.903030303030303	0.818181818181818	0.903030303030303	0.890909090909091	0.83030303030303	0.36969696969697	0.272727272727273	0.76969696969697	0.733333333333333	0.563636363636364	0.939393939393939	0.854545454545454	0.987878787878788	0.878787878787879	0.527272727272727	0.76969696969697	0.648484848484848	0.721212121212121	0.660606060606061	0.915151515151515	0.0909090909090909	0.587878787878788	0.65653798717447	0.890909090909091
Aeromicrobium	0.490909090909091	0.721212121212121	0.83030303030303	0.333333333333333	0.878787878787879	0.527272727272727	0.648484848484848	0.684848484848485	0.842424242424242	-0.2	0.103030303030303	0.757575757575757	0.793939393939394	0.939393939393939	0.903030303030303	0.696969696969697	0.866666666666667	0.648484848484848	0.939393939393939	0.672727272727273	0.842424242424242	0.781818181818182	0.76969696969697	1	0.818181818181818	0.575757575757576	0.76969696969697	0.842424242424242	0.721212121212121	0.781818181818182	0.648484848484848	0.00606060606060606	0.0666666666666667	0.951515151515151	0.43030303030303	0.76969696969697	0.866666666666667	0.915151515151515	0.709090909090909	0.842424242424242	0.175757575757576	0.854545454545454	0.878787878787879	0.357575757575757	0.515151515151515	0.818181818181818	-0.260606060606061	0.43030303030303	0.863225872025692	0.83030303030303
Kineosporia	0.587878787878788	0.793939393939394	0.987878787878788	0.490909090909091	0.903030303030303	0.612121212121212	0.733333333333333	0.866666666666667	0.806060606060606	-0.296969696969697	0.0787878787878788	0.842424242424242	0.939393939393939	0.806060606060606	0.927272727272727	0.806060606060606	0.854545454545454	0.539393939393939	0.878787878787879	0.490909090909091	0.939393939393939	0.76969696969697	0.806060606060606	0.818181818181818	1	0.563636363636364	0.903030303030303	0.951515151515151	0.757575757575757	0.745454545454545	0.478787878787879	-0.0181818181818182	0.00606060606060606	0.903030303030303	0.648484848484848	0.793939393939394	0.890909090909091	0.915151515151515	0.757575757575757	0.939393939393939	0.212121212121212	0.915151515151515	0.733333333333333	0.345454545454545	0.539393939393939	0.927272727272727	0.00606060606060606	0.212121212121212	0.893621149209695	0.915151515151515
g__Cladosporium	0.442424242424242	0.745454545454545	0.624242424242424	0.709090909090909	0.527272727272727	0.503030303030303	0.696969696969697	0.733333333333333	0.806060606060606	0.0787878787878788	0.212121212121212	0.793939393939394	0.709090909090909	0.587878787878788	0.624242424242424	0.76969696969697	0.515151515151515	0.321212121212121	0.672727272727273	0.248484848484848	0.696969696969697	0.842424242424242	0.745454545454545	0.575757575757576	0.563636363636364	1	0.781818181818182	0.575757575757576	0.83030303030303	0.745454545454545	0.83030303030303	0.333333333333333	0.612121212121212	0.6	0.781818181818182	0.212121212121212	0.636363636363636	0.684848484848485	0.76969696969697	0.696969696969697	0.6	0.624242424242424	0.563636363636364	0.43030303030303	0.466666666666667	0.612121212121212	0.103030303030303	0.806060606060606	0.571431211059261	0.672727272727273
Chondromyces	0.684848484848485	0.903030303030303	0.915151515151515	0.709090909090909	0.890909090909091	0.733333333333333	0.854545454545454	0.939393939393939	0.878787878787879	-0.151515151515151	0.115151515151515	0.963636363636364	0.975757575757576	0.806060606060606	0.927272727272727	0.939393939393939	0.854545454545454	0.551515151515151	0.890909090909091	0.442424242424242	0.975757575757576	0.781818181818182	0.903030303030303	0.76969696969697	0.903030303030303	0.781818181818182	1	0.927272727272727	0.83030303030303	0.842424242424242	0.660606060606061	0.236363636363636	0.248484848484848	0.793939393939394	0.818181818181818	0.612121212121212	0.927272727272727	0.939393939393939	0.878787878787879	0.975757575757576	0.515151515151515	0.927272727272727	0.781818181818182	0.503030303030303	0.6	0.939393939393939	0.0303030303030303	0.503030303030303	0.84498870571529	0.951515151515151
Rudaibacter	0.672727272727273	0.83030303030303	0.939393939393939	0.563636363636364	0.963636363636364	0.672727272727273	0.76969696969697	0.878787878787879	0.83030303030303	-0.139393939393939	0.0181818181818182	0.878787878787879	0.951515151515151	0.806060606060606	0.975757575757576	0.854545454545454	0.878787878787879	0.587878787878788	0.890909090909091	0.503030303030303	0.951515151515151	0.696969696969697	0.818181818181818	0.842424242424242	0.951515151515151	0.575757575757576	0.927272727272727	1	0.696969696969697	0.781818181818182	0.490909090909091	0.139393939393939	0.0181818181818182	0.854545454545454	0.696969696969697	0.757575757575757	0.915151515151515	0.963636363636364	0.781818181818182	0.951515151515151	0.345454545454545	0.951515151515151	0.806060606060606	0.406060606060606	0.648484848484848	0.927272727272727	-0.0181818181818182	0.284848484848485	0.911858315520097	0.915151515151515
g__Mycosphaerella	0.527272727272727	0.83030303030303	0.76969696969697	0.587878787878788	0.648484848484848	0.636363636363636	0.781818181818182	0.76969696969697	0.709090909090909	-0.224242424242424	0.272727272727273	0.866666666666667	0.793939393939394	0.806060606060606	0.733333333333333	0.806060606060606	0.733333333333333	0.43030303030303	0.842424242424242	0.466666666666667	0.781818181818182	0.915151515151515	0.903030303030303	0.721212121212121	0.757575757575757	0.83030303030303	0.83030303030303	0.696969696969697	1	0.806060606060606	0.890909090909091	0.236363636363636	0.442424242424242	0.806060606060606	0.672727272727273	0.575757575757576	0.793939393939394	0.745454545454545	0.915151515151515	0.781818181818182	0.515151515151515	0.660606060606061	0.527272727272727	0.466666666666667	0.6	0.781818181818182	0.0787878787878788	0.624242424242424	0.644379876300868	0.793939393939394
Steroidobacter	0.781818181818182	0.951515151515151	0.721212121212121	0.793939393939394	0.818181818181818	0.793939393939394	0.915151515151515	0.854545454545454	0.76969696969697	0.00606060606060606	0.490909090909091	0.903030303030303	0.854545454545454	0.854545454545454	0.842424242424242	0.915151515151515	0.83030303030303	0.781818181818182	0.915151515151515	0.563636363636364	0.793939393939394	0.854545454545454	0.890909090909091	0.781818181818182	0.745454545454545	0.745454545454545	0.842424242424242	0.781818181818182	0.806060606060606	1	0.818181818181818	0.418181818181818	0.442424242424242	0.745454545454545	0.818181818181818	0.563636363636364	0.818181818181818	0.818181818181818	0.866666666666667	0.793939393939394	0.381818181818182	0.721212121212121	0.733333333333333	0.672727272727273	0.76969696969697	0.76969696969697	0.187878787878788	0.721212121212121	0.607905543680065	0.745454545454545
g__Nigrospora	0.551515151515151	0.781818181818182	0.490909090909091	0.636363636363636	0.515151515151515	0.648484848484848	0.757575757575757	0.624242424242424	0.6	0.0424242424242424	0.454545454545455	0.76969696969697	0.612121212121212	0.757575757575757	0.587878787878788	0.733333333333333	0.636363636363636	0.527272727272727	0.757575757575757	0.527272727272727	0.587878787878788	0.83030303030303	0.83030303030303	0.648484848484848	0.478787878787879	0.83030303030303	0.660606060606061	0.490909090909091	0.890909090909091	0.818181818181818	1	0.478787878787879	0.636363636363636	0.624242424242424	0.612121212121212	0.36969696969697	0.660606060606061	0.6	0.854545454545454	0.587878787878788	0.587878787878788	0.466666666666667	0.490909090909091	0.612121212121212	0.624242424242424	0.587878787878788	0.127272727272727	0.866666666666667	0.413375769702444	0.6
