Promicromonospora	Nocardioides	Massilia	Umezawaea	Galbitalea	Sphingomonas	Caulobacter	Kribbella	Arthrobacter	Shinella	g__Cladosporium	Chondromyces	g__Mycosphaerella	Bradyrhizobium	Phycicoccus	Chryseobacterium	Agromyces	Dactylosporangium	Piscinibacter	Lysobacter	Saccharibacteria_genera_incertae_sedis	Phenylobacterium	Terrabacter	Kinneretia	Knoellia	Geobacter	Arenimonas	Kaistia	g__Ophiosphaerella	g__Exophiala	Roseiflexus	Iamia	g__Didymella	Thiomonas	g__Bipolaris	Gp6	Rhodoligotrophos	Reyranella	Actinokineospora	Skermanella	Cellvibrio	Nitrospira	Pseudolabrys	Rhizocola	Geodermatophilus	Algoriphagus	g__Knufia	Haliangium	Methylosinus	Aciditerrimonas	Microlunatus	Variibacter	Tahibacter	g__Claussenomyces	Gp7	Flavitalea	Pedobacter	Terrimonas	Opitutus	Nakamurella	Acidiphilium	Gp22	g__Guehomyces
g__Cladosporium	0.0158005962505716	0.0048620611019646	0.00609992331369691	0.0216659233675324	0.0537177672171674	0.00922195272221601	0.0330412225454377	0.0250966758822518	0.00222003122591684	0.01333014631544	1.0635035875251e-62	0.0277145453423666	0.0146767652280985	0.106338076512909	0.0725760500612489	0.0318824398791883	0.0652399829506255	0.0800526049602328	0.088075480565631	0.0318824398791883	0.058591389079912	0.0652399829506255	0.0466066320161955	0.0239288638050739	0.0318824398791883	0.0412383748220047	0.058591389079912	0.0361640352154969	0.00696480933272788	0.0525890110607777	0.088075480565631	0.00553869990510938	0.0206028235613592	0.0318824398791883	0.00479685659314402	0.0800526049602328	0.058591389079912	0.195572315225109	0.115924125437746	0.088075480565631	0.147388319581596	0.195572315225109	0.209252225035496	0.0755592921389943	0.0652399829506255	0.00553869990510938	0.0412383748220047	0.0525890110607777	0.0970171046027975	0.0525890110607777	0.0466066320161955	0.0800526049602328	0.0412383748220047	0.183261255969966	0.147388319581596	0.00852549299153956	0.0292898904750344	0.0206028235613592	0.038001391162994	0.0132557510382421	0.0549641063443999	0.0218299624343518	0.00852549299153956
Chondromyces	5.4840529985137e-05	0.000813862111732211	7.3209748095298e-06	1.46754618740424e-06	0.000112034506393977	5.4840529985137e-05	0.00054214422483387	1.46754618740424e-06	0.00754700778106786	0.000343612197763281	0.00754700778106786	1.0635035875251e-62	0.0146767652280985	0.00231865228439081	0.00149785529177092	0.00696480933272788	0.000218229553423261	0.000940440154764705	0.000940440154764705	0.00231865228439081	0.00553869990510938	0.00231865228439081	0.00430453346027947	0.000537689887687722	0.00231865228439081	0.000940440154764705	0.00553869990510938	0.00324916903966054	0.0123941024872159	0.00852549299153956	0.000940440154764705	0.000537689887687722	0.0206028235613592	0.000940440154764705	0.00479685659314402	0.000537689887687722	0.000218229553423261	0.00231865228439081	0.00231865228439081	0.00696480933272788	0.00149785529177092	0.00553869990510938	0.00553869990510938	0.00918867853204506	0.00852549299153956	0.00852549299153956	0.00149785529177092	0.00852549299153956	0.0652399829506255	0.000940440154764705	0.00852549299153956	0.0123941024872159	0.00430453346027947	0.00266236869083673	0.00324916903966054	0.00149785529177092	0.00113606590531025	0.00231865228439081	0.00266236869083673	0.000940440154764705	0.0102764117493146	0.000537689887687722	0.0102764117493146
g__Mycosphaerella	0.00922195272221601	0.0216659233675324	0.00117353818015547	0.00609992331369691	0.0158005962505716	0.0048620611019646	0.00222003122591684	0.00754700778106786	0.000204472406148833	0.000343612197763281	0.00294022702327952	0.00294022702327952	1.0635035875251e-62	0.0239288638050739	0.0412383748220047	0.00324916903966054	0.0277145453423666	0.0239288638050739	0.0277145453423666	0.00553869990510938	0.00430453346027947	0.0102764117493146	0.0206028235613592	0.00852549299153956	0.0652399829506255	0.0318824398791883	0.00696480933272788	0.00553869990510938	0.00324916903966054	0.00553869990510938	0.0206028235613592	0.0146767652280985	0.000537689887687722	0.058591389079912	0.00553869990510938	0.0206028235613592	0.0239288638050739	0.0725760500612489	0.0466066320161955	0.058591389079912	0.0525890110607777	0.0725760500612489	0.0970171046027975	0.0175417875145346	0.195572315225109	0.0146767652280985	0.0123941024872159	0.0239288638050739	0.0277145453423666	0.0206028235613592	0.0800526049602328	0.0466066320161955	0.00852549299153956	0.0680704390464713	0.0970171046027975	0.0318824398791883	0.00852549299153956	0.0361640352154969	0.00696480933272788	0.0218299624343518	0.0755592921389943	0.0110044178595763	0.0652399829506255
Bradyrhizobium	0.000343612197763281	0.00609992331369691	5.4840529985137e-05	2.27985492064171e-05	7.3209748095298e-06	0.000343612197763281	2.27985492064171e-05	7.3209748095298e-06	0.01333014631544	5.4840529985137e-05	0.0479117261299755	0.000112034506393977	0.00609992331369691	1.0635035875251e-62	0.000940440154764705	0.00553869990510938	0.000537689887687722	0.000218229553423261	3.53407950301478e-05	0.00231865228439081	0.00553869990510938	0.000218229553423261	0.00553869990510938	0.00149785529177092	0.0123941024872159	0.00696480933272788	0.00324916903966054	0.00324916903966054	0.0206028235613592	0.00324916903966054	0.00231865228439081	0.00696480933272788	0.0361640352154969	0.00852549299153956	0.00918867853204506	0.000218229553423261	0.000940440154764705	0.000537689887687722	0.000537689887687722	0.00696480933272788	0.00430453346027947	0.00149785529177092	0.000940440154764705	0.00175170624236935	0.0466066320161955	0.0239288638050739	0.00430453346027947	0.0525890110607777	0.0206028235613592	0.0102764117493146	0.0102764117493146	0.0102764117493146	0.00231865228439081	0.000324247964524891	0.00430453346027947	0.0123941024872159	0.00266236869083673	0.0102764117493146	0.00175170624236935	0.0123941024872159	0.0175417875145346	0.00553869990510938	0.0800526049602328
Phycicoccus	0.000813862111732211	0.000204472406148833	0.000343612197763281	2.27985492064171e-05	9.3074599889559e-08	0.00117353818015547	5.4840529985137e-05	1.46754618740424e-06	0.00922195272221601	0.00163680331598672	0.0288827975067328	5.4840529985137e-05	0.01333014631544	2.27985492064171e-05	1.0635035875251e-62	0.0206028235613592	0.000218229553423261	0.000940440154764705	0.000218229553423261	0.00696480933272788	0.00852549299153956	0.00553869990510938	0.000537689887687722	0.00430453346027947	0.000940440154764705	0.000940440154764705	0.00852549299153956	0.00430453346027947	0.0146767652280985	0.00430453346027947	0.00324916903966054	0.00553869990510938	0.0466066320161955	0.000940440154764705	0.00553869990510938	0.000940440154764705	0.000940440154764705	0.00149785529177092	3.53407950301478e-05	0.00852549299153956	0.00149785529177092	0.000537689887687722	0.000537689887687722	0.00231865228439081	0.0123941024872159	0.0239288638050739	0.00149785529177092	0.0206028235613592	0.0318824398791883	0.00852549299153956	0.0146767652280985	0.00430453346027947	0.00231865228439081	0.00113606590531025	0.00553869990510938	0.0102764117493146	0.00149785529177092	0.0123941024872159	0.00324916903966054	0.00363409046784478	0.0132557510382421	0.00175170624236935	0.0725760500612489
Chryseobacterium	0.00054214422483387	0.0375883775714094	7.3209748095298e-06	0.000813862111732211	0.00294022702327952	5.4840529985137e-05	0.000813862111732211	0.00294022702327952	0.00381492008255072	9.3074599889559e-08	0.00922195272221601	0.000813862111732211	0.000204472406148833	0.00054214422483387	0.0048620611019646	1.0635035875251e-62	0.0146767652280985	0.0123941024872159	0.00696480933272788	0.000218229553423261	0.00324916903966054	0.000940440154764705	0.0361640352154969	0.000537689887687722	0.0361640352154969	0.0146767652280985	0.00149785529177092	0.00231865228439081	0.0123941024872159	0.0146767652280985	0.00852549299153956	0.00553869990510938	0.00324916903966054	0.0361640352154969	0.00760170763427457	0.00430453346027947	0.00696480933272788	0.0206028235613592	0.0146767652280985	0.0652399829506255	0.0206028235613592	0.0318824398791883	0.0277145453423666	0.0218299624343518	0.136619943872778	0.0318824398791883	0.0277145453423666	0.0361640352154969	0.0412383748220047	0.00553869990510938	0.0525890110607777	0.0800526049602328	0.00430453346027947	0.0175417875145346	0.0206028235613592	0.00852549299153956	0.0110044178595763	0.00553869990510938	0.00918867853204506	0.0334947849514287	0.100770733503578	0.0187200432174319	0.0361640352154969
Agromyces	0.000204472406148833	0.00054214422483387	0.000112034506393977	1.46754618740424e-06	7.3209748095298e-06	0.00054214422483387	0.000204472406148833	1.0635035875251e-62	0.0111434467996942	0.000813862111732211	0.0250966758822518	1.46754618740424e-06	0.00754700778106786	7.3209748095298e-06	1.46754618740424e-06	0.00294022702327952	1.0635035875251e-62	3.53407950301478e-05	0.000218229553423261	0.00553869990510938	0.00852549299153956	0.00231865228439081	0.00149785529177092	0.00231865228439081	0.00324916903966054	0.00231865228439081	0.00696480933272788	0.00553869990510938	0.0175417875145346	0.00430453346027947	0.000940440154764705	0.00324916903966054	0.0412383748220047	0.000940440154764705	0.00607899541057237	0.000537689887687722	0.000218229553423261	0.000537689887687722	0.000537689887687722	0.00231865228439081	0.00149785529177092	0.000940440154764705	0.00149785529177092	0.00266236869083673	0.0102764117493146	0.0102764117493146	0.000537689887687722	0.0175417875145346	0.0466066320161955	0.00553869990510938	0.00553869990510938	0.00553869990510938	0.00430453346027947	0.000703541242590395	0.00324916903966054	0.00696480933272788	0.00113606590531025	0.00852549299153956	0.00175170624236935	0.00149785529177092	0.00553869990510938	0.000537689887687722	0.0361640352154969
Dactylosporangium	0.00054214422483387	0.00222003122591684	0.000204472406148833	2.27985492064171e-05	5.4840529985137e-05	0.00117353818015547	0.000343612197763281	9.3074599889559e-08	0.0158005962505716	0.00054214422483387	0.0330412225454377	2.27985492064171e-05	0.00609992331369691	1.46754618740424e-06	2.27985492064171e-05	0.00222003122591684	9.3074599889559e-08	1.0635035875251e-62	0.000537689887687722	0.00696480933272788	0.0123941024872159	0.000940440154764705	0.00324916903966054	0.00324916903966054	0.0102764117493146	0.00696480933272788	0.00852549299153956	0.00852549299153956	0.0239288638050739	0.00324916903966054	0.00231865228439081	0.00553869990510938	0.0466066320161955	0.00430453346027947	0.00760170763427457	0.000940440154764705	0.000940440154764705	0.000940440154764705	0.00149785529177092	0.000940440154764705	0.00430453346027947	0.00149785529177092	0.00324916903966054	0.00113606590531025	0.0277145453423666	0.00852549299153956	0.000940440154764705	0.0318824398791883	0.0412383748220047	0.0102764117493146	0.00324916903966054	0.00696480933272788	0.00696480933272788	0.00113606590531025	0.00696480933272788	0.0123941024872159	0.00175170624236935	0.0146767652280985	0.00113606590531025	0.00430453346027947	0.00430453346027947	0.00149785529177092	0.0525890110607777
Piscinibacter	0.000112034506393977	0.00222003122591684	2.27985492064171e-05	1.46754618740424e-06	9.3074599889559e-08	0.000112034506393977	7.3209748095298e-06	1.46754618740424e-06	0.00922195272221601	0.000112034506393977	0.0375883775714094	2.27985492064171e-05	0.00754700778106786	9.3074599889559e-08	1.46754618740424e-06	0.000813862111732211	1.46754618740424e-06	7.3209748095298e-06	1.0635035875251e-62	0.00149785529177092	0.00324916903966054	0.000940440154764705	0.00324916903966054	0.000940440154764705	0.00430453346027947	0.00231865228439081	0.00231865228439081	0.00149785529177092	0.0146767652280985	0.00430453346027947	0.000940440154764705	0.00430453346027947	0.0318824398791883	0.00324916903966054	0.00760170763427457	3.53407950301478e-05	0.000218229553423261	0.000218229553423261	3.53407950301478e-05	0.0102764117493146	0.00149785529177092	0.000940440154764705	0.000218229553423261	0.00363409046784478	0.0206028235613592	0.0277145453423666	0.00324916903966054	0.0318824398791883	0.0239288638050739	0.00553869990510938	0.0146767652280985	0.00852549299153956	0.000940440154764705	7.65805871601001e-05	0.00149785529177092	0.00696480933272788	0.00175170624236935	0.00553869990510938	0.00266236869083673	0.00696480933272788	0.0206028235613592	0.00324916903966054	0.058591389079912
Lysobacter	5.4840529985137e-05	0.0111434467996942	9.3074599889559e-08	5.4840529985137e-05	0.000343612197763281	1.46754618740424e-06	5.4840529985137e-05	0.00054214422483387	0.00163680331598672	9.3074599889559e-08	0.00922195272221601	0.000112034506393977	0.00054214422483387	0.000112034506393977	0.000813862111732211	1.46754618740424e-06	0.00054214422483387	0.000813862111732211	5.4840529985137e-05	1.0635035875251e-62	0.000537689887687722	0.000940440154764705	0.0146767652280985	3.53407950301478e-05	0.0123941024872159	0.00553869990510938	0.000218229553423261	0.000218229553423261	0.00553869990510938	0.00852549299153956	0.00231865228439081	0.00231865228439081	0.00430453346027947	0.0123941024872159	0.00479685659314402	0.000940440154764705	0.00149785529177092	0.00696480933272788	0.00430453346027947	0.0466066320161955	0.00852549299153956	0.0146767652280985	0.00852549299153956	0.0157030160582187	0.0525890110607777	0.0277145453423666	0.0123941024872159	0.0277145453423666	0.0239288638050739	0.00324916903966054	0.0412383748220047	0.0361640352154969	0.000537689887687722	0.00553869990510938	0.00553869990510938	0.00324916903966054	0.00479685659314402	0.00149785529177092	0.00607899541057237	0.0132557510382421	0.0680704390464713	0.00760170763427457	0.0277145453423666
Saccharibacteria_genera_incertae_sedis	0.00117353818015547	0.00922195272221601	0.000112034506393977	0.000343612197763281	0.00054214422483387	0.000343612197763281	7.3209748095298e-06	0.00117353818015547	0.00054214422483387	5.4840529985137e-05	0.0216659233675324	0.00054214422483387	0.000343612197763281	0.00054214422483387	0.00117353818015547	0.000204472406148833	0.00117353818015547	0.00222003122591684	0.000204472406148833	7.3209748095298e-06	1.0635035875251e-62	0.00553869990510938	0.00852549299153956	0.00231865228439081	0.0175417875145346	0.00696480933272788	0.000537689887687722	3.53407950301478e-05	0.00324916903966054	0.00430453346027947	0.00324916903966054	0.0102764117493146	0.00324916903966054	0.0206028235613592	0.00918867853204506	0.00231865228439081	0.00430453346027947	0.0102764117493146	0.00553869990510938	0.0652399829506255	0.00852549299153956	0.0175417875145346	0.0102764117493146	0.0157030160582187	0.0725760500612489	0.0525890110607777	0.00852549299153956	0.0239288638050739	0.0123941024872159	0.00696480933272788	0.0970171046027975	0.0206028235613592	0.000218229553423261	0.00852549299153956	0.0123941024872159	0.0146767652280985	0.00363409046784478	0.0102764117493146	0.00607899541057237	0.0157030160582187	0.0915415010905586	0.00760170763427457	0.0800526049602328
Phenylobacterium	0.000343612197763281	0.0158005962505716	7.3209748095298e-06	0.000112034506393977	0.000343612197763281	0.000112034506393977	0.000204472406148833	0.000112034506393977	0.01333014631544	1.46754618740424e-06	0.0250966758822518	0.000112034506393977	0.00163680331598672	1.46754618740424e-06	0.00054214422483387	2.27985492064171e-05	0.000112034506393977	2.27985492064171e-05	2.27985492064171e-05	2.27985492064171e-05	0.00054214422483387	1.0635035875251e-62	0.0146767652280985	0.000537689887687722	0.0239288638050739	0.0102764117493146	0.00324916903966054	0.00324916903966054	0.0206028235613592	0.00553869990510938	0.00430453346027947	0.00430453346027947	0.0206028235613592	0.0175417875145346	0.00918867853204506	0.000537689887687722	0.00231865228439081	0.00324916903966054	0.00430453346027947	0.0102764117493146	0.00852549299153956	0.00852549299153956	0.00696480933272788	0.00479685659314402	0.0800526049602328	0.0175417875145346	0.00852549299153956	0.0525890110607777	0.0277145453423666	0.00696480933272788	0.0102764117493146	0.0239288638050739	0.00430453346027947	0.00266236869083673	0.00852549299153956	0.00852549299153956	0.00363409046784478	0.00696480933272788	0.00175170624236935	0.0175417875145346	0.0239288638050739	0.00852549299153956	0.0466066320161955
