Promicromonospora	Nocardioides	Massilia	Umezawaea	Galbitalea	Sphingomonas	Caulobacter	Kribbella	Arthrobacter	Shinella	g__Cladosporium	Chondromyces	g__Mycosphaerella	Bradyrhizobium	Phycicoccus	Chryseobacterium	Agromyces	Dactylosporangium	Piscinibacter	Lysobacter	Saccharibacteria_genera_incertae_sedis	Phenylobacterium	Terrabacter	Kinneretia	Knoellia	Geobacter	Arenimonas	Kaistia	g__Ophiosphaerella	g__Exophiala	Roseiflexus	Iamia	g__Didymella	Thiomonas	g__Bipolaris	Gp6	Rhodoligotrophos	Reyranella	Actinokineospora	Skermanella	Cellvibrio	Nitrospira	Pseudolabrys	Rhizocola	Geodermatophilus	Algoriphagus	g__Knufia	Haliangium	Methylosinus	Aciditerrimonas	Microlunatus	Variibacter	Tahibacter	g__Claussenomyces	Gp7	Flavitalea	Pedobacter	Terrimonas	Opitutus	Nakamurella	Acidiphilium	Gp22	g__Guehomyces
Terrabacter	0.00609992331369691	2.27985492064171e-05	0.00222003122591684	0.00054214422483387	0.000112034506393977	0.00754700778106786	0.000112034506393977	5.4840529985137e-05	0.00222003122591684	0.0048620611019646	0.0158005962505716	0.000343612197763281	0.0048620611019646	0.00054214422483387	7.3209748095298e-06	0.0111434467996942	5.4840529985137e-05	0.000204472406148833	0.000204472406148833	0.00294022702327952	0.00117353818015547	0.00294022702327952	1.0635035875251e-62	0.0123941024872159	0.00324916903966054	0.00324916903966054	0.0146767652280985	0.00553869990510938	0.00553869990510938	0.000940440154764705	0.00852549299153956	0.0102764117493146	0.0318824398791883	0.00324916903966054	0.00363409046784478	0.00553869990510938	0.00553869990510938	0.0102764117493146	0.00231865228439081	0.00852549299153956	0.00696480933272788	0.00430453346027947	0.00696480933272788	0.00113606590531025	0.0239288638050739	0.0146767652280985	0.000218229553423261	0.0175417875145346	0.0175417875145346	0.0206028235613592	0.0239288638050739	0.000940440154764705	0.00324916903966054	0.00918867853204506	0.0277145453423666	0.0239288638050739	0.000703541242590395	0.0361640352154969	0.00175170624236935	0.00231865228439081	0.0102764117493146	0.000940440154764705	0.106338076512909
Kinneretia	7.3209748095298e-06	0.00609992331369691	1.0635035875251e-62	7.3209748095298e-06	0.000204472406148833	9.3074599889559e-08	0.000204472406148833	0.000112034506393977	0.00381492008255072	1.46754618740424e-06	0.00609992331369691	7.3209748095298e-06	0.00117353818015547	5.4840529985137e-05	0.000343612197763281	7.3209748095298e-06	0.000112034506393977	0.000204472406148833	2.27985492064171e-05	9.3074599889559e-08	0.000112034506393977	7.3209748095298e-06	0.00222003122591684	1.0635035875251e-62	0.00696480933272788	0.00324916903966054	0.000940440154764705	0.000940440154764705	0.00852549299153956	0.0102764117493146	0.00149785529177092	0.000537689887687722	0.00852549299153956	0.00553869990510938	0.00363409046784478	0.000537689887687722	0.000537689887687722	0.00430453346027947	0.00324916903966054	0.0239288638050739	0.00553869990510938	0.0102764117493146	0.00696480933272788	0.0132557510382421	0.0277145453423666	0.0146767652280985	0.00852549299153956	0.0206028235613592	0.0412383748220047	0.00149785529177092	0.0175417875145346	0.0318824398791883	0.00149785529177092	0.00363409046784478	0.00324916903966054	0.000940440154764705	0.00363409046784478	0.000537689887687722	0.00479685659314402	0.00696480933272788	0.0361640352154969	0.00430453346027947	0.0123941024872159
Knoellia	0.00117353818015547	5.4840529985137e-05	0.000813862111732211	0.000204472406148833	0.000112034506393977	0.00117353818015547	0.00163680331598672	0.000204472406148833	0.0111434467996942	0.00754700778106786	0.00922195272221601	0.000112034506393977	0.0250966758822518	0.00222003122591684	2.27985492064171e-05	0.0111434467996942	0.000204472406148833	0.00163680331598672	0.000343612197763281	0.00222003122591684	0.00381492008255072	0.00609992331369691	0.000204472406148833	0.000813862111732211	1.0635035875251e-62	0.000218229553423261	0.0206028235613592	0.00852549299153956	0.0175417875145346	0.0239288638050739	0.00852549299153956	0.00324916903966054	0.0525890110607777	0.000218229553423261	0.00696480933272788	0.00553869990510938	0.00324916903966054	0.0102764117493146	0.00231865228439081	0.0318824398791883	0.00324916903966054	0.00696480933272788	0.00553869990510938	0.0206028235613592	0.00324916903966054	0.0318824398791883	0.00696480933272788	0.0102764117493146	0.088075480565631	0.00553869990510938	0.0318824398791883	0.0146767652280985	0.00696480933272788	0.00918867853204506	0.00852549299153956	0.00430453346027947	0.00553869990510938	0.00696480933272788	0.0146767652280985	0.00266236869083673	0.0292898904750344	0.00363409046784478	0.0277145453423666
Geobacter	0.00117353818015547	0.00054214422483387	0.000204472406148833	0.000112034506393977	5.4840529985137e-05	0.00054214422483387	0.00054214422483387	0.000112034506393977	0.0111434467996942	0.00222003122591684	0.01333014631544	2.27985492064171e-05	0.00922195272221601	0.000813862111732211	2.27985492064171e-05	0.00294022702327952	0.000112034506393977	0.000813862111732211	0.000112034506393977	0.00054214422483387	0.000813862111732211	0.00163680331598672	0.000204472406148833	0.000204472406148833	1.46754618740424e-06	1.0635035875251e-62	0.0123941024872159	0.00324916903966054	0.0175417875145346	0.0146767652280985	0.00553869990510938	0.00324916903966054	0.0277145453423666	0.00149785529177092	0.00852549299153956	0.00149785529177092	0.00231865228439081	0.00696480933272788	0.00149785529177092	0.0318824398791883	0.000537689887687722	0.00553869990510938	0.00430453346027947	0.0146767652280985	0.0123941024872159	0.0412383748220047	0.00553869990510938	0.00553869990510938	0.0725760500612489	0.000940440154764705	0.0412383748220047	0.0146767652280985	0.00430453346027947	0.00607899541057237	0.00852549299153956	0.00553869990510938	0.00231865228439081	0.00696480933272788	0.00696480933272788	0.00479685659314402	0.038001391162994	0.00363409046784478	0.0361640352154969
Arenimonas	5.4840529985137e-05	0.0158005962505716	2.27985492064171e-05	5.4840529985137e-05	0.000343612197763281	5.4840529985137e-05	5.4840529985137e-05	0.000813862111732211	0.00054214422483387	7.3209748095298e-06	0.0216659233675324	0.00054214422483387	0.000813862111732211	0.000204472406148833	0.00117353818015547	5.4840529985137e-05	0.000813862111732211	0.00117353818015547	0.000112034506393977	1.46754618740424e-06	7.3209748095298e-06	0.000204472406148833	0.00294022702327952	2.27985492064171e-05	0.0048620611019646	0.00222003122591684	1.0635035875251e-62	0.000940440154764705	0.00553869990510938	0.00852549299153956	0.000940440154764705	0.00852549299153956	0.00324916903966054	0.0146767652280985	0.00553869990510938	0.00324916903966054	0.00149785529177092	0.00696480933272788	0.00430453346027947	0.058591389079912	0.0123941024872159	0.0102764117493146	0.00852549299153956	0.0175417875145346	0.058591389079912	0.0361640352154969	0.0123941024872159	0.0277145453423666	0.0277145453423666	0.00852549299153956	0.0652399829506255	0.0466066320161955	0.000537689887687722	0.00607899541057237	0.00553869990510938	0.0102764117493146	0.0102764117493146	0.00553869990510938	0.0123941024872159	0.0157030160582187	0.0915415010905586	0.00760170763427457	0.0525890110607777
Kaistia	0.000813862111732211	0.00381492008255072	2.27985492064171e-05	0.000204472406148833	0.000204472406148833	0.000112034506393977	1.46754618740424e-06	0.00054214422483387	0.000813862111732211	2.27985492064171e-05	0.0111434467996942	0.000204472406148833	0.00054214422483387	0.000204472406148833	0.000343612197763281	0.000112034506393977	0.00054214422483387	0.00117353818015547	5.4840529985137e-05	1.46754618740424e-06	9.3074599889559e-08	0.000204472406148833	0.00054214422483387	2.27985492064171e-05	0.00117353818015547	0.000204472406148833	2.27985492064171e-05	1.0635035875251e-62	0.00231865228439081	0.00324916903966054	0.00430453346027947	0.00430453346027947	0.00553869990510938	0.0123941024872159	0.00553869990510938	0.000940440154764705	0.00324916903966054	0.00852549299153956	0.00324916903966054	0.0466066320161955	0.00696480933272788	0.0146767652280985	0.00696480933272788	0.0102764117493146	0.0525890110607777	0.0361640352154969	0.00696480933272788	0.0277145453423666	0.00852549299153956	0.00553869990510938	0.058591389079912	0.0123941024872159	3.53407950301478e-05	0.00607899541057237	0.0102764117493146	0.00696480933272788	0.00149785529177092	0.00553869990510938	0.00324916903966054	0.0110044178595763	0.0611671775616335	0.00607899541057237	0.058591389079912
g__Ophiosphaerella	0.0048620611019646	0.00117353818015547	0.00117353818015547	0.00294022702327952	0.0048620611019646	0.00294022702327952	0.000343612197763281	0.00381492008255072	1.46754618740424e-06	0.00117353818015547	0.000813862111732211	0.00222003122591684	0.000204472406148833	0.0048620611019646	0.00294022702327952	0.00222003122591684	0.00381492008255072	0.00609992331369691	0.00294022702327952	0.00054214422483387	0.000204472406148833	0.0048620611019646	0.00054214422483387	0.00117353818015547	0.00381492008255072	0.00381492008255072	0.00054214422483387	0.000112034506393977	1.0635035875251e-62	0.00324916903966054	0.0175417875145346	0.00696480933272788	0.00430453346027947	0.0175417875145346	0.00113606590531025	0.0175417875145346	0.0146767652280985	0.0525890110607777	0.0206028235613592	0.0525890110607777	0.0525890110607777	0.0525890110607777	0.0466066320161955	0.0132557510382421	0.058591389079912	0.0102764117493146	0.00696480933272788	0.0412383748220047	0.00696480933272788	0.0361640352154969	0.058591389079912	0.0123941024872159	0.00149785529177092	0.0432764577072989	0.0525890110607777	0.0123941024872159	0.00479685659314402	0.0175417875145346	0.00760170763427457	0.00696480933272788	0.0466066320161955	0.00553869990510938	0.0525890110607777
g__Exophiala	0.00922195272221601	0.00163680331598672	0.00163680331598672	0.00163680331598672	0.000813862111732211	0.00754700778106786	2.27985492064171e-05	0.000343612197763281	0.00117353818015547	0.000813862111732211	0.0185731550894602	0.00117353818015547	0.00054214422483387	0.000204472406148833	0.000343612197763281	0.00294022702327952	0.000343612197763281	0.000204472406148833	0.000343612197763281	0.00117353818015547	0.000343612197763281	0.00054214422483387	2.27985492064171e-05	0.00163680331598672	0.00609992331369691	0.00294022702327952	0.00117353818015547	0.000204472406148833	0.000204472406148833	1.0635035875251e-62	0.0123941024872159	0.0146767652280985	0.0175417875145346	0.0206028235613592	0.00479685659314402	0.00553869990510938	0.0102764117493146	0.0146767652280985	0.00696480933272788	0.00852549299153956	0.0206028235613592	0.0123941024872159	0.0146767652280985	0.000324247964524891	0.0970171046027975	0.0123941024872159	0.000940440154764705	0.0525890110607777	0.00324916903966054	0.0361640352154969	0.0239288638050739	0.00149785529177092	0.00231865228439081	0.0123941024872159	0.0466066320161955	0.0361640352154969	0.000703541242590395	0.0466066320161955	0.000324247964524891	0.00918867853204506	0.0132557510382421	0.00363409046784478	0.147388319581596
Roseiflexus	7.3209748095298e-06	0.00609992331369691	5.4840529985137e-05	9.3074599889559e-08	5.4840529985137e-05	0.000112034506393977	0.000343612197763281	2.27985492064171e-05	0.0048620611019646	0.000343612197763281	0.0375883775714094	2.27985492064171e-05	0.0048620611019646	0.000112034506393977	0.000204472406148833	0.00117353818015547	2.27985492064171e-05	0.000112034506393977	2.27985492064171e-05	0.000112034506393977	0.000204472406148833	0.000343612197763281	0.00117353818015547	5.4840529985137e-05	0.00117353818015547	0.00054214422483387	2.27985492064171e-05	0.000343612197763281	0.00381492008255072	0.00222003122591684	1.0635035875251e-62	0.00696480933272788	0.0146767652280985	0.00324916903966054	0.00918867853204506	0.00149785529177092	3.53407950301478e-05	0.000940440154764705	0.00149785529177092	0.0206028235613592	0.00231865228439081	0.00231865228439081	0.00324916903966054	0.0157030160582187	0.0146767652280985	0.0277145453423666	0.00430453346027947	0.0102764117493146	0.0800526049602328	0.00324916903966054	0.0318824398791883	0.0318824398791883	0.00324916903966054	0.00149785529177092	0.000940440154764705	0.00852549299153956	0.00760170763427457	0.00553869990510938	0.0110044178595763	0.00479685659314402	0.038001391162994	0.00175170624236935	0.0318824398791883
Iamia	0.000112034506393977	0.000813862111732211	7.3209748095298e-06	0.000112034506393977	0.00117353818015547	2.27985492064171e-05	0.00163680331598672	0.000204472406148833	0.0048620611019646	0.000343612197763281	0.00054214422483387	7.3209748095298e-06	0.00294022702327952	0.000813862111732211	0.00054214422483387	0.00054214422483387	0.000204472406148833	0.00054214422483387	0.000343612197763281	0.000112034506393977	0.00163680331598672	0.000343612197763281	0.00163680331598672	7.3209748095298e-06	0.000204472406148833	0.000204472406148833	0.00117353818015547	0.000343612197763281	0.000813862111732211	0.00294022702327952	0.000813862111732211	1.0635035875251e-62	0.0206028235613592	0.00231865228439081	0.00231865228439081	0.00324916903966054	0.00231865228439081	0.0123941024872159	0.00852549299153956	0.0146767652280985	0.0123941024872159	0.0239288638050739	0.0175417875145346	0.0175417875145346	0.0102764117493146	0.00430453346027947	0.00696480933272788	0.0239288638050739	0.0525890110607777	0.00430453346027947	0.00696480933272788	0.0206028235613592	0.00553869990510938	0.0110044178595763	0.00852549299153956	3.53407950301478e-05	0.00324916903966054	0.000537689887687722	0.00553869990510938	0.00175170624236935	0.0132557510382421	0.00266236869083673	0.00324916903966054
g__Didymella	0.0048620611019646	0.0330412225454377	0.00117353818015547	0.0048620611019646	0.01333014631544	0.00294022702327952	0.00294022702327952	0.01333014631544	5.4840529985137e-05	0.00054214422483387	0.0048620611019646	0.0048620611019646	7.3209748095298e-06	0.0111434467996942	0.0158005962505716	0.000204472406148833	0.01333014631544	0.0158005962505716	0.00922195272221601	0.000343612197763281	0.000204472406148833	0.0048620611019646	0.00922195272221601	0.00117353818015547	0.0185731550894602	0.00754700778106786	0.000204472406148833	0.00054214422483387	0.000343612197763281	0.00381492008255072	0.00294022702327952	0.0048620611019646	1.0635035875251e-62	0.0525890110607777	0.00607899541057237	0.0277145453423666	0.0206028235613592	0.0800526049602328	0.0412383748220047	0.147388319581596	0.0466066320161955	0.0652399829506255	0.088075480565631	0.0432764577072989	0.170744280129452	0.0412383748220047	0.0277145453423666	0.0123941024872159	0.058591389079912	0.0146767652280985	0.170744280129452	0.106338076512909	0.00696480933272788	0.0755592921389943	0.0725760500612489	0.0318824398791883	0.0218299624343518	0.0277145453423666	0.0253518006812005	0.0318824398791883	0.183261255969966	0.0175417875145346	0.0652399829506255
Thiomonas	0.000204472406148833	5.4840529985137e-05	0.00054214422483387	2.27985492064171e-05	0.000112034506393977	0.000813862111732211	0.00222003122591684	2.27985492064171e-05	0.00922195272221601	0.00609992331369691	0.00922195272221601	2.27985492064171e-05	0.0216659233675324	0.00117353818015547	2.27985492064171e-05	0.0111434467996942	2.27985492064171e-05	0.000343612197763281	0.000204472406148833	0.00222003122591684	0.0048620611019646	0.00381492008255072	0.000204472406148833	0.00054214422483387	1.46754618740424e-06	5.4840529985137e-05	0.00294022702327952	0.00222003122591684	0.00381492008255072	0.0048620611019646	0.000204472406148833	0.000112034506393977	0.0185731550894602	1.0635035875251e-62	0.00479685659314402	0.00553869990510938	0.000940440154764705	0.00553869990510938	0.00231865228439081	0.0123941024872159	0.00430453346027947	0.00430453346027947	0.00553869990510938	0.0157030160582187	0.000940440154764705	0.0123941024872159	0.00324916903966054	0.0102764117493146	0.106338076512909	0.00696480933272788	0.0123941024872159	0.0146767652280985	0.00852549299153956	0.00607899541057237	0.00430453346027947	0.00324916903966054	0.00607899541057237	0.00553869990510938	0.0132557510382421	0.000537689887687722	0.0123941024872159	0.000940440154764705	0.0146767652280985
g__Bipolaris	0.000905325828257939	0.000609665957324319	0.000237143637005064	0.000491873019082001	0.00129381476051045	0.00108698503512782	0.000746860837227494	0.000609665957324319	9.59608405688684e-05	0.000609665957324319	0.000391673595629485	0.000391673595629485	0.000491873019082001	0.00129381476051045	0.000491873019082001	0.000905325828257939	0.000609665957324319	0.000905325828257939	0.000905325828257939	0.000391673595629485	0.00129381476051045	0.00129381476051045	0.000237143637005064	0.000237143637005064	0.000746860837227494	0.00108698503512782	0.000491873019082001	0.000491873019082001	2.92858832377611e-05	0.000391673595629485	0.00129381476051045	9.59608405688684e-05	0.000609665957324319	0.000391673595629485	0	0.0110044178595763	0.00553869990510938	0.0292898904750344	0.00918867853204506	0.0218299624343518	0.0277145453423666	0.0175417875145346	0.0277145453423666	0.00566071183248091	0.0334947849514287	0.00324916903966054	0.00430453346027947	0.0175417875145346	0.0292898904750344	0.0175417875145346	0.0187200432174319	0.0187200432174319	0.00324916903966054	0.0256179110626691	0.0318824398791883	0.00607899541057237	0.00440266389522756	0.0102764117493146	0.00566071183248091	0.00268810258725176	0.0220625688882284	0.00176938371183074	0.0253518006812005
Gp6	0.000204472406148833	0.00381492008255072	7.3209748095298e-06	7.3209748095298e-06	7.3209748095298e-06	5.4840529985137e-05	2.27985492064171e-05	7.3209748095298e-06	0.01333014631544	5.4840529985137e-05	0.0330412225454377	7.3209748095298e-06	0.0048620611019646	1.46754618740424e-06	2.27985492064171e-05	0.000343612197763281	7.3209748095298e-06	2.27985492064171e-05	9.3074599889559e-08	2.27985492064171e-05	0.000112034506393977	7.3209748095298e-06	0.00054214422483387	7.3209748095298e-06	0.00054214422483387	5.4840529985137e-05	0.000204472406148833	2.27985492064171e-05	0.00381492008255072	0.00054214422483387	5.4840529985137e-05	0.000204472406148833	0.00754700778106786	0.00054214422483387	0.00179113003019505	1.0635035875251e-62	0.000537689887687722	0.000537689887687722	0.000537689887687722	0.0123941024872159	0.000940440154764705	0.00324916903966054	0.000940440154764705	0.00607899541057237	0.0277145453423666	0.0318824398791883	0.00430453346027947	0.0277145453423666	0.0277145453423666	0.00231865228439081	0.0175417875145346	0.0102764117493146	0.00149785529177092	0.000324247964524891	0.00231865228439081	0.00553869990510938	0.00113606590531025	0.00430453346027947	0.00175170624236935	0.00852549299153956	0.0239288638050739	0.00430453346027947	0.0466066320161955
Rhodoligotrophos	1.46754618740424e-06	0.00222003122591684	7.3209748095298e-06	1.0635035875251e-62	7.3209748095298e-06	2.27985492064171e-05	0.000204472406148833	1.46754618740424e-06	0.00609992331369691	0.000204472406148833	0.0216659233675324	1.46754618740424e-06	0.00609992331369691	2.27985492064171e-05	2.27985492064171e-05	0.000813862111732211	1.46754618740424e-06	2.27985492064171e-05	1.46754618740424e-06	5.4840529985137e-05	0.000343612197763281	0.000112034506393977	0.00054214422483387	7.3209748095298e-06	0.000204472406148833	0.000112034506393977	5.4840529985137e-05	0.000204472406148833	0.00294022702327952	0.00163680331598672	9.3074599889559e-08	0.000112034506393977	0.0048620611019646	2.27985492064171e-05	0.000491873019082001	7.3209748095298e-06	1.0635035875251e-62	0.000537689887687722	0.000537689887687722	0.0123941024872159	0.00149785529177092	0.00149785529177092	0.00149785529177092	0.0102764117493146	0.00852549299153956	0.0175417875145346	0.00324916903966054	0.0123941024872159	0.0652399829506255	0.00231865228439081	0.0146767652280985	0.0206028235613592	0.00231865228439081	0.000703541242590395	0.000537689887687722	0.00324916903966054	0.00430453346027947	0.00231865228439081	0.00696480933272788	0.00266236869083673	0.0218299624343518	0.00113606590531025	0.0206028235613592
Reyranella	0.000204472406148833	0.00754700778106786	0.000343612197763281	7.3209748095298e-06	7.3209748095298e-06	0.00054214422483387	0.000343612197763281	7.3209748095298e-06	0.0375883775714094	0.00117353818015547	0.107593187782415	0.000112034506393977	0.0288827975067328	7.3209748095298e-06	5.4840529985137e-05	0.0048620611019646	7.3209748095298e-06	2.27985492064171e-05	1.46754618740424e-06	0.000813862111732211	0.00163680331598672	0.000204472406148833	0.00163680331598672	0.000343612197763281	0.00163680331598672	0.000813862111732211	0.000813862111732211	0.00117353818015547	0.0185731550894602	0.00294022702327952	2.27985492064171e-05	0.00222003122591684	0.0330412225454377	0.00054214422483387	0.00803313849599635	7.3209748095298e-06	7.3209748095298e-06	1.0635035875251e-62	0.000537689887687722	0.0102764117493146	0.00149785529177092	0.000940440154764705	0.000218229553423261	0.0110044178595763	0.0175417875145346	0.0525890110607777	0.00696480933272788	0.0466066320161955	0.0652399829506255	0.00852549299153956	0.0175417875145346	0.0175417875145346	0.00696480933272788	8.09882415225967e-07	0.000537689887687722	0.0146767652280985	0.00760170763427457	0.0102764117493146	0.00918867853204506	0.0123941024872159	0.0239288638050739	0.00696480933272788	0.0725760500612489
Actinokineospora	0.000343612197763281	0.00163680331598672	0.000204472406148833	7.3209748095298e-06	1.0635035875251e-62	0.00054214422483387	2.27985492064171e-05	7.3209748095298e-06	0.0111434467996942	0.000813862111732211	0.0537177672171674	0.000112034506393977	0.0158005962505716	7.3209748095298e-06	9.3074599889559e-08	0.00294022702327952	7.3209748095298e-06	5.4840529985137e-05	9.3074599889559e-08	0.000343612197763281	0.00054214422483387	0.000343612197763281	0.000112034506393977	0.000204472406148833	0.000112034506393977	5.4840529985137e-05	0.000343612197763281	0.000204472406148833	0.0048620611019646	0.000813862111732211	5.4840529985137e-05	0.00117353818015547	0.01333014631544	0.000112034506393977	0.00129381476051045	7.3209748095298e-06	7.3209748095298e-06	7.3209748095298e-06	1.0635035875251e-62	0.0175417875145346	0.000940440154764705	0.000218229553423261	3.53407950301478e-05	0.00479685659314402	0.0175417875145346	0.0466066320161955	0.00430453346027947	0.0239288638050739	0.0361640352154969	0.00696480933272788	0.0277145453423666	0.0102764117493146	0.00149785529177092	0.000324247964524891	0.00231865228439081	0.0123941024872159	0.00363409046784478	0.0102764117493146	0.00607899541057237	0.00852549299153956	0.0318824398791883	0.00430453346027947	0.088075480565631
Skermanella	0.00922195272221601	0.00222003122591684	0.00609992331369691	0.00222003122591684	0.00381492008255072	0.0158005962505716	0.00754700778106786	0.000112034506393977	0.0479117261299755	0.0111434467996942	0.0375883775714094	0.000813862111732211	0.0216659233675324	0.000813862111732211	0.00117353818015547	0.0250966758822518	0.000112034506393977	2.27985492064171e-05	0.00163680331598672	0.0158005962505716	0.0250966758822518	0.00163680331598672	0.00117353818015547	0.00609992331369691	0.00922195272221601	0.00922195272221601	0.0216659233675324	0.0158005962505716	0.0185731550894602	0.00117353818015547	0.0048620611019646	0.00294022702327952	0.073877706888658	0.00222003122591684	0.0052114617667064	0.00222003122591684	0.00222003122591684	0.00163680331598672	0.00381492008255072	1.0635035875251e-62	0.0277145453423666	0.0146767652280985	0.0239288638050739	0.00363409046784478	0.0361640352154969	0.00430453346027947	0.00231865228439081	0.088075480565631	0.0652399829506255	0.0525890110607777	0.000537689887687722	0.00553869990510938	0.0412383748220047	0.0123941024872159	0.0361640352154969	0.0318824398791883	0.00607899541057237	0.0525890110607777	0.00363409046784478	0.00607899541057237	7.65805871601001e-05	0.00479685659314402	0.0652399829506255
Cellvibrio	0.00117353818015547	0.0048620611019646	0.00054214422483387	5.4840529985137e-05	2.27985492064171e-05	0.00117353818015547	0.000813862111732211	5.4840529985137e-05	0.0330412225454377	0.00294022702327952	0.073877706888658	5.4840529985137e-05	0.0185731550894602	0.000343612197763281	5.4840529985137e-05	0.0048620611019646	5.4840529985137e-05	0.000343612197763281	5.4840529985137e-05	0.00117353818015547	0.00117353818015547	0.00117353818015547	0.000813862111732211	0.00054214422483387	0.000204472406148833	7.3209748095298e-06	0.00222003122591684	0.000813862111732211	0.0185731550894602	0.0048620611019646	0.000112034506393977	0.00222003122591684	0.0158005962505716	0.000343612197763281	0.00724548640305255	2.27985492064171e-05	5.4840529985137e-05	5.4840529985137e-05	2.27985492064171e-05	0.00754700778106786	1.0635035875251e-62	0.00149785529177092	0.00149785529177092	0.0175417875145346	0.0206028235613592	0.0800526049602328	0.00696480933272788	0.00696480933272788	0.115924125437746	0.000940440154764705	0.0525890110607777	0.0239288638050739	0.00852549299153956	0.00175170624236935	0.00430453346027947	0.0175417875145346	0.00553869990510938	0.0146767652280985	0.0102764117493146	0.0110044178595763	0.0488457171835387	0.00607899541057237	0.0725760500612489
Nitrospira	0.00117353818015547	0.0048620611019646	0.00163680331598672	5.4840529985137e-05	1.46754618740424e-06	0.00381492008255072	0.00054214422483387	2.27985492064171e-05	0.0250966758822518	0.00381492008255072	0.107593187782415	0.00054214422483387	0.0288827975067328	5.4840529985137e-05	7.3209748095298e-06	0.00922195272221601	2.27985492064171e-05	5.4840529985137e-05	2.27985492064171e-05	0.00294022702327952	0.00381492008255072	0.00117353818015547	0.000343612197763281	0.00163680331598672	0.000813862111732211	0.00054214422483387	0.00163680331598672	0.00294022702327952	0.0185731550894602	0.00222003122591684	0.000112034506393977	0.00609992331369691	0.0250966758822518	0.000343612197763281	0.00362170563836657	0.000204472406148833	5.4840529985137e-05	2.27985492064171e-05	1.46754618740424e-06	0.00294022702327952	5.4840529985137e-05	1.0635035875251e-62	0.000537689887687722	0.00553869990510938	0.0277145453423666	0.058591389079912	0.00553869990510938	0.0206028235613592	0.088075480565631	0.0123941024872159	0.0318824398791883	0.0206028235613592	0.00852549299153956	0.00113606590531025	0.00553869990510938	0.0361640352154969	0.0102764117493146	0.0318824398791883	0.0123941024872159	0.0132557510382421	0.0334947849514287	0.00607899541057237	0.136619943872778
Pseudolabrys	0.000813862111732211	0.0048620611019646	0.000813862111732211	5.4840529985137e-05	9.3074599889559e-08	0.00117353818015547	0.000112034506393977	5.4840529985137e-05	0.0330412225454377	0.00222003122591684	0.117308065550202	0.00054214422483387	0.0425401276844894	2.27985492064171e-05	7.3209748095298e-06	0.00754700778106786	5.4840529985137e-05	0.000204472406148833	1.46754618740424e-06	0.00117353818015547	0.00163680331598672	0.000813862111732211	0.000813862111732211	0.000813862111732211	0.00054214422483387	0.000343612197763281	0.00117353818015547	0.000813862111732211	0.0158005962505716	0.00294022702327952	0.000204472406148833	0.00381492008255072	0.0375883775714094	0.00054214422483387	0.00724548640305255	2.27985492064171e-05	5.4840529985137e-05	1.46754618740424e-06	9.3074599889559e-08	0.00609992331369691	5.4840529985137e-05	7.3209748095298e-06	1.0635035875251e-62	0.0102764117493146	0.0206028235613592	0.088075480565631	0.0102764117493146	0.0525890110607777	0.0466066320161955	0.0123941024872159	0.0361640352154969	0.0146767652280985	0.00430453346027947	7.65805871601001e-05	0.00149785529177092	0.0206028235613592	0.00852549299153956	0.0146767652280985	0.0123941024872159	0.0187200432174319	0.0432764577072989	0.0110044178595763	0.126034102091693
Rhizocola	0.00978703990340832	0.00179113003019505	0.00241398836881561	0.00152783983733756	0.000391673595629485	0.0107580051327163	0.000179530217788986	0.000132952658160091	0.00724548640305255	0.00179113003019505	0.0302111706883683	0.00129381476051045	0.00362170563836657	6.71887325840297e-05	9.59608405688684e-05	0.0052114617667064	0.000132952658160091	2.92858832377611e-05	0.000237143637005064	0.00317971408601042	0.00317971408601042	0.000391673595629485	2.92858832377611e-05	0.00241398836881561	0.0046352809644627	0.0027778892723006	0.00362170563836657	0.00152783983733756	0.00241398836881561	2.36893490063847e-06	0.00317971408601042	0.00362170563836657	0.0140751783369318	0.00317971408601042	0.000555027038120379	0.000609665957324319	0.00152783983733756	0.00179113003019505	0.000391673595629485	0.000237143637005064	0.00362170563836657	0.000491873019082001	0.00152783983733756	0	0.0915415010905586	0.0123941024872159	0.00149785529177092	0.058591389079912	0.0110044178595763	0.0412383748220047	0.0110044178595763	0.00266236869083673	0.00696480933272788	0.00928370407755118	0.0466066320161955	0.0432764577072989	0.00153055729796382	0.058591389079912	0.00054910206924857	0.0111254244710818	0.00767873852885086	0.00484962201407244	0.163752757111879
