TAH1	TAH2	TAH3	TAH4	TAH5	TAH6	TAH7	TAH8	TAH10	species	ID
bacOTU_577	0.198265924169775	0.189627559913215	0.288496216718452	0.0497398908863573	0.0264020891999321	0.225007983396753	0.229903247515149	0.0841839295514568	0.340950065748273	bac	bacOTU_577
bacOTU_58	0.198265924169775	1.32679291939251	0.961420722394839	0.347579236204501	0.315725070399186	0.524885294592423	1e-04	0.672771436411654	0.681800131496547	bac	bacOTU_58
bacOTU_60	2.3120357819807	17.0575803921894	0.961420722394839	0.496498908863573	0.473537605598778	0.712308614089717	12.8690818608483	13.5376126577845	5.56731774055513	bac	bacOTU_60
bacOTU_65	0.924874312792282	2.08490315904537	0.288496216718452	0.248299454431786	0.184214624399525	0.487400630692965	4.36636170278783	0.588687506860198	1.59073364015861	bac	bacOTU_65
bacOTU_656	0.198265924169775	0.379155119826431	0.0962320722394839	0.0497398908863573	0.0527041783998643	0.150038655597835	0.229903247515149	0.0841839295514568	0.227333377165516	bac	bacOTU_656
bacOTU_667	0.198265924169775	1.32679291939251	0.288496216718452	0.496498908863573	0.210516713599457	0.487400630692965	0.229903247515149	1.09319108416894	0.340950065748273	bac	bacOTU_667
bacOTU_68	0.0661553080565915	4.16970631809074	0.673024505676387	0.347579236204501	0.236818802799389	0.150038655597835	2.75773897018179	2.69078574564662	0.681800131496547	bac	bacOTU_68
bacOTU_79	0.924874312792282	3.03254095861145	0.48076036119742	0.297939345318144	0.49983969479871	0.487400630692965	10.5710493856969	2.10219823878642	3.74945072323101	bac	bacOTU_79
bacOTU_80	2.57625701420707	5.49639923748324	0.769156577915871	0.595778690636288	2.23577758199423	3.41120441485075	2.52793572266664	4.45654826622721	4.88561760905859	bac	bacOTU_80
bacOTU_813	0.0661553080565915	0.189627559913215	0.0962320722394839	0.0497398908863573	0.184214624399525	0.262492647296212	0.459706495030298	0.25235178865437	0.340950065748273	bac	bacOTU_813
bacOTU_817	0.330376540282958	7.58120239652861	1e-04	0.248299454431786	0.105308356799729	0.0375846638994588	2.29813247515149	1.34544287282331	0.909033508662062	bac	bacOTU_817
bacOTU_82	1.12304023696206	2.4639582788718	0.192364144478968	0.149019672659072	3.86650711239002	0.262492647296212	0.459706495030298	1.42952680237477	3.52221734606549	bac	bacOTU_82
bacOTU_84	0.330376540282958	26.5339583878501	0.384628288957936	3.52453225293137	0.210516713599457	1.34954790038052	1.14911623757575	3.19528932295536	0.909033508662062	bac	bacOTU_84
bacOTU_853	0.330376540282958	0.189627559913215	0.0962320722394839	0.0993797817727146	0.0264020891999321	0.150038655597835	0.459706495030298	0.0841839295514568	0.568183442913789	bac	bacOTU_853
bacOTU_879	0.132210616113183	0.758210239652861	0.288496216718452	0.0993797817727146	0.105308356799729	0.187523319497294	0.459706495030298	0.336435718205827	0.227333377165516	bac	bacOTU_879
bacOTU_88	4.42580563979163	4.35923387800395	0.48076036119742	0.496498908863573	0.36832924879905	1.42451722817943	20.9121955238786	1.09319108416894	8.29411826654132	bac	bacOTU_88
bacOTU_90	1.71753800947138	5.30687167757003	0.576892433436903	0.397219127090858	0.0790062675997964	0.449915966793506	4.59616495030298	1.34544287282331	1.59073364015861	bac	bacOTU_90
bacOTU_92	0.264321232226366	0.379155119826431	0.0962320722394839	0.0497398908863573	0.0264020891999321	0.0750693277989176	2.29813247515149	0.0841839295514568	2.49966714882067	bac	bacOTU_92
bacOTU_921	1e-04	0.947737799566077	0.288496216718452	0.347579236204501	0.552443873198575	0.112553991698376	0.229903247515149	0.840939295514568	0.454566754331031	bac	bacOTU_921
bacOTU_95	0.726708388622507	1.13726535947929	0.48076036119742	0.149019672659072	0.210516713599457	0.449915966793506	1.14911623757575	0.672771436411654	1.24988357441034	bac	bacOTU_95
bacOTU_96	1.51937208530161	2.08490315904537	1.15368486687381	0.992897817727146	0.605048051598439	0.674823950190259	6.43459093042417	0.756855365963111	3.29498396889998	bac	bacOTU_96
bacOTU_98	0.792763696679099	2.4639582788718	0.673024505676387	0.248299454431786	0.0790062675997964	1e-04	0.229903247515149	0.588687506860198	0.454566754331031	bac	bacOTU_98
bacOTU_99	0.264321232226366	0.568682679739646	0.0962320722394839	0.0497398908863573	0.0527041783998643	0.0750693277989176	3.90675520775753	0.0841839295514568	1.47711695157585	bac	bacOTU_99
bacOTU_1001	0.198265924169775	0.758210239652861	0.192364144478968	0.149019672659072	0.131610445999661	0.150038655597835	1e-04	0.672771436411654	0.568183442913789	bac	bacOTU_1001
bacOTU_1009	1e-04	0.379155119826431	0.192364144478968	0.0497398908863573	0.0790062675997964	0.112553991698376	0.229903247515149	0.168267859102914	0.340950065748273	bac	bacOTU_1009
bacOTU_1013	0.528542464452732	6.06498191722289	0.192364144478968	0.0993797817727146	0.0790062675997964	0.150038655597835	4.36636170278783	2.01811430923496	1.02265019724482	bac	bacOTU_1013
bacOTU_1014	0.0661553080565915	0.189627559913215	0.0962320722394839	1e-04	0.0264020891999321	0.0375846638994588	0.229903247515149	0.0841839295514568	1e-04	bac	bacOTU_1014
bacOTU_1022	0.264321232226366	0.189627559913215	1e-04	0.0497398908863573	0.0527041783998643	0.0750693277989176	1.14911623757575	1e-04	1.36350026299309	bac	bacOTU_1022
bacOTU_1038	0.0661553080565915	0.189627559913215	1e-04	0.0497398908863573	0.0264020891999321	0.0750693277989176	0.229903247515149	1e-04	0.113716688582758	bac	bacOTU_1038
bacOTU_104	2.84047824643344	2.65348583878502	0.0962320722394839	0.0993797817727146	0.236818802799389	0.225007983396753	0.919312990060596	1.68177859102914	2.49966714882067	bac	bacOTU_104
bacOTU_107	0.0661553080565915	0.189627559913215	1e-04	1e-04	0.0264020891999321	0.112553991698376	0.229903247515149	0.0841839295514568	0.454566754331031	bac	bacOTU_107
bacOTU_110	0.0661553080565915	3.79065119826431	0.48076036119742	0.297939345318144	1.20999610319688	2.24917983396753	1e-04	2.5226178865437	1.13626688582758	bac	bacOTU_110
bacOTU_113	0.0661553080565915	5.11734411765681	1e-04	0.0497398908863573	0.157912535199593	0.187523319497294	0.229903247515149	0.672771436411654	0.340950065748273	bac	bacOTU_113
bacOTU_118	0.528542464452732	0.758210239652861	0.48076036119742	0.843978145068074	0.315725070399186	1.64942521157619	1.14911623757575	0.588687506860198	1.70435032874137	bac	bacOTU_118
bacOTU_120	1.12304023696206	2.27443071895858	0.0962320722394839	0.149019672659072	1e-04	0.0750693277989176	2.98754221769694	0.336435718205827	0.454566754331031	bac	bacOTU_120
bacOTU_122	2.84047824643344	0.568682679739646	0.0962320722394839	1e-04	0.0264020891999321	1e-04	0.689509742545447	0.168267859102914	0.113716688582758	bac	bacOTU_122
bacOTU_125	0.396431848339549	1.70584803921894	0.288496216718452	0.149019672659072	0.184214624399525	0.225007983396753	0.229903247515149	2.01811430923496	0.568183442913789	bac	bacOTU_125
bacOTU_131	0.726708388622507	1.70584803921894	0.865288650155355	0.198659563545429	0.315725070399186	0.262492647296212	1.83852598012119	0.925023225066025	0.909033508662062	bac	bacOTU_131
bacOTU_138	0.330376540282958	0.189627559913215	0.192364144478968	0.0993797817727146	0.0264020891999321	0.0375846638994588	0.919312990060596	0.0841839295514568	0.568183442913789	bac	bacOTU_138
bacOTU_140	0.0661553080565915	0.568682679739646	0.0962320722394839	3.07777323495415	0.342027159599118	0.187523319497294	0.229903247515149	0.672771436411654	0.113716688582758	bac	bacOTU_140
bacOTU_142	0.792763696679099	2.27443071895858	0.0962320722394839	0.0993797817727146	0.0264020891999321	0.0375846638994588	2.52793572266664	0.25235178865437	0.227333377165516	bac	bacOTU_142
bacOTU_144	0.198265924169775	0.568682679739646	0.769156577915871	0.198659563545429	0.289422981199253	0.29997731119567	1e-04	0.0841839295514568	0.340950065748273	bac	bacOTU_144
bacOTU_148	1e-04	1.70584803921894	0.192364144478968	0.198659563545429	0.131610445999661	0.0750693277989176	0.229903247515149	0.336435718205827	0.454566754331031	bac	bacOTU_148
bacOTU_149	0.264321232226366	0.758210239652861	1e-04	1e-04	0.0264020891999321	0.0375846638994588	0.689509742545447	0.0841839295514568	0.227333377165516	bac	bacOTU_149
bacOTU_150	0.990929620848873	0.758210239652861	0.288496216718452	0.149019672659072	0.131610445999661	0.824762605788094	1.14911623757575	0.420519647757284	1.24988357441034	bac	bacOTU_150
bacOTU_151	0.0661553080565915	0.568682679739646	0.0962320722394839	0.0497398908863573	0.0264020891999321	1e-04	0.459706495030298	0.25235178865437	1e-04	bac	bacOTU_151
bacOTU_153	0.198265924169775	0.189627559913215	1e-04	1e-04	0.0264020891999321	0.0375846638994588	2.06832922763634	0.0841839295514568	1.24988357441034	bac	bacOTU_153
bacOTU_154	0.264321232226366	1.13726535947929	0.192364144478968	0.0993797817727146	0.157912535199593	0.150038655597835	0.229903247515149	0.420519647757284	0.795416820079305	bac	bacOTU_154
bacOTU_155	0.198265924169775	0.568682679739646	0.48076036119742	0.149019672659072	0.105308356799729	0.150038655597835	0.689509742545447	0.25235178865437	0.909033508662062	bac	bacOTU_155
bacOTU_159	0.198265924169775	0.568682679739646	0.288496216718452	0.198659563545429	0.289422981199253	0.337461975095129	0.459706495030298	0.336435718205827	0.568183442913789	bac	bacOTU_159
bacOTU_163	0.198265924169775	0.189627559913215	0.192364144478968	0.0497398908863573	0.0790062675997964	0.262492647296212	0.919312990060596	0.0841839295514568	1.02265019724482	bac	bacOTU_163
bacOTU_168	0.198265924169775	0.189627559913215	1e-04	0.248299454431786	0.0264020891999321	0.0750693277989176	0.229903247515149	1e-04	0.113716688582758	bac	bacOTU_168
bacOTU_169	1e-04	0.379155119826431	0.0962320722394839	0.0497398908863573	0.920673121997625	0.0375846638994588	1e-04	0.336435718205827	0.227333377165516	bac	bacOTU_169
bacOTU_170	1.25515085307524	0.947737799566077	0.0962320722394839	1e-04	0.0264020891999321	0.0750693277989176	1.37891948509089	0.0841839295514568	3.40860065748273	bac	bacOTU_170
bacOTU_173	0.198265924169775	0.947737799566077	0.0962320722394839	0.0993797817727146	0.0527041783998643	1e-04	1.83852598012119	0.25235178865437	0.227333377165516	bac	bacOTU_173
bacOTU_175	0.330376540282958	1.32679291939251	0.384628288957936	0.446859017977216	0.131610445999661	0.150038655597835	0.919312990060596	0.336435718205827	0.909033508662062	bac	bacOTU_175
bacOTU_178	0.396431848339549	1.13726535947929	0.192364144478968	0.198659563545429	0.236818802799389	0.187523319497294	0.919312990060596	0.420519647757284	0.681800131496547	bac	bacOTU_178
bacOTU_180	0.396431848339549	0.189627559913215	0.0962320722394839	0.0497398908863573	0.0264020891999321	0.150038655597835	0.919312990060596	1e-04	0.454566754331031	bac	bacOTU_180
bacOTU_182	0.198265924169775	0.379155119826431	0.0962320722394839	0.149019672659072	1.05218356799729	0.225007983396753	1e-04	0.25235178865437	1.02265019724482	bac	bacOTU_182
bacOTU_185	0.132210616113183	0.379155119826431	0.0962320722394839	0.0497398908863573	0.105308356799729	0.112553991698376	1e-04	0.336435718205827	0.340950065748273	bac	bacOTU_185
bacOTU_186	1.18909554501865	0.568682679739646	0.0962320722394839	0.0497398908863573	0.0264020891999321	0.0375846638994588	2.29813247515149	0.0841839295514568	1.36350026299309	bac	bacOTU_186
bacOTU_188	0.396431848339549	0.758210239652861	0.288496216718452	0.397219127090858	0.263120891999321	0.93721659748647	0.689509742545447	0.420519647757284	0.909033508662062	bac	bacOTU_188
bacOTU_192	0.0661553080565915	1e-04	0.0962320722394839	1e-04	0.0264020891999321	0.0750693277989176	0.229903247515149	0.0841839295514568	0.227333377165516	bac	bacOTU_192
bacOTU_194	0.396431848339549	0.568682679739646	0.192364144478968	0.0993797817727146	0.105308356799729	0.150038655597835	0.459706495030298	0.25235178865437	1.36350026299309	bac	bacOTU_194
bacOTU_195	0.396431848339549	0.189627559913215	0.0962320722394839	1e-04	0.0790062675997964	0.412431302894047	0.919312990060596	1e-04	0.340950065748273	bac	bacOTU_195
bacOTU_196	1e-04	1e-04	0.0962320722394839	0.0497398908863573	0.0264020891999321	0.0375846638994588	0.229903247515149	0.0841839295514568	0.113716688582758	bac	bacOTU_196
bacOTU_201	1e-04	0.947737799566077	0.384628288957936	0.149019672659072	0.0790062675997964	0.0750693277989176	1.14911623757575	0.588687506860198	0.681800131496547	bac	bacOTU_201
bacOTU_210	0.198265924169775	0.379155119826431	0.0962320722394839	0.0993797817727146	0.0264020891999321	0.112553991698376	0.459706495030298	0.0841839295514568	0.340950065748273	bac	bacOTU_210
bacOTU_211	0.594597772509324	0.947737799566077	0.0962320722394839	0.0497398908863573	1e-04	0.0375846638994588	2.52793572266664	0.0841839295514568	0.227333377165516	bac	bacOTU_211
bacOTU_213	0.264321232226366	0.758210239652861	0.0962320722394839	0.0993797817727146	0.0527041783998643	1.19960924478268	2.52793572266664	0.168267859102914	1.24988357441034	bac	bacOTU_213
bacOTU_218	0.198265924169775	0.568682679739646	0.288496216718452	0.248299454431786	0.0790062675997964	0.225007983396753	0.919312990060596	0.25235178865437	0.681800131496547	bac	bacOTU_218
bacOTU_220	0.396431848339549	0.758210239652861	0.192364144478968	0.149019672659072	0.0264020891999321	0.112553991698376	2.06832922763634	0.0841839295514568	0.454566754331031	bac	bacOTU_220
bacOTU_227	1e-04	0.189627559913215	0.48076036119742	0.198659563545429	0.447235516398846	0.112553991698376	1e-04	0.420519647757284	0.454566754331031	bac	bacOTU_227
bacOTU_235	0.198265924169775	0.189627559913215	0.288496216718452	0.149019672659072	0.131610445999661	0.262492647296212	1e-04	0.0841839295514568	0.795416820079305	bac	bacOTU_235
bacOTU_243	0.330376540282958	0.947737799566077	0.384628288957936	0.248299454431786	0.210516713599457	0.29997731119567	0.689509742545447	0.672771436411654	0.909033508662062	bac	bacOTU_243
bacOTU_248	0.264321232226366	0.189627559913215	0.0962320722394839	0.0497398908863573	0.0790062675997964	0.262492647296212	0.229903247515149	0.168267859102914	0.113716688582758	bac	bacOTU_248
bacOTU_250	0.132210616113183	0.568682679739646	1e-04	0.0497398908863573	0.0527041783998643	0.150038655597835	1.37891948509089	0.336435718205827	0.113716688582758	bac	bacOTU_250
bacOTU_253	0.0661553080565915	1e-04	0.192364144478968	0.149019672659072	0.105308356799729	0.599854622391341	1e-04	0.0841839295514568	0.227333377165516	bac	bacOTU_253
bacOTU_254	0.396431848339549	0.758210239652861	0.0962320722394839	0.0497398908863573	0.105308356799729	0.0375846638994588	0.459706495030298	0.25235178865437	0.113716688582758	bac	bacOTU_254
bacOTU_259	0.132210616113183	0.189627559913215	0.0962320722394839	0.0497398908863573	0.157912535199593	0.0375846638994588	1e-04	0.336435718205827	0.568183442913789	bac	bacOTU_259
bacOTU_263	0.132210616113183	0.189627559913215	0.0962320722394839	0.0497398908863573	0.0527041783998643	0.0375846638994588	0.459706495030298	0.0841839295514568	0.340950065748273	bac	bacOTU_263
bacOTU_264	0.132210616113183	0.568682679739646	0.0962320722394839	0.0497398908863573	0.0790062675997964	0.0750693277989176	1.37891948509089	0.0841839295514568	0.340950065748273	bac	bacOTU_264
bacOTU_265	1e-04	0.379155119826431	0.192364144478968	0.198659563545429	0.131610445999661	0.374946638994588	1e-04	0.0841839295514568	0.909033508662062	bac	bacOTU_265
bacOTU_269	0.264321232226366	0.568682679739646	0.288496216718452	0.0993797817727146	0.105308356799729	0.487400630692965	0.459706495030298	0.25235178865437	0.227333377165516	bac	bacOTU_269
bacOTU_272	1e-04	0.189627559913215	0.0962320722394839	0.149019672659072	0.0527041783998643	0.0750693277989176	0.459706495030298	1e-04	0.113716688582758	bac	bacOTU_272
bacOTU_275	0.330376540282958	0.568682679739646	0.192364144478968	0.149019672659072	0.0527041783998643	0.112553991698376	1.14911623757575	0.0841839295514568	0.454566754331031	bac	bacOTU_275
bacOTU_279	0.264321232226366	0.379155119826431	0.0962320722394839	0.347579236204501	0.0527041783998643	0.112553991698376	0.459706495030298	0.168267859102914	0.227333377165516	bac	bacOTU_279
bacOTU_280	1e-04	0.568682679739646	0.384628288957936	0.0497398908863573	0.184214624399525	0.112553991698376	1e-04	0.420519647757284	0.681800131496547	bac	bacOTU_280
bacOTU_282	0.0661553080565915	1.13726535947929	1e-04	0.0497398908863573	0.131610445999661	0.449915966793506	1e-04	1.26135894327185	0.227333377165516	bac	bacOTU_282
bacOTU_283	0.132210616113183	8.90789531592112	0.0962320722394839	0.0993797817727146	0.0264020891999321	0.0375846638994588	0.459706495030298	2.27036609788933	0.227333377165516	bac	bacOTU_283
bacOTU_289	0.198265924169775	0.379155119826431	0.192364144478968	0.0497398908863573	0.0527041783998643	0.0750693277989176	1e-04	0.25235178865437	0.227333377165516	bac	bacOTU_289
bacOTU_291	0.0661553080565915	0.379155119826431	0.0962320722394839	0.0993797817727146	0.131610445999661	0.150038655597835	1e-04	0.336435718205827	0.568183442913789	bac	bacOTU_291
bacOTU_292	0.132210616113183	0.189627559913215	0.192364144478968	1e-04	0.0264020891999321	0.0750693277989176	0.229903247515149	0.0841839295514568	0.227333377165516	bac	bacOTU_292
bacOTU_293	0.0661553080565915	0.189627559913215	1e-04	0.0497398908863573	0.0790062675997964	0.412431302894047	0.229903247515149	0.0841839295514568	0.340950065748273	bac	bacOTU_293
bacOTU_298	0.0661553080565915	0.189627559913215	0.0962320722394839	0.0497398908863573	1e-04	0.112553991698376	0.459706495030298	0.588687506860198	0.454566754331031	bac	bacOTU_298
bacOTU_303	0.264321232226366	0.189627559913215	0.192364144478968	0.0497398908863573	0.0790062675997964	0.112553991698376	0.459706495030298	0.0841839295514568	0.568183442913789	bac	bacOTU_303
bacOTU_308	0.0661553080565915	0.189627559913215	0.0962320722394839	1e-04	0.0264020891999321	0.150038655597835	1e-04	0.168267859102914	0.113716688582758	bac	bacOTU_308
bacOTU_312	0.264321232226366	0.758210239652861	0.384628288957936	0.149019672659072	0.0790062675997964	0.112553991698376	1.14911623757575	0.336435718205827	0.340950065748273	bac	bacOTU_312
bacOTU_313	0.132210616113183	0.379155119826431	0.192364144478968	0.0993797817727146	0.0527041783998643	0.112553991698376	0.459706495030298	0.25235178865437	0.340950065748273	bac	bacOTU_313
bacOTU_323	0.132210616113183	0.189627559913215	0.0962320722394839	0.198659563545429	0.131610445999661	0.29997731119567	0.459706495030298	0.168267859102914	0.568183442913789	bac	bacOTU_323
bacOTU_326	0.264321232226366	0.379155119826431	0.0962320722394839	0.0497398908863573	0.0527041783998643	0.112553991698376	0.459706495030298	0.0841839295514568	0.113716688582758	bac	bacOTU_326
bacOTU_332	0.132210616113183	0.189627559913215	0.0962320722394839	0.0993797817727146	0.105308356799729	0.112553991698376	0.229903247515149	0.168267859102914	0.227333377165516	bac	bacOTU_332
bacOTU_335	0.132210616113183	0.189627559913215	0.0962320722394839	0.0993797817727146	0.0790062675997964	0.112553991698376	0.689509742545447	0.0841839295514568	0.795416820079305	bac	bacOTU_335
bacOTU_336	0.198265924169775	0.189627559913215	0.0962320722394839	0.0497398908863573	0.0527041783998643	0.112553991698376	1.37891948509089	0.168267859102914	1.02265019724482	bac	bacOTU_336
bacOTU_343	0.132210616113183	0.379155119826431	0.288496216718452	0.0993797817727146	0.0790062675997964	0.112553991698376	1e-04	0.25235178865437	0.340950065748273	bac	bacOTU_343
bacOTU_348	0.198265924169775	0.568682679739646	0.0962320722394839	0.0497398908863573	0.105308356799729	0.187523319497294	0.229903247515149	0.25235178865437	0.113716688582758	bac	bacOTU_348
bacOTU_352	2.97258886254662	8.14978507626826	2.78793009494503	1.78713607190886	2.60400683079328	1.42451722817943	17.4651468111513	3.86796075936701	8.40773495512408	bac	bacOTU_352
bacOTU_357	0.0661553080565915	0.189627559913215	1e-04	1e-04	0.0527041783998643	0.0750693277989176	0.459706495030298	0.0841839295514568	0.113716688582758	bac	bacOTU_357
bacOTU_359	0.198265924169775	0.189627559913215	0.0962320722394839	0.0497398908863573	0.0527041783998643	0.187523319497294	0.459706495030298	0.25235178865437	0.454566754331031	bac	bacOTU_359
bacOTU_361	1e-04	0.379155119826431	0.288496216718452	0.0993797817727146	0.105308356799729	0.29997731119567	1e-04	0.168267859102914	0.227333377165516	bac	bacOTU_361
bacOTU_363	0.198265924169775	0.379155119826431	0.192364144478968	0.0993797817727146	0.157912535199593	0.6373392862908	0.459706495030298	0.0841839295514568	0.454566754331031	bac	bacOTU_363
bacOTU_366	0.132210616113183	0.189627559913215	0.0962320722394839	0.0497398908863573	0.0790062675997964	0.187523319497294	0.229903247515149	0.168267859102914	0.340950065748273	bac	bacOTU_366
bacOTU_37	0.0661553080565915	0.379155119826431	0.0962320722394839	0.0497398908863573	1e-04	0.0375846638994588	0.459706495030298	0.168267859102914	1e-04	bac	bacOTU_37
bacOTU_373	0.0661553080565915	0.189627559913215	0.0962320722394839	0.0993797817727146	0.0264020891999321	0.225007983396753	1e-04	0.0841839295514568	0.113716688582758	bac	bacOTU_373
bacOTU_376	1e-04	0.379155119826431	0.192364144478968	0.297939345318144	0.0264020891999321	0.187523319497294	1e-04	0.0841839295514568	0.113716688582758	bac	bacOTU_376
bacOTU_377	0.132210616113183	0.379155119826431	0.192364144478968	1e-04	1e-04	0.0375846638994588	0.229903247515149	0.168267859102914	0.340950065748273	bac	bacOTU_377
bacOTU_379	0.132210616113183	1.13726535947929	0.0962320722394839	0.0993797817727146	0.157912535199593	0.112553991698376	1e-04	0.25235178865437	0.113716688582758	bac	bacOTU_379
bacOTU_382	0.0661553080565915	0.189627559913215	0.0962320722394839	1e-04	0.0264020891999321	0.112553991698376	1e-04	0.0841839295514568	0.227333377165516	bac	bacOTU_382
bacOTU_383	0.132210616113183	0.379155119826431	0.0962320722394839	0.0497398908863573	0.0264020891999321	0.0375846638994588	1e-04	0.168267859102914	0.113716688582758	bac	bacOTU_383
bacOTU_384	0.0661553080565915	0.568682679739646	0.192364144478968	0.149019672659072	0.0790062675997964	0.187523319497294	1e-04	0.504603577308741	0.340950065748273	bac	bacOTU_384
bacOTU_385	0.396431848339549	0.568682679739646	1e-04	0.248299454431786	0.236818802799389	1.23709390868214	1.37891948509089	0.420519647757284	1.02265019724482	bac	bacOTU_385
bacOTU_386	0.0661553080565915	1e-04	0.0962320722394839	0.149019672659072	0.0527041783998643	0.0375846638994588	0.229903247515149	1e-04	0.113716688582758	bac	bacOTU_386
bacOTU_387	0.462487156396141	1.32679291939251	0.192364144478968	0.0993797817727146	0.0264020891999321	0.0750693277989176	2.06832922763634	0.168267859102914	0.454566754331031	bac	bacOTU_387
bacOTU_399	0.198265924169775	0.379155119826431	1e-04	0.0497398908863573	1e-04	0.0750693277989176	0.229903247515149	0.0841839295514568	0.227333377165516	bac	bacOTU_399
bacOTU_400	0.0661553080565915	0.189627559913215	0.288496216718452	0.149019672659072	0.131610445999661	0.337461975095129	1e-04	0.420519647757284	0.454566754331031	bac	bacOTU_400
bacOTU_403	0.0661553080565915	0.189627559913215	1e-04	0.0497398908863573	0.0790062675997964	0.449915966793506	0.229903247515149	0.0841839295514568	0.113716688582758	bac	bacOTU_403
bacOTU_406	1e-04	0.379155119826431	0.0962320722394839	0.0993797817727146	0.0790062675997964	0.0750693277989176	1e-04	0.504603577308741	0.113716688582758	bac	bacOTU_406
bacOTU_418	0.0661553080565915	0.189627559913215	0.0962320722394839	0.347579236204501	0.0527041783998643	0.449915966793506	0.229903247515149	0.0841839295514568	0.454566754331031	bac	bacOTU_418
bacOTU_419	0.0661553080565915	0.379155119826431	0.384628288957936	0.0497398908863573	0.0264020891999321	1e-04	0.229903247515149	0.336435718205827	0.113716688582758	bac	bacOTU_419
bacOTU_42	9.90839620848873	8.14978507626826	0.673024505676387	0.695058472409002	0.815464765197896	0.262492647296212	2.98754221769694	0.504603577308741	36.3574403464825	bac	bacOTU_42
bacOTU_422	1e-04	0.758210239652861	0.192364144478968	0.0497398908863573	0.105308356799729	0.150038655597835	0.229903247515149	0.336435718205827	0.795416820079305	bac	bacOTU_422
bacOTU_425	0.198265924169775	0.189627559913215	0.0962320722394839	1e-04	1e-04	0.0375846638994588	0.459706495030298	0.0841839295514568	0.909033508662062	bac	bacOTU_425
bacOTU_429	0.132210616113183	0.379155119826431	0.384628288957936	0.0497398908863573	0.0264020891999321	0.0750693277989176	1e-04	0.588687506860198	0.113716688582758	bac	bacOTU_429
bacOTU_433	0.198265924169775	2.27443071895858	0.576892433436903	1.14181749038622	0.789162675997964	1.94930252277186	0.229903247515149	2.18628216833788	1.36350026299309	bac	bacOTU_433
bacOTU_436	0.0661553080565915	0.189627559913215	1e-04	1e-04	0.0264020891999321	0.0375846638994588	0.229903247515149	0.0841839295514568	0.227333377165516	bac	bacOTU_436
bacOTU_444	0.0661553080565915	1e-04	0.0962320722394839	1e-04	0.0790062675997964	0.150038655597835	0.229903247515149	0.0841839295514568	0.227333377165516	bac	bacOTU_444
bacOTU_45	0.528542464452732	14.7832496732308	0.0962320722394839	0.347579236204501	0.0527041783998643	1e-04	0.229903247515149	9.24933225066025	0.227333377165516	bac	bacOTU_45
bacOTU_460	0.0661553080565915	0.189627559913215	0.0962320722394839	1e-04	0.0264020891999321	0.0375846638994588	0.229903247515149	0.0841839295514568	0.113716688582758	bac	bacOTU_460
bacOTU_463	0.0661553080565915	1.70584803921894	0.384628288957936	0.695058472409002	0.210516713599457	0.0750693277989176	1e-04	1.34544287282331	0.113716688582758	bac	bacOTU_463
bacOTU_469	0.132210616113183	0.189627559913215	0.192364144478968	0.198659563545429	0.0527041783998643	0.150038655597835	0.459706495030298	0.0841839295514568	0.340950065748273	bac	bacOTU_469
bacOTU_477	0.0661553080565915	0.189627559913215	1e-04	0.0993797817727146	0.0264020891999321	0.0375846638994588	0.459706495030298	1e-04	0.113716688582758	bac	bacOTU_477
bacOTU_486	0.0661553080565915	0.568682679739646	0.0962320722394839	0.0497398908863573	0.0264020891999321	0.112553991698376	0.229903247515149	0.168267859102914	0.113716688582758	bac	bacOTU_486
bacOTU_487	0.0661553080565915	0.189627559913215	0.0962320722394839	0.0497398908863573	0.0790062675997964	0.225007983396753	0.229903247515149	0.0841839295514568	0.113716688582758	bac	bacOTU_487
bacOTU_49	0.528542464452732	0.568682679739646	0.48076036119742	0.149019672659072	0.131610445999661	0.6373392862908	1.14911623757575	0.588687506860198	1.24988357441034	bac	bacOTU_49
bacOTU_495	0.132210616113183	1.89537559913215	0.288496216718452	0.496498908863573	0.0790062675997964	0.187523319497294	0.229903247515149	0.588687506860198	0.568183442913789	bac	bacOTU_495
bacOTU_506	0.198265924169775	0.379155119826431	1e-04	0.0993797817727146	0.0527041783998643	0.150038655597835	0.459706495030298	0.0841839295514568	0.340950065748273	bac	bacOTU_506
bacOTU_507	0.132210616113183	0.379155119826431	1e-04	0.0497398908863573	0.0527041783998643	0.0375846638994588	1e-04	0.336435718205827	0.681800131496547	bac	bacOTU_507
bacOTU_508	0.0661553080565915	0.189627559913215	1e-04	1e-04	0.0527041783998643	0.0750693277989176	0.229903247515149	0.0841839295514568	0.227333377165516	bac	bacOTU_508
bacOTU_514	0.0661553080565915	0.379155119826431	0.0962320722394839	1e-04	0.0527041783998643	0.0375846638994588	0.459706495030298	0.0841839295514568	0.113716688582758	bac	bacOTU_514
bacOTU_519	0.330376540282958	0.379155119826431	0.192364144478968	0.0497398908863573	0.105308356799729	0.262492647296212	0.459706495030298	0.25235178865437	0.340950065748273	bac	bacOTU_519
bacOTU_523	0.264321232226366	0.758210239652861	0.288496216718452	0.0497398908863573	0.131610445999661	0.187523319497294	0.689509742545447	0.336435718205827	0.454566754331031	bac	bacOTU_523
bacOTU_531	0.0661553080565915	0.189627559913215	1e-04	1e-04	0.0790062675997964	0.112553991698376	0.229903247515149	0.0841839295514568	0.113716688582758	bac	bacOTU_531
bacOTU_533	0.132210616113183	0.189627559913215	0.0962320722394839	0.0497398908863573	0.0264020891999321	0.0375846638994588	1e-04	0.0841839295514568	0.227333377165516	bac	bacOTU_533
