TAH1	TAH2	TAH3	TAH4	TAH5	TAH6	TAH7	TAH8	TAH10	species	ID
bacOTU_67	0.528542464452732	1.51632047930572	0.769156577915871	0.446859017977216	1.52562117359606	1.31206323648106	1.60872273260604	1.1772750137204	1.81796701732412	bac	bacOTU_67
bacOTU_83	1.78359331752797	1.13726535947929	0.192364144478968	0.297939345318144	0.184214624399525	0.29997731119567	1.60872273260604	0.25235178865437	1.70435032874137	bac	bacOTU_83
bacOTU_89	1.32120616113183	1.51632047930572	0.0962320722394839	0.198659563545429	0.157912535199593	0.487400630692965	9.42203314812111	0.756855365963111	5.1128509862241	bac	bacOTU_89
bacOTU_103	3.56708663505594	10.6136433551401	0.961420722394839	0.347579236204501	0.447235516398846	0.487400630692965	17.2353435636362	2.60670181609516	3.06775059173446	bac	bacOTU_103
bacOTU_105	1.05698492890546	1.32679291939251	0.576892433436903	0.54613879974993	0.236818802799389	0.862247269687553	4.59616495030298	0.336435718205827	2.49966714882067	bac	bacOTU_105
bacOTU_135	0.792763696679099	0.568682679739646	0.192364144478968	0.149019672659072	0.184214624399525	0.524885294592423	1.60872273260604	0.336435718205827	1.24988357441034	bac	bacOTU_135
bacOTU_145	0.132210616113183	3.98017875817752	0.576892433436903	0.843978145068074	0.105308356799729	0.112553991698376	0.229903247515149	3.36345718205827	4.54476754331031	bac	bacOTU_145
bacOTU_165	0.0661553080565915	8.7183677560079	1e-04	0.54613879974993	0.289422981199253	0.0750693277989176	0.229903247515149	0.672771436411654	1.02265019724482	bac	bacOTU_165
bacOTU_176	0.330376540282958	1.13726535947929	0.192364144478968	0.0993797817727146	0.105308356799729	0.112553991698376	1.37891948509089	0.336435718205827	0.454566754331031	bac	bacOTU_176
bacOTU_205	0.264321232226366	3.22206851852466	0.961420722394839	0.744698363295359	0.841766854397828	1.57445588377727	0.689509742545447	1.51361073192622	0.795416820079305	bac	bacOTU_205
bacOTU_21	6.2753542653762	25.3967930283709	2.30726973374761	0.843978145068074	1.97275668999491	3.56114307044859	21.1419987713937	9.50158403931462	18.292386861824	bac	bacOTU_21
bacOTU_242	1.25515085307524	19.5214386710612	7.7867978513982	1.83677596279522	0.683954319198235	1.19960924478268	7.12400067296962	13.2012769395787	8.0668848893758	bac	bacOTU_242
bacOTU_31	4.49186094784822	4.54876143791717	0.48076036119742	0.297939345318144	0.236818802799389	0.749793277989176	20.6823922763634	1.1772750137204	14.8838862043413	bac	bacOTU_31
bacOTU_314	0.85881900473569	2.08490315904537	0.961420722394839	0.54613879974993	0.447235516398846	0.862247269687553	1.37891948509089	1.34544287282331	1.59073364015861	bac	bacOTU_314
bacOTU_33	2.24598047392411	3.98017875817752	0.48076036119742	0.496498908863573	0.841766854397828	4.34832101233722	5.28557469284843	2.10219823878642	10.2256019724482	bac	bacOTU_33
bacOTU_43	2.3780910900373	1.89537559913215	1e-04	0.0993797817727146	0.0527041783998643	0.0375846638994588	4.82596819781813	1.09319108416894	5.90816780630341	bac	bacOTU_43
bacOTU_474	0.462487156396141	0.379155119826431	0.0962320722394839	0.248299454431786	0.0264020891999321	0.187523319497294	1.14911623757575	0.168267859102914	0.454566754331031	bac	bacOTU_474
bacOTU_51	2.3780910900373	10.9926984749665	1.44208108359226	0.446859017977216	0.394631337998982	0.6373392862908	14.0180980984241	1.59769466147768	2.61328383740343	bac	bacOTU_51
bacOTU_599	0.660653080565915	2.27443071895858	0.384628288957936	0.297939345318144	0.131610445999661	0.29997731119567	1.83852598012119	0.925023225066025	0.909033508662062	bac	bacOTU_599
bacOTU_699	0.0661553080565915	4.16970631809074	0.0962320722394839	3.92165138002223	0.0264020891999321	0.0750693277989176	1e-04	3.19528932295536	0.909033508662062	bac	bacOTU_699
bacOTU_75	4.22763971562186	5.87545435730967	0.576892433436903	0.248299454431786	0.657652229998303	0.787277941888635	15.8565240785453	1.68177859102914	3.63583403464825	bac	bacOTU_75
bacOTU_76	1.38726146918842	23.1224623094123	3.26859045614245	1.63821639924979	2.1305692251945	2.5490571451632	5.97498443539387	15.9760466147768	7.15795138071374	bac	bacOTU_76
bacOTU_78	0.132210616113183	0.758210239652861	0.48076036119742	0.198659563545429	0.420933427198914	0.487400630692965	1e-04	0.925023225066025	0.340950065748273	bac	bacOTU_78
bacOTU_846	0.462487156396141	0.379155119826431	0.288496216718452	0.149019672659072	0.157912535199593	0.262492647296212	0.459706495030298	0.336435718205827	0.568183442913789	bac	bacOTU_846
bacOTU_85	1.32120616113183	14.972777233144	1.05755279463432	4.26913061622673	1.84124624399525	2.02427185057078	6.43459093042417	16.564634121637	4.43115085472755	bac	bacOTU_85
bacOTU_86	5.02030341230096	2.65348583878502	0.0962320722394839	0.149019672659072	0.0790062675997964	0.337461975095129	6.43459093042417	0.168267859102914	6.70348462638271	bac	bacOTU_86
bacOTU_880	0.264321232226366	1.51632047930572	0.673024505676387	0.198659563545429	0.184214624399525	3.44868907875021	1e-04	0.588687506860198	4.99923429764134	bac	bacOTU_880
bacOTU_93	0.528542464452732	0.568682679739646	0.192364144478968	0.0993797817727146	0.0790062675997964	0.150038655597835	1.14911623757575	0.420519647757284	0.909033508662062	bac	bacOTU_93
bacOTU_933	0.594597772509324	1.89537559913215	0.384628288957936	0.198659563545429	0.0264020891999321	0.187523319497294	0.919312990060596	1.26135894327185	0.568183442913789	bac	bacOTU_933
bacOTU_100	0.396431848339549	1.89537559913215	0.48076036119742	0.446859017977216	0.0790062675997964	0.0375846638994588	1.14911623757575	0.25235178865437	0.568183442913789	bac	bacOTU_100
bacOTU_101	0.264321232226366	1.32679291939251	0.192364144478968	0.744698363295359	0.0790062675997964	0.374946638994588	0.919312990060596	0.420519647757284	0.568183442913789	bac	bacOTU_101
bacOTU_106	0.264321232226366	0.379155119826431	0.288496216718452	0.248299454431786	0.157912535199593	0.374946638994588	0.689509742545447	0.420519647757284	1.24988357441034	bac	bacOTU_106
bacOTU_108	0.462487156396141	0.379155119826431	0.0962320722394839	0.0497398908863573	0.0527041783998643	0.112553991698376	0.919312990060596	0.168267859102914	0.454566754331031	bac	bacOTU_108
bacOTU_111	0.198265924169775	1.32679291939251	3.07632631166349	0.0497398908863573	0.105308356799729	0.0750693277989176	0.919312990060596	0.336435718205827	0.227333377165516	bac	bacOTU_111
bacOTU_114	0.330376540282958	3.79065119826431	0.384628288957936	0.0993797817727146	0.0790062675997964	0.225007983396753	1.37891948509089	4.37246433667575	2.27243377165516	bac	bacOTU_114
bacOTU_116	0.198265924169775	1.32679291939251	0.288496216718452	1.98569563545429	0.0790062675997964	0.150038655597835	1.14911623757575	0.588687506860198	0.227333377165516	bac	bacOTU_116
bacOTU_119	0.396431848339549	2.08490315904537	0.384628288957936	0.347579236204501	0.184214624399525	0.524885294592423	1.14911623757575	0.672771436411654	0.454566754331031	bac	bacOTU_119
bacOTU_121	0.594597772509324	0.568682679739646	0.48076036119742	0.149019672659072	0.184214624399525	0.562369958491882	0.689509742545447	0.25235178865437	0.909033508662062	bac	bacOTU_121
bacOTU_123	0.396431848339549	1.13726535947929	0.48076036119742	0.496498908863573	0.210516713599457	0.374946638994588	1.60872273260604	0.504603577308741	1.02265019724482	bac	bacOTU_123
bacOTU_124	0.396431848339549	3.60112363835109	1.15368486687381	2.28353498077244	1.10478774639715	0.374946638994588	0.229903247515149	2.60670181609516	0.454566754331031	bac	bacOTU_124
bacOTU_126	0.330376540282958	0.947737799566077	0.384628288957936	0.0497398908863573	0.36832924879905	0.412431302894047	0.229903247515149	0.756855365963111	0.681800131496547	bac	bacOTU_126
bacOTU_127	0.594597772509324	0.568682679739646	0.288496216718452	0.0993797817727146	0.184214624399525	0.374946638994588	1.37891948509089	0.25235178865437	1.02265019724482	bac	bacOTU_127
bacOTU_128	1.91570393364115	1.70584803921894	0.192364144478968	0.198659563545429	0.184214624399525	0.562369958491882	9.88163964315141	0.420519647757284	8.52135164370683	bac	bacOTU_128
bacOTU_132	0.264321232226366	0.568682679739646	0.0962320722394839	0.0497398908863573	0.0264020891999321	0.0750693277989176	1.37891948509089	0.0841839295514568	0.909033508662062	bac	bacOTU_132
bacOTU_134	1.32120616113183	2.65348583878502	0.865288650155355	0.695058472409002	0.315725070399186	1.04967058918485	1.37891948509089	1.59769466147768	4.54476754331031	bac	bacOTU_134
bacOTU_143	0.396431848339549	0.379155119826431	0.0962320722394839	0.0993797817727146	0.0790062675997964	0.150038655597835	0.919312990060596	0.336435718205827	0.909033508662062	bac	bacOTU_143
bacOTU_147	0.924874312792282	4.35923387800395	0.192364144478968	0.446859017977216	0.157912535199593	0.0750693277989176	2.75773897018179	1.34544287282331	1.47711695157585	bac	bacOTU_147
bacOTU_15	1.51937208530161	2.65348583878502	1.05755279463432	1.24109727215893	0.815464765197896	2.92390378415779	6.66439417793932	0.420519647757284	7.38518475787926	bac	bacOTU_15
bacOTU_160	0.462487156396141	0.189627559913215	0.288496216718452	0.0497398908863573	0.131610445999661	0.112553991698376	0.689509742545447	0.0841839295514568	0.795416820079305	bac	bacOTU_160
bacOTU_164	0.330376540282958	0.189627559913215	0.192364144478968	0.0497398908863573	0.0527041783998643	0.262492647296212	0.459706495030298	0.168267859102914	0.568183442913789	bac	bacOTU_164
bacOTU_171	1.32120616113183	9.47647799566077	0.0962320722394839	0.0993797817727146	0.0790062675997964	0.262492647296212	1.14911623757575	3.1112053934039	3.74945072323101	bac	bacOTU_171
bacOTU_177	0.396431848339549	0.758210239652861	0.192364144478968	0.0993797817727146	0.105308356799729	0.112553991698376	1.60872273260604	0.168267859102914	0.681800131496547	bac	bacOTU_177
bacOTU_179	0.198265924169775	0.568682679739646	1e-04	0.0993797817727146	0.0264020891999321	0.0375846638994588	1.37891948509089	0.0841839295514568	0.113716688582758	bac	bacOTU_179
bacOTU_183	0.594597772509324	0.947737799566077	0.192364144478968	0.0497398908863573	0.157912535199593	0.187523319497294	1.83852598012119	0.0841839295514568	0.681800131496547	bac	bacOTU_183
bacOTU_187	0.198265924169775	0.379155119826431	0.0962320722394839	0.0497398908863573	0.0527041783998643	0.262492647296212	0.459706495030298	0.168267859102914	0.113716688582758	bac	bacOTU_187
bacOTU_197	0.792763696679099	1.32679291939251	0.673024505676387	0.297939345318144	0.263120891999321	0.412431302894047	2.29813247515149	0.588687506860198	0.795416820079305	bac	bacOTU_197
bacOTU_198	0.330376540282958	0.379155119826431	0.192364144478968	0.0497398908863573	0.0264020891999321	0.0375846638994588	0.459706495030298	1e-04	0.681800131496547	bac	bacOTU_198
bacOTU_200	0.198265924169775	0.568682679739646	0.384628288957936	0.0993797817727146	0.0790062675997964	0.225007983396753	0.459706495030298	0.168267859102914	0.454566754331031	bac	bacOTU_200
bacOTU_203	1.65148270141479	1.32679291939251	1e-04	0.0993797817727146	0.0527041783998643	0.150038655597835	1.83852598012119	0.336435718205827	1.24988357441034	bac	bacOTU_203
bacOTU_204	0.330376540282958	0.758210239652861	0.288496216718452	0.149019672659072	0.105308356799729	0.29997731119567	0.459706495030298	0.336435718205827	0.454566754331031	bac	bacOTU_204
bacOTU_207	0.264321232226366	0.568682679739646	0.288496216718452	0.0993797817727146	0.157912535199593	0.29997731119567	1.14911623757575	0.336435718205827	0.795416820079305	bac	bacOTU_207
bacOTU_209	0.726708388622507	1.51632047930572	0.576892433436903	0.347579236204501	0.342027159599118	1.01218592528539	1.83852598012119	1.51361073192622	8.63496833228959	bac	bacOTU_209
bacOTU_212	0.792763696679099	0.758210239652861	0.192364144478968	0.0497398908863573	0.157912535199593	0.112553991698376	0.459706495030298	0.420519647757284	0.681800131496547	bac	bacOTU_212
bacOTU_215	0.198265924169775	0.568682679739646	0.288496216718452	0.198659563545429	0.210516713599457	0.225007983396753	0.229903247515149	0.25235178865437	0.227333377165516	bac	bacOTU_215
bacOTU_221	0.132210616113183	0.189627559913215	0.192364144478968	0.0993797817727146	0.0527041783998643	0.112553991698376	1e-04	1e-04	0.227333377165516	bac	bacOTU_221
bacOTU_223	0.264321232226366	0.189627559913215	0.0962320722394839	0.149019672659072	0.0264020891999321	0.150038655597835	0.459706495030298	0.0841839295514568	0.681800131496547	bac	bacOTU_223
bacOTU_224	0.594597772509324	1.32679291939251	0.0962320722394839	0.0497398908863573	0.0264020891999321	0.0750693277989176	1.83852598012119	0.0841839295514568	0.681800131496547	bac	bacOTU_224
bacOTU_228	1.32120616113183	2.27443071895858	0.288496216718452	0.149019672659072	0.105308356799729	0.0375846638994588	2.06832922763634	0.925023225066025	1.13626688582758	bac	bacOTU_228
bacOTU_229	1.05698492890546	3.60112363835109	0.865288650155355	0.297939345318144	0.289422981199253	0.187523319497294	4.36636170278783	1.42952680237477	1.24988357441034	bac	bacOTU_229
bacOTU_236	0.528542464452732	0.189627559913215	0.0962320722394839	0.446859017977216	0.263120891999321	0.412431302894047	0.459706495030298	1e-04	0.340950065748273	bac	bacOTU_236
bacOTU_237	0.132210616113183	0.189627559913215	0.0962320722394839	0.0993797817727146	0.105308356799729	0.374946638994588	0.229903247515149	0.0841839295514568	0.113716688582758	bac	bacOTU_237
bacOTU_239	0.0661553080565915	0.189627559913215	1e-04	1e-04	0.0264020891999321	0.0375846638994588	0.229903247515149	0.0841839295514568	0.113716688582758	bac	bacOTU_239
bacOTU_245	0.0661553080565915	0.189627559913215	0.0962320722394839	0.0497398908863573	0.0264020891999321	0.0375846638994588	0.229903247515149	0.0841839295514568	1e-04	bac	bacOTU_245
bacOTU_246	0.198265924169775	0.379155119826431	0.0962320722394839	1e-04	0.0264020891999321	0.112553991698376	0.689509742545447	0.0841839295514568	0.227333377165516	bac	bacOTU_246
bacOTU_271	0.264321232226366	0.568682679739646	0.192364144478968	1e-04	0.131610445999661	0.225007983396753	0.229903247515149	0.420519647757284	0.681800131496547	bac	bacOTU_271
bacOTU_274	0.330376540282958	0.947737799566077	0.288496216718452	0.248299454431786	0.184214624399525	0.112553991698376	1.60872273260604	0.168267859102914	0.454566754331031	bac	bacOTU_274
bacOTU_294	0.132210616113183	1e-04	0.0962320722394839	0.0497398908863573	0.0527041783998643	0.0375846638994588	1e-04	0.0841839295514568	0.113716688582758	bac	bacOTU_294
bacOTU_300	0.198265924169775	1.70584803921894	0.576892433436903	0.0497398908863573	0.105308356799729	0.0375846638994588	2.29813247515149	0.420519647757284	0.340950065748273	bac	bacOTU_300
bacOTU_309	0.726708388622507	2.65348583878502	0.576892433436903	0.297939345318144	0.49983969479871	0.412431302894047	3.21734546521209	0.504603577308741	1.81796701732412	bac	bacOTU_309
bacOTU_310	0.132210616113183	0.758210239652861	0.288496216718452	0.0497398908863573	0.210516713599457	0.599854622391341	0.229903247515149	0.672771436411654	0.227333377165516	bac	bacOTU_310
bacOTU_331	0.330376540282958	0.568682679739646	0.0962320722394839	0.149019672659072	0.210516713599457	0.337461975095129	0.459706495030298	0.504603577308741	0.340950065748273	bac	bacOTU_331
bacOTU_337	0.198265924169775	0.379155119826431	0.288496216718452	0.149019672659072	0.105308356799729	0.262492647296212	0.689509742545447	0.168267859102914	0.795416820079305	bac	bacOTU_337
bacOTU_34	17.3726460188836	27.8606513072427	5.28736397317161	3.7230918164768	1.73603788719552	4.23586702063885	51.4760274433934	9.24933225066025	44.4242252358583	bac	bacOTU_34
bacOTU_358	0.462487156396141	0.379155119826431	1e-04	0.0497398908863573	1e-04	0.0750693277989176	1.60872273260604	0.168267859102914	0.340950065748273	bac	bacOTU_358
bacOTU_375	0.264321232226366	0.758210239652861	0.0962320722394839	0.149019672659072	0.0790062675997964	0.0750693277989176	0.919312990060596	1e-04	0.227333377165516	bac	bacOTU_375
bacOTU_38	0.198265924169775	21.6062418301065	0.288496216718452	0.446859017977216	0.210516713599457	3.71108172604642	1e-04	16.7328019807399	10.4528353496137	bac	bacOTU_38
bacOTU_396	0.198265924169775	0.568682679739646	0.0962320722394839	0.149019672659072	0.184214624399525	0.712308614089717	0.689509742545447	0.420519647757284	0.340950065748273	bac	bacOTU_396
bacOTU_420	1e-04	0.189627559913215	1e-04	0.0497398908863573	0.0790062675997964	0.0375846638994588	0.229903247515149	0.0841839295514568	0.340950065748273	bac	bacOTU_420
bacOTU_442	0.132210616113183	0.189627559913215	1e-04	0.0497398908863573	0.0527041783998643	0.0375846638994588	0.229903247515149	1e-04	0.340950065748273	bac	bacOTU_442
bacOTU_543	0.264321232226366	0.189627559913215	0.0962320722394839	1e-04	0.0527041783998643	0.0750693277989176	0.229903247515149	0.0841839295514568	0.113716688582758	bac	bacOTU_543
bacOTU_549	0.792763696679099	2.08490315904537	0.48076036119742	1.19145738127258	0.131610445999661	0.412431302894047	2.75773897018179	0.672771436411654	1.24988357441034	bac	bacOTU_549
bacOTU_56	1.91570393364115	8.7183677560079	2.88406216718452	1.88641585368158	1.78864206559539	1.76187920327456	7.12400067296962	3.61570897071264	6.13540118346892	bac	bacOTU_56
bacOTU_57	0.924874312792282	0.947737799566077	0.288496216718452	0.496498908863573	0.184214624399525	0.412431302894047	1.14911623757575	0.588687506860198	1.47711695157585	bac	bacOTU_57
bacOTU_573	1e-04	0.379155119826431	1e-04	0.0497398908863573	0.0527041783998643	0.150038655597835	0.229903247515149	0.0841839295514568	0.113716688582758	bac	bacOTU_573
