Variovorax	Flavobacterium	Actinoplanes	Lentzea	Streptomyces	Pseudoxanthomonas	Rhizobium	Promicromonospora	Nocardioides	Pseudomonas	Massilia	Umezawaea	Devosia	Galbitalea	Sphingomonas	Mesorhizobium	Herbaspirillum	Caulobacter	Phyllobacterium	Kribbella	Arthrobacter	Shinella	Aeromicrobium	Kineosporia	Chondromyces	Rudaibacter	Steroidobacter	Stenotrophomonas	Pantoea	Ideonella	Rhodanobacter	Bradyrhizobium	Phycicoccus	Chryseobacterium	Agromyces	Microbacterium	Solirubrobacter	Mycobacterium	Bosea	Altererythrobacter	Aquabacterium	Curtobacterium	Dactylosporangium	g__Podospora	g__Cladosporium	g__Mycosphaerella	g__Nigrospora	g__Mortierella	g__Edenia	g__Metacordyceps
Arthrobacter	0.854813088248743	0.55630577510293	0.244282294086627	0.293050075292822	0.700931884910058	0.676065175997854	0.907363817812816	0.244282294086627	0.259997766834888	0.229112840982819	0.214492332532808	0.244282294086627	0.533400561272595	0.603217610029209	0.200422686711942	0.533400561272595	0.676065175997854	0.788689971191324	0.986742911194989	0.831783399828359	1.0635035875251e-62	0.341941938479996	0.831783399828359	0.58693461411334	0.570194355367425	0.666616291343458	0.171706595286409	0.651086820492613	0.357760640474031	0.243840401782846	0.729756502997742	0.922371190087869	0.759658263142584	0.419931721987968	0.910616895266776	0.501392472681333	0.774782108008879	0.746163895897973	0.934745678434508	0.357760640474031	0.729756502997742	0.284799801399867	0.666616291343458	0.676065175997854	0.200422686711942	0.107593187782415	0.552969753324068	0.276255333385436	0.0897240283170912	0.675124331789683
Shinella	0.244282294086627	0.138333698394492	0.186904810349332	0.36546831043867	0.907363817812816	0.173938597165066	0.00922195272221601	0.384841230261283	0.828717394697461	0.907363817812816	0.00054214422483387	0.127552869703234	0.127552869703234	0.214492332532808	0.00222003122591684	0.700931884910058	0.881036181161853	0.217624055196294	0.31037609170568	0.403673180238266	0.107593187782415	1.0635035875251e-62	0.683568272338059	0.299848490212453	0.552969753324068	0.729756502997742	0.651477342796243	0.804134371401895	0.328226511471368	0.403673180238266	0.788689971191324	0.371149731990689	0.570194355367425	0.182286243630388	0.58693461411334	0.357760640474031	0.843680588986132	0.968509022668044	0.872311280516463	0.968509022668044	0.119521653341333	0.371149731990689	0.371149731990689	0.404701671270157	0.0185731550894602	0.00117353818015547	0.193995381701096	0.0984011766696351	0.77699846344389	0.283003365005708
Aeromicrobium	0.651477342796243	0.907363817812816	0.00754700778106786	0.244282294086627	0.00163680331598672	0.46708905438634	0.346593507087334	0.293050075292822	0.01333014631544	0.676065175997854	0.259997766834888	0.127552869703234	0.00222003122591684	0.00294022702327952	0.5108853175152	0.01333014631544	0.533400561272595	0.0479117261299755	0.384841230261283	0.00117353818015547	0.651477342796243	0.425038154892145	1.0635035875251e-62	0.129746757470283	0.651086820492613	0.00163680331598672	0.881036181161853	0.552969753324068	0.933772958094147	0.774782108008879	0.230194152866197	0.045597636709589	0.0594228358137074	0.818603631449613	0.0665696137131612	0.957819305512937	0.171706595286409	0.129746757470283	0.831783399828359	0.98789114498742	0.255523330788306	0.885905125264508	0.0753908324763304	0.854813088248743	0.5108853175152	0.31037609170568	0.276255333385436	0.0158005962505716	0.425038154892145	0.00362170563836657
Kineosporia	0.907363817812816	0.214492332532808	0.0048620611019646	0.676065175997854	0.0479117261299755	0.828717394697461	0.117308065550202	0.55630577510293	0.138333698394492	0.346593507087334	0.0111434467996942	0.000813862111732211	0.0216659233675324	0.000343612197763281	0.173938597165066	0.0330412225454377	0.828717394697461	0.00117353818015547	0.802771731207162	5.4840529985137e-05	0.31037609170568	0.0815528147726023	0.01333014631544	1.0635035875251e-62	0.0815528147726023	0.00922195272221601	0.700931884910058	0.384841230261283	0.802771731207162	0.858567606014303	0.270547982485685	0.0524342977155851	0.0216041239654622	0.519213028458341	0.171706595286409	0.98789114498742	0.217624055196294	0.433766128955119	0.570194355367425	0.843680588986132	0.0216041239654622	0.843680588986132	0.0384430162188803	0.36546831043867	0.259997766834888	0.0185731550894602	0.229112840982819	2.27985492064171e-05	0.603217610029209	0.000237143637005064
Chondromyces	0.933772958094147	0.127552869703234	0.107593187782415	0.276255333385436	0.603217610029209	0.986742911194989	0.445838341542751	0.676065175997854	0.0984011766696351	0.933772958094147	0.0425401276844894	0.0250966758822518	0.676065175997854	0.0425401276844894	0.0288827975067328	0.5108853175152	0.603217610029209	0.229112840982819	0.384841230261283	0.107593187782415	0.293050075292822	0.276255333385436	0.384841230261283	0.299848490212453	1.0635035875251e-62	0.0815528147726023	0.384841230261283	0.858567606014303	0.244282294086627	0.160643919336367	0.469256732713645	0.419931721987968	0.193995381701096	0.501392472681333	0.371149731990689	0.371149731990689	0.160643919336367	0.357760640474031	0.934745678434508	0.946324309086366	0.419931721987968	0.371149731990689	0.485357908201704	0.579584	0.0158005962505716	0.0815528147726023	0.214492332532808	0.073877706888658	0.603217610029209	0.0262928781788051
Rudaibacter	0.346593507087334	0.960240418128624	0.000204472406148833	0.404701671270157	0.0425401276844894	0.404701671270157	0.726057014762789	0.31037609170568	0.0048620611019646	0.726057014762789	0.259997766834888	0.107593187782415	0.0330412225454377	0.00609992331369691	0.425038154892145	0.0537177672171674	0.854813088248743	0.161522928017456	0.933772958094147	0.00294022702327952	0.404701671270157	0.488776304519243	0.0524342977155851	0.111692730557156	0.299848490212453	1.0635035875251e-62	0.651477342796243	0.570194355367425	0.986742911194989	0.946324309086366	0.0594228358137074	0.0830688311676079	0.0665696137131612	0.98789114498742	0.0917273112527832	0.872311280516463	0.0917273112527832	0.0753908324763304	0.603079601963637	0.788689971191324	0.284799801399867	0.872311280516463	0.045597636709589	0.960240418128624	0.46708905438634	0.276255333385436	0.425038154892145	0.0048620611019646	0.960240418128624	0.000491873019082001
Steroidobacter	0.881036181161853	0.854813088248743	0.77699846344389	0.149655673420837	0.603217610029209	0.579584	0.651477342796243	0.276255333385436	0.186904810349332	0.00754700778106786	0.960240418128624	0.854813088248743	0.907363817812816	0.854813088248743	0.404701671270157	0.36546831043867	0.986742911194989	0.788689971191324	0.802771731207162	0.843680588986132	0.0250966758822518	0.831783399828359	0.946324309086366	0.858567606014303	0.651086820492613	0.831783399828359	1.0635035875251e-62	0.31402758131029	0.00222003122591684	0.270547982485685	0.788689971191324	0.885905125264508	0.946324309086366	0.651086820492613	0.98789114498742	0.20514363744795	0.818603631449613	0.536842907607135	0.403673180238266	0.139529458825612	0.729756502997742	0.139529458825612	0.946324309086366	0.0375883775714094	0.229112840982819	0.751419652325848	0.570194355367425	0.881036181161853	0.0288827975067328	0.802181291509266
Stenotrophomonas	0.0111434467996942	0.107593187782415	0.384841230261283	0.000343612197763281	0.5108853175152	0.0048620611019646	0.627188344776484	0.802771731207162	0.579584	0.0216659233675324	0.802771731207162	0.802771731207162	0.488776304519243	0.46708905438634	0.488776304519243	0.627188344776484	0.200422686711942	0.77699846344389	0.244282294086627	0.259997766834888	0.384841230261283	0.603217610029209	0.276255333385436	0.651086820492613	0.700931884910058	0.293050075292822	0.0897240283170912	1.0635035875251e-62	0.0330412225454377	0.243840401782846	0.858567606014303	0.58693461411334	0.633573085669802	0.485357908201704	0.666616291343458	0.371149731990689	0.746163895897973	0.774782108008879	0.0384430162188803	0.31402758131029	0.788689971191324	0.433766128955119	0.501392472681333	0.0158005962505716	0.293050075292822	0.651477342796243	0.404701671270157	0.488776304519243	0.0111434467996942	0.345036327992211
Pantoea	0.276255333385436	0.55630577510293	0.77699846344389	0.0599721424772553	0.579584	0.214492332532808	0.603217610029209	0.828717394697461	0.579584	0.0216659233675324	0.5108853175152	0.960240418128624	0.726057014762789	0.907363817812816	0.173938597165066	0.5108853175152	0.533400561272595	0.922371190087869	0.488776304519243	0.910616895266776	0.117308065550202	0.603079601963637	0.968509022668044	0.910616895266776	0.519213028458341	0.98789114498742	0.0594228358137074	0.193995381701096	1.0635035875251e-62	0.193995381701096	0.872311280516463	0.98789114498742	0.968509022668044	0.20514363744795	0.885905125264508	0.193995381701096	0.946324309086366	0.804134371401895	0.255523330788306	0.485357908201704	0.885905125264508	0.0106540997366286	0.858567606014303	0.0984011766696351	0.0479117261299755	0.36546831043867	0.193995381701096	0.960240418128624	0.149655673420837	0.880676201234614
Ideonella	0.346593507087334	0.0984011766696351	0.726057014762789	0.00222003122591684	0.36546831043867	0.229112840982819	0.488776304519243	0.404701671270157	0.579584	0.186904810349332	0.138333698394492	0.259997766834888	0.603217610029209	0.854813088248743	0.0216659233675324	0.445838341542751	0.700931884910058	0.828717394697461	0.627188344776484	0.960240418128624	0.0537177672171674	0.149655673420837	0.55630577510293	0.700931884910058	0.0216659233675324	0.881036181161853	0.066688	0.0537177672171674	0.0330412225454377	1.0635035875251e-62	0.957819305512937	0.968509022668044	0.897654564759414	0.371149731990689	0.946324309086366	0.129746757470283	0.699143708356	0.872311280516463	0.618889451169956	0.618889451169956	0.804134371401895	0.182286243630388	0.957819305512937	0.276255333385436	0.0288827975067328	0.173938597165066	0.346593507087334	0.726057014762789	0.0479117261299755	0.789234532582542
