Variovorax	Flavobacterium	Actinoplanes	Lentzea	Streptomyces	Pseudoxanthomonas	Rhizobium	Promicromonospora	Nocardioides	Pseudomonas	Massilia	Umezawaea	Devosia	Galbitalea	Sphingomonas	Mesorhizobium	Herbaspirillum	Caulobacter	Phyllobacterium	Kribbella	Arthrobacter	Shinella	Aeromicrobium	Kineosporia	Chondromyces	Rudaibacter	Steroidobacter	Stenotrophomonas	Pantoea	Ideonella	Rhodanobacter	Bradyrhizobium	Phycicoccus	Chryseobacterium	Agromyces	Microbacterium	Solirubrobacter	Mycobacterium	Bosea	Altererythrobacter	Aquabacterium	Curtobacterium	Dactylosporangium	g__Podospora	g__Cladosporium	g__Mycosphaerella	g__Nigrospora	g__Mortierella	g__Edenia	g__Metacordyceps
Rhodanobacter	0.802771731207162	0.881036181161853	0.0216659233675324	0.55630577510293	0.149655673420837	0.933772958094147	0.854813088248743	0.960240418128624	0.173938597165066	0.907363817812816	0.46708905438634	0.445838341542751	0.0288827975067328	0.0479117261299755	0.802771731207162	0.0599721424772553	0.676065175997854	0.214492332532808	0.627188344776484	0.0599721424772553	0.488776304519243	0.579584	0.0479117261299755	0.066688	0.200422686711942	0.00222003122591684	0.579584	0.700931884910058	0.726057014762789	0.907363817812816	1.0635035875251e-62	0.193995381701096	0.31402758131029	0.978188078176529	0.485357908201704	0.98789114498742	0.485357908201704	0.327324543768505	0.804134371401895	0.501392472681333	0.485357908201704	0.831783399828359	0.20514363744795	0.828717394697461	0.651477342796243	0.259997766834888	0.214492332532808	0.01333014631544	0.579584	0.0180477483544942
Bradyrhizobium	0.960240418128624	0.603217610029209	0.0158005962505716	0.445838341542751	0.01333014631544	0.881036181161853	0.0537177672171674	0.533400561272595	0.107593187782415	0.533400561272595	0.0537177672171674	0.0537177672171674	0.00117353818015547	0.000813862111732211	0.186904810349332	0.00754700778106786	0.5108853175152	0.00381492008255072	0.425038154892145	7.3209748095298e-06	0.828717394697461	0.127552869703234	0.00117353818015547	0.00163680331598672	0.161522928017456	0.0048620611019646	0.751419652325848	0.31037609170568	0.986742911194989	0.933772958094147	0.0330412225454377	1.0635035875251e-62	0.0524342977155851	0.346593507087334	0.10122907430174	0.77699846344389	0.20514363744795	0.073877706888658	0.55630577510293	0.579584	0.0665696137131612	0.759658263142584	0.0330639351297416	0.46708905438634	0.276255333385436	0.0984011766696351	0.127552869703234	0.00381492008255072	0.346593507087334	0.000307322880588941
Phycicoccus	0.828717394697461	0.346593507087334	0.00609992331369691	0.627188344776484	0.0111434467996942	0.46708905438634	0.229112840982819	0.488776304519243	0.0216659233675324	0.346593507087334	0.0425401276844894	0.00163680331598672	0.0479117261299755	7.3209748095298e-06	0.200422686711942	0.0216659233675324	0.854813088248743	0.00922195272221601	0.986742911194989	5.4840529985137e-05	0.533400561272595	0.293050075292822	0.00222003122591684	0.000204472406148833	0.0330412225454377	0.00294022702327952	0.881036181161853	0.36546831043867	0.933772958094147	0.77699846344389	0.0897240283170912	0.00163680331598672	1.0635035875251e-62	0.328226511471368	0.00294022702327952	0.828717394697461	0.00294022702327952	0.0288827975067328	0.404701671270157	0.627188344776484	0.111692730557156	0.818603631449613	0.0830688311676079	0.751419652325848	0.200422686711942	0.0897240283170912	0.276255333385436	0.00117353818015547	0.445838341542751	1.01632358829995e-05
Chryseobacterium	0.0537177672171674	0.0537177672171674	0.933772958094147	0.173938597165066	0.77699846344389	0.200422686711942	0.0330412225454377	0.933772958094147	0.881036181161853	0.533400561272595	0.0250966758822518	0.107593187782415	0.259997766834888	0.214492332532808	0.0537177672171674	0.77699846344389	0.276255333385436	0.0288827975067328	0.259997766834888	0.36546831043867	0.161522928017456	0.0288827975067328	0.627188344776484	0.244282294086627	0.229112840982819	0.986742911194989	0.384841230261283	0.214492332532808	0.0375883775714094	0.127552869703234	0.960240418128624	0.618889451169956	0.603079601963637	1.0635035875251e-62	0.934745678434508	0.570194355367425	0.897654564759414	0.98789114498742	0.570194355367425	0.897654564759414	0.469256732713645	0.10122907430174	0.858567606014303	0.881036181161853	0.0185731550894602	0.0185731550894602	0.00609992331369691	0.293050075292822	0.907363817812816	0.498433710997779
Agromyces	0.627188344776484	0.751419652325848	0.00294022702327952	0.700931884910058	0.0185731550894602	0.533400561272595	0.229112840982819	0.0599721424772553	0.00922195272221601	0.533400561272595	0.117308065550202	0.0599721424772553	0.117308065550202	0.01333014631544	0.127552869703234	0.0479117261299755	0.960240418128624	0.149655673420837	0.854813088248743	0.00294022702327952	0.802771731207162	0.31037609170568	0.00294022702327952	0.0250966758822518	0.127552869703234	0.00609992331369691	0.986742911194989	0.404701671270157	0.751419652325848	0.881036181161853	0.214492332532808	0.00754700778106786	0.0665696137131612	0.854813088248743	1.0635035875251e-62	0.328226511471368	0.0524342977155851	0.0158005962505716	0.726057014762789	0.828717394697461	0.182286243630388	0.968509022668044	0.0830688311676079	0.933772958094147	0.259997766834888	0.328226511471368	0.627188344776484	0.0537177672171674	0.579584	0.00410613152183106
Microbacterium	0.603217610029209	0.55630577510293	0.533400561272595	0.0425401276844894	0.627188344776484	0.328226511471368	0.346593507087334	0.0897240283170912	0.31037609170568	0.173938597165066	0.200422686711942	0.726057014762789	0.960240418128624	0.881036181161853	0.0048620611019646	0.55630577510293	0.726057014762789	0.933772958094147	0.854813088248743	0.881036181161853	0.229112840982819	0.117308065550202	0.907363817812816	0.986742911194989	0.127552869703234	0.726057014762789	0.0375883775714094	0.127552869703234	0.0330412225454377	0.01333014631544	0.986742911194989	0.897654564759414	0.922371190087869	0.293050075292822	0.603079601963637	1.0635035875251e-62	0.633573085669802	0.699143708356	0.371149731990689	0.651086820492613	0.858567606014303	0.217624055196294	0.897654564759414	0.259997766834888	0.0111434467996942	0.346593507087334	0.259997766834888	0.986742911194989	0.200422686711942	0.841271267559294
Solirubrobacter	0.46708905438634	0.77699846344389	0.0250966758822518	0.986742911194989	0.0537177672171674	0.31037609170568	0.533400561272595	0.0897240283170912	0.000343612197763281	0.907363817812816	0.276255333385436	0.0250966758822518	0.328226511471368	0.0288827975067328	0.214492332532808	0.149655673420837	0.828717394697461	0.276255333385436	0.533400561272595	0.0111434467996942	0.55630577510293	0.676065175997854	0.0250966758822518	0.0425401276844894	0.0216659233675324	0.00609992331369691	0.627188344776484	0.5108853175152	0.881036181161853	0.445838341542751	0.214492332532808	0.0375883775714094	0.0665696137131612	0.77699846344389	0.00163680331598672	0.36546831043867	1.0635035875251e-62	0.000343612197763281	0.603217610029209	0.960240418128624	0.371149731990689	0.774782108008879	0.150852092415744	0.651477342796243	0.346593507087334	0.579584	0.854813088248743	0.107593187782415	0.854813088248743	0.00651422358724081
Mycobacterium	0.31037609170568	0.603217610029209	0.0537177672171674	0.726057014762789	0.0537177672171674	0.259997766834888	0.986742911194989	0.107593187782415	7.3209748095298e-06	0.603217610029209	0.77699846344389	0.229112840982819	0.214492332532808	0.0897240283170912	0.579584	0.200422686711942	0.960240418128624	0.55630577510293	0.77699846344389	0.0537177672171674	0.5108853175152	0.933772958094147	0.01333014631544	0.173938597165066	0.117308065550202	0.00381492008255072	0.259997766834888	0.55630577510293	0.603217610029209	0.726057014762789	0.0984011766696351	0.284799801399867	0.182286243630388	0.986742911194989	0.139529458825612	0.445838341542751	0.026788407262516	1.0635035875251e-62	0.802771731207162	0.533400561272595	0.715195787209492	0.699143708356	0.230194152866197	0.346593507087334	0.627188344776484	0.986742911194989	0.802771731207162	0.229112840982819	0.933772958094147	0.0368064023486645
Bosea	0.0158005962505716	0.36546831043867	0.346593507087334	0.0216659233675324	0.986742911194989	0.01333014631544	0.404701671270157	0.55630577510293	0.751419652325848	0.0185731550894602	0.960240418128624	0.533400561272595	0.854813088248743	0.5108853175152	0.603217610029209	0.986742911194989	0.0479117261299755	0.828717394697461	0.0425401276844894	0.384841230261283	0.854813088248743	0.726057014762789	0.651477342796243	0.293050075292822	0.854813088248743	0.328226511471368	0.149655673420837	0.000813862111732211	0.0599721424772553	0.346593507087334	0.603217610029209	0.774782108008879	0.666616291343458	0.293050075292822	0.872311280516463	0.127552869703234	0.804134371401895	0.910616895266776	1.0635035875251e-62	0.200422686711942	0.774782108008879	0.519213028458341	0.58693461411334	0.0158005962505716	0.425038154892145	0.986742911194989	0.404701671270157	0.328226511471368	0.127552869703234	0.354418327018325
Altererythrobacter	0.726057014762789	0.960240418128624	0.579584	0.276255333385436	0.854813088248743	0.293050075292822	0.346593507087334	0.384841230261283	0.5108853175152	0.0250966758822518	0.603217610029209	0.533400561272595	0.960240418128624	0.651477342796243	0.828717394697461	0.854813088248743	0.676065175997854	0.404701671270157	0.5108853175152	0.533400561272595	0.117308065550202	0.933772958094147	0.986742911194989	0.676065175997854	0.881036181161853	0.579584	0.0158005962505716	0.0897240283170912	0.214492332532808	0.346593507087334	0.229112840982819	0.788689971191324	0.818603631449613	0.77699846344389	0.922371190087869	0.384841230261283	0.978188078176529	0.759658263142584	0.469256732713645	1.0635035875251e-62	0.729756502997742	0.774782108008879	0.968509022668044	0.0288827975067328	0.960240418128624	0.986742911194989	0.802771731207162	0.986742911194989	0.00054214422483387	0.763482646374149
Aquabacterium	0.5108853175152	0.117308065550202	0.0216659233675324	0.986742911194989	0.107593187782415	0.651477342796243	0.00922195272221601	0.404701671270157	0.404701671270157	0.384841230261283	0.00163680331598672	0.0048620611019646	0.0375883775714094	0.00922195272221601	0.0537177672171674	0.0479117261299755	0.700931884910058	0.00117353818015547	0.5108853175152	0.000813862111732211	0.488776304519243	0.0111434467996942	0.0599721424772553	0.000204472406148833	0.161522928017456	0.073877706888658	0.488776304519243	0.579584	0.751419652325848	0.603217610029209	0.214492332532808	0.00294022702327952	0.00922195272221601	0.200422686711942	0.0288827975067328	0.700931884910058	0.127552869703234	0.46708905438634	0.55630577510293	0.488776304519243	1.0635035875251e-62	0.726057014762789	0.00222003122591684	0.244282294086627	0.186904810349332	0.0111434467996942	0.229112840982819	0.00294022702327952	0.603217610029209	0.00651422358724081
Curtobacterium	0.384841230261283	0.5108853175152	0.933772958094147	0.138333698394492	0.751419652325848	0.384841230261283	0.31037609170568	0.726057014762789	0.404701671270157	0.0897240283170912	0.214492332532808	0.488776304519243	0.425038154892145	0.533400561272595	0.0599721424772553	0.651477342796243	0.676065175997854	0.404701671270157	0.627188344776484	0.676065175997854	0.073877706888658	0.127552869703234	0.751419652325848	0.676065175997854	0.127552869703234	0.726057014762789	0.0158005962505716	0.173938597165066	5.4840529985137e-05	0.0288827975067328	0.651477342796243	0.533400561272595	0.627188344776484	0.00754700778106786	0.933772958094147	0.0425401276844894	0.55630577510293	0.445838341542751	0.244282294086627	0.55630577510293	0.872311280516463	1.0635035875251e-62	0.910616895266776	0.384841230261283	0.0216659233675324	0.173938597165066	0.0158005962505716	0.651477342796243	0.404701671270157	0.712622223508989
Dactylosporangium	0.676065175997854	0.802771731207162	0.00117353818015547	0.46708905438634	0.0425401276844894	0.700931884910058	0.173938597165066	0.149655673420837	0.0479117261299755	0.651477342796243	0.0897240283170912	0.0375883775714094	0.0111434467996942	0.01333014631544	0.229112840982819	0.0425401276844894	0.933772958094147	0.0375883775714094	0.751419652325848	0.000112034506393977	0.404701671270157	0.127552869703234	0.00381492008255072	0.000813862111732211	0.214492332532808	0.00117353818015547	0.881036181161853	0.229112840982819	0.700931884910058	0.907363817812816	0.0375883775714094	0.00054214422483387	0.0048620611019646	0.700931884910058	0.0048620611019646	0.77699846344389	0.0185731550894602	0.0479117261299755	0.31037609170568	0.933772958094147	0.0594228358137074	0.802771731207162	1.0635035875251e-62	0.404701671270157	0.533400561272595	0.161522928017456	0.488776304519243	0.0048620611019646	0.700931884910058	0.00179113003019505
g__Podospora	0.633573085669802	0.843680588986132	0.858567606014303	0.270547982485685	0.897654564759414	0.618889451169956	0.788689971191324	0.746163895897973	0.683568272338059	0.150852092415744	0.699143708356	0.858567606014303	0.759658263142584	0.858567606014303	0.946324309086366	0.978188078176529	0.536842907607135	0.666616291343458	0.788689971191324	0.699143708356	0.843680588986132	0.666616291343458	0.934745678434508	0.633573085669802	0.788689971191324	0.978188078176529	0.20514363744795	0.139529458825612	0.327324543768505	0.552969753324068	0.922371190087869	0.715195787209492	0.885905125264508	0.946324309086366	0.968509022668044	0.536842907607135	0.831783399828359	0.618889451169956	0.139529458825612	0.182286243630388	0.519213028458341	0.651086820492613	0.666616291343458	1.0635035875251e-62	0.885905125264508	0.746163895897973	0.968509022668044	0.715195787209492	0.193995381701096	0.858567606014303
g__Cladosporium	0.384841230261283	0.0984011766696351	0.293050075292822	0.149655673420837	0.986742911194989	0.404701671270157	0.117308065550202	0.676065175997854	0.425038154892145	0.881036181161853	0.0753908324763304	0.403673180238266	0.729756502997742	0.371149731990689	0.026788407262516	0.957819305512937	0.934745678434508	0.433766128955119	0.897654564759414	0.58693461411334	0.469256732713645	0.150852092415744	0.746163895897973	0.536842907607135	0.139529458825612	0.715195787209492	0.501392472681333	0.570194355367425	0.230194152866197	0.182286243630388	0.831783399828359	0.552969753324068	0.469256732713645	0.150852092415744	0.536842907607135	0.119521653341333	0.618889451169956	0.818603631449613	0.683568272338059	0.978188078176529	0.452198140134117	0.160643919336367	0.759658263142584	0.751419652325848	1.0635035875251e-62	0.10122907430174	0.111692730557156	0.469256732713645	0.858567606014303	0.512549150713397
g__Mycosphaerella	0.276255333385436	0.0330412225454377	0.0984011766696351	0.488776304519243	0.676065175997854	0.31037609170568	0.0599721424772553	0.986742911194989	0.751419652325848	0.651477342796243	5.4840529985137e-05	0.20514363744795	0.117308065550202	0.193995381701096	0.0158005962505716	0.683568272338059	0.957819305512937	0.111692730557156	0.488776304519243	0.31402758131029	0.341941938479996	0.045597636709589	0.58693461411334	0.150852092415744	0.299848490212453	0.552969753324068	0.885905125264508	0.831783399828359	0.633573085669802	0.433766128955119	0.536842907607135	0.327324543768505	0.31402758131029	0.150852092415744	0.603079601963637	0.618889451169956	0.788689971191324	0.98789114498742	0.98789114498742	0.98789114498742	0.119521653341333	0.433766128955119	0.419931721987968	0.5108853175152	0.00754700778106786	1.0635035875251e-62	0.10122907430174	0.00754700778106786	0.922371190087869	0.308758235319666
g__Nigrospora	0.214492332532808	0.244282294086627	0.445838341542751	0.579584	0.651477342796243	0.244282294086627	0.107593187782415	0.651477342796243	0.751419652325848	0.700931884910058	0.0375883775714094	0.404701671270157	0.0479117261299755	0.0897240283170912	0.0815528147726023	0.488776304519243	0.384841230261283	0.0425401276844894	0.149655673420837	0.259997766834888	0.276255333385436	0.0330412225454377	0.552969753324068	0.501392472681333	0.485357908201704	0.683568272338059	0.293050075292822	0.666616291343458	0.0330412225454377	0.618889451169956	0.485357908201704	0.371149731990689	0.552969753324068	0.0917273112527832	0.818603631449613	0.536842907607135	0.934745678434508	0.910616895266776	0.666616291343458	0.910616895266776	0.501392472681333	0.139529458825612	0.729756502997742	0.933772958094147	0.00922195272221601	0.00754700778106786	1.0635035875251e-62	0.107593187782415	0.907363817812816	0.250496003525328
g__Mortierella	0.933772958094147	0.229112840982819	0.00222003122591684	0.627188344776484	0.0815528147726023	0.933772958094147	0.244282294086627	0.854813088248743	0.186904810349332	0.346593507087334	0.139529458825612	0.119521653341333	0.139529458825612	0.0216041239654622	0.501392472681333	0.20514363744795	0.946324309086366	0.0753908324763304	0.872311280516463	0.045597636709589	0.552969753324068	0.327324543768505	0.139529458825612	0.00832147046034224	0.284799801399867	0.0830688311676079	0.946324309086366	0.729756502997742	0.978188078176529	0.872311280516463	0.129746757470283	0.0753908324763304	0.045597636709589	0.570194355367425	0.243840401782846	0.98789114498742	0.341941938479996	0.501392472681333	0.603079601963637	0.98789114498742	0.0665696137131612	0.831783399828359	0.0830688311676079	0.46708905438634	0.200422686711942	0.10122907430174	0.341941938479996	1.0635035875251e-62	0.910616895266776	0.026788407262516
g__Edenia	0.346593507087334	0.46708905438634	0.907363817812816	0.0216659233675324	0.425038154892145	0.0897240283170912	0.627188344776484	0.384841230261283	0.881036181161853	0.0158005962505716	0.907363817812816	0.897654564759414	0.533400561272595	0.425038154892145	0.751419652325848	0.533400561272595	0.77699846344389	0.666616291343458	0.751419652325848	0.633573085669802	0.31402758131029	0.897654564759414	0.683568272338059	0.804134371401895	0.804134371401895	0.978188078176529	0.182286243630388	0.119521653341333	0.403673180238266	0.230194152866197	0.788689971191324	0.618889451169956	0.699143708356	0.957819305512937	0.788689971191324	0.469256732713645	0.934745678434508	0.968509022668044	0.371149731990689	0.0330639351297416	0.804134371401895	0.666616291343458	0.858567606014303	0.0330412225454377	0.700931884910058	0.828717394697461	0.957819305512937	0.802771731207162	1.0635035875251e-62	0.774782108008879
g__Metacordyceps	0.815171544541529	0.373561332707887	0.00241398836881561	0.578406144649845	0.016646879953377	0.614067751495504	0.235061976632694	0.614067751495504	0.0443115143214362	0.345036327992211	0.0498460995096796	0.116717718452033	0.0323118085420257	1.78826747529002e-05	0.22017919518736	0.00978703990340832	0.867510997658895	0.129746757470283	0.960119464496727	0.00953374225942791	0.843680588986132	0.564179995281985	0.0753908324763304	0.0242067382010678	0.178773761029471	0.0330639351297416	0.910616895266776	0.618889451169956	0.946324309086366	0.90943556347046	0.150852092415744	0.026788407262516	0.0069952100691845	0.742013848593283	0.079771539000734	0.93457343027454	0.0963337300286256	0.20514363744795	0.630897620473765	0.897404096177275	0.0963337300286256	0.870408627710365	0.0558193045632584	0.70005687327699	0.235061976632694	0.0844118612625703	0.530874348986113	0.000307322880588941	0.555075995998558	0
