Variovorax	Flavobacterium	Actinoplanes	Lentzea	Streptomyces	Pseudoxanthomonas	Rhizobium	Promicromonospora	Nocardioides	g__Podospora	Pseudomonas	Massilia	Umezawaea	Devosia	Galbitalea	Sphingomonas	Mesorhizobium	Herbaspirillum	Caulobacter	Phyllobacterium	Kribbella	Arthrobacter	Shinella	Aeromicrobium	Kineosporia	g__Cladosporium	Chondromyces	Rudaibacter	g__Mycosphaerella	Steroidobacter	g__Nigrospora	Stenotrophomonas	Pantoea	g__Mortierella	Ideonella	Rhodanobacter	Bradyrhizobium	Phycicoccus	Chryseobacterium	Agromyces	Microbacterium	Solirubrobacter	Mycobacterium	Bosea	Altererythrobacter	Aquabacterium	g__Edenia	Curtobacterium	g__Metacordyceps	Dactylosporangium	g__Bipolaris	Haliangium	g__Didymella	Actinosynnema	Reyranella
TAH1	21.996517582845	16.7790482463743	46.4372815637839	3.89756317533891	22.6575706634109	14.9285996207897	20.3460348814302	17.8351331752797	16.9114588624874	0.234872990696999	1.65148270141479	18.2978203316759	6.40746488148938	23.8466662084295	17.3726460188836	12.4855532226958	22.7234259714675	7.72867104262121	9.11603251180964	23.780010900373	12.8148297629788	4.62417156396141	8.78545597152668	13.8057593838276	7.92673696679099	1.82784156215932	6.60583080565916	10.9653811373942	1.69245329829567	5.28502464452732	0.302467122628826	0.330376540282958	0.198365924169774	6.8376073251145	1.38726146918842	9.90839620848873	7.59656042650802	4.49186094784822	0.264421232226366	5.41683526064051	3.36912071088617	3.56758663505594	3.50123132699935	2.70836763032025	3.30306540282957	3.56708663505594	0.0407164791590961	0.330376540282958	3.47055249703832	4.35985033173504	0.257337701340942	0.198365924169774	0.230360048568211	0.264321232226366	0.396431848339549
TAH2	118.265297385846	144.98958333361	62.1654396515346	113.527308388016	25.3972930283708	79.9807302833769	78.0863546842447	38.2847671024695	30.7047647059409	1.67975155973355	27.8606513072427	65.5770357299724	32.9778954248995	37.1481017429902	27.8606513072427	43.4029112201263	30.5143371460276	25.7759481481972	40.9383529412545	20.6586040305405	28.4292339869823	23.6912449891519	29.945454466288	9.8556331154872	12.6984465141854	37.1101916055413	26.344630827937	13.0776016340119	49.7668122878192	20.0905213508008	71.4410252729521	9.28695043574755	31.6513025055069	5.33907460058165	23.1224623094123	8.14978507626826	13.4566567538383	4.54876143791717	33.1675229848127	7.01281971678897	15.1625047930572	5.68642679739646	4.92801655774361	9.28695043574755	7.77092995644183	10.6136433551401	2.79935259955592	26.5339583878501	2.99929921380991	6.06508191722289	0.999833071269971	0.37925511982643	2.03965546539075	1.51632047930572	0.758210239652861
TAH3	188.707357806107	36.6273195232434	7.40256956244026	45.8552984582338	14.2281466914436	66.2350977730044	22.8804331929971	18.5536899422204	8.3647902848351	176.777423238382	25.6673632879422	4.23031117853729	5.960288478848	8.4603223570746	5.28736397317161	12.6905335356119	13.3627580412882	26.4365198658581	1.8269093725502	23.5524576986736	1.63434522807123	3.26879045614245	5.19123190093213	2.11510558926865	0.769156577915871	0.919349064913587	2.88426216718451	3.17255838390297	0.0188601849982365	7.59503370691924	0.0563805549947094	46.3357588194312	0.48086036119742	0.0755407399929459	3.26859045614245	0.673024505676387	1.63444522807123	0.48076036119742	0.192464144478968	2.21133766150813	2.21133766150813	1.92324144478968	1.92294144478967	9.61330722394839	5.57596018989007	0.961420722394839	15.4209720685504	0.384628288957936	1e-04	0.769256577915871	1e-04	0.0963320722394839	0.0377203699964729	0.673024505676387	0.192364144478968
TAH4	21.2459732993609	7.1987841785218	6.65214537877188	14.7433475932482	6.30486614256737	11.9633137036121	11.9145738127258	8.73682079599888	10.9220759949986	10.7931339086619	79.473565309058	3.57457214381773	1.19145738127258	10.0775978499305	3.7230918164768	7.00032461497637	3.62411203470409	13.4526104302028	2.03563552634065	21.2459732993609	0.843978145068074	5.8081672337038	3.97129127090858	3.12751312584051	0.446859017977216	2.07239560814404	1.0427377086135	2.33327487165879	0.0720093113236103	8.43938145068074	0.640746591792164	3.27633279849958	17.4238017011114	0.229302354211487	1.63821639924979	0.695058472409002	1.39011694481801	0.297939345318144	0.149119672659072	1.09237759949986	1.98589563545429	0.894118035954432	2.28373498077243	4.96408908863573	3.32617268938594	0.347579236204501	1.79129557296993	3.52453225293137	1e-04	0.446959017977215	0.0197116303609846	0.0498398908863573	0.0721093113236102	0.198659563545429	0.0993797817727146
TAH5	3.70869457719043	2.23667758199423	11.3892046235706	7.94353093837949	2.89382981199254	4.52405934238833	4.89318859118738	16.1759848579582	8.75989570357741	4.41728995573785	18.1748436371531	1.81534415479532	1.551923262796	3.23585697159165	1.73603788719552	4.73547605598779	1.26290028159674	0.684054319198236	0.23711880279939	1.15739192479701	1.23629819239681	3.6825924879905	2.44619429559369	1.18379401399695	0.86806894359776	1.12592545370127	2.10446713599457	2.70931518759301	0.0457415724473487	3.20945488239172	0.0355990007923823	0.236818802799389	2.0517629575947	0.137424717342046	2.1305692251945	0.815464765197896	0.736658497598099	0.236818802799389	2e-04	1.10498774639715	1.70993579799559	1.15789192479701	1.23649819239681	0.578745962398507	2.18337340359437	0.447235516398846	11.1011446763607	0.210516713599457	0.0102425716549664	0.710356408398167	1e-04	0.184314624399525	0.0661267157572815	0.184214624399525	0.105308356799729
TAH6	10.7207138752452	6.07351555171233	10.9834065225414	15.5939201821749	7.53501744379122	4.83562164303019	9.03480399976957	16.9807527464549	25.2284788043358	34.0524372659418	5.99764622391341	3.78645105384534	3.48617374264967	4.49885966793506	4.23586702063885	7.68545609938906	2.81174979245941	2.81154979245941	0.937516597486471	2.5490571451632	2.17421050616861	3.52385840654914	2.88641912025833	2.51167248126374	0.674823950190259	3.30203523666198	3.74876638994588	2.77406512855995	0.0440525489073143	4.7236676513318	0.0660288233609714	1.19960924478268	4.94817563472857	0.126863578108528	2.5490571451632	0.262492647296212	1.4621018920789	0.749793277989176	0.0751693277989176	2.62422647296212	4.31103634843777	3.29925042315237	4.19858235673939	2.58654180906266	1.34974790038052	0.487400630692965	0.373696665712171	1.34954790038052	0.0330644116804857	0.93731659748647	0.0550406861341428	0.112653991698376	0.0276703430670714	3.44868907875021	0.112553991698376
TAH7	79.0524171452113	66.6439417793931	108.927139322181	33.7813773847269	149.142907637332	48.0289787306661	74.2274489473931	94.219531481211	78.8238138976962	2e-04	17.9247533061816	44.8121332654541	73.3073359573325	54.2342664135752	51.4760274433934	27.807292949333	56.0723923936964	56.7616021362418	69.1711775020599	32.402357899636	57.6807151263024	26.8872799592725	28.4957026918785	43.6628170278783	46.1905527505449	3.42155490663853	21.8316085139391	22.7507215039997	1.74884361894858	13.0993851083635	0.354917545873626	0.229903247515149	0.230003247515149	28.1831507865337	5.97498443539387	2.98754221769694	19.993082533818	20.6823922763634	4.82606819781813	13.7884948509089	1.60892273260605	14.9378110884847	12.409675365818	5.51537794036358	2.75793897018178	17.2353435636362	0.076132331258634	1.14911623757575	14.1674577245255	16.3162305735756	1.4193701834945	0.230003247515149	1.11534085845997	1e-04	1.60872273260604
TAH8	48.0120237738818	64.9137936137246	30.3546985680759	94.5106368158374	11.2678465598952	31.0270700044876	26.5715217382604	25.2253788654371	22.6198770493419	8.11338461809898	12.6126894327185	31.5319735817963	18.7508162899749	9.67035189841753	9.24933225066025	24.8058592176798	5.21360363219033	6.89508222321946	7.56795365963111	7.98807330738839	4.62471612533012	24.300555640371	13.8739483759904	2.94313753430099	3.86796075936701	44.7458820166702	9.9222036870719	4.45664826622721	35.4224433395178	10.679259053035	0.762111814959573	8.15624116649131	9.66985189841753	0.874572375983039	15.9760466147768	0.504603577308741	2.77496967519807	1.1772750137204	5.54973935039614	4.45674826622721	11.6879662076525	2.18678216833788	1.34564287282331	5.04513577308741	5.80209113905052	2.60670181609516	5.28935848030762	3.19528932295536	0.0113060561023467	1.7659625205806	1.3448267322816	0.420619647757284	3.59734400885328	0.588687506860198	0.168267859102914
TAH10	27.1544885712791	54.1961604539755	82.7133492882477	33.0627563775825	45.2200420559376	12.8387858098516	21.9290208964723	23.2916211594653	48.9700927791686	7.00277040059239	6.58986793779995	20.2242705677309	29.6540557200998	20.6789373220619	44.4242252358583	17.4980700417447	20.1105538791482	10.1120852838655	13.7480193185137	6.93071800354823	19.3149370590688	14.997702892924	8.63496833228959	21.9282208964723	23.6323712252136	2.46808569501901	19.3151370590688	30.2222391630136	0.808297513313916	12.6120524326861	0.1140070320778	1.13626688582758	2.04530039448964	21.6048670840894	7.15795138071374	36.3574403464825	6.36273456063444	14.8838862043413	0.227433377165516	6.70368462638272	2.04540039448964	10.2261019724482	11.3619688582758	2.04520039448964	8.18070157795856	3.06775059173446	0.726935347544059	0.909033508662062	16.5871335282816	3.97678410039652	0.314700374310115	0.795516820079305	0.265983074848201	4.99923429764134	0.681800131496547
rowSumAbun	518.863484016967	399.658824262549	367.025234481147	362.915739313538	284.647520034741	274.362256911207	269.883380744481	259.303680126495	251.305248082382	243.071263937845	195.952863143424	193.849912007625	173.287411139362	171.850960432006	165.365242953521	158.111476957545	155.695833172579	150.658123241864	145.578716232446	140.264644209481	128.753264132367	110.784363630067	104.230666425666	101.133653168336	97.074976705783	96.9932611494492	93.7996442954145	92.4618052763613	89.6195136755717	85.7337802807363	73.7732837594322	70.1882579413774	68.6994246247312	63.4084035619573	63.2051394352351	60.3538078168247	55.4073265125631	47.5494876674946	44.4521382873558	44.4115122013156	44.0921202820873	43.8792104904167	43.1882919563584	42.3437162580537	40.2499812297131	39.334162067353	37.6196042214185	37.5869991531955	37.2792560030931	35.3477980452884	4.41102037919226	2.46690133857168	7.45231019626484	11.8732512884052	4.1230390859477
