Promicromonospora	Flavobacterium	Rhizobium	Phyllobacterium	Lentzea	Pseudoxanthomonas	Sphingomonas	Chryseobacterium	Massilia	Herbaspirillum	Devosia	g__Acremonium	Kribbella	g__Lachnella	g__Scytalidium	Mycobacterium	Caulobacter	Microbacterium	g__Ophiosphaerella	Steroidobacter	Sphingopyxis	Agromyces	g__Gibberella	Bradyrhizobium	Solirubrobacter	Bosea	Lysobacter	g__Pyrenochaetopsis	Burkholderia	Bacillus	Glycomyces	Amycolatopsis	Gaiella	Sphingobium	g__Chrysosporium	Conexibacter	Saccharibacteria_genera_incertae_sedis	Luteimonas	Pseudonocardia	g__Exophiala	Phenylobacterium	Terrabacter	Brevundimonas	Achromobacter	g__Cyphellophora	Microvirga	Novosphingobium	Kaistia	g__Bipolaris	Chitinophaga
Bacillus	1.48935156613795e-06	0.00544554125241379	0.000140875554629218	1.90947257374294e-05	0.0595782421081178	0.0271397758044596	5.34635170114489e-05	0.00130725178033784	0.00212111925819105	0.000243315331064655	0.000119397063843866	0.0020141439758998	3.99231105590534e-05	2.04831077698761e-06	0.00730426276898994	8.31712531832754e-06	0.0016294297517689	0.0104068703955598	3.50590397951995e-07	0.00247028949220901	0.0421293326577055	1.48935156613795e-06	0.00553022453182985	6.44925588968109e-05	8.96481837550699e-07	0.0247148017345798	9.23718755277427e-05	0.135272639034476	8.31712531832754e-06	0	0.0196774469308977	0.000264609329083089	0.000142692908583169	0.0457702103836947	0.00318615599050587	0.000618785006736784	0.00949904174056454	0.00565606878059174	0.00124310931168237	3.10669011206555e-05	0.00262951141274441	0.000221672610367529	0.151702066178414	0.00156138816996482	0.0686311936642255	0.000406947220049863	0.00139912477464872	0.00785120180703154	0.0061694292040827	0.000618785006736784
Glycomyces	0.000349610950046986	0.0709464396376372	0.0079195205707627	0.00247028949220901	0.0345076988320426	0.074468490732616	0.00363634895773983	0.00346996024341039	0.158463989982369	0.0239449582902576	0.143675472730951	0.000209161804322107	0.074468490732616	0.00040178888017887	0.00171941119897264	0.0166463816496372	0.277430325791221	0.00040178888017887	0.000679919907958634	0.0433144165099354	0.000303210145162489	0.0288557225862862	0.00463981229666647	0.158463989982369	0.0398329676232378	0.0345076988320426	0.0112210900834503	0.0172267385253585	0.0315848269163221	0.00398857681268207	0	0.0251690854378627	0.126520076739372	0.0118962920175195	0.0244648427497504	0.159869247865604	0.214621449127115	0.0316170693100201	0.0110474328433542	0.110784629139701	0.245873185164815	0.128994395105654	0.0173457728375044	0.00438826312027971	0.00847229744709026	0.165283112398057	0.00382907231003841	0.151702066178414	0.0457702103836947	0.0590139510408789
Amycolatopsis	0.000140875554629218	0.00363634895773983	0.000209161804322107	0.0016294297517689	0.0675481801337168	0.0271397758044596	4.40702791406345e-05	0.000460298412542638	0.0020141439758998	0.000923646534614136	3.99231105590534e-05	0.00130725178033784	0.000152775345373964	0.000374943967328615	0.00730426276898994	4.28011558112778e-06	0.000723824670499067	0.0184349895156923	2.94016793168203e-05	0.000282012647046926	0.0271397758044596	2.13281002451934e-05	0.0242939221868785	9.23718755277427e-05	1.70628083552245e-05	0.0445245262088991	6.44925588968109e-05	0.140835721892622	8.45969510148163e-05	4.9145946739401e-06	0.00568479008886398	0	0.000156769178068079	0.0446130168173068	0.000435078716498605	0.00104083834621246	0.00880123407167532	0.00318615599050587	0.0123424453230094	0.0027509990979022	0.00382907231003841	0.000156769178068079	0.133850039107052	0.0027509990979022	0.102350932760852	0.000129956065644528	0.00251093273377094	0.00205764520921946	0.00251093273377094	0.000889606509657845
Gaiella	0.00103947461159762	0.00272814063463493	0.00330981324288434	0.00499139592987034	0.0838307391247892	0.0496215896422583	0.00116704244432829	0.0197085659158017	0.000679919907958634	0.00223270171767582	1.70628083552245e-05	0.0470210969967303	1.26271591843885e-06	0.00059871519810121	0.0445245262088991	2.13281002451934e-05	0.0002620675462425	0.117002321602297	0.00171941119897264	0.000225698556484369	0.318667647645399	3.28341878902788e-08	0.106435134721719	6.25178985597892e-07	1.29914598420083e-11	0.0675481801337168	0.000818701045408342	0.522603153588037	2.94016793168203e-05	1.7498572958917e-06	0.0565941087969963	2.04831077698761e-06	0	0.279672811624736	0.0118962920175195	1.71655752145734e-06	0.00156138816996482	0.0334214866260904	0.00847229744709026	0.000187874169920726	0.000435078716498605	8.97409939816172e-08	0.491665234753649	0.0325154764454017	0.214621449127115	0.000319897157499864	0.0230431402423762	0.00400577344799628	0.0412702556666904	0.00478248547614094
Sphingobium	0.00110173575409102	0.0433144165099354	0.000492110824356531	0.00171941119897264	0.0523285418908112	0.00544554125241379	0.000492110824356531	0.000129763581946097	0.152429892154134	0.00059871519810121	0.0799888724598652	0.00223270171767582	0.235635841277305	0.00223270171767582	0.030654016087949	0.0120850762092863	0.0611133713020348	0.000638246691161088	0.000460298412542638	0.0365681455312163	1.86581281853885e-07	0.117002321602297	0.00577306122603	0.155427040254569	0.187614117874796	0.00521447933995862	0.00171941119897264	0.00223270171767582	0.00544554125241379	0.0134789952898069	0.00191162935496684	0.01300093934899	0.1678153336374	0	0.0446130168173068	0.336755568336527	0.253098189700157	0.000925992216032467	0.159869247865604	0.104253063243029	0.287312337092271	0.242313309795569	0.000660611392263069	0.000187874169920726	0.0784113394725802	0.0506581112660738	0.000108929785270815	0.0686311936642255	0.00438826312027971	0.0136902583898738
g__Chrysosporium	0.000923646534614136	0.045759980280991	0.00138239120269041	0.000460298412542638	0.268731899367844	0.0297444194091824	0.000638246691161088	0.00247028949220901	0.045759980280991	0.00247028949220901	0.00146104977384656	0.00171941119897264	0.0079195205707627	0.000723824670499067	0.000869865321967388	0.000179116588092182	0.0144767180850721	0.00701134569659579	0.000349610950046986	0.0315848269163221	0.00891949507827314	0.00499139592987034	0.0131962723154598	0.00398857681268207	0.00521447933995862	0.0445245262088991	0.00123550880078635	0.10506394931044	0.000679919907958634	0.0002620675462425	0.00544554125241379	1.06611261857741e-05	0.00191162935496684	0.01300093934899	0	0.0372489796300892	0.170771975680164	0.00418685670911299	0.0853037902367692	0.0290923170036378	0.0571119209628237	0.0223365424504938	0.2181878089859	0.00438826312027971	0.0983868596707905	0.00541924856404425	0.00541924856404425	0.0299448066900548	0.0128003496676357	0.00100133116590656
Conexibacter	0.00212111925819105	0.00436797854042077	0.00672792962173472	0.0217465796864236	0.0799888724598652	0.0692319858533618	0.00272814063463493	0.0345076988320426	0.0020141439758998	0.00544554125241379	0.000349610950046986	0.0799888724598652	1.35439120556831e-05	0.000525730789939475	0.027987612204855	1.521727012972e-05	0.000923646534614136	0.138034843968049	0.00477608566555708	0.00040178888017887	0.462326120624514	1.26271591843885e-06	0.0952581902107689	1.90947257374294e-05	3.44635635840771e-10	0.0940176797007162	0.00171941119897264	0.43355523082632	4.40702791406345e-05	1.90947257374294e-05	0.0781167127530595	4.40702791406345e-05	5.74099505504129e-10	0.216326971668755	0.0100177746331803	0	0.00457949951254156	0.0506581112660738	0.00667007118738677	0.000761820738647834	0.00262951141274441	7.465160658649e-06	0.582169140393463	0.0424297604779603	0.170771975680164	0.00037452115514758	0.0412702556666904	0.00785120180703154	0.0412702556666904	0.0143388914003456
Saccharibacteria_genera_incertae_sedis	0.00330981324288434	1.06611261857741e-05	0.00146104977384656	0.0376328810248356	0.00223270171767582	0.0155317656191702	0.000869865321967388	0.00259660313572526	1.48935156613795e-06	0.0100177746331803	7.06893364404458e-05	0.0726918417890812	4.28011558112778e-06	0.0335113521388893	0.247728666216701	0.0079195205707627	2.13281002451934e-05	0.127215995315987	0.00363634895773983	1.06622465404432e-06	0.260203249066505	1.7498572958917e-06	0.303309507127089	2.38916465310971e-06	3.6110599461333e-05	0.0239449582902576	0.000140875554629218	0.373664866717298	0.0079195205707627	0.00138239120269041	0.117002321602297	0.00123550880078635	8.45969510148163e-05	0.146554291784015	0.0858010189515453	0.000460298412542638	0	0.030763744437831	0.0251690854378627	0.00117253728017774	5.10851071794644e-05	0.00037452115514758	0.14110858525264	0.0656147109231413	0.436842701330435	0.0151600926109995	0.0372489796300892	0.000925992216032467	0.0446130168173068	0.0286274664348953
Luteimonas	3.21790259657274e-06	0.000325721658435161	4.79175684831827e-09	0.000349610950046986	0.00315573053211054	7.32003455339806e-06	1.82755749063004e-08	3.50590397951995e-07	0.00234904091982681	1.20293791672691e-05	0.00138239120269041	0.00103947461159762	0.00730426276898994	0.00247028949220901	0.0120850762092863	0.000282012647046926	0.000430216119060645	0.000349610950046986	2.13281002451934e-05	0.00171941119897264	0.000282012647046926	0.00398857681268207	0.00386909952991776	0.00212111925819105	0.0108078897524504	0.000303210145162489	9.32988232363828e-08	0.00154335310856053	4.40702791406345e-05	0.000638246691161088	0.0079195205707627	0.0002620675462425	0.00857557342459417	3.6110599461333e-05	0.00040178888017887	0.0155317656191702	0.0076069102745941	0	0.0718086547910918	0.0151600926109995	0.0216174646625424	0.0343381419966138	0.0049797309247699	0.000204713377952181	0.0627382140675164	0.00165384375944881	0.000108929785270815	0.00174513797782845	7.8762015460858e-05	0.000112136439854611
Pseudonocardia	0.000723824670499067	0.0762766829231364	0.0197085659158017	0.0231938433767333	0.114541775611076	0.23168960494058	0.00568479008886398	0.0409689559558362	0.0565941087969963	0.0315848269163221	0.0421293326577055	0.00212111925819105	0.00398857681268207	0.000525730789939475	0.0160814859673801	0.0108078897524504	0.0983311879496131	0.0421293326577055	0.000225698556484369	0.0112210900834503	0.127215995315987	0.000140875554629218	0.0109715919501196	0.0100177746331803	5.34635170114489e-05	0.2560026072263	0.0059324373230873	0.074468490732616	0.00286506386532915	5.87601279992557e-05	0.00171941119897264	0.0020141439758998	0.00116704244432829	0.0781167127530595	0.0325371669917594	0.000818701045408342	0.00568479008886398	0.0255036803158819	0	0.00205764520921946	0.0402520545011082	0.00478248547614094	0.146386678370548	0.0190926265934916	0.0162476596606231	0.0316170693100201	0.0392147767492437	0.138591659817987	0.0424297604779603	0.0445493205767006
g__Exophiala	0.000193651643172682	0.00398857681268207	0.00191162935496684	0.00138239120269041	0.10506394931044	0.045759980280991	0.00059871519810121	0.00701134569659579	0.00171941119897264	0.00234904091982681	0.000179116588092182	0.00857557342459417	2.94016793168203e-05	5.87601279992557e-05	0.0315848269163221	0.000980147711372141	0.000561238152431941	0.0509616000523244	8.45969510148163e-05	0.000818701045408342	0.12203439858783	1.86581281853885e-07	0.0180866466399713	1.7498572958917e-06	3.50590397951995e-07	0.0626776221113285	8.45969510148163e-05	0.212591592370428	4.85755334493471e-05	1.18449054439957e-07	0.0470210969967303	0.000209161804322107	2.77727033795856e-06	0.0433144165099354	0.00701134569659579	2.64641407093272e-05	5.34635170114489e-05	0.00272814063463493	0.000129763581946097	0	0.00156138816996482	5.69709396671992e-05	0.235205471131448	0.0106701597849081	0.115204901928527	0.00216828711429609	0.00694313217480643	0.00847229744709026	0.0137162459646182	0.00184811867562465
Phenylobacterium	0.00110173575409102	3.26104938539924e-05	0.0002620675462425	0.00521447933995862	0.00259660313572526	0.00618869746669551	9.23718755277427e-05	0.00223270171767582	2.31711655563698e-07	0.00212111925819105	4.28011558112778e-06	0.0496215896422583	1.26271591843885e-06	0.0247148017345798	0.171013148869103	0.00181343191554826	3.99231105590534e-05	0.0509616000523244	0.00223270171767582	7.73803618060897e-05	0.223923936072404	9.32988232363828e-08	0.331942745059262	2.85894356790313e-07	1.521727012972e-05	0.00568479008886398	0.000282012647046926	0.389522878396792	0.00330981324288434	0.000193651643172682	0.140835721892622	0.000349610950046986	1.06611261857741e-05	0.17425156925857	0.0184349895156923	0.000193651643172682	2.85894356790313e-07	0.00456834626692479	0.0112210900834503	8.45969510148163e-05	0	0.000535710019872797	0.162551016303804	0.046921650633767	0.39895982811894	0.00318615599050587	0.0316170693100201	0.0013141714068705	0.046921650633767	0.0132416189419785
Terrabacter	0.00146104977384656	0.00234904091982681	0.00436797854042077	0.0116467313805442	0.0898416849718557	0.0726918417890812	0.00138239120269041	0.0144767180850721	0.000561238152431941	0.00477608566555708	1.90947257374294e-05	0.0335113521388893	1.06622465404432e-06	0.000770053379280218	0.0551444817999355	8.45969510148163e-05	0.000152775345373964	0.138034843968049	0.00103947461159762	6.44925588968109e-05	0.295335799471405	2.46438245162167e-08	0.0931279851283838	4.27441771444782e-07	2.84287326669012e-11	0.112117908825948	0.00040178888017887	0.474095139944086	8.45969510148163e-05	3.71678490515902e-06	0.0580719248958362	2.04831077698761e-06	2.00091402411633e-12	0.138034843968049	0.00477608566555708	9.65394243481922e-09	8.31712531832754e-06	0.00891949507827314	0.000492110824356531	3.50590397951995e-07	1.521727012972e-05	0	0.408237496407323	0.028282654750661	0.235205471131448	0.000535710019872797	0.0209433223795031	0.00289713230060788	0.030763744437831	0.00565358425461202
Brevundimonas	0.00398857681268207	0.0263119019523056	0.000869865321967388	0.0271397758044596	0.00247028949220901	0.003007537803846	0.000282012647046926	0.000129763581946097	0.0626776221113285	0.0108078897524504	0.143675472730951	0.000980147711372141	0.251844416752926	0.0762766829231364	0.132548902627589	0.112117908825948	0.112117908825948	0.000119397063843866	0.00234904091982681	0.0365681455312163	3.21790259657274e-06	0.132548902627589	0.0330029396266283	0.216326971668755	0.304542220005761	0.00544554125241379	0.00315573053211054	0.000349610950046986	0.0878045742079767	0.0726918417890812	0.00330981324288434	0.0611133713020348	0.363295114375383	2.13281002451934e-05	0.119499784613816	0.456496928548754	0.0658947203908874	0.000525730789939475	0.0692319858533618	0.132548902627589	0.0799888724598652	0.281843162514077	0	0.00205764520921946	0.104253063243029	0.154382537180264	0.00478248547614094	0.0926696370715018	0.0230431402423762	0.067682441235324
Achromobacter	2.13281002451934e-05	0.0134789952898069	2.13281002451934e-05	0.00059871519810121	0.0325371669917594	0.00417478638766571	7.50399890111985e-07	1.06611261857741e-05	0.0231938433767333	0.000179116588092182	0.00477608566555708	8.45969510148163e-05	0.0155317656191702	5.87601279992557e-05	0.00346996024341039	0.000152775345373964	0.00891949507827314	4.85755334493471e-05	4.27441771444782e-07	0.0059324373230873	2.94016793168203e-05	0.00521447933995862	0.00140476052068838	0.0108078897524504	0.00701134569659579	0.00964034773549731	1.70628083552245e-05	0.00286506386532915	0.000225698556484369	8.45969510148163e-05	0.000430216119060645	0.000209161804322107	0.00824232891210193	2.77727033795856e-06	0.000430216119060645	0.0120850762092863	0.0224611517681826	3.21790259657274e-06	0.00380915992772716	0.0016294297517689	0.0139708299345223	0.00672792962173472	0.000129763581946097	0	0.0571119209628237	0.00251093273377094	2.05728959067365e-05	0.0141769013084548	0.00195365133651856	0.00104083834621246
g__Cyphellophora	0.0076069102745941	0.295335799471405	0.0595782421081178	0.0433144165099354	0.187614117874796	0.180850799570501	0.0231938433767333	0.0675481801337168	0.504149546055297	0.112117908825948	0.659750043107423	0.000349610950046986	0.389522878396792	0.00223270171767582	0.000430216119060645	0.184211882852102	0.743395026137277	0.00398857681268207	0.0160814859673801	0.146554291784015	0.01253638966857	0.0376328810248356	0.000467922335222899	0.239624406310444	0.0658947203908874	0.152429892154134	0.0496215896422583	0.00247028949220901	0.0523285418908112	0.0239449582902576	0.00116704244432829	0.0421293326577055	0.117002321602297	0.0288557225862862	0.0398329676232378	0.0858010189515453	0.309208659898238	0.0210498248670677	0.003007537803846	0.0496215896422583	0.273059897379955	0.132548902627589	0.0433144165099354	0.0184349895156923	0	0.245873185164815	0.0656147109231413	0.555259262916631	0.030763744437831	0.134856301278527
Microvirga	0.000140875554629218	0.00212111925819105	4.85755334493471e-05	0.00234904091982681	0.0496215896422583	0.00436797854042077	1.521727012972e-05	0.00103947461159762	0.000770053379280218	0.000129763581946097	9.42738375990652e-06	0.0134789952898069	0.000100739403001067	0.00130725178033784	0.0345076988320426	4.3263269874737e-08	3.26104938539924e-05	0.0217465796864236	0.000193651643172682	0.00181343191554826	0.0658947203908874	0.000152775345373964	0.0292717984190767	4.85755334493471e-05	3.6110599461333e-05	0.0210498248670677	3.6110599461333e-05	0.0919126286128184	4.27441771444782e-07	9.42738375990652e-06	0.0818934520336592	1.48935156613795e-06	6.42647355423362e-06	0.0155317656191702	0.00059871519810121	8.31712531832754e-06	0.00272814063463493	9.23718755277427e-05	0.0079195205707627	0.000140875554629218	0.0002620675462425	1.521727012972e-05	0.074468490732616	0.000179116588092182	0.140835721892622	0	0.00367882558066406	0.000813990936641598	0.0022720341333066	0.000273672743228348
Novosphingobium	4.27441771444782e-07	0.00138239120269041	3.71678490515902e-06	1.70628083552245e-05	0.0120850762092863	0.0016294297517689	7.50399890111985e-07	2.04831077698761e-06	0.0064537880533827	0.000140875554629218	0.00259660313572526	0.000282012647046926	0.00568479008886398	1.90947257374294e-05	0.00315573053211054	0.000119397063843866	0.00223270171767582	2.94016793168203e-05	6.42647355423362e-06	0.00568479008886398	1.20293791672691e-05	0.00259660313572526	0.001942311425918	0.00618869746669551	0.0076069102745941	0.00130725178033784	2.13281002451934e-05	0.00456834626692479	0.000119397063843866	7.06893364404458e-05	0.000349610950046986	0.000179116588092182	0.00499139592987034	1.06622465404432e-06	0.00059871519810121	0.0116467313805442	0.0100177746331803	1.06622465404432e-06	0.0108078897524504	0.000869865321967388	0.0079195205707627	0.00436797854042077	0.000492110824356531	5.64206509816855e-08	0.0224611517681826	0.000325721658435161	0	0.00367882558066406	0.000580187228758013	0.00100133116590656
Kaistia	0.000179116588092182	4.3263269874737e-08	5.62745160630644e-06	0.00363634895773983	0.000980147711372141	0.000243315331064655	2.37789242859457e-05	1.521727012972e-05	9.32988232363828e-08	0.000923646534614136	1.86581281853885e-07	0.0335113521388893	2.38916465310971e-06	0.0166463816496372	0.0983311879496131	3.26104938539924e-05	5.74099505504129e-10	0.0217465796864236	0.00146104977384656	0.000100739403001067	0.0496215896422583	0.000492110824356531	0.128842949199481	9.42738375990652e-06	0.00116704244432829	0.00138239120269041	1.06622465404432e-06	0.149472369651657	0.000679919907958634	0.00103947461159762	0.0726918417890812	0.000129763581946097	0.000374943967328615	0.0239449582902576	0.00730426276898994	0.00103947461159762	3.6110599461333e-05	0.000100739403001067	0.0642713028440202	0.00116704244432829	6.44925588968109e-05	0.000225698556484369	0.0365681455312163	0.00247028949220901	0.427914853142708	2.94016793168203e-05	0.000325721658435161	0	0.0035175827756176	0.00134504461755217
g__Bipolaris	7.32003455339806e-06	0.00138239120269041	7.32003455339806e-06	0.00234904091982681	0.0139708299345223	0.00380915992772716	9.42738375990652e-06	3.21790259657274e-06	0.00398857681268207	0.00330981324288434	0.00701134569659579	0.000152775345373964	0.0092743376584506	0.00154335310856053	0.00181343191554826	0.000723824670499067	0.0020141439758998	0.000869865321967388	2.94016793168203e-05	0.00857557342459417	0.00191162935496684	0.00417478638766571	0.000355430234137609	0.00672792962173472	0.01253638966857	0.0116467313805442	1.20293791672691e-05	0.000679919907958634	0.000723824670499067	0.000723824670499067	0.0134789952898069	0.000179116588092182	0.0116467313805442	0.000430216119060645	0.00212111925819105	0.0116467313805442	0.01300093934899	6.25178985597892e-07	0.0120850762092863	0.00234904091982681	0.0139708299345223	0.0076069102745941	0.00499139592987034	0.000119397063843866	0.0076069102745941	0.000152775345373964	1.70628083552245e-05	0.000303210145162489	0	0.00178369637841546
Chitinophaga	2.20141072068138e-05	0.00238833171260016	9.76599372267247e-06	5.49815387349202e-05	0.0535554091156953	0.000230959463140995	1.03853428914291e-05	0.000214088749089267	0.00313042021180244	1.1037741602807e-05	1.97181613614609e-05	0.0017967004445877	0.000672035552558425	0.000785175175767215	0.0348835632316094	5.24267543319524e-05	0.000144379514741986	0.00802977000633759	3.71920703815108e-05	0.00305604327253829	0.00641124472247761	0.0011550773304115	0.00865416053762384	4.76166479457176e-05	0.0010285266127294	0.00395851374812839	1.97964465143085e-07	0.0542616114114385	9.40713498968631e-07	1.86485070372569e-05	0.019293680359251	3.36007453146129e-05	0.000485985246890265	0.00232871753079927	4.1102579184704e-05	0.00251130416833255	0.00682399651405721	1.11761401594227e-06	0.0129317191658431	0.000107879034398781	0.00221313657946646	0.000630741075606463	0.0234647553794438	4.31845545214986e-05	0.0617111932182855	5.10733748232167e-06	4.1102579184704e-05	6.62775608648894e-05	0.000103362918338947	0
