Promicromonospora	Flavobacterium	Rhizobium	Phyllobacterium	Lentzea	Pseudoxanthomonas	Sphingomonas	Chryseobacterium	Massilia	Herbaspirillum	Devosia	g__Acremonium	Kribbella	g__Lachnella	g__Scytalidium	Mycobacterium	Caulobacter	Microbacterium	g__Ophiosphaerella	Steroidobacter	Sphingopyxis	Agromyces	g__Gibberella	Bradyrhizobium	Solirubrobacter	Bosea	Lysobacter	g__Pyrenochaetopsis	Burkholderia	Bacillus	Glycomyces	Amycolatopsis	Gaiella	Sphingobium	g__Chrysosporium	Conexibacter	Saccharibacteria_genera_incertae_sedis	Luteimonas	Pseudonocardia	g__Exophiala	Phenylobacterium	Terrabacter	Brevundimonas	Achromobacter	g__Cyphellophora	Microvirga	Novosphingobium	Kaistia	g__Bipolaris	Chitinophaga
Devosia	0.00123550880078635	8.45969510148163e-05	0.000140875554629218	0.00154335310856053	0.0239449582902576	0.00286506386532915	0.000243315331064655	0.000980147711372141	4.9145946739401e-06	0.000325721658435161	0	0.14110858525264	3.5786027973048e-05	0.0506581112660738	0.315170353874775	0.000709570694760257	1.76396150352905e-05	0.188904042642857	0.00880123407167532	0.00303805473225217	0.264289610078004	0.00165384375944881	0.425486821053615	2.05728959067365e-05	0.00184888810855302	0.0299448066900548	0.000761820738647834	0.68585911479247	0.0035175827756176	0.00195365133651856	0.249645318145946	0.000982200498394705	0.000580187228758013	0.162551016303804	0.00985384697098016	0.00382907231003841	0.00139912477464872	0.00949904174056454	0.102350932760852	0.00251093273377094	0.000239953979766976	0.000618785006736784	0.249645318145946	0.0223365424504938	0.756365875958383	0.000406947220049863	0.0146358741532333	4.04259444016751e-05	0.0290923170036378	0.000633495370387909
g__Acremonium	0.000282012647046926	0.0762766829231364	0.00330981324288434	0.00544554125241379	0.100540179430096	0.0692319858533618	0.0002620675462425	0.00059871519810121	0.0781167127530595	0.0537227308401887	0.0658947203908874	0	0.128994395105654	0.00914668367365871	0.00438826312027971	0.0818693873366588	0.238904424520427	0.000580187228758013	0.00156138816996482	0.151702066178414	0.00148502748267143	0.0412702556666904	0.00198237470763996	0.108572903985957	0.0888495489188306	0.188904042642857	0.00880123407167532	0.00478248547614094	0.0718086547910918	0.0123424453230094	0.0027509990979022	0.00914668367365871	0.110784629139701	0.0132543576489425	0.0110474328433542	0.162551016303804	0.151702066178414	0.00785120180703154	0.0128003496676357	0.0334214866260904	0.115204901928527	0.0870588590957592	0.00755449817065484	0.00156138816996482	0.00382907231003841	0.0457702103836947	0.00335053436292838	0.0870588590957592	0.0022720341333066	0.0114414333295128
Kribbella	0.000325721658435161	2.64641407093272e-05	0.000679919907958634	0.00417478638766571	0.00964034773549731	0.0144767180850721	0.00059871519810121	0.00363634895773983	6.25178985597892e-07	0.0059324373230873	1.49208187981271e-07	0.0580719248958362	0	0.0299448066900548	0.168036140770807	0.0013141714068705	0.00017172120944226	0.159869247865604	0.0118962920175195	0.00438826312027971	0.446618668069627	0.000118231333908105	0.318091404627759	3.10669011206555e-05	0.000129956065644528	0.0597976715819041	0.0022720341333066	0.59283688112507	0.00589947917816691	0.000982200498394705	0.154382537180264	0.0022720341333066	0.000118231333908105	0.358222069055899	0.0316170693100201	0.000500366108482196	0.000239953979766976	0.0299448066900548	0.0196774469308977	0.000813990936641598	0.000118231333908105	0.000108929785270815	0.375956000910955	0.0506581112660738	0.517993250215516	0.00174513797782845	0.0251690854378627	0.00017172120944226	0.0352473556462596	0.00589947917816691
g__Lachnella	6.44925588968109e-05	0.0365681455312163	0.00363634895773983	0.000179116588092182	0.187614117874796	0.0858010189515453	0.00110173575409102	0.00521447933995862	0.0675481801337168	0.00286506386532915	0.0155317656191702	0.00130725178033784	0.00730426276898994	0	0.00195365133651856	0.00303805473225217	0.0946162743459594	0.0156953846781498	0.00165384375944881	0.046921650633767	0.030763744437831	0.0049797309247699	0.00858770210049203	0.0259428445729783	0.00418685670911299	0.102350932760852	0.00985384697098016	0.14110858525264	0.00216828711429609	0.000156769178068079	0.00418685670911299	0.00400577344799628	0.00541924856404425	0.0132543576489425	0.0061694292040827	0.0049797309247699	0.0870588590957592	0.0141769013084548	0.0049797309247699	0.00124310931168237	0.0701822754081235	0.00642188435491219	0.157006252196185	0.00124310931168237	0.0132543576489425	0.00914668367365871	0.000618785006736784	0.053248000640912	0.0102532049946585	0.00650685636237243
g__Scytalidium	0.00315573053211054	0.119499784613816	0.0271397758044596	0.0263119019523056	0.251844416752926	0.2560026072263	0.0079195205707627	0.0108078897524504	0.194542528266613	0.171013148869103	0.198068931868772	0.000430216119060645	0.0838307391247892	0.000119397063843866	0	0.0435244491824382	0.349577986917075	0.00400577344799628	0.0244648427497504	0.268061326545817	0.0392147767492437	0.0627382140675164	0.0038720053439572	0.198580560772609	0.0888495489188306	0.295155138486117	0.064145616503525	0.0244648427497504	0.0926696370715018	0.0299448066900548	0.0110474328433542	0.0299448066900548	0.106400522190384	0.0818693873366588	0.00694313217480643	0.0766514660104878	0.371506024670446	0.0424297604779603	0.0519448790519983	0.0835592218012768	0.28353627321649	0.124320398548663	0.235205471131448	0.017935659434938	0.00438826312027971	0.0888495489188306	0.0168133184087857	0.188904042642857	0.0114681925285307	0.0896937345031063
Mycobacterium	5.34635170114489e-05	0.00146104977384656	5.34635170114489e-05	0.000679919907958634	0.0325371669917594	0.0064537880533827	7.73803618060897e-05	0.000679919907958634	0.00130725178033784	0.000119397063843866	2.37789242859457e-05	0.030654016087949	6.44925588968109e-05	0.000243315331064655	0.01253638966857	0	0.00174513797782845	0.0557780040636246	0.00251093273377094	0.0141769013084548	0.126520076739372	0.00541924856404425	0.0917896413707625	0.00457949951254156	0.00174513797782845	0.0392147767492437	0.0022720341333066	0.268061326545817	0.000187874169920726	0.00037452115514758	0.053248000640912	0.000239953979766976	0.000660611392263069	0.0424297604779603	0.00251093273377094	0.000535710019872797	0.0316170693100201	0.00335053436292838	0.0392147767492437	0.00755449817065484	0.0114681925285307	0.00156138816996482	0.20823621096236	0.0022720341333066	0.299064213005542	1.76396150352905e-05	0.00195365133651856	0.000870583719852118	0.0061694292040827	0.00117253728017774
Caulobacter	0.00146104977384656	1.48935156613795e-06	7.06893364404458e-05	0.00964034773549731	0.00568479008886398	0.000679919907958634	0.0002620675462425	0.000430216119060645	3.50590397951995e-07	0.00110173575409102	4.3263269874737e-08	0.135272639034476	2.38916465310971e-06	0.0376328810248356	0.227785653323252	0.000100739403001067	0	0.182548722220751	0.020292529477274	0.00303805473225217	0.28353627321649	0.00541924856404425	0.3355904087689	0.00017172120944226	0.00694313217480643	0.0244648427497504	0.000535710019872797	0.412890520043951	0.00438826312027971	0.0106701597849081	0.403620362655126	0.0061694292040827	0.00318615599050587	0.133850039107052	0.0481055646525513	0.00724983323021421	0.000660611392263069	0.00438826312027971	0.188904042642857	0.00520610778419288	0.000982200498394705	0.0022720341333066	0.20823621096236	0.0343381419966138	0.821982814512521	0.000870583719852118	0.0132543576489425	1.71655752145734e-06	0.0123424453230094	0.0022062764007421
Microbacterium	0.000100739403001067	0.0190634654032002	0.000525730789939475	0.00247028949220901	0.00857557342459417	0.00672792962173472	3.26104938539924e-05	0.000129763581946097	0.0398329676232378	0.027987612204855	0.0983311879496131	1.70628083552245e-05	0.0781167127530595	0.00286506386532915	0.000374943967328615	0.0178228445091595	0.0940176797007162	0	0.00949904174056454	0.235205471131448	0.000221672610367529	0.0946162743459594	0.00735408199370824	0.201842373788706	0.20823621096236	0.0244648427497504	0.0162476596606231	0.000761820738647834	0.0784113394725802	0.0381923031863887	0.00418685670911299	0.0571119209628237	0.214621449127115	0.00565606878059174	0.0290923170036378	0.242313309795569	0.228143363985846	0.00382907231003841	0.102350932760852	0.117422438343013	0.117422438343013	0.242313309795569	0.00195365133651856	0.00111040401386504	0.0196774469308977	0.064145616503525	0.000813990936641598	0.064145616503525	0.00694313217480643	0.0319563765815352
g__Ophiosphaerella	7.50399890111985e-07	0.00618869746669551	7.32003455339806e-06	0.000119397063843866	0.0217465796864236	0.0139708299345223	3.71678490515902e-06	7.32003455339806e-06	0.00398857681268207	0.000374943967328615	0.00123550880078635	8.45969510148163e-05	0.00191162935496684	9.23718755277427e-05	0.00544554125241379	0.000179116588092182	0.00417478638766571	0.00138239120269041	0	0.0156953846781498	0.0146358741532333	0.00382907231003841	0.00703289597617168	0.0141769013084548	0.00694313217480643	0.0597976715819041	0.000435078716498605	0.0506581112660738	0.00457949951254156	5.69709396671992e-05	0.00589947917816691	0.000813990936641598	0.0110474328433542	0.00457949951254156	0.00382907231003841	0.0223365424504938	0.0184985518802278	0.000660611392263069	0.00289713230060788	0.00156138816996482	0.0132543576489425	0.00785120180703154	0.0137162459646182	6.39025448309949e-05	0.0519448790519983	0.00262951141274441	0.000319897157499864	0.00985384697098016	0.000813990936641598	0.000945078955586832
Steroidobacter	0.00544554125241379	5.34635170114489e-05	0.00059871519810121	0.0345076988320426	0.003007537803846	0.00477608566555708	0.000561238152431941	0.00103947461159762	0.0002620675462425	0.000638246691161088	0.000243315331064655	0.0726918417890812	0.000430216119060645	0.0139708299345223	0.158463989982369	0.00247028949220901	0.000243315331064655	0.132548902627589	0.00286506386532915	0	0.224784681395382	0.00111040401386504	0.470799102239306	0.000761820738647834	0.00216828711429609	0.0274831365547108	0.000761820738647834	0.52318254791105	0.0173457728375044	0.0141769013084548	0.104253063243029	0.00335053436292838	0.00289713230060788	0.0926696370715018	0.0835592218012768	0.00418685670911299	0.000108929785270815	0.0110474328433542	0.0402520545011082	0.00667007118738677	0.00148502748267143	0.0013141714068705	0.0926696370715018	0.0259428445729783	0.253098189700157	0.0114681925285307	0.0251690854378627	0.00174513797782845	0.0334214866260904	0.016458158113994
Sphingopyxis	0.0020141439758998	0.0709464396376372	0.00212111925819105	0.00286506386532915	0.0509616000523244	0.00857557342459417	0.000679919907958634	0.000243315331064655	0.198068931868772	0.0116467313805442	0.155427040254569	7.73803618060897e-05	0.318667647645399	0.0076069102745941	0.0108078897524504	0.0565941087969963	0.171013148869103	3.71678490515902e-06	0.00259660313572526	0.124606393508405	0	0.295155138486117	0.0218955788621098	0.371506024670446	0.486861260380245	0.0299448066900548	0.0237648001622949	0.00400577344799628	0.102350932760852	0.102350932760852	0.0035175827756176	0.0749934658881162	0.446618668069627	4.04259444016751e-05	0.0343381419966138	0.58743248523036	0.3848475043079	0.00335053436292838	0.228143363985846	0.221561866035063	0.345202919356798	0.422029268026907	0.000204713377952181	0.000813990936641598	0.0435244491824382	0.14110858525264	0.000465645609735888	0.115204901928527	0.0118962920175195	0.0274831365547108
Agromyces	0.000179116588092182	0.000430216119060645	0.000818701045408342	0.00286506386532915	0.0184349895156923	0.0325371669917594	0.000152775345373964	0.00436797854042077	0.000100739403001067	0.003007537803846	9.23718755277427e-05	0.0116467313805442	1.26271591843885e-06	0.000525730789939475	0.0210498248670677	0.00059871519810121	0.00059871519810121	0.0376328810248356	0.000349610950046986	4.85755334493471e-05	0.180850799570501	0	0.172707404320709	5.10851071794644e-05	3.09035975516082e-06	0.0701822754081235	0.00251093273377094	0.403620362655126	0.00418685670911299	0.000129956065644528	0.0784113394725802	0.000660611392263069	1.51815806894742e-05	0.214621449127115	0.0230431402423762	0.000118231333908105	0.000142692908583169	0.0196774469308977	0.00216828711429609	4.04259444016751e-05	2.78963481476785e-05	1.30032415241449e-05	0.235205471131448	0.0237648001622949	0.0946162743459594	0.0022720341333066	0.0146358741532333	0.00478248547614094	0.020292529477274	0.0084469620526587
g__Gibberella	0.00118600282743473	0.242441109094123	0.019998793044316	0.0213587390791918	0.276200388773205	0.160438764787134	0.00978706499809257	0.0118225726450979	0.276200388773205	0.126203631616641	0.298685107559688	0.000121417688336387	0.200464962136089	0.00118600282743473	0.000355430234137609	0.0360322948935038	0.215137021915795	0.000938731759509023	0.000884090691497345	0.341822881918526	0.00463981229666647	0.0869428712319501	8.03458066078199e-119	0.3355904087689	0.169847838359811	0.455640249248539	0.0512378454621734	0.00158597454687852	0.0551582386716276	0.0247609633874981	0.0218955788621098	0.0693780585852597	0.200572092112146	0.0254769060304482	0.0451382560515843	0.184518002546125	0.430447470007592	0.0193104582208691	0.0396995481212476	0.0564617597134206	0.460689197793907	0.181552209554378	0.0862627100795081	0.00962326399157993	0.0046422708850075	0.079272876417294	0.0120495234246641	0.230416135874505	0.0038720053439572	0.0336810146594871
Bradyrhizobium	0.00146104977384656	8.45969510148163e-05	0.000638246691161088	0.00456834626692479	0.0297444194091824	0.00521447933995862	0.000349610950046986	0.00417478638766571	1.521727012972e-05	0.00110173575409102	5.64206509816855e-08	0.045759980280991	1.18449054439957e-07	0.0059324373230873	0.10506394931044	0.000460298412542638	2.38916465310971e-06	0.107379242778117	0.00247028949220901	2.64641407093272e-05	0.247728666216701	2.85894356790313e-07	0.215137021915795	0	0.000118231333908105	0.0435244491824382	0.000465645609735888	0.620130321219518	0.00262951141274441	0.0013141714068705	0.268061326545817	0.00165384375944881	7.8762015460858e-05	0.264289610078004	0.0196774469308977	0.000618785006736784	0.00017172120944226	0.0128003496676357	0.0372489796300892	0.000142692908583169	5.10851071794644e-05	6.39025448309949e-05	0.336755568336527	0.0392147767492437	0.362516178338508	0.00111040401386504	0.0267067335111415	0.000406947220049863	0.028282654750661	0.00110940605733269
Solirubrobacter	0.000818701045408342	0.00363634895773983	0.00417478638766571	0.0092743376584506	0.0692319858533618	0.0658947203908874	0.00123550880078635	0.0224611517681826	0.00103947461159762	0.00363634895773983	0.000109735338171724	0.0345076988320426	1.48935156613795e-06	0.00040178888017887	0.0345076988320426	0.000100739403001067	0.000869865321967388	0.112117908825948	0.000869865321967388	0.000140875554629218	0.358171399916303	1.44699118970741e-09	0.0849487411117371	1.26271591843885e-06	0	0.173772621711577	0.00541924856404425	0.555259262916631	0.00124310931168237	9.95227980548239e-05	0.0983868596707905	0.000580187228758013	2.91333486957037e-07	0.303017508253253	0.0237648001622949	1.71655752145734e-06	0.000925992216032467	0.0392147767492437	0.00117253728017774	5.69709396671992e-05	0.000535710019872797	3.1875716502763e-07	0.431609636834304	0.0290923170036378	0.14110858525264	0.000925992216032467	0.030763744437831	0.00847229744709026	0.0435244491824382	0.00785120180703154
Bosea	0.000679919907958634	4.85755334493471e-05	1.521727012972e-05	0.000225698556484369	3.99231105590534e-05	2.31711655563698e-07	0.0002620675462425	0.000349610950046986	0.00171941119897264	3.6110599461333e-05	0.00730426276898994	0.0983311879496131	0.0197085659158017	0.0421293326577055	0.180850799570501	0.0108078897524504	0.00544554125241379	0.00544554125241379	0.0197085659158017	0.0064537880533827	0.00730426276898994	0.0247148017345798	0.327065377576532	0.01253638966857	0.0878045742079767	0	0.00785120180703154	0.195416615288648	0.0362513285769308	0.0701822754081235	0.0888495489188306	0.106400522190384	0.143688857854164	0.0237648001622949	0.106400522190384	0.182548722220751	0.0686311936642255	0.0035175827756176	0.380390834021321	0.136077614081377	0.0251690854378627	0.20823621096236	0.0244648427497504	0.0362513285769308	0.260487923876145	0.0627382140675164	0.00914668367365871	0.00949904174056454	0.0412702556666904	0.0196610566559865
Lysobacter	8.31712531832754e-06	1.90947257374294e-05	1.49208187981271e-07	0.00103947461159762	0.00247028949220901	5.87601279992557e-05	9.32988232363828e-08	7.50399890111985e-07	0.000100739403001067	5.87601279992557e-05	2.64641407093272e-05	0.00123550880078635	0.000152775345373964	0.00146104977384656	0.0217465796864236	0.000152775345373964	1.521727012972e-05	0.003007537803846	1.06611261857741e-05	2.64641407093272e-05	0.00521447933995862	0.000179116588092182	0.0157632060576827	1.20293791672691e-05	0.00059871519810121	0.00103947461159762	0	0.0670951932047528	0.00139912477464872	0.00165384375944881	0.0402520545011082	0.0013141714068705	0.00667007118738677	0.0110474328433542	0.00880123407167532	0.0110474328433542	0.00216828711429609	2.78963481476785e-05	0.0259428445729783	0.00156138816996482	0.00335053436292838	0.00418685670911299	0.0168133184087857	0.000580187228758013	0.115204901928527	0.000925992216032467	0.000660611392263069	0.000108929785270815	0.000465645609735888	4.11051215817933e-05
g__Pyrenochaetopsis	0.00568479008886398	0.135272639034476	0.0112210900834503	0.119499784613816	0.0409689559558362	0.0297444194091824	0.00363634895773983	0.00521447933995862	0.247728666216701	0.164657973316417	0.573277290866	0.000492110824356531	0.468192284279852	0.0658947203908874	0.00544554125241379	0.158463989982369	0.286298378658792	2.64641407093272e-05	0.0155317656191702	0.39488908833634	0.000374943967328615	0.277430325791221	8.60351409711357e-05	0.498067657323734	0.427914853142708	0.102784346815144	0.0231938433767333	0	0.168036140770807	0.238904424520427	0.0544980759584066	0.245873185164815	0.641366847405212	0.0132543576489425	0.198580560772609	0.560834818202886	0.501867734922614	0.0102532049946585	0.154382537180264	0.332521898507836	0.517993250215516	0.598321994104685	0.00382907231003841	0.0156953846781498	0.0141769013084548	0.179502782202696	0.0216174646625424	0.256920851526342	0.00589947917816691	0.12287974106554
Burkholderia	5.34635170114489e-05	0.00544554125241379	0.000165507060078119	0.00040178888017887	0.0799888724598652	0.00171941119897264	0.000119397063843866	0.0059324373230873	0.0104068703955598	5.62745160630644e-06	0.000303210145162489	0.0255036803158819	0.000679919907958634	0.000140875554629218	0.0365681455312163	2.77727033795856e-06	0.000430216119060645	0.0288557225862862	0.000460298412542638	0.00330981324288434	0.0421293326577055	0.00040178888017887	0.0174821485555672	0.000193651643172682	5.87601279992557e-05	0.00964034773549731	7.06893364404458e-05	0.0838307391247892	0	0.00037452115514758	0.0835592218012768	0.00156138816996482	0.000813990936641598	0.0244648427497504	0.00589947917816691	0.00104083834621246	0.0316170693100201	0.00104083834621246	0.0156953846781498	0.00111040401386504	0.0173457728375044	0.00156138816996482	0.173772621711577	0.00289713230060788	0.119753806704913	6.39025448309949e-05	0.00195365133651856	0.00589947917816691	0.0061694292040827	0.000102405340846464
