OTU_45	bacOTU_880	OTU_24	bacOTU_495	bacOTU_170	bacOTU_232	bacOTU_272	OTU_179	OTU_166
OTU_45	0	0.034278577159939	0.0236778164254039	0.0236778164254039	0.0484770765806261	0.0644663929253893	0.0484770765806261	0.0484770765806261	0.00511565280040602
bacOTU_880	0.00200827550542945	0	0.0938843910800265	0.034278577159939	0.034278577159939	0.111434774120907	0.034278577159939	0.188134860167128	0.0536579413892573
OTU_24	0.000862968182899978	0.0149026676862301	0	0.0938843910800265	0.168047948284455	0.0484770765806261	0.168047948284455	0.00511565280040602	0.0703594322943594
bacOTU_495	0.000862968182899978	0.00200827550542945	0.0149026676862301	0	0.0118867514335149	0.0484770765806261	0.0118867514335149	0.177713621081213	0.00511565280040602
bacOTU_170	0.0038503204637324	0.00200827550542945	0.0465282322841672	0.00026040002438725	0	0.0784155426359822	0	0.276201253143144	0.0160151794288001
bacOTU_232	0.00653001725471527	0.0208151272535253	0.0038503204637324	0.0038503204637324	0.0101755401234568	0	0.0784155426359822	0.118873993743956	0.0536579413892573
bacOTU_272	0.0038503204637324	0.00200827550542945	0.0465282322841672	0.00026040002438725	0	0.0101755401234568	0	0.276201253143144	0.0160151794288001
OTU_179	0.00337334293235238	0.0558847255880069	6.54855883112059e-05	0.0500633946704215	0.116753544057968	0.0228673339697368	0.116753544057968	0	0.111434774120907
OTU_166	6.54855883112059e-05	0.00451238560365101	0.00747141463995346	6.54855883112059e-05	0.000375311873790436	0.00451238560365101	0.000375311873790436	0.0198833703195668	0
