TAD2	TAD3	TAD4	TAD6	TAD7	TAD9	TAD10	species	ID
bacOTU_25	59.6012136974426	35.110533159948	41.9183824435951	61.2433556736769	94.9989080585281	38.0420999239158	63.0618542868644	bac	bacOTU_25
bacOTU_139	10.8365843086259	1.30039011703511	1.23289360128221	1.15553501271089	9.82747324743394	5.07227998985544	0	bac	bacOTU_139
bacOTU_50	43.3463372345037	23.407022106632	38.2197016397485	20.7996302287959	89.5392006988425	36.7740299264519	56.3531463840064	bac	bacOTU_50
bacOTU_206	28.1751192024274	15.6046814044213	25.8907656269264	144.441876588861	79.7117274514086	21.5571899568856	17.4426405474306	bac	bacOTU_206
bacOTU_44	68.2704811443433	24.7074122236671	59.1788928615461	49.6880055465681	58.9648394846036	120.466649759067	53.6696632228633	bac	bacOTU_44
bacOTU_12	63.9358474208929	200.260078023407	170.139316976945	262.306447885371	54.5970735968552	207.963479584073	116.731517509728	bac	bacOTU_12
bacOTU_208	20.5895101863892	22.1066319895969	12.3289360128221	6.93321007626531	53.5051321249181	25.3613999492772	9.39219106400107	bac	bacOTU_208
bacOTU_23	80.1907238838318	204.161248374512	96.1657009000123	23.1107002542177	63.332605372352	135.683489728633	195.894270763451	bac	bacOTU_23
bacOTU_29	17.3385348938015	5.20156046814044	2.46578720256442	12.7108851398197	2.18388294387421	8.87648998224702	419.965114718905	bac	bacOTU_29
bacOTU_40	49.8482878196792	31.2093628088427	57.9459992602638	19.644095216085	74.2520200917231	38.0420999239158	80.5044948342949	bac	bacOTU_40
bacOTU_35	80.1907238838318	45.5136540962289	54.2473184564172	21.9551652415068	42.5857174055471	136.951559726097	18.7843821280021	bac	bacOTU_35
bacOTU_102	8.66926744690074	2.60078023407022	2.46578720256442	1.15553501271089	6.55164883162263	13.9487699721025	17.4426405474306	bac	bacOTU_102
bacOTU_14	61.7685305591678	23.407022106632	65.3433608679571	122.486711347354	122.297444856956	48.1866599036267	143.566349121159	bac	bacOTU_14
bacOTU_17	96.4456003467707	40.3120936280884	62.8775736653927	10.399815114398	122.297444856956	44.3824499112351	37.5687642560043	bac	bacOTU_17
bacOTU_36	7.58560901603815	13.0039011703511	8.63025520897547	9.24428010168708	31.666302686176	7.60841998478316	21.4678652891453	bac	bacOTU_36
bacOTU_41	85.6090160381448	26.0078023407022	64.1104672666749	11.5553501271089	61.1487224284778	39.3101699213797	28.1765731920032	bac	bacOTU_41
bacOTU_64	57.4338968357174	33.8101430429129	57.9459992602638	85.5095909406055	44.7696003494213	38.0420999239158	44.2774721588622	bac	bacOTU_64
bacOTU_91	68.2704811443433	10.4031209362809	44.3841696461595	9.24428010168708	38.2179515177986	20.2891199594218	28.1765731920032	bac	bacOTU_91
bacOTU_112	69.3541395752059	23.407022106632	75.2065096782148	10.399815114398	63.332605372352	29.1656099416688	18.7843821280021	bac	bacOTU_112
bacOTU_146	6.50195058517555	15.6046814044213	18.4934040192331	4.62214005084354	9.82747324743394	6.3403499873193	17.4426405474306	bac	bacOTU_146
bacOTU_18	14.0875596012137	81.924577373212	50.5486376525706	70.487635775364	489.189779427823	5.07227998985544	167.717697571448	bac	bacOTU_18
bacOTU_369	35.7607282184655	20.8062418725618	28.3565528294908	10.399815114398	46.9534832932955	25.3613999492772	33.5435395142895	bac	bacOTU_369
bacOTU_61	48.7646293888167	32.5097529258778	28.3565528294908	56.6212156228334	55.6890150687923	26.6294699467411	30.8600563531464	bac	bacOTU_61
bacOTU_69	10.8365843086259	33.8101430429129	12.3289360128221	27.7328403050612	3.27582441581131	22.8252599543495	52.3279216422917	bac	bacOTU_69
bacOTU_72	11.9202427394885	16.9050715214564	34.5210208359019	3.46660503813266	10.919414719371	29.1656099416688	22.8096068697169	bac	bacOTU_72
bacOTU_77	37.9280450801907	40.3120936280884	43.1512760448773	16.1774901779524	46.9534832932955	45.650519908699	60.3783711257212	bac	bacOTU_77
bacOTU_81	33.5934113567404	20.8062418725618	51.7815312538528	9.24428010168708	34.9421271019873	35.5059599289881	25.4930900308601	bac	bacOTU_81
bacOTU_97	14.0875596012137	18.2054616384915	41.9183824435951	15.0219551652415	17.4710635509937	39.3101699213797	33.5435395142895	bac	bacOTU_97
bacOTU_109	59.6012136974426	15.6046814044213	39.4525952410307	15.0219551652415	103.734439834025	41.8463099163074	45.6192137394338	bac	bacOTU_109
bacOTU_117	13.0039011703511	9.10273081924577	23.424978424362	3.46660503813266	10.919414719371	20.2891199594218	13.4174158057158	bac	bacOTU_117
bacOTU_133	32.5097529258778	26.0078023407022	56.7131056589816	9.24428010168708	25.1146538545534	35.5059599289881	17.4426405474306	bac	bacOTU_133
bacOTU_24	99.6965756393585	28.6085825747724	70.2749352730859	9.24428010168708	43.6776588774842	40.5782399188435	57.694887964578	bac	bacOTU_24
bacOTU_30	138.708279150412	36.4109232769831	51.7815312538528	12.7108851398197	215.11246997161	68.4757798630484	26.8348316114316	bac	bacOTU_30
bacOTU_340	14.0875596012137	10.4031209362809	6.16446800641105	5.77767506355443	15.2871806071195	19.0210499619579	41.593988997719	bac	bacOTU_340
bacOTU_39	47.6809709579541	135.240572171652	66.5762544692393	353.593713889531	27.2985367984276	129.343139741314	142.224607540588	bac	bacOTU_39
bacOTU_46	7.58560901603815	31.2093628088427	8.63025520897547	60.087820660966	5.45970735968552	24.0933299518133	44.2774721588622	bac	bacOTU_46
bacOTU_47	14.0875596012137	15.6046814044213	19.7262976205153	17.3330251906633	22.9307709106792	31.7017499365965	59.0366295451496	bac	bacOTU_47
bacOTU_63	58.51755526658	18.2054616384915	60.4117864628283	5.77767506355443	40.4018344616729	30.4336799391326	22.8096068697169	bac	bacOTU_63
bacOTU_67	36.8443866493281	16.9050715214564	27.1236592282086	4.62214005084354	28.3904782703647	129.343139741314	13.4174158057158	bac	bacOTU_67
bacOTU_83	11.9202427394885	0	4.93157440512884	1.15553501271089	24.0227123826163	8.87648998224702	5.36696632228633	bac	bacOTU_83
bacOTU_89	34.6770697876029	10.4031209362809	34.5210208359019	3.46660503813266	22.9307709106792	19.0210499619579	21.4678652891453	bac	bacOTU_89
bacOTU_103	13.0039011703511	5.20156046814044	20.9591912217976	5.77767506355443	63.332605372352	12.6806999746386	12.0756742251442	bac	bacOTU_103
bacOTU_105	23.840485478977	23.407022106632	18.4934040192331	67.0210307372313	26.2065953264905	20.2891199594218	14.7591573862874	bac	bacOTU_105
bacOTU_135	8.66926744690074	3.90117035110533	16.0276168166687	3.46660503813266	7.64359030355973	8.87648998224702	6.70870790285791	bac	bacOTU_135
bacOTU_145	14.0875596012137	9.10273081924577	22.1920848230798	10.399815114398	18.5630050229308	24.0933299518133	12.0756742251442	bac	bacOTU_145
bacOTU_165	44.4299956653663	0	1.23289360128221	0	2.18388294387421	2.53613999492772	2.68348316114316	bac	bacOTU_165
bacOTU_176	6.50195058517555	2.60078023407022	9.86314881025767	1.15553501271089	5.45970735968552	6.3403499873193	6.70870790285791	bac	bacOTU_176
bacOTU_205	9.75292587776333	118.335500650195	8.63025520897547	10.399815114398	36.0340685739244	13.9487699721025	4.02522474171475	bac	bacOTU_205
bacOTU_21	120.286085825748	11.703511053316	34.5210208359019	2.31107002542177	113.561913081459	43.1143799137712	28.1765731920032	bac	bacOTU_21
bacOTU_242	11.9202427394885	58.51755526658	14.7947232153865	2.31107002542177	12.0113561913081	19.0210499619579	95.2636522205823	bac	bacOTU_242
bacOTU_31	48.7646293888167	11.703511053316	51.7815312538528	4.62214005084354	32.7582441581131	32.9698199340604	30.8600563531464	bac	bacOTU_31
bacOTU_314	11.9202427394885	10.4031209362809	13.5618296141043	4.62214005084354	16.3791220790566	16.4849099670302	12.0756742251442	bac	bacOTU_314
bacOTU_33	91.0273081924577	36.4109232769831	50.5486376525706	5.77767506355443	48.0454247652326	34.2378899315242	40.2522474171475	bac	bacOTU_33
bacOTU_43	59.6012136974426	49.4148244473342	32.0552336333374	24.2662352669286	45.8615418213584	16.4849099670302	48.3026969005769	bac	bacOTU_43
bacOTU_474	7.58560901603815	3.90117035110533	8.63025520897547	1.15553501271089	6.55164883162263	6.3403499873193	4.02522474171475	bac	bacOTU_474
bacOTU_51	18.4221933246641	9.10273081924577	16.0276168166687	6.93321007626531	13.1032976632453	232.056809535886	34.8852810948611	bac	bacOTU_51
bacOTU_599	9.75292587776333	9.10273081924577	19.7262976205153	5.77767506355443	10.919414719371	19.0210499619579	18.7843821280021	bac	bacOTU_599
bacOTU_677	2.16731686172518	1.30039011703511	4.93157440512884	0	5.45970735968552	3.80420999239158	0	bac	bacOTU_677
bacOTU_699	4.33463372345037	1.30039011703511	0	2.31107002542177	0	1.26806999746386	171.742922313162	bac	bacOTU_699
bacOTU_75	29.25877763329	7.80234070221066	11.0960424115399	6.93321007626531	20.746887966805	13.9487699721025	30.8600563531464	bac	bacOTU_75
bacOTU_76	14.0875596012137	9.10273081924577	18.4934040192331	2.31107002542177	16.3791220790566	8.87648998224702	14.7591573862874	bac	bacOTU_76
bacOTU_78	11.9202427394885	32.5097529258778	22.1920848230798	35.8215853940374	15.2871806071195	25.3613999492772	6.70870790285791	bac	bacOTU_78
bacOTU_846	10.8365843086259	5.20156046814044	8.63025520897547	10.399815114398	21.8388294387421	19.0210499619579	5.36696632228633	bac	bacOTU_846
bacOTU_85	50.9319462505418	15.6046814044213	51.7815312538528	3.46660503813266	18.5630050229308	10.1445599797109	18.7843821280021	bac	bacOTU_85
bacOTU_86	14.0875596012137	16.9050715214564	16.0276168166687	12.7108851398197	28.3904782703647	17.752979964494	21.4678652891453	bac	bacOTU_86
bacOTU_880	8.66926744690074	10.4031209362809	13.5618296141043	21.9551652415068	9.82747324743394	3.80420999239158	65.7453374480075	bac	bacOTU_880
bacOTU_93	15.1712180320763	2.60078023407022	17.2605104179509	2.31107002542177	9.82747324743394	8.87648998224702	4.02522474171475	bac	bacOTU_93
bacOTU_933	18.4221933246641	22.1066319895969	16.0276168166687	18.4885602033742	24.0227123826163	63.403499873193	55.0114048034349	bac	bacOTU_933
bacOTU_100	13.0039011703511	15.6046814044213	9.86314881025767	10.399815114398	7.64359030355973	15.2168399695663	5.36696632228633	bac	bacOTU_100
bacOTU_101	22.7568270481144	66.3198959687906	8.63025520897547	28.8883753177721	6.55164883162263	27.8975399442049	34.8852810948611	bac	bacOTU_101
bacOTU_106	8.66926744690074	3.90117035110533	8.63025520897547	1.15553501271089	6.55164883162263	5.07227998985544	2.68348316114316	bac	bacOTU_106
bacOTU_108	5.41829215431296	1.30039011703511	9.86314881025767	1.15553501271089	5.45970735968552	5.07227998985544	4.02522474171475	bac	bacOTU_108
bacOTU_111	5.41829215431296	10.4031209362809	6.16446800641105	1.15553501271089	1.0919414719371	3.80420999239158	16.100898966859	bac	bacOTU_111
bacOTU_114	22.7568270481144	6.50195058517555	4.93157440512884	0	20.746887966805	6.3403499873193	2.68348316114316	bac	bacOTU_114
bacOTU_116	7.58560901603815	33.8101430429129	18.4934040192331	43.9103304830136	10.919414719371	30.4336799391326	45.6192137394338	bac	bacOTU_116
bacOTU_119	8.66926744690074	10.4031209362809	7.39736160769326	8.0887450889762	10.919414719371	12.6806999746386	6.70870790285791	bac	bacOTU_119
bacOTU_121	29.25877763329	13.0039011703511	9.86314881025767	13.8664201525306	15.2871806071195	55.7950798884098	14.7591573862874	bac	bacOTU_121
bacOTU_123	9.75292587776333	6.50195058517555	11.0960424115399	4.62214005084354	9.82747324743394	11.4126299771747	14.7591573862874	bac	bacOTU_123
bacOTU_124	13.0039011703511	40.3120936280884	14.7947232153865	15.0219551652415	7.64359030355973	40.5782399188435	22.8096068697169	bac	bacOTU_124
bacOTU_126	2.16731686172518	2.60078023407022	8.63025520897547	1.15553501271089	3.27582441581131	7.60841998478316	4.02522474171475	bac	bacOTU_126
bacOTU_127	6.50195058517555	5.20156046814044	12.3289360128221	1.15553501271089	6.55164883162263	5.07227998985544	9.39219106400107	bac	bacOTU_127
bacOTU_128	18.4221933246641	6.50195058517555	13.5618296141043	1.15553501271089	16.3791220790566	8.87648998224702	10.7339326445727	bac	bacOTU_128
bacOTU_132	3.25097529258778	5.20156046814044	8.63025520897547	2.31107002542177	6.55164883162263	7.60841998478316	8.05044948342949	bac	bacOTU_132
bacOTU_134	6.50195058517555	2.60078023407022	8.63025520897547	1.15553501271089	13.1032976632453	7.60841998478316	14.7591573862874	bac	bacOTU_134
bacOTU_136	14.0875596012137	6.50195058517555	3.69868080384663	30.043910330483	4.36776588774842	7.60841998478316	8.05044948342949	bac	bacOTU_136
bacOTU_141	3.25097529258778	1.30039011703511	6.16446800641105	2.31107002542177	3.27582441581131	8.87648998224702	6.70870790285791	bac	bacOTU_141
bacOTU_143	10.8365843086259	2.60078023407022	7.39736160769326	1.15553501271089	6.55164883162263	5.07227998985544	2.68348316114316	bac	bacOTU_143
bacOTU_147	6.50195058517555	2.60078023407022	2.46578720256442	2.31107002542177	10.919414719371	3.80420999239158	10.7339326445727	bac	bacOTU_147
bacOTU_15	41.1790203727785	20.8062418725618	18.4934040192331	548.879131037671	36.0340685739244	16.4849099670302	29.5183147725748	bac	bacOTU_15
bacOTU_152	2.16731686172518	0	3.69868080384663	0	2.18388294387421	0	1.34174158057158	bac	bacOTU_152
bacOTU_158	15.1712180320763	5.20156046814044	2.46578720256442	1.15553501271089	6.55164883162263	26.6294699467411	2.68348316114316	bac	bacOTU_158
bacOTU_160	2.16731686172518	5.20156046814044	4.93157440512884	1.15553501271089	5.45970735968552	3.80420999239158	6.70870790285791	bac	bacOTU_160
bacOTU_161	0	0	2.46578720256442	0	1.0919414719371	2.53613999492772	2.68348316114316	bac	bacOTU_161
bacOTU_164	3.25097529258778	1.30039011703511	6.16446800641105	0	1.0919414719371	2.53613999492772	1.34174158057158	bac	bacOTU_164
bacOTU_171	7.58560901603815	5.20156046814044	11.0960424115399	11.5553501271089	29.4824197423018	1.26806999746386	10.7339326445727	bac	bacOTU_171
bacOTU_177	7.58560901603815	5.20156046814044	8.63025520897547	12.7108851398197	8.73553177549683	7.60841998478316	10.7339326445727	bac	bacOTU_177
bacOTU_179	4.33463372345037	2.60078023407022	4.93157440512884	1.15553501271089	4.36776588774842	3.80420999239158	1.34174158057158	bac	bacOTU_179
bacOTU_183	4.33463372345037	2.60078023407022	12.3289360128221	1.15553501271089	10.919414719371	6.3403499873193	9.39219106400107	bac	bacOTU_183
bacOTU_187	1.08365843086259	0	6.16446800641105	1.15553501271089	2.18388294387421	3.80420999239158	1.34174158057158	bac	bacOTU_187
bacOTU_190	6.50195058517555	1.30039011703511	3.69868080384663	0	13.1032976632453	2.53613999492772	1.34174158057158	bac	bacOTU_190
bacOTU_197	4.33463372345037	3.90117035110533	7.39736160769326	1.15553501271089	3.27582441581131	6.3403499873193	2.68348316114316	bac	bacOTU_197
bacOTU_198	4.33463372345037	2.60078023407022	6.16446800641105	0	3.27582441581131	2.53613999492772	2.68348316114316	bac	bacOTU_198
bacOTU_200	5.41829215431296	5.20156046814044	7.39736160769326	3.46660503813266	5.45970735968552	3.80420999239158	6.70870790285791	bac	bacOTU_200
bacOTU_203	18.4221933246641	7.80234070221066	8.63025520897547	1.15553501271089	13.1032976632453	21.5571899568856	5.36696632228633	bac	bacOTU_203
bacOTU_204	5.41829215431296	9.10273081924577	7.39736160769326	6.93321007626531	7.64359030355973	8.87648998224702	5.36696632228633	bac	bacOTU_204
bacOTU_207	2.16731686172518	2.60078023407022	3.69868080384663	1.15553501271089	4.36776588774842	3.80420999239158	4.02522474171475	bac	bacOTU_207
bacOTU_209	11.9202427394885	6.50195058517555	13.5618296141043	1.15553501271089	6.55164883162263	10.1445599797109	8.05044948342949	bac	bacOTU_209
bacOTU_212	5.41829215431296	1.30039011703511	7.39736160769326	1.15553501271089	4.36776588774842	3.80420999239158	5.36696632228633	bac	bacOTU_212
bacOTU_215	4.33463372345037	5.20156046814044	4.93157440512884	5.77767506355443	5.45970735968552	6.3403499873193	4.02522474171475	bac	bacOTU_215
bacOTU_221	6.50195058517555	2.60078023407022	3.69868080384663	1.15553501271089	12.0113561913081	3.80420999239158	1.34174158057158	bac	bacOTU_221
bacOTU_223	5.41829215431296	3.90117035110533	6.16446800641105	1.15553501271089	4.36776588774842	2.53613999492772	1.34174158057158	bac	bacOTU_223
bacOTU_224	9.75292587776333	3.90117035110533	7.39736160769326	4.62214005084354	6.55164883162263	6.3403499873193	16.100898966859	bac	bacOTU_224
bacOTU_228	5.41829215431296	1.30039011703511	2.46578720256442	1.15553501271089	15.2871806071195	0	1.34174158057158	bac	bacOTU_228
bacOTU_229	6.50195058517555	5.20156046814044	7.39736160769326	1.15553501271089	6.55164883162263	5.07227998985544	16.100898966859	bac	bacOTU_229
bacOTU_236	3.25097529258778	5.20156046814044	11.0960424115399	1.15553501271089	2.18388294387421	8.87648998224702	1.34174158057158	bac	bacOTU_236
bacOTU_237	2.16731686172518	1.30039011703511	2.46578720256442	0	2.18388294387421	1.26806999746386	0	bac	bacOTU_237
bacOTU_239	1.08365843086259	1.30039011703511	4.93157440512884	0	1.0919414719371	2.53613999492772	1.34174158057158	bac	bacOTU_239
bacOTU_245	2.16731686172518	5.20156046814044	12.3289360128221	9.24428010168708	2.18388294387421	2.53613999492772	4.02522474171475	bac	bacOTU_245
bacOTU_246	3.25097529258778	2.60078023407022	6.16446800641105	1.15553501271089	3.27582441581131	5.07227998985544	2.68348316114316	bac	bacOTU_246
bacOTU_271	6.50195058517555	0	4.93157440512884	0	7.64359030355973	5.07227998985544	1.34174158057158	bac	bacOTU_271
bacOTU_274	4.33463372345037	9.10273081924577	2.46578720256442	2.31107002542177	4.36776588774842	8.87648998224702	4.02522474171475	bac	bacOTU_274
bacOTU_278	3.25097529258778	2.60078023407022	3.69868080384663	1.15553501271089	6.55164883162263	5.07227998985544	0	bac	bacOTU_278
bacOTU_294	1.08365843086259	1.30039011703511	6.16446800641105	0	2.18388294387421	1.26806999746386	0	bac	bacOTU_294
bacOTU_300	8.66926744690074	1.30039011703511	6.16446800641105	2.31107002542177	4.36776588774842	7.60841998478316	10.7339326445727	bac	bacOTU_300
bacOTU_307	3.25097529258778	1.30039011703511	2.46578720256442	1.15553501271089	4.36776588774842	1.26806999746386	1.34174158057158	bac	bacOTU_307
bacOTU_309	29.25877763329	9.10273081924577	14.7947232153865	1.15553501271089	15.2871806071195	16.4849099670302	18.7843821280021	bac	bacOTU_309
bacOTU_310	3.25097529258778	2.60078023407022	4.93157440512884	1.15553501271089	3.27582441581131	3.80420999239158	1.34174158057158	bac	bacOTU_310
bacOTU_316	4.33463372345037	1.30039011703511	0	1.15553501271089	1.0919414719371	1.26806999746386	1.34174158057158	bac	bacOTU_316
bacOTU_331	2.16731686172518	1.30039011703511	3.69868080384663	1.15553501271089	2.18388294387421	1.26806999746386	1.34174158057158	bac	bacOTU_331
bacOTU_337	4.33463372345037	1.30039011703511	4.93157440512884	1.15553501271089	2.18388294387421	3.80420999239158	5.36696632228633	bac	bacOTU_337
bacOTU_34	55.2665799739922	24.7074122236671	20.9591912217976	4.62214005084354	29.4824197423018	17.752979964494	88.5549443177244	bac	bacOTU_34
bacOTU_341	3.25097529258778	0	3.69868080384663	0	5.45970735968552	10.1445599797109	21.4678652891453	bac	bacOTU_341
bacOTU_353	1.08365843086259	0	2.46578720256442	0	1.0919414719371	1.26806999746386	0	bac	bacOTU_353
bacOTU_358	9.75292587776333	7.80234070221066	6.16446800641105	2.31107002542177	12.0113561913081	5.07227998985544	14.7591573862874	bac	bacOTU_358
bacOTU_375	2.16731686172518	2.60078023407022	2.46578720256442	1.15553501271089	4.36776588774842	2.53613999492772	2.68348316114316	bac	bacOTU_375
bacOTU_38	97.5292587776333	16.9050715214564	6.16446800641105	32.3549803559048	36.0340685739244	93.8371798123256	16.100898966859	bac	bacOTU_38
bacOTU_392	1.08365843086259	0	2.46578720256442	0	1.0919414719371	1.26806999746386	1.34174158057158	bac	bacOTU_392
bacOTU_396	4.33463372345037	1.30039011703511	7.39736160769326	1.15553501271089	3.27582441581131	3.80420999239158	6.70870790285791	bac	bacOTU_396
bacOTU_408	0	0	0	0	0	0	1.34174158057158	bac	bacOTU_408
bacOTU_420	0	0	0	1.15553501271089	1.0919414719371	1.26806999746386	1.34174158057158	bac	bacOTU_420
bacOTU_442	2.16731686172518	1.30039011703511	6.16446800641105	0	1.0919414719371	5.07227998985544	0	bac	bacOTU_442
bacOTU_452	0	0	1.23289360128221	0	1.0919414719371	0	1.34174158057158	bac	bacOTU_452
bacOTU_543	2.16731686172518	2.60078023407022	6.16446800641105	1.15553501271089	3.27582441581131	2.53613999492772	2.68348316114316	bac	bacOTU_543
bacOTU_549	7.58560901603815	11.703511053316	19.7262976205153	9.24428010168708	9.82747324743394	15.2168399695663	8.05044948342949	bac	bacOTU_549
bacOTU_558	0	0	1.23289360128221	0	1.0919414719371	0	0	bac	bacOTU_558
bacOTU_56	50.9319462505418	15.6046814044213	35.7539144371841	4.62214005084354	49.1373662371697	22.8252599543495	45.6192137394338	bac	bacOTU_56
bacOTU_57	23.840485478977	20.8062418725618	9.86314881025767	108.620291194823	18.5630050229308	17.752979964494	17.4426405474306	bac	bacOTU_57
bacOTU_573	3.25097529258778	1.30039011703511	1.23289360128221	6.93321007626531	10.919414719371	0	1.34174158057158	bac	bacOTU_573
bacOTU_577	5.41829215431296	2.60078023407022	6.16446800641105	1.15553501271089	10.919414719371	10.1445599797109	2.68348316114316	bac	bacOTU_577
bacOTU_58	19.5058517555267	18.2054616384915	12.3289360128221	190.663277097296	19.6549464948679	6.3403499873193	2.68348316114316	bac	bacOTU_58
bacOTU_60	15.1712180320763	7.80234070221066	46.849956848724	1.15553501271089	45.8615418213584	2.53613999492772	21.4678652891453	bac	bacOTU_60
bacOTU_65	47.6809709579541	22.1066319895969	44.3841696461595	3.46660503813266	32.7582441581131	27.8975399442049	21.4678652891453	bac	bacOTU_65
bacOTU_656	2.16731686172518	1.30039011703511	1.23289360128221	1.15553501271089	1.0919414719371	2.53613999492772	0	bac	bacOTU_656
bacOTU_667	11.9202427394885	33.8101430429129	36.9868080384663	4.62214005084354	9.82747324743394	16.4849099670302	9.39219106400107	bac	bacOTU_667
bacOTU_68	58.51755526658	40.3120936280884	24.6578720256442	146.752946614282	28.3904782703647	50.7227998985544	25.4930900308601	bac	bacOTU_68
bacOTU_79	21.6731686172518	5.20156046814044	29.589446430773	3.46660503813266	8.73553177549683	8.87648998224702	14.7591573862874	bac	bacOTU_79
bacOTU_80	37.9280450801907	22.1066319895969	12.3289360128221	4.62214005084354	14.1952391351824	11.4126299771747	34.8852810948611	bac	bacOTU_80
bacOTU_813	2.16731686172518	0	2.46578720256442	1.15553501271089	2.18388294387421	2.53613999492772	0	bac	bacOTU_813
bacOTU_817	7.58560901603815	2.60078023407022	4.93157440512884	0	52.413190652981	0	2.68348316114316	bac	bacOTU_817
bacOTU_82	2.16731686172518	2.60078023407022	4.93157440512884	1.15553501271089	2.18388294387421	1.26806999746386	4.02522474171475	bac	bacOTU_82
bacOTU_84	3.25097529258778	5.20156046814044	2.46578720256442	4.62214005084354	10.919414719371	1.26806999746386	12.0756742251442	bac	bacOTU_84
bacOTU_853	3.25097529258778	3.90117035110533	7.39736160769326	1.15553501271089	3.27582441581131	7.60841998478316	0	bac	bacOTU_853
bacOTU_879	4.33463372345037	5.20156046814044	2.46578720256442	4.62214005084354	5.45970735968552	7.60841998478316	10.7339326445727	bac	bacOTU_879
bacOTU_88	35.7607282184655	14.3042912873862	20.9591912217976	2.31107002542177	21.8388294387421	13.9487699721025	24.1513484502885	bac	bacOTU_88
bacOTU_90	11.9202427394885	11.703511053316	12.3289360128221	4.62214005084354	10.919414719371	12.6806999746386	8.05044948342949	bac	bacOTU_90
bacOTU_92	11.9202427394885	5.20156046814044	7.39736160769326	1.15553501271089	6.55164883162263	8.87648998224702	8.05044948342949	bac	bacOTU_92
bacOTU_921	3.25097529258778	1.30039011703511	1.23289360128221	0	1.0919414719371	2.53613999492772	1.34174158057158	bac	bacOTU_921
bacOTU_95	19.5058517555267	11.703511053316	24.6578720256442	2.31107002542177	14.1952391351824	16.4849099670302	6.70870790285791	bac	bacOTU_95
bacOTU_96	46.5973125270915	22.1066319895969	30.8223400320552	4.62214005084354	31.666302686176	38.0420999239158	28.1765731920032	bac	bacOTU_96
bacOTU_98	14.0875596012137	10.4031209362809	49.3157440512884	3.46660503813266	22.9307709106792	8.87648998224702	4.02522474171475	bac	bacOTU_98
bacOTU_99	16.2548764629389	6.50195058517555	9.86314881025767	2.31107002542177	10.919414719371	11.4126299771747	8.05044948342949	bac	bacOTU_99
