TAH1	TAH2	TAH3	TAH4	TAH5	TAH6	TAH7	TAH8	TAH10	species	ID
bacOTU_1	0	1.06428267347808	0	1.31492439184747	0	0	0	0	0	bac	bacOTU_1
bacOTU_8	800.873262093531	320.349084716901	95.519978474371	164.365548980934	560.203167015237	294.781569512681	545.390980072253	352.609308885755	734.980826587133	bac	bacOTU_8
bacOTU_5	413.650465356774	116.00681140911	329.611193327055	562.787639710717	65.7305049297879	90.293453724605	164.316513226897	103.070413366605	64.9765658287175	bac	bacOTU_5
bacOTU_3	309.088819947145	213.920817369093	259.652899233149	231.426692965155	917.239318792949	597.530208471651	476.634424892204	324.400564174894	214.103110353643	bac	bacOTU_3
bacOTU_10	222.911639664484	159.642401021711	22.8709807614691	22.353714661407	70.2121302659098	77.0150046474572	292.506700850717	59.6723445806662	181.082232637409	bac	bacOTU_10
bacOTU_28	275.766976904516	161.770966368668	52.4687205704292	78.8954635108481	83.6570062742755	90.293453724605	208.600396224216	187.696647499186	137.409458883681	bac	bacOTU_28
bacOTU_9	259.680569918419	449.127288207748	926.947396744249	316.89677843524	256.946519270989	171.291993095206	243.561356485258	400.347184550288	120.36642522369	bac	bacOTU_9
bacOTU_4	382.626680455016	664.112388250319	2640.92560204493	562.787639710717	210.636390797729	379.763643606427	400.885677659946	619.50743191928	254.580315296123	bac	bacOTU_4
bacOTU_13	135.585430311387	147.935291613453	84.7571639983856	18.4089414858646	59.7550044816253	45.1467268623025	151.497494464515	52.0776825431268	70.3025138474649	bac	bacOTU_13
bacOTU_27	209.123290819258	375.691783737761	269.070361899637	105.193951347798	46.3101284732596	30.5404328774399	236.56916443305	137.788868395356	266.297400937367	bac	bacOTU_27
bacOTU_6	28.725726760887	156.449553001277	359.208933136015	2105.1939513478	1032.26770242008	212.455185234365	90.8984966787088	162.742757947271	61.7809970174691	bac	bacOTU_6
bacOTU_7	41.3650465356774	431.034482758621	516.615094847303	281.393819855358	339.109650433224	430.221750099588	132.851648991959	880.980796354562	189.603749467405	bac	bacOTU_7
bacOTU_70	144.777662874871	113.878246062154	82.0664603793892	52.5969756738988	167.314012548551	134.112335679193	97.8906887309171	146.468482152544	105.453770771197	bac	bacOTU_70
bacOTU_20	22.9805814087096	84.078331204768	17.4895735234764	47.3372781065089	41.8285031371377	45.1467268623025	46.6146136813891	53.1626342627753	11.7170856412441	bac	bacOTU_20
bacOTU_22	41.3650465356774	79.8212005108557	68.6129422844074	80.2103879026956	34.3591275769346	70.3757801088833	26.8034028667987	103.070413366605	30.8904985087346	bac	bacOTU_22
bacOTU_19	369.987360680225	155.385270327799	165.478272568277	74.9506903353057	32.8652524648939	55.7694861240207	275.026220720196	42.3131170662906	165.104388581167	bac	bacOTU_19
bacOTU_32	116.051936113984	135.163899531716	368.626395802502	351.084812623274	31.3713773528533	86.3099190014606	261.041836615779	72.6917652164479	83.0847890924585	bac	bacOTU_32
bacOTU_53	34.4708721130645	9.57854406130268	2.69070361899637	2.62984878369494	10.4571257842844	18.5898287080069	43.1185176552849	5.42475859824238	24.4993608862378	bac	bacOTU_53
bacOTU_26	272.319889693209	64.9212430821626	110.318848378851	80.2103879026956	44.816253361219	82.3263842783163	308.821815639203	58.5873928610177	255.645504899872	bac	bacOTU_26
bacOTU_11	111.455819832242	185.185185185185	83.4118121888874	31.5581854043392	88.1386316103974	123.489576417474	371.751544109078	241.94423348161	278.014486578611	bac	bacOTU_11
bacOTU_48	27.5766976904516	75.5640698169434	154.715458092291	152.531229454306	52.2856289214222	75.6871597397424	92.0638620207435	93.3058478897689	44.7379633574776	bac	bacOTU_48
bacOTU_16	5.74514535217741	52.1498510004257	648.459572178125	86.7850098619329	13.4448760083657	42.4910370468729	1.16536534203473	105.240316805902	10.6518960374947	bac	bacOTU_16
bacOTU_25	152.820866367919	168.156662409536	72.6489977129019	105.193951347798	138.930385419779	102.244057894038	144.505302412306	179.017033741998	80.9544098849595	bac	bacOTU_25
bacOTU_139	1.14902907043548	0	0	0	1.49387511204063	0	2.33073068406946	0	1.06518960374947	bac	bacOTU_139
bacOTU_50	155.11892450879	87.2711792252022	40.3605542849455	53.9119000657462	40.3346280250971	50.4581064931616	72.2526512061531	106.325268525551	34.086067319983	bac	bacOTU_50
bacOTU_206	12.6393197747903	44.6998722860792	2.69070361899637	9.20447074293228	7.46937556020317	25.2290532465808	9.32292273627782	81.3713789736357	11.7170856412441	bac	bacOTU_206
bacOTU_44	110.306790761806	50.0212856534696	36.324498856451	139.381985535832	28.383627128772	38.5075023237286	43.1185176552849	30.3786481501573	27.6949296974862	bac	bacOTU_44
bacOTU_12	52.8553372400322	77.6926351638995	24.2163325709673	46.0223537146614	70.2121302659098	124.817421325189	5.82682671017364	135.618964956059	13.8474648487431	bac	bacOTU_12
bacOTU_208	17.2354360565322	7.44997871434653	4.03605542849455	13.1492439184747	25.3958769046908	46.4745717700173	10.4882880783126	19.5291309536726	10.6518960374947	bac	bacOTU_208
bacOTU_23	18.3844651269677	9.57854406130268	1.34535180949818	5.25969756738987	7.46937556020317	13.2784490771478	26.8034028667987	16.2742757947271	11.7170856412441	bac	bacOTU_23
bacOTU_29	2.29805814087096	154.320987654321	5.38140723799274	357.659434582512	115.028383627129	172.619838002921	1.16536534203473	83.5412824129326	10.6518960374947	bac	bacOTU_29
bacOTU_40	128.691255888774	73.4355044699872	20.1802771424728	35.5029585798817	38.8407529130565	49.1302615854468	101.386784757021	32.5485515894543	57.5202386024712	bac	bacOTU_40
bacOTU_35	6.89417442261289	6.38569604086845	18.8349253329746	34.1880341880342	34.3591275769346	26.5568981542956	1.16536534203473	15.1893240750787	21.3037920749893	bac	bacOTU_35
bacOTU_102	22.9805814087096	6.38569604086845	6.72675904749092	1.31492439184747	0	0	10.4882880783126	1.08495171964848	8.52151682999574	bac	bacOTU_102
bacOTU_14	124.095139607032	203.277990634312	12.1081662854837	17.0940170940171	4.4816253361219	15.9341388925773	320.47546905955	80.2864272539872	111.844908393694	bac	bacOTU_14
bacOTU_17	213.719407101	43.6355896126011	13.4535180949818	56.5417488494412	32.8652524648939	65.0644004780242	188.789185409626	28.2087447108604	174.691095014913	bac	bacOTU_17
bacOTU_36	186.142709410548	42.571306939123	0	1.31492439184747	1.49387511204063	3.98353472314434	124.694091597716	1.08495171964848	83.0847890924585	bac	bacOTU_36
bacOTU_41	55.1533953809031	28.735632183908	25.5616843804655	47.3372781065089	74.6937556020317	111.538972248041	59.4336324437711	52.0776825431268	59.6506178099702	bac	bacOTU_41
