Promicromonospora	Flavobacterium	Rhizobium	Sphingomonas	Chryseobacterium	Mycobacterium	Microbacterium	Lysobacter	Burkholderia	Bacillus	Amycolatopsis	Sphingobium	Luteimonas	Achromobacter	Microvirga	Novosphingobium	Kaistia	Chitinophaga	Hyphomicrobium	Iamia	Pseudorhodoferax	Dissulfuribacter	Nocardia	Methylophilus	Reyranella	Afipia	Rhizocola	Nonomuraea	Haloactinopolyspora	Panacagrimonas	Povalibacter	Pedomicrobium	Variibacter	Pedobacter	Chelativorans	Chelatococcus	Mucilaginibacter	g__Acremonium	g__Ophiosphaerella	g__Gibberella	g__Pyrenochaetopsis	g__Pseudogymnoascus	g__Didymella	g__Bipolaris
TAD2	838.197855269833	126.07167904465	142.682103310668	91.1471767417401	65.1651567359169	34.9252023029097	31.5178947611625	16.611024266018	12.3521898388339	18.7405914796101	23.4253393495126	5.53717475533935	6.38880164077617	9.37029573980505	6.38930164077618	4.25963442718412	4.68554786990253	6.38900164077617	4.68544786990252	4.68524786990252	2.55558065631047	5.11106131262094	6.81481508349458	5.11106131262094	3.40750754174729	2.12966721359206	3.8333209844657	5.96288819805776	7.6665419689314	2.12966721359206	2.12976721359205	1.70385377087364	1.70375377087365	0.851926885436823	0.426013442718411	0.426013442718411	1e-04	181.525116859259	39.2141933215195	0.232823995973409	1.97845396577398	3.84004593356126	0.582009989933524	2.67652595369421
TAD3	193.543329179893	28.3192463200996	80.9413717653241	82.7257794075351	43.0347593683403	11.1490977638187	40.5819238603002	8.02753438994949	9.81164203216048	8.47348630050224	8.47318630050224	8.91933821105498	6.68937865829124	11.3719737190951	2.89928741859287	3.34513932914562	0.8924038211055	1.784107642211	1.784207642211	1.784007642211	2.6758114633165	1.56093168693462	1.11507977638187	2.6758114633165	1.11507977638187	0.669027865829124	1.33795573165825	0.892003821105499	0.223075955276375	0.892003821105499	0.669127865829125	0.669127865829125	0.223075955276375	0.223075955276375	0.223075955276375	0.223075955276375	1e-04	59.3186141684404	39.9595678698914	1.86261290918985	29.0103495552602	3.21716775223702	0.508158066142687	2.65286990096737
TAD4	209.495452395004	88.914212306798	34.7182133001207	48.2346360352823	6.09577103742579	5.03560650917782	21.0690824989283	5.9632629713948	7.68616782979773	6.89081943361176	3.44530971680588	4.50557424505385	1.72270485840294	0.927756462216968	2.12072905649593	3.57821778283687	1.45808872634095	1.06036452824796	1.98802099046493	0.927756462216968	1.98772099046493	2.51775325458891	0.795248396185972	1.06016452824796	1.06026452824796	0.397624198092986	0.662640330154977	0.265116132061991	0.265116132061991	0.795148396185973	0.397724198092986	0.530232264123982	0.397624198092986	0.265116132061991	0.397624198092986	0.132608066030995	1e-04	11.5537892283223	6.29235351819401	1.42205559733198	2.77311341479736	3.05730453426376	0.497884459066193	1.56435115706518
TAD6	356.381211437864	97.5144716859462	165.396369102682	61.4188357579993	118.794070479288	168.897423334497	69.7680112338676	9.69784248810515	10.2368892929999	4.04100103671048	5.65694145139467	18.3176913664209	13.7381435248156	7.00390846363149	2.96370742692102	6.73483506118413	4.04110103671047	3.23278082936839	1.61664041468419	2.42456062202629	1.07759360978946	0.808220207342095	7.00390846363149	2.42446062202629	3.50205423181575	5.3875680489473	0.53884680489473	0.269473402447365	0.269473402447365	0.808220207342095	0.269573402447365	0.808320207342095	0.269473402447365	0.53884680489473	0.269473402447365	0.269473402447365	0.269473402447365	17.7780312651451	8.75802256009253	5.50180904416069	37.0151996236389	5.05268993851492	0.748731842742951	7.85978434880099
TAD7	217.555498591816	123.569352912805	104.268200675152	54.5478693672825	95.0366104745345	15.524978973765	14.0564282600305	11.3292197916664	5.03573101851839	12.378184587191	8.81140428240717	2.72760846836413	5.45471693672825	1.46875071373453	2.72790846836412	2.30822255015426	3.77677326388879	2.09822959104933	2.30812255015426	2.30792255015426	1.88823663194439	2.09802959104933	0.83937183641973	1.46865071373453	1.88833663194439	0.629478877314798	2.30782255015426	1.2588577546296	0.209892959104933	1.04906479552466	0.419785918209866	0.419785918209866	0.83927183641973	0.419685918209865	0.629478877314798	0.209892959104933	0.209892959104933	30.2880772041131	116.175076132919	0.25970866174954	0.8656622058318	1.34141141903929	0.64922165437385	2.72609094837017
TAD9	124.400111006484	16.9570597755708	26.2133204693773	29.241734715015	5.19093870680739	3.72018607321197	16.1774789695497	7.78620806021108	4.84520279302023	6.05602849127529	1.12471671980827	3.97971300855234	1.47075263359543	1.90339752582937	1.38474365514864	1.47115263359543	0.692571827574319	1.64397059048901	1.21152569825506	0.951798762914688	0.432644892233949	1.38424365514864	0.778780806021108	1.03820774136148	0.605762849127529	0.259626935340369	0.346135913787159	1.81678854738259	0.0866089784467898	0.259626935340369	0.25972693534037	0.432744892233949	0.17311795689358	0.346135913787159	0.17311795689358	1e-04	1e-04	42.7114243472731	9.42652957436013	69.0398379860032	7.36800587421252	0.390155016870075	0.15188806211614	1.06201643481298
TAD10	73.9670116605834	54.8442137739795	48.9962102879933	54.5285162882506	41.567219373362	7.27054217176675	14.698833086398	15.6472255435849	12.3285019434306	3.95161857161236	5.6898547431218	7.27054217176674	6.95424468603775	4.26751605734134	2.8454773715609	3.0034261144254	2.05513365723843	4.42566480020584	2.37113114296742	0.948492457186966	2.05473365723843	1.58058742864494	1.42263868578045	0.632294971457978	1.42263868578045	0.632294971457978	1.73863617150944	0.316197485728989	0.158148742864494	0.790343714322472	0.316297485728989	0.790443714322472	0.632294971457978	0.158148742864494	0.474246228593483	0.474246228593483	0.158148742864494	33.9327435446499	7.57507395757561	57.8551322167892	17.4302395656459	4.94695646209019	0.579909741651194	5.14029304264059
TAH1	17.8351331752797	17.1096247866572	20.3461348814302	16.0531398577517	0.264621232226367	3.50123132699935	3.36912071088617	1.91600393364115	2.24658047392411	2.70866763032026	2.3780910900373	0.330576540282958	0.660653080565915	0.330476540282957	1.98225924169775	0.528942464452733	0.925274312792282	1.45351677724501	0.85911900473569	0.528642464452732	0.198265924169775	0.792763696679099	0.726808388622507	0.396431848339549	0.46258715639614	0.594597772509324	0.462487156396141	0.0661553080565915	1e-04	0.198265924169775	0.132310616113183	0.198365924169774	0.198265924169775	0.198265924169775	0.132210616113183	0.0661553080565915	0.198265924169775	2.09891808988663	0.311593006886403	0.0136388263863654	0.180817685151538	0.591295418871287	0.230360048568211	0.275489469856096
TAH2	38.2847671024695	146.506103812915	78.4655098040712	54.9646923748325	63.8711876907536	4.92801655774361	15.1625047930572	10.0453606754004	3.98077875817752	2.4642582788718	1.89537559913215	2.4641582788718	3.41159607843788	1.32689291939251	2.4644582788718	1.32719291939251	3.7910511982643	1.32699291939251	1.89567559913215	2.27453071895859	4.73828899783038	0.568682679739646	0.379255119826431	1.89537559913215	0.947837799566076	0.947737799566077	0.379155119826431	1e-04	1e-04	0.568682679739646	0.37925511982643	0.37925511982643	0.379155119826431	0.379155119826431	0.189627559913215	0.189627559913215	0.379155119826431	2.05985012681614	1.03992239412077	1e-04	2.25969674107013	0.619934504187382	2.03965546539075	1.21987434694936
TAH3	18.5536899422204	36.6276195232434	22.8805331929971	12.9795297523303	0.192664144478968	1.92294144478967	2.21133766150813	1.73077730031071	3.17305838390297	0.288796216718452	1e-04	0.48096036119742	0.769156577915871	0.192464144478968	0.673524505676388	0.48116036119742	0.48116036119742	0.48096036119742	0.673324505676388	0.48086036119742	0.288496216718452	0.576892433436903	2e-04	0.48076036119742	0.192464144478968	0.0962320722394839	1e-04	1e-04	0.0962320722394839	0.384628288957936	2e-04	0.0963320722394839	1e-04	1e-04	0.0962320722394839	1e-04	1e-04	0.0379203699964729	2e-04	1e-04	0.825748139922404	0.375303699964729	0.0377203699964729	2e-04
