microbial load
Promicromonospora	9.86130021305769e-06
Flavobacterium	4.41820056853561e-05
Variovorax	0.000500169532074603
Rhizobium	3.17307687312136e-09
Pseudomonas	0.0631863853957594
Phyllobacterium	0.000242994594014032
Lentzea	0.000694856582664038
Pseudoxanthomonas	5.0826876945335e-05
Actinoplanes	0.0134233834530206
Sphingomonas	6.7770517419596e-07
Nocardioides	0.00326095227391362
Streptomyces	0.00138502203473055
Chryseobacterium	2.18214097982458e-05
Massilia	0.00016159102351566
Herbaspirillum	4.2480470186678e-06
Devosia	0.000118894621429729
g__Acremonium	0.0160142556482482
Kribbella	0.000455144415214827
g__Lachnella	0.00452886406904986
g__Scytalidium	0.0470411012810445
Mesorhizobium	0.00030781484250326
Mycobacterium	1.87761821223864e-05
g__Magnaporthiopsis	0.00706584763891595
Caulobacter	0.000124391720186547
Umezawaea	0.00695797731277618
g__Podospora	0.313603463093
Microbacterium	0.00624997477111533
g__Ophiosphaerella	0.00016159102351566
Aeromicrobium	0.00229240480135913
Stenotrophomonas	0.0215727250781928
Galbitalea	0.112851221809291
Arthrobacter	0.0160142556482482
Steroidobacter	0.00030781484250326
Chondromyces	0.0500731683904664
Sphingopyxis	0.0134233834530206
Shinella	0.000500169532074603
Pantoea	0.480034401339913
Agromyces	0.000500169532074603
Sorangium	0.000769144090103368
Rhodanobacter	0.00868509596909775
g__Gibberella	0.0631863853957594
Bradyrhizobium	0.00044224442081937
Solirubrobacter	0.0013501372313023
Rudaibacter	0.350845672306386
Bosea	0.000121293978251083
g__Cladosporium	0.453190368561749
Lysobacter	9.86130021305769e-06
g__Pyrenochaetopsis	0.059330161528787
Kineosporia	0.342121189876559
Cellulomonas	0.00819418181993498
g__Mycosphaerella	0.0470411012810445
g__Sarocladium	0.191676726184427
Burkholderia	7.4491516306257e-05
Phycicoccus	0.00533595416811387
g__Mortierella	0.0249640618375241
