Promicromonospora	Flavobacterium	Rhizobium	Phyllobacterium	Lentzea	Pseudoxanthomonas	Sphingomonas	Chryseobacterium	Massilia	Herbaspirillum	Devosia	g__Acremonium	Kribbella	g__Lachnella	g__Scytalidium	Mycobacterium	Caulobacter	Microbacterium	g__Ophiosphaerella	Steroidobacter	Sphingopyxis	Agromyces	g__Gibberella	Bradyrhizobium	Solirubrobacter	Bosea	Lysobacter	g__Pyrenochaetopsis	Burkholderia	Bacillus	Glycomyces	Amycolatopsis	Gaiella	Sphingobium	g__Chrysosporium	Conexibacter	Saccharibacteria_genera_incertae_sedis	Luteimonas	Pseudonocardia	g__Exophiala	Phenylobacterium	Terrabacter	Brevundimonas	Achromobacter	g__Cyphellophora	Microvirga	Novosphingobium	Kaistia	g__Bipolaris	Chitinophaga
Devosia	0.715686274509804	0.808823529411765	0.794117647058824	0.705882352941177	0.544117647058824	0.676470588235294	0.776960784313726	0.725490196078431	0.872549019607843	0.767156862745098	1	0.455882352941177	0.921568627450981	0.575980392156863	0.32843137254902	0.840686274509804	0.933823529411765	0.41421568627451	0.715686274509804	0.776960784313726	0.360294117647059	0.806372549019608	0.267814076192674	0.931372549019608	0.801470588235294	0.625	0.838235294117647	0.147058823529412	0.769607843137255	0.799019607843137	0.370098039215686	0.82843137254902	0.848039215686275	0.436274509803922	0.708333333333333	0.764705882352941	0.813725490196079	0.71078431372549	0.497549019607843	0.786764705882353	0.875	0.845588235294118	0.370098039215686	0.649509803921569	0.115196078431373	0.860294117647059	0.681372549019608	0.919117647058824	0.627450980392157	0.844880600249511
g__Acremonium	0.772058823529412	0.441176470588235	0.669117647058824	0.642156862745098	0.411764705882353	0.450980392156863	0.774509803921569	0.745098039215686	0.438725490196078	0.475490196078431	0.455882352941177	1	0.468137254901961	0.713235294117647	0.757352941176471	0.524509803921569	0.377450980392157	0.848039215686275	0.808823529411765	0.446078431372549	0.811274509803922	0.595588235294118	0.798528208831366	0.490196078431373	0.514705882352941	0.41421568627451	0.715686274509804	0.752450980392157	0.53921568627451	0.693627450980392	0.781862745098039	0.713235294117647	0.487745098039216	0.688725490196079	0.700980392156863	0.436274509803922	0.446078431372549	0.723039215686275	0.691176470588235	0.615196078431373	0.482843137254902	0.517156862745098	0.725490196078431	0.808823529411765	0.764705882352941	0.58578431372549	0.772058823529412	0.517156862745098	0.791666666666667	0.69895782604096
Kribbella	0.767156862745098	0.838235294117647	0.740196078431373	0.656862745098039	0.607843137254902	0.580882352941177	0.745098039215686	0.66421568627451	0.904411764705882	0.637254901960784	0.921568627450981	0.468137254901961	1	0.625	0.431372549019608	0.816176470588235	0.884803921568628	0.438725490196078	0.696078431372549	0.757352941176471	0.257352941176471	0.894607843137255	0.326782313152528	0.924019607843137	0.892156862745098	0.558823529411765	0.791666666666667	0.188725490196078	0.740196078431373	0.82843137254902	0.443627450980392	0.791666666666667	0.894607843137255	0.303921568627451	0.620098039215686	0.852941176470588	0.875	0.625	0.659313725490196	0.83578431372549	0.894607843137255	0.897058823529412	0.294117647058824	0.575980392156863	0.223039215686275	0.803921568627451	0.639705882352941	0.884803921568628	0.610294117647059	0.740650047243403
g__Lachnella	0.816176470588235	0.509803921568628	0.66421568627451	0.786764705882353	0.33578431372549	0.428921568627451	0.720588235294118	0.644607843137255	0.45343137254902	0.676470588235294	0.575980392156863	0.713235294117647	0.625	1	0.799019607843137	0.776960784313726	0.507352941176471	0.676470588235294	0.806372549019608	0.583333333333333	0.622549019607843	0.75	0.717446883011566	0.637254901960784	0.759803921568628	0.497549019607843	0.708333333333333	0.455882352941177	0.794117647058824	0.887254901960784	0.759803921568628	0.762254901960784	0.745098039215686	0.688725490196079	0.737745098039216	0.75	0.517156862745098	0.683823529411765	0.75	0.818627450980392	0.541666666666667	0.735294117647059	0.441176470588235	0.818627450980392	0.688725490196079	0.713235294117647	0.845588235294118	0.571078431372549	0.705882352941177	0.734518838243044
g__Scytalidium	0.67156862745098	0.392156862745098	0.534313725490196	0.536764705882353	0.294117647058824	0.291666666666667	0.620098039215686	0.600490196078431	0.330882352941177	0.348039215686275	0.32843137254902	0.757352941176471	0.431372549019608	0.799019607843137	1	0.590686274509804	0.308823529411765	0.762254901960784	0.642156862745098	0.357843137254902	0.600490196078431	0.553921568627451	0.764130070604784	0.406862745098039	0.514705882352941	0.340686274509804	0.551470588235294	0.642156862745098	0.509803921568628	0.625	0.700980392156863	0.625	0.492647058823529	0.524509803921569	0.730392156862745	0.531862745098039	0.29656862745098	0.593137254901961	0.573529411764706	0.522058823529412	0.348039215686275	0.473039215686275	0.379901960784314	0.666666666666667	0.757352941176471	0.514705882352941	0.67156862745098	0.41421568627451	0.698529411764706	0.513795314230109
Mycobacterium	0.821078431372549	0.708333333333333	0.821078431372549	0.740196078431373	0.519607843137255	0.632352941176471	0.811274509803922	0.740196078431373	0.713235294117647	0.799019607843137	0.840686274509804	0.524509803921569	0.816176470588235	0.776960784313726	0.590686274509804	1	0.803921568627451	0.566176470588235	0.786764705882353	0.683823529411765	0.470588235294118	0.745098039215686	0.511058053652074	0.754901960784314	0.803921568627451	0.600490196078431	0.791666666666667	0.357843137254902	0.882352941176471	0.862745098039216	0.571078431372549	0.875	0.843137254901961	0.593137254901961	0.786764705882353	0.850490196078431	0.620098039215686	0.772058823529412	0.600490196078431	0.725490196078431	0.698529411764706	0.808823529411765	0.399509803921569	0.791666666666667	0.338235294117647	0.933823529411765	0.799019607843137	0.833333333333333	0.737745098039216	0.821582006048146
Caulobacter	0.708333333333333	0.892156862745098	0.813725490196079	0.607843137254902	0.639705882352941	0.740196078431373	0.774509803921569	0.757352941176471	0.911764705882353	0.720588235294118	0.933823529411765	0.377450980392157	0.884803921568628	0.507352941176471	0.308823529411765	0.803921568627451	1	0.419117647058824	0.656862745098039	0.776960784313726	0.348039215686275	0.745098039215686	0.316954273659219	0.884803921568628	0.730392156862745	0.642156862745098	0.850490196078431	0.274509803921569	0.757352941176471	0.70343137254902	0.279411764705882	0.737745098039216	0.774509803921569	0.463235294117647	0.580882352941177	0.727941176470588	0.843137254901961	0.757352941176471	0.41421568627451	0.747549019607843	0.82843137254902	0.791666666666667	0.399509803921569	0.612745098039216	0.0857843137254902	0.833333333333333	0.688725490196079	0.963235294117647	0.693627450980392	0.793378444646493
Microbacterium	0.803921568627451	0.561274509803922	0.75	0.683823529411765	0.615196078431373	0.629901960784314	0.833333333333333	0.79656862745098	0.502450980392157	0.531862745098039	0.41421568627451	0.848039215686275	0.438725490196078	0.676470588235294	0.762254901960784	0.566176470588235	0.419117647058824	1	0.71078431372549	0.379901960784314	0.877450980392157	0.507352941176471	0.727274922504875	0.404411764705882	0.399509803921569	0.642156862745098	0.674019607843137	0.838235294117647	0.529411764705882	0.602941176470588	0.759803921568628	0.563725490196079	0.394607843137255	0.74264705882353	0.627450980392157	0.375	0.384803921568628	0.764705882352941	0.497549019607843	0.480392156862745	0.480392156862745	0.375	0.799019607843137	0.823529411764706	0.659313725490196	0.551470588235294	0.83578431372549	0.551470588235294	0.730392156862745	0.619252109036289
g__Ophiosphaerella	0.901960784313726	0.634803921568628	0.865196078431373	0.799019607843137	0.551470588235294	0.583333333333333	0.877450980392157	0.865196078431373	0.659313725490196	0.762254901960784	0.715686274509804	0.808823529411765	0.696078431372549	0.806372549019608	0.642156862745098	0.786764705882353	0.656862745098039	0.71078431372549	1	0.676470588235294	0.681372549019608	0.764705882352941	0.729731932378202	0.683823529411765	0.730392156862745	0.558823529411765	0.857843137254902	0.575980392156863	0.754901960784314	0.911764705882353	0.740196078431373	0.83578431372549	0.700980392156863	0.754901960784314	0.764705882352941	0.649509803921569	0.66421568627451	0.843137254901961	0.779411764705882	0.808823529411765	0.688725490196079	0.723039215686275	0.686274509803922	0.909313725490196	0.573529411764706	0.784313725490196	0.86764705882353	0.708333333333333	0.83578431372549	0.830165698648649
Steroidobacter	0.642156862745098	0.821078431372549	0.745098039215686	0.514705882352941	0.674019607843137	0.649509803921569	0.747549019607843	0.723039215686275	0.774509803921569	0.74264705882353	0.776960784313726	0.446078431372549	0.757352941176471	0.583333333333333	0.357843137254902	0.683823529411765	0.776960784313726	0.379901960784314	0.676470588235294	1	0.387254901960784	0.823529411764706	0.245700987332728	0.838235294117647	0.794117647058824	0.632352941176471	0.838235294117647	0.220588235294118	0.669117647058824	0.683823529411765	0.495098039215686	0.772058823529412	0.779411764705882	0.509803921568628	0.522058823529412	0.759803921568628	0.897058823529412	0.700980392156863	0.598039215686275	0.732843137254902	0.811274509803922	0.816176470588235	0.509803921568628	0.637254901960784	0.367647058823529	0.698529411764706	0.639705882352941	0.803921568627451	0.615196078431373	0.673206748239451
Sphingopyxis	0.693627450980392	0.448529411764706	0.691176470588235	0.676470588235294	0.480392156862745	0.615196078431373	0.740196078431373	0.776960784313726	0.32843137254902	0.595588235294118	0.360294117647059	0.811274509803922	0.257352941176471	0.622549019607843	0.600490196078431	0.470588235294118	0.348039215686275	0.877450980392157	0.681372549019608	0.387254901960784	1	0.340686274509804	0.651107616431729	0.29656862745098	0.237745098039216	0.625	0.644607843137255	0.762254901960784	0.497549019607843	0.497549019607843	0.769607843137255	0.534313725490196	0.257352941176471	0.919117647058824	0.612745098039216	0.191176470588235	0.28921568627451	0.772058823529412	0.384803921568628	0.389705882352941	0.311274509803922	0.269607843137255	0.879901960784314	0.83578431372549	0.590686274509804	0.455882352941177	0.855392156862745	0.482843137254902	0.696078431372549	0.63274076883708
Agromyces	0.786764705882353	0.757352941176471	0.732843137254902	0.676470588235294	0.563725490196079	0.519607843137255	0.791666666666667	0.654411764705882	0.803921568627451	0.674019607843137	0.806372549019608	0.595588235294118	0.894607843137255	0.75	0.553921568627451	0.745098039215686	0.745098039215686	0.507352941176471	0.764705882352941	0.823529411764706	0.340686274509804	1	0.427519717958947	0.91421568627451	0.958333333333333	0.541666666666667	0.786764705882353	0.279411764705882	0.759803921568628	0.892156862745098	0.529411764705882	0.843137254901961	0.936274509803922	0.394607843137255	0.647058823529412	0.894607843137255	0.889705882352941	0.659313725490196	0.794117647058824	0.919117647058824	0.926470588235294	0.938725490196079	0.379901960784314	0.644607843137255	0.507352941176471	0.791666666666667	0.681372549019608	0.752450980392157	0.656862745098039	0.71857769484211
g__Gibberella	0.717446883011566	0.299755204545928	0.557741241245293	0.552827221498638	0.28009912555931	0.356266431632456	0.606881438711838	0.594596389345202	0.28009912555931	0.385750550112383	0.267814076192674	0.798528208831366	0.326782313152528	0.717446883011566	0.764130070604784	0.511058053652074	0.316954273659219	0.727274922504875	0.729731932378202	0.245700987332728	0.651107616431729	0.427519717958947	1	0.316954273659219	0.429976727832274	0.25307201695271	0.574940310358584	0.808356248324675	0.567569280738602	0.64127957693842	0.651107616431729	0.542999182005329	0.405406629099001	0.638822567065093	0.58722535972522	0.417691678465638	0.265357066319346	0.660935655925039	0.599510409091856	0.565112270865275	0.250615007079383	0.420148688338965	0.518429083272056	0.710075853391584	0.754302031111475	0.528257122765365	0.69533379415162	0.383293540239056	0.764130070604784	0.614629194812088
Bradyrhizobium	0.708333333333333	0.808823529411765	0.74264705882353	0.651960784313726	0.526960784313726	0.644607843137255	0.764705882352941	0.656862745098039	0.850490196078431	0.720588235294118	0.931372549019608	0.490196078431373	0.924019607843137	0.637254901960784	0.406862745098039	0.754901960784314	0.884803921568628	0.404411764705882	0.683823529411765	0.838235294117647	0.29656862745098	0.91421568627451	0.316954273659219	1	0.894607843137255	0.590686274509804	0.855392156862745	0.176470588235294	0.784313725490196	0.816176470588235	0.357843137254902	0.806372549019608	0.904411764705882	0.360294117647059	0.659313725490196	0.845588235294118	0.884803921568628	0.691176470588235	0.605392156862745	0.889705882352941	0.91421568627451	0.909313725490196	0.316176470588235	0.600490196078431	0.301470588235294	0.823529411764706	0.634803921568628	0.860294117647059	0.629901960784314	0.82403448964829
Solirubrobacter	0.732843137254902	0.66421568627451	0.656862745098039	0.610294117647059	0.450980392156863	0.455882352941177	0.715686274509804	0.549019607843137	0.723039215686275	0.66421568627451	0.801470588235294	0.514705882352941	0.892156862745098	0.759803921568628	0.514705882352941	0.803921568627451	0.730392156862745	0.399509803921569	0.730392156862745	0.794117647058824	0.237745098039216	0.958333333333333	0.429976727832274	0.894607843137255	1	0.426470588235294	0.745098039215686	0.205882352941176	0.818627450980392	0.899509803921569	0.502450980392157	0.848039215686275	0.977941176470588	0.33578431372549	0.644607843137255	0.965686274509804	0.830882352941177	0.600490196078431	0.821078431372549	0.911764705882353	0.850490196078431	0.975490196078431	0.264705882352941	0.627450980392157	0.455882352941177	0.830882352941177	0.622549019607843	0.718137254901961	0.590686274509804	0.723482662042397
Bosea	0.740196078431373	0.823529411764706	0.850490196078431	0.779411764705882	0.82843137254902	0.916666666666667	0.774509803921569	0.764705882352941	0.700980392156863	0.830882352941177	0.625	0.41421568627451	0.558823529411765	0.497549019607843	0.340686274509804	0.600490196078431	0.642156862745098	0.642156862745098	0.558823529411765	0.632352941176471	0.625	0.541666666666667	0.25307201695271	0.590686274509804	0.426470588235294	1	0.723039215686275	0.409313725490196	0.607843137254902	0.541666666666667	0.514705882352941	0.492647058823529	0.45343137254902	0.644607843137255	0.492647058823529	0.419117647058824	0.544117647058824	0.769607843137255	0.291666666666667	0.46078431372549	0.639705882352941	0.399509803921569	0.642156862745098	0.607843137254902	0.362745098039216	0.553921568627451	0.713235294117647	0.71078431372549	0.595588235294118	0.65971808843866
Lysobacter	0.862745098039216	0.845588235294118	0.921568627450981	0.723039215686275	0.683823529411765	0.818627450980392	0.926470588235294	0.901960784313726	0.803921568627451	0.818627450980392	0.838235294117647	0.715686274509804	0.791666666666667	0.708333333333333	0.551470588235294	0.791666666666667	0.850490196078431	0.674019607843137	0.857843137254902	0.838235294117647	0.644607843137255	0.786764705882353	0.574940310358584	0.855392156862745	0.745098039215686	0.723039215686275	1	0.54656862745098	0.813725490196079	0.806372549019608	0.598039215686275	0.816176470588235	0.732843137254902	0.700980392156863	0.715686274509804	0.700980392156863	0.794117647058824	0.926470588235294	0.637254901960784	0.808823529411765	0.772058823529412	0.759803921568628	0.67156862745098	0.848039215686275	0.482843137254902	0.830882352941177	0.843137254901961	0.897058823529412	0.855392156862745	0.918455108253823
g__Pyrenochaetopsis	0.639705882352941	0.377450980392157	0.598039215686275	0.392156862745098	0.5	0.526960784313726	0.66421568627451	0.644607843137255	0.29656862745098	0.352941176470588	0.147058823529412	0.752450980392157	0.188725490196078	0.455882352941177	0.642156862745098	0.357843137254902	0.274509803921569	0.838235294117647	0.575980392156863	0.220588235294118	0.762254901960784	0.279411764705882	0.808356248324675	0.176470588235294	0.205882352941176	0.409313725490196	0.54656862745098	1	0.431372549019608	0.377450980392157	0.568627450980392	0.372549019607843	0.166666666666667	0.688725490196079	0.406862745098039	0.20343137254902	0.230392156862745	0.705882352941177	0.443627450980392	0.318627450980392	0.223039215686275	0.186274509803922	0.764705882352941	0.676470588235294	0.683823529411765	0.42156862745098	0.651960784313726	0.365196078431373	0.740196078431373	0.47455557662781
Burkholderia	0.821078431372549	0.642156862745098	0.78921568627451	0.759803921568628	0.436274509803922	0.700980392156863	0.799019607843137	0.637254901960784	0.602941176470588	0.870098039215686	0.769607843137255	0.53921568627451	0.740196078431373	0.794117647058824	0.509803921568628	0.882352941176471	0.757352941176471	0.529411764705882	0.754901960784314	0.669117647058824	0.497549019607843	0.759803921568628	0.567569280738602	0.784313725490196	0.818627450980392	0.607843137254902	0.813725490196079	0.431372549019608	1	0.862745098039216	0.522058823529412	0.808823529411765	0.83578431372549	0.642156862745098	0.740196078431373	0.825980392156863	0.620098039215686	0.825980392156863	0.676470588235294	0.823529411764706	0.669117647058824	0.808823529411765	0.426470588235294	0.779411764705882	0.477941176470588	0.909313725490196	0.799019607843137	0.740196078431373	0.737745098039216	0.898835239452673
Bacillus	0.892156862745098	0.642156862745098	0.794117647058824	0.845588235294118	0.465686274509804	0.534313725490196	0.821078431372549	0.713235294117647	0.691176470588235	0.776960784313726	0.799019607843137	0.693627450980392	0.82843137254902	0.887254901960784	0.625	0.862745098039216	0.70343137254902	0.602941176470588	0.911764705882353	0.683823529411765	0.497549019607843	0.892156862745098	0.64127957693842	0.816176470588235	0.899509803921569	0.541666666666667	0.806372549019608	0.377450980392157	0.862745098039216	1	0.659313725490196	0.872549019607843	0.889705882352941	0.58578431372549	0.774509803921569	0.845588235294118	0.71078431372549	0.74264705882353	0.818627450980392	0.924019607843137	0.784313725490196	0.877450980392157	0.446078431372549	0.808823529411765	0.544117647058824	0.860294117647059	0.813725490196079	0.723039215686275	0.737745098039216	0.846106842049583
Glycomyces	0.764705882352941	0.448529411764706	0.620098039215686	0.683823529411765	0.514705882352941	0.443627450980392	0.66421568627451	0.666666666666667	0.357843137254902	0.544117647058824	0.370098039215686	0.781862745098039	0.443627450980392	0.759803921568628	0.700980392156863	0.571078431372549	0.279411764705882	0.759803921568628	0.740196078431373	0.495098039215686	0.769607843137255	0.529411764705882	0.651107616431729	0.357843137254902	0.502450980392157	0.514705882352941	0.598039215686275	0.568627450980392	0.522058823529412	0.659313725490196	1	0.639705882352941	0.470588235294118	0.696078431372549	0.642156862745098	0.438725490196078	0.394607843137255	0.620098039215686	0.700980392156863	0.487745098039216	0.372549019607843	0.468137254901961	0.669117647058824	0.757352941176471	0.718137254901961	0.433823529411765	0.764705882352941	0.446078431372549	0.58578431372549	0.56039250263284
Amycolatopsis	0.794117647058824	0.66421568627451	0.781862745098039	0.70343137254902	0.45343137254902	0.534313725490196	0.825980392156863	0.754901960784314	0.693627450980392	0.727941176470588	0.82843137254902	0.713235294117647	0.791666666666667	0.762254901960784	0.625	0.875	0.737745098039216	0.563725490196079	0.83578431372549	0.772058823529412	0.534313725490196	0.843137254901961	0.542999182005329	0.806372549019608	0.848039215686275	0.492647058823529	0.816176470588235	0.372549019607843	0.808823529411765	0.872549019607843	0.639705882352941	1	0.887254901960784	0.588235294117647	0.857843137254902	0.825980392156863	0.715686274509804	0.774509803921569	0.693627450980392	0.781862745098039	0.764705882352941	0.887254901960784	0.463235294117647	0.781862745098039	0.497549019607843	0.892156862745098	0.786764705882353	0.79656862745098	0.786764705882353	0.832618182248793
Gaiella	0.723039215686275	0.678921568627451	0.669117647058824	0.647058823529412	0.431372549019608	0.482843137254902	0.718137254901961	0.558823529411765	0.740196078431373	0.688725490196079	0.848039215686275	0.487745098039216	0.894607843137255	0.745098039215686	0.492647058823529	0.843137254901961	0.774509803921569	0.394607843137255	0.700980392156863	0.779411764705882	0.257352941176471	0.936274509803922	0.405406629099001	0.904411764705882	0.977941176470588	0.45343137254902	0.732843137254902	0.166666666666667	0.83578431372549	0.889705882352941	0.470588235294118	0.887254901960784	1	0.350490196078431	0.696078431372549	0.963235294117647	0.808823529411765	0.615196078431373	0.718137254901961	0.882352941176471	0.857843137254902	0.982843137254902	0.235294117647059	0.61764705882353	0.394607843137255	0.86764705882353	0.647058823529412	0.762254901960784	0.595588235294118	0.752912465244122
