Promicromonospora	Flavobacterium	Rhizobium	Phyllobacterium	Lentzea	Pseudoxanthomonas	Sphingomonas	Chryseobacterium	Massilia	Herbaspirillum	Devosia	g__Acremonium	Kribbella	g__Lachnella	g__Scytalidium	Mycobacterium	Caulobacter	Microbacterium	g__Ophiosphaerella	Steroidobacter	Sphingopyxis	Agromyces	g__Gibberella	Bradyrhizobium	Solirubrobacter	Bosea	Lysobacter	g__Pyrenochaetopsis	Burkholderia	Bacillus	Glycomyces	Amycolatopsis	Gaiella	Sphingobium	g__Chrysosporium	Conexibacter	Saccharibacteria_genera_incertae_sedis	Luteimonas	Pseudonocardia	g__Exophiala	Phenylobacterium	Terrabacter	Brevundimonas	Achromobacter	g__Cyphellophora	Microvirga	Novosphingobium	Kaistia	g__Bipolaris	Chitinophaga
Sphingobium	0.720588235294118	0.495098039215686	0.752450980392157	0.700980392156863	0.477941176470588	0.642156862745098	0.752450980392157	0.79656862745098	0.362745098039216	0.745098039215686	0.436274509803922	0.688725490196079	0.303921568627451	0.688725490196079	0.524509803921569	0.593137254901961	0.463235294117647	0.74264705882353	0.754901960784314	0.509803921568628	0.919117647058824	0.394607843137255	0.638822567065093	0.360294117647059	0.33578431372549	0.644607843137255	0.700980392156863	0.688725490196079	0.642156862745098	0.58578431372549	0.696078431372549	0.588235294117647	0.350490196078431	1	0.588235294117647	0.316176470588235	0.367647058823529	0.830882352941177	0.438725490196078	0.495098039215686	0.345588235294118	0.375	0.843137254901961	0.882352941176471	0.529411764705882	0.575980392156863	0.897058823529412	0.544117647058824	0.757352941176471	0.686695408040241
g__Chrysosporium	0.727941176470588	0.490196078431373	0.71078431372549	0.754901960784314	0.284313725490196	0.526960784313726	0.74264705882353	0.683823529411765	0.490196078431373	0.683823529411765	0.708333333333333	0.700980392156863	0.620098039215686	0.737745098039216	0.730392156862745	0.786764705882353	0.580882352941177	0.627450980392157	0.764705882352941	0.522058823529412	0.612745098039216	0.647058823529412	0.58722535972522	0.659313725490196	0.644607843137255	0.492647058823529	0.715686274509804	0.406862745098039	0.740196078431373	0.774509803921569	0.642156862745098	0.857843137254902	0.696078431372549	0.588235294117647	1	0.605392156862745	0.428921568627451	0.759803921568628	0.519607843137255	0.627450980392157	0.563725490196079	0.649509803921569	0.392156862745098	0.757352941176471	0.502450980392157	0.745098039215686	0.745098039215686	0.625	0.691176470588235	0.827713215048505
Conexibacter	0.691176470588235	0.654411764705882	0.629901960784314	0.551470588235294	0.436274509803922	0.450980392156863	0.678921568627451	0.514705882352941	0.693627450980392	0.642156862745098	0.764705882352941	0.436274509803922	0.852941176470588	0.75	0.531862745098039	0.850490196078431	0.727941176470588	0.375	0.649509803921569	0.759803921568628	0.191176470588235	0.894607843137255	0.417691678465638	0.845588235294118	0.965686274509804	0.419117647058824	0.700980392156863	0.20343137254902	0.825980392156863	0.845588235294118	0.438725490196078	0.825980392156863	0.963235294117647	0.316176470588235	0.605392156862745	1	0.754901960784314	0.575980392156863	0.732843137254902	0.838235294117647	0.784313725490196	0.946078431372549	0.193627450980392	0.593137254901961	0.428921568627451	0.862745098039216	0.595588235294118	0.723039215686275	0.595588235294118	0.683016682640026
Saccharibacteria_genera_incertae_sedis	0.669117647058824	0.857843137254902	0.708333333333333	0.507352941176471	0.688725490196079	0.575980392156863	0.730392156862745	0.681372549019608	0.892156862745098	0.605392156862745	0.813725490196079	0.446078431372549	0.875	0.517156862745098	0.29656862745098	0.620098039215686	0.843137254901961	0.384803921568628	0.66421568627451	0.897058823529412	0.28921568627451	0.889705882352941	0.265357066319346	0.884803921568628	0.830882352941177	0.544117647058824	0.794117647058824	0.230392156862745	0.620098039215686	0.71078431372549	0.394607843137255	0.715686274509804	0.808823529411765	0.367647058823529	0.428921568627451	0.754901960784314	1	0.622549019607843	0.639705882352941	0.821078431372549	0.91421568627451	0.862745098039216	0.455882352941177	0.549019607843137	0.262254901960784	0.678921568627451	0.605392156862745	0.830882352941177	0.588235294117647	0.629062043436864
Luteimonas	0.879901960784314	0.767156862745098	0.950980392156863	0.764705882352941	0.67156862745098	0.865196078431373	0.941176470588235	0.911764705882353	0.686274509803922	0.855392156862745	0.71078431372549	0.723039215686275	0.625	0.683823529411765	0.593137254901961	0.772058823529412	0.757352941176471	0.764705882352941	0.843137254901961	0.700980392156863	0.772058823529412	0.659313725490196	0.660935655925039	0.691176470588235	0.600490196078431	0.769607843137255	0.926470588235294	0.705882352941177	0.825980392156863	0.74264705882353	0.620098039215686	0.774509803921569	0.615196078431373	0.830882352941177	0.759803921568628	0.575980392156863	0.622549019607843	1	0.53921568627451	0.678921568627451	0.651960784313726	0.612745098039216	0.75	0.879901960784314	0.553921568627451	0.806372549019608	0.897058823529412	0.803921568627451	0.904411764705882	0.896382755852529
Pseudonocardia	0.737745098039216	0.441176470588235	0.558823529411765	0.54656862745098	0.397058823529412	0.306372549019608	0.639705882352941	0.5	0.470588235294118	0.522058823529412	0.497549019607843	0.691176470588235	0.659313725490196	0.75	0.573529411764706	0.600490196078431	0.41421568627451	0.497549019607843	0.779411764705882	0.598039215686275	0.384803921568628	0.794117647058824	0.599510409091856	0.605392156862745	0.821078431372549	0.291666666666667	0.637254901960784	0.443627450980392	0.676470588235294	0.818627450980392	0.700980392156863	0.693627450980392	0.718137254901961	0.438725490196078	0.519607843137255	0.732843137254902	0.639705882352941	0.53921568627451	1	0.79656862745098	0.598039215686275	0.752450980392157	0.450980392156863	0.661764705882353	0.674019607843137	0.620098039215686	0.600490196078431	0.458333333333333	0.593137254901961	0.588596064034493
g__Exophiala	0.784313725490196	0.659313725490196	0.696078431372549	0.71078431372549	0.406862745098039	0.490196078431373	0.745098039215686	0.627450980392157	0.700980392156863	0.686274509803922	0.786764705882353	0.615196078431373	0.83578431372549	0.818627450980392	0.522058823529412	0.725490196078431	0.747549019607843	0.480392156862745	0.808823529411765	0.732843137254902	0.389705882352941	0.919117647058824	0.565112270865275	0.889705882352941	0.911764705882353	0.46078431372549	0.808823529411765	0.318627450980392	0.823529411764706	0.924019607843137	0.487745098039216	0.781862745098039	0.882352941176471	0.495098039215686	0.627450980392157	0.838235294117647	0.821078431372549	0.678921568627451	0.79656862745098	1	0.808823529411765	0.911764705882353	0.379901960784314	0.70343137254902	0.482843137254902	0.794117647058824	0.730392156862745	0.718137254901961	0.686274509803922	0.801962137246996
Phenylobacterium	0.720588235294118	0.833333333333333	0.774509803921569	0.644607843137255	0.681372549019608	0.634803921568628	0.806372549019608	0.688725490196079	0.916666666666667	0.691176470588235	0.875	0.482843137254902	0.894607843137255	0.541666666666667	0.348039215686275	0.698529411764706	0.82843137254902	0.480392156862745	0.688725490196079	0.811274509803922	0.311274509803922	0.926470588235294	0.250615007079383	0.91421568627451	0.850490196078431	0.639705882352941	0.772058823529412	0.223039215686275	0.669117647058824	0.784313725490196	0.372549019607843	0.764705882352941	0.857843137254902	0.345588235294118	0.563725490196079	0.784313725490196	0.91421568627451	0.651960784313726	0.598039215686275	0.808823529411765	1	0.850490196078431	0.436274509803922	0.583333333333333	0.281862745098039	0.774509803921569	0.620098039215686	0.816176470588235	0.583333333333333	0.689147891640385
Terrabacter	0.708333333333333	0.686274509803922	0.654411764705882	0.595588235294118	0.424019607843137	0.446078431372549	0.71078431372549	0.580882352941177	0.747549019607843	0.649509803921569	0.845588235294118	0.517156862745098	0.897058823529412	0.735294117647059	0.473039215686275	0.808823529411765	0.791666666666667	0.375	0.723039215686275	0.816176470588235	0.269607843137255	0.938725490196079	0.420148688338965	0.909313725490196	0.975490196078431	0.399509803921569	0.759803921568628	0.186274509803922	0.808823529411765	0.877450980392157	0.468137254901961	0.887254901960784	0.982843137254902	0.375	0.649509803921569	0.946078431372549	0.862745098039216	0.612745098039216	0.752450980392157	0.911764705882353	0.850490196078431	1	0.276960784313726	0.629901960784314	0.379901960784314	0.850490196078431	0.654411764705882	0.779411764705882	0.622549019607843	0.743102530843547
Brevundimonas	0.659313725490196	0.536764705882353	0.730392156862745	0.534313725490196	0.683823529411765	0.674019607843137	0.772058823529412	0.79656862745098	0.46078431372549	0.600490196078431	0.370098039215686	0.725490196078431	0.294117647058824	0.441176470588235	0.379901960784314	0.399509803921569	0.399509803921569	0.799019607843137	0.686274509803922	0.509803921568628	0.879901960784314	0.379901960784314	0.518429083272056	0.316176470588235	0.264705882352941	0.642156862745098	0.67156862745098	0.764705882352941	0.426470588235294	0.446078431372549	0.669117647058824	0.463235294117647	0.235294117647059	0.843137254901961	0.392156862745098	0.193627450980392	0.455882352941177	0.75	0.450980392156863	0.379901960784314	0.436274509803922	0.276960784313726	1	0.79656862745098	0.495098039215686	0.443627450980392	0.752450980392157	0.509803921568628	0.647058823529412	0.545677601031977
Achromobacter	0.843137254901961	0.58578431372549	0.843137254901961	0.745098039215686	0.519607843137255	0.656862745098039	0.901960784313726	0.857843137254902	0.54656862745098	0.786764705882353	0.649509803921569	0.808823529411765	0.575980392156863	0.818627450980392	0.666666666666667	0.791666666666667	0.612745098039216	0.823529411764706	0.909313725490196	0.637254901960784	0.83578431372549	0.644607843137255	0.710075853391584	0.600490196078431	0.627450980392157	0.607843137254902	0.848039215686275	0.676470588235294	0.779411764705882	0.808823529411765	0.757352941176471	0.781862745098039	0.61764705882353	0.882352941176471	0.757352941176471	0.593137254901961	0.549019607843137	0.879901960784314	0.661764705882353	0.70343137254902	0.583333333333333	0.629901960784314	0.79656862745098	1	0.563725490196079	0.786764705882353	0.931372549019608	0.683823529411765	0.799019607843137	0.826486973248433
g__Cyphellophora	0.622549019607843	0.269607843137255	0.465686274509804	0.495098039215686	0.33578431372549	0.340686274509804	0.54656862745098	0.45343137254902	0.174019607843137	0.399509803921569	0.115196078431373	0.764705882352941	0.223039215686275	0.688725490196079	0.757352941176471	0.338235294117647	0.0857843137254902	0.659313725490196	0.573529411764706	0.367647058823529	0.590686274509804	0.507352941176471	0.754302031111475	0.301470588235294	0.455882352941177	0.362745098039216	0.482843137254902	0.683823529411765	0.477941176470588	0.544117647058824	0.718137254901961	0.497549019607843	0.394607843137255	0.529411764705882	0.502450980392157	0.428921568627451	0.262254901960784	0.553921568627451	0.674019607843137	0.482843137254902	0.281862745098039	0.379901960784314	0.495098039215686	0.563725490196079	1	0.372549019607843	0.549019607843137	0.205882352941176	0.622549019607843	0.462293158627091
Microvirga	0.794117647058824	0.691176470588235	0.823529411764706	0.686274509803922	0.482843137254902	0.654411764705882	0.850490196078431	0.723039215686275	0.735294117647059	0.79656862745098	0.860294117647059	0.58578431372549	0.803921568627451	0.713235294117647	0.514705882352941	0.933823529411765	0.833333333333333	0.551470588235294	0.784313725490196	0.698529411764706	0.455882352941177	0.791666666666667	0.528257122765365	0.823529411764706	0.830882352941177	0.553921568627451	0.830882352941177	0.42156862745098	0.909313725490196	0.860294117647059	0.433823529411765	0.892156862745098	0.86764705882353	0.575980392156863	0.745098039215686	0.862745098039216	0.678921568627451	0.806372549019608	0.620098039215686	0.794117647058824	0.774509803921569	0.850490196078431	0.443627450980392	0.786764705882353	0.372549019607843	1	0.767156862745098	0.83578431372549	0.791666666666667	0.871857919851092
Novosphingobium	0.909313725490196	0.71078431372549	0.877450980392157	0.848039215686275	0.593137254901961	0.70343137254902	0.901960784313726	0.887254901960784	0.632352941176471	0.794117647058824	0.681372549019608	0.772058823529412	0.639705882352941	0.845588235294118	0.67156862745098	0.799019607843137	0.688725490196079	0.83578431372549	0.86764705882353	0.639705882352941	0.855392156862745	0.681372549019608	0.69533379415162	0.634803921568628	0.622549019607843	0.713235294117647	0.843137254901961	0.651960784313726	0.799019607843137	0.813725490196079	0.764705882352941	0.786764705882353	0.647058823529412	0.897058823529412	0.745098039215686	0.595588235294118	0.605392156862745	0.897058823529412	0.600490196078431	0.730392156862745	0.620098039215686	0.654411764705882	0.752450980392157	0.931372549019608	0.549019607843137	0.767156862745098	1	0.767156862745098	0.848039215686275	0.827713215048505
Kaistia	0.786764705882353	0.933823529411765	0.870098039215686	0.66421568627451	0.725490196078431	0.776960784313726	0.840686274509804	0.850490196078431	0.926470588235294	0.727941176470588	0.919117647058824	0.517156862745098	0.884803921568628	0.571078431372549	0.41421568627451	0.833333333333333	0.963235294117647	0.551470588235294	0.708333333333333	0.803921568627451	0.482843137254902	0.752450980392157	0.383293540239056	0.860294117647059	0.718137254901961	0.71078431372549	0.897058823529412	0.365196078431373	0.740196078431373	0.723039215686275	0.446078431372549	0.79656862745098	0.762254901960784	0.544117647058824	0.625	0.723039215686275	0.830882352941177	0.803921568627451	0.458333333333333	0.718137254901961	0.816176470588235	0.779411764705882	0.509803921568628	0.683823529411765	0.205882352941176	0.83578431372549	0.767156862745098	1	0.769607843137255	0.815450797047787
g__Bipolaris	0.865196078431373	0.71078431372549	0.865196078431373	0.686274509803922	0.583333333333333	0.661764705882353	0.860294117647059	0.879901960784314	0.659313725490196	0.669117647058824	0.627450980392157	0.791666666666667	0.610294117647059	0.705882352941177	0.698529411764706	0.737745098039216	0.693627450980392	0.730392156862745	0.83578431372549	0.615196078431373	0.696078431372549	0.656862745098039	0.764130070604784	0.629901960784314	0.590686274509804	0.595588235294118	0.855392156862745	0.740196078431373	0.737745098039216	0.737745098039216	0.58578431372549	0.786764705882353	0.595588235294118	0.757352941176471	0.691176470588235	0.595588235294118	0.588235294117647	0.904411764705882	0.593137254901961	0.686274509803922	0.583333333333333	0.622549019607843	0.647058823529412	0.799019607843137	0.622549019607843	0.791666666666667	0.848039215686275	0.769607843137255	1	0.803188379047068
Chitinophaga	0.842428116649368	0.68546916624017	0.859595501850374	0.820355764248074	0.475781818427882	0.778663543045631	0.858369260050302	0.781116026645775	0.671980506439379	0.85714301825023	0.844880600249511	0.69895782604096	0.740650047243403	0.734518838243044	0.513795314230109	0.821582006048146	0.793378444646493	0.619252109036289	0.830165698648649	0.673206748239451	0.63274076883708	0.71857769484211	0.614629194812088	0.82403448964829	0.723482662042397	0.65971808843866	0.918455108253823	0.47455557662781	0.898835239452673	0.846106842049583	0.56039250263284	0.832618182248793	0.752912465244122	0.686695408040241	0.827713215048505	0.683016682640026	0.629062043436864	0.896382755852529	0.588596064034493	0.801962137246996	0.689147891640385	0.743102530843547	0.545677601031977	0.826486973248433	0.462293158627091	0.871857919851092	0.827713215048505	0.815450797047787	0.803188379047068	1
