Promicromonospora	Flavobacterium	Rhizobium	Phyllobacterium	Lentzea	Pseudoxanthomonas	Sphingomonas	Chryseobacterium	Massilia	Herbaspirillum	Devosia	g__Acremonium	Kribbella	g__Lachnella	g__Scytalidium	Mycobacterium	Caulobacter	Microbacterium	g__Ophiosphaerella	Steroidobacter	Sphingopyxis	Agromyces	g__Gibberella	Bradyrhizobium	Solirubrobacter	Bosea	Lysobacter	g__Pyrenochaetopsis	Burkholderia	Bacillus	Glycomyces	Amycolatopsis	Gaiella	Sphingobium	g__Chrysosporium	Conexibacter	Saccharibacteria_genera_incertae_sedis	Luteimonas	Pseudonocardia	g__Exophiala	Phenylobacterium	Terrabacter	Brevundimonas	Achromobacter	g__Cyphellophora	Microvirga	Novosphingobium	Kaistia	g__Bipolaris	Chitinophaga	Kinneretia	g__Pseudogymnoascus	Hyphomicrobium	g__Phaeoacremonium	Iamia	Pseudorhodoferax	Dissulfuribacter	Acholeplasma	Nocardia	Methylophilus	Gemmatimonas	Reyranella	Actinokineospora	Afipia	Methylotenera	Rhizomicrobium	Rhizocola	Sphingobacterium	Sporosarcina	Niastella	Nitrospira	Nonomuraea	g__Didymella	Rhodoligotrophos	Pseudolabrys	Ochrobactrum	Haloactinopolyspora	Panacagrimonas	Gp6	Catellatospora	g__Claussenomyces	Sulfuriferula	Povalibacter	Pedomicrobium	Variibacter	Inquilinus	Halobacteriovorax	Luteolibacter	Gp3	g__Trichoderma	Pedobacter	Chelativorans	Cohnella	Methylovirgula	Starkeya	Nakamurella	Thermoleophilum	Chelatococcus	Oxalicibacterium	Ammoniphilus	g__Ustilago	Mucilaginibacter
Bosea	0.000679919907958634	4.85755334493471e-05	1.521727012972e-05	0.000225698556484369	3.99231105590534e-05	2.31711655563698e-07	0.0002620675462425	0.000349610950046986	0.00171941119897264	3.6110599461333e-05	0.00730426276898994	0.0983311879496131	0.0197085659158017	0.0421293326577055	0.180850799570501	0.0108078897524504	0.00544554125241379	0.00544554125241379	0.0197085659158017	0.0064537880533827	0.00730426276898994	0.0247148017345798	0.327065377576532	0.01253638966857	0.0878045742079767	0	0.00785120180703154	0.195416615288648	0.0362513285769308	0.0701822754081235	0.0888495489188306	0.106400522190384	0.143688857854164	0.0237648001622949	0.106400522190384	0.182548722220751	0.0686311936642255	0.0035175827756176	0.380390834021321	0.136077614081377	0.0251690854378627	0.20823621096236	0.0244648427497504	0.0362513285769308	0.260487923876145	0.0627382140675164	0.00914668367365871	0.00949904174056454	0.0412702556666904	0.0196610566559865	0.0493805607467188	0.0209433223795031	0.0209433223795031	0.373399911425362	0.00642188435491219	0.017935659434938	0.0557780040636246	0.00836006552839786	0.0590139510408789	0.00216828711429609	0.0818693873366588	0.00755449817065484	0.0701822754081235	0.00541924856404425	0.061242848244381	0.0435244491824382	0.0396351015172708	0.00642188435491219	0.119753806704913	0.00418685670911299	0.11300972843986	0.372779988923821	0.0446130168173068	0.0584783609433618	0.0481055646525513	0.0667079114192474	0.020292529477274	0.00251093273377094	0.0151600926109995	0.064145616503525	0.0576186208410184	0.0428794529278833	0.0179047169369581	0.0362513285769308	0.0686311936642255	0.018149812109298	0.0190926265934916	0.0324788294112841	0.259314419333078	0.0392147767492437	0.0278015419854086	0.0571119209628237	0.0138770148089282	0.0796865242085932	0.0294982151446976	0.184518002546125	0.0753392579428254	0.030763744437831	0.107991874084146	0.086545982911663	0.173023391019033	0.305385687609162
Lysobacter	8.31712531832754e-06	1.90947257374294e-05	1.49208187981271e-07	0.00103947461159762	0.00247028949220901	5.87601279992557e-05	9.32988232363828e-08	7.50399890111985e-07	0.000100739403001067	5.87601279992557e-05	2.64641407093272e-05	0.00123550880078635	0.000152775345373964	0.00146104977384656	0.0217465796864236	0.000152775345373964	1.521727012972e-05	0.003007537803846	1.06611261857741e-05	2.64641407093272e-05	0.00521447933995862	0.000179116588092182	0.0157632060576827	1.20293791672691e-05	0.00059871519810121	0.00103947461159762	0	0.0670951932047528	0.00139912477464872	0.00165384375944881	0.0402520545011082	0.0013141714068705	0.00667007118738677	0.0110474328433542	0.00880123407167532	0.0110474328433542	0.00216828711429609	2.78963481476785e-05	0.0259428445729783	0.00156138816996482	0.00335053436292838	0.00418685670911299	0.0168133184087857	0.000580187228758013	0.115204901928527	0.000925992216032467	0.000660611392263069	0.000108929785270815	0.000465645609735888	4.11051215817933e-05	0.00111040401386504	0.00117253728017774	3.5786027973048e-05	0.0139380394727265	3.10669011206555e-05	0.00914668367365871	0.00262951141274441	0.0343381419966138	0.00372468415444441	0.000406947220049863	0.00148502748267143	9.95227980548239e-05	0.00400577344799628	0.000239953979766976	0.00367882558066406	0.000982200498394705	0.000102405340846464	0.0118868750105355	0.00914668367365871	0.00037452115514758	0.0061694292040827	0.0402520545011082	0.0027509990979022	0.000870583719852118	0.000500366108482196	0.0103833738436941	0.0184800946675902	0.00037452115514758	0.00205764520921946	0.00785120180703154	0.000142692908583169	0.00399961041098405	0.000500366108482196	0.00367882558066406	0.000264609329083089	0.000639158587854422	0.000406947220049863	0.016458158113994	0.00524243118990335	0.0146099933677198	0.00100133116590656	0.000406947220049863	0.0138770148089282	0.0124843521544191	0.0151600926109995	0.00926309798058214	0.00792320980549052	0.000302029194789214	0.0772450560110841	0.0194788100931938	0.0200392366138166	0.0738649597129918
g__Pyrenochaetopsis	0.00568479008886398	0.135272639034476	0.0112210900834503	0.119499784613816	0.0409689559558362	0.0297444194091824	0.00363634895773983	0.00521447933995862	0.247728666216701	0.164657973316417	0.573277290866	0.000492110824356531	0.468192284279852	0.0658947203908874	0.00544554125241379	0.158463989982369	0.286298378658792	2.64641407093272e-05	0.0155317656191702	0.39488908833634	0.000374943967328615	0.277430325791221	8.60351409711357e-05	0.498067657323734	0.427914853142708	0.102784346815144	0.0231938433767333	0	0.168036140770807	0.238904424520427	0.0544980759584066	0.245873185164815	0.641366847405212	0.0132543576489425	0.198580560772609	0.560834818202886	0.501867734922614	0.0102532049946585	0.154382537180264	0.332521898507836	0.517993250215516	0.598321994104685	0.00382907231003841	0.0156953846781498	0.0141769013084548	0.179502782202696	0.0216174646625424	0.256920851526342	0.00589947917816691	0.12287974106554	0.260487923876145	0.046921650633767	0.268061326545817	0.0755776726846054	0.0412702556666904	0.00667007118738677	0.249645318145946	0.151909314698811	0.00878897576506145	0.0907693179128723	0.476842295896173	0.104253063243029	0.52825383447335	0.151702066178414	0.336755568336527	0.176704800727436	0.199869900591686	0.00778256799931867	0.560834818202886	0.299064213005542	0.456798814754787	0.0184800946675902	0.136077614081377	0.362516178338508	0.412890520043951	0.0613305483619294	0.133709438147859	0.0870588590957592	0.32370899981819	0.287312337092271	0.175096499897203	0.212974661795184	0.140980616617265	0.00478248547614094	0.39895982811894	0.198580560772609	0.476842295896173	0.251257888817285	0.507128102322549	0.117190909638684	0.152868117432629	0.303017508253253	0.132723864172887	0.0931300365239436	0.154584578301939	0.357305684937182	0.517883859304893	0.18358510927274	0.00982899071637442	0.599884453168515	0.124955133444701	0.864395377676989
Burkholderia	5.34635170114489e-05	0.00544554125241379	0.000165507060078119	0.00040178888017887	0.0799888724598652	0.00171941119897264	0.000119397063843866	0.0059324373230873	0.0104068703955598	5.62745160630644e-06	0.000303210145162489	0.0255036803158819	0.000679919907958634	0.000140875554629218	0.0365681455312163	2.77727033795856e-06	0.000430216119060645	0.0288557225862862	0.000460298412542638	0.00330981324288434	0.0421293326577055	0.00040178888017887	0.0174821485555672	0.000193651643172682	5.87601279992557e-05	0.00964034773549731	7.06893364404458e-05	0.0838307391247892	0	0.00037452115514758	0.0835592218012768	0.00156138816996482	0.000813990936641598	0.0244648427497504	0.00589947917816691	0.00104083834621246	0.0316170693100201	0.00104083834621246	0.0156953846781498	0.00111040401386504	0.0173457728375044	0.00156138816996482	0.173772621711577	0.00289713230060788	0.119753806704913	6.39025448309949e-05	0.00195365133651856	0.00589947917816691	0.0061694292040827	0.000102405340846464	0.0424297604779603	0.000813990936641598	0.00017172120944226	0.0628254410222942	0.00289713230060788	0.228143363985846	0.000187874169920726	0.0928543134418053	0.0362336711488777	0.00104083834621246	0.00037452115514758	1.06449290200983e-05	0.00520610778419288	0.000347779184025321	0.017935659434938	0.000129956065644528	0.000358049618055549	0.0185966647714829	0.00262951141274441	0.00382907231003841	0.00156138816996482	0.144845045598752	0.0835592218012768	0.00335053436292838	5.69709396671992e-05	0.150680191432243	0.000535710019872797	0.000406947220049863	0.00589947917816691	0.000435078716498605	0.00143231124814548	0.00159450292481118	0.0013141714068705	0.0209433223795031	0.000660611392263069	0.00156138816996482	0.000319897157499864	0.0162428756799253	0.00378376218521032	0.0545983424173373	0.00892454144518109	0.000142692908583169	0.0396995481212476	0.00184888810855302	0.0171625917604814	0.00795497987858623	0.00560706647098297	3.10669011206555e-05	0.285196976126162	0.00262951141274441	0.027790267984901	0.0831287321030848
Bacillus	1.48935156613795e-06	0.00544554125241379	0.000140875554629218	1.90947257374294e-05	0.0595782421081178	0.0271397758044596	5.34635170114489e-05	0.00130725178033784	0.00212111925819105	0.000243315331064655	0.000119397063843866	0.0020141439758998	3.99231105590534e-05	2.04831077698761e-06	0.00730426276898994	8.31712531832754e-06	0.0016294297517689	0.0104068703955598	3.50590397951995e-07	0.00247028949220901	0.0421293326577055	1.48935156613795e-06	0.00553022453182985	6.44925588968109e-05	8.96481837550699e-07	0.0247148017345798	9.23718755277427e-05	0.135272639034476	8.31712531832754e-06	0	0.0196774469308977	0.000264609329083089	0.000142692908583169	0.0457702103836947	0.00318615599050587	0.000618785006736784	0.00949904174056454	0.00565606878059174	0.00124310931168237	3.10669011206555e-05	0.00262951141274441	0.000221672610367529	0.151702066178414	0.00156138816996482	0.0686311936642255	0.000406947220049863	0.00139912477464872	0.00785120180703154	0.0061694292040827	0.000618785006736784	0.0481055646525513	0.00589947917816691	0.00037452115514758	0.0154564910886385	0.000618785006736784	0.185712191636597	2.05728959067365e-05	0.0229969101490977	0.014627927900464	0.00111040401386504	0.000204713377952181	0.000239953979766976	0.000239953979766976	0.0027509990979022	0.0196774469308977	1.06449290200983e-05	2.62792369266779e-05	0.0438580953384105	1.27565585911724e-06	0.017935659434938	7.24149009623784e-05	0.0196619729093161	0.0597976715819041	0.00156138816996482	0.000108929785270815	0.0380022104851934	0.00199173301627724	0.000435078716498605	0.00262951141274441	6.39025448309949e-05	0.000465645609735888	0.000500366108482196	8.93866252894554e-05	0.0216174646625424	0.000347779184025321	0.00117253728017774	0.000618785006736784	0.00267430063907046	0.00205764520921946	0.00493168346362758	0.000726741168094007	0.000535710019872797	0.0129705533480557	0.0134145010745597	0.00300869517388538	0.000937068251795648	0.00402393331249457	0.00263687898050627	0.430256268052814	0.00603384560246107	0.0130460845953485	0.203337795823635
Glycomyces	0.000349610950046986	0.0709464396376372	0.0079195205707627	0.00247028949220901	0.0345076988320426	0.074468490732616	0.00363634895773983	0.00346996024341039	0.158463989982369	0.0239449582902576	0.143675472730951	0.000209161804322107	0.074468490732616	0.00040178888017887	0.00171941119897264	0.0166463816496372	0.277430325791221	0.00040178888017887	0.000679919907958634	0.0433144165099354	0.000303210145162489	0.0288557225862862	0.00463981229666647	0.158463989982369	0.0398329676232378	0.0345076988320426	0.0112210900834503	0.0172267385253585	0.0315848269163221	0.00398857681268207	0	0.0251690854378627	0.126520076739372	0.0118962920175195	0.0244648427497504	0.159869247865604	0.214621449127115	0.0316170693100201	0.0110474328433542	0.110784629139701	0.245873185164815	0.128994395105654	0.0173457728375044	0.00438826312027971	0.00847229744709026	0.165283112398057	0.00382907231003841	0.151702066178414	0.0457702103836947	0.0590139510408789	0.538999113556508	0.0230431402423762	0.0544980759584066	0.00632408544500688	0.0267067335111415	0.0926696370715018	0.017935659434938	0.0151206236549054	0.00484993232536065	0.0151600926109995	0.119753806704913	0.0627382140675164	0.0435244491824382	0.211435522978318	0.451639806427624	0.0184985518802278	0.0692111017372091	0.00139631465217796	0.0362513285769308	0.182548722220751	0.0493805607467188	0.0012105076971649	0.466876993856482	0.159869247865604	0.0926696370715018	0.0698081024540527	0.0138770148089282	0.00815528116372047	0.182548722220751	0.0156953846781498	0.0800293997528734	0.0022720341333066	0.117190909638684	0.00124310931168237	0.102350932760852	0.195416615288648	0.192200973847654	0.172109637493131	0.100051313043607	0.0372489796300892	0.0247562783513744	0.0686311936642255	0.016458158113994	0.190481782729441	0.086113314240859	0.14807380430839	0.138403824204152	0.239401430532028	0.309691034585866	0.275546065566259	0.00287415603567988	0.931289872090603
Amycolatopsis	0.000140875554629218	0.00363634895773983	0.000209161804322107	0.0016294297517689	0.0675481801337168	0.0271397758044596	4.40702791406345e-05	0.000460298412542638	0.0020141439758998	0.000923646534614136	3.99231105590534e-05	0.00130725178033784	0.000152775345373964	0.000374943967328615	0.00730426276898994	4.28011558112778e-06	0.000723824670499067	0.0184349895156923	2.94016793168203e-05	0.000282012647046926	0.0271397758044596	2.13281002451934e-05	0.0242939221868785	9.23718755277427e-05	1.70628083552245e-05	0.0445245262088991	6.44925588968109e-05	0.140835721892622	8.45969510148163e-05	4.9145946739401e-06	0.00568479008886398	0	0.000156769178068079	0.0446130168173068	0.000435078716498605	0.00104083834621246	0.00880123407167532	0.00318615599050587	0.0123424453230094	0.0027509990979022	0.00382907231003841	0.000156769178068079	0.133850039107052	0.0027509990979022	0.102350932760852	0.000129956065644528	0.00251093273377094	0.00205764520921946	0.00251093273377094	0.000889606509657845	0.0251690854378627	0.00037452115514758	0.00037452115514758	0.00457949951254156	0.00251093273377094	0.14110858525264	0.000925992216032467	0.0168362372282107	0.00388649719570871	0.00205764520921946	0.00165384375944881	0.000465645609735888	0.00289713230060788	0.00400577344799628	0.0137162459646182	0.000925992216032467	9.95227980548239e-05	0.0592048683710506	0.000709570694760257	0.0424297604779603	0.000347779184025321	0.0175477575577849	0.0325154764454017	0.00478248547614094	0.00037452115514758	0.0185966647714829	0.00677143960331921	0.000535710019872797	0.00318615599050587	7.24149009623784e-05	0.0059838134315799	0.00127135803308378	0.00395013132704839	0.00565606878059174	0.000239953979766976	0.00840392288945488	0.00104083834621246	0.0175477575577849	0.0085547851635436	0.0111720396579569	0.00367882558066406	0.000239953979766976	0.00484062116980075	0.0286567090284918	0.0344094775514407	0.00650419826762727	0.0064686125811706	0.000580187228758013	0.196724340076122	0.00811503799735084	0.0187107590366353	0.101339037028898
Gaiella	0.00103947461159762	0.00272814063463493	0.00330981324288434	0.00499139592987034	0.0838307391247892	0.0496215896422583	0.00116704244432829	0.0197085659158017	0.000679919907958634	0.00223270171767582	1.70628083552245e-05	0.0470210969967303	1.26271591843885e-06	0.00059871519810121	0.0445245262088991	2.13281002451934e-05	0.0002620675462425	0.117002321602297	0.00171941119897264	0.000225698556484369	0.318667647645399	3.28341878902788e-08	0.106435134721719	6.25178985597892e-07	1.29914598420083e-11	0.0675481801337168	0.000818701045408342	0.522603153588037	2.94016793168203e-05	1.7498572958917e-06	0.0565941087969963	2.04831077698761e-06	0	0.279672811624736	0.0118962920175195	1.71655752145734e-06	0.00156138816996482	0.0334214866260904	0.00847229744709026	0.000187874169920726	0.000435078716498605	8.97409939816172e-08	0.491665234753649	0.0325154764454017	0.214621449127115	0.000319897157499864	0.0230431402423762	0.00400577344799628	0.0412702556666904	0.00478248547614094	0.0173457728375044	0.00589947917816691	0.000142692908583169	0.0237287811500117	0.00985384697098016	0.353998732083703	0.000129956065644528	0.107992270174987	0.0852500171668536	0.00914668367365871	1.76396150352905e-05	0.00124310931168237	0.000142692908583169	0.00642188435491219	0.00847229744709026	0.00117253728017774	0.000290763415262796	0.260036708153366	0.000108929785270815	0.0141769013084548	2.44014601624085e-06	0.135989651776843	0.0597976715819041	0.000156769178068079	6.68810538015835e-06	0.167422830822412	0.0111853852591673	0.00216828711429609	0.00165384375944881	4.04259444016751e-05	0.00308921749986388	0.00113253329955595	0.0022720341333066	0.0766514660104878	7.24149009623784e-05	0.00420945126497755	0.000709570694760257	0.0148193647583263	0.00263313450163278	0.0262761918993319	0.00589947917816691	0.000221672610367529	0.0218955788621098	0.0316170693100201	0.0557780040636246	0.000324392771105741	0.00239929083598514	0.0015179925445281	0.378122938481124	0.00403638792827429	0.0395704992769988	0.0655549127346261
Sphingobium	0.00110173575409102	0.0433144165099354	0.000492110824356531	0.00171941119897264	0.0523285418908112	0.00544554125241379	0.000492110824356531	0.000129763581946097	0.152429892154134	0.00059871519810121	0.0799888724598652	0.00223270171767582	0.235635841277305	0.00223270171767582	0.030654016087949	0.0120850762092863	0.0611133713020348	0.000638246691161088	0.000460298412542638	0.0365681455312163	1.86581281853885e-07	0.117002321602297	0.00577306122603	0.155427040254569	0.187614117874796	0.00521447933995862	0.00171941119897264	0.00223270171767582	0.00544554125241379	0.0134789952898069	0.00191162935496684	0.01300093934899	0.1678153336374	0	0.0446130168173068	0.336755568336527	0.253098189700157	0.000925992216032467	0.159869247865604	0.104253063243029	0.287312337092271	0.242313309795569	0.000660611392263069	0.000187874169920726	0.0784113394725802	0.0506581112660738	0.000108929785270815	0.0686311936642255	0.00438826312027971	0.0136902583898738	0.256920851526342	0.00880123407167532	0.0435244491824382	0.0843270483173182	0.0146358741532333	0.0223365424504938	0.0766514660104878	0.00644114549843647	0.00351359537777537	0.00367882558066406	0.205110111368996	0.020292529477274	0.253098189700157	0.0251690854378627	0.211435522978318	0.0156953846781498	0.0328958653303111	0.000141512423319533	0.115204901928527	0.110784629139701	0.2181878089859	0.0636700133231582	0.115204901928527	0.214621449127115	0.106400522190384	0.0755776726846054	0.0092713057296182	0.0132543576489425	0.151702066178414	0.0983868596707905	0.0852500171668536	0.0800293997528734	0.0338886623584576	0.00418685670911299	0.0853037902367692	0.0658043230997057	0.053248000640912	0.101213057773003	0.257230577686031	0.102958966477603	0.0618415441614408	0.0718086547910918	0.0936711678499866	0.0159056602809921	0.0592048683710506	0.223684001949501	0.24989843099349	0.0244648427497504	0.107991874084146	0.209446243426451	0.054914131709935	0.68248107653741
g__Chrysosporium	0.000923646534614136	0.045759980280991	0.00138239120269041	0.000460298412542638	0.268731899367844	0.0297444194091824	0.000638246691161088	0.00247028949220901	0.045759980280991	0.00247028949220901	0.00146104977384656	0.00171941119897264	0.0079195205707627	0.000723824670499067	0.000869865321967388	0.000179116588092182	0.0144767180850721	0.00701134569659579	0.000349610950046986	0.0315848269163221	0.00891949507827314	0.00499139592987034	0.0131962723154598	0.00398857681268207	0.00521447933995862	0.0445245262088991	0.00123550880078635	0.10506394931044	0.000679919907958634	0.0002620675462425	0.00544554125241379	1.06611261857741e-05	0.00191162935496684	0.01300093934899	0	0.0372489796300892	0.170771975680164	0.00418685670911299	0.0853037902367692	0.0290923170036378	0.0571119209628237	0.0223365424504938	0.2181878089859	0.00438826312027971	0.0983868596707905	0.00541924856404425	0.00541924856404425	0.0299448066900548	0.0128003496676357	0.00100133116590656	0.192200973847654	0.000500366108482196	0.00755449817065484	0.0111853852591673	0.0123424453230094	0.311237511334721	0.0061694292040827	0.0260689862583386	0.00184811867562465	0.00667007118738677	0.0223365424504938	0.0022720341333066	0.028282654750661	0.00642188435491219	0.0299448066900548	0.00216828711429609	0.00178369637841546	0.0166057773225973	0.00520610778419288	0.154382537180264	0.0110474328433542	0.0377695942171089	0.211435522978318	0.0907693179128723	0.0106701597849081	0.00338435629256257	0.0334214866260904	0.00184888810855302	0.0267067335111415	0.00111040401386504	0.0282760144495015	0.00565358425461202	0.0259428445729783	0.00382907231003841	0.00949904174056454	0.0247775020063223	0.00667007118738677	0.0544980759584066	0.0316170693100201	0.0153567770889571	0.0148193647583263	0.0035175827756176	0.00219957217332329	0.0553430640214907	0.055210815741478	0.132723864172887	0.0343381419966138	0.00553634331282685	0.531545804210133	0.0267067335111415	0.0244648427497504	0.110390627061822
Conexibacter	0.00212111925819105	0.00436797854042077	0.00672792962173472	0.0217465796864236	0.0799888724598652	0.0692319858533618	0.00272814063463493	0.0345076988320426	0.0020141439758998	0.00544554125241379	0.000349610950046986	0.0799888724598652	1.35439120556831e-05	0.000525730789939475	0.027987612204855	1.521727012972e-05	0.000923646534614136	0.138034843968049	0.00477608566555708	0.00040178888017887	0.462326120624514	1.26271591843885e-06	0.0952581902107689	1.90947257374294e-05	3.44635635840771e-10	0.0940176797007162	0.00171941119897264	0.43355523082632	4.40702791406345e-05	1.90947257374294e-05	0.0781167127530595	4.40702791406345e-05	5.74099505504129e-10	0.216326971668755	0.0100177746331803	0	0.00457949951254156	0.0506581112660738	0.00667007118738677	0.000761820738647834	0.00262951141274441	7.465160658649e-06	0.582169140393463	0.0424297604779603	0.170771975680164	0.00037452115514758	0.0412702556666904	0.00785120180703154	0.0412702556666904	0.0143388914003456	0.0244648427497504	0.0137162459646182	0.000465645609735888	0.0462068067914149	0.0123424453230094	0.412890520043951	0.000535710019872797	0.149087654145097	0.131322789252534	0.0230431402423762	3.10669011206555e-05	0.0022720341333066	0.000870583719852118	0.0184985518802278	0.0362513285769308	0.00438826312027971	0.00100133116590656	0.311534232271151	0.00139912477464872	0.017935659434938	7.8762015460858e-05	0.163723998103844	0.0907693179128723	0.000406947220049863	3.5786027973048e-05	0.239401430532028	0.0110474328433542	0.00239915696331727	0.00667007118738677	0.000264609329083089	0.0059838134315799	0.0022062764007421	0.00420945126497755	0.119753806704913	9.95227980548239e-05	0.00731590517073275	0.00289713230060788	0.0282760144495015	0.00239929083598514	0.0469562112256994	0.0129705533480557	0.000660611392263069	0.0319828587673722	0.0514411801174936	0.0473869473900668	0.000324392771105741	0.00216828711429609	0.00216828711429609	0.257948748941146	0.00303805473225217	0.0373948002139675	0.0888495489188306
Saccharibacteria_genera_incertae_sedis	0.00330981324288434	1.06611261857741e-05	0.00146104977384656	0.0376328810248356	0.00223270171767582	0.0155317656191702	0.000869865321967388	0.00259660313572526	1.48935156613795e-06	0.0100177746331803	7.06893364404458e-05	0.0726918417890812	4.28011558112778e-06	0.0335113521388893	0.247728666216701	0.0079195205707627	2.13281002451934e-05	0.127215995315987	0.00363634895773983	1.06622465404432e-06	0.260203249066505	1.7498572958917e-06	0.303309507127089	2.38916465310971e-06	3.6110599461333e-05	0.0239449582902576	0.000140875554629218	0.373664866717298	0.0079195205707627	0.00138239120269041	0.117002321602297	0.00123550880078635	8.45969510148163e-05	0.146554291784015	0.0858010189515453	0.000460298412542638	0	0.030763744437831	0.0251690854378627	0.00117253728017774	5.10851071794644e-05	0.00037452115514758	0.14110858525264	0.0656147109231413	0.436842701330435	0.0151600926109995	0.0372489796300892	0.000925992216032467	0.0446130168173068	0.0286274664348953	0.000406947220049863	0.0457702103836947	0.000580187228758013	0.0427534288701953	0.00694313217480643	0.0290923170036378	0.00880123407167532	0.107992270174987	0.161056352034603	0.00985384697098016	0.000813990936641598	0.0132543576489425	0.000618785006736784	0.0132543576489425	0.00694313217480643	0.0162476596606231	0.00550507213337736	0.368839398037344	0.00880123407167532	0.00104083834621246	0.00148502748267143	0.230129484246766	0.00165384375944881	4.75264565380302e-06	0.000761820738647834	0.227056302995496	0.106358128641969	0.0173457728375044	0.00148502748267143	0.020292529477274	0.00251093273377094	0.0167901634177636	0.00367949294326349	0.124320398548663	0.00111040401386504	0.00346493715470727	0.00251093273377094	0.0230148217900146	0.0216006700971903	0.021215950940969	0.00505304025866932	0.00318615599050587	0.0994758285247517	0.0814271238551058	0.0817810905671873	0.000439831473487952	0.0136677453890564	0.0144169974614762	0.167422830822412	0.096336223801347	0.0991796199587122	0.0592022678786495
Luteimonas	3.21790259657274e-06	0.000325721658435161	4.79175684831827e-09	0.000349610950046986	0.00315573053211054	7.32003455339806e-06	1.82755749063004e-08	3.50590397951995e-07	0.00234904091982681	1.20293791672691e-05	0.00138239120269041	0.00103947461159762	0.00730426276898994	0.00247028949220901	0.0120850762092863	0.000282012647046926	0.000430216119060645	0.000349610950046986	2.13281002451934e-05	0.00171941119897264	0.000282012647046926	0.00398857681268207	0.00386909952991776	0.00212111925819105	0.0108078897524504	0.000303210145162489	9.32988232363828e-08	0.00154335310856053	4.40702791406345e-05	0.000638246691161088	0.0079195205707627	0.0002620675462425	0.00857557342459417	3.6110599461333e-05	0.00040178888017887	0.0155317656191702	0.0076069102745941	0	0.0718086547910918	0.0151600926109995	0.0216174646625424	0.0343381419966138	0.0049797309247699	0.000204713377952181	0.0627382140675164	0.00165384375944881	0.000108929785270815	0.00174513797782845	7.8762015460858e-05	0.000112136439854611	0.00914668367365871	0.000187874169920726	0.00111040401386504	0.0304096456676437	0.000156769178068079	0.00541924856404425	0.00724983323021421	0.0156953846781498	0.00156138816996482	0.00017172120944226	0.017935659434938	7.24149009623784e-05	0.0352473556462596	0.00017172120944226	0.0146358741532333	0.00156138816996482	0.00104083834621246	0.00119630319734031	0.0334214866260904	0.00457949951254156	0.0267067335111415	0.0453175214115659	0.00589947917816691	0.0151600926109995	0.00438826312027971	0.00959908627496124	0.00528145875404649	0.000239953979766976	0.00667007118738677	0.00949904174056454	0.00372468415444441	0.00963080197709058	0.00195365133651856	0.00111040401386504	0.00667007118738677	0.00290135625054444	0.00251093273377094	0.0218955788621098	0.0566924380692618	0.0148193647583263	0.00615030733949511	0.00195365133651856	0.0138770148089282	0.00748687032300665	0.0168362372282107	0.0499306587852939	0.0430853805141622	0.000347779184025321	0.055210815741478	0.0442683987706461	0.038426785287201	0.122427045782087
Pseudonocardia	0.000723824670499067	0.0762766829231364	0.0197085659158017	0.0231938433767333	0.114541775611076	0.23168960494058	0.00568479008886398	0.0409689559558362	0.0565941087969963	0.0315848269163221	0.0421293326577055	0.00212111925819105	0.00398857681268207	0.000525730789939475	0.0160814859673801	0.0108078897524504	0.0983311879496131	0.0421293326577055	0.000225698556484369	0.0112210900834503	0.127215995315987	0.000140875554629218	0.0109715919501196	0.0100177746331803	5.34635170114489e-05	0.2560026072263	0.0059324373230873	0.074468490732616	0.00286506386532915	5.87601279992557e-05	0.00171941119897264	0.0020141439758998	0.00116704244432829	0.0781167127530595	0.0325371669917594	0.000818701045408342	0.00568479008886398	0.0255036803158819	0	0.00205764520921946	0.0402520545011082	0.00478248547614094	0.146386678370548	0.0190926265934916	0.0162476596606231	0.0316170693100201	0.0392147767492437	0.138591659817987	0.0424297604779603	0.0445493205767006	0.205110111368996	0.104253063243029	0.00949904174056454	0.00457949951254156	0.0184985518802278	0.143688857854164	0.00139912477464872	0.115204901928527	0.100324563511387	0.0230431402423762	0.00239915696331727	0.0316170693100201	0.00589947917816691	0.136077614081377	0.179502782202696	0.00216828711429609	0.0125159628883215	0.114846959973368	0.0035175827756176	0.0519448790519983	0.0022720341333066	0.0064686125811706	0.264289610078004	0.00520610778419288	0.00642188435491219	0.205110111368996	0.0302866816123766	0.0146358741532333	0.0670951932047528	0.00382907231003841	0.00626409926662874	0.00484993232536065	0.00792320980549052	0.0544980759584066	0.0137162459646182	0.0334214866260904	0.0325154764454017	0.0733197609955865	0.0085547851635436	0.0457938962131887	0.0205639799453602	0.0118962920175195	0.120994065045546	0.126371964447997	0.0198216867973879	0.000627661285527581	0.0488744347961554	0.0772450560110841	0.435376159602938	0.16784731771609	0.0174383386491307	0.694266459965971
