Promicromonospora	Flavobacterium	Rhizobium	Phyllobacterium	Lentzea	Pseudoxanthomonas	Sphingomonas	Chryseobacterium	Massilia	Herbaspirillum	Devosia	g__Acremonium	Kribbella	g__Lachnella	g__Scytalidium	Mycobacterium	Caulobacter	Microbacterium	g__Ophiosphaerella	Steroidobacter	Sphingopyxis	Agromyces	g__Gibberella	Bradyrhizobium	Solirubrobacter	Bosea	Lysobacter	g__Pyrenochaetopsis	Burkholderia	Bacillus	Glycomyces	Amycolatopsis	Gaiella	Sphingobium	g__Chrysosporium	Conexibacter	Saccharibacteria_genera_incertae_sedis	Luteimonas	Pseudonocardia	g__Exophiala	Phenylobacterium	Terrabacter	Brevundimonas	Achromobacter	g__Cyphellophora	Microvirga	Novosphingobium	Kaistia	g__Bipolaris	Chitinophaga	Kinneretia	g__Pseudogymnoascus	Hyphomicrobium	g__Phaeoacremonium	Iamia	Pseudorhodoferax	Dissulfuribacter	Acholeplasma	Nocardia	Methylophilus	Gemmatimonas	Reyranella	Actinokineospora	Afipia	Methylotenera	Rhizomicrobium	Rhizocola	Sphingobacterium	Sporosarcina	Niastella	Nitrospira	Nonomuraea	g__Didymella	Rhodoligotrophos	Pseudolabrys	Ochrobactrum	Haloactinopolyspora	Panacagrimonas	Gp6	Catellatospora	g__Claussenomyces	Sulfuriferula	Povalibacter	Pedomicrobium	Variibacter	Inquilinus	Halobacteriovorax	Luteolibacter	Gp3	g__Trichoderma	Pedobacter	Chelativorans	Cohnella	Methylovirgula	Starkeya	Nakamurella	Thermoleophilum	Chelatococcus	Oxalicibacterium	Ammoniphilus	g__Ustilago	Mucilaginibacter
g__Phaeoacremonium	0.00744883762106428	0.100216405108118	0.0244834214404069	0.054146880902491	0.189473392408463	0.151795341274543	0.00205344371032948	0.0126655529726442	0.102505455730074	0.0625549744551749	0.0520078055106059	2.14280034106372e-05	0.0339417324236111	0.00205344371032948	0.00205344371032948	0.0453325086595812	0.13155469314575	0.00505357757587992	0.00114314909756481	0.00564539727929272	0.00894799858823752	0.00114314909756481	0.00711082190990987	0.0102728829414155	0.00234046929347667	0.249307923024136	0.00240163141683902	0.0273747891362634	0.0211202838258423	0.00279664270199112	0.000745925948672483	0.000454705363567806	0.00516774039784663	0.0319540286767631	0.00174773070709194	0.0136374470791072	0.0122006131116995	0.00744883762106428	0.000454705363567806	0.00286735066590116	0.0169103853104447	0.00279664270199112	0.016325939569109	0.00104595642180464	0.000656320681083078	0.0221986279350852	0.00564539727929272	0.0601720012716522	0.0113113153801591	0.00652345024070688	0.0718923498038591	0.00259300171332171	0.0012119914350313	0	0.0450088865377677	0.040047568810459	0.00959908627496124	0.102350932760852	0.00694313217480643	0.0384175714747807	0.0218343882700004	0.0747537643380813	0.0468445573909291	0.131322789252534	0.0369088491132577	0.00684685300461126	0.0111159391175857	0.0440584574985137	0.0225715140592247	0.14110858525264	0.0082039525795176	0.00312874337416194	0.239401430532028	0.0211273936254042	0.0244648427497504	0.0336810146594871	0.15861020561001	0.0195321465350318	0.111255410880881	0.00667606873211118	0.0387585985768506	0.0209881255306421	0.0352364555704904	0.0032081627721808	0.0240521998571635	0.118227587741645	0.0643077654524521	0.30199562915687	0.0630471715590612	0.09579454662522	0.0680150160375461	0.0237287811500117	0.0311569697395834	0.161618904177589	0.310147117994342	0.0118003816891478	0.2322161784809	0.0678398974048225	0.219712178902993	0.380137522130904	0.0251409970827086	0.729526564185435
Iamia	1.18449054439957e-07	4.40702791406345e-05	2.20564790222812e-09	0.000282012647046926	0.000430216119060645	0.000179116588092182	2.20564790222812e-09	1.86581281853885e-07	2.64641407093272e-05	0.000119397063843866	6.44925588968109e-05	0.00130725178033784	8.45969510148163e-05	0.00171941119897264	0.0160814859673801	1.35439120556831e-05	7.73803618060897e-05	0.000349610950046986	7.50399890111985e-07	0.00116704244432829	0.0059324373230873	0.000325721658435161	0.0113907782618266	0.000349610950046986	0.000980147711372141	0.000770053379280218	1.18449054439957e-07	0.0116467313805442	0.000225698556484369	1.90947257374294e-05	0.00618869746669551	0.000179116588092182	0.00146104977384656	0.00259660313572526	0.0020141439758998	0.0020141439758998	0.000869865321967388	2.04831077698761e-06	0.00363634895773983	0.000492110824356531	0.000165507060078119	0.00146104977384656	0.0016294297517689	4.28011558112778e-06	0.0799888724598652	1.35439120556831e-05	1.35439120556831e-05	6.42647355423362e-06	3.26104938539924e-05	1.66560898969469e-05	0.000374943967328615	0.000282012647046926	9.23718755277427e-05	0.0131444012457454	0	0.0184985518802278	0.00667007118738677	0.00802448721233879	0.0043838830609333	5.69709396671992e-05	0.0049797309247699	7.8762015460858e-05	0.0035175827756176	0.000204713377952181	0.0259428445729783	0.00104083834621246	0.000761820738647834	0.0118868750105355	0.00565606878059174	0.0049797309247699	0.0118962920175195	0.0316170693100201	0.00382907231003841	0.00367882558066406	0.00303805473225217	0.00399227550308008	0.0116230348316563	0.00017172120944226	0.000204713377952181	0.00755449817065484	7.53237010490358e-05	0.00425715941137243	0.00031962614132326	0.00589947917816691	0.00216828711429609	7.53237010490358e-05	0.00124310931168237	0.000406947220049863	0.0193104582208691	0.000518703863160205	4.04259444016751e-05	0.0049797309247699	0.00675842126536773	0.00473080765035315	0.000435078716498605	0.0138770148089282	0.0064686125811706	0.00251093273377094	0.0444863620251169	0.0259428445729783	0.0480713472994664	0.0907739028364981
Pseudorhodoferax	0.00521447933995862	0.00223270171767582	0.000818701045408342	0.0658947203908874	0.0002620675462425	0.0020141439758998	0.000349610950046986	0.000209161804322107	0.00964034773549731	0.0315848269163221	0.124606393508405	0.00272814063463493	0.124606393508405	0.140835721892622	0.0983311879496131	0.235635841277305	0.0509616000523244	0.00138239120269041	0.0092743376584506	0.00730426276898994	0.00191162935496684	0.027987612204855	0.0588706140445147	0.0580719248958362	0.164657973316417	0.00346996024341039	0.00130725178033784	0.000818701045408342	0.127215995315987	0.0961571099142059	0.0365681455312163	0.0658947203908874	0.23168960494058	0.00477608566555708	0.194542528266613	0.286298378658792	0.00701134569659579	0.00059871519810121	0.0675481801337168	0.0611133713020348	0.0144767180850721	0.161540912357608	1.06611261857741e-05	0.00824232891210193	0.0144767180850721	0.0983311879496131	0.00568479008886398	0.0184349895156923	0.00146104977384656	0.0380363921922446	0.00417478638766571	0.0255036803158819	0.0172267385253585	0.011097239357333	0.00363634895773983	0	0.157006252196185	0.0373948002139675	0.030763744437831	0.0237648001622949	0.192200973847654	0.0946162743459594	0.238904424520427	0.0733703557921478	0.0544980759584066	0.108572903985957	0.079077470097584	0.0312688551169858	0.34100252800964	0.028282654750661	0.195416615288648	0.0636700133231582	0.00724983323021421	0.0457702103836947	0.159869247865604	0.0499034618652102	0.209707425901979	0.0435244491824382	0.0870588590957592	0.2181878089859	0.096477170528134	0.214621449127115	0.0267067335111415	0.0168133184087857	0.162551016303804	0.0831287321030848	0.124320398548663	0.183912631523173	0.504537131425253	0.078754614145968	0.101213057773003	0.143688857854164	0.101453075047688	0.205110111368996	0.153344238496587	0.0725781038628495	0.443647252465279	0.10894753896577	0.0108137022372896	0.696672124693343	0.228143363985846	0.706386773087097
Dissulfuribacter	7.32003455339806e-06	0.00398857681268207	0.000818701045408342	7.73803618060897e-05	0.0626776221113285	0.0184349895156923	0.000374943967328615	0.0076069102745941	0.0059324373230873	0.000525730789939475	0.00103947461159762	0.00456834626692479	0.000119397063843866	3.21790259657274e-06	0.00672792962173472	0.000243315331064655	0.00380915992772716	0.0210498248670677	0.000152775345373964	0.00154335310856053	0.0595782421081178	8.96481837550699e-07	0.00836856032702931	4.40702791406345e-05	7.50399890111985e-07	0.0178228445091595	0.000193651643172682	0.143675472730951	2.77727033795856e-06	5.64206509816855e-08	0.00346996024341039	3.6110599461333e-05	1.48935156613795e-06	0.027987612204855	0.000723824670499067	1.521727012972e-05	0.00123550880078635	0.000923646534614136	7.06893364404458e-05	2.85894356790313e-07	0.000679919907958634	4.28011558112778e-06	0.143675472730951	0.00171941119897264	0.00436797854042077	0.000225698556484369	0.000282012647046926	0.00234904091982681	0.00138239120269041	4.53549055874775e-05	0.0224611517681826	0.000282012647046926	3.50590397951995e-07	0.00139917128646752	0.000818701045408342	0.0762766829231364	0	0.0756780349668657	0.0254769060304482	0.00457949951254156	5.10851071794644e-05	0.000500366108482196	0.000187874169920726	0.00880123407167532	0.0110474328433542	0.000129956065644528	0.000108929785270815	0.0380022104851934	7.8762015460858e-05	0.00418685670911299	3.09035975516082e-06	0.0267067335111415	0.108572903985957	0.000618785006736784	1.76396150352905e-05	0.136077614081377	0.00104083834621246	0.000500366108482196	0.0141769013084548	1.30032415241449e-05	0.00308921749986388	5.38123193407312e-05	0.000813990936641598	0.0141769013084548	0.000435078716498605	0.00875572030473679	0.00216828711429609	0.0371908684994306	0.000982200498394705	0.0325154764454017	0.00615030733949511	5.10851071794644e-05	0.0138770148089282	0.0464526969107853	0.0334794708265461	0.000881349387226697	0.0044135777529687	0.00306253869986013	0.515640192295521	0.00579082578258749	0.00259379260321003	0.29246009911594
Acholeplasma	0.00106921595498186	0.00850636405589766	0.000353545401438543	0.000675833129386361	0.00887684705301229	0.0256601900909877	0.00028018458558593	0.000143758639574764	0.0161481276928016	0.00229723596045906	0.0187160891760547	0.00714600016827512	0.0366800417223738	0.00471690384475788	0.0123271260369616	0.00428078424614704	0.0524660307633668	0.00100358653575976	0.00088228292222133	0.0149726002229474	0.00106921595498186	0.01048961275967	0.160152786556969	0.0555259861800478	0.0524660307633668	0.00113834827607415	0.00887684705301229	0.0728555041063865	0.0366800417223738	0.00494805313129972	0.00270249541176637	0.00316427944704556	0.045368792745532	0.000773368305665115	0.00596593255196404	0.0709638806349247	0.045368792745532	0.00284986587797545	0.049534000861776	0.049534000861776	0.00887684705301229	0.0571049341500045	0.00194309172210523	0.000511152067820164	0.0728555041063865	0.0133367843151818	0.000202521265587587	0.0144106859407208	0.00494805313129972	0.0273309966582912	0.157928487594589	0.00543780990893906	0.0167624587548633	0.0420197588753226	0.00106921595498186	0.010066163277218	0.0274436127140408	8.03458066078199e-119	0.00942429080364343	0.00147425909876973	0.107992270174987	0.0304688200407737	0.0928543134418053	0.038426785287201	0.189076399503191	0.023751540307643	0.0276313117205251	0.0108245768112566	0.0313826353235344	0.196202101840752	0.0831287321030848	0.0958222150103699	0.120007215408864	0.132709293571131	0.0991796199587122	0.0132543576489425	0.0352235762584606	0.00231936990399448	0.027790267984901	0.0269136842875208	0.12603810232665	0.05842323905946	0.0150874339668675	0.0174383386491307	0.0520701363881049	0.0237563785443364	0.0222086941351654	0.0106701597849081	0.343414189141278	0.00253046842242477	0.0162340536137566	0.097091931430411	0.00320776589629473	0.0988067187025033	0.0049797309247699	0.0982879414425679	0.0967345041675124	0.0623425452475698	0.104268864616229	0.187682062222178	0.112885182588356	0.540584172269327
Nocardia	0.000122434959328347	0.0165647173581562	0.000439384798424935	0.00112229673490749	0.0617111932182855	0.0154537702157881	4.1102579184704e-05	2.32444714941331e-05	0.030995053162194	0.0180405197161373	0.0165647173581562	2.45439283599313e-07	0.030995053162194	0.000554448919813683	0.000107879034398781	0.00328359675062711	0.0283040264649073	1.4359568620608e-06	0.000258341885340227	0.0494614954985972	4.45113467312173e-06	0.0177374231184413	0.000582232356553722	0.0257967283980458	0.04815049890067	0.019293680359251	0.000332937765332612	0.00122300998327198	0.00958394739886591	0.00257470169272673	0.000502403246011718	0.000357280444546422	0.0324121135502606	0.000299027727022711	0.000107879034398781	0.0594012357985765	0.0788439969960256	8.30923874244497e-05	0.0408254985205422	0.0157258424053574	0.0419835237470871	0.0305334305807704	0.00189421885124602	1.66560898969469e-05	0.00668410936886543	0.00328359675062711	3.86814937004236e-06	0.00320626414934852	2.32444714941331e-05	0.000352518649029272	0.0698926109472284	9.17831041585047e-06	0.00433585651453799	0.000862398735437263	0.000424703944253181	0.00755911451255884	0.00576809455478888	0.0013547024038147	0	0.0092713057296182	0.0860817745149159	0.0082584099361117	0.0632478908097602	0.0184800946675902	0.030763744437831	0.0212079539861646	0.00446734667561089	0.00124310931168237	0.0362336711488777	0.152868117432629	0.0486092166453893	0.00251093273377094	0.0906855533011522	0.116095730399882	0.0661784408812423	0.00129771589109466	0.0369908578158499	0.00418685670911299	0.0557780040636246	0.0193104582208691	0.0421542593241776	0.0140559717221979	0.0244648427497504	5.51052037556601e-06	0.0209257682854868	0.0431604962747762	0.0557780040636246	0.055210815741478	0.060902215529523	0.0170641768842127	0.00694313217480643	0.0328958653303111	0.000709570694760257	0.034933740680974	0.0669188268989808	0.159869247865604	0.0470853583001902	0.0209040287689187	0.044807729005433	0.0543476789365714	0.00695904138944847	0.492452378074871
Methylophilus	2.04831077698761e-06	0.0002620675462425	7.28779910675261e-08	3.6110599461333e-05	0.0016294297517689	0.000119397063843866	2.46438245162167e-08	1.20293791672691e-05	0.00059871519810121	8.96481837550699e-07	0.000109735338171724	0.00477608566555708	0.000561238152431941	0.0016294297517689	0.0483081942842584	4.40702791406345e-05	0.000430216119060645	0.000923646534614136	1.06611261857741e-05	0.000770053379280218	0.00146104977384656	0.00040178888017887	0.0635344945679401	0.000818701045408342	0.00146104977384656	0.000140875554629218	9.42738375990652e-06	0.035526524116891	4.40702791406345e-05	4.85755334493471e-05	0.00272814063463493	0.000129763581946097	0.00130725178033784	0.000325721658435161	0.000818701045408342	0.00499139592987034	0.00146104977384656	2.38916465310971e-06	0.00499139592987034	0.00103947461159762	0.000193651643172682	0.00181343191554826	0.000638246691161088	2.77727033795856e-06	0.100540179430096	7.06893364404458e-05	1.48935156613795e-06	0.000129763581946097	0.000770053379280218	3.36007453146129e-05	0.0064537880533827	6.44925588968109e-05	5.34635170114489e-05	0.0104742489184753	3.50590397951995e-07	0.00521447933995862	0.000460298412542638	7.51099674624043e-05	0.00133105769438153	0	0.00520610778419288	0.00017172120944226	0.00589947917816691	0.000129956065644528	0.0259428445729783	0.000156769178068079	0.00216828711429609	0.00263687898050627	0.00382907231003841	0.00589947917816691	0.00880123407167532	0.0931300365239436	0.0237648001622949	0.00520610778419288	0.00262951141274441	0.0222145434131932	0.00505304025866932	6.39025448309949e-05	0.000239953979766976	0.00262951141274441	0.000945078955586832	0.00407167965846045	0.000709570694760257	0.00438826312027971	0.00457949951254156	0.000156769178068079	0.000221672610367529	0.000813990936641598	0.0572355619070406	0.00128497605065756	0.000500366108482196	0.00457949951254156	0.00858770210049203	0.00171356756624733	0.00170263616567228	0.0159056602809921	0.0190536097049911	0.00205764520921946	0.104540967872428	0.0643301705837441	0.0703608799059783	0.137905778687647
Gemmatimonas	0.000430216119060645	0.000980147711372141	0.00181343191554826	0.00436797854042077	0.0580719248958362	0.0217465796864236	0.00059871519810121	0.01300093934899	0.000770053379280218	0.00123550880078635	3.99231105590534e-05	0.0335113521388893	7.50399890111985e-07	0.000243315331064655	0.0315848269163221	0.000140875554629218	0.000209161804322107	0.0838307391247892	0.00116704244432829	0.000100739403001067	0.239624406310444	1.33773787063108e-08	0.101858113540497	4.3263269874737e-08	5.74099505504129e-10	0.030654016087949	7.73803618060897e-05	0.348047032295588	8.31712531832754e-06	3.21790259657274e-06	0.0523285418908112	9.23718755277427e-05	4.3263269874737e-08	0.10973047964744	0.00477608566555708	1.18449054439957e-07	2.94016793168203e-05	0.00346996024341039	0.000165507060078119	3.28341878902788e-08	2.64641407093272e-05	2.46438245162167e-08	0.239624406310444	0.00477608566555708	0.074468490732616	4.40702791406345e-05	0.00315573053211054	0.000374943967328615	0.00618869746669551	0.000206048176041547	0.00346996024341039	0.0016294297517689	9.65394243481922e-09	0.00461710899337089	0.000525730789939475	0.100540179430096	2.85894356790313e-07	0.045368792745532	0.0328953296189776	0.000561238152431941	0	0.000870583719852118	9.95227980548239e-05	0.00478248547614094	0.0049797309247699	0.000580187228758013	0.000147516313889455	0.154584578301939	0.000347779184025321	0.00117253728017774	1.76396150352905e-05	0.155441165071042	0.0656147109231413	9.09053689360662e-06	1.71655752145734e-06	0.168661290689067	0.020292529477274	0.00117253728017774	0.0035175827756176	0.000406947220049863	0.000660611392263069	0.00117253728017774	0.000465645609735888	0.061242848244381	7.465160658649e-06	0.000813990936641598	0.000129956065644528	0.020292529477274	0.00031962614132326	0.0286567090284918	0.00372468415444441	6.39025448309949e-05	0.0262491687027596	0.0334214866260904	0.0232990290170862	7.97046065287546e-05	0.000982200498394705	0.00105729369979052	0.375751877506768	0.00657800338856333	0.0168362372282107	0.0756780349668657
Reyranella	3.50590397951995e-07	0.000109735338171724	1.49208187981271e-07	4.40702791406345e-05	0.00891949507827314	0.000119397063843866	8.96481837550699e-07	7.73803618060897e-05	0.000225698556484369	4.9145946739401e-06	9.42738375990652e-06	0.00891949507827314	3.99231105590534e-05	0.000492110824356531	0.0184349895156923	9.32988232363828e-08	8.31712531832754e-06	0.0059324373230873	4.40702791406345e-05	0.00154335310856053	0.0197085659158017	0.000179116588092182	0.0136811796113897	3.99231105590534e-05	0.000165507060078119	0.000980147711372141	8.96481837550699e-07	0.0433144165099354	1.82755749063004e-08	4.28011558112778e-06	0.0210498248670677	1.20293791672691e-05	5.87601279992557e-05	0.00417478638766571	0.000152775345373964	0.000152775345373964	0.00223270171767582	5.18287251035083e-07	0.0079195205707627	0.000119397063843866	0.00040178888017887	0.000152775345373964	0.0376328810248356	0.000100739403001067	0.0762766829231364	4.3263269874737e-08	1.35439120556831e-05	3.21790259657274e-06	1.70628083552245e-05	4.64827006061644e-08	0.00110173575409102	2.77727033795856e-06	2.04831077698761e-06	0.0269463569242756	6.25178985597892e-07	0.0376328810248356	1.35439120556831e-05	0.00746845809276446	0.00112229673490749	2.38916465310971e-06	3.26104938539924e-05	0	0.00184888810855302	1.51815806894742e-05	0.00880123407167532	0.000435078716498605	9.40328119282331e-05	0.0144169974614762	0.00251093273377094	0.00195365133651856	0.00195365133651856	0.0805099799225393	0.0114681925285307	0.0027509990979022	0.000118231333908105	0.0286567090284918	0.000889606509657845	5.10851071794644e-05	0.000580187228758013	0.000660611392263069	0.000445182293962137	0.000726741168094007	0.000535710019872797	0.00724983323021421	0.00037452115514758	0.000239953979766976	0.00017172120944226	0.00244154913414182	0.00452944745047598	0.00621813715089273	0.000633495370387909	9.95227980548239e-05	0.00703289597617168	0.00319637825936989	0.00354745822708884	0.0153567770889571	0.0012105076971649	2.78963481476785e-05	0.146386678370548	0.00119835634976261	0.0222086941351654	0.0343381419966138
Actinokineospora	6.44925588968109e-05	0.000193651643172682	0.00146104977384656	0.000869865321967388	0.0160814859673801	0.0297444194091824	0.00116704244432829	0.00544554125241379	5.34635170114489e-05	0.00672792962173472	2.37789242859457e-05	0.0297444194091824	1.44699118970741e-09	0.000770053379280218	0.0421293326577055	0.000209161804322107	0.000140875554629218	0.0496215896422583	0.000770053379280218	0.000980147711372141	0.194542528266613	8.96481837550699e-07	0.0810601470661587	5.62745160630644e-06	1.06622465404432e-06	0.0247148017345798	0.000374943967328615	0.400295090711511	0.000561238152431941	4.28011558112778e-06	0.01253638966857	0.000225698556484369	1.7498572958917e-06	0.146554291784015	0.00672792962173472	3.26104938539924e-05	1.90947257374294e-05	0.0092743376584506	0.000679919907958634	4.28011558112778e-06	3.6110599461333e-05	1.26271591843885e-06	0.22010439650727	0.0104068703955598	0.171013148869103	0.000869865321967388	0.00181343191554826	7.73803618060897e-05	0.0112210900834503	0.000860321783464829	0.00477608566555708	0.00272814063463493	1.35439120556831e-05	0.0138893851546171	0.000303210145162489	0.135272639034476	2.77727033795856e-06	0.0366800417223738	0.021299802514841	0.000679919907958634	8.96481837550699e-07	0.000109735338171724	0	0.00949904174056454	0.017935659434938	0.00335053436292838	0.00178369637841546	0.165830736803243	0.000118231333908105	0.00318615599050587	4.04259444016751e-05	0.0822682448361135	0.0424297604779603	0.00017172120944226	0.000156769178068079	0.165830736803243	0.0167901634177636	0.00367882558066406	0.00156138816996482	0.00124310931168237	0.000592236598571304	6.65006434024584e-05	0.00433087008762049	0.0457702103836947	0.000347779184025321	0.00216828711429609	0.0027509990979022	0.00575080504300916	0.000481191676470025	0.0044135777529687	0.000134633703502922	0.000580187228758013	0.0175477575577849	0.049430771716851	0.0204650544943816	0.00254076084115231	0.000177545486056652	0.0180140626822426	0.478966335595925	0.00748472078248761	0.0061694292040827	0.0774115610075732
Afipia	8.45969510148163e-05	0.000193651643172682	7.50399890111985e-07	0.000209161804322107	0.0112210900834503	1.90947257374294e-05	1.7498572958917e-06	0.000129763581946097	0.000129763581946097	5.62745160630644e-06	1.26271591843885e-06	0.0255036803158819	0.000209161804322107	0.0104068703955598	0.117002321602297	3.26104938539924e-05	1.26271591843885e-06	0.00891949507827314	0.00040178888017887	0.00346996024341039	0.0184349895156923	0.00123550880078635	0.0701708057250953	3.99231105590534e-05	0.00223270171767582	0.00059871519810121	4.28011558112778e-06	0.0726918417890812	7.32003455339806e-06	0.000209161804322107	0.114541775611076	0.000374943967328615	0.000770053379280218	0.00568479008886398	0.000770053379280218	0.00363634895773983	0.00223270171767582	2.38916465310971e-06	0.0626776221113285	0.00059871519810121	0.000129763581946097	0.00138239120269041	0.0190634654032002	0.000225698556484369	0.32346003406511	1.48935156613795e-06	0.000100739403001067	5.62745160630644e-06	0.00059871519810121	2.45439283599313e-07	0.000303210145162489	3.99231105590534e-05	5.34635170114489e-05	0.0593928465610518	3.21790259657274e-06	0.0263119019523056	0.00123550880078635	0.01048961275967	0.00360825393543116	1.48935156613795e-06	0.000492110824356531	3.28341878902788e-08	0.00138239120269041	0	0.00195365133651856	0.00117253728017774	0.000709570694760257	0.0251409970827086	0.00815528116372047	0.00335053436292838	0.0137162459646182	0.260919922897663	0.00565606878059174	0.00520610778419288	0.00165384375944881	0.0211273936254042	0.0173258016783089	0.00124310931168237	7.8762015460858e-05	0.00880123407167532	0.000465645609735888	0.0179047169369581	0.000639158587854422	0.020292529477274	0.00262951141274441	3.71616410984397e-05	7.24149009623784e-05	0.000925992216032467	0.0320495878736468	0.0085547851635436	0.00139631465217796	0.00289713230060788	0.0205639799453602	0.000435078716498605	0.00808308713379163	0.0347145272909794	0.00996462950473477	7.8762015460858e-05	0.122681869587104	0.0110474328433542	0.157812136756817	0.0140478889066733
Methylotenera	0.00857557342459417	0.00259660313572526	0.00380915992772716	0.00824232891210193	0.100540179430096	0.0059324373230873	0.000980147711372141	0.0100177746331803	0.00116704244432829	0.00964034773549731	0.000152775345373964	0.0144767180850721	0.00110173575409102	0.0335113521388893	0.135272639034476	0.0255036803158819	0.000430216119060645	0.0433144165099354	0.0178228445091595	0.0059324373230873	0.0799888724598652	0.000349610950046986	0.157368635213699	3.21790259657274e-06	0.00286506386532915	0.020370586624519	0.000325721658435161	0.216326971668755	0.00346996024341039	0.00398857681268207	0.32346003406511	0.00234904091982681	0.00116704244432829	0.114541775611076	0.00730426276898994	0.00964034773549731	0.000869865321967388	0.00259660313572526	0.0919126286128184	0.000243315331064655	8.45969510148163e-05	0.00103947461159762	0.117002321602297	0.0231938433767333	0.17425156925857	0.00146104977384656	0.0092743376584506	0.000723824670499067	0.0076069102745941	0.00015035335796078	0.000818701045408342	0.00130725178033784	0.000129763581946097	0.00987939205361557	0.0059324373230873	0.0172267385253585	0.00171941119897264	0.0985202876021693	0.00755911451255884	0.0059324373230873	0.000525730789939475	0.00123550880078635	0.00346996024341039	0.000119397063843866	0	0.0173457728375044	0.00113253329955595	0.165830736803243	0.0162476596606231	0.00880123407167532	0.00589947917816691	0.23372935945604	0.0196774469308977	0.0027509990979022	0.0061694292040827	0.0450088865377677	0.190228906712082	0.0290923170036378	0.00642188435491219	0.0209433223795031	0.0125159628883215	0.0707467386658309	0.00263313450163278	0.0352473556462596	0.00457949951254156	0.00731590517073275	0.00262951141274441	0.0531511465576164	0.0316170693100201	0.100954888771959	0.0286274664348953	0.00949904174056454	0.0278114015410675	0.0325154764454017	0.203351225521202	0.0159056602809921	0.0372489796300892	0.00300869517388538	0.195300326656492	0.0365884182378881	0.163723998103844	0.0870332156888804
Rhizomicrobium	1.70628083552245e-05	0.01253638966857	9.23718755277427e-05	4.85755334493471e-05	0.0675481801337168	0.00701134569659579	1.90947257374294e-05	0.0016294297517689	0.0104068703955598	6.42647355423362e-06	0.000374943967328615	0.00259660313572526	0.000923646534614136	2.94016793168203e-05	0.0217465796864236	0.000100739403001067	0.00380915992772716	0.0092743376584506	7.50399890111985e-07	0.00146104977384656	0.0139708299345223	3.26104938539924e-05	0.0118225726450979	0.000193651643172682	2.37789242859457e-05	0.01253638966857	3.99231105590534e-05	0.0898416849718557	1.48935156613795e-06	1.82755749063004e-08	0.00363634895773983	3.6110599461333e-05	5.34635170114489e-05	0.00286506386532915	0.000140875554629218	0.000430216119060645	0.003007537803846	8.45969510148163e-05	0.000140875554629218	3.71678490515902e-06	0.000561238152431941	9.23718755277427e-05	0.0190634654032002	7.32003455339806e-06	0.020370586624519	4.40702791406345e-05	5.87601279992557e-05	0.00398857681268207	0.00223270171767582	3.60194969662596e-06	0.0190634654032002	0.000460298412542638	4.9145946739401e-06	0.000845437501438955	4.40702791406345e-05	0.045759980280991	1.48935156613795e-06	0.00518826845917455	0.00443460214870884	2.04831077698761e-06	1.70628083552245e-05	1.06611261857741e-05	0.000282012647046926	5.34635170114489e-05	0.00330981324288434	0	0.000156769178068079	0.0125319023551881	0.000108929785270815	0.0118962920175195	0.000813990936641598	0.0446364359753895	0.0907693179128723	0.00251093273377094	0.000221672610367529	0.039464493432469	0.0043838830609333	0.00037452115514758	0.00367882558066406	0.000204713377952181	0.000445182293962137	0.00267430063907046	0.000134616154664391	0.0168133184087857	0.00174513797782845	0.00111040401386504	0.000187874169920726	0.00878897576506145	0.0118497112152757	0.0146099933677198	0.0043838830609333	0.000982200498394705	0.0311408845489431	0.00537267065861438	0.00727290535321433	0.00198237470763996	0.0334214866260904	0.00160159112108488	0.450625591699543	0.0430933378855504	0.0418324360733706	0.228143363985846
